"Date","ABN","AIG","ANAT","ANFGF","AXELF","AXP","AZO","BAC","BAESF","BAX","BIDU","BK","BRK","BSBR","BTI","CMCSA","CNHI","CNPAF","COP","CSCO","DEO","DVN","EMR","FII","FMCC","GETVF","GL","GOOG","GOOGL","GSK","HAL","HD","HENKY","HKHHF","HYMLF","JEF","JNJ","MA","MBI","MMM","MRC","MURGF","NSRGY","NVS","NWLI","PFE","PM","PNC","RDS","RHHVF","RYN","SCBFF","SKM","SNY","TOT","TRH","UL","UN","UNP","UOVEY","WFC","WMT","WPP","ZFSVF"
2013-04-01,0,0,0,0,0,0,0,0,0,2.38,0,3.09,2.62,0,0,0,0,0,2.48,2.96,3.2,2.88,0,0,0,0,0,0,0,0,2.49,0,2.93,3.23,0,2.27,4.1,0,0,0,0,0,3.8,4.19,0,0,0,0,3.78,4.46,0,0,0,0,4.24,0,0,0,2.66,0,3.5,2.36,0,0
2013-05-01,0,0,0,0,0,0,0,0,0,2.38,0,3.09,2.62,0,0,0,0,0,2.48,2.96,3.2,2.88,0,0,0,0,0,0,0,0,2.49,0,2.93,3.23,0,2.27,4.1,0,0,0,0,0,3.8,4.19,0,0,0,0,3.78,4.46,0,0,0,0,4.24,0,0,0,2.66,0,3.5,2.36,0,0
2013-06-01,0,0,0,0,0,0,0,0,0,2.38,0,3.09,2.62,0,0,0,0,0,2.48,2.96,3.2,2.88,0,0,0,0,0,0,0,0,2.49,0,2.93,3.23,0,2.27,4.1,0,0,0,0,0,3.8,4.19,0,0,0,0,3.78,4.46,0,0,0,0,4.24,0,0,0,2.66,0,3.5,2.36,0,0
2013-07-01,0,0,0,0,0,0,0,0,0,0,0,3.15,2.5,2.24,0,0,0,0,2.7,2.7,3.35,3.04,0,0,0,0,0,0,0,0,2.72,0,2.34,3.45,0,0,3.91,2.28,0,0,0,0,3.8,4.29,0,0,0,0,3.7,4.59,0,0,0,0,4.78,0,0,0,2.53,0,3.31,0,0,0
2013-08-01,0,0,0,0,0,0,0,0,0,0,0,3.15,2.5,2.24,0,0,0,0,2.7,2.7,3.35,3.04,0,0,0,0,0,0,0,0,2.72,0,2.34,3.45,0,0,3.91,2.28,0,0,0,0,3.8,4.29,0,0,0,0,3.7,4.59,0,0,0,0,4.78,0,0,0,2.53,0,3.31,0,0,0
2013-09-01,0,0,0,0,0,0,0,0,0,0,0,3.15,2.5,2.24,0,0,0,0,2.7,2.7,3.35,3.04,0,0,0,0,0,0,0,0,2.72,0,2.34,3.45,0,0,3.91,2.28,0,0,0,0,3.8,4.29,0,0,0,0,3.7,4.59,0,0,0,0,4.78,0,0,0,2.53,0,3.31,0,0,0
2013-10-01,0,0,0,0,0,0,0,0,0,2.2,0,2.45,2.54,0,0,0,0,0,2.67,2.52,3.4,3.17,0,0,0,0,0,0,0,0,2.79,0,2.68,3.36,0,0,4.03,2.76,0,2.37,0,0,3.92,4.35,0,0,0,0,3.9,4.64,0,0,0,0,4.44,0,0,0,0,0,3.54,2.3,0,0
2013-11-01,0,0,0,0,0,0,0,0,0,2.2,0,2.45,2.54,0,0,0,0,0,2.67,2.52,3.4,3.17,0,0,0,0,0,0,0,0,2.79,0,2.68,3.36,0,0,4.03,2.76,0,2.37,0,0,3.92,4.35,0,0,0,0,3.9,4.64,0,0,0,0,4.44,0,0,0,0,0,3.54,2.3,0,0
2013-12-01,0,0,0,0,0,0,0,0,0,2.2,0,2.45,2.54,0,0,0,0,0,2.67,2.52,3.4,3.17,0,0,0,0,0,0,0,0,2.79,0,2.68,3.36,0,0,4.03,2.76,0,2.37,0,0,3.92,4.35,0,0,0,0,3.9,4.64,0,0,0,0,4.44,0,0,0,0,0,3.54,2.3,0,0
2014-01-01,0,0,0,0,0,0,0,0,0,2.36,0,2.52,2.72,0,0,0,0,0,2.7,2.55,3.25,3.48,0,0,0,0,0,0,0,0,3.29,0,2.63,3.48,0,0,4.39,2.19,0,2.33,0,0,3.25,4.69,0,0,0,0,4.05,5.04,0,0,0,0,4.82,0,0,0,0,0,3.94,0,0,2.14
2014-02-01,0,0,0,0,0,0,0,0,0,2.36,0,2.52,2.72,0,0,0,0,0,2.7,2.55,3.25,3.48,0,0,0,0,0,0,0,0,3.29,0,2.63,3.48,0,0,4.39,2.19,0,2.33,0,0,3.25,4.69,0,0,0,0,4.05,5.04,0,0,0,0,4.82,0,0,0,0,0,3.94,0,0,2.14
2014-03-01,0,0,0,0,0,0,0,0,0,2.36,0,2.52,2.72,0,0,0,0,0,2.7,2.55,3.25,3.48,0,0,0,0,0,0,0,0,3.29,0,2.63,3.48,0,0,4.39,2.19,0,2.33,0,0,3.25,4.69,0,0,0,0,4.05,5.04,0,0,0,0,4.82,0,0,0,0,0,3.94,0,0,2.14
2014-04-01,0,0,0,0,0,0,0,0,0,2.17,0,2.49,2.57,2.18,0,0,0,0,3.07,2.64,3.09,3.85,0,0,0,0,0,0,0,0,3.7,0,2.26,3.31,0,0,4.36,0,0,2.29,0,0,3.13,4.67,0,0,0,0,4.34,4.68,0,2.82,0,0,4.96,0,0,0,0,0,3.89,0,0,0
2014-05-01,0,0,0,0,0,0,0,0,0,2.17,0,2.49,2.57,2.18,0,0,0,0,3.07,2.64,3.09,3.85,0,0,0,0,0,0,0,0,3.7,0,2.26,3.31,0,0,4.36,0,0,2.29,0,0,3.13,4.67,0,0,0,0,4.34,4.68,0,2.82,0,0,4.96,0,0,0,0,0,3.89,0,0,0
2014-06-01,0,0,0,0,0,0,0,0,0,2.17,0,2.49,2.57,2.18,0,0,0,0,3.07,2.64,3.09,3.85,0,0,0,0,0,0,0,0,3.7,0,2.26,3.31,0,0,4.36,0,0,2.29,0,0,3.13,4.67,0,0,0,0,4.34,4.68,0,2.82,0,0,4.96,0,0,0,0,0,3.89,0,0,0
2014-07-01,0,0,0,0,0,0,0,0,0,2.29,0,2.75,2.99,0,0,0,0,0,2.24,2.4,2.99,3.53,0,0,0,0,0,0,0,0,3.59,0,2.24,3.55,0,0,4.74,0,0,2.42,0,0,3.17,5.19,0,0,0,0,4.28,4.96,0,3.23,0,0,4.76,0,0,0,0,0,4.1,0,0,0
2014-08-01,0,0,0,0,0,0,0,0,0,2.29,0,2.75,2.99,0,0,0,0,0,2.24,2.4,2.99,3.53,0,0,0,0,0,0,0,0,3.59,0,2.24,3.55,0,0,4.74,0,0,2.42,0,0,3.17,5.19,0,0,0,0,4.28,4.96,0,3.23,0,0,4.76,0,0,0,0,0,4.1,0,0,0
2014-09-01,0,0,0,0,0,0,0,0,0,2.29,0,2.75,2.99,0,0,0,0,0,2.24,2.4,2.99,3.53,0,0,0,0,0,0,0,0,3.59,0,2.24,3.55,0,0,4.74,0,0,2.42,0,0,3.17,5.19,0,0,0,0,4.28,4.96,0,3.23,0,0,4.76,0,0,0,0,0,4.1,0,0,0
2014-10-01,0,0,0,0,0,0,0,0,0,2.47,0,3.04,3.44,0,0,0,0,0,0,2.79,3.12,3.34,0,0,0,0,0,0,0,0,2.31,0,2.46,3.55,0,0,4.9,0,0,2.96,0,0,3.31,5.39,0,0,0,0,3.94,4.79,0,3.86,0,0,3.97,0,0,0,0,0,4.56,0,0,2.29
2014-11-01,0,0,0,0,0,0,0,0,0,2.47,0,3.04,3.44,0,0,0,0,0,0,2.79,3.12,3.34,0,0,0,0,0,0,0,0,2.31,0,2.46,3.55,0,0,4.9,0,0,2.96,0,0,3.31,5.39,0,0,0,0,3.94,4.79,0,3.86,0,0,3.97,0,0,0,0,0,4.56,0,0,2.29
2014-12-01,0,0,0,0,0,0,0,0,0,2.47,0,3.04,3.44,0,0,0,0,0,0,2.79,3.12,3.34,0,0,0,0,0,0,0,0,2.31,0,2.46,3.55,0,0,4.9,0,0,2.96,0,0,3.31,5.39,0,0,0,0,3.94,4.79,0,3.86,0,0,3.97,0,0,0,0,0,4.56,0,0,2.29
2015-01-01,0,0,0,0,0,0,0,0,0,0,0,3.01,3.32,0,0,2.46,0,0,0,2.77,3.02,3.29,0,0,0,0,0,0,0,0,2.57,0,2.61,3.9,0,0,4.72,0,0,2.97,0,0,3.41,5.74,0,0,0,0,3.52,4.87,0,4.18,0,0,3.84,0,0,0,0,0,4.53,0,0,2.48
2015-02-01,0,0,0,0,0,0,0,0,0,0,0,3.01,3.32,0,0,2.46,0,0,0,2.77,3.02,3.29,0,0,0,0,0,0,0,0,2.57,0,2.61,3.9,0,0,4.72,0,0,2.97,0,0,3.41,5.74,0,0,0,0,3.52,4.87,0,4.18,0,0,3.84,0,0,0,0,0,4.53,0,0,2.48
2015-03-01,0,0,0,0,0,0,0,0,0,0,0,3.01,3.32,0,0,2.46,0,0,0,2.77,3.02,3.29,0,0,0,0,0,0,0,0,2.57,0,2.61,3.9,0,0,4.72,0,0,2.97,0,0,3.41,5.74,0,0,0,0,3.52,4.87,0,4.18,0,0,3.84,0,0,0,0,0,4.53,0,0,2.48
2015-04-01,0,0,0,0,0,0,0,0,0,2.34,0,3.11,3.09,0,0,2.6,0,0,0,2.74,3.15,3.22,0,0,0,0,0,0,0,0,2.5,0,2.39,3.93,0,0,4.53,0,0,2.75,0,0,3.24,5.67,0,0,0,0,3.35,4.91,0,4.28,0,0,3.72,0,0,0,0,0,4.64,0,0,0
2015-05-01,0,0,0,0,0,0,0,0,0,2.34,0,3.11,3.09,0,0,2.6,0,0,0,2.74,3.15,3.22,0,0,0,0,0,0,0,0,2.5,0,2.39,3.93,0,0,4.53,0,0,2.75,0,0,3.24,5.67,0,0,0,0,3.35,4.91,0,4.28,0,0,3.72,0,0,0,0,0,4.64,0,0,0
2015-06-01,0,0,0,0,0,0,0,0,0,2.34,0,3.11,3.09,0,0,2.6,0,0,0,2.74,3.15,3.22,0,0,0,0,0,0,0,0,2.5,0,2.39,3.93,0,0,4.53,0,0,2.75,0,0,3.24,5.67,0,0,0,0,3.35,4.91,0,4.28,0,0,3.72,0,0,0,0,0,4.64,0,0,0
2015-07-01,0,0,0,0,0,0,0,0,0,0,0,3.19,3.24,0,0,2.73,0,0,0,2.87,3.21,2.2,0,0,0,0,0,0,0,0,2.26,0,2.43,4.38,0,0,4.77,0,0,2.78,0,0,3.71,5.58,0,0,0,0,3.13,4.35,0,2.85,0,0,3.77,0,0,0,0,0,4.66,0,0,1.95
2015-08-01,0,0,0,0,0,0,0,0,0,0,0,3.19,3.24,0,0,2.73,0,0,0,2.87,3.21,2.2,0,0,0,0,0,0,0,0,2.26,0,2.43,4.38,0,0,4.77,0,0,2.78,0,0,3.71,5.58,0,0,0,0,3.13,4.35,0,2.85,0,0,3.77,0,0,0,0,0,4.66,0,0,1.95
2015-09-01,0,0,0,0,0,0,0,0,0,0,0,3.19,3.24,0,0,2.73,0,0,0,2.87,3.21,2.2,0,0,0,0,0,0,0,0,2.26,0,2.43,4.38,0,0,4.77,0,0,2.78,0,0,3.71,5.58,0,0,0,0,3.13,4.35,0,2.85,0,0,3.77,0,0,0,0,0,4.66,0,0,1.95
2015-10-01,0,0,0,0,0,0,0,0,0,0,0,3.3,3.22,0,0,2.64,0,0,0,2.92,3.19,0,0,0,0,0,0,0,0,0,2.13,0,2.6,4.67,2.24,0,5.15,0,0,2.9,0,0,3.61,4.49,0,0,0,0,2.98,4.49,0,2.57,0,0,3.75,0,0,0,0,0,4.84,0,0,2.02
2015-11-01,0,0,0,0,0,0,0,0,0,0,0,3.3,3.22,0,0,2.64,0,0,0,2.92,3.19,0,0,0,0,0,0,0,0,0,2.13,0,2.6,4.67,2.24,0,5.15,0,0,2.9,0,0,3.61,4.49,0,0,0,0,2.98,4.49,0,2.57,0,0,3.75,0,0,0,0,0,4.84,0,0,2.02
2015-12-01,0,0,0,0,0,0,0,0,0,0,0,3.3,3.22,0,0,2.64,0,0,0,2.92,3.19,0,0,0,0,0,0,0,0,0,2.13,0,2.6,4.67,2.24,0,5.15,0,0,2.9,0,0,3.61,4.49,0,0,0,0,2.98,4.49,0,2.57,0,0,3.75,0,0,0,0,0,4.84,0,0,2.02
2016-01-01,0,0,0,0,0,0,0,0,0,0,0,3.11,3.67,0,0,3.02,0,0,0,3.23,3.33,0,0,0,0,0,0,0,0,0,2.37,0,2.81,4.99,2.49,0,3.21,2.07,0,3.39,0,0,3.82,3.98,0,0,0,0,3.34,4.24,0,0,0,0,4.04,0,1.99,0,0,0,4.55,0,0,0
2016-02-01,0,0,0,0,0,0,0,0,0,0,0,3.11,3.67,0,0,3.02,0,0,0,3.23,3.33,0,0,0,0,0,0,0,0,0,2.37,0,2.81,4.99,2.49,0,3.21,2.07,0,3.39,0,0,3.82,3.98,0,0,0,0,3.34,4.24,0,0,0,0,4.04,0,1.99,0,0,0,4.55,0,0,0
2016-03-01,0,0,0,0,0,0,0,0,0,0,0,3.11,3.67,0,0,3.02,0,0,0,3.23,3.33,0,0,0,0,0,0,0,0,0,2.37,0,2.81,4.99,2.49,0,3.21,2.07,0,3.39,0,0,3.82,3.98,0,0,0,0,3.34,4.24,0,0,0,0,4.04,0,1.99,0,0,0,4.55,0,0,0
2016-04-01,0,0,0,0,0,0,0,0,0,0,0,3.25,3.69,0,0,3.19,0,0,0,3.22,3.45,2.21,0,0,0,0,0,0,0,0,2.97,0,3.04,5.14,2.17,0,3.56,0,0,3.52,0,0,3.92,4.45,0,0,0,0,3.8,4.47,0,0,0,0,4.22,0,2.09,0,0,0,4.4,0,0,0
2016-05-01,0,0,0,0,0,0,0,0,0,0,0,3.25,3.69,0,0,3.19,0,0,0,3.22,3.45,2.21,0,0,0,0,0,0,0,0,2.97,0,3.04,5.14,2.17,0,3.56,0,0,3.52,0,0,3.92,4.45,0,0,0,0,3.8,4.47,0,0,0,0,4.22,0,2.09,0,0,0,4.4,0,0,0
2016-06-01,0,0,0,0,0,0,0,0,0,0,0,3.25,3.69,0,0,3.19,0,0,0,3.22,3.45,2.21,0,0,0,0,0,0,0,0,2.97,0,3.04,5.14,2.17,0,3.56,0,0,3.52,0,0,3.92,4.45,0,0,0,0,3.8,4.47,0,0,0,0,4.22,0,2.09,0,0,0,4.4,0,0,0
2016-07-01,0,0,0,0,0,0,0,0,0,0,0,3.32,3.67,0,0,3.23,0,0,0,3.55,3.53,2.68,0,0,0,0,0,0,0,0,2.19,0,0,5.05,2.26,0,3.45,2.2,0,3.53,0,0,3.99,4.25,0,0,0,0,3.44,4.2,0,0,0,0,4.13,0,0,0,0,0,4.1,0,0,2.1
2016-08-01,0,0,0,0,0,0,0,0,0,0,0,3.32,3.67,0,0,3.23,0,0,0,3.55,3.53,2.68,0,0,0,0,0,0,0,0,2.19,0,0,5.05,2.26,0,3.45,2.2,0,3.53,0,0,3.99,4.25,0,0,0,0,3.44,4.2,0,0,0,0,4.13,0,0,0,0,0,4.1,0,0,2.1
2016-09-01,0,0,0,0,0,0,0,0,0,0,0,3.32,3.67,0,0,3.23,0,0,0,3.55,3.53,2.68,0,0,0,0,0,0,0,0,2.19,0,0,5.05,2.26,0,3.45,2.2,0,3.53,0,0,3.99,4.25,0,0,0,0,3.44,4.2,0,0,0,0,4.13,0,0,0,0,0,4.1,0,0,2.1
2016-10-01,0,0,0,0,0,0,0,0,0,0,0,4.05,4.24,0,0,3.45,0,0,0,3.46,3.24,2.84,0,0,0,0,0,0,0,0,0,0,0,4.5,2.28,0,3.21,2.29,0,3.67,2.15,0,3.71,4.03,2.49,0,0,0,3.88,3.97,0,0,0,0,4.59,0,0,0,0,0,5.23,0,0,2.3
2016-11-01,0,0,0,0,0,0,0,0,0,0,0,4.05,4.24,0,0,3.45,0,0,0,3.46,3.24,2.84,0,0,0,0,0,0,0,0,0,0,0,4.5,2.28,0,3.21,2.29,0,3.67,2.15,0,3.71,4.03,2.49,0,0,0,3.88,3.97,0,0,0,0,4.59,0,0,0,0,0,5.23,0,0,2.3
2016-12-01,0,0,0,0,0,0,0,0,0,0,0,4.05,4.24,0,0,3.45,0,0,0,3.46,3.24,2.84,0,0,0,0,0,0,0,0,0,0,0,4.5,2.28,0,3.21,2.29,0,3.67,2.15,0,3.71,4.03,2.49,0,0,0,3.88,3.97,0,0,0,0,4.59,0,0,0,0,0,5.23,0,0,2.3
2017-01-01,0,0,0,0,0,0,0,0,0,0,0,3.8,4.09,0,0,3.54,0,0,0,3.65,3.39,0,0,0,0,0,0,0,0,0,0,0,1.92,4.85,2.65,0,3.27,2.35,0,3.7,0,0,3.74,3.87,2.29,0,0,0,4.12,4.17,0,0,0,0,4.27,0,2.07,0,0,0,4.98,0,0,2.1
2017-02-01,0,0,0,0,0,0,0,0,0,0,0,3.8,4.09,0,0,3.54,0,0,0,3.65,3.39,0,0,0,0,0,0,0,0,0,0,0,1.92,4.85,2.65,0,3.27,2.35,0,3.7,0,0,3.74,3.87,2.29,0,0,0,4.12,4.17,0,0,0,0,4.27,0,2.07,0,0,0,4.98,0,0,2.1
2017-03-01,0,0,0,0,0,0,0,0,0,0,0,3.8,4.09,0,0,3.54,0,0,0,3.65,3.39,0,0,0,0,0,0,0,0,0,0,0,1.92,4.85,2.65,0,3.27,2.35,0,3.7,0,0,3.74,3.87,2.29,0,0,0,4.12,4.17,0,0,0,0,4.27,0,2.07,0,0,0,4.98,0,0,2.1
2017-04-01,0,0,0,0,0,0,0,0,0,2.04,0,3.96,4.02,0,0,3.53,0,0,0,3.26,3.39,0,0,0,0,0,0,0,0,0,0,0,0,5.36,2.53,0,3.35,2.44,0,3.88,0,0,4.09,4.18,2.32,0,0,0,4,4.01,0,0,0,0,4,0,2.19,0,0,0,4.78,0,0,2.21
2017-05-01,0,0,0,0,0,0,0,0,0,2.04,0,3.96,4.02,0,0,3.53,0,0,0,3.26,3.39,0,0,0,0,0,0,0,0,0,0,0,0,5.36,2.53,0,3.35,2.44,0,3.88,0,0,4.09,4.18,2.32,0,0,0,4,4.01,0,0,0,0,4,0,2.19,0,0,0,4.78,0,0,2.21
2017-06-01,0,0,0,0,0,0,0,0,0,2.04,0,3.96,4.02,0,0,3.53,0,0,0,3.26,3.39,0,0,0,0,0,0,0,0,0,0,0,0,5.36,2.53,0,3.35,2.44,0,3.88,0,0,4.09,4.18,2.32,0,0,0,4,4.01,0,0,0,0,4,0,2.19,0,0,0,4.78,0,0,2.21
2017-07-01,0,0,0,0,0,0,0,0,0,0,2.29,3.88,4.09,0,0,3.3,0,0,0,3.3,3.53,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2.25,0,3.11,2.68,0,3.69,0,0,3.72,4.06,2.39,0,0,0,4.31,3.8,0,0,0,0,4.11,0,2.21,0,0,0,4.49,0,0,2.18
2017-08-01,0,0,0,0,0,0,0,0,0,0,2.29,3.88,4.09,0,0,3.3,0,0,0,3.3,3.53,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2.25,0,3.11,2.68,0,3.69,0,0,3.72,4.06,2.39,0,0,0,4.31,3.8,0,0,0,0,4.11,0,2.21,0,0,0,4.49,0,0,2.18
2017-09-01,0,0,0,0,0,0,0,0,0,0,2.29,3.88,4.09,0,0,3.3,0,0,0,3.3,3.53,0,0,0,0,0,0,0,0,0,0,0,0,5.2,2.25,0,3.11,2.68,0,3.69,0,0,3.72,4.06,2.39,0,0,0,4.31,3.8,0,0,0,0,4.11,0,2.21,0,0,0,4.49,0,0,2.18
2017-10-01,0,0,0,2.29,2.56,0,0,0,0,0,2.31,3.82,4.73,0,0,2.21,0,0,0,3.3,3.96,0,0,0,0,0,0,0,0,0,0,0,0,5.29,2.67,0,3.57,2.71,0,3.26,0,0,3.89,3.84,2.42,0,0,0,3.94,3.95,0,0,0,0,4.3,0,0,0,0,0,4.45,0,0,0
2017-11-01,0,0,0,2.29,2.56,0,0,0,0,0,2.31,3.82,4.73,0,0,2.21,0,0,0,3.3,3.96,0,0,0,0,0,0,0,0,0,0,0,0,5.29,2.67,0,3.57,2.71,0,3.26,0,0,3.89,3.84,2.42,0,0,0,3.94,3.95,0,0,0,0,4.3,0,0,0,0,0,4.45,0,0,0
2017-12-01,0,0,0,2.29,2.56,0,0,0,0,0,2.31,3.82,4.73,0,0,2.21,0,0,0,3.3,3.96,0,0,0,0,0,0,0,0,0,0,0,0,5.29,2.67,0,3.57,2.71,0,3.26,0,0,3.89,3.84,2.42,0,0,0,3.94,3.95,0,0,0,0,4.3,0,0,0,0,0,4.45,0,0,0
2018-01-01,0,0,0,0,2.8,0,0,0,0,0,2.25,3.74,4.87,0,0,0,0,0,0,3.78,3.76,0,0,0,0,0,0,0,0,0,0,0,0,5.62,2.52,0,3.35,3.21,0,3.11,0,0,3.66,3.75,2.28,0,0,0,3.83,3.66,0,0,0,0,4.02,0,0,0,0,2.35,3.93,0,2.61,0
2018-02-01,0,0,0,0,2.8,0,0,0,0,0,2.25,3.74,4.87,0,0,0,0,0,0,3.78,3.76,0,0,0,0,0,0,0,0,0,0,0,0,5.62,2.52,0,3.35,3.21,0,3.11,0,0,3.66,3.75,2.28,0,0,0,3.83,3.66,0,0,0,0,4.02,0,0,0,0,2.35,3.93,0,2.61,0
2018-03-01,0,0,0,0,2.8,0,0,0,0,0,2.25,3.74,4.87,0,0,0,0,0,0,3.78,3.76,0,0,0,0,0,0,0,0,0,0,0,0,5.62,2.52,0,3.35,3.21,0,3.11,0,0,3.66,3.75,2.28,0,0,0,3.83,3.66,0,0,0,0,4.02,0,0,0,0,2.35,3.93,0,2.61,0
2018-04-01,0,0,0,0,2.44,0,2.42,0,0,0,2.47,3.94,4.62,0,0,0,0,0,2.31,3.82,4.03,0,0,0,0,0,0,0,0,0,0,0,0,5.27,0,0,3.19,3.62,0,2.8,0,0,3.6,3.55,2.32,0,0,0,4.22,3.57,0,0,0,0,4.34,0,0,0,0,0,4.19,0,2.6,0
2018-05-01,0,0,0,0,2.44,0,2.42,0,0,0,2.47,3.94,4.62,0,0,0,0,0,2.31,3.82,4.03,0,0,0,0,0,0,0,0,0,0,0,0,5.27,0,0,3.19,3.62,0,2.8,0,0,3.6,3.55,2.32,0,0,0,4.22,3.57,0,0,0,0,4.34,0,0,0,0,0,4.19,0,2.6,0
2018-06-01,0,0,0,0,2.44,0,2.42,0,0,0,2.47,3.94,4.62,0,0,0,0,0,2.31,3.82,4.03,0,0,0,0,0,0,0,0,0,0,0,0,5.27,0,0,3.19,3.62,0,2.8,0,0,3.6,3.55,2.32,0,0,0,4.22,3.57,0,0,0,0,4.34,0,0,0,0,0,4.19,0,2.6,0
2018-07-01,0,0,0,0,0,0,3,0,0,0,2.49,3.17,5.62,0,0,0,0,0,2.41,3.17,3.77,0,0,0,0,0,0,0,0,0,0,0,0,4.59,2.36,0,3.03,3.71,0,0,0,0,3.48,3.75,2.58,0,0,0,3.76,3.6,0,0,0,0,4.53,0,0,0,0,2.4,3.63,0,2.59,0
2018-08-01,0,0,0,0,0,0,3,0,0,0,2.49,3.17,5.62,0,0,0,0,0,2.41,3.17,3.77,0,0,0,0,0,0,0,0,0,0,0,0,4.59,2.36,0,3.03,3.71,0,0,0,0,3.48,3.75,2.58,0,0,0,3.76,3.6,0,0,0,0,4.53,0,0,0,0,2.4,3.63,0,2.59,0
2018-09-01,0,0,0,0,0,0,3,0,0,0,2.49,3.17,5.62,0,0,0,0,0,2.41,3.17,3.77,0,0,0,0,0,0,0,0,0,0,0,0,4.59,2.36,0,3.03,3.71,0,0,0,0,3.48,3.75,2.58,0,0,0,3.76,3.6,0,0,0,0,4.53,0,0,0,0,2.4,3.63,0,2.59,0
2018-10-01,0,0,0,2.15,0,0,3.76,0,0,0,0,3.39,6.23,0,0,0,0,0,0,2.29,3.8,0,0,0,0,0,0,0,0,0,0,0,0,4.95,2.49,0,3.29,3.47,0,2.24,0,0,3.75,3.46,2.82,0,0,0,3.05,3.5,0,0,0,0,3.93,0,0,2.52,0,2.53,3.26,0,0,0
2018-11-01,0,0,0,2.15,0,0,3.76,0,0,0,0,3.39,6.23,0,0,0,0,0,0,2.29,3.8,0,0,0,0,0,0,0,0,0,0,0,0,4.95,2.49,0,3.29,3.47,0,2.24,0,0,3.75,3.46,2.82,0,0,0,3.05,3.5,0,0,0,0,3.93,0,0,2.52,0,2.53,3.26,0,0,0
2018-12-01,0,0,0,2.15,0,0,3.76,0,0,0,0,3.39,6.23,0,0,0,0,0,0,2.29,3.8,0,0,0,0,0,0,0,0,0,0,0,0,4.95,2.49,0,3.29,3.47,0,2.24,0,0,3.75,3.46,2.82,0,0,0,3.05,3.5,0,0,0,0,3.93,0,0,2.52,0,2.53,3.26,0,0,0
2019-01-01,0,0,0,2.56,0,0,2.5,0,0,0,0,3.43,5.79,0,0,0,0,0,0,2.69,4.14,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,3.36,3.69,0,2.31,0,0,3.6,3.32,2.32,0,0,0,3.09,3.69,0,2.23,0,0,3.91,0,0,2.58,0,2.46,3.06,0,0,0
2019-02-01,0,0,0,2.56,0,0,2.5,0,0,0,0,3.43,5.79,0,0,0,0,0,0,2.69,4.14,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,3.36,3.69,0,2.31,0,0,3.6,3.32,2.32,0,0,0,3.09,3.69,0,2.23,0,0,3.91,0,0,2.58,0,2.46,3.06,0,0,0
2019-03-01,0,0,0,2.56,0,0,2.5,0,0,0,0,3.43,5.79,0,0,0,0,0,0,2.69,4.14,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,3.36,3.69,0,2.31,0,0,3.6,3.32,2.32,0,0,0,3.09,3.69,0,2.23,0,0,3.91,0,0,2.58,0,2.46,3.06,0,0,0
2019-04-01,0,0,0,2.4,2.29,0,2.6,0,0,0,0,3,6.11,0,0,0,2.29,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,3.35,3.42,0,0,0,0,3.89,3.15,0,0,0,0,2.77,3.77,0,2.62,0,0,3.18,0,0,2.68,0,2.55,2.99,0,0,2.28
2019-05-01,0,0,0,2.4,2.29,0,2.6,0,0,0,0,3,6.11,0,0,0,2.29,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,3.35,3.42,0,0,0,0,3.89,3.15,0,0,0,0,2.77,3.77,0,2.62,0,0,3.18,0,0,2.68,0,2.55,2.99,0,0,2.28
2019-06-01,0,0,0,2.4,2.29,0,2.6,0,0,0,0,3,6.11,0,0,0,2.29,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0,0,3.35,3.42,0,0,0,0,3.89,3.15,0,0,0,0,2.77,3.77,0,2.62,0,0,3.18,0,0,2.68,0,2.55,2.99,0,0,2.28
2019-07-01,0,0,0,2.35,2.2,0,2.68,0,0,0,0,3.21,6.26,0,0,0,2.38,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,3.25,0,0,0,0,0,4.27,3.13,2.48,0,0,0,2.59,4.07,0,2.54,0,0,3.1,0,0,2.77,0,2.57,3.33,0,0,2.61
2019-08-01,0,0,0,2.35,2.2,0,2.68,0,0,0,0,3.21,6.26,0,0,0,2.38,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,3.25,0,0,0,0,0,4.27,3.13,2.48,0,0,0,2.59,4.07,0,2.54,0,0,3.1,0,0,2.77,0,2.57,3.33,0,0,2.61
2019-09-01,0,0,0,2.35,2.2,0,2.68,0,0,0,0,3.21,6.26,0,0,0,2.38,0,0,0,4.32,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,3.25,0,0,0,0,0,4.27,3.13,2.48,0,0,0,2.59,4.07,0,2.54,0,0,3.1,0,0,2.77,0,2.57,3.33,0,0,2.61
