"Date","A","ACT","ADP","AGN","AIG","AIV","ALEX","ALX","APD","BEAM","BGP","BHC","BRK","BX","C","CEN","CMG","CP","CXW","EMC","FBHS","FO","GLRE","GM","H","HHC","HLT","JCP","LDG","LOW","MA","MATX","MCD","MDLZ","NKE","NOMD","PG","PK","QSR","RTX","SBUX","SHLDQ","SKS","TGT","V","WB","WEN","YUM","ZTS"
2016-10-01,0,0,0,0,0,0,0,0,9.41,0,0,4.45,0,0,0,0,18.39,0,0,0,0,0,0,0,0,6.88,0,0,0,0,0,0,0,17.2,0,5.39,0,0,31.56,0,0,0,0,0,0,0,0,0,0
2016-11-01,0,0,0,0,0,0,0,0,9.41,0,0,4.45,0,0,0,0,18.39,0,0,0,0,0,0,0,0,6.88,0,0,0,0,0,0,0,17.2,0,5.39,0,0,31.56,0,0,0,0,0,0,0,0,0,0
2016-12-01,0,0,0,0,0,0,0,0,9.41,0,0,4.45,0,0,0,0,18.39,0,0,0,0,0,0,0,0,6.88,0,0,0,0,0,0,0,17.2,0,5.39,0,0,31.56,0,0,0,0,0,0,0,0,0,0
2017-01-01,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,21.54,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,14.41,0,6.4,0,0,36.61,0,0,0,0,0,0,0,0,0,0
2017-02-01,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,21.54,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,14.41,0,6.4,0,0,36.61,0,0,0,0,0,0,0,0,0,0
2017-03-01,0,0,0,0,0,0,0,0,5.18,0,0,0,0,0,0,0,21.54,0,0,0,0,0,0,0,0,7.02,0,0,0,0,0,0,0,14.41,0,6.4,0,0,36.61,0,0,0,0,0,0,0,0,0,0
2017-04-01,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,19.94,0,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,10.41,0,7.82,0,0,40.71,0,0,0,0,0,0,0,0,0,0
2017-05-01,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,19.94,0,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,10.41,0,7.82,0,0,40.71,0,0,0,0,0,0,0,0,0,0
2017-06-01,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,19.94,0,0,0,0,0,0,0,0,9.61,0,0,0,0,0,0,0,10.41,0,7.82,0,0,40.71,0,0,0,0,0,0,0,0,0,0
2017-07-01,0,0,18.81,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,11.07,0,0,0,0,33.1,0,0,0,0,0,0,0,0,0,0
2017-08-01,0,0,18.81,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,11.07,0,0,0,0,33.1,0,0,0,0,0,0,0,0,0,0
2017-09-01,0,0,18.81,0,0,0,0,0,0,0,0,0,0,0,0,0,17.35,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,11.07,0,0,0,0,33.1,0,0,0,0,0,0,0,0,0,0
2017-10-01,0,0,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19,0,0,0,0,0,0,0,0,10.52,0,0,0,0,0,0,0,16.95,6.22,0,0,0,27.74,0,0,0,0,0,0,0,0,0,0
2017-11-01,0,0,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19,0,0,0,0,0,0,0,0,10.52,0,0,0,0,0,0,0,16.95,6.22,0,0,0,27.74,0,0,0,0,0,0,0,0,0,0
2017-12-01,0,0,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19,0,0,0,0,0,0,0,0,10.52,0,0,0,0,0,0,0,16.95,6.22,0,0,0,27.74,0,0,0,0,0,0,0,0,0,0
2018-01-01,0,0,18.65,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,6.35,0,0,0,0,0,0,0,13.95,0,0,0,0,28.65,5.06,0,0,0,0,0,0,0,0,0
2018-02-01,0,0,18.65,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,6.35,0,0,0,0,0,0,0,13.95,0,0,0,0,28.65,5.06,0,0,0,0,0,0,0,0,0
2018-03-01,0,0,18.65,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27,0,0,0,0,0,0,0,0,6.35,0,0,0,0,0,0,0,13.95,0,0,0,0,28.65,5.06,0,0,0,0,0,0,0,0,0
2018-04-01,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,0,0,0,5.03,0,0,0,12.7,0,0,0,11.56,0,0,0,0,21.65,9.78,0,0,0,0,0,0,0,0,0
2018-05-01,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,0,0,0,5.03,0,0,0,12.7,0,0,0,11.56,0,0,0,0,21.65,9.78,0,0,0,0,0,0,0,0,0
2018-06-01,0,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,0,0,0,0,5.03,0,0,0,12.7,0,0,0,11.56,0,0,0,0,21.65,9.78,0,0,0,0,0,0,0,0,0
2018-07-01,0,0,11.65,0,0,0,0,0,0,0,0,0,0,0,0,0,17.97,0,0,0,0,0,0,0,0,5.09,0,0,0,18.6,0,0,0,0,0,0,0,0,23.72,13.28,0,0,0,0,0,0,0,0,0
2018-08-01,0,0,11.65,0,0,0,0,0,0,0,0,0,0,0,0,0,17.97,0,0,0,0,0,0,0,0,5.09,0,0,0,18.6,0,0,0,0,0,0,0,0,23.72,13.28,0,0,0,0,0,0,0,0,0
2018-09-01,0,0,11.65,0,0,0,0,0,0,0,0,0,0,0,0,0,17.97,0,0,0,0,0,0,0,0,5.09,0,0,0,18.6,0,0,0,0,0,0,0,0,23.72,13.28,0,0,0,0,0,0,0,0,0
2018-10-01,0,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07,0,0,0,0,0,0,0,0,2.02,13.19,0,0,14.79,0,0,0,0,0,0,0,0,17.28,9.97,12.71,0,0,0,0,0,0,0,0
2018-11-01,0,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07,0,0,0,0,0,0,0,0,2.02,13.19,0,0,14.79,0,0,0,0,0,0,0,0,17.28,9.97,12.71,0,0,0,0,0,0,0,0
2018-12-01,0,0,8.96,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07,0,0,0,0,0,0,0,0,2.02,13.19,0,0,14.79,0,0,0,0,0,0,0,0,17.28,9.97,12.71,0,0,0,0,0,0,0,0
2019-01-01,0,0,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,1.96,13.57,0,0,15.18,0,0,0,0,0,0,0,0,17.78,11.17,11.06,0,0,0,0,0,0,0,0
2019-02-01,0,0,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,1.96,13.57,0,0,15.18,0,0,0,0,0,0,0,0,17.78,11.17,11.06,0,0,0,0,0,0,0,0
2019-03-01,0,0,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0,0,0,0,0,0,0,0,1.96,13.57,0,0,15.18,0,0,0,0,0,0,0,0,17.78,11.17,11.06,0,0,0,0,0,0,0,0
2019-04-01,0,0,9.93,0,0,0,0,0,0,0,0,0,11.16,0,0,0,19.48,0,0,0,0,0,0,0,0,2.21,15.98,0,0,13.39,0,0,0,0,0,0,0,0,16.21,0,11.64,0,0,0,0,0,0,0,0
2019-05-01,0,0,9.93,0,0,0,0,0,0,0,0,0,11.16,0,0,0,19.48,0,0,0,0,0,0,0,0,2.21,15.98,0,0,13.39,0,0,0,0,0,0,0,0,16.21,0,11.64,0,0,0,0,0,0,0,0
2019-06-01,0,0,9.93,0,0,0,0,0,0,0,0,0,11.16,0,0,0,19.48,0,0,0,0,0,0,0,0,2.21,15.98,0,0,13.39,0,0,0,0,0,0,0,0,16.21,0,11.64,0,0,0,0,0,0,0,0
2019-07-01,3.44,0,0,0,0,0,0,0,0,0,0,0,12.87,0,0,0,22.33,0,0,0,0,0,0,0,0,2.39,15.15,0,0,14.59,0,0,0,0,0,0,0,0,16.54,0,12.69,0,0,0,0,0,0,0,0
2019-08-01,3.44,0,0,0,0,0,0,0,0,0,0,0,12.87,0,0,0,22.33,0,0,0,0,0,0,0,0,2.39,15.15,0,0,14.59,0,0,0,0,0,0,0,0,16.54,0,12.69,0,0,0,0,0,0,0,0
2019-09-01,3.44,0,0,0,0,0,0,0,0,0,0,0,12.87,0,0,0,22.33,0,0,0,0,0,0,0,0,2.39,15.15,0,0,14.59,0,0,0,0,0,0,0,0,16.54,0,12.69,0,0,0,0,0,0,0,0
2019-10-01,4.23,0,0,0,0,0,0,0,0,0,0,0,13.88,0,0,0,22.03,0,0,0,0,0,0,0,0,4.25,17.87,0,0,15.74,0,0,0,0,0,0,0,0,14.68,0,7.32,0,0,0,0,0,0,0,0
2019-11-01,4.23,0,0,0,0,0,0,0,0,0,0,0,13.88,0,0,0,22.03,0,0,0,0,0,0,0,0,4.25,17.87,0,0,15.74,0,0,0,0,0,0,0,0,14.68,0,7.32,0,0,0,0,0,0,0,0
2019-12-01,4.23,0,0,0,0,0,0,0,0,0,0,0,13.88,0,0,0,22.03,0,0,0,0,0,0,0,0,4.25,17.87,0,0,15.74,0,0,0,0,0,0,0,0,14.68,0,7.32,0,0,0,0,0,0,0,0
2020-01-01,13.76,0,0,0,0,0,0,0,0,0,0,0,15.17,0.38,0,0,11.56,0,0,0,0,0,0,0,0,9.37,14.32,0,0,16.04,0,0,0,0,0,0,0,0.08,9.19,0,10.13,0,0,0,0,0,0,0,0
2020-02-01,13.76,0,0,0,0,0,0,0,0,0,0,0,15.17,0.38,0,0,11.56,0,0,0,0,0,0,0,0,9.37,14.32,0,0,16.04,0,0,0,0,0,0,0,0.08,9.19,0,10.13,0,0,0,0,0,0,0,0
2020-03-01,13.76,0,0,0,0,0,0,0,0,0,0,0,15.17,0.38,0,0,11.56,0,0,0,0,0,0,0,0,9.37,14.32,0,0,16.04,0,0,0,0,0,0,0,0.08,9.19,0,10.13,0,0,0,0,0,0,0,0
