"Date","ACA","ADBE","ADS","ADSK","AES","AFI","ALB","ALSN","ARMK","AWI","AXP","BHC","BHI","BIVV","BKNG","BKR","BP","C","CBRE","CF","COL","CPWR","DAR","DRC","EIX","ES","ESRX","EVA","EXPD","FDX","FNF","FOX","FOXA","GDI","HAL","HE","ICE","INT","KAR","KKR","LIND","LKQ","MCO","MOS","MS","MSCI","MSFT","MSI","NLOK","NTCT","NYT","PCG","PCP","PSN","SLE","SLM","SPGI","STRA","STX","TECH","TRN","TSG","TW","UFI","VLO","VRRM","VRSN","WCC","WLTW","XPO","XRAY"
2018-02-01,0,0,12.54,0,0,0.63,0,0,0,3.87,0,2.87,0,0,0,0,0,10.96,9.43,0,0,0,0,0,0,0,0,0,0,0,0,19.44,0,0,0,0,0,0,0,10.11,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0,0,0.83,0,0,12.59,0,7,0,0,0,0,0,0,0,0,0,0
2018-03-01,0,0,12.54,0,0,0.63,0,0,0,3.87,0,2.87,0,0,0,0,0,10.96,9.43,0,0,0,0,0,0,0,0,0,0,0,0,19.44,0,0,0,0,0,0,0,10.11,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0,0,0.83,0,0,12.59,0,7,0,0,0,0,0,0,0,0,0,0
2018-04-01,0,0,12.84,0,0.19,0.59,0,0,0,3.92,0,3.79,0,0,0,0,0,15.25,8.61,0,0,0,0,0,0,0,0,0.18,0,0,0,12.77,0,0,0,0,0,0,0,11.18,0.2,0,0,0,8.03,0,0,0,0,0,0,0,0,0,0,3.9,0,0.2,11.45,0,6.64,0,0,0.27,0,0,0,0,0,0,0
2018-05-01,0,0,12.84,0,0.19,0.59,0,0,0,3.92,0,3.79,0,0,0,0,0,15.25,8.61,0,0,0,0,0,0,0,0,0.18,0,0,0,12.77,0,0,0,0,0,0,0,11.18,0.2,0,0,0,8.03,0,0,0,0,0,0,0,0,0,0,3.9,0,0.2,11.45,0,6.64,0,0,0.27,0,0,0,0,0,0,0
2018-06-01,0,0,12.84,0,0.19,0.59,0,0,0,3.92,0,3.79,0,0,0,0,0,15.25,8.61,0,0,0,0,0,0,0,0,0.18,0,0,0,12.77,0,0,0,0,0,0,0,11.18,0.2,0,0,0,8.03,0,0,0,0,0,0,0,0,0,0,3.9,0,0.2,11.45,0,6.64,0,0,0.27,0,0,0,0,0,0,0
2018-07-01,0,0,14.13,0,0.21,0.82,0,0,0,3.58,0,4.55,0,0,0,0,0,18.51,8.64,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.42,0,0,0,13.33,0.25,0,0,0,9.53,0,0,0,0.1,0,0,0,0,0,0,4.3,0,0.33,12.29,0,7.72,0,0,0.26,0,0,0,0,0,0,0.82
2018-08-01,0,0,14.13,0,0.21,0.82,0,0,0,3.58,0,4.55,0,0,0,0,0,18.51,8.64,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.42,0,0,0,13.33,0.25,0,0,0,9.53,0,0,0,0.1,0,0,0,0,0,0,4.3,0,0.33,12.29,0,7.72,0,0,0.26,0,0,0,0,0,0,0.82
2018-09-01,0,0,14.13,0,0.21,0.82,0,0,0,3.58,0,4.55,0,0,0,0,0,18.51,8.64,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0.42,0,0,0,13.33,0.25,0,0,0,9.53,0,0,0,0.1,0,0,0,0,0,0,4.3,0,0.33,12.29,0,7.72,0,0,0.26,0,0,0,0,0,0,0.82
2018-10-01,2.46,0,9.73,0,0.28,0.68,0,0,0.12,1.63,0,4.15,0,0,0,0,0,20.44,9.93,0,0,0,0.16,0,0,0,0,0.25,0,0,0,0,0,0,0,0.69,0,0,0,12.4,0.39,0,0,0,12.95,0,0,0,0,0,0,0,0,0,0,4.06,0,0.57,13.12,0,5.62,0,0,0.32,0,0,0,0,0,0,0
2018-11-01,2.46,0,9.73,0,0.28,0.68,0,0,0.12,1.63,0,4.15,0,0,0,0,0,20.44,9.93,0,0,0,0.16,0,0,0,0,0.25,0,0,0,0,0,0,0,0.69,0,0,0,12.4,0.39,0,0,0,12.95,0,0,0,0,0,0,0,0,0,0,4.06,0,0.57,13.12,0,5.62,0,0,0.32,0,0,0,0,0,0,0
2018-12-01,2.46,0,9.73,0,0.28,0.68,0,0,0.12,1.63,0,4.15,0,0,0,0,0,20.44,9.93,0,0,0,0.16,0,0,0,0,0.25,0,0,0,0,0,0,0,0.69,0,0,0,12.4,0.39,0,0,0,12.95,0,0,0,0,0,0,0,0,0,0,4.06,0,0.57,13.12,0,5.62,0,0,0.32,0,0,0,0,0,0,0
2019-01-01,1.93,0,10.02,0,0.31,0.69,0,0,0,0.06,0,4.9,0,0,0,0,0,21.56,7.19,0,0,0,0.27,0,0,0,0,0.59,0,0,0,0,0,0,0,0.64,0,0,0,13.09,0.48,0,0,0,12.17,0,0,0,0,0,0,0.2,0,0,0,4.27,0,0.63,15.54,0,5.23,0,0,0.24,0,0,0,0,0,0,0
2019-02-01,1.93,0,10.02,0,0.31,0.69,0,0,0,0.06,0,4.9,0,0,0,0,0,21.56,7.19,0,0,0,0.27,0,0,0,0,0.59,0,0,0,0,0,0,0,0.64,0,0,0,13.09,0.48,0,0,0,12.17,0,0,0,0,0,0,0.2,0,0,0,4.27,0,0.63,15.54,0,5.23,0,0,0.24,0,0,0,0,0,0,0
2019-03-01,1.93,0,10.02,0,0.31,0.69,0,0,0,0.06,0,4.9,0,0,0,0,0,21.56,7.19,0,0,0,0.27,0,0,0,0,0.59,0,0,0,0,0,0,0,0.64,0,0,0,13.09,0.48,0,0,0,12.17,0,0,0,0,0,0,0.2,0,0,0,4.27,0,0.63,15.54,0,5.23,0,0,0.24,0,0,0,0,0,0,0
2019-04-01,1.67,0,5.42,0,0.73,0,0,0,0,0,0,4.72,0,0,0.69,0,0,23.05,7.08,0,0,0,0,0,0.49,0,0,0.54,0,0,0,0,0,0,0,0.53,0,0,0,13.38,0.56,0,0,0,12,0,0,0,0,0,0,0,0,0.69,0,3.98,0,0.43,15.52,0,4.74,2.43,0,0,0,0,0,0,0,0.6,0
2019-05-01,1.67,0,5.42,0,0.73,0,0,0,0,0,0,4.72,0,0,0.69,0,0,23.05,7.08,0,0,0,0,0,0.49,0,0,0.54,0,0,0,0,0,0,0,0.53,0,0,0,13.38,0.56,0,0,0,12,0,0,0,0,0,0,0,0,0.69,0,3.98,0,0.43,15.52,0,4.74,2.43,0,0,0,0,0,0,0,0.6,0
2019-06-01,1.67,0,5.42,0,0.73,0,0,0,0,0,0,4.72,0,0,0.69,0,0,23.05,7.08,0,0,0,0,0,0.49,0,0,0.54,0,0,0,0,0,0,0,0.53,0,0,0,13.38,0.56,0,0,0,12,0,0,0,0,0,0,0,0,0.69,0,3.98,0,0.43,15.52,0,4.74,2.43,0,0,0,0,0,0,0,0.6,0
2019-07-01,0.58,0,5.13,0,0.77,0,0,0,0,0,0,4.23,0,0,0,0,0,20.89,5.85,0,0,0,0.46,0,0,0,0,0.73,0,0,0,0,0,0,0,0.8,0,0,0,13.93,0.52,5.44,0,0,10.24,0,0,0,0,0,0,0.16,0,0,0,3.73,0,0.73,18.31,0,4.79,2.2,0,0.34,0,0,0,0,0,0,0
2019-08-01,0.58,0,5.13,0,0.77,0,0,0,0,0,0,4.23,0,0,0,0,0,20.89,5.85,0,0,0,0.46,0,0,0,0,0.73,0,0,0,0,0,0,0,0.8,0,0,0,13.93,0.52,5.44,0,0,10.24,0,0,0,0,0,0,0.16,0,0,0,3.73,0,0.73,18.31,0,4.79,2.2,0,0.34,0,0,0,0,0,0,0
2019-09-01,0.58,0,5.13,0,0.77,0,0,0,0,0,0,4.23,0,0,0,0,0,20.89,5.85,0,0,0,0.46,0,0,0,0,0.73,0,0,0,0,0,0,0,0.8,0,0,0,13.93,0.52,5.44,0,0,10.24,0,0,0,0,0,0,0.16,0,0,0,3.73,0,0.73,18.31,0,4.79,2.2,0,0.34,0,0,0,0,0,0,0
2019-10-01,0,0,0.37,0,0.88,0,0,0,0,0,0,5.43,0,0,0,0,0,21.85,6.34,0,0,0,0.58,0,0,0,0,0.79,0,0.9,0,0,0,0,0,0.96,0,0,0,13.52,0.59,5.97,0,0,7.76,0,0,0,0,0,0,0,0,0,0,3.53,0,1.08,19,0,5.58,3.6,0,0.36,0,0.73,0,0,0,0,0
2019-11-01,0,0,0.37,0,0.88,0,0,0,0,0,0,5.43,0,0,0,0,0,21.85,6.34,0,0,0,0.58,0,0,0,0,0.79,0,0.9,0,0,0,0,0,0.96,0,0,0,13.52,0.59,5.97,0,0,7.76,0,0,0,0,0,0,0,0,0,0,3.53,0,1.08,19,0,5.58,3.6,0,0.36,0,0.73,0,0,0,0,0
2019-12-01,0,0,0.37,0,0.88,0,0,0,0,0,0,5.43,0,0,0,0,0,21.85,6.34,0,0,0,0.58,0,0,0,0,0.79,0,0.9,0,0,0,0,0,0.96,0,0,0,13.52,0.59,5.97,0,0,7.76,0,0,0,0,0,0,0,0,0,0,3.53,0,1.08,19,0,5.58,3.6,0,0.36,0,0.73,0,0,0,0,0
2020-01-01,0,0,0,0,0.85,0,0,0,0,0,0,3.99,0,0,0,0,0.97,16.35,5.54,0,0,0,0.73,0,0,0,0,0.97,0,0,0,0,0,0,0,2.01,0,0,0,15.17,0.29,6.35,0,0,6.96,0,0,0,0,0,0,0,0,0,0,3.34,0,1.3,22.12,0,6.23,4,0,0,0,0.61,0,0,0,0,0
2020-02-01,0,0,0,0,0.85,0,0,0,0,0,0,3.99,0,0,0,0,0.97,16.35,5.54,0,0,0,0.73,0,0,0,0,0.97,0,0,0,0,0,0,0,2.01,0,0,0,15.17,0.29,6.35,0,0,6.96,0,0,0,0,0,0,0,0,0,0,3.34,0,1.3,22.12,0,6.23,4,0,0,0,0.61,0,0,0,0,0
2020-03-01,0,0,0,0,0.85,0,0,0,0,0,0,3.99,0,0,0,0,0.97,16.35,5.54,0,0,0,0.73,0,0,0,0,0.97,0,0,0,0,0,0,0,2.01,0,0,0,15.17,0.29,6.35,0,0,6.96,0,0,0,0,0,0,0,0,0,0,3.34,0,1.3,22.12,0,6.23,4,0,0,0,0.61,0,0,0,0,0
