"Date","AA","ABB","ABT","ADM","ADT","ADTN","AEO","AGCO","AIN","ALK","ALL","AMH","ATMI","AVD","AVT","AXP","BAC","BAX","BCC","BEN","BG","BHE","BHI","BK","BKH","BPFH","BRK","BSX","BXS","CA","CALM","CAT","CBWBF","CNI","COF","COP","COV","CSCO","CVS","DGX","DLR","DNB","DOW","DVN","EME","EMR","ENDP","EQC","ESRX","ETR","EXC","FDX","FE","FFH","FLR","FLS","FN","FSP","FTO","GE","GL","GLT","GOOGL","GR","GTS","HAR","HE","HES","HRB","HRL","HUM","IAG","INTC","IRC","IVC","JBHT","JBLU","JCI","JNJ","KBR","KEX","KMT","KSS","KSU","LPNT","LUV","LXU","MAN","MDU","MHK","MI","MOS","MRO","MS","MTZ","MUSA","OMI","ORCL","OSG","OSK","PFE","PFG","PG","PLAB","PLXS","PNC","PNM","PNR","PSO","PTEN","PWR","R","RCII","RCL","RHI","RJF","RPM","SAWLF","SCHW","SFD","SFY","SIGI","SLB","SM","SNY","STI","STNG","STX","STZ","SU","SUG","SWKS","T","TDW","TEG","TEL","TEVA","TFC","TKR","TT","UFPI","UGI","ULTR","UNM","UNT","UVV","VAL","VZ","WAFD","WBA","WERN","WFC","WFR","WLTW","WMS","WMT","WPS","WPX","XEC","XOM","XRAY","ZBH","ZION"
2019-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,2.14,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,2.2,2.84,3.23,0,0,0,0,0,0,0,0,0,0,3.72,0,2.19,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,3.87,0,0,0,0,2.06,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,2.95,0,0,0,3.87,2.38,0,0
2019-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,2.11,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,2.08,2.46,3.62,0,0,0,0,0,0,0,0,0,0,3.18,0,0,2.09,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,2.29,0,2.1,0,0,0,0,0,0,0,2.97,0,0,3.9,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,2.1,0,0,0,0,2.63,0,0
2019-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,2.11,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,2.08,2.46,3.62,0,0,0,0,0,0,0,0,0,0,3.18,0,0,2.09,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,2.29,0,2.1,0,0,0,0,0,0,0,2.97,0,0,3.9,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,2.1,0,0,0,0,2.63,0,0
2019-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,2.11,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,2.08,2.46,3.62,0,0,0,0,0,0,0,0,0,0,3.18,0,0,2.09,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,2.29,0,2.1,0,0,0,0,0,0,0,2.97,0,0,3.9,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,2.1,0,0,0,0,2.63,0,0
2019-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,2.3,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,2.56,3.53,0,0,0,0,0,0,0,0,0,0,3.68,0,0,2.46,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,2.99,0,3.15,0,0,0,0,0,0,0,2.79,0,0,3.47,0,0,0,0,2.85,0,0,2.57,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,2.41,0,0,0,0,2.57,0,0
2019-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,2.3,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,2.56,3.53,0,0,0,0,0,0,0,0,0,0,3.68,0,0,2.46,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,2.99,0,3.15,0,0,0,0,0,0,0,2.79,0,0,3.47,0,0,0,0,2.85,0,0,2.57,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,2.41,0,0,0,0,2.57,0,0
2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,2.3,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,2.56,3.53,0,0,0,0,0,0,0,0,0,0,3.68,0,0,2.46,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,2.99,0,3.15,0,0,0,0,0,0,0,2.79,0,0,3.47,0,0,0,0,2.85,0,0,2.57,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,2.41,0,0,0,0,2.57,0,0
2019-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,2.6,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,2.64,2.23,2.54,0,0,0,0,0,0,0,0,0,0,3.2,0,0,2.59,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,2.47,0,0,0,0,0,0,3.41,0,3.42,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,3.08,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,2.6,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,2.64,2.23,2.54,0,0,0,0,0,0,0,0,0,0,3.2,0,0,2.59,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,2.47,0,0,0,0,0,0,3.41,0,3.42,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,3.08,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0
2019-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,2.6,0,0,0,0,0,3.97,0,0,0,0,0,0,0,0,0,0,2.64,2.23,2.54,0,0,0,0,0,0,0,0,0,0,3.2,0,0,2.59,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,2.47,0,0,0,0,0,0,3.41,0,3.42,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,3.08,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,2.87,0,0,0,0,0,4.97,0,0,0,3.07,0,0,2.38,0,0,0,3.36,0,2.96,0,0,0,0,0,0,0,0,0,0,4,2.35,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,2.44,0,0,2.46,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,2.71,0,0,0,0,2.39,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,2.87,0,0,0,0,0,4.97,0,0,0,3.07,0,0,2.38,0,0,0,3.36,0,2.96,0,0,0,0,0,0,0,0,0,0,4,2.35,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,2.44,0,0,2.46,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,2.71,0,0,0,0,2.39,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,2.87,0,0,0,0,0,4.97,0,0,0,3.07,0,0,2.38,0,0,0,3.36,0,2.96,0,0,0,0,0,0,0,0,0,0,4,2.35,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,2.44,0,0,2.46,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,2.71,0,0,0,0,2.39,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
