"Date","A","ABT","ADI","AER","AES","AET","AGN","AIG","ALXN","AMAT","ANTM","AON","AR","BAC","BAX","BG","BHI","BP","BRK","BRL","BSX","C","CAH","CB","CBS","CFG","CI","CIT","CMCSA","COF","COP","CPN","CS","CSCO","CTXS","CVS","CVX","DAL","DD","DIS","DUK","DVN","EBAY","ELAN","EP","EQT","ETN","EXC","FLEX","FLR","FWONA","GE","GHC","GM","GNW","GOLD","GOOGL","GT","HES","HMC","HPE","IGT","INTU","IP","IPG","IVZ","KEYS","KMB","KO","LBTYK","LIFE","LOW","LUV","LYB","MDLZ","MET","MMC","MRK","MRO","MS","MSFT","NEM","NLOK","NVS","NXPI","OI","ORCL","OXY","PFE","PG","PGR","PNR","PRGO","PXD","QCOM","RDS","RLGY","RS","RSG","SABR","SCHW","SE","SIVB","SLB","SNY","ST","STT","SUN","SYY","TDC","TMO","TOT","TWX","TXN","UN","UNH","UNM","USB","V","VLO","VOD","VZ","WBA","WM","WMT"
2015-10-01,3,0,0,2.86,0,0,0,0,0,3.18,0,3.14,0,3.09,0,0,0,2.86,0,0,0,3.26,0,0,2.88,2.98,0,3.37,2.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,3.3,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,3,0,0,2.86,0,0,0,0,0,3.18,0,3.14,0,3.09,0,0,0,2.86,0,0,0,3.26,0,0,2.88,2.98,0,3.37,2.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,3.3,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,3,0,0,2.86,0,0,0,0,0,3.18,0,3.14,0,3.09,0,0,0,2.86,0,0,0,3.26,0,0,2.88,2.98,0,3.37,2.92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,3.3,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-01,0,0,2.93,0,0,0,0,0,0,2.78,0,0,0,2.68,0,0,0,0,0,0,0,2.71,0,0,3.06,0,0,2.92,2.76,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,3.19,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,3.22,0,2.8,2.74,0,0,2.84,0,0,0,0,0,0,0,3.55,0,0,3.38,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.73,0,0,0,0,0,0,0,0,0,0,0
2016-02-01,0,0,2.93,0,0,0,0,0,0,2.78,0,0,0,2.68,0,0,0,0,0,0,0,2.71,0,0,3.06,0,0,2.92,2.76,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,3.19,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,3.22,0,2.8,2.74,0,0,2.84,0,0,0,0,0,0,0,3.55,0,0,3.38,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.73,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,0,0,2.93,0,0,0,0,0,0,2.78,0,0,0,2.68,0,0,0,0,0,0,0,2.71,0,0,3.06,0,0,2.92,2.76,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,3.19,0,0,0,0,0,0,0,2.72,0,0,0,0,0,0,3.22,0,2.8,2.74,0,0,2.84,0,0,0,0,0,0,0,3.55,0,0,3.38,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,2.73,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,0,0,2.61,0,0,0,0,0,0,2.61,0,0,0,2.63,0,0,0,2.89,0,0,0,2.82,0,0,0,0,0,2.67,3.02,2.61,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,2.69,0,0,0,0,0,0,0,0,2.82,0,0,2.97,0,0,0,0,0,2.64,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,3.21,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,0,0,2.61,0,0,0,0,0,0,2.61,0,0,0,2.63,0,0,0,2.89,0,0,0,2.82,0,0,0,0,0,2.67,3.02,2.61,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,2.69,0,0,0,0,0,0,0,0,2.82,0,0,2.97,0,0,0,0,0,2.64,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,3.21,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,0,0,2.61,0,0,0,0,0,0,2.61,0,0,0,2.63,0,0,0,2.89,0,0,0,2.82,0,0,0,0,0,2.67,3.02,2.61,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,2.69,0,0,0,0,0,0,0,0,2.82,0,0,2.97,0,0,0,0,0,2.64,0,0,0,0,0,0,0,3.56,0,0,0,0,0,0,0,0,3.21,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,0,0,0,0,0,0,0,0,0,0,0,2.91,0,3.39,0,0,0,3.28,0,0,0,3.38,0,0,2.94,0,0,2.99,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.8,0,0,3.14,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,3.8,0,0,2.75,0,0,0,0,0,3.04,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,3.31,0,0,0,0,0,0,0,0,0,0,2.8,0,0
2016-08-01,0,0,0,0,0,0,0,0,0,0,0,2.91,0,3.39,0,0,0,3.28,0,0,0,3.38,0,0,2.94,0,0,2.99,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.8,0,0,3.14,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,3.8,0,0,2.75,0,0,0,0,0,3.04,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,3.31,0,0,0,0,0,0,0,0,0,0,2.8,0,0
2016-09-01,0,0,0,0,0,0,0,0,0,0,0,2.91,0,3.39,0,0,0,3.28,0,0,0,3.38,0,0,2.94,0,0,2.99,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,2.8,0,0,3.14,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,3.8,0,0,2.75,0,0,0,0,0,3.04,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,3.31,0,0,0,0,0,0,0,0,0,0,2.8,0,0
2016-10-01,0,0,0,0,0,0,0,0,0,2.79,0,2.76,0,3.62,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,3.31,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,3.21,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,2.7,0,0,2.98,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,3.15,3.18,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,0,2.67,0,2.75,0,0
2016-11-01,0,0,0,0,0,0,0,0,0,2.79,0,2.76,0,3.62,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,3.31,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,3.21,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,2.7,0,0,2.98,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,3.15,3.18,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,0,2.67,0,2.75,0,0
2016-12-01,0,0,0,0,0,0,0,0,0,2.79,0,2.76,0,3.62,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,3.31,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,3.21,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,2.7,0,0,2.98,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,3.15,3.18,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,0,2.67,0,2.75,0,0
2017-01-01,0,0,0,0,0,0,2.92,0,0,0,0,2.83,2.87,3.16,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,3.22,0,0,2.8,0,0,0,0,0,3.15,0,0,0,0,0,0,0,3.57,0,0,3.17,0,0,0,0,0,3.52,3.33,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,3.01,0,2.8,0,0
2017-02-01,0,0,0,0,0,0,2.92,0,0,0,0,2.83,2.87,3.16,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,3.22,0,0,2.8,0,0,0,0,0,3.15,0,0,0,0,0,0,0,3.57,0,0,3.17,0,0,0,0,0,3.52,3.33,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,3.01,0,2.8,0,0
2017-03-01,0,0,0,0,0,0,2.92,0,0,0,0,2.83,2.87,3.16,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,3.22,0,0,2.8,0,0,0,0,0,3.15,0,0,0,0,0,0,0,3.57,0,0,3.17,0,0,0,0,0,3.52,3.33,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,3.01,0,2.8,0,0
2017-04-01,0,0,3,0,0,0,3.31,0,0,0,0,0,3.31,3.54,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,2.83,0,0,0,0,0,0,0,0,0,0,3.28,0,0,3.05,0,0,0,0,0,2.86,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,3.33,0,0,0,0,0,0,0,0,0,0,2.89,0,2.79
2017-05-01,0,0,3,0,0,0,3.31,0,0,0,0,0,3.31,3.54,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,2.83,0,0,0,0,0,0,0,0,0,0,3.28,0,0,3.05,0,0,0,0,0,2.86,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,3.33,0,0,0,0,0,0,0,0,0,0,2.89,0,2.79
2017-06-01,0,0,3,0,0,0,3.31,0,0,0,0,0,3.31,3.54,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,2.83,0,0,0,0,0,0,0,0,0,0,3.28,0,0,3.05,0,0,0,0,0,2.86,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,3.33,0,0,0,0,0,0,0,0,0,0,2.89,0,2.79
2017-07-01,0,0,2.76,0,0,0,2.73,0,0,0,0,2.73,3.2,4.14,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,2.96,0,0,0,0,0,0,0,0,0,0,3.44,0,0,2.64,0,0,0,0,0,2.98,3.19,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.51,0,0,0,0,0,0,0,0,0,0,0,0,2.81
2017-08-01,0,0,2.76,0,0,0,2.73,0,0,0,0,2.73,3.2,4.14,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,2.96,0,0,0,0,0,0,0,0,0,0,3.44,0,0,2.64,0,0,0,0,0,2.98,3.19,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.51,0,0,0,0,0,0,0,0,0,0,0,0,2.81
2017-09-01,0,0,2.76,0,0,0,2.73,0,0,0,0,2.73,3.2,4.14,0,0,0,0,0,0,0,4.26,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,2.96,0,0,0,0,0,0,0,0,0,0,3.44,0,0,2.64,0,0,0,0,0,2.98,3.19,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,3.51,0,0,0,0,0,0,0,0,0,0,0,0,2.81
2017-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3.14,4.48,0,0,0,0,0,0,0,4.05,0,3.03,0,0,0,0,0,3.67,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,3.27,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,2.82,3.08,3.18,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,3.25,0,0,0,0,0,0,0,0,2.97,0,0,0,2.86
2017-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3.14,4.48,0,0,0,0,0,0,0,4.05,0,3.03,0,0,0,0,0,3.67,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,3.27,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,2.82,3.08,3.18,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,3.25,0,0,0,0,0,0,0,0,2.97,0,0,0,2.86
2017-12-01,0,0,0,0,0,0,0,0,0,0,0,0,3.14,4.48,0,0,0,0,0,0,0,4.05,0,3.03,0,0,0,0,0,3.67,0,0,0,0,0,0,0,2.78,0,0,0,0,0,0,0,0,0,0,3.27,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,2.82,3.08,3.18,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,3.25,0,0,0,0,0,0,0,0,2.97,0,0,0,2.86
2018-01-01,0,0,0,0,0,0,0,3.15,0,0,0,2.86,3.74,3.8,0,0,0,3.09,0,0,0,3.92,0,3.17,2.89,0,0,0,0,3.37,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,2.78,0,4.11,0,0,2.76,0,0,0,0,0,2.9,0,3.32,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,0,0,0,0,0,0,0,3.15,0,0,0,2.86,3.74,3.8,0,0,0,3.09,0,0,0,3.92,0,3.17,2.89,0,0,0,0,3.37,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,2.78,0,4.11,0,0,2.76,0,0,0,0,0,2.9,0,3.32,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,0,0,0,0,0,0,0,3.15,0,0,0,2.86,3.74,3.8,0,0,0,3.09,0,0,0,3.92,0,3.17,2.89,0,0,0,0,3.37,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,2.78,0,4.11,0,0,2.76,0,0,0,0,0,2.9,0,3.32,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,0,0,0,0,0,0,0,3.09,0,0,0,2.82,3.73,3.6,0,0,0,0,0,0,0,4.12,0,3.29,3.35,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,2.76,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,2.67,0,4.62,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,2.72
2018-05-01,0,0,0,0,0,0,0,3.09,0,0,0,2.82,3.73,3.6,0,0,0,0,0,0,0,4.12,0,3.29,3.35,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,2.76,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,2.67,0,4.62,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,2.72
2018-06-01,0,0,0,0,0,0,0,3.09,0,0,0,2.82,3.73,3.6,0,0,0,0,0,0,0,4.12,0,3.29,3.35,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,2.76,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,2.67,0,4.62,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,2.72
2018-07-01,0,0,0,0,0,0,0,3.72,2.77,0,0,0,0,3.72,0,0,0,0,0,0,0,4.37,0,3.43,2.82,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,2.8,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,0,2.99,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,2.83,3.49,0,0,0,0,0,0,0,0,0,0,0,0,3.17
2018-08-01,0,0,0,0,0,0,0,3.72,2.77,0,0,0,0,3.72,0,0,0,0,0,0,0,4.37,0,3.43,2.82,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,2.8,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,0,2.99,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,2.83,3.49,0,0,0,0,0,0,0,0,0,0,0,0,3.17
2018-09-01,0,0,0,0,0,0,0,3.72,2.77,0,0,0,0,3.72,0,0,0,0,0,0,0,4.37,0,3.43,2.82,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,2.8,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,0,2.99,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0,2.83,3.49,0,0,0,0,0,0,0,0,0,0,0,0,3.17
2018-10-01,0,0,0,0,0,0,3.01,0,0,0,0,3.07,0,3.58,0,0,0,0,0,0,0,3.42,0,3.38,0,0,0,0,3.11,3.23,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,2.92,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,2.84,5.37,0,0,2.87,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.3
2018-11-01,0,0,0,0,0,0,3.01,0,0,0,0,3.07,0,3.58,0,0,0,0,0,0,0,3.42,0,3.38,0,0,0,0,3.11,3.23,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,2.92,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,2.84,5.37,0,0,2.87,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.3
2018-12-01,0,0,0,0,0,0,3.01,0,0,0,0,3.07,0,3.58,0,0,0,0,0,0,0,3.42,0,3.38,0,0,0,0,3.11,3.23,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,2.92,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,2.84,5.37,0,0,2.87,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,3.3
2019-01-01,0,0,0,0,0,0,2.99,3.64,3,2.79,0,0,0,4.2,0,0,0,0,0,0,0,4.25,0,0,3.32,0,0,0,3.31,3.58,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,3.73,0,0,3.02,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,2.89,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,0,0,0,0,0,0,2.99,3.64,3,2.79,0,0,0,4.2,0,0,0,0,0,0,0,4.25,0,0,3.32,0,0,0,3.31,3.58,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,3.73,0,0,3.02,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,2.89,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,0,0,0,0,0,0,2.99,3.64,3,2.79,0,0,0,4.2,0,0,0,0,0,0,0,4.25,0,0,3.32,0,0,0,3.31,3.58,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,3.73,0,0,3.02,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,2.89,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,0,0,0,0,0,0,3.11,4.32,3.47,3.2,0,0,0,2.98,0,0,0,0,0,0,0,4.55,0,0,3.45,0,0,0,3.31,3.82,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,2.98,0,0,0,0,3.09,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,2.94,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,0,0,0,0,0,0,3.11,4.32,3.47,3.2,0,0,0,2.98,0,0,0,0,0,0,0,4.55,0,0,3.45,0,0,0,3.31,3.82,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,2.98,0,0,0,0,3.09,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,2.94,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,0,0,0,0,0,0,3.11,4.32,3.47,3.2,0,0,0,2.98,0,0,0,0,0,0,0,4.55,0,0,3.45,0,0,0,3.31,3.82,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,2.98,0,0,0,0,3.09,0,0,0,2.71,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,2.94,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,0,0,0,0,0,0,0,3.62,2.78,3.61,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,2.99,0,0,0,3.78,4.36,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,0,3.63,0,0,0,0,3.69,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,3.25,0,0,0,0,0,3.21,0,0,0,0,2.66,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0
