"Date","ABT","AGN","AMG","ANK","AON","BEN","BK","BRK","CEIX","CHK","CHKGF","CKHUY","CMCSA","CNHI","CNX","CPB","CTL","CX","DD","DELL","DIS","EBAY","FDX","FFH","FWONA","GE","GM","GOOG","H","HCMLF","IHG","L","MAR","MAT","MCD","MDLZ","MUR","NLOK","NWSA","PHG","PK","PXD","QRTEA","RL","RTX","S","SNI","TDS","TROW","TRV","UBS","VIVEF","VMC","WBA","WLTW","WMB","WYNN","YUM"
2015-04-01,0,0,0,0,8.88,3.86,0,0,0,2.83,4.49,7.72,0,6.39,4.84,0,0,0,0,0,0,0,5.43,0,0,0,0,4.36,0,0,0,8.18,0,0,5.46,0,3.91,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,4.27,0,0,0,0,5.06,0
2015-05-01,0,0,0,0,8.88,3.86,0,0,0,2.83,4.49,7.72,0,6.39,4.84,0,0,0,0,0,0,0,5.43,0,0,0,0,4.36,0,0,0,8.18,0,0,5.46,0,3.91,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,4.27,0,0,0,0,5.06,0
2015-06-01,0,0,0,0,8.88,3.86,0,0,0,2.83,4.49,7.72,0,6.39,4.84,0,0,0,0,0,0,0,5.43,0,0,0,0,4.36,0,0,0,8.18,0,0,5.46,0,3.91,0,0,0,0,0,0,0,0,0,5.41,0,0,0,0,4.27,0,0,0,0,5.06,0
2015-07-01,0,0,0,0,8.32,0,0,0,0,2.61,5.58,9.6,0,5.57,3.07,0,0,0,0,0,0,0,7.14,0,0,0,0,7.16,0,4.65,0,5.64,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,5.45,0
2015-08-01,0,0,0,0,8.32,0,0,0,0,2.61,5.58,9.6,0,5.57,3.07,0,0,0,0,0,0,0,7.14,0,0,0,0,7.16,0,4.65,0,5.64,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,5.45,0
2015-09-01,0,0,0,0,8.32,0,0,0,0,2.61,5.58,9.6,0,5.57,3.07,0,0,0,0,0,0,0,7.14,0,0,0,0,7.16,0,4.65,0,5.64,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,5.45,0
2015-10-01,0,0,0,0,5.45,0,0,0,0,1.87,5.55,11.58,0,5.39,2.89,0,0,0,0,0,0,0,7.78,0,0,0,0,10.42,0,5.57,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,2.94,0,7.49,0,0,0,0,0,0,0,0,0,8.05,0
2015-11-01,0,0,0,0,5.45,0,0,0,0,1.87,5.55,11.58,0,5.39,2.89,0,0,0,0,0,0,0,7.78,0,0,0,0,10.42,0,5.57,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,2.94,0,7.49,0,0,0,0,0,0,0,0,0,8.05,0
2015-12-01,0,0,0,0,5.45,0,0,0,0,1.87,5.55,11.58,0,5.39,2.89,0,0,0,0,0,0,0,7.78,0,0,0,0,10.42,0,5.57,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,2.94,0,7.49,0,0,0,0,0,0,0,0,0,8.05,0
2016-01-01,0,0,0,0,0,0,0,0,0,3.02,6.37,10.99,0,6.1,5.01,0,0,0,0,0,0,0,10.33,0,0,0,0,7.75,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,0,6.68,0,0,0,0,0,0,0,0,0,7.93,0
2016-02-01,0,0,0,0,0,0,0,0,0,3.02,6.37,10.99,0,6.1,5.01,0,0,0,0,0,0,0,10.33,0,0,0,0,7.75,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,0,6.68,0,0,0,0,0,0,0,0,0,7.93,0
2016-03-01,0,0,0,0,0,0,0,0,0,3.02,6.37,10.99,0,6.1,5.01,0,0,0,0,0,0,0,10.33,0,0,0,0,7.75,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,0,6.68,0,0,0,0,0,0,0,0,0,7.93,0
2016-04-01,0,0,0,0,0,0,0,0,0,0,6.19,9.7,0,6.21,7,0,0,0,0,0,0,0,10.03,0,0,0,0,7.5,0,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,6.24,0,6.2,0,0,0,0,0,0,0,0,0,7.87,0
2016-05-01,0,0,0,0,0,0,0,0,0,0,6.19,9.7,0,6.21,7,0,0,0,0,0,0,0,10.03,0,0,0,0,7.5,0,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,6.24,0,6.2,0,0,0,0,0,0,0,0,0,7.87,0
2016-06-01,0,0,0,0,0,0,0,0,0,0,6.19,9.7,0,6.21,7,0,0,0,0,0,0,0,10.03,0,0,0,0,7.5,0,5.73,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93,6.24,0,6.2,0,0,0,0,0,0,0,0,0,7.87,0
2016-07-01,0,0,0,0,0,0,0,0,0,7.12,6.32,8.77,0,6.07,8.22,0,0,0,0,0,0,0,11.36,0,0,0,0,8.29,0,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,6.08,0,6.22,0,0,0,0,0,0,0,0,0,8.32,0
2016-08-01,0,0,0,0,0,0,0,0,0,7.12,6.32,8.77,0,6.07,8.22,0,0,0,0,0,0,0,11.36,0,0,0,0,8.29,0,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,6.08,0,6.22,0,0,0,0,0,0,0,0,0,8.32,0
2016-09-01,0,0,0,0,0,0,0,0,0,7.12,6.32,8.77,0,6.07,8.22,0,0,0,0,0,0,0,11.36,0,0,0,0,8.29,0,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,6.08,0,6.22,0,0,0,0,0,0,0,0,0,8.32,0
2016-10-01,0,0,0,0,0,0,0,0,0,5.43,5.03,7.42,0,7.02,7.45,0,0,0,0,0,0,0,11.56,0,0,0,0,7.85,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,5.86,0,5.88,0,3.08,0,0,0,0,0,0,0,7.22,0
2016-11-01,0,0,0,0,0,0,0,0,0,5.43,5.03,7.42,0,7.02,7.45,0,0,0,0,0,0,0,11.56,0,0,0,0,7.85,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,5.86,0,5.88,0,3.08,0,0,0,0,0,0,0,7.22,0
2016-12-01,0,0,0,0,0,0,0,0,0,5.43,5.03,7.42,0,7.02,7.45,0,0,0,0,0,0,0,11.56,0,0,0,0,7.85,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,5.86,0,5.88,0,3.08,0,0,0,0,0,0,0,7.22,0
2017-01-01,0,0,0,0,0,0,0,0,0,5.05,6.08,8.86,0,6.29,7.54,0,0,0,0,0,0,0,13.32,0,0,0,0,9.28,0,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,5.52,0,3.07,0,0,0,0,0,0,0,8.84,0
2017-02-01,0,0,0,0,0,0,0,0,0,5.05,6.08,8.86,0,6.29,7.54,0,0,0,0,0,0,0,13.32,0,0,0,0,9.28,0,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,5.52,0,3.07,0,0,0,0,0,0,0,8.84,0
2017-03-01,0,0,0,0,0,0,0,0,0,5.05,6.08,8.86,0,6.29,7.54,0,0,0,0,0,0,0,13.32,0,0,0,0,9.28,0,6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,5.52,0,3.07,0,0,0,0,0,0,0,8.84,0
2017-04-01,0,0,0,0,0,0,0,0,0,4.32,7.22,9.23,0,6.34,6.86,0,0,0,0,0,0,0,10.26,6.17,0,0,0,7.64,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,4.65,0,3.41,0,0,0,0,0,0,0,6.31,0
2017-05-01,0,0,0,0,0,0,0,0,0,4.32,7.22,9.23,0,6.34,6.86,0,0,0,0,0,0,0,10.26,6.17,0,0,0,7.64,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,4.65,0,3.41,0,0,0,0,0,0,0,6.31,0
2017-06-01,0,0,0,0,0,0,0,0,0,4.32,7.22,9.23,0,6.34,6.86,0,0,0,0,0,0,0,10.26,6.17,0,0,0,7.64,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,4.65,0,3.41,0,0,0,0,0,0,0,6.31,0
2017-07-01,0,0,0,0,0,0,0,0,0,3.88,7.92,9.76,0,6.54,8.07,0,0,0,0,0,0,0,9.28,7.69,0,0,0,8.37,0,6.76,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,4.32,0,0,0,0,0,0,0,6.13,0
2017-08-01,0,0,0,0,0,0,0,0,0,3.88,7.92,9.76,0,6.54,8.07,0,0,0,0,0,0,0,9.28,7.69,0,0,0,8.37,0,6.76,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,4.32,0,0,0,0,0,0,0,6.13,0
2017-09-01,0,0,0,0,0,0,0,0,0,3.88,7.92,9.76,0,6.54,8.07,0,0,0,0,0,0,0,9.28,7.69,0,0,0,8.37,0,6.76,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,4.32,0,0,0,0,0,0,0,6.13,0
2017-10-01,0,5.15,0,0,0,0,0,0,2.22,2.48,7.99,9.16,0,5.31,6.22,0,10.51,0,0,0,0,0,9.81,7.53,0,2.53,0,6.27,0,8.3,0,0,0,6.81,0,0,0,0,0,0,0,0,0,0,6.34,0,0,0,0,0,0,0,0,0,0,0,3.37,0
2017-11-01,0,5.15,0,0,0,0,0,0,2.22,2.48,7.99,9.16,0,5.31,6.22,0,10.51,0,0,0,0,0,9.81,7.53,0,2.53,0,6.27,0,8.3,0,0,0,6.81,0,0,0,0,0,0,0,0,0,0,6.34,0,0,0,0,0,0,0,0,0,0,0,3.37,0
2017-12-01,0,5.15,0,0,0,0,0,0,2.22,2.48,7.99,9.16,0,5.31,6.22,0,10.51,0,0,0,0,0,9.81,7.53,0,2.53,0,6.27,0,8.3,0,0,0,6.81,0,0,0,0,0,0,0,0,0,0,6.34,0,0,0,0,0,0,0,0,0,0,0,3.37,0
2018-01-01,0,6.96,0,0,0,0,0,0,1.62,0,5.64,8.74,5.58,4.88,6.54,0,10.31,0,0,0,0,0,7.06,5.93,0,5.49,0,5.62,0,7.99,0,0,0,5.71,0,0,0,0,0,0,6.15,0,0,0,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,0,6.96,0,0,0,0,0,0,1.62,0,5.64,8.74,5.58,4.88,6.54,0,10.31,0,0,0,0,0,7.06,5.93,0,5.49,0,5.62,0,7.99,0,0,0,5.71,0,0,0,0,0,0,6.15,0,0,0,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,0,6.96,0,0,0,0,0,0,1.62,0,5.64,8.74,5.58,4.88,6.54,0,10.31,0,0,0,0,0,7.06,5.93,0,5.49,0,5.62,0,7.99,0,0,0,5.71,0,0,0,0,0,0,6.15,0,0,0,5.77,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,0,5.52,0,0,0,0,0,0,1.55,0,5.27,7.65,6.96,5.46,7.48,0,11.61,0,0,0,0,0,6.63,5.72,0,5.33,0,5.5,0,7.05,0,0,0,7.07,0,0,0,0,0,0,5.52,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,0,5.52,0,0,0,0,0,0,1.55,0,5.27,7.65,6.96,5.46,7.48,0,11.61,0,0,0,0,0,6.63,5.72,0,5.33,0,5.5,0,7.05,0,0,0,7.07,0,0,0,0,0,0,5.52,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,0,5.52,0,0,0,0,0,0,1.55,0,5.27,7.65,6.96,5.46,7.48,0,11.61,0,0,0,0,0,6.63,5.72,0,5.33,0,5.5,0,7.05,0,0,0,7.07,0,0,0,0,0,0,5.52,0,0,0,5.69,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,0,5.38,3.26,0,0,0,0,0,0,0,5.02,8.38,5.24,5.25,6.07,0,13.15,0,0,0,0,0,7.08,5.43,0,5.98,0,5.38,0,7.23,0,0,0,6.81,0,0,0,0,0,0,5.5,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,0,5.38,3.26,0,0,0,0,0,0,0,5.02,8.38,5.24,5.25,6.07,0,13.15,0,0,0,0,0,7.08,5.43,0,5.98,0,5.38,0,7.23,0,0,0,6.81,0,0,0,0,0,0,5.5,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-01,0,5.38,3.26,0,0,0,0,0,0,0,5.02,8.38,5.24,5.25,6.07,0,13.15,0,0,0,0,0,7.08,5.43,0,5.98,0,5.38,0,7.23,0,0,0,6.81,0,0,0,0,0,0,5.5,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,0,4.82,4.92,0,0,0,0,0,0,0,4.81,7.8,3.75,4.88,6.26,0,11.04,0,0,0,0,0,5.87,4.88,0,7.05,0,4.89,0,6.05,0,0,0,5.87,0,0,0,0,0,0,4.41,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,4.52,0
2018-11-01,0,4.82,4.92,0,0,0,0,0,0,0,4.81,7.8,3.75,4.88,6.26,0,11.04,0,0,0,0,0,5.87,4.88,0,7.05,0,4.89,0,6.05,0,0,0,5.87,0,0,0,0,0,0,4.41,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,4.52,0
2018-12-01,0,4.82,4.92,0,0,0,0,0,0,0,4.81,7.8,3.75,4.88,6.26,0,11.04,0,0,0,0,0,5.87,4.88,0,7.05,0,4.89,0,6.05,0,0,0,5.87,0,0,0,0,0,0,4.41,0,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,4.52,0
2019-01-01,0,5.09,5.36,0,0,0,0,0,0,0,5.07,7.91,4.36,5.1,5.86,0,8.67,0,0,0,0,0,6.97,5.1,0,8.16,0,4.99,0,5.25,0,0,0,6.64,0,0,0,0,0,0,5.24,0,0,0,5.16,0,0,0,0,0,0,0,0,0,0,0,5.06,0
2019-02-01,0,5.09,5.36,0,0,0,0,0,0,0,5.07,7.91,4.36,5.1,5.86,0,8.67,0,0,0,0,0,6.97,5.1,0,8.16,0,4.99,0,5.25,0,0,0,6.64,0,0,0,0,0,0,5.24,0,0,0,5.16,0,0,0,0,0,0,0,0,0,0,0,5.06,0
2019-03-01,0,5.09,5.36,0,0,0,0,0,0,0,5.07,7.91,4.36,5.1,5.86,0,8.67,0,0,0,0,0,6.97,5.1,0,8.16,0,4.99,0,5.25,0,0,0,6.64,0,0,0,0,0,0,5.24,0,0,0,5.16,0,0,0,0,0,0,0,0,0,0,0,5.06,0
2019-04-01,0,4.16,5.34,0,0,0,0,0,0,0,5.17,8.6,5.35,5.96,4.92,0,9.85,0,0,0,0,0,7.31,6.26,0,8.99,0,4.02,0,5.8,0,0,0,6.63,0,0,0,0,0,0,3.76,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0,3.74,0
2019-05-01,0,4.16,5.34,0,0,0,0,0,0,0,5.17,8.6,5.35,5.96,4.92,0,9.85,0,0,0,0,0,7.31,6.26,0,8.99,0,4.02,0,5.8,0,0,0,6.63,0,0,0,0,0,0,3.76,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0,3.74,0
2019-06-01,0,4.16,5.34,0,0,0,0,0,0,0,5.17,8.6,5.35,5.96,4.92,0,9.85,0,0,0,0,0,7.31,6.26,0,8.99,0,4.02,0,5.8,0,0,0,6.63,0,0,0,0,0,0,3.76,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0,3.74,0
2019-07-01,0,0,5.38,0,0,0,0,0,0,0,4.98,8.57,5.37,6.58,5.44,0,11.62,0,0,0,0,0,7.2,5.7,0,8.51,0,4.26,0,5.61,0,0,0,7.5,0,0,0,0,0,0,4.8,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,3.65,0
2019-08-01,0,0,5.38,0,0,0,0,0,0,0,4.98,8.57,5.37,6.58,5.44,0,11.62,0,0,0,0,0,7.2,5.7,0,8.51,0,4.26,0,5.61,0,0,0,7.5,0,0,0,0,0,0,4.8,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,3.65,0
2019-09-01,0,0,5.38,0,0,0,0,0,0,0,4.98,8.57,5.37,6.58,5.44,0,11.62,0,0,0,0,0,7.2,5.7,0,8.51,0,4.26,0,5.61,0,0,0,7.5,0,0,0,0,0,0,4.8,0,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,3.65,0
2019-10-01,0,0,5.11,0,0,0,0,0,0,0,4.95,8.65,5.01,6.63,5.45,0,11.5,0,0,0,0,0,6.99,5.38,0,9.04,0,4.37,0,4.85,0,0,0,8.33,0,0,0,0,0,0,4.64,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,4.12,0,0
2019-11-01,0,0,5.11,0,0,0,0,0,0,0,4.95,8.65,5.01,6.63,5.45,0,11.5,0,0,0,0,0,6.99,5.38,0,9.04,0,4.37,0,4.85,0,0,0,8.33,0,0,0,0,0,0,4.64,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,4.12,0,0
2019-12-01,0,0,5.11,0,0,0,0,0,0,0,4.95,8.65,5.01,6.63,5.45,0,11.5,0,0,0,0,0,6.99,5.38,0,9.04,0,4.37,0,4.85,0,0,0,8.33,0,0,0,0,0,0,4.64,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,4.12,0,0
2020-01-01,0,0,5.41,0,0,0,0,0,0,0,0,5.28,4.96,4.88,4.66,0,12.21,0,0,0,0,0,8.47,5.07,0,6.7,0,5.21,4.59,5.19,0,0,0,6.72,0,0,0,0,0,0,2.11,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,6.83,0,0
2020-02-01,0,0,5.41,0,0,0,0,0,0,0,0,5.28,4.96,4.88,4.66,0,12.21,0,0,0,0,0,8.47,5.07,0,6.7,0,5.21,4.59,5.19,0,0,0,6.72,0,0,0,0,0,0,2.11,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,6.83,0,0
2020-03-01,0,0,5.41,0,0,0,0,0,0,0,0,5.28,4.96,4.88,4.66,0,12.21,0,0,0,0,0,8.47,5.07,0,6.7,0,5.21,4.59,5.19,0,0,0,6.72,0,0,0,0,0,0,2.11,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,6.83,0,0
