"Date","AABA","AAL","AAPL","ADBE","AGN","AIG","ALL","ALLY","AMAT","AMZN","APA","AVGO","AY","BA","BABA","BAC","BC","BKNG","BSX","BZH","C","CBI","CBS","CCI","CF","CFG","CHK","CLMT","CNC","CNO","COF","COOP","COP","CRM","CSCO","CVI","CVX","CWEN","CYH","CZR","DAL","DAN","DDAIF","DDS","DG","DIS","DLPH","DVN","EMC","EMN","ET","ETFC","ETP","EXP","F","FB","FITB","FLR","FOXA","GM","GOOG","GOOGL","GPT","GT","HAIN","HAL","HCA","HDS","HFC","HIG","HOT","HPQ","HUM","HUN","I","IP","JBLU","JNJ","JPM","KEY","KLAC","KMI","KMT","LNG","LRCX","LUV","M","MAS","MDT","MEE","MET","MGM","MHK","MOS","MRK","MRO","MS","MSFT","MU","MWA","MYL","NAV","NFLX","NRG","NXPI","NXY","OC","OMX","ORCL","OXY","PCG","PCX","PCZ","PENN","PFE","PHH","PNC","PPG","PRU","QCOM","RAD","RBS","RF","RIG","RTH","S","SBAC","SLM","SMH","STI","STT","SYF","TERP","TEVA","TEX","TGI","TLM","TMO","TMUS","TPX","TSLA","TWTR","UAL","UBS","UNH","URI","VCI","VLO","VST","WB","WDC","WFC","WHR","WLTW","WMB","WPZ","XL","XLE","XPO"
2010-12-01,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,7.82,0,0,0,0,13,0,0,0,2.05,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,5.76,0,0,0,3.44,0,1.91,0,0,0,0,0,0,1.85,0,3.09,0,0,0,0,0,0,0,3.11,0,0,3.95,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,0,5.41,0,0,0,0,0,0,0
2011-01-01,0,0,1.76,0,0,0,0,0,3.13,0,0,0,0,0,0,5.8,0,0,0,0,8.55,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,0,0,0,0,0,6.55,0,0,0,4.37,0,0,0,0,1.91,0,0,0,1.97,0,4.11,0,0,0,0,0,0,0,1.87,0,0,3.06,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,1.93,0,0,0,2.47,0,0,0,0,0,0,0
2011-02-01,0,0,1.76,0,0,0,0,0,3.13,0,0,0,0,0,0,5.8,0,0,0,0,8.55,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,0,0,0,0,0,6.55,0,0,0,4.37,0,0,0,0,1.91,0,0,0,1.97,0,4.11,0,0,0,0,0,0,0,1.87,0,0,3.06,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,1.93,0,0,0,2.47,0,0,0,0,0,0,0
2011-03-01,0,0,1.76,0,0,0,0,0,3.13,0,0,0,0,0,0,5.8,0,0,0,0,8.55,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77,0,0,0,0,0,0,0,6.55,0,0,0,4.37,0,0,0,0,1.91,0,0,0,1.97,0,4.11,0,0,0,0,0,0,0,1.87,0,0,3.06,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,1.93,0,0,0,2.47,0,0,0,0,0,0,0
2011-04-01,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.74,0,0,0,0,7.51,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,2.61,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,4.05,1.87,0,0,2.57,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,1.71,0,0,4.97,0,0,0,2.04,0,0,0,0,0,0,0
2011-05-01,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.74,0,0,0,0,7.51,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,2.61,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,4.05,1.87,0,0,2.57,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,1.71,0,0,4.97,0,0,0,2.04,0,0,0,0,0,0,0
2011-06-01,0,0,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.74,0,0,0,0,7.51,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,2.61,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,4.05,1.87,0,0,2.57,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,1.71,0,0,4.97,0,0,0,2.04,0,0,0,0,0,0,0
2011-07-01,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,4.79,0,0,0,0,0,0,0,0,0,0,9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,7.81,0,0,0,0,3.02,0,0,0,0,0,0,5.54,0,0,0,0,2.85,0,0,0,2.47,0,6.22,0,0,0,0,0,0,2.6,0,0,0,3.06,3.18,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,0,0,0,0,7.11,0,0,0,0,0,0,0,0,0,0,0
2011-08-01,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,4.79,0,0,0,0,0,0,0,0,0,0,9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,7.81,0,0,0,0,3.02,0,0,0,0,0,0,5.54,0,0,0,0,2.85,0,0,0,2.47,0,6.22,0,0,0,0,0,0,2.6,0,0,0,3.06,3.18,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,0,0,0,0,7.11,0,0,0,0,0,0,0,0,0,0,0
2011-09-01,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,4.79,0,0,0,0,0,0,0,0,0,0,9.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,7.81,0,0,0,0,3.02,0,0,0,0,0,0,5.54,0,0,0,0,2.85,0,0,0,2.47,0,6.22,0,0,0,0,0,0,2.6,0,0,0,3.06,3.18,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,0,0,0,0,7.11,0,0,0,0,0,0,0,0,0,0,0
2011-10-01,0,0,12.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0.12,0,0,0,0,1.21,0,0,4.41,0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,4.06,0.26,0,0,0,0,0,0,0,0,0,3.19,0,3.91,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,0,0,12.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0.12,0,0,0,0,1.21,0,0,4.41,0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,4.06,0.26,0,0,0,0,0,0,0,0,0,3.19,0,3.91,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0
2011-12-01,0,0,12.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,0.12,0,0,0,0,1.21,0,0,4.41,0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.56,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,4.06,0.26,0,0,0,0,0,0,0,0,0,3.19,0,3.91,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,8.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,0,2.27,0,4.17,0,3.9,0,0,0,0,0,2.42,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,2.73,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0
2012-02-01,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,8.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,0,2.27,0,4.17,0,3.9,0,0,0,0,0,2.42,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,2.73,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0
2012-03-01,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,8.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28,0,0,0,0,2.27,0,4.17,0,3.9,0,0,0,0,0,2.42,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,2.73,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0
2012-04-01,0,0,11.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,2.67,0,0,0,0,0,2.82,0,0,0,0,3.57,0,4.93,0,5.1,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,2.47,0,3.53,0,0,0,0,0,0,0,0,0,0,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,0,0,0,0,2.14,0,0,0,0,1.65,0,0,0,0,0,0
2012-05-01,0,0,11.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,2.67,0,0,0,0,0,2.82,0,0,0,0,3.57,0,4.93,0,5.1,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,2.47,0,3.53,0,0,0,0,0,0,0,0,0,0,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,0,0,0,0,2.14,0,0,0,0,1.65,0,0,0,0,0,0
2012-06-01,0,0,11.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01,0,0,0,0,0,0,0,2.67,0,0,0,0,0,2.82,0,0,0,0,3.57,0,4.93,0,5.1,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,2.47,0,3.53,0,0,0,0,0,0,0,0,0,0,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,0,0,0,0,2.14,0,0,0,0,1.65,0,0,0,0,0,0
2012-07-01,0,0,9.81,0,0,7.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,2.16,0,0,0,0,0,3.23,0,0,0,0,3.82,0,4.15,0,4.92,0,0,0,0,0,1.98,0,0,0,3.34,0,0,0,0,2.74,0,0,0,0,0,0,0,0,2.24,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.46,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-01,0,0,9.81,0,0,7.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,2.16,0,0,0,0,0,3.23,0,0,0,0,3.82,0,4.15,0,4.92,0,0,0,0,0,1.98,0,0,0,3.34,0,0,0,0,2.74,0,0,0,0,0,0,0,0,2.24,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.46,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-01,0,0,9.81,0,0,7.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,2.16,0,0,0,0,0,3.23,0,0,0,0,3.82,0,4.15,0,4.92,0,0,0,0,0,1.98,0,0,0,3.34,0,0,0,0,2.74,0,0,0,0,0,0,0,0,2.24,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,2.46,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,0,0,11.2,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,2.41,0,0,0,0,0,3.33,0,0,0,0,3.56,0,3.02,0,4.56,0,0,3,0,0,2.57,0,0,0,2.71,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,0,0,11.2,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,2.41,0,0,0,0,0,3.33,0,0,0,0,3.56,0,3.02,0,4.56,0,0,3,0,0,2.57,0,0,0,2.71,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-01,0,0,11.2,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,2.41,0,0,0,0,0,3.33,0,0,0,0,3.56,0,3.02,0,4.56,0,0,3,0,0,2.57,0,0,0,2.71,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-01,0,0,5.26,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,2.12,0,0,0,0,0,3.39,0,0,0,0,3.48,0,3.24,0,4.23,0,0,3.87,0,0,3.01,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-01,0,0,5.26,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,2.12,0,0,0,0,0,3.39,0,0,0,0,3.48,0,3.24,0,4.23,0,0,3.87,0,0,3.01,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,0,0,5.26,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,2.12,0,0,0,0,0,3.39,0,0,0,0,3.48,0,3.24,0,4.23,0,0,3.87,0,0,3.01,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,0,0,3.03,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,3.37,0,2.9,0,6.71,0,0,2.82,0,0,2.55,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,2.52,3.65,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,0,0,3.03,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,3.37,0,2.9,0,6.71,0,0,2.82,0,0,2.55,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,2.52,3.65,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,0,0,3.03,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,3.37,0,2.9,0,6.71,0,0,2.82,0,0,2.55,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,2.52,3.65,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,0,0,2.35,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,2.09,0,3.62,0,2.57,0,8.55,0,0,3.95,0,0,2.55,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,3.43,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,0,0,2.35,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,2.09,0,3.62,0,2.57,0,8.55,0,0,3.95,0,0,2.55,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,3.43,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,0,0,2.35,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,2.09,0,3.62,0,2.57,0,8.55,0,0,3.95,0,0,2.55,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,3.43,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,0,3.51,2.39,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,1.93,0,4.02,0,5.25,0,5.74,0,0,4.82,0,0,1.85,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,0,3.51,2.39,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,1.93,0,4.02,0,5.25,0,5.74,0,0,4.82,0,0,1.85,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,0,3.51,2.39,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.98,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,0,1.93,0,4.02,0,5.25,0,5.74,0,0,4.82,0,0,1.85,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
