"Date","AABA","AAL","AAPL","ADBE","AGN","AIG","ALL","ALLY","AMAT","AMZN","APA","AVGO","AY","BA","BABA","BAC","BC","BKNG","BSX","BZH","C","CBI","CBS","CCI","CF","CFG","CHK","CLMT","CNC","CNO","COF","COOP","COP","CRM","CSCO","CVI","CVX","CWEN","CYH","CZR","DAL","DAN","DDAIF","DDS","DG","DIS","DLPH","DVN","EMC","EMN","ET","ETFC","ETP","EXP","F","FB","FITB","FLR","FOXA","GM","GOOG","GOOGL","GPT","GT","HAIN","HAL","HCA","HDS","HFC","HIG","HOT","HPQ","HUM","HUN","I","IP","JBLU","JNJ","JPM","KEY","KLAC","KMI","KMT","LNG","LRCX","LUV","M","MAS","MDT","MEE","MET","MGM","MHK","MOS","MRK","MRO","MS","MSFT","MU","MWA","MYL","NAV","NFLX","NRG","NXPI","NXY","OC","OMX","ORCL","OXY","PCG","PCX","PCZ","PENN","PFE","PHH","PNC","PPG","PRU","QCOM","RAD","RBS","RF","RIG","RTH","S","SBAC","SLM","SMH","STI","STT","SYF","TERP","TEVA","TEX","TGI","TLM","TMO","TMUS","TPX","TSLA","TWTR","UAL","UBS","UNH","URI","VCI","VLO","VST","WB","WDC","WFC","WHR","WLTW","WMB","WPZ","XL","XLE","XPO"
2008-01-01,0,0,0,0,0,1.32,0,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0,0,0,0.41,8.37,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3.8,0,2.98,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,18.86,0,0,0,0,0,0,0,0,0,0,14.07,0,0,0,0,0.72,0,2.22,0,0,0,0,0,0,0,0,0,0,0.36,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0
2008-02-01,0,0,0,0,0,1.32,0,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0,0,0,0.41,8.37,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3.8,0,2.98,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,18.86,0,0,0,0,0,0,0,0,0,0,14.07,0,0,0,0,0.72,0,2.22,0,0,0,0,0,0,0,0,0,0,0.36,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0
2008-03-01,0,0,0,0,0,1.32,0,0,5.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0,0,0,0.41,8.37,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3.8,0,2.98,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,18.86,0,0,0,0,0,0,0,0,0,0,14.07,0,0,0,0,0.72,0,2.22,0,0,0,0,0,0,0,0,0,0,0.36,5.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0
2008-04-01,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,4.1,0,0,0,0,0,11.59,0,1.52,0,11.2,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,3.82,0,4.51,0,0,0,0,0,0,0,2.09,0,0,3.61,6.92,0,0,5.5,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,10.87,0
2008-05-01,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,4.1,0,0,0,0,0,11.59,0,1.52,0,11.2,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,3.82,0,4.51,0,0,0,0,0,0,0,2.09,0,0,3.61,6.92,0,0,5.5,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,10.87,0
2008-06-01,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,4.1,0,0,0,0,0,11.59,0,1.52,0,11.2,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,3.82,0,4.51,0,0,0,0,0,0,0,2.09,0,0,3.61,6.92,0,0,5.5,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,10.87,0
2008-07-01,0,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,2.39,0,8.75,0,2.43,0,8.84,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,7.2,0,0,0,0,0,0,0,0,0,0,5.74,5.87,0,1.61,3.82,2.44,0,1.35,0,0,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,17.13,0,0,0,0,1.67,0,0,0,0
2008-08-01,0,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,2.39,0,8.75,0,2.43,0,8.84,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,7.2,0,0,0,0,0,0,0,0,0,0,5.74,5.87,0,1.61,3.82,2.44,0,1.35,0,0,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,17.13,0,0,0,0,1.67,0,0,0,0
2008-09-01,0,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,2.39,0,8.75,0,2.43,0,8.84,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,7.2,0,0,0,0,0,0,0,0,0,0,5.74,5.87,0,1.61,3.82,2.44,0,1.35,0,0,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,17.13,0,0,0,0,1.67,0,0,0,0
2008-10-01,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,1.94,0,1.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,31.88,0,0,0,0,0,0,0,0,0,0,1.31,3.11,1.43,0,0,1.15,1.92,0,1.96,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,18.48,0,0,0,0,0,0,3.76,0,0
