"Date","ACGL","ADBE","ADS","AMX","ANTM","AON","AR","AXP","AXTA","BAC","BAM","BBU","BHC","BHI","BIP","BPY","BR","BRK","C","CMCSA","CMPR","COL","DELL","DHI","DLTR","EQIX","ESRX","ETN","FB","FISV","FMCC","FTDR","GD","GOOG","GOOGL","GSM","HAL","HCA","HPQ","IQV","IR","JPM","KMI","LBTYA","LBTYK","LH","LILA","LILAK","LMT","MA","MCO","MSFT","MSI","NICK","NLSN","ONE","ORCL","PCP","PGR","PRI","RJF","RNR","RRC","RYAAY","SCHW","SERV","SGU","ST","T","TDW","UNH","USB","V","VAR","WAT","WFC"
2018-03-01,0,0,16.13,0,0,0,9.59,0,0,0.02,4.38,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.28,0,0,11.6,0,0,0,0,0,0.35,8.59,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,5.94,0,0,0,0,13.48,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,0,0,16.53,0,0,0,9.54,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,14.21,0,0,11.39,0,0,0,0,0,0.28,9.51,0,0,0,0,0,0,0,0,0,8.27,0,0,0,0,6.43,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,0,0,16.53,0,0,0,9.54,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,14.21,0,0,11.39,0,0,0,0,0,0.28,9.51,0,0,0,0,0,0,0,0,0,8.27,0,0,0,0,6.43,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,0,0,16.53,0,0,0,9.54,0,0,0.02,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,3.95,0,0,0,0,0,0,0,14.21,0,0,11.39,0,0,0,0,0,0.28,9.51,0,0,0,0,0,0,0,0,0,8.27,0,0,0,0,6.43,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,0,0,17.43,0,0,0,8.4,0,0,0.02,0,0,0,0,0,0,0,0,4.24,0.05,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0.05,15.51,0,0,0.02,0,0,0,0,0,0.31,8.28,0,0,0,0,0,0.04,0,0,0,3.42,0,0,0,0,7.46,8.13,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,0,0,17.43,0,0,0,8.4,0,0,0.02,0,0,0,0,0,0,0,0,4.24,0.05,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0.05,15.51,0,0,0.02,0,0,0,0,0,0.31,8.28,0,0,0,0,0,0.04,0,0,0,3.42,0,0,0,0,7.46,8.13,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0
2018-09-01,0,0,17.43,0,0,0,8.4,0,0,0.02,0,0,0,0,0,0,0,0,4.24,0.05,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0.05,15.51,0,0,0.02,0,0,0,0,0,0.31,8.28,0,0,0,0,0,0.04,0,0,0,3.42,0,0,0,0,7.46,8.13,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,0,0,13.3,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,3.15,0.05,0,0,0,2.01,0,0,0,0,5.62,0,0,0.06,0,0.06,16.24,0,0,0,0,0,0,0,0,0.26,6.19,0,0,0,0,0,0.05,0,0,0,3.06,0,0,0,0,6.81,8.59,0,0.08,0,12.65,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,0,0,13.3,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,3.15,0.05,0,0,0,2.01,0,0,0,0,5.62,0,0,0.06,0,0.06,16.24,0,0,0,0,0,0,0,0,0.26,6.19,0,0,0,0,0,0.05,0,0,0,3.06,0,0,0,0,6.81,8.59,0,0.08,0,12.65,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,0,0,13.3,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,3.15,0.05,0,0,0,2.01,0,0,0,0,5.62,0,0,0.06,0,0.06,16.24,0,0,0,0,0,0,0,0,0.26,6.19,0,0,0,0,0,0.05,0,0,0,3.06,0,0,0,0,6.81,8.59,0,0.08,0,12.65,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,0,0,9.91,0,0,0,5.3,0,0,0.02,0,0,0,0,0,0,0,0,4.43,0.06,0,0,0,2.67,0,0,0,0,7.02,0,0,0.07,0,0.07,18.61,0,0,0,0,0,0,0,0,0.29,6.44,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,7.73,9.94,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,0,0,9.91,0,0,0,5.3,0,0,0.02,0,0,0,0,0,0,0,0,4.43,0.06,0,0,0,2.67,0,0,0,0,7.02,0,0,0.07,0,0.07,18.61,0,0,0,0,0,0,0,0,0.29,6.44,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,7.73,9.94,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,0,0,9.91,0,0,0,5.3,0,0,0.02,0,0,0,0,0,0,0,0,4.43,0.06,0,0,0,2.67,0,0,0,0,7.02,0,0,0.07,0,0.07,18.61,0,0,0,0,0,0,0,0,0.29,6.44,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,7.73,9.94,0,0,0,7.43,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,0,0,0,0,0,0,3.46,0,0,0.02,0,0,0,0,0,0,0,14.28,5.17,0.07,0,0,0,2.91,0,0,0,0,5.93,0,0,0.1,0,0.06,17.03,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,4.84,10.94,0,0,0,7.28,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,0,0,0,0,0,0,3.46,0,0,0.02,0,0,0,0,0,0,0,14.28,5.17,0.07,0,0,0,2.91,0,0,0,0,5.93,0,0,0.1,0,0.06,17.03,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,4.84,10.94,0,0,0,7.28,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,0,0,0,0,0,0,3.46,0,0,0.02,0,0,0,0,0,0,0,14.28,5.17,0.07,0,0,0,2.91,0,0,0,0,5.93,0,0,0.1,0,0.06,17.03,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,4.84,10.94,0,0,0,7.28,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,0,0,0,0,8.18,0,1.85,0,0,0.02,0,0,0,0,0,0,0,16.69,5.06,0.07,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0.07,19.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,5.96,11.33,0,0,0,7.54,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,0,0,0,0,8.18,0,1.85,0,0,0.02,0,0,0,0,0,0,0,16.69,5.06,0.07,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0.07,19.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,5.96,11.33,0,0,0,7.54,0,0,0,0,0,0,0,0,0,0,0
2019-09-01,0,0,0,0,8.18,0,1.85,0,0,0.02,0,0,0,0,0,0,0,16.69,5.06,0.07,0,0,0,3.55,0,0,0,0,0,0,0,0,0,0.07,19.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,5.96,11.33,0,0,0,7.54,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,0,0,0,0,10.02,0,1.07,0,0,0.03,0,0,0,0,0,0,0,17.64,0,0.07,0,0,0,3.19,0.04,0,0,0,0,0,0,0,0,0.08,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,6.6,4.93,11.33,0,0,0,4.67,0,0,0,0,0,2.47,0,0,0,0,0
2019-11-01,0,0,0,0,10.02,0,1.07,0,0,0.03,0,0,0,0,0,0,0,17.64,0,0.07,0,0,0,3.19,0.04,0,0,0,0,0,0,0,0,0.08,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,6.6,4.93,11.33,0,0,0,4.67,0,0,0,0,0,2.47,0,0,0,0,0
2019-12-01,0,0,0,0,10.02,0,1.07,0,0,0.03,0,0,0,0,0,0,0,17.64,0,0.07,0,0,0,3.19,0.04,0,0,0,0,0,0,0,0,0.08,16.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,6.6,4.93,11.33,0,0,0,4.67,0,0,0,0,0,2.47,0,0,0,0,0
2020-01-01,0,0,0,0,11.44,0,0.35,0,0,0,0,0,0,0,0,0,0,18.36,0,0.06,0,0,0,3.2,0.05,0,0,0,3.18,0,0,0,0,0.06,11.8,0,0,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,7.31,7.48,8.12,0,0,0,3.64,0,0,0,0,0,3.78,0,0,0,0,0
2020-02-01,0,0,0,0,11.44,0,0.35,0,0,0,0,0,0,0,0,0,0,18.36,0,0.06,0,0,0,3.2,0.05,0,0,0,3.18,0,0,0,0,0.06,11.8,0,0,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,7.31,7.48,8.12,0,0,0,3.64,0,0,0,0,0,3.78,0,0,0,0,0
2020-03-01,0,0,0,0,11.44,0,0.35,0,0,0,0,0,0,0,0,0,0,18.36,0,0.06,0,0,0,3.2,0.05,0,0,0,3.18,0,0,0,0,0.06,11.8,0,0,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,7.31,7.48,8.12,0,0,0,3.64,0,0,0,0,0,3.78,0,0,0,0,0
