"Date","AA","AABA","ABT","ADI","AIG","AIZ","ALLY","ANTM","AON","APA","ARKAY","ARNC","ARRS","AVGO","AXP","BAC","BIDU","BUD","C","CABJF","CHKP","CHTR","CIT","CKSNF","CMCSA","CNQ","COV","CSCO","CVS","EBAY","ESRX","EXPE","FB","GBLBF","GE","GMALF","GOOG","GOOGL","HCMLF","HPQ","IPG","JEF","JNJ","KMI","LOW","MEGGF","MSFT","MYL","NPSNY","OI","ORCL","ORKLY","OXY","PETM","PFE","PHG","RNSDF","RTX","TEL","TMO","TOT","TRH","TSCDF","UN","VAL","VOD","WBA","WDC","WFC","WMT","WPP"
2015-12-01,4.04,0,0,0,4.88,0,0,0,6.04,0,0,0,0,0,0,2.93,0,0,4.95,0,0,0,2.08,0,0,0,0,3.91,0,0,0,0,0,2.26,3.27,0,0,0,0,0,2.07,0,0,0,0,2.32,6.35,0,4.42,0,7.41,0,2.07,0,0,0,0,4.96,4.14,2.3,0,0,0,0,0,0,0,0,0,0,2.63
2016-01-01,4.66,0,0,2.22,5.09,0,0,0,6.45,0,0,0,0,0,3.12,3.19,0,0,4.67,0,0,0,3.51,0,0,0,0,4.49,0,0,0,0,0,2.36,2.95,0,0,0,0,0,0,2.9,0,0,0,2.49,4.43,0,4.58,0,8.8,0,0,0,0,0,0,5.69,3.64,2.14,0,0,0,0,0,0,0,0,0,0,2.62
2016-02-01,4.66,0,0,2.22,5.09,0,0,0,6.45,0,0,0,0,0,3.12,3.19,0,0,4.67,0,0,0,3.51,0,0,0,0,4.49,0,0,0,0,0,2.36,2.95,0,0,0,0,0,0,2.9,0,0,0,2.49,4.43,0,4.58,0,8.8,0,0,0,0,0,0,5.69,3.64,2.14,0,0,0,0,0,0,0,0,0,0,2.62
2016-03-01,4.66,0,0,2.22,5.09,0,0,0,6.45,0,0,0,0,0,3.12,3.19,0,0,4.67,0,0,0,3.51,0,0,0,0,4.49,0,0,0,0,0,2.36,2.95,0,0,0,0,0,0,2.9,0,0,0,2.49,4.43,0,4.58,0,8.8,0,0,0,0,0,0,5.69,3.64,2.14,0,0,0,0,0,0,0,0,0,0,2.62
2016-04-01,4.6,0,0,2.17,5.09,0,0,0,5.18,0,0,0,0,0,2.99,3.38,0,0,4.84,0,0,0,3.87,0,0,0,0,4.54,0,0,0,0,0,2.4,2.72,0,0,0,0,0,0,3.17,0,0,0,2.37,4.06,0,5.12,0,8.32,0,0,0,0,0,0,5.67,3.2,2.15,0,0,0,0,0,0,0,0,0,0,2.34
2016-05-01,4.6,0,0,2.17,5.09,0,0,0,5.18,0,0,0,0,0,2.99,3.38,0,0,4.84,0,0,0,3.87,0,0,0,0,4.54,0,0,0,0,0,2.4,2.72,0,0,0,0,0,0,3.17,0,0,0,2.37,4.06,0,5.12,0,8.32,0,0,0,0,0,0,5.67,3.2,2.15,0,0,0,0,0,0,0,0,0,0,2.34
2016-06-01,4.6,0,0,2.17,5.09,0,0,0,5.18,0,0,0,0,0,2.99,3.38,0,0,4.84,0,0,0,3.87,0,0,0,0,4.54,0,0,0,0,0,2.4,2.72,0,0,0,0,0,0,3.17,0,0,0,2.37,4.06,0,5.12,0,8.32,0,0,0,0,0,0,5.67,3.2,2.15,0,0,0,0,0,0,0,0,0,0,2.34
2016-07-01,4.61,0,0,2.39,5.08,0,0,0,4.66,0,0,0,0,0,2.93,3.87,0,0,4.86,0,0,0,4.34,0,0,0,0,4.08,0,0,0,0,0,2.52,2.18,0,0,0,0,0,0,3.38,0,0,0,2.47,3.63,0,5.63,0,6.23,0,0,0,0,0,0,5.08,3.35,0,0,0,0,0,0,0,0,0,0,0,2.43
2016-08-01,4.61,0,0,2.39,5.08,0,0,0,4.66,0,0,0,0,0,2.93,3.87,0,0,4.86,0,0,0,4.34,0,0,0,0,4.08,0,0,0,0,0,2.52,2.18,0,0,0,0,0,0,3.38,0,0,0,2.47,3.63,0,5.63,0,6.23,0,0,0,0,0,0,5.08,3.35,0,0,0,0,0,0,0,0,0,0,0,2.43
2016-09-01,4.61,0,0,2.39,5.08,0,0,0,4.66,0,0,0,0,0,2.93,3.87,0,0,4.86,0,0,0,4.34,0,0,0,0,4.08,0,0,0,0,0,2.52,2.18,0,0,0,0,0,0,3.38,0,0,0,2.47,3.63,0,5.63,0,6.23,0,0,0,0,0,0,5.08,3.35,0,0,0,0,0,0,0,0,0,0,0,2.43
2016-10-01,0,0,0,2.68,5.22,0,0,0,4.59,0,0,2.79,0,0,3.28,4.41,2.08,0,4.88,0,0,0,4.74,0,0,0,0,3.52,0,0,0,0,0,2.36,0,0,0,0,0,0,0,3.93,0,0,0,2.33,3.89,0,4.76,0,6.06,0,0,0,0,0,0,5.27,3.34,0,0,0,0,0,0,0,0,0,0,0,2.3
2016-11-01,0,0,0,2.68,5.22,0,0,0,4.59,0,0,2.79,0,0,3.28,4.41,2.08,0,4.88,0,0,0,4.74,0,0,0,0,3.52,0,0,0,0,0,2.36,0,0,0,0,0,0,0,3.93,0,0,0,2.33,3.89,0,4.76,0,6.06,0,0,0,0,0,0,5.27,3.34,0,0,0,0,0,0,0,0,0,0,0,2.3
2016-12-01,0,0,0,2.68,5.22,0,0,0,4.59,0,0,2.79,0,0,3.28,4.41,2.08,0,4.88,0,0,0,4.74,0,0,0,0,3.52,0,0,0,0,0,2.36,0,0,0,0,0,0,0,3.93,0,0,0,2.33,3.89,0,4.76,0,6.06,0,0,0,0,0,0,5.27,3.34,0,0,0,0,0,0,0,0,0,0,0,2.3
2017-01-01,0,0,0,2.53,4.76,0,0,0,4.62,0,0,3.9,0,0,0,4.31,2.15,0,4.83,0,0,0,4.61,0,0,0,0,3.36,0,0,0,0,0,2.52,0,0,0,0,0,0,0,4.07,0,0,0,2.04,3.78,0,5.5,0,6.91,0,0,0,0,0,0,5.13,3.24,0,0,0,0,0,0,0,0,0,0,0,2.24
2017-02-01,0,0,0,2.53,4.76,0,0,0,4.62,0,0,3.9,0,0,0,4.31,2.15,0,4.83,0,0,0,4.61,0,0,0,0,3.36,0,0,0,0,0,2.52,0,0,0,0,0,0,0,4.07,0,0,0,2.04,3.78,0,5.5,0,6.91,0,0,0,0,0,0,5.13,3.24,0,0,0,0,0,0,0,0,0,0,0,2.24
2017-03-01,0,0,0,2.53,4.76,0,0,0,4.62,0,0,3.9,0,0,0,4.31,2.15,0,4.83,0,0,0,4.61,0,0,0,0,3.36,0,0,0,0,0,2.52,0,0,0,0,0,0,0,4.07,0,0,0,2.04,3.78,0,5.5,0,6.91,0,0,0,0,0,0,5.13,3.24,0,0,0,0,0,0,0,0,0,0,0,2.24
2017-04-01,0,2.4,0,2.25,4.46,0,0,0,4.51,0,0,3.14,0,0,0,4.15,0,0,5.05,0,0,0,4.03,0,0,0,0,3.15,0,0,0,0,0,2.5,2.92,0,0,0,0,0,0,3.83,0,0,0,2.2,3.59,2.24,5.8,0,6.98,0,0,0,0,0,0,4.82,3.2,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-01,0,2.4,0,2.25,4.46,0,0,0,4.51,0,0,3.14,0,0,0,4.15,0,0,5.05,0,0,0,4.03,0,0,0,0,3.15,0,0,0,0,0,2.5,2.92,0,0,0,0,0,0,3.83,0,0,0,2.2,3.59,2.24,5.8,0,6.98,0,0,0,0,0,0,4.82,3.2,0,0,0,0,0,0,0,0,0,0,0,0
2017-06-01,0,2.4,0,2.25,4.46,0,0,0,4.51,0,0,3.14,0,0,0,4.15,0,0,5.05,0,0,0,4.03,0,0,0,0,3.15,0,0,0,0,0,2.5,2.92,0,0,0,0,0,0,3.83,0,0,0,2.2,3.59,2.24,5.8,0,6.98,0,0,0,0,0,0,4.82,3.2,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-01,0,2.86,0,2.43,4.28,0,2.15,0,4.52,0,0,3.37,0,0,0,4.24,2.83,0,3.98,0,0,0,3.89,0,0,0,0,3.31,0,0,0,0,0,2.67,0,0,0,0,0,0,0,3.47,0,0,0,2.42,3.8,0,5.6,0,6.59,0,0,0,0,0,0,4.24,3.3,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-01,0,2.86,0,2.43,4.28,0,2.15,0,4.52,0,0,3.37,0,0,0,4.24,2.83,0,3.98,0,0,0,3.89,0,0,0,0,3.31,0,0,0,0,0,2.67,0,0,0,0,0,0,0,3.47,0,0,0,2.42,3.8,0,5.6,0,6.59,0,0,0,0,0,0,4.24,3.3,0,0,0,0,0,0,0,0,0,0,0,0
2017-09-01,0,2.86,0,2.43,4.28,0,2.15,0,4.52,0,0,3.37,0,0,0,4.24,2.83,0,3.98,0,0,0,3.89,0,0,0,0,3.31,0,0,0,0,0,2.67,0,0,0,0,0,0,0,3.47,0,0,0,2.42,3.8,0,5.6,0,6.59,0,0,0,0,0,0,4.24,3.3,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-01,0,2.89,0,2.42,3.99,0,2.32,0,3.78,0,0,3.55,0,0,0,4.32,2.57,0,3.6,0,0,0,3.75,0,0,0,0,3.62,0,0,0,0,0,2.63,0,0,0,0,0,0,0,3.49,0,0,0,0,4.19,2.69,6.91,0,6.19,0,0,0,0,0,0,4.48,3.63,0,0,0,0,0,0,0,0,0,0,0,2.31
2017-11-01,0,2.89,0,2.42,3.99,0,2.32,0,3.78,0,0,3.55,0,0,0,4.32,2.57,0,3.6,0,0,0,3.75,0,0,0,0,3.62,0,0,0,0,0,2.63,0,0,0,0,0,0,0,3.49,0,0,0,0,4.19,2.69,6.91,0,6.19,0,0,0,0,0,0,4.48,3.63,0,0,0,0,0,0,0,0,0,0,0,2.31
2017-12-01,0,2.89,0,2.42,3.99,0,2.32,0,3.78,0,0,3.55,0,0,0,4.32,2.57,0,3.6,0,0,0,3.75,0,0,0,0,3.62,0,0,0,0,0,2.63,0,0,0,0,0,0,0,3.49,0,0,0,0,4.19,2.69,6.91,0,6.19,0,0,0,0,0,0,4.48,3.63,0,0,0,0,0,0,0,0,0,0,0,2.31
2018-01-01,0,3.13,0,2.72,4.47,0,0,0,4.03,0,0,3.06,0,0,0,4.17,3.07,0,3.09,0,0,0,3.49,0,0,0,0,2.19,0,0,0,2.21,0,2.84,0,0,0,2.18,0,0,0,3.06,0,0,0,0,4.39,2.66,6.22,0,5.41,0,0,0,0,0,0,4.13,3.41,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-01,0,3.13,0,2.72,4.47,0,0,0,4.03,0,0,3.06,0,0,0,4.17,3.07,0,3.09,0,0,0,3.49,0,0,0,0,2.19,0,0,0,2.21,0,2.84,0,0,0,2.18,0,0,0,3.06,0,0,0,0,4.39,2.66,6.22,0,5.41,0,0,0,0,0,0,4.13,3.41,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-01,0,3.13,0,2.72,4.47,0,0,0,4.03,0,0,3.06,0,0,0,4.17,3.07,0,3.09,0,0,0,3.49,0,0,0,0,2.19,0,0,0,2.21,0,2.84,0,0,0,2.18,0,0,0,3.06,0,0,0,0,4.39,2.66,6.22,0,5.41,0,0,0,0,0,0,4.13,3.41,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-01,0,2.92,0,2.71,4.26,0,0,0,3.37,0,0,2.72,0,0,0,3.44,3.16,0,2.9,0,0,0,3.23,0,0,0,0,0,0,0,0,2.27,2.25,2.48,0,0,2.23,2.24,0,0,0,2.96,0,0,0,0,2.71,0,6.11,0,4.67,0,0,0,0,0,0,3.45,2.91,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,0,2.92,0,2.71,4.26,0,0,0,3.37,0,0,2.72,0,0,0,3.44,3.16,0,2.9,0,0,0,3.23,0,0,0,0,0,0,0,0,2.27,2.25,2.48,0,0,2.23,2.24,0,0,0,2.96,0,0,0,0,2.71,0,6.11,0,4.67,0,0,0,0,0,0,3.45,2.91,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-01,0,2.92,0,2.71,4.26,0,0,0,3.37,0,0,2.72,0,0,0,3.44,3.16,0,2.9,0,0,0,3.23,0,0,0,0,0,0,0,0,2.27,2.25,2.48,0,0,2.23,2.24,0,0,0,2.96,0,0,0,0,2.71,0,6.11,0,4.67,0,0,0,0,0,0,3.45,2.91,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-01,0,2.75,0,2.64,4.32,0,0,0,3.11,0,0,3.56,0,3.26,0,2.83,3.23,0,3.14,0,0,0,3.34,0,2.5,0,0,0,0,0,0,0,0,2.49,0,0,2.41,2.43,0,0,0,2.89,0,0,0,2.33,0,0,4.65,0,2.83,0,0,0,0,0,0,3.53,2.56,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-01,0,2.75,0,2.64,4.32,0,0,0,3.11,0,0,3.56,0,3.26,0,2.83,3.23,0,3.14,0,0,0,3.34,0,2.5,0,0,0,0,0,0,0,0,2.49,0,0,2.41,2.43,0,0,0,2.89,0,0,0,2.33,0,0,4.65,0,2.83,0,0,0,0,0,0,3.53,2.56,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-01,0,2.75,0,2.64,4.32,0,0,0,3.11,0,0,3.56,0,3.26,0,2.83,3.23,0,3.14,0,0,0,3.34,0,2.5,0,0,0,0,0,0,0,0,2.49,0,0,2.41,2.43,0,0,0,2.89,0,0,0,2.33,0,0,4.65,0,2.83,0,0,0,0,0,0,3.53,2.56,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01,0,2.91,0,3.14,4.7,0,0,0,0,0,0,3.39,0,3.72,0,2.94,3.04,0,2.91,0,0,2.42,3.17,0,3.08,0,0,0,0,0,0,0,0,2.6,0,0,2.68,2.69,2.49,0,0,2.99,0,0,0,0,2.46,0,3.04,0,0,0,0,0,0,0,0,3.18,2.75,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-01,0,2.91,0,3.14,4.7,0,0,0,0,0,0,3.39,0,3.72,0,2.94,3.04,0,2.91,0,0,2.42,3.17,0,3.08,0,0,0,0,0,0,0,0,2.6,0,0,2.68,2.69,2.49,0,0,2.99,0,0,0,0,2.46,0,3.04,0,0,0,0,0,0,0,0,3.18,2.75,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-01,0,2.91,0,3.14,4.7,0,0,0,0,0,0,3.39,0,3.72,0,2.94,3.04,0,2.91,0,0,2.42,3.17,0,3.08,0,0,0,0,0,0,0,0,2.6,0,0,2.68,2.69,2.49,0,0,2.99,0,0,0,0,2.46,0,3.04,0,0,0,0,0,0,0,0,3.18,2.75,0,0,0,0,0,0,0,0,0,0,0,0
2019-01-01,0,3.46,0,3.58,4.77,0,0,0,0,0,0,3.59,0,4.09,0,3.06,2.94,0,3.24,0,0,2.85,3.63,0,3.36,0,0,0,0,0,0,0,2.79,2.67,0,0,2.82,2.81,2.73,0,0,3.01,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,3.58,2.73,0,0,0,0,0,0,0,0,0,0,0,0
2019-02-01,0,3.46,0,3.58,4.77,0,0,0,0,0,0,3.59,0,4.09,0,3.06,2.94,0,3.24,0,0,2.85,3.63,0,3.36,0,0,0,0,0,0,0,2.79,2.67,0,0,2.82,2.81,2.73,0,0,3.01,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,3.58,2.73,0,0,0,0,0,0,0,0,0,0,0,0
2019-03-01,0,3.46,0,3.58,4.77,0,0,0,0,0,0,3.59,0,4.09,0,3.06,2.94,0,3.24,0,0,2.85,3.63,0,3.36,0,0,0,0,0,0,0,2.79,2.67,0,0,2.82,2.81,2.73,0,0,3.01,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,3.58,2.73,0,0,0,0,0,0,0,0,0,0,0,0
2019-04-01,0,0,0,4.04,6.2,0,0,0,0,0,0,5.32,0,4.16,0,3.38,0,0,4,0,0,3.22,4.13,0,3.58,0,0,0,0,0,0,0,3.53,2.88,0,0,2.86,2.84,2.94,0,0,3.39,0,2.72,0,0,3.14,0,3.72,0,0,0,0,0,0,0,0,3.51,3.24,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-01,0,0,0,4.04,6.2,0,0,0,0,0,0,5.32,0,4.16,0,3.38,0,0,4,0,0,3.22,4.13,0,3.58,0,0,0,0,0,0,0,3.53,2.88,0,0,2.86,2.84,2.94,0,0,3.39,0,2.72,0,0,3.14,0,3.72,0,0,0,0,0,0,0,0,3.51,3.24,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-01,0,0,0,4.04,6.2,0,0,0,0,0,0,5.32,0,4.16,0,3.38,0,0,4,0,0,3.22,4.13,0,3.58,0,0,0,0,0,0,0,3.53,2.88,0,0,2.86,2.84,2.94,0,0,3.39,0,2.72,0,0,3.14,0,3.72,0,0,0,0,0,0,0,0,3.51,3.24,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,0,0,0,3.78,5.92,0,0,0,0,0,0,5.1,0,3.56,0,3.37,0,0,3.82,0,0,3.08,3.6,0,3.49,0,0,0,0,0,0,0,3.16,2.85,0,0,3.26,3.25,3,0,0,3.28,0,2.47,0,0,2.66,0,0,0,0,0,0,0,0,0,0,3.33,2.93,0,0,0,0,0,0,0,0,0,2.64,0,0
2019-08-01,0,0,0,3.78,5.92,0,0,0,0,0,0,5.1,0,3.56,0,3.37,0,0,3.82,0,0,3.08,3.6,0,3.49,0,0,0,0,0,0,0,3.16,2.85,0,0,3.26,3.25,3,0,0,3.28,0,2.47,0,0,2.66,0,0,0,0,0,0,0,0,0,0,3.33,2.93,0,0,0,0,0,0,0,0,0,2.64,0,0
2019-09-01,0,0,0,3.78,5.92,0,0,0,0,0,0,5.1,0,3.56,0,3.37,0,0,3.82,0,0,3.08,3.6,0,3.49,0,0,0,0,0,0,0,3.16,2.85,0,0,3.26,3.25,3,0,0,3.28,0,2.47,0,0,2.66,0,0,0,0,0,0,0,0,0,0,3.33,2.93,0,0,0,0,0,0,0,0,0,2.64,0,0
2019-10-01,0,0,0,3.87,5.31,0,0,0,0,0,0,5.4,0,3.75,0,2.6,0,0,3.66,0,0,3.09,3.63,0,3.4,0,0,0,0,0,0,0,3.36,3.13,0,0,3.27,3.56,3.3,0,0,3.81,0,0,0,0,2.86,0,2.54,0,0,0,0,0,0,0,0,3.04,3,0,0,0,0,0,0,0,0,0,2.82,0,0
2019-11-01,0,0,0,3.87,5.31,0,0,0,0,0,0,5.4,0,3.75,0,2.6,0,0,3.66,0,0,3.09,3.63,0,3.4,0,0,0,0,0,0,0,3.36,3.13,0,0,3.27,3.56,3.3,0,0,3.81,0,0,0,0,2.86,0,2.54,0,0,0,0,0,0,0,0,3.04,3,0,0,0,0,0,0,0,0,0,2.82,0,0
2019-12-01,0,0,0,3.87,5.31,0,0,0,0,0,0,5.4,0,3.75,0,2.6,0,0,3.66,0,0,3.09,3.63,0,3.4,0,0,0,0,0,0,0,3.36,3.13,0,0,3.27,3.56,3.3,0,0,3.81,0,0,0,0,2.86,0,2.54,0,0,0,0,0,0,0,0,3.04,3,0,0,0,0,0,0,0,0,0,2.82,0,0
2020-01-01,0,0,0,4.05,3.58,0,0,0,0,0,0,2.27,0,4.26,0,0,2.38,0,2.53,0,0,3.46,0,0,4.43,0,0,0,0,0,0,0,3.35,3.32,0,0,3.65,3.99,3.26,0,0,3.08,0,2.21,0,0,2.9,0,3.02,0,0,0,0,0,0,0,0,2.45,3.01,0,0,0,0,0,0,0,0,0,2.37,0,0
2020-02-01,0,0,0,4.05,3.58,0,0,0,0,0,0,2.27,0,4.26,0,0,2.38,0,2.53,0,0,3.46,0,0,4.43,0,0,0,0,0,0,0,3.35,3.32,0,0,3.65,3.99,3.26,0,0,3.08,0,2.21,0,0,2.9,0,3.02,0,0,0,0,0,0,0,0,2.45,3.01,0,0,0,0,0,0,0,0,0,2.37,0,0
2020-03-01,0,0,0,4.05,3.58,0,0,0,0,0,0,2.27,0,4.26,0,0,2.38,0,2.53,0,0,3.46,0,0,4.43,0,0,0,0,0,0,0,3.35,3.32,0,0,3.65,3.99,3.26,0,0,3.08,0,2.21,0,0,2.9,0,3.02,0,0,0,0,0,0,0,0,2.45,3.01,0,0,0,0,0,0,0,0,0,2.37,0,0
