"Date","AAPL","ALC","AXP","BKNG","BMY","BRK","CDW","CHRW","CLB","CMI","CPRT","CTSH","EA","EMC","ESRX","EW","EXPD","FAST","FB","FLT","GILD","GOOG","GOOGL","ISRG","KEYS","KHC","LKQ","MSFT","MSI","MTB","NOV","NVDA","ODFL","PRGO","PYPL","QCOM","ROST","SBUX","SCHW","SLB","SPGI","SRCL","TEVA","THS","TJX","TPR","TSCO","ULTA","USB","V","VAR","VRSK"
2019-06-01,9.01,2.37,0,5.98,0,6.09,0,4.56,0,0,0,0,2.33,0,0,8.14,0,5.51,8.44,0,0,0.72,4.48,0,0,0,0,0,2.98,0,0,0,0,0,5.46,0,3.46,4.22,0.33,0,0,0,0,0,0,0,6.88,5.15,0,8.93,0,0
2019-07-01,9.89,3.37,0,6.12,0,1.13,1.85,3.72,0,0,0,0,3.65,0,0,9.33,0,5.41,7.62,0,0,0,7.03,0,0,0,0,0,3.1,0,0,2.18,0,0,4.85,0,3.74,4.37,0,0,0,0,0,0,0,0,5.57,2.41,0,8.72,0,0
2019-08-01,9.89,3.37,0,6.12,0,1.13,1.85,3.72,0,0,0,0,3.65,0,0,9.33,0,5.41,7.62,0,0,0,7.03,0,0,0,0,0,3.1,0,0,2.18,0,0,4.85,0,3.74,4.37,0,0,0,0,0,0,0,0,5.57,2.41,0,8.72,0,0
2019-09-01,9.89,3.37,0,6.12,0,1.13,1.85,3.72,0,0,0,0,3.65,0,0,9.33,0,5.41,7.62,0,0,0,7.03,0,0,0,0,0,3.1,0,0,2.18,0,0,4.85,0,3.74,4.37,0,0,0,0,0,0,0,0,5.57,2.41,0,8.72,0,0
2019-10-01,9.68,2.67,0,6.84,2.55,0,2.9,0,0,0,1.78,0,4.71,0,0,8.85,0,4.68,7.92,1.79,0,0,7.03,0,0,0,0,0,3.79,0,0,4.22,0,0,4.6,0,3.02,4.17,0,0,2.38,0,0,0,0,0,5.72,0,0,7.72,0,0
2019-11-01,9.68,2.67,0,6.84,2.55,0,2.9,0,0,0,1.78,0,4.71,0,0,8.85,0,4.68,7.92,1.79,0,0,7.03,0,0,0,0,0,3.79,0,0,4.22,0,0,4.6,0,3.02,4.17,0,0,2.38,0,0,0,0,0,5.72,0,0,7.72,0,0
2019-12-01,9.68,2.67,0,6.84,2.55,0,2.9,0,0,0,1.78,0,4.71,0,0,8.85,0,4.68,7.92,1.79,0,0,7.03,0,0,0,0,0,3.79,0,0,4.22,0,0,4.6,0,3.02,4.17,0,0,2.38,0,0,0,0,0,5.72,0,0,7.72,0,0
2020-01-01,10.1,3.31,0,3.46,2.74,0,3.16,0,0,0,1.82,0,5.05,0,0,8.48,0,0,8.15,1.41,0,0,7.06,0,3.26,0,0,2.51,4.63,0,0,4.16,0,0,4.75,0,0,4.45,0,0,2.6,0,0,0,0,0,6.25,0,0,7.38,0,0
2020-02-01,10.1,3.31,0,3.46,2.74,0,3.16,0,0,0,1.82,0,5.05,0,0,8.48,0,0,8.15,1.41,0,0,7.06,0,3.26,0,0,2.51,4.63,0,0,4.16,0,0,4.75,0,0,4.45,0,0,2.6,0,0,0,0,0,6.25,0,0,7.38,0,0
2020-03-01,10.1,3.31,0,3.46,2.74,0,3.16,0,0,0,1.82,0,5.05,0,0,8.48,0,0,8.15,1.41,0,0,7.06,0,3.26,0,0,2.51,4.63,0,0,4.16,0,0,4.75,0,0,4.45,0,0,2.6,0,0,0,0,0,6.25,0,0,7.38,0,0
