"Date","AAPL","ADI","ADM","ADP","AMZN","BAC","BAM","BLK","BRK","BUD","C","CFX","DE","DEO","DIS","FFH","FII","FNF","GD","GE","GOOG","GOOGL","HD","IGT","JNJ","KMX","LFG","MAR","MBI","MMC","MSFT","NVO","RLI","SPGI","SYY","TXN","UL","UNH","UPS","V","WBA","WMT","WPC","WTM","XL","XOM"
2015-02-01,0,0,1.65,0,0,0,4.5,0,11.44,0,0,0,2.01,3.49,4.09,0,1.83,0,0,1.86,0,0,2.64,0,0,8.57,0,2.78,0,0,0,0,1.59,0,0,0,1.54,1.98,1.82,0,4.57,2.28,1.63,0,0,1.87
2015-03-01,0,0,1.65,0,0,0,4.5,0,11.44,0,0,0,2.01,3.49,4.09,0,1.83,0,0,1.86,0,0,2.64,0,0,8.57,0,2.78,0,0,0,0,1.59,0,0,0,1.54,1.98,1.82,0,4.57,2.28,1.63,0,0,1.87
2015-04-01,0,0,1.66,0,0,0,4.36,0,10.65,0,0,0,2.39,3.63,4.43,0,1.78,0,0,1.97,0,0,2.55,0,0,8.12,0,2.57,0,0,0,1.47,1.54,0,0,0,1.58,2.02,1.83,0,4.5,1.94,0,0,0,1.84
2015-05-01,0,0,1.66,0,0,0,4.36,0,10.65,0,0,0,2.39,3.63,4.43,0,1.78,0,0,1.97,0,0,2.55,0,0,8.12,0,2.57,0,0,0,1.47,1.54,0,0,0,1.58,2.02,1.83,0,4.5,1.94,0,0,0,1.84
2015-06-01,0,0,1.66,0,0,0,4.36,0,10.65,0,0,0,2.39,3.63,4.43,0,1.78,0,0,1.97,0,0,2.55,0,0,8.12,0,2.57,0,0,0,1.47,1.54,0,0,0,1.58,2.02,1.83,0,4.5,1.94,0,0,0,1.84
2015-07-01,0,0,0,0,0,0,4.16,0,10.74,0,0,0,2.02,3.61,4.24,0,1.53,0,0,1.97,0,0,2.8,0,0,7.68,0,2.56,0,0,0,1.54,1.69,0,0,0,1.61,2.03,2,1.53,4.67,1.88,0,0,0,1.84
2015-08-01,0,0,0,0,0,0,4.16,0,10.74,0,0,0,2.02,3.61,4.24,0,1.53,0,0,1.97,0,0,2.8,0,0,7.68,0,2.56,0,0,0,1.54,1.69,0,0,0,1.61,2.03,2,1.53,4.67,1.88,0,0,0,1.84
2015-09-01,0,0,0,0,0,0,4.16,0,10.74,0,0,0,2.02,3.61,4.24,0,1.53,0,0,1.97,0,0,2.8,0,0,7.68,0,2.56,0,0,0,1.54,1.69,0,0,0,1.61,2.03,2,1.53,4.67,1.88,0,0,0,1.84
2015-10-01,0,0,0,0,0,0,4.3,0,11.2,0,0,0,2.25,3.79,4.52,0,0,0,1.44,0,0,0,3.29,0,1.68,7.18,0,2.63,0,0,0,1.69,2,0,0,0,1.78,2.11,2.07,1.79,4.92,0,1.52,0,0,1.99
2015-11-01,0,0,0,0,0,0,4.3,0,11.2,0,0,0,2.25,3.79,4.52,0,0,0,1.44,0,0,0,3.29,0,1.68,7.18,0,2.63,0,0,0,1.69,2,0,0,0,1.78,2.11,2.07,1.79,4.92,0,1.52,0,0,1.99
2015-12-01,0,0,0,0,0,0,4.3,0,11.2,0,0,0,2.25,3.79,4.52,0,0,0,1.44,0,0,0,3.29,0,1.68,7.18,0,2.63,0,0,0,1.69,2,0,0,0,1.78,2.11,2.07,1.79,4.92,0,1.52,0,0,1.99
2016-01-01,0,0,1.4,0,0,0,4.71,1.39,11.97,0,0,0,2.26,3.73,4.24,0,0,0,0,0,0,0,3.3,0,1.77,6.74,0,2.77,0,0,0,1.56,2.15,0,0,0,1.85,2.29,0,1.75,4.83,0,1.59,0,0,2.12
2016-02-01,0,0,1.4,0,0,0,4.71,1.39,11.97,0,0,0,2.26,3.73,4.24,0,0,0,0,0,0,0,3.3,0,1.77,6.74,0,2.77,0,0,0,1.56,2.15,0,0,0,1.85,2.29,0,1.75,4.83,0,1.59,0,0,2.12
2016-03-01,0,0,1.4,0,0,0,4.71,1.39,11.97,0,0,0,2.26,3.73,4.24,0,0,0,0,0,0,0,3.3,0,1.77,6.74,0,2.77,0,0,0,1.56,2.15,0,0,0,1.85,2.29,0,1.75,4.83,0,1.59,0,0,2.12
2016-04-01,0,0,1.65,0,0,0,4.43,0,11.97,0,0,0,2.33,3.87,4.15,0,0,0,1.42,0,0,0,3.1,0,1.95,6.35,0,2.58,0,0,0,1.52,2.17,0,0,0,1.93,2.47,0,1.68,4.69,0,1.74,0,0,2.33
2016-05-01,0,0,1.65,0,0,0,4.43,0,11.97,0,0,0,2.33,3.87,4.15,0,0,0,1.42,0,0,0,3.1,0,1.95,6.35,0,2.58,0,0,0,1.52,2.17,0,0,0,1.93,2.47,0,1.68,4.69,0,1.74,0,0,2.33
2016-06-01,0,0,1.65,0,0,0,4.43,0,11.97,0,0,0,2.33,3.87,4.15,0,0,0,1.42,0,0,0,3.1,0,1.95,6.35,0,2.58,0,0,0,1.52,2.17,0,0,0,1.93,2.47,0,1.68,4.69,0,1.74,0,0,2.33
2016-07-01,0,0,1.59,0,0,0,4.64,1.45,11.67,0,0,0,2.41,3.92,3.87,0,0,0,1.55,0,0,0,3.05,0,1.86,6.76,0,2.56,0,0,0,0,2.11,0,0,0,1.87,2.39,0,1.86,4.44,0,1.58,0,0,2.13
2016-08-01,0,0,1.59,0,0,0,4.64,1.45,11.67,0,0,0,2.41,3.92,3.87,0,0,0,1.55,0,0,0,3.05,0,1.86,6.76,0,2.56,0,0,0,0,2.11,0,0,0,1.87,2.39,0,1.86,4.44,0,1.58,0,0,2.13
2016-09-01,0,0,1.59,0,0,0,4.64,1.45,11.67,0,0,0,2.41,3.92,3.87,0,0,0,1.55,0,0,0,3.05,0,1.86,6.76,0,2.56,0,0,0,0,2.11,0,0,0,1.87,2.39,0,1.86,4.44,0,1.58,0,0,2.13
2016-10-01,0,0,1.61,0,0,0,4.1,1.48,12.32,0,0,0,2.72,3.31,4.14,0,0,0,1.61,0,0,1.37,2.97,0,1.7,7.62,0,2.98,0,0,0,0,1.82,0,0,0,1.5,2.56,0,1.66,4.26,0,0,0,0,2.06
2016-11-01,0,0,1.61,0,0,0,4.1,1.48,12.32,0,0,0,2.72,3.31,4.14,0,0,0,1.61,0,0,1.37,2.97,0,1.7,7.62,0,2.98,0,0,0,0,1.82,0,0,0,1.5,2.56,0,1.66,4.26,0,0,0,0,2.06
2016-12-01,0,0,1.61,0,0,0,4.1,1.48,12.32,0,0,0,2.72,3.31,4.14,0,0,0,1.61,0,0,1.37,2.97,0,1.7,7.62,0,2.98,0,0,0,0,1.82,0,0,0,1.5,2.56,0,1.66,4.26,0,0,0,0,2.06
2017-01-01,0,0,1.52,0,0,0,4.32,1.46,11.8,0,0,0,2.69,3.48,4.25,0,0,0,1.63,0,0,1.62,3.04,0,1.71,6.55,0,3.2,0,0,0,0,1.62,0,0,0,1.7,2.45,0,1.78,3.99,0,0,0,0,1.75
2017-02-01,0,0,1.52,0,0,0,4.32,1.46,11.8,0,0,0,2.69,3.48,4.25,0,0,0,1.63,0,0,1.62,3.04,0,1.71,6.55,0,3.2,0,0,0,0,1.62,0,0,0,1.7,2.45,0,1.78,3.99,0,0,0,0,1.75
2017-03-01,0,0,1.52,0,0,0,4.32,1.46,11.8,0,0,0,2.69,3.48,4.25,0,0,0,1.63,0,0,1.62,3.04,0,1.71,6.55,0,3.2,0,0,0,0,1.62,0,0,0,1.7,2.45,0,1.78,3.99,0,0,0,0,1.75
2017-04-01,0,0,0,0,1.45,0,4.48,1.58,11.37,0,0,0,2.89,3.44,3.82,0,0,0,1.64,0,0,1.93,3.01,0,1.72,6.61,0,3.23,0,0,0,0,1.39,0,0,0,1.76,2.62,0,1.81,3.57,0,0,0,0,1.63
2017-05-01,0,0,0,0,1.45,0,4.48,1.58,11.37,0,0,0,2.89,3.44,3.82,0,0,0,1.64,0,0,1.93,3.01,0,1.72,6.61,0,3.23,0,0,0,0,1.39,0,0,0,1.76,2.62,0,1.81,3.57,0,0,0,0,1.63
2017-06-01,0,0,0,0,1.45,0,4.48,1.58,11.37,0,0,0,2.89,3.44,3.82,0,0,0,1.64,0,0,1.93,3.01,0,1.72,6.61,0,3.23,0,0,0,0,1.39,0,0,0,1.76,2.62,0,1.81,3.57,0,0,0,0,1.63
2017-07-01,0,0,0,0,1.53,0,4.47,1.6,11.47,0,0,0,2.74,3.55,3.33,0,0,0,1.58,0,0,2.1,3,0,1.58,7.42,0,3.31,0,0,0,0,1.37,0,0,0,1.76,2.59,0,1.92,3.28,0,1.27,0,0,0
2017-08-01,0,0,0,0,1.53,0,4.47,1.6,11.47,0,0,0,2.74,3.55,3.33,0,0,0,1.58,0,0,2.1,3,0,1.58,7.42,0,3.31,0,0,0,0,1.37,0,0,0,1.76,2.59,0,1.92,3.28,0,1.27,0,0,0
2017-09-01,0,0,0,0,1.53,0,4.47,1.6,11.47,0,0,0,2.74,3.55,3.33,0,0,0,1.58,0,0,2.1,3,0,1.58,7.42,0,3.31,0,0,0,0,1.37,0,0,0,1.76,2.59,0,1.92,3.28,0,1.27,0,0,0
2017-10-01,0,0,0,0,1.77,0,4.47,1.75,11.77,0,0,0,3.24,3.72,3.45,0,0,0,1.49,0,0,2.17,3.29,0,1.61,5.95,0,3.87,0,0,0,0,1.37,0,0,0,1.6,2.76,0,1.97,2.93,0,1.24,0,0,0
2017-11-01,0,0,0,0,1.77,0,4.47,1.75,11.77,0,0,0,3.24,3.72,3.45,0,0,0,1.49,0,0,2.17,3.29,0,1.61,5.95,0,3.87,0,0,0,0,1.37,0,0,0,1.6,2.76,0,1.97,2.93,0,1.24,0,0,0
2017-12-01,0,0,0,0,1.77,0,4.47,1.75,11.77,0,0,0,3.24,3.72,3.45,0,0,0,1.49,0,0,2.17,3.29,0,1.61,5.95,0,3.87,0,0,0,0,1.37,0,0,0,1.6,2.76,0,1.97,2.93,0,1.24,0,0,0
2018-01-01,0,0,1.21,0,2.33,0,4.11,1.93,11.96,0,0,0,3.23,3.47,3.33,0,0,0,1.63,0,0,2.28,3.12,0,1.49,5.78,0,3.9,0,0,0,0,1.44,0,0,0,1.61,2.7,0,2.09,2.66,0,0,0,0,0
2018-02-01,0,0,1.21,0,2.33,0,4.11,1.93,11.96,0,0,0,3.23,3.47,3.33,0,0,0,1.63,0,0,2.28,3.12,0,1.49,5.78,0,3.9,0,0,0,0,1.44,0,0,0,1.61,2.7,0,2.09,2.66,0,0,0,0,0
2018-03-01,0,0,1.21,0,2.33,0,4.11,1.93,11.96,0,0,0,3.23,3.47,3.33,0,0,0,1.63,0,0,2.28,3.12,0,1.49,5.78,0,3.9,0,0,0,0,1.44,0,0,0,1.61,2.7,0,2.09,2.66,0,0,0,0,0
2018-04-01,0,0,0,1.31,2.73,0,4.18,1.76,10.86,0,0,0,2.81,3.57,3.4,0,0,0,1.32,0,0,2.5,3.29,0,1.36,6.57,0,3.52,0,0,0,0,1.45,0,0,0,1.55,2.99,0,2.24,2.37,0,0,0,0,0
2018-05-01,0,0,0,1.31,2.73,0,4.18,1.76,10.86,0,0,0,2.81,3.57,3.4,0,0,0,1.32,0,0,2.5,3.29,0,1.36,6.57,0,3.52,0,0,0,0,1.45,0,0,0,1.55,2.99,0,2.24,2.37,0,0,0,0,0
2018-06-01,0,0,0,1.31,2.73,0,4.18,1.76,10.86,0,0,0,2.81,3.57,3.4,0,0,0,1.32,0,0,2.5,3.29,0,1.36,6.57,0,3.52,0,0,0,0,1.45,0,0,0,1.55,2.99,0,2.24,2.37,0,0,0,0,0
2018-07-01,0,0,0,1.35,3.02,0,4.25,1.55,11.39,0,0,0,2.78,3.22,3.55,0,0,0,1.34,0,0,2.55,3.21,0,1.42,6.19,0,3.41,0,0,0,0,1.59,0,0,0,1.42,2.97,0,2.34,2.64,0,0,0,0,0
2018-08-01,0,0,0,1.35,3.02,0,4.25,1.55,11.39,0,0,0,2.78,3.22,3.55,0,0,0,1.34,0,0,2.55,3.21,0,1.42,6.19,0,3.41,0,0,0,0,1.59,0,0,0,1.42,2.97,0,2.34,2.64,0,0,0,0,0
2018-09-01,0,0,0,1.35,3.02,0,4.25,1.55,11.39,0,0,0,2.78,3.22,3.55,0,0,0,1.34,0,0,2.55,3.21,0,1.42,6.19,0,3.41,0,0,0,0,1.59,0,0,0,1.42,2.97,0,2.34,2.64,0,0,0,0,0
2018-10-01,0,0,0,1.33,2.58,0,4.16,1.47,12.33,0,0,0,3.12,3.66,3.77,0,0,0,1.16,0,0,2.53,3.02,0,1.51,5.89,0,3.18,0,0,0,0,1.58,0,0,0,1.53,2.85,0,2.33,2.8,0,0,0,0,0
2018-11-01,0,0,0,1.33,2.58,0,4.16,1.47,12.33,0,0,0,3.12,3.66,3.77,0,0,0,1.16,0,0,2.53,3.02,0,1.51,5.89,0,3.18,0,0,0,0,1.58,0,0,0,1.53,2.85,0,2.33,2.8,0,0,0,0,0
2018-12-01,0,0,0,1.33,2.58,0,4.16,1.47,12.33,0,0,0,3.12,3.66,3.77,0,0,0,1.16,0,0,2.53,3.02,0,1.51,5.89,0,3.18,0,0,0,0,1.58,0,0,0,1.53,2.85,0,2.33,2.8,0,0,0,0,0
2019-01-01,0,1.33,0,1.42,2.78,0,4.49,1.48,10.65,0,0,0,2.69,3.7,3.36,0,0,0,0,0,0,2.68,2.96,0,1.43,5.75,0,3.22,0,0,0,0,1.44,0,0,0,1.48,2.48,0,2.44,2.28,0,0,0,0,0
2019-02-01,0,1.33,0,1.42,2.78,0,4.49,1.48,10.65,0,0,0,2.69,3.7,3.36,0,0,0,0,0,0,2.68,2.96,0,1.43,5.75,0,3.22,0,0,0,0,1.44,0,0,0,1.48,2.48,0,2.44,2.28,0,0,0,0,0
2019-03-01,0,1.33,0,1.42,2.78,0,4.49,1.48,10.65,0,0,0,2.69,3.7,3.36,0,0,0,0,0,0,2.68,2.96,0,1.43,5.75,0,3.22,0,0,0,0,1.44,0,0,0,1.48,2.48,0,2.44,2.28,0,0,0,0,0
2019-04-01,0,1.41,0,1.35,2.76,0,4.24,1.54,10.37,0,0,0,2.57,3.58,3.92,0,0,0,0,0,2.15,0,2.94,0,1.31,6.57,0,3.37,0,0,0,0,1.58,0,0,0,1.46,2.25,0,2.51,1.81,0,0,0,0,0
2019-05-01,0,1.41,0,1.35,2.76,0,4.24,1.54,10.37,0,0,0,2.57,3.58,3.92,0,0,0,0,0,2.15,0,2.94,0,1.31,6.57,0,3.37,0,0,0,0,1.58,0,0,0,1.46,2.25,0,2.51,1.81,0,0,0,0,0
2019-06-01,0,1.41,0,1.35,2.76,0,4.24,1.54,10.37,0,0,0,2.57,3.58,3.92,0,0,0,0,0,2.15,0,2.94,0,1.31,6.57,0,3.37,0,0,0,0,1.58,0,0,0,1.46,2.25,0,2.51,1.81,0,0,0,0,0
2019-07-01,0,1.42,0,1.29,2.55,0,4.64,1.46,9.95,0,0,0,2.56,3.33,3.63,0,0,0,0,0,2.45,0,3.23,0,0,6.53,0,2.96,0,0,0,0,1.68,0,0,1.37,1.39,1.97,0,2.47,1.8,0,0,0,0,0
2019-08-01,0,1.42,0,1.29,2.55,0,4.64,1.46,9.95,0,0,0,2.56,3.33,3.63,0,0,0,0,0,2.45,0,3.23,0,0,6.53,0,2.96,0,0,0,0,1.68,0,0,1.37,1.39,1.97,0,2.47,1.8,0,0,0,0,0
2019-09-01,0,1.42,0,1.29,2.55,0,4.64,1.46,9.95,0,0,0,2.56,3.33,3.63,0,0,0,0,0,2.45,0,3.23,0,0,6.53,0,2.96,0,0,0,0,1.68,0,0,1.37,1.39,1.97,0,2.47,1.8,0,0,0,0,0
2019-10-01,0,1.41,0,1.26,2.51,0,4.65,1.54,10.01,0,0,0,2.42,3.16,3.72,0,0,0,0,0,2.52,0,2.79,0,1.24,5.98,0,3.33,0,0,0,0,1.5,0,0,1.27,0,2.44,0,2.49,1.68,0,0,0,0,0
2019-11-01,0,1.41,0,1.26,2.51,0,4.65,1.54,10.01,0,0,0,2.42,3.16,3.72,0,0,0,0,0,2.52,0,2.79,0,1.24,5.98,0,3.33,0,0,0,0,1.5,0,0,1.27,0,2.44,0,2.49,1.68,0,0,0,0,0
2019-12-01,0,1.41,0,1.26,2.51,0,4.65,1.54,10.01,0,0,0,2.42,3.16,3.72,0,0,0,0,0,2.52,0,2.79,0,1.24,5.98,0,3.33,0,0,0,0,1.5,0,0,1.27,0,2.44,0,2.49,1.68,0,0,0,0,0
2020-01-01,1.44,1.49,0,0,3.61,0,4.83,1.82,10.97,0,0,0,2.61,3.23,3.38,0,0,0,0,0,3.01,0,3.23,0,1.51,4.97,0,2.24,0,0,1.42,0,1.98,0,0,1.36,0,0,0,2.9,1.53,0,0,0,0,0
2020-02-01,1.44,1.49,0,0,3.61,0,4.83,1.82,10.97,0,0,0,2.61,3.23,3.38,0,0,0,0,0,3.01,0,3.23,0,1.51,4.97,0,2.24,0,0,1.42,0,1.98,0,0,1.36,0,0,0,2.9,1.53,0,0,0,0,0
2020-03-01,1.44,1.49,0,0,3.61,0,4.83,1.82,10.97,0,0,0,2.61,3.23,3.38,0,0,0,0,0,3.01,0,3.23,0,1.51,4.97,0,2.24,0,0,1.42,0,1.98,0,0,1.36,0,0,0,2.9,1.53,0,0,0,0,0
