"Date","AIG","AMGN","ANTM","APA","AXP","AZN","BAC","BHI","BK","BMY","C","CAH","CHTR","CI","CMCSA","COF","CSCO","CVX","DOW","EBAY","EMC","ESRX","FDX","FOXA","GE","GOOG","GS","GSK","HD","HPE","HPQ","JCI","JPM","LLY","MC","MCD","MCHP","MET","MRK","MSFT","NLOK","NVS","NWSA","OXY","PFE","RHHBY","RTX","S","SCHW","SLB","SNE","SNY","TRV","TWX","UNH","UNP","VOD","WB","WFC","WMT","XRX"
2013-06-01,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0,3.35,3.97,0,0,0,0,0,0,2.21,0,2.74,0,2.31,2.75,0,0,3.75,0,0,0,0,0,0,0,3.04,3.37,0,2.92,0,0,2.51,2.46,0,2.29,2.45,2.54,0,3.12,0,2.82,0,0,0,0,3.93,0,0
2013-07-01,0,0,0,0,0,0,2.2,0,2.13,0,0,0,0,0,3.38,4.07,0,0,0,0,0,0,2.63,0,2.65,0,2.27,2.59,0,0,2.98,0,0,0,0,0,0,0,2.92,3.51,0,2.97,0,0,2.42,2.52,0,0,2.36,3,0,2.87,0,3.01,0,0,0,0,3.75,0,0
2013-08-01,0,0,0,0,0,0,2.2,0,2.13,0,0,0,0,0,3.38,4.07,0,0,0,0,0,0,2.63,0,2.65,0,2.27,2.59,0,0,2.98,0,0,0,0,0,0,0,2.92,3.51,0,2.97,0,0,2.42,2.52,0,0,2.36,3,0,2.87,0,3.01,0,0,0,0,3.75,0,0
2013-09-01,0,0,0,0,0,0,2.2,0,2.13,0,0,0,0,0,3.38,4.07,0,0,0,0,0,0,2.63,0,2.65,0,2.27,2.59,0,0,2.98,0,0,0,0,0,0,0,2.92,3.51,0,2.97,0,0,2.42,2.52,0,0,2.36,3,0,2.87,0,3.01,0,0,0,0,3.75,0,0
2013-10-01,0,0,0,0,0,0,2.23,0,2.23,0,0,0,0,0,3.5,4.1,0,0,0,0,0,0,2.46,0,2.8,0,2.3,2.44,0,0,3.77,0,0,0,0,0,0,0,2.76,3.57,0,2.79,0,0,2.3,2.39,0,0,2.61,2.77,0,2.75,0,2.85,0,0,0,0,3.73,0,0
2013-11-01,0,0,0,0,0,0,2.23,0,2.23,0,0,0,0,0,3.5,4.1,0,0,0,0,0,0,2.46,0,2.8,0,2.3,2.44,0,0,3.77,0,0,0,0,0,0,0,2.76,3.57,0,2.79,0,0,2.3,2.39,0,0,2.61,2.77,0,2.75,0,2.85,0,0,0,0,3.73,0,0
2013-12-01,0,0,0,0,0,0,2.23,0,2.23,0,0,0,0,0,3.5,4.1,0,0,0,0,0,0,2.46,0,2.8,0,2.3,2.44,0,0,3.77,0,0,0,0,0,0,0,2.76,3.57,0,2.79,0,0,2.3,2.39,0,0,2.61,2.77,0,2.75,0,2.85,0,0,0,0,3.73,0,0
2014-01-01,0,0,0,0,0,0,2.4,0,2.45,0,0,0,0,0,3.06,4.04,0,0,0,0,0,0,2.23,0,2.5,0,2.09,2.4,0,0,4.28,0,0,0,0,0,0,0,2.51,3.84,0,2.89,0,0,2.32,2.51,0,0,2.69,2.89,0,2.63,0,2.58,0,0,0,0,4.01,0,0
2014-02-01,0,0,0,0,0,0,2.4,0,2.45,0,0,0,0,0,3.06,4.04,0,0,0,0,0,0,2.23,0,2.5,0,2.09,2.4,0,0,4.28,0,0,0,0,0,0,0,2.51,3.84,0,2.89,0,0,2.32,2.51,0,0,2.69,2.89,0,2.63,0,2.58,0,0,0,0,4.01,0,0
2014-03-01,0,0,0,0,0,0,2.4,0,2.45,0,0,0,0,0,3.06,4.04,0,0,0,0,0,0,2.23,0,2.5,0,2.09,2.4,0,0,4.28,0,0,0,0,0,0,0,2.51,3.84,0,2.89,0,0,2.32,2.51,0,0,2.69,2.89,0,2.63,0,2.58,0,0,0,0,4.01,0,0
2014-04-01,0,0,0,0,0,0,2.23,0,2.64,0,0,0,0,0,3.08,4.06,0,0,0,0,0,0,2.34,0,0,0,2.16,2.25,0,0,4.17,0,0,0,0,0,0,0,2.17,3.66,2.04,3.43,0,0,0,2.33,0,0,2.53,2.77,0,2.51,0,2.72,0,0,0,0,4.01,2.13,0
2014-05-01,0,0,0,0,0,0,2.23,0,2.64,0,0,0,0,0,3.08,4.06,0,0,0,0,0,0,2.34,0,0,0,2.16,2.25,0,0,4.17,0,0,0,0,0,0,0,2.17,3.66,2.04,3.43,0,0,0,2.33,0,0,2.53,2.77,0,2.51,0,2.72,0,0,0,0,4.01,2.13,0
2014-06-01,0,0,0,0,0,0,2.23,0,2.64,0,0,0,0,0,3.08,4.06,0,0,0,0,0,0,2.34,0,0,0,2.16,2.25,0,0,4.17,0,0,0,0,0,0,0,2.17,3.66,2.04,3.43,0,0,0,2.33,0,0,2.53,2.77,0,2.51,0,2.72,0,0,0,0,4.01,2.13,0
2014-07-01,0,0,0,0,0,0,2.6,0,2.7,0,0,0,0,0,3.06,3.99,0,0,0,2.16,0,0,2.46,0,0,0,2.37,0,0,0,4.22,0,0,0,0,0,0,0,2.16,4,2.08,3.53,0,0,0,2.75,0,0,2.82,2.42,0,2.64,0,2.89,0,0,0,0,3.95,2.42,0
2014-08-01,0,0,0,0,0,0,2.6,0,2.7,0,0,0,0,0,3.06,3.99,0,0,0,2.16,0,0,2.46,0,0,0,2.37,0,0,0,4.22,0,0,0,0,0,0,0,2.16,4,2.08,3.53,0,0,0,2.75,0,0,2.82,2.42,0,2.64,0,2.89,0,0,0,0,3.95,2.42,0
2014-09-01,0,0,0,0,0,0,2.6,0,2.7,0,0,0,0,0,3.06,3.99,0,0,0,2.16,0,0,2.46,0,0,0,2.37,0,0,0,4.22,0,0,0,0,0,0,0,2.16,4,2.08,3.53,0,0,0,2.75,0,0,2.82,2.42,0,2.64,0,2.89,0,0,0,0,3.95,2.42,0
2014-10-01,0,0,0,1.94,0,0,2.81,0,2.75,0,0,0,0,0,2.69,3.9,0,0,0,0,0,0,2.57,0,0,0,2.43,0,0,0,4.19,0,0,0,0,0,0,0,1.94,3.84,2.24,3.28,0,0,0,2.45,0,0,2.87,2.53,0,2.07,0,3.24,0,0,0,0,4.04,2.69,0
2014-11-01,0,0,0,1.94,0,0,2.81,0,2.75,0,0,0,0,0,2.69,3.9,0,0,0,0,0,0,2.57,0,0,0,2.43,0,0,0,4.19,0,0,0,0,0,0,0,1.94,3.84,2.24,3.28,0,0,0,2.45,0,0,2.87,2.53,0,2.07,0,3.24,0,0,0,0,4.04,2.69,0
2014-12-01,0,0,0,1.94,0,0,2.81,0,2.75,0,0,0,0,0,2.69,3.9,0,0,0,0,0,0,2.57,0,0,0,2.43,0,0,0,4.19,0,0,0,0,0,0,0,1.94,3.84,2.24,3.28,0,0,0,2.45,0,0,2.87,2.53,0,2.07,0,3.24,0,0,0,0,4.04,2.69,0
2015-01-01,0,0,0,0,0,0,2.49,0,2.75,0,0,0,0,0,2.61,3.81,0,0,0,0,0,2.1,2.2,0,0,0,2.35,0,0,0,3.69,0,0,0,0,0,0,0,0,3.45,2.06,3.52,0,0,0,2.5,0,0,2.97,2.7,0,2.26,0,3.23,1.98,0,0,0,4.01,2.62,0
2015-02-01,0,0,0,0,0,0,2.49,0,2.75,0,0,0,0,0,2.61,3.81,0,0,0,0,0,2.1,2.2,0,0,0,2.35,0,0,0,3.69,0,0,0,0,0,0,0,0,3.45,2.06,3.52,0,0,0,2.5,0,0,2.97,2.7,0,2.26,0,3.23,1.98,0,0,0,4.01,2.62,0
2015-03-01,0,0,0,0,0,0,2.49,0,2.75,0,0,0,0,0,2.61,3.81,0,0,0,0,0,2.1,2.2,0,0,0,2.35,0,0,0,3.69,0,0,0,0,0,0,0,0,3.45,2.06,3.52,0,0,0,2.5,0,0,2.97,2.7,0,2.26,0,3.23,1.98,0,0,0,4.01,2.62,0
2015-04-01,0,0,0,0,0,0,3.02,0,2.43,0,0,0,0,0,2.71,4.2,0,0,0,0,0,2.44,2.19,0,0,0,2.41,0,0,0,3.68,0,0,0,0,0,0,0,0,3.64,2.11,3.24,0,0,0,2.41,0,0,3.19,2.69,0,2.66,0,3.29,1.97,0,0,0,4.07,2.23,0
2015-05-01,0,0,0,0,0,0,3.02,0,2.43,0,0,0,0,0,2.71,4.2,0,0,0,0,0,2.44,2.19,0,0,0,2.41,0,0,0,3.68,0,0,0,0,0,0,0,0,3.64,2.11,3.24,0,0,0,2.41,0,0,3.19,2.69,0,2.66,0,3.29,1.97,0,0,0,4.07,2.23,0
2015-06-01,0,0,0,0,0,0,3.02,0,2.43,0,0,0,0,0,2.71,4.2,0,0,0,0,0,2.44,2.19,0,0,0,2.41,0,0,0,3.68,0,0,0,0,0,0,0,0,3.64,2.11,3.24,0,0,0,2.41,0,0,3.19,2.69,0,2.66,0,3.29,1.97,0,0,0,4.07,2.23,0
2015-07-01,0,0,0,0,0,0,3.33,2.01,2.51,0,0,0,0,0,2.83,4.1,0,0,0,0,2.32,2.53,0,0,0,2.16,2.2,0,0,0,4.01,0,0,0,0,0,0,0,0,3.71,0,3.28,0,0,0,2.19,0,0,3.15,2.66,0,2.85,0,2.89,0,0,0,0,4.22,2.29,0
2015-08-01,0,0,0,0,0,0,3.33,2.01,2.51,0,0,0,0,0,2.83,4.1,0,0,0,0,2.32,2.53,0,0,0,2.16,2.2,0,0,0,4.01,0,0,0,0,0,0,0,0,3.71,0,3.28,0,0,0,2.19,0,0,3.15,2.66,0,2.85,0,2.89,0,0,0,0,4.22,2.29,0
2015-09-01,0,0,0,0,0,0,3.33,2.01,2.51,0,0,0,0,0,2.83,4.1,0,0,0,0,2.32,2.53,0,0,0,2.16,2.2,0,0,0,4.01,0,0,0,0,0,0,0,0,3.71,0,3.28,0,0,0,2.19,0,0,3.15,2.66,0,2.85,0,2.89,0,0,0,0,4.22,2.29,0
2015-10-01,0,0,0,0,0,0,3.47,0,2.44,0,0,0,0,2.2,2.7,4.01,0,0,0,0,2.77,2.41,0,0,0,2.6,2.25,0,0,2.58,0,0,0,0,0,0,0,0,0,4.07,0,3.02,0,0,0,2.22,0,0,3.8,2.71,0,2.52,0,2.68,0,0,0,0,4.25,2.13,0
2015-11-01,0,0,0,0,0,0,3.47,0,2.44,0,0,0,0,2.2,2.7,4.01,0,0,0,0,2.77,2.41,0,0,0,2.6,2.25,0,0,2.58,0,0,0,0,0,0,0,0,0,4.07,0,3.02,0,0,0,2.22,0,0,3.8,2.71,0,2.52,0,2.68,0,0,0,0,4.25,2.13,0
2015-12-01,0,0,0,0,0,0,3.47,0,2.44,0,0,0,0,2.2,2.7,4.01,0,0,0,0,2.77,2.41,0,0,0,2.6,2.25,0,0,2.58,0,0,0,0,0,0,0,0,0,4.07,0,3.02,0,0,0,2.22,0,0,3.8,2.71,0,2.52,0,2.68,0,0,0,0,4.25,2.13,0
2016-01-01,0,0,0,0,0,0,3.24,0,2.19,0,0,0,0,2.07,2.94,3.87,2.15,0,0,0,2.82,0,2.19,0,0,2.54,2.46,0,0,3.19,0,0,0,0,0,0,0,0,0,3.22,0,2.58,0,0,0,0,0,0,3.25,2.8,0,2.57,0,3.02,0,0,0,0,3.69,2.37,0
2016-02-01,0,0,0,0,0,0,3.24,0,2.19,0,0,0,0,2.07,2.94,3.87,2.15,0,0,0,2.82,0,2.19,0,0,2.54,2.46,0,0,3.19,0,0,0,0,0,0,0,0,0,3.22,0,2.58,0,0,0,0,0,0,3.25,2.8,0,2.57,0,3.02,0,0,0,0,3.69,2.37,0
2016-03-01,0,0,0,0,0,0,3.24,0,2.19,0,0,0,0,2.07,2.94,3.87,2.15,0,0,0,2.82,0,2.19,0,0,2.54,2.46,0,0,3.19,0,0,0,0,0,0,0,0,0,3.22,0,2.58,0,0,0,0,0,0,3.25,2.8,0,2.57,0,3.02,0,0,0,0,3.69,2.37,0
2016-04-01,0,0,0,0,0,0,3.25,0,2.44,0,0,0,2.93,2.17,3.09,3.56,2.15,0,0,0,2.35,0,0,0,0,2.35,2.52,0,0,3.25,0,0,0,0,0,0,0,0,0,2.92,0,2.97,0,0,0,0,0,0,2.95,2.52,0,2.77,0,3.05,2.19,0,0,0,3.61,2.31,0
2016-05-01,0,0,0,0,0,0,3.25,0,2.44,0,0,0,2.93,2.17,3.09,3.56,2.15,0,0,0,2.35,0,0,0,0,2.35,2.52,0,0,3.25,0,0,0,0,0,0,0,0,0,2.92,0,2.97,0,0,0,0,0,0,2.95,2.52,0,2.77,0,3.05,2.19,0,0,0,3.61,2.31,0
2016-06-01,0,0,0,0,0,0,3.25,0,2.44,0,0,0,2.93,2.17,3.09,3.56,2.15,0,0,0,2.35,0,0,0,0,2.35,2.52,0,0,3.25,0,0,0,0,0,0,0,0,0,2.92,0,2.97,0,0,0,0,0,0,2.95,2.52,0,2.77,0,3.05,2.19,0,0,0,3.61,2.31,0
2016-07-01,0,0,0,0,0,0,3.82,0,2.44,0,0,0,3.09,0,2.89,3.84,2.2,0,0,0,0,0,2.22,0,0,2.47,2.68,0,0,3.82,2.33,0,2.16,0,0,0,0,2.11,0,2.69,0,2.66,0,0,0,0,0,0,3.51,2.24,0,2.59,0,3.1,0,0,0,0,3.22,0,0
2016-08-01,0,0,0,0,0,0,3.82,0,2.44,0,0,0,3.09,0,2.89,3.84,2.2,0,0,0,0,0,2.22,0,0,2.47,2.68,0,0,3.82,2.33,0,2.16,0,0,0,0,2.11,0,2.69,0,2.66,0,0,0,0,0,0,3.51,2.24,0,2.59,0,3.1,0,0,0,0,3.22,0,0
2016-09-01,0,0,0,0,0,0,3.82,0,2.44,0,0,0,3.09,0,2.89,3.84,2.2,0,0,0,0,0,2.22,0,0,2.47,2.68,0,0,3.82,2.33,0,2.16,0,0,0,0,2.11,0,2.69,0,2.66,0,0,0,0,0,0,3.51,2.24,0,2.59,0,3.1,0,0,0,0,3.22,0,0
2016-10-01,0,0,0,0,2.13,0,4.11,0,2.36,0,0,0,2.93,0,2.6,3.96,0,0,0,0,0,0,2.13,1.94,0,2.28,3.41,0,0,3.61,0,0,2.42,0,0,0,0,2.38,0,2.61,0,2.48,0,0,0,0,0,0,3.88,2.18,0,2.98,0,3.19,0,0,0,0,3.98,0,0
2016-11-01,0,0,0,0,2.13,0,4.11,0,2.36,0,0,0,2.93,0,2.6,3.96,0,0,0,0,0,0,2.13,1.94,0,2.28,3.41,0,0,3.61,0,0,2.42,0,0,0,0,2.38,0,2.61,0,2.48,0,0,0,0,0,0,3.88,2.18,0,2.98,0,3.19,0,0,0,0,3.98,0,0
2016-12-01,0,0,0,0,2.13,0,4.11,0,2.36,0,0,0,2.93,0,2.6,3.96,0,0,0,0,0,0,2.13,1.94,0,2.28,3.41,0,0,3.61,0,0,2.42,0,0,0,0,2.38,0,2.61,0,2.48,0,0,0,0,0,0,3.88,2.18,0,2.98,0,3.19,0,0,0,0,3.98,0,0
2017-01-01,0,0,0,0,2.12,0,4.14,0,0,0,0,0,3.15,0,2.67,3.7,2.07,0,0,0,0,0,2.12,2.11,0,2.47,3.08,0,0,3.58,2.02,0,2.33,0,0,0,0,2.21,0,2.61,0,2.77,0,0,0,0,0,0,3.79,0,0,3.16,0,3.05,0,0,0,0,3.8,0,0
2017-02-01,0,0,0,0,2.12,0,4.14,0,0,0,0,0,3.15,0,2.67,3.7,2.07,0,0,0,0,0,2.12,2.11,0,2.47,3.08,0,0,3.58,2.02,0,2.33,0,0,0,0,2.21,0,2.61,0,2.77,0,0,0,0,0,0,3.79,0,0,3.16,0,3.05,0,0,0,0,3.8,0,0
2017-03-01,0,0,0,0,2.12,0,4.14,0,0,0,0,0,3.15,0,2.67,3.7,2.07,0,0,0,0,0,2.12,2.11,0,2.47,3.08,0,0,3.58,2.02,0,2.33,0,0,0,0,2.21,0,2.61,0,2.77,0,0,0,0,0,0,3.79,0,0,3.16,0,3.05,0,0,0,0,3.8,0,0
2017-04-01,0,0,0,0,2.22,0,3.86,0,2.14,0,0,0,3.1,2.16,2.72,3.48,0,0,0,0,0,2.11,2.33,0,0,2.71,2.93,0,0,2.66,0,0,2.38,0,0,0,0,2.26,0,2.65,0,3.07,0,0,0,0,0,0,3.93,0,0,3.05,0,2.93,0,0,0,0,3.72,0,0
2017-05-01,0,0,0,0,2.22,0,3.86,0,2.14,0,0,0,3.1,2.16,2.72,3.48,0,0,0,0,0,2.11,2.33,0,0,2.71,2.93,0,0,2.66,0,0,2.38,0,0,0,0,2.26,0,2.65,0,3.07,0,0,0,0,0,0,3.93,0,0,3.05,0,2.93,0,0,0,0,3.72,0,0
2017-06-01,0,0,0,0,2.22,0,3.86,0,2.14,0,0,0,3.1,2.16,2.72,3.48,0,0,0,0,0,2.11,2.33,0,0,2.71,2.93,0,0,2.66,0,0,2.38,0,0,0,0,2.26,0,2.65,0,3.07,0,0,0,0,0,0,3.93,0,0,3.05,0,2.93,0,0,0,0,3.72,0,0
2017-07-01,0,0,0,0,2.21,0,3.85,0,2.1,0,0,0,3.1,2.15,2.61,3.38,0,0,0,0,0,0,2.3,0,0,2.72,2.99,0,0,2.24,2.11,0,2.36,0,0,0,0,0,0,2.71,0,2.78,0,0,0,0,0,0,3.55,0,0,3.01,0,2.2,0,0,0,0,3.5,0,0
2017-08-01,0,0,0,0,2.21,0,3.85,0,2.1,0,0,0,3.1,2.15,2.61,3.38,0,0,0,0,0,0,2.3,0,0,2.72,2.99,0,0,2.24,2.11,0,2.36,0,0,0,0,0,0,2.71,0,2.78,0,0,0,0,0,0,3.55,0,0,3.01,0,2.2,0,0,0,0,3.5,0,0
2017-09-01,0,0,0,0,2.21,0,3.85,0,2.1,0,0,0,3.1,2.15,2.61,3.38,0,0,0,0,0,0,2.3,0,0,2.72,2.99,0,0,2.24,2.11,0,2.36,0,0,0,0,0,0,2.71,0,2.78,0,0,0,0,0,0,3.55,0,0,3.01,0,2.2,0,0,0,0,3.5,0,0
2017-10-01,0,0,0,0,2.33,0,3.74,0,2.15,0,0,0,2.72,0,3.25,3.82,2.03,0,0,0,0,2.18,2.31,2.09,0,2.84,2.58,0,0,2.1,0,0,2.54,0,0,0,0,0,0,2.92,0,2.61,0,0,0,0,0,0,3.96,0,0,2.5,0,0,0,0,0,0,3.79,0,0
2017-11-01,0,0,0,0,2.33,0,3.74,0,2.15,0,0,0,2.72,0,3.25,3.82,2.03,0,0,0,0,2.18,2.31,2.09,0,2.84,2.58,0,0,2.1,0,0,2.54,0,0,0,0,0,0,2.92,0,2.61,0,0,0,0,0,0,3.96,0,0,2.5,0,0,0,0,0,0,3.79,0,0
2017-12-01,0,0,0,0,2.33,0,3.74,0,2.15,0,0,0,2.72,0,3.25,3.82,2.03,0,0,0,0,2.18,2.31,2.09,0,2.84,2.58,0,0,2.1,0,0,2.54,0,0,0,0,0,0,2.92,0,2.61,0,0,0,0,0,0,3.96,0,0,2.5,0,0,0,0,0,0,3.79,0,0
2018-01-01,0,0,0,0,2.24,0,3.61,0,2.09,0,0,0,2.84,0,3.1,3.74,0,0,0,0,0,2.13,2.23,2.27,0,2.83,2.43,0,0,2.55,0,0,2.65,0,0,0,0,0,0,3.16,0,2.57,0,0,0,0,0,0,4.08,0,0,2.39,0,2.67,0,0,0,0,3.66,0,0
2018-02-01,0,0,0,0,2.24,0,3.61,0,2.09,0,0,0,2.84,0,3.1,3.74,0,0,0,0,0,2.13,2.23,2.27,0,2.83,2.43,0,0,2.55,0,0,2.65,0,0,0,0,0,0,3.16,0,2.57,0,0,0,0,0,0,4.08,0,0,2.39,0,2.67,0,0,0,0,3.66,0,0
2018-03-01,0,0,0,0,2.24,0,3.61,0,2.09,0,0,0,2.84,0,3.1,3.74,0,0,0,0,0,2.13,2.23,2.27,0,2.83,2.43,0,0,2.55,0,0,2.65,0,0,0,0,0,0,3.16,0,2.57,0,0,0,0,0,0,4.08,0,0,2.39,0,2.67,0,0,0,0,3.66,0,0
2018-04-01,0,0,0,0,2.33,0,3.27,0,2.13,0,0,0,3.07,0,3.85,3.56,0,0,0,0,0,2.85,2.07,3.06,0,3.05,2.14,0,0,0,0,0,2.46,2.05,0,0,0,1.92,0,3.32,0,2.38,0,0,0,0,0,0,3.52,0,0,2.35,0,0,0,0,0,0,3.99,0,0
2018-05-01,0,0,0,0,2.33,0,3.27,0,2.13,0,0,0,3.07,0,3.85,3.56,0,0,0,0,0,2.85,2.07,3.06,0,3.05,2.14,0,0,0,0,0,2.46,2.05,0,0,0,1.92,0,3.32,0,2.38,0,0,0,0,0,0,3.52,0,0,2.35,0,0,0,0,0,0,3.99,0,0
2018-06-01,0,0,0,0,2.33,0,3.27,0,2.13,0,0,0,3.07,0,3.85,3.56,0,0,0,0,0,2.85,2.07,3.06,0,3.05,2.14,0,0,0,0,0,2.46,2.05,0,0,0,1.92,0,3.32,0,2.38,0,0,0,0,0,0,3.52,0,0,2.35,0,0,0,0,0,0,3.99,0,0
2018-07-01,0,0,0,0,2.39,0,2.81,0,1.9,0,0,0,3.23,0,3.93,3.06,0,0,0,0,0,3.2,2.5,0,0,3.04,1.93,0,0,1.88,0,0,2.52,2.04,0,0,0,1.95,0,3.52,0,2.6,0,0,0,0,0,0,3.2,0,0,2.48,0,0,0,0,0,0,3.58,0,0
2018-08-01,0,0,0,0,2.39,0,2.81,0,1.9,0,0,0,3.23,0,3.93,3.06,0,0,0,0,0,3.2,2.5,0,0,3.04,1.93,0,0,1.88,0,0,2.52,2.04,0,0,0,1.95,0,3.52,0,2.6,0,0,0,0,0,0,3.2,0,0,2.48,0,0,0,0,0,0,3.58,0,0
2018-09-01,0,0,0,0,2.39,0,2.81,0,1.9,0,0,0,3.23,0,3.93,3.06,0,0,0,0,0,3.2,2.5,0,0,3.04,1.93,0,0,1.88,0,0,2.52,2.04,0,0,0,1.95,0,3.52,0,2.6,0,0,0,0,0,0,3.2,0,0,2.48,0,0,0,0,0,0,3.58,0,0
2018-10-01,0,0,0,0,2.57,2.05,2.83,0,2.45,2.22,0,0,3.31,2.54,4.31,2.83,0,0,0,0,0,0,2.58,0,0,3.07,0,0,0,0,0,2.08,2.63,0,0,0,0,2.06,0,3.23,0,2.73,0,0,0,2.17,0,0,3.27,0,0,2.9,0,0,0,0,0,0,3.79,0,0
2018-11-01,0,0,0,0,2.57,2.05,2.83,0,2.45,2.22,0,0,3.31,2.54,4.31,2.83,0,0,0,0,0,0,2.58,0,0,3.07,0,0,0,0,0,2.08,2.63,0,0,0,0,2.06,0,3.23,0,2.73,0,0,0,2.17,0,0,3.27,0,0,2.9,0,0,0,0,0,0,3.79,0,0
2018-12-01,0,0,0,0,2.57,2.05,2.83,0,2.45,2.22,0,0,3.31,2.54,4.31,2.83,0,0,0,0,0,0,2.58,0,0,3.07,0,0,0,0,0,2.08,2.63,0,0,0,0,2.06,0,3.23,0,2.73,0,0,0,2.17,0,0,3.27,0,0,2.9,0,0,0,0,0,0,3.79,0,0
2019-01-01,0,0,0,0,2.4,1.95,2.84,0,2.35,0,0,0,3.6,1.92,4.49,3.07,0,0,0,0,0,0,3.13,0,0,3.11,1.99,1.98,0,0,0,2.44,2.44,0,0,0,0,0,0,3.36,0,2.73,0,0,0,2.11,0,0,3.01,0,0,2.64,0,0,0,0,0,0,3.61,0,0
2019-02-01,0,0,0,0,2.4,1.95,2.84,0,2.35,0,0,0,3.6,1.92,4.49,3.07,0,0,0,0,0,0,3.13,0,0,3.11,1.99,1.98,0,0,0,2.44,2.44,0,0,0,0,0,0,3.36,0,2.73,0,0,0,2.11,0,0,3.01,0,0,2.64,0,0,0,0,0,0,3.61,0,0
2019-03-01,0,0,0,0,2.4,1.95,2.84,0,2.35,0,0,0,3.6,1.92,4.49,3.07,0,0,0,0,0,0,3.13,0,0,3.11,1.99,1.98,0,0,0,2.44,2.44,0,0,0,0,0,0,3.36,0,2.73,0,0,0,2.11,0,0,3.01,0,0,2.64,0,0,0,0,0,0,3.61,0,0
2019-04-01,0,0,0,0,2.15,0,2.92,0,0,0,0,0,3.98,2.3,3.46,3.33,0,0,0,0,0,0,3.24,0,0,2.85,2.08,0,0,0,2.24,2.64,2.64,0,0,0,0,2.18,0,3.72,0,2.3,0,2.4,0,2.1,0,0,3.04,0,0,2.53,0,0,0,0,0,0,3.55,0,0
2019-05-01,0,0,0,0,2.15,0,2.92,0,0,0,0,0,3.98,2.3,3.46,3.33,0,0,0,0,0,0,3.24,0,0,2.85,2.08,0,0,0,2.24,2.64,2.64,0,0,0,0,2.18,0,3.72,0,2.3,0,2.4,0,2.1,0,0,3.04,0,0,2.53,0,0,0,0,0,0,3.55,0,0
2019-06-01,0,0,0,0,2.15,0,2.92,0,0,0,0,0,3.98,2.3,3.46,3.33,0,0,0,0,0,0,3.24,0,0,2.85,2.08,0,0,0,2.24,2.64,2.64,0,0,0,0,2.18,0,3.72,0,2.3,0,2.4,0,2.1,0,0,3.04,0,0,2.53,0,0,0,0,0,0,3.55,0,0
2019-07-01,0,0,0,0,0,2.14,2.99,0,0,2.28,0,0,3.12,2.35,3.33,3.45,0,0,0,0,0,0,2.97,0,0,3.27,2.17,0,0,0,0,2.85,2.35,0,0,0,0,0,0,3.15,0,2.23,0,3.45,0,2.23,2.12,0,3.52,0,0,2.76,0,0,0,0,0,0,3.87,0,0
2019-08-01,0,0,0,0,0,2.14,2.99,0,0,2.28,0,0,3.12,2.35,3.33,3.45,0,0,0,0,0,0,2.97,0,0,3.27,2.17,0,0,0,0,2.85,2.35,0,0,0,0,0,0,3.15,0,2.23,0,3.45,0,2.23,2.12,0,3.52,0,0,2.76,0,0,0,0,0,0,3.87,0,0
2019-09-01,0,0,0,0,0,2.14,2.99,0,0,2.28,0,0,3.12,2.35,3.33,3.45,0,0,0,0,0,0,2.97,0,0,3.27,2.17,0,0,0,0,2.85,2.35,0,0,0,0,0,0,3.15,0,2.23,0,3.45,0,2.23,2.12,0,3.52,0,0,2.76,0,0,0,0,0,0,3.87,0,0
2019-10-01,0,0,0,0,0,0,3.32,0,0,2.66,0,0,3.29,2.92,3.06,3.42,0,0,0,0,0,0,3.14,0,0,3.3,2.22,0,0,0,0,2.29,0,0,0,0,2.17,2.1,0,3.29,0,2.14,0,2.94,0,2.23,2.14,0,3.91,0,0,2.7,0,0,0,0,0,0,3.81,0,0
2019-11-01,0,0,0,0,0,0,3.32,0,0,2.66,0,0,3.29,2.92,3.06,3.42,0,0,0,0,0,0,3.14,0,0,3.3,2.22,0,0,0,0,2.29,0,0,0,0,2.17,2.1,0,3.29,0,2.14,0,2.94,0,2.23,2.14,0,3.91,0,0,2.7,0,0,0,0,0,0,3.81,0,0
2019-12-01,0,0,0,0,0,0,3.32,0,0,2.66,0,0,3.29,2.92,3.06,3.42,0,0,0,0,0,0,3.14,0,0,3.3,2.22,0,0,0,0,2.29,0,0,0,0,2.17,2.1,0,3.29,0,2.14,0,2.94,0,2.23,2.14,0,3.91,0,0,2.7,0,0,0,0,0,0,3.81,0,0
2020-01-01,0,0,0,0,0,0,3.46,0,0,2.3,0,0,2.71,3.09,3.19,2.61,0,0,0,0,0,0,3.71,0,0,3.85,2.38,0,0,0,3.2,2.32,0,0,0,0,2.31,2.32,0,3.57,0,2.32,0,0,0,0,2.12,0,4.09,0,0,2.61,0,0,2.42,0,0,0,3.11,0,0
2020-02-01,0,0,0,0,0,0,3.46,0,0,2.3,0,0,2.71,3.09,3.19,2.61,0,0,0,0,0,0,3.71,0,0,3.85,2.38,0,0,0,3.2,2.32,0,0,0,0,2.31,2.32,0,3.57,0,2.32,0,0,0,0,2.12,0,4.09,0,0,2.61,0,0,2.42,0,0,0,3.11,0,0
