"Date","ABG","ACM","ADNT","ADT","AGCO","ALK","ARRS","ASH","ATI","AVT","AXL","AXTA","BDC","BHI","BW","CAG","CAH","CBT","CCK","COMM","CPRI","CR","CSC","CSX","CTB","CW","DAN","DBD","DRC","EMN","FLEX","FLS","FMC","FTI","GDI","GEO","GPI","GPK","GRA","GT","HAR","HII","HPE","HPQ","HSC","HUN","IGT","IM","IP","IPGP","ITT","KEX","KFY","KMT","KS","MAS","MGA","MHK","MOS","MRC","MTW","MU","MWA","NAV","NCR","NOMD","NOV","NSC","NWSA","OI","OIS","OSK","PAY","RHI","RL","ROC","RRD","SCS","SEE","SJM","SPR","SPXC","TAM","TECD","TEN","TEX","TGI","TIF","TKR","TSLA","TW","VC","WCC","WRK","ZTO"
2012-11-01,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,1.84,0,0,1.16,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,12.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,7.44,0,0,0,0,19.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0
2012-12-01,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,1.84,0,0,1.16,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,12.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,7.44,0,0,0,0,19.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0
2013-01-01,0,0,0,0,1.49,0,0,17,0,0,0,0,0,8.32,0,0,1.76,0,1.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,21.34,14.01,0,0,0,0,15.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0
2013-02-01,0,0,0,0,1.49,0,0,17,0,0,0,0,0,8.32,0,0,1.76,0,1.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,21.34,14.01,0,0,0,0,15.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0
2013-03-01,0,0,0,0,1.49,0,0,17,0,0,0,0,0,8.32,0,0,1.76,0,1.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,21.34,14.01,0,0,0,0,15.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0
2013-04-01,0,0,0,0,1.58,0,0,12.45,0,0,0,0,0,18.48,0,0,1.02,0,1.11,0,0,0,0,0,0,1.51,0.72,0,1.44,0,0,0,0,0,0,0,0,0,0,1.45,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.04,13.81,0,0,0,0,13.12,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0
2013-05-01,0,0,0,0,1.58,0,0,12.45,0,0,0,0,0,18.48,0,0,1.02,0,1.11,0,0,0,0,0,0,1.51,0.72,0,1.44,0,0,0,0,0,0,0,0,0,0,1.45,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.04,13.81,0,0,0,0,13.12,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0
2013-06-01,0,0,0,0,1.58,0,0,12.45,0,0,0,0,0,18.48,0,0,1.02,0,1.11,0,0,0,0,0,0,1.51,0.72,0,1.44,0,0,0,0,0,0,0,0,0,0,1.45,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.04,13.81,0,0,0,0,13.12,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0
2013-07-01,0,0,0,0,1.73,0,0,12.48,0,0,0,0,0,19.59,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,14.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.7,0,0,0,0,0,0,0,0,0.84,17.97,18.4,0,0,0,0,6.83,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0
2013-08-01,0,0,0,0,1.73,0,0,12.48,0,0,0,0,0,19.59,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,14.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.7,0,0,0,0,0,0,0,0,0.84,17.97,18.4,0,0,0,0,6.83,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0
2013-09-01,0,0,0,0,1.73,0,0,12.48,0,0,0,0,0,19.59,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,14.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.7,0,0,0,0,0,0,0,0,0.84,17.97,18.4,0,0,0,0,6.83,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0
2013-10-01,0,0,0,0,1.38,0,0,5.76,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,1.88,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0.85,18.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,1.21,0,0,0,0,0,0,0,0
2013-11-01,0,0,0,0,1.38,0,0,5.76,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,1.88,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0.85,18.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,1.21,0,0,0,0,0,0,0,0
2013-12-01,0,0,0,0,1.38,0,0,5.76,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,1.88,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0.85,18.6,15.2,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,1.21,0,0,0,0,0,0,0,0
2014-01-01,0,0,0,0,0,0,0,0,0,0,0.7,0,0,19.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,18.54,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,16.37,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,9.44,0,0,0,0,0,0,0,0
2014-02-01,0,0,0,0,0,0,0,0,0,0,0.7,0,0,19.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,18.54,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,16.37,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,9.44,0,0,0,0,0,0,0,0
2014-03-01,0,0,0,0,0,0,0,0,0,0,0.7,0,0,19.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,18.54,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.32,16.37,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,9.44,0,0,0,0,0,0,0,0
2014-04-01,0,0,0,0,0,0,0,0,0,0,1.42,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,15.85,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.21,8.89,0,0,0,0,0,0.77,0,0,0,0,0,1.09,0,0,0.95,15.92,0,0,0,0,0,0,0,0
2014-05-01,0,0,0,0,0,0,0,0,0,0,1.42,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,15.85,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.21,8.89,0,0,0,0,0,0.77,0,0,0,0,0,1.09,0,0,0.95,15.92,0,0,0,0,0,0,0,0
2014-06-01,0,0,0,0,0,0,0,0,0,0,1.42,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,15.85,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.21,8.89,0,0,0,0,0,0.77,0,0,0,0,0,1.09,0,0,0.95,15.92,0,0,0,0,0,0,0,0
2014-07-01,0,0,0,0,0,0,0,0,0,0,1.29,0,0,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,14.37,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12,9.7,0,0,0,0,0,1.1,0,0,0,0,0,1.19,0,0,2.07,16.28,0,0,0,0,0,0,0,0
2014-08-01,0,0,0,0,0,0,0,0,0,0,1.29,0,0,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,14.37,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12,9.7,0,0,0,0,0,1.1,0,0,0,0,0,1.19,0,0,2.07,16.28,0,0,0,0,0,0,0,0
2014-09-01,0,0,0,0,0,0,0,0,0,0,1.29,0,0,14.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,14.37,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12,9.7,0,0,0,0,0,1.1,0,0,0,0,0,1.19,0,0,2.07,16.28,0,0,0,0,0,0,0,0
2014-10-01,0,0,0,0,0,1.21,0,0,0,0,1.56,0,0,17.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,2.01,17.66,0,0,0,1.06,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,15.98,0,0,0,0,0,0,0,0
2014-11-01,0,0,0,0,0,1.21,0,0,0,0,1.56,0,0,17.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,2.01,17.66,0,0,0,1.06,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,15.98,0,0,0,0,0,0,0,0
2014-12-01,0,0,0,0,0,1.21,0,0,0,0,1.56,0,0,17.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,2.01,17.66,0,0,0,1.06,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.86,9.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,15.98,0,0,0,0,0,0,0,0
2015-01-01,0,1.03,0,0,0,1.41,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37,0,0,0,0,0,0,7.74,0,0,0,0,1.22,0,0,4.06,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,22.02,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,21.12,0,0.97,0,0,0,5.24,0,0
2015-02-01,0,1.03,0,0,0,1.41,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37,0,0,0,0,0,0,7.74,0,0,0,0,1.22,0,0,4.06,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,22.02,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,21.12,0,0.97,0,0,0,5.24,0,0
2015-03-01,0,1.03,0,0,0,1.41,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.37,0,0,0,0,0,0,7.74,0,0,0,0,1.22,0,0,4.06,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,22.02,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,21.12,0,0.97,0,0,0,5.24,0,0
2015-04-01,0,1.06,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,0,0,0,0,0,0,15.47,0,0,0,0,0,0,0,8.71,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,20.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,19.34,0,0,0,0,0,10.69,0,0
2015-05-01,0,1.06,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,0,0,0,0,0,0,15.47,0,0,0,0,0,0,0,8.71,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,20.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,19.34,0,0,0,0,0,10.69,0,0
2015-06-01,0,1.06,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.07,0,0,0,0,0,0,15.47,0,0,0,0,0,0,0,8.71,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,20.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,19.34,0,0,0,0,0,10.69,0,0
2015-07-01,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,1.05,0,1.16,0,0,0,0,0,0,0.42,0,17.24,0,0,0,0,0,0,15.77,0,0.91,0,0,0,0,0,10.78,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.18,0,21.14,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.03,0,0,0,0,0,9.23,0,0
2015-08-01,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,1.05,0,1.16,0,0,0,0,0,0,0.42,0,17.24,0,0,0,0,0,0,15.77,0,0.91,0,0,0,0,0,10.78,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.18,0,21.14,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.03,0,0,0,0,0,9.23,0,0
2015-09-01,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,1.05,0,1.16,0,0,0,0,0,0,0.42,0,17.24,0,0,0,0,0,0,15.77,0,0.91,0,0,0,0,0,10.78,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.18,0,21.14,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.03,0,0,0,0,0,9.23,0,0
2015-10-01,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0.81,0,0.81,0,0,0,0,0,11.93,0,0,13.96,0,0,0,0,0,0,16.93,0,0,0,1.21,0,0,0,14.18,0,0,0,0.57,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,20.96,0,1.34,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,12.19,0,0,0,0,0,0,0,0
2015-11-01,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0.81,0,0.81,0,0,0,0,0,11.93,0,0,13.96,0,0,0,0,0,0,16.93,0,0,0,1.21,0,0,0,14.18,0,0,0,0.57,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,20.96,0,1.34,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,12.19,0,0,0,0,0,0,0,0
2015-12-01,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0.81,0,0.81,0,0,0,0,0,11.93,0,0,13.96,0,0,0,0,0,0,16.93,0,0,0,1.21,0,0,0,14.18,0,0,0,0.57,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,20.96,0,1.34,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,12.19,0,0,0,0,0,0,0,0
2016-01-01,0,0,0,0,0,0,0,1.26,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,0,0,11.88,0,0,0,0,0,0,14.22,6.82,0,1.09,0,0,0,0,14.53,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,21.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.44,0,0,0,0,0,0,0,0
2016-02-01,0,0,0,0,0,0,0,1.26,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,0,0,11.88,0,0,0,0,0,0,14.22,6.82,0,1.09,0,0,0,0,14.53,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,21.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.44,0,0,0,0,0,0,0,0
2016-03-01,0,0,0,0,0,0,0,1.26,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,0,0,11.88,0,0,0,0,0,0,14.22,6.82,0,1.09,0,0,0,0,14.53,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,21.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.44,0,0,0,0,0,0,0,0
2016-04-01,0.83,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.1,0,0,0,0,12.59,0,0,0,0,0,0,0.36,0,0,14.47,19.67,0,0.73,0,0,0,0,5.85,0,0.38,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.16,0,0,0.79,1.24,0,0,0,0,0,0,1.32,0,0,0,0,0,13.26,0.98,0,0,0,0,0,0,0
2016-05-01,0.83,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.1,0,0,0,0,12.59,0,0,0,0,0,0,0.36,0,0,14.47,19.67,0,0.73,0,0,0,0,5.85,0,0.38,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.16,0,0,0.79,1.24,0,0,0,0,0,0,1.32,0,0,0,0,0,13.26,0.98,0,0,0,0,0,0,0
2016-06-01,0.83,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.1,0,0,0,0,12.59,0,0,0,0,0,0,0.36,0,0,14.47,19.67,0,0.73,0,0,0,0,5.85,0,0.38,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.16,0,0,0.79,1.24,0,0,0,0,0,0,1.32,0,0,0,0,0,13.26,0.98,0,0,0,0,0,0,0
2016-07-01,0.92,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.17,0,17.26,0,0,0,0,0,0,0,0,0,16.01,17.74,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,23.64,0,0,0.84,0.88,0,0,0,0,0,0,0.88,0,0,0,0,0,11.29,0,0,0,0,0,0,0,0
2016-08-01,0.92,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.17,0,17.26,0,0,0,0,0,0,0,0,0,16.01,17.74,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,23.64,0,0,0.84,0.88,0,0,0,0,0,0,0.88,0,0,0,0,0,11.29,0,0,0,0,0,0,0,0
2016-09-01,0.92,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.17,0,17.26,0,0,0,0,0,0,0,0,0,16.01,17.74,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,23.64,0,0,0.84,0.88,0,0,0,0,0,0,0.88,0,0,0,0,0,11.29,0,0,0,0,0,0,0,0
2016-10-01,1.05,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0.47,0,0,0,0,14.33,0,0,0.48,0,0.48,0,0,12.93,0,11.26,0,0,0,0,0,0,0,0,0,11.38,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.48,0.76,0,0,0,0,1.01,0,0,0,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0
2016-11-01,1.05,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0.47,0,0,0,0,14.33,0,0,0.48,0,0.48,0,0,12.93,0,11.26,0,0,0,0,0,0,0,0,0,11.38,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.48,0.76,0,0,0,0,1.01,0,0,0,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0
