Date,IRM
1996-02-01,2.943794
1996-02-02,2.966614
1996-02-05,2.920974
1996-02-06,2.920974
1996-02-07,2.920974
1996-02-08,2.920974
1996-02-09,2.920974
1996-02-12,2.920974
1996-02-13,2.920974
1996-02-14,2.920974
1996-02-15,2.920974
1996-02-16,2.875334
1996-02-20,2.647133
1996-02-21,2.647133
1996-02-22,2.647133
1996-02-23,2.692773
1996-02-26,2.7840529999999997
1996-02-27,2.875334
1996-02-28,2.829694
1996-02-29,2.898154
1996-03-01,2.920974
1996-03-04,2.875334
1996-03-05,2.875334
1996-03-06,2.738413
1996-03-07,2.7612330000000003
1996-03-08,2.601492
1996-03-11,2.647133
1996-03-12,2.738413
1996-03-13,2.738413
1996-03-14,2.647133
1996-03-15,2.647133
1996-03-18,2.647133
1996-03-19,2.7840529999999997
1996-03-20,2.647133
1996-03-21,2.692773
1996-03-22,2.601492
1996-03-25,2.510212
1996-03-26,2.510212
1996-03-27,2.601492
1996-03-28,2.647133
1996-03-29,2.7840529999999997
1996-04-01,2.829694
1996-04-02,2.829694
1996-04-03,2.829694
1996-04-04,2.829694
1996-04-08,2.7840529999999997
1996-04-09,2.715593
1996-04-10,2.647133
1996-04-11,2.738413
1996-04-12,2.692773
1996-04-15,2.669953
1996-04-16,2.738413
1996-04-17,2.647133
1996-04-18,2.647133
1996-04-19,2.715593
1996-04-22,2.738413
1996-04-23,2.647133
1996-04-24,2.738413
1996-04-25,2.738413
1996-04-26,2.647133
1996-04-29,2.692773
1996-04-30,3.0578950000000003
1996-05-01,2.920974
1996-05-02,2.920974
1996-05-03,3.012254
1996-05-06,3.0578950000000003
1996-05-07,2.920974
1996-05-08,3.0578950000000003
1996-05-09,2.966614
1996-05-10,3.103535
1996-05-13,3.149175
1996-05-14,3.0578950000000003
1996-05-15,3.194815
1996-05-16,3.103535
1996-05-17,3.080715
1996-05-20,3.149175
1996-05-21,3.149175
1996-05-22,3.194815
1996-05-23,3.194815
1996-05-24,3.4001959999999998
1996-05-28,3.3317360000000003
1996-05-29,3.4230160000000005
1996-05-30,3.3773760000000004
1996-05-31,3.4230160000000005
1996-06-03,3.3773760000000004
1996-06-04,3.4230160000000005
1996-06-05,3.3773760000000004
1996-06-06,3.4230160000000005
1996-06-07,3.3773760000000004
1996-06-10,3.468657
1996-06-11,3.468657
1996-06-12,3.468657
1996-06-13,3.3773760000000004
1996-06-14,3.4230160000000005
1996-06-17,3.468657
1996-06-18,3.3773760000000004
1996-06-19,3.3773760000000004
1996-06-20,3.514297
1996-06-21,3.651217
1996-06-24,3.559937
1996-06-25,3.605577
1996-06-26,3.514297
1996-06-27,3.651217
1996-06-28,3.8337779999999997
1996-07-01,3.9250589999999996
1996-07-02,3.9706989999999998
1996-07-03,4.313001
1996-07-05,4.1989
1996-07-08,4.290181
1996-07-09,4.518382
1996-07-10,4.427101
1996-07-11,4.449921
1996-07-12,4.381461
1996-07-15,4.358641
1996-07-16,4.381461
1996-07-17,4.24454
1996-07-18,4.381461
1996-07-19,4.381461
1996-07-22,4.313001
1996-07-23,4.381461
1996-07-24,4.16467
1996-07-25,4.24454
1996-07-26,4.24454
1996-07-29,4.24454
1996-07-30,4.24454
1996-07-31,4.24454
1996-08-01,4.1532599999999995
1996-08-02,4.24454
1996-08-05,4.1532599999999995
1996-08-06,4.1532599999999995
1996-08-07,4.24454
1996-08-08,4.290181
1996-08-09,4.1989
1996-08-12,4.2217199999999995
1996-08-13,4.1989
1996-08-14,4.290181
1996-08-15,4.24454
1996-08-16,4.290181
1996-08-19,4.381461
1996-08-20,4.358641
1996-08-21,4.290181
1996-08-22,4.290181
1996-08-23,4.358641
1996-08-26,4.290181
1996-08-27,4.290181
1996-08-28,4.427101
1996-08-29,4.335821
1996-08-30,4.427101
1996-09-03,4.290181
