Date,WHR
1974-01-09,12.25
1974-01-10,12.125
1974-01-11,11.875
1974-01-14,11.4375
1974-01-15,11.4375
1974-01-16,11.5
1974-01-17,11.9375
1974-01-18,11.625
1974-01-21,12.1875
1974-01-22,12.25
1974-01-23,12.125
1974-01-24,12.25
1974-01-25,12.25
1974-01-28,12.25
1974-01-29,12.0625
1974-01-30,12.0
1974-01-31,12.0
1974-02-01,12.0625
1974-02-04,12.25
1974-02-05,12.25
1974-02-06,12.125
1974-02-07,12.5
1974-02-08,12.3125
1974-02-11,12.5625
1974-02-12,12.875
1974-02-13,12.875
1974-02-14,12.875
1974-02-15,13.75
1974-02-19,13.875
1974-02-20,14.0625
1974-02-21,14.5
1974-02-22,14.125
1974-02-25,13.625
1974-02-26,13.375
1974-02-27,13.0
1974-02-28,13.0
1974-03-01,13.0
1974-03-04,12.8125
1974-03-05,13.1875
1974-03-06,13.0
1974-03-07,13.0
1974-03-08,13.0625
1974-03-11,13.0625
1974-03-12,13.25
1974-03-13,13.1875
1974-03-14,13.25
1974-03-15,13.5625
1974-03-18,13.5625
1974-03-19,13.75
1974-03-20,14.0
1974-03-21,14.25
1974-03-22,14.5625
1974-03-25,14.5
1974-03-26,14.25
1974-03-27,14.0
1974-03-28,14.0
1974-03-29,14.0
1974-04-01,13.875
1974-04-02,13.625
1974-04-03,13.875
1974-04-04,13.8125
1974-04-05,13.8125
1974-04-08,13.5
1974-04-09,13.1875
1974-04-10,13.1875
1974-04-11,12.75
1974-04-15,12.8125
1974-04-16,12.75
1974-04-17,13.1875
1974-04-18,13.1875
1974-04-19,13.4375
1974-04-22,13.375
1974-04-23,13.3125
1974-04-24,12.875
1974-04-25,12.625
1974-04-26,13.125
1974-04-29,13.25
1974-04-30,13.375
1974-05-01,14.4375
1974-05-02,14.0625
1974-05-03,13.875
1974-05-06,13.75
1974-05-07,13.75
1974-05-08,13.25
1974-05-09,13.25
1974-05-10,13.0
1974-05-13,13.0
1974-05-14,13.25
1974-05-15,13.0
1974-05-16,13.0
1974-05-17,12.75
1974-05-20,13.0
1974-05-21,12.875
1974-05-22,12.75
1974-05-23,12.75
1974-05-24,12.875
1974-05-28,12.625
1974-05-29,12.5625
1974-05-30,12.6875
1974-05-31,12.5
1974-06-03,12.5625
1974-06-04,13.5
1974-06-05,13.375
1974-06-06,13.125
1974-06-07,13.25
1974-06-10,13.5
1974-06-11,13.5
1974-06-12,13.4375
1974-06-13,13.4375
1974-06-14,13.375
1974-06-17,13.125
1974-06-18,12.875
1974-06-19,12.75
1974-06-20,12.5
1974-06-21,12.4375
1974-06-24,12.25
1974-06-25,12.125
1974-06-26,11.625
1974-06-27,11.25
1974-06-28,11.25
1974-07-01,11.625
1974-07-02,11.875
1974-07-03,12.0
1974-07-05,11.75
1974-07-08,11.625
1974-07-09,11.8125
1974-07-10,11.5
1974-07-11,11.0625
1974-07-12,11.5625
1974-07-15,11.875
1974-07-16,11.6875
1974-07-17,11.75
1974-07-18,11.875
1974-07-19,12.0
1974-07-22,11.875
1974-07-23,12.25
1974-07-24,12.125
1974-07-25,11.875
1974-07-26,12.125
1974-07-29,11.875
1974-07-30,11.8125
1974-07-31,11.8125
1974-08-01,11.8125
1974-08-02,11.375
1974-08-05,11.3125
1974-08-06,11.375
1974-08-07,11.75
1974-08-08,11.3125
1974-08-09,11.1875
1974-08-12,11.1875
1974-08-13,10.75
1974-08-14,10.5
1974-08-15,10.0
1974-08-16,10.0
1974-08-19,9.75
1974-08-20,9.625
1974-08-21,8.9375
1974-08-22,8.4375
1974-08-23,8.3125
1974-08-26,7.625
1974-08-27,6.9375
1974-08-28,6.9375
1974-08-29,6.75
1974-08-30,7.3125
1974-09-03,7.4375
1974-09-04,7.375
1974-09-05,7.5
1974-09-06,7.625
1974-09-09,7.5625
1974-09-10,7.1875
1974-09-11,7.0625
1974-09-12,6.8125
1974-09-13,6.6875
1974-09-16,7.0
1974-09-17,6.9375
1974-09-18,6.5
1974-09-19,6.625
1974-09-20,6.625
1974-09-23,6.5625
1974-09-24,6.75
1974-09-25,6.625
1974-09-26,6.5625
1974-09-27,6.5625
1974-09-30,6.0
1974-10-01,5.625
1974-10-02,5.875
1974-10-03,5.5
1974-10-04,5.625
1974-10-07,5.625
1974-10-08,5.8125
1974-10-09,6.375
1974-10-10,6.5
1974-10-11,6.75
1974-10-14,6.75
1974-10-15,6.625
1974-10-16,6.5625
1974-10-17,6.625
1974-10-18,6.625
1974-10-21,6.875
1974-10-22,6.8125
1974-10-23,6.8125
1974-10-24,6.625
1974-10-25,6.8125
1974-10-28,7.125
1974-10-29,7.0625
1974-10-30,7.3125
1974-10-31,7.5625
1974-11-01,7.625
1974-11-04,7.5
1974-11-05,7.625
1974-11-06,8.1875
1974-11-07,9.25
1974-11-08,9.125
1974-11-11,9.625
1974-11-12,9.375
1974-11-13,8.5
1974-11-14,8.0625
1974-11-15,8.125
1974-11-18,7.5625
1974-11-19,7.375
1974-11-20,7.1875
1974-11-21,7.125
1974-11-22,7.375
1974-11-25,7.5
1974-11-26,8.5
1974-11-27,8.25
1974-11-29,8.3125
1974-12-02,8.0625
1974-12-03,7.875
1974-12-04,7.5
1974-12-05,7.0
1974-12-06,6.5
1974-12-09,6.5
1974-12-10,7.25
1974-12-11,6.875
1974-12-12,6.75
1974-12-13,6.75
1974-12-16,6.8125
1974-12-17,6.8125
1974-12-18,6.875
1974-12-19,6.9375
1974-12-20,6.9375
1974-12-23,6.8125
1974-12-24,7.0
1974-12-26,7.3125
1974-12-27,7.4375
1974-12-30,7.125
1974-12-31,7.4375
1975-01-02,8.4375
1975-01-03,8.5
1975-01-06,8.75
1975-01-07,8.625
1975-01-08,8.6875
1975-01-09,8.875
1975-01-10,9.25
1975-01-13,9.75
1975-01-14,9.0625
1975-01-15,9.0
1975-01-16,8.9375
1975-01-17,8.875
1975-01-20,8.8125
1975-01-21,8.75
1975-01-22,8.75
1975-01-23,9.0
1975-01-24,9.25
1975-01-27,9.625
1975-01-28,9.25
1975-01-29,9.0
1975-01-30,9.125
1975-01-31,9.3125
1975-02-03,9.3125
1975-02-04,9.0
1975-02-05,9.1875
1975-02-06,9.4375
1975-02-07,9.4375
1975-02-10,9.3125
1975-02-11,9.25
1975-02-12,9.125
1975-02-13,9.5
1975-02-14,10.125
1975-02-18,10.5625
1975-02-19,10.5
1975-02-20,10.5
1975-02-21,10.3125
1975-02-24,10.0
1975-02-25,9.5625
1975-02-26,9.875
1975-02-27,10.25
1975-02-28,10.3125
1975-03-03,10.25
1975-03-04,11.0
1975-03-05,11.0
1975-03-06,11.375
1975-03-07,12.0
1975-03-10,12.0625
1975-03-11,11.75
1975-03-12,12.0
1975-03-13,11.8125
1975-03-14,12.5
1975-03-17,12.5
1975-03-18,12.25
1975-03-19,12.5
1975-03-20,12.625
1975-03-21,12.75
1975-03-24,12.25
1975-03-25,12.25
1975-03-26,12.25
1975-03-27,12.0
1975-03-31,11.875
1975-04-01,11.75
1975-04-02,11.625
1975-04-03,11.625
1975-04-04,11.6875
1975-04-07,11.75
1975-04-08,11.875
1975-04-09,12.5
1975-04-10,12.4375
1975-04-11,12.4375
1975-04-14,12.25
1975-04-15,12.5
1975-04-16,12.5
1975-04-17,12.3125
1975-04-18,12.375
1975-04-21,12.5625
1975-04-22,12.8125
1975-04-23,12.75
1975-04-24,12.8125
1975-04-25,12.9375
1975-04-28,12.6875
1975-04-29,12.8125
1975-04-30,12.875
1975-05-01,12.625
1975-05-02,12.625
1975-05-05,12.875
1975-05-06,12.25
1975-05-07,11.875
1975-05-08,11.875
1975-05-09,12.125
1975-05-12,12.25
1975-05-13,12.375
1975-05-14,12.1875
1975-05-15,11.9375
1975-05-16,12.0625
1975-05-19,12.125
1975-05-20,11.5
1975-05-21,11.0625
1975-05-22,11.1875
1975-05-23,11.375
1975-05-27,11.375
1975-05-28,11.375
1975-05-29,11.25
1975-05-30,11.375
1975-06-02,11.5
1975-06-03,11.625
1975-06-04,11.75
1975-06-05,11.6875
1975-06-06,11.375
1975-06-09,11.5
1975-06-10,11.375
1975-06-11,11.3125
1975-06-12,11.0625
1975-06-13,11.1875
1975-06-16,11.625
1975-06-17,11.6875
1975-06-18,11.3125
1975-06-19,10.9375
1975-06-20,11.375
1975-06-23,11.75
1975-06-24,12.125
1975-06-25,12.25
1975-06-26,12.5625
1975-06-27,12.625
1975-06-30,12.875
1975-07-01,13.0625
1975-07-02,12.9375
1975-07-03,13.0
1975-07-07,13.125
1975-07-08,13.125
1975-07-09,13.5
1975-07-10,13.6875
1975-07-11,14.1875
1975-07-14,14.25
1975-07-15,13.875
1975-07-16,13.625
1975-07-17,13.25
1975-07-18,13.375
1975-07-21,13.125
1975-07-22,13.0625
1975-07-23,13.125
1975-07-24,13.0
1975-07-25,12.9375
1975-07-28,12.8125
1975-07-29,12.75
1975-07-30,12.625
1975-07-31,12.6875
1975-08-01,12.625
1975-08-04,12.5625
1975-08-05,12.25
1975-08-06,12.1875
1975-08-07,12.375
1975-08-08,12.25
1975-08-11,11.9375
1975-08-12,12.0
1975-08-13,11.875
1975-08-14,12.0625
1975-08-15,12.25
1975-08-18,12.375
1975-08-19,12.1875
1975-08-20,12.0
1975-08-21,11.9375
1975-08-22,12.1875
1975-08-25,12.125
1975-08-26,11.9375
1975-08-27,11.8125
1975-08-28,11.75
1975-08-29,11.8125
1975-09-02,12.125
1975-09-03,12.125
1975-09-04,12.125
1975-09-05,12.0
1975-09-08,12.0
1975-09-09,11.6875
1975-09-10,11.3125
1975-09-11,11.25
1975-09-12,10.375
1975-09-15,9.75
1975-09-16,9.5
1975-09-17,10.0
1975-09-18,10.0
1975-09-19,10.1875
1975-09-22,10.1875
1975-09-23,10.0625
1975-09-24,10.25
1975-09-25,10.625
1975-09-26,10.875
1975-09-29,10.75
1975-09-30,10.8125
1975-10-01,10.625
1975-10-02,10.6875
1975-10-03,11.0625
1975-10-06,11.625
1975-10-07,11.6875
1975-10-08,12.625
1975-10-09,13.25
1975-10-10,13.5
1975-10-13,13.5625
1975-10-14,13.5
1975-10-15,13.375
1975-10-16,13.125
1975-10-17,12.6875
1975-10-20,12.9375
1975-10-21,13.125
1975-10-22,13.375
1975-10-23,14.0
1975-10-24,13.3125
1975-10-27,13.5
1975-10-28,13.5
1975-10-29,13.25
1975-10-30,13.5
1975-10-31,13.5
1975-11-03,13.3125
1975-11-04,13.5
1975-11-05,13.875
1975-11-06,14.125
1975-11-07,14.4375
1975-11-10,14.125
1975-11-11,14.1875
1975-11-12,14.125
1975-11-13,14.25
1975-11-14,14.0
1975-11-17,13.6875
1975-11-18,13.625
1975-11-19,13.25
1975-11-20,12.8125
1975-11-21,12.875
1975-11-24,12.75
1975-11-25,12.9375
1975-11-26,13.0
1975-11-28,13.5
1975-12-01,13.375
1975-12-02,12.8125
1975-12-03,12.75
1975-12-04,13.0
1975-12-05,12.875
1975-12-08,12.875
1975-12-09,12.5
1975-12-10,12.4375
1975-12-11,12.5
1975-12-12,12.5
1975-12-15,12.6875
1975-12-16,12.9375
1975-12-17,12.875
1975-12-18,12.6875
1975-12-19,12.75
1975-12-22,12.625
1975-12-23,12.875
1975-12-24,12.875
1975-12-26,12.9375
1975-12-29,12.875
1975-12-30,12.9375
1975-12-31,13.0
1976-01-02,12.5
1976-01-05,12.75
1976-01-06,13.25
1976-01-07,13.375
1976-01-08,13.5
1976-01-09,13.6875
1976-01-12,14.25
1976-01-13,14.125
1976-01-14,14.0
1976-01-15,13.9375
1976-01-16,13.9375
1976-01-19,14.5625
1976-01-20,14.9375
1976-01-21,14.8125
1976-01-22,14.375
1976-01-23,14.25
1976-01-26,14.1875
1976-01-27,14.5
1976-01-28,14.25
1976-01-29,14.375
1976-01-30,14.25
1976-02-02,14.3125
1976-02-03,14.625
1976-02-04,14.5625
1976-02-05,14.375
1976-02-06,13.5
1976-02-09,13.625
1976-02-10,13.625
1976-02-11,13.8125
1976-02-12,14.0
1976-02-13,14.125
1976-02-17,14.25
1976-02-18,14.75
1976-02-19,14.9375
1976-02-20,15.6875
1976-02-23,15.625
1976-02-24,16.1875
1976-02-25,16.875
1976-02-26,16.5
1976-02-27,16.1875
1976-03-01,16.125
1976-03-02,15.75
1976-03-03,16.0
1976-03-04,15.875
1976-03-05,15.6875
1976-03-08,15.6875
1976-03-09,16.25
1976-03-10,16.375
1976-03-11,16.625
1976-03-12,16.0
1976-03-15,15.8125
1976-03-16,15.9375
1976-03-17,15.5
1976-03-18,15.3125
1976-03-19,15.1875
1976-03-22,15.375
1976-03-23,15.375
1976-03-24,15.5
1976-03-25,15.5
1976-03-26,15.5
1976-03-29,15.375
1976-03-30,15.0625
1976-03-31,15.0625
1976-04-01,15.125
1976-04-02,15.0
1976-04-05,15.0
1976-04-06,15.5625
1976-04-07,15.625
1976-04-08,15.4375
1976-04-09,15.0
1976-04-12,14.9375
1976-04-13,14.875
1976-04-14,14.9375
1976-04-15,14.8125
1976-04-19,14.75
1976-04-20,14.875
1976-04-21,14.5
1976-04-22,14.5625
1976-04-23,14.5625
1976-04-26,14.5
1976-04-27,14.5625
1976-04-28,14.5625
1976-04-29,14.5
1976-04-30,14.625
1976-05-03,14.5625
1976-05-04,14.375
1976-05-05,14.25
1976-05-06,14.375
1976-05-07,14.375
1976-05-10,14.625
1976-05-11,14.5
1976-05-12,14.375
1976-05-13,14.3125
1976-05-14,14.25
1976-05-17,13.375
1976-05-18,13.1875
1976-05-19,13.75
1976-05-20,13.75
1976-05-21,13.625
1976-05-24,13.5
1976-05-25,13.5
1976-05-26,13.25
1976-05-27,13.125
1976-05-28,13.25
1976-06-01,13.0625
1976-06-02,13.3125
1976-06-03,13.5
1976-06-04,13.5
1976-06-07,13.25
1976-06-08,13.125
1976-06-09,12.875
1976-06-10,13.5
1976-06-11,13.75
1976-06-14,13.875
1976-06-15,13.9375
1976-06-16,13.75
1976-06-17,13.8125
1976-06-18,13.875
1976-06-21,14.125
1976-06-22,14.0625
1976-06-23,13.875
1976-06-24,13.4375
1976-06-25,13.5
1976-06-28,13.5
1976-06-29,13.5
1976-06-30,13.5625
1976-07-01,13.375
1976-07-02,13.0625
1976-07-06,12.8125
1976-07-07,13.1875
1976-07-08,13.25
1976-07-09,13.4375
1976-07-12,13.1875
1976-07-13,13.0625
1976-07-14,13.25
1976-07-15,13.375
1976-07-16,13.5625
1976-07-19,13.6875
1976-07-20,13.6875
1976-07-21,13.625
1976-07-22,13.375
1976-07-23,13.625
1976-07-26,13.3125
1976-07-27,13.5
1976-07-28,13.3125
1976-07-29,13.25
1976-07-30,13.0
1976-08-02,13.0
1976-08-03,13.0
1976-08-04,13.0
1976-08-05,13.0625
1976-08-06,12.875
1976-08-09,12.8125
1976-08-10,12.375
1976-08-11,12.25
1976-08-12,12.1875
1976-08-13,12.375
1976-08-16,12.5
1976-08-17,12.75
1976-08-18,12.875
1976-08-19,12.6875
1976-08-20,12.5625
1976-08-23,12.6875
1976-08-24,12.625
1976-08-25,12.625
1976-08-26,12.625
1976-08-27,12.625
1976-08-30,12.375
1976-08-31,12.6875
1976-09-01,12.5625
1976-09-02,12.75
1976-09-03,12.75
1976-09-07,12.9375
1976-09-08,12.875
1976-09-09,12.75
1976-09-10,12.8125
1976-09-13,12.6875
1976-09-14,12.25
1976-09-15,12.125
1976-09-16,12.25
1976-09-17,12.3125
1976-09-20,12.375
1976-09-21,12.5
1976-09-22,12.5
1976-09-23,12.375
1976-09-24,12.375
1976-09-27,12.25
1976-09-28,12.25
1976-09-29,12.0625
1976-09-30,12.125
1976-10-01,12.0
1976-10-04,11.75
1976-10-05,11.5
1976-10-06,11.3125
1976-10-07,11.3125
1976-10-08,11.25
1976-10-11,11.375
1976-10-12,11.3125
1976-10-13,11.875
1976-10-14,12.0
1976-10-15,12.25
1976-10-18,12.375
1976-10-19,12.4375
1976-10-20,12.5625
1976-10-21,12.875
1976-10-22,12.75
1976-10-25,12.5625
1976-10-26,12.375
1976-10-27,12.125
1976-10-28,12.125
1976-10-29,12.625
1976-11-01,12.625
1976-11-03,12.4375
1976-11-04,13.125
1976-11-05,13.0625
1976-11-08,13.1875
1976-11-09,13.25
1976-11-10,13.3125
1976-11-11,13.3125
1976-11-12,13.125
1976-11-15,13.1875
1976-11-16,13.3125
1976-11-17,13.5625
1976-11-18,14.25
1976-11-19,14.0625
1976-11-22,13.75
1976-11-23,13.625
1976-11-24,13.5
1976-11-26,13.625
1976-11-29,13.4375
1976-11-30,13.5
1976-12-01,13.375
1976-12-02,13.3125
1976-12-03,13.4375
1976-12-06,13.75
1976-12-07,13.625
1976-12-08,14.0
1976-12-09,14.125
1976-12-10,14.3125
1976-12-13,14.375
1976-12-14,14.1875
1976-12-15,13.875
1976-12-16,13.5
1976-12-17,13.5625
1976-12-20,13.625
1976-12-21,13.5
1976-12-22,14.0
1976-12-23,14.0
1976-12-27,13.875
1976-12-28,13.75
1976-12-29,13.625
1976-12-30,13.625
1976-12-31,13.6875
1977-01-03,13.625
1977-01-04,13.375
1977-01-05,13.25
1977-01-06,12.8125
1977-01-07,12.8125
1977-01-10,13.1875
1977-01-11,13.125
1977-01-12,13.25
1977-01-13,13.3125
1977-01-14,13.4375
1977-01-17,13.5625
1977-01-18,13.6875
1977-01-19,13.5625
1977-01-20,13.5
1977-01-21,13.5
1977-01-24,13.4375
1977-01-25,13.25
1977-01-26,13.0
1977-01-27,12.75
1977-01-28,12.625
1977-01-31,12.5
1977-02-01,12.4375
1977-02-02,12.625
1977-02-03,12.5
1977-02-04,12.75
1977-02-07,12.5
1977-02-08,12.625
1977-02-09,12.6875
1977-02-10,12.3125
1977-02-11,12.0
1977-02-14,12.0625
1977-02-15,12.3125
1977-02-16,12.3125
1977-02-17,12.1875
1977-02-18,12.0625
1977-02-22,12.0
1977-02-23,11.9375
1977-02-24,11.9375
1977-02-25,11.9375
1977-02-28,12.0
1977-03-01,12.3125
1977-03-02,12.3125
1977-03-03,12.3125
1977-03-04,12.5625
1977-03-07,12.25
1977-03-08,12.625
1977-03-09,12.125
1977-03-10,12.25
1977-03-11,12.0
1977-03-14,12.1875
1977-03-15,12.5
1977-03-16,12.4375
1977-03-17,12.5
1977-03-18,12.5
1977-03-21,12.4375
1977-03-22,12.375
1977-03-23,12.375
1977-03-24,12.375
1977-03-25,12.3125
1977-03-28,12.0
1977-03-29,12.0
1977-03-30,11.9375
1977-03-31,11.9375
1977-04-01,12.0
1977-04-04,11.8125
1977-04-05,11.8125
1977-04-06,11.75
1977-04-07,11.625
1977-04-11,11.6875
1977-04-12,12.0
1977-04-13,11.875
1977-04-14,12.25
1977-04-15,12.5
1977-04-18,12.5
1977-04-19,12.5
1977-04-20,12.75
1977-04-21,12.625
1977-04-22,12.5625
1977-04-25,12.625
1977-04-26,12.4375
1977-04-27,12.4375
1977-04-28,12.375
1977-04-29,12.75
1977-05-02,12.75
1977-05-03,12.8125
1977-05-04,12.6875
1977-05-05,12.9375
1977-05-06,13.1875
1977-05-09,13.0625
1977-05-10,13.1875
1977-05-11,13.125
1977-05-12,12.875
1977-05-13,12.75
1977-05-16,13.0625
1977-05-17,13.5
1977-05-18,13.75
1977-05-19,13.5625
1977-05-20,13.25
1977-05-23,13.1875
1977-05-24,13.1875
1977-05-25,13.125
1977-05-26,12.875
1977-05-27,12.75
1977-05-31,12.625
1977-06-01,12.875
1977-06-02,12.875
1977-06-03,13.125
1977-06-06,13.0625
1977-06-07,13.25
1977-06-08,13.3125
1977-06-09,13.25
1977-06-10,13.0
1977-06-13,13.0625
1977-06-14,13.25
1977-06-15,13.0
1977-06-16,13.125
1977-06-17,12.8125
1977-06-20,12.875
1977-06-21,12.6875
1977-06-22,12.5
1977-06-23,12.625
1977-06-24,12.625
1977-06-27,12.5
1977-06-28,12.0625
1977-06-29,12.0625
1977-06-30,12.25
1977-07-01,12.125
1977-07-05,12.25
1977-07-06,12.1875
1977-07-07,12.375
1977-07-08,12.25
1977-07-11,12.125
1977-07-12,12.0
1977-07-13,12.0
1977-07-15,11.8125
1977-07-18,11.8125
1977-07-19,11.75
1977-07-20,11.75
1977-07-21,11.6875
1977-07-22,11.75
1977-07-25,11.8125
1977-07-26,12.0
1977-07-27,11.75
1977-07-28,11.875
1977-07-29,11.9375
1977-08-01,11.75
1977-08-02,11.875
1977-08-03,11.6875
1977-08-04,11.6875
1977-08-05,11.6875
1977-08-08,11.75
1977-08-09,11.8125
1977-08-10,12.0
1977-08-11,12.125
1977-08-12,12.25
1977-08-15,12.25
1977-08-16,12.3125
1977-08-17,12.375
1977-08-18,12.4375
1977-08-19,12.375
1977-08-22,12.1875
1977-08-23,12.0
1977-08-24,12.0
1977-08-25,11.9375
1977-08-26,12.0
1977-08-29,12.0
1977-08-30,11.875
1977-08-31,12.25
1977-09-01,12.125
1977-09-02,12.0625
1977-09-06,12.1875
1977-09-07,12.25
1977-09-08,12.0625
1977-09-09,12.125
1977-09-12,12.125
1977-09-13,12.1875
1977-09-14,12.25
1977-09-15,12.25
1977-09-16,12.3125
1977-09-19,12.375
1977-09-20,12.5
1977-09-21,12.375
1977-09-22,12.375
1977-09-23,12.3125
1977-09-26,12.125
1977-09-27,12.25
1977-09-28,12.3125
1977-09-29,12.3125
1977-09-30,12.375
1977-10-03,12.3125
1977-10-04,12.375
1977-10-05,12.25
1977-10-06,12.3125
1977-10-07,12.3125
1977-10-10,12.125
1977-10-11,12.0
1977-10-12,12.0625
1977-10-13,11.9375
1977-10-14,12.0
1977-10-17,11.625
1977-10-18,11.75
1977-10-19,11.75
1977-10-20,11.75
1977-10-21,11.6875
1977-10-24,11.625
1977-10-25,11.3125
1977-10-26,11.5
1977-10-27,11.375
1977-10-28,11.375
1977-10-31,11.3125
1977-11-01,11.125
1977-11-02,11.1875
1977-11-03,11.125
1977-11-04,11.1875
1977-11-07,11.4375
1977-11-08,11.5
1977-11-09,11.5625
1977-11-10,12.0625
1977-11-11,12.375
1977-11-14,12.0625
1977-11-15,11.875
1977-11-16,11.9375
1977-11-17,11.875
1977-11-18,11.875
1977-11-21,11.6875
1977-11-22,11.625
1977-11-23,11.75
1977-11-25,11.875
1977-11-28,11.8125
1977-11-29,11.75
1977-11-30,11.75
1977-12-01,11.9375
1977-12-02,12.0625
1977-12-05,12.0
1977-12-06,11.75
1977-12-07,11.6875
1977-12-08,11.5
1977-12-09,11.6875
1977-12-12,11.6875
1977-12-13,11.4375
1977-12-14,11.0
1977-12-15,10.6875
1977-12-16,10.75
1977-12-19,10.6875
1977-12-20,10.6875
1977-12-21,10.9375
1977-12-22,11.1875
1977-12-23,11.3125
1977-12-27,11.0625
1977-12-28,11.0625
1977-12-29,11.0
1977-12-30,11.1875
1978-01-03,11.0
1978-01-04,11.0625
1978-01-05,10.875
1978-01-06,10.5625
