Date,PAYC
2014-11-18,24.84
2014-11-19,25.690001000000002
2014-11-20,26.1
2014-11-21,26.93
2014-11-24,27.469998999999998
2014-11-25,27.68
2014-11-26,28.290001
2014-11-28,28.75
2014-12-01,28.379998999999998
2014-12-02,27.6
2014-12-03,26.92
2014-12-04,27.27
2014-12-05,27.33
2014-12-08,26.42
2014-12-09,27.389999
2014-12-10,26.59
2014-12-11,25.639999
2014-12-12,24.459999
2014-12-15,24.24
2014-12-16,26.59
2014-12-17,27.309998999999998
2014-12-18,27.58
2014-12-19,27.209999
2014-12-22,28.43
2014-12-23,27.370001000000002
2014-12-24,26.49
2014-12-26,26.68
2014-12-29,26.24
2014-12-30,26.07
2014-12-31,26.33
2015-01-02,26.059998999999998
2015-01-05,25.18
2015-01-06,24.559998999999998
2015-01-07,25.34
2015-01-08,26.42
2015-01-09,25.43
2015-01-12,24.68
2015-01-13,23.610001
2015-01-14,23.18
2015-01-15,23.610001
2015-01-16,23.49
2015-01-20,23.24
2015-01-21,25.26
2015-01-22,26.280001000000002
2015-01-23,27.040001
2015-01-26,27.41
2015-01-27,28.120001000000002
2015-01-28,28.76
2015-01-29,27.4
2015-01-30,26.17
2015-02-02,26.09
2015-02-03,27.58
2015-02-04,27.08
2015-02-05,28.0
2015-02-06,28.049999
2015-02-09,29.76
2015-02-10,31.700001
2015-02-11,31.450001
2015-02-12,33.080002
2015-02-13,32.369999
2015-02-17,33.560001
2015-02-18,32.630001
2015-02-19,33.389998999999996
2015-02-20,33.77
2015-02-23,32.91
2015-02-24,33.189999
2015-02-25,32.939999
2015-02-26,32.84
2015-02-27,31.879998999999998
2015-03-02,31.870001000000002
2015-03-03,31.92
2015-03-04,31.639999
2015-03-05,32.349998
2015-03-06,32.16
2015-03-09,30.65
2015-03-10,30.879998999999998
2015-03-11,31.49
2015-03-12,31.870001000000002
2015-03-13,31.4
2015-03-16,31.950001
2015-03-17,32.669998
2015-03-18,34.220001
2015-03-19,35.110001000000004
2015-03-20,33.77
2015-03-23,33.189999
2015-03-24,31.620001000000002
2015-03-25,30.469998999999998
2015-03-26,31.83
2015-03-27,31.84
2015-03-30,32.09
2015-03-31,32.060001
2015-04-01,31.66
2015-04-02,31.5
2015-04-06,31.969998999999998
2015-04-07,32.360001000000004
2015-04-08,32.279999
2015-04-09,31.969998999999998
2015-04-10,31.77
2015-04-13,31.469998999999998
2015-04-14,30.49
2015-04-15,31.1
2015-04-16,30.82
2015-04-17,30.110001
2015-04-20,32.200001
2015-04-21,33.110001000000004
2015-04-22,32.950001
2015-04-23,33.049999
2015-04-24,32.91
2015-04-27,32.209998999999996
2015-04-28,32.91
2015-04-29,32.380001
2015-04-30,31.610001
2015-05-01,31.93
2015-05-04,32.959998999999996
2015-05-05,31.33
2015-05-06,33.049999
2015-05-07,35.330002
2015-05-08,35.700001
2015-05-11,38.290001000000004
2015-05-12,38.950001
2015-05-13,38.150002
2015-05-14,39.240002000000004
2015-05-15,35.290001000000004
2015-05-18,35.349998
2015-05-19,35.669998
2015-05-20,35.799999
2015-05-21,36.209998999999996
2015-05-22,35.669998
2015-05-26,35.169998
2015-05-27,35.189999
2015-05-28,34.709998999999996
2015-05-29,34.759997999999996
2015-06-01,34.75
2015-06-02,35.380001
2015-06-03,35.330002
2015-06-04,35.23
2015-06-05,35.400002
2015-06-08,36.299999
2015-06-09,36.060001
2015-06-10,36.029999
2015-06-11,35.759997999999996
2015-06-12,35.919998
2015-06-15,36.490002000000004
2015-06-16,38.240002000000004
2015-06-17,38.150002
2015-06-18,38.360001000000004
2015-06-19,37.709998999999996
2015-06-22,38.349998
2015-06-23,38.09
2015-06-24,36.75
2015-06-25,37.369999
2015-06-26,35.75
2015-06-29,34.380001
2015-06-30,34.150002
2015-07-01,34.48
2015-07-02,34.029999
2015-07-06,34.470001
2015-07-07,33.52
2015-07-08,33.330002
2015-07-09,34.200001
2015-07-10,34.459998999999996
2015-07-13,34.560001
2015-07-14,35.099998
2015-07-15,34.82
2015-07-16,35.119999
2015-07-17,35.07
2015-07-20,35.73
2015-07-21,35.560001
2015-07-22,35.720001
2015-07-23,35.950001
2015-07-24,33.75
2015-07-27,31.6
2015-07-28,31.27
2015-07-29,31.959999
2015-07-30,32.220001
2015-07-31,32.0
2015-08-03,31.440001000000002
2015-08-04,32.049999
2015-08-05,37.849998
2015-08-06,36.959998999999996
2015-08-07,37.41
2015-08-10,37.75
2015-08-11,38.009997999999996
2015-08-12,37.540001000000004
2015-08-13,37.880001
2015-08-14,38.349998
2015-08-17,40.91
2015-08-18,40.0
2015-08-19,40.07
2015-08-20,38.41
2015-08-21,37.93
2015-08-24,37.459998999999996
2015-08-25,36.919998
2015-08-26,38.200001
2015-08-27,38.43
2015-08-28,38.310001
2015-08-31,38.540001000000004
2015-09-01,37.25
2015-09-02,38.029999
2015-09-03,37.59
2015-09-04,36.75
2015-09-08,37.990002000000004
2015-09-09,37.860001000000004
2015-09-10,37.75
2015-09-11,38.41
2015-09-14,38.759997999999996
2015-09-15,40.599998
2015-09-16,38.0
2015-09-17,37.939999
2015-09-18,37.830002
2015-09-21,38.029999
2015-09-22,37.75
2015-09-23,38.049999
2015-09-24,36.029999
2015-09-25,34.310001
2015-09-28,34.02
2015-09-29,34.549999
2015-09-30,35.91
2015-10-01,35.98
2015-10-02,37.049999
2015-10-05,38.34
2015-10-06,38.169998
2015-10-07,39.400002
2015-10-08,39.360001000000004
2015-10-09,40.330002
2015-10-12,40.5
2015-10-13,39.380001
2015-10-14,39.75
2015-10-15,40.389998999999996
2015-10-16,41.860001000000004
2015-10-19,40.84
2015-10-20,38.57
2015-10-21,38.290001000000004
2015-10-22,38.630001
2015-10-23,37.68
2015-10-26,37.419998
2015-10-27,36.16
2015-10-28,38.959998999999996
2015-10-29,38.889998999999996
2015-10-30,38.009997999999996
2015-11-02,38.98
2015-11-03,39.150002
2015-11-04,45.73
2015-11-05,44.299999
2015-11-06,44.880001
2015-11-09,43.459998999999996
2015-11-10,43.119999
2015-11-11,43.529999
2015-11-12,44.349998
2015-11-13,41.040001000000004
2015-11-16,41.220001
2015-11-17,41.580002
2015-11-18,42.0
2015-11-19,42.630001
2015-11-20,42.189999
2015-11-23,41.73
2015-11-24,42.759997999999996
2015-11-25,43.220001
2015-11-27,43.68
2015-11-30,43.599998
2015-12-01,44.139998999999996
2015-12-02,41.419998
2015-12-03,40.110001000000004
2015-12-04,40.16
2015-12-07,39.48
2015-12-08,39.0
2015-12-09,37.869999
2015-12-10,38.68
2015-12-11,37.720001
2015-12-14,37.459998999999996
2015-12-15,38.66
2015-12-16,38.650002
2015-12-17,37.91
2015-12-18,37.77
2015-12-21,38.529999
2015-12-22,38.5
2015-12-23,39.25
2015-12-24,38.5
2015-12-28,38.5
2015-12-29,38.720001
2015-12-30,38.32
2015-12-31,37.630001
2016-01-04,35.970001
2016-01-05,34.869999
2016-01-06,34.990002000000004
2016-01-07,35.540001000000004
2016-01-08,33.259997999999996
2016-01-11,32.959998999999996
2016-01-12,33.23
2016-01-13,30.9
2016-01-14,31.809998999999998
2016-01-15,32.02
2016-01-19,31.040001
2016-01-20,30.82
2016-01-21,31.42
2016-01-22,32.299999
2016-01-25,31.24
2016-01-26,30.5
2016-01-27,28.780001000000002
2016-01-28,29.219998999999998
2016-01-29,30.15
2016-02-01,31.34
2016-02-02,30.9
2016-02-03,30.27
2016-02-04,30.969998999999998
2016-02-05,26.51
2016-02-08,24.24
2016-02-09,22.5
2016-02-10,23.58
2016-02-11,24.360001
2016-02-12,24.33
2016-02-16,26.040001
2016-02-17,27.26
2016-02-18,27.809998999999998
2016-02-19,27.950001
2016-02-22,29.27
2016-02-23,29.309998999999998
2016-02-24,30.209999
2016-02-25,30.26
2016-02-26,31.84
2016-02-29,31.879998999999998
2016-03-01,33.139998999999996
2016-03-02,33.259997999999996
2016-03-03,32.630001
2016-03-04,32.709998999999996
2016-03-07,33.060001
2016-03-08,31.879998999999998
2016-03-09,32.310001
2016-03-10,31.58
2016-03-11,32.049999
2016-03-14,32.740002000000004
2016-03-15,31.629998999999998
2016-03-16,32.380001
2016-03-17,33.470001
2016-03-18,33.900002
2016-03-21,34.049999
2016-03-22,33.939999
2016-03-23,33.59
2016-03-24,33.700001
2016-03-28,34.080002
2016-03-29,35.02
2016-03-30,35.240002000000004
2016-03-31,35.599998
2016-04-01,35.43
2016-04-04,35.799999
2016-04-05,34.43
2016-04-06,35.52
2016-04-07,34.150002
2016-04-08,34.299999
2016-04-11,33.139998999999996
2016-04-12,33.560001
2016-04-13,34.82
2016-04-14,35.049999
2016-04-15,34.700001
2016-04-18,35.529999
2016-04-19,36.66
2016-04-20,36.860001000000004
2016-04-21,37.470001
2016-04-22,37.41
2016-04-25,36.59
2016-04-26,37.110001000000004
2016-04-27,37.950001
2016-04-28,38.259997999999996
2016-04-29,38.209998999999996
2016-05-02,38.950001
2016-05-03,38.279999
2016-05-04,40.049999
2016-05-05,38.689999
2016-05-06,37.459998999999996
2016-05-09,38.540001000000004
2016-05-10,39.650002
2016-05-11,39.57
2016-05-12,38.84
2016-05-13,39.279999
2016-05-16,39.959998999999996
2016-05-17,39.400002
2016-05-18,40.740002000000004
2016-05-19,40.110001000000004
2016-05-20,40.880001
2016-05-23,40.790001000000004
2016-05-24,41.650002
2016-05-25,39.810001
2016-05-26,41.25
2016-05-27,40.84
2016-05-31,40.439999
2016-06-01,41.07
2016-06-02,41.099998
2016-06-03,40.950001
2016-06-06,40.799999
2016-06-07,41.32
2016-06-08,41.610001000000004
2016-06-09,41.41
2016-06-10,41.07
2016-06-13,41.18
2016-06-14,41.400002
2016-06-15,42.110001000000004
2016-06-16,41.98
2016-06-17,41.860001000000004
2016-06-20,42.43
2016-06-21,42.599998
2016-06-22,41.75
2016-06-23,43.16
2016-06-24,40.869999
2016-06-27,39.32
2016-06-28,40.389998999999996
2016-06-29,41.650002
2016-06-30,43.209998999999996
2016-07-01,43.580002
2016-07-05,43.400002
2016-07-06,44.040001000000004
2016-07-07,44.849998
2016-07-08,45.48
2016-07-11,46.049999
2016-07-12,46.490002000000004
2016-07-13,45.650002
2016-07-14,46.25
2016-07-15,46.200001
2016-07-18,46.709998999999996
2016-07-19,46.290001000000004
2016-07-20,47.389998999999996
2016-07-21,45.330002
2016-07-22,46.810001
2016-07-25,47.049999
2016-07-26,47.299999
2016-07-27,47.279999
2016-07-28,47.68
2016-07-29,47.209998999999996
2016-08-01,47.82
2016-08-02,47.34
2016-08-03,50.990002000000004
2016-08-04,51.290001000000004
2016-08-05,51.5
2016-08-08,50.740002000000004
2016-08-09,50.41
2016-08-10,50.110001000000004
2016-08-11,50.380001
2016-08-12,50.779999
2016-08-15,51.220001
2016-08-16,50.709998999999996
2016-08-17,49.389998999999996
2016-08-18,49.43
2016-08-19,48.98
2016-08-22,49.150002
2016-08-23,49.970001
2016-08-24,50.470001
2016-08-25,51.110001000000004
2016-08-26,51.279999
2016-08-29,51.18
2016-08-30,51.459998999999996
2016-08-31,51.34
2016-09-01,51.349998
2016-09-02,52.099998
2016-09-06,52.0
2016-09-07,52.419998
2016-09-08,52.029999
2016-09-09,49.5
2016-09-12,50.07
2016-09-13,48.130001
2016-09-14,48.07
2016-09-15,48.84
2016-09-16,48.560001
2016-09-19,47.16
2016-09-20,46.52
2016-09-21,47.919998
2016-09-22,50.240002000000004
2016-09-23,49.990002000000004
2016-09-26,50.43
2016-09-27,51.080002
2016-09-28,50.470001
2016-09-29,49.990002000000004
2016-09-30,50.130001
2016-10-03,49.91
2016-10-04,49.34
2016-10-05,48.830002
2016-10-06,49.91
2016-10-07,49.639998999999996
2016-10-10,50.509997999999996
2016-10-11,49.330002
2016-10-12,49.650002
2016-10-13,49.93
2016-10-14,49.700001
2016-10-17,49.82
2016-10-18,50.009997999999996
2016-10-19,49.139998999999996
2016-10-20,48.75
2016-10-21,49.970001
2016-10-24,52.439999
2016-10-25,51.959998999999996
2016-10-26,51.73
2016-10-27,50.650002
2016-10-28,51.639998999999996
2016-10-31,51.73
2016-11-01,52.0
2016-11-02,43.700001
2016-11-03,43.130001
2016-11-04,42.98
2016-11-07,44.610001000000004
2016-11-08,45.68
2016-11-09,42.310001
2016-11-10,39.360001000000004
2016-11-11,41.52
2016-11-14,41.77
2016-11-15,41.580002
2016-11-16,43.220001
2016-11-17,43.389998999999996
2016-11-18,43.790001000000004
2016-11-21,43.709998999999996
2016-11-22,43.139998999999996
2016-11-23,43.279999
2016-11-25,43.32
2016-11-28,42.77
2016-11-29,43.720001
2016-11-30,44.869999
2016-12-01,42.610001000000004
2016-12-02,43.540001000000004
2016-12-05,44.400002
2016-12-06,45.939999
2016-12-07,46.709998999999996
2016-12-08,46.84
2016-12-09,46.919998
2016-12-12,46.029999
2016-12-13,45.5
2016-12-14,45.360001000000004
2016-12-15,44.689999
2016-12-16,45.919998
2016-12-19,46.439999
2016-12-20,46.299999
2016-12-21,45.740002000000004
2016-12-22,44.580002
2016-12-23,45.700001
2016-12-27,46.900002
2016-12-28,46.110001000000004
2016-12-29,46.130001
2016-12-30,45.490002000000004
2017-01-03,46.470001
2017-01-04,47.34
2017-01-05,47.0
2017-01-06,47.490002000000004
2017-01-09,48.400002
2017-01-10,48.209998999999996
2017-01-11,48.790001000000004
2017-01-12,48.09
2017-01-13,48.720001
2017-01-17,47.900002
2017-01-18,48.07
2017-01-19,47.880001
2017-01-20,49.189999
2017-01-23,49.889998999999996
2017-01-24,50.32
2017-01-25,50.009997999999996
2017-01-26,48.619999
2017-01-27,49.209998999999996
2017-01-30,47.060001
2017-01-31,46.240002000000004
2017-02-01,43.93
2017-02-02,44.32
2017-02-03,45.990002000000004
2017-02-06,44.599998
2017-02-07,45.400002
2017-02-08,45.259997999999996
2017-02-09,51.32
2017-02-10,52.330002
2017-02-13,51.84
2017-02-14,52.200001
2017-02-15,52.790001000000004
2017-02-16,52.419998
2017-02-17,53.380001
2017-02-21,53.110001000000004
2017-02-22,53.549999
2017-02-23,54.060001
2017-02-24,55.299999
2017-02-27,54.709998999999996
2017-02-28,53.830002
2017-03-01,55.709998999999996
2017-03-02,55.200001
2017-03-03,56.5
2017-03-06,56.669998
2017-03-07,56.75
2017-03-08,56.029999
2017-03-09,55.849998
2017-03-10,56.18
2017-03-13,56.459998999999996
2017-03-14,56.060001
2017-03-15,56.310001
2017-03-16,56.59
2017-03-17,56.470001
2017-03-20,56.439999
2017-03-21,54.869999
2017-03-22,55.279999
2017-03-23,54.09
2017-03-24,54.939999
2017-03-27,55.869999
2017-03-28,56.48
2017-03-29,56.970001
2017-03-30,57.189999
2017-03-31,57.509997999999996
2017-04-03,57.790001000000004
2017-04-04,58.02
2017-04-05,57.240002000000004
2017-04-06,57.900002
2017-04-07,57.849998
2017-04-10,57.400002
2017-04-11,57.959998999999996
2017-04-12,57.869999
2017-04-13,57.740002000000004
2017-04-17,58.330002
2017-04-18,59.040001000000004
2017-04-19,59.439999
2017-04-20,59.490002000000004
2017-04-21,59.279999
2017-04-24,60.02
2017-04-25,60.5
2017-04-26,59.970001
2017-04-27,60.450001
2017-04-28,60.25
2017-05-01,60.759997999999996
2017-05-02,60.52
2017-05-03,63.299999
2017-05-04,63.580002
2017-05-05,64.720001
2017-05-08,65.120003
2017-05-09,64.470001
2017-05-10,64.449997
2017-05-11,64.08000200000001
2017-05-12,65.010002
2017-05-15,65.410004
2017-05-16,65.57
2017-05-17,63.200001
2017-05-18,64.220001
2017-05-19,64.889999
2017-05-22,65.0
2017-05-23,64.599998
2017-05-24,65.089996
2017-05-25,65.910004
2017-05-26,65.959999
2017-05-30,66.08000200000001
2017-05-31,65.440002
2017-06-01,67.110001
2017-06-02,67.870003
2017-06-05,68.32
2017-06-06,68.150002
2017-06-07,68.639999
2017-06-08,69.010002
2017-06-09,65.559998
2017-06-12,66.57
2017-06-13,67.5
2017-06-14,66.58000200000001
2017-06-15,68.040001
2017-06-16,69.360001
2017-06-19,70.839996
2017-06-20,70.349998
2017-06-21,71.58000200000001
2017-06-22,71.790001
2017-06-23,73.029999
2017-06-26,71.769997
2017-06-27,69.410004
2017-06-28,69.720001
2017-06-29,67.540001
2017-06-30,68.410004
2017-07-03,65.989998
2017-07-05,66.720001
2017-07-06,66.41999799999999
2017-07-07,67.639999
2017-07-10,67.089996
2017-07-11,68.230003
2017-07-12,69.800003
2017-07-13,68.480003
2017-07-14,68.739998
2017-07-17,69.0
2017-07-18,69.370003
2017-07-19,69.589996
2017-07-20,70.050003
2017-07-21,69.639999
2017-07-24,71.699997
2017-07-25,70.980003
2017-07-26,70.769997
2017-07-27,69.260002
2017-07-28,70.459999
2017-07-31,70.089996
2017-08-01,71.190002
2017-08-02,68.110001
2017-08-03,69.389999
2017-08-04,69.480003
2017-08-07,69.989998
2017-08-08,69.900002
2017-08-09,69.529999
2017-08-10,68.120003
2017-08-11,68.959999
2017-08-14,71.029999
2017-08-15,71.529999
2017-08-16,71.410004
2017-08-17,70.449997
2017-08-18,70.25
2017-08-21,71.269997
2017-08-22,73.839996
2017-08-23,73.980003
2017-08-24,73.459999
2017-08-25,72.769997
2017-08-28,72.739998
2017-08-29,71.93
2017-08-30,73.349998
2017-08-31,74.610001
2017-09-01,74.769997
2017-09-05,74.650002
2017-09-06,73.290001
2017-09-07,73.860001
2017-09-08,73.629997
2017-09-11,75.269997
2017-09-12,74.730003
2017-09-13,74.91999799999999
2017-09-14,74.959999
2017-09-15,74.790001
2017-09-18,75.08000200000001
2017-09-19,74.779999
2017-09-20,74.82
2017-09-21,75.790001
2017-09-22,76.08000200000001
2017-09-25,74.220001
2017-09-26,73.449997
2017-09-27,75.010002
2017-09-28,74.75
2017-09-29,74.959999
2017-10-02,74.82
2017-10-03,75.050003
2017-10-04,74.459999
2017-10-05,76.029999
2017-10-06,77.790001
2017-10-09,78.209999
2017-10-10,78.410004
2017-10-11,78.800003
2017-10-12,79.25
2017-10-13,79.889999
2017-10-16,78.989998
2017-10-17,78.879997
2017-10-18,79.58000200000001
2017-10-19,79.239998
2017-10-20,80.07
2017-10-23,79.480003
2017-10-24,80.07
2017-10-25,79.769997
2017-10-26,80.980003
2017-10-27,82.010002
2017-10-30,80.129997
2017-10-31,82.199997
2017-11-01,77.300003
2017-11-02,79.269997
2017-11-03,80.290001
2017-11-06,81.870003
2017-11-07,79.870003
2017-11-08,79.410004
2017-11-09,78.480003
2017-11-10,78.900002
2017-11-13,79.480003
2017-11-14,79.889999
2017-11-15,78.5
2017-11-16,81.43
2017-11-17,81.989998
2017-11-20,83.440002
2017-11-21,85.139999
2017-11-22,84.779999
2017-11-24,85.589996
2017-11-27,84.129997
2017-11-28,84.529999
2017-11-29,80.849998
2017-11-30,82.0
2017-12-01,80.529999
2017-12-04,76.660004
2017-12-05,76.260002
2017-12-06,77.050003
2017-12-07,78.269997
2017-12-08,78.660004
2017-12-11,79.540001
2017-12-12,77.91999799999999
2017-12-13,79.449997
2017-12-14,79.57
2017-12-15,81.339996
2017-12-18,82.769997
2017-12-19,82.510002
2017-12-20,82.33000200000001
2017-12-21,81.660004
2017-12-22,80.720001
2017-12-26,80.709999
2017-12-27,81.279999
2017-12-28,80.75
2017-12-29,80.33000200000001
2018-01-02,80.440002
2018-01-03,81.029999
2018-01-04,83.110001
2018-01-05,83.879997
2018-01-08,84.639999
2018-01-09,84.720001
2018-01-10,84.379997
2018-01-11,84.5
2018-01-12,88.75
2018-01-16,86.949997
2018-01-17,88.349998
2018-01-18,89.120003
2018-01-19,91.190002
2018-01-22,92.309998
2018-01-23,91.980003
2018-01-24,90.57
2018-01-25,89.889999
2018-01-26,92.940002
2018-01-29,92.650002
2018-01-30,91.400002
2018-01-31,91.639999
2018-02-01,90.16999799999999
2018-02-02,88.550003
2018-02-05,84.07
2018-02-06,86.610001
2018-02-07,84.5
2018-02-08,82.900002
2018-02-09,83.349998
2018-02-12,84.510002
2018-02-13,88.900002
2018-02-14,92.08000200000001
2018-02-15,95.010002
2018-02-16,94.900002
2018-02-20,95.760002
2018-02-21,95.620003
2018-02-22,96.110001
2018-02-23,98.41999799999999
2018-02-26,99.489998
2018-02-27,99.620003
2018-02-28,98.91999799999999
2018-03-01,98.760002
2018-03-02,102.510002
2018-03-05,104.32
2018-03-06,105.860001
2018-03-07,107.5
2018-03-08,109.339996
2018-03-09,109.959999
2018-03-12,110.199997
2018-03-13,109.519997
2018-03-14,111.25
2018-03-15,109.82
2018-03-16,109.980003
2018-03-19,108.040001
2018-03-20,111.099998
2018-03-21,113.010002
2018-03-22,110.730003
2018-03-23,106.790001
2018-03-26,113.860001
2018-03-27,107.620003
2018-03-28,105.18
2018-03-29,107.389999
2018-04-02,103.879997
2018-04-03,104.769997
2018-04-04,107.870003
2018-04-05,108.599998
2018-04-06,107.18
2018-04-09,107.790001
2018-04-10,111.040001
2018-04-11,112.269997
2018-04-12,111.459999
2018-04-13,109.959999
2018-04-16,112.010002
2018-04-17,116.029999
2018-04-18,117.620003
2018-04-19,116.760002
2018-04-20,115.760002
2018-04-23,114.07
2018-04-24,110.550003
2018-04-25,110.779999
2018-04-26,113.400002
2018-04-27,113.489998
2018-04-30,114.209999
2018-05-01,112.589996
2018-05-02,104.379997
2018-05-03,105.120003
2018-05-04,107.290001
2018-05-07,108.32
2018-05-08,108.970001
2018-05-09,109.0
2018-05-10,109.519997
2018-05-11,107.379997
2018-05-14,102.010002
2018-05-15,101.57
2018-05-16,101.66999799999999
2018-05-17,101.690002
2018-05-18,103.519997
2018-05-21,102.699997
2018-05-22,100.93
2018-05-23,101.779999
2018-05-24,103.050003
2018-05-25,104.019997
2018-05-29,104.050003
2018-05-30,105.019997
2018-05-31,105.470001
2018-06-01,105.57
2018-06-04,107.91999799999999
2018-06-05,109.860001
2018-06-06,109.440002
2018-06-07,103.040001
2018-06-08,105.470001
2018-06-11,106.639999
2018-06-12,110.449997
2018-06-13,111.720001
2018-06-14,113.66999799999999
2018-06-15,112.620003
2018-06-18,114.129997
2018-06-19,113.68
2018-06-20,112.650002
2018-06-21,109.83000200000001
2018-06-22,107.220001
2018-06-25,100.440002
2018-06-26,101.660004
2018-06-27,97.269997
2018-06-28,100.029999
2018-06-29,98.83000200000001
2018-07-02,101.239998
2018-07-03,100.66999799999999
2018-07-05,101.370003
2018-07-06,103.480003
2018-07-09,104.870003
2018-07-10,105.540001
2018-07-11,106.940002
2018-07-12,110.510002
2018-07-13,110.190002
2018-07-16,109.82
2018-07-17,110.730003
2018-07-18,111.129997
2018-07-19,111.559998
2018-07-20,111.760002
2018-07-23,112.75
2018-07-24,109.879997
2018-07-25,112.610001
2018-07-26,112.68
2018-07-27,108.010002
2018-07-30,103.120003
2018-07-31,106.25
2018-08-01,125.940002
2018-08-02,135.029999
2018-08-03,132.820007
2018-08-06,134.479996
2018-08-07,134.399994
2018-08-08,134.83999599999999
2018-08-09,133.850006
2018-08-10,135.759995
2018-08-13,134.600006
2018-08-14,137.899994
2018-08-15,135.580002
2018-08-16,138.259995
2018-08-17,139.869995
2018-08-20,141.610001
2018-08-21,144.050003
2018-08-22,145.350006
2018-08-23,146.25
2018-08-24,150.940002
2018-08-27,151.470001
2018-08-28,152.33999599999999
2018-08-29,153.929993
2018-08-30,152.78999299999998
2018-08-31,155.119995
2018-09-04,156.220001
2018-09-05,148.419998
2018-09-06,152.03999299999998
2018-09-07,155.899994
2018-09-10,156.979996
2018-09-11,159.0
2018-09-12,158.860001
2018-09-13,162.08999599999999
2018-09-14,163.320007
2018-09-17,157.399994
2018-09-18,157.690002
2018-09-19,153.630005
2018-09-20,153.479996
2018-09-21,153.649994
2018-09-24,154.970001
2018-09-25,159.020004
2018-09-26,154.770004
2018-09-27,154.979996
2018-09-28,155.41000400000001
2018-10-01,150.800003
2018-10-02,146.919998
2018-10-03,147.600006
2018-10-04,140.699997
2018-10-05,139.050003
2018-10-08,134.770004
2018-10-09,134.800003
2018-10-10,128.559998
2018-10-11,126.120003
2018-10-12,130.880005
2018-10-15,129.83999599999999
2018-10-16,136.059998
2018-10-17,136.509995
2018-10-18,133.639999
2018-10-19,130.919998
2018-10-22,133.759995
2018-10-23,131.800003
2018-10-24,123.480003
2018-10-25,127.379997
2018-10-26,124.059998
2018-10-29,123.870003
2018-10-30,129.58999599999999
2018-10-31,125.199997
2018-11-01,125.489998
2018-11-02,125.120003
2018-11-05,124.230003
2018-11-06,123.160004
