Date,PEAK
1993-11-11,13.661202
1993-11-12,13.547359
1993-11-15,13.205829000000001
1993-11-16,13.035064
1993-11-17,12.750455
1993-11-18,12.978142
1993-11-19,12.978142
1993-11-22,12.522769
1993-11-23,12.522769
1993-11-24,12.750455
1993-11-26,12.750455
1993-11-29,12.57969
1993-11-30,12.636612
1993-12-01,12.750455
1993-12-02,12.750455
1993-12-03,12.408925
1993-12-06,12.750455
1993-12-07,12.57969
1993-12-08,12.57969
1993-12-09,12.522769
1993-12-10,12.295082
1993-12-13,12.352003999999999
1993-12-14,12.295082
1993-12-15,11.953552
1993-12-16,11.725864999999999
1993-12-17,12.23816
1993-12-20,12.465847
1993-12-21,12.636612
1993-12-22,12.522769
1993-12-23,12.465847
1993-12-27,12.465847
1993-12-28,12.067395
1993-12-29,12.352003999999999
1993-12-30,12.465847
1993-12-31,12.352003999999999
1994-01-03,12.522769
1994-01-04,12.57969
1994-01-05,12.636612
1994-01-06,12.636612
1994-01-07,12.636612
1994-01-10,12.636612
1994-01-11,12.636612
1994-01-12,12.408925
1994-01-13,13.091986
1994-01-14,13.205829000000001
1994-01-17,13.319673000000002
1994-01-18,13.547359
1994-01-19,13.319673000000002
1994-01-20,13.091986
1994-01-21,13.035064
1994-01-24,13.205829000000001
1994-01-25,13.035064
1994-01-26,13.035064
1994-01-27,13.262751000000002
1994-01-28,12.921221000000001
1994-01-31,13.091986
1994-02-01,12.864299
1994-02-02,12.921221000000001
1994-02-03,12.750455
1994-02-04,12.693534
1994-02-07,12.807377
1994-02-08,13.035064
1994-02-09,13.319673000000002
1994-02-10,13.547359
1994-02-11,13.547359
1994-02-14,13.319673000000002
1994-02-15,13.262751000000002
1994-02-16,13.433516000000001
1994-02-17,13.490438000000001
1994-02-18,13.490438000000001
1994-02-22,13.661202
1994-02-23,13.60428
1994-02-24,13.661202
1994-02-25,13.831967
1994-02-28,13.831967
1994-03-01,13.661202
1994-03-02,13.831967
1994-03-03,13.94581
1994-03-04,13.94581
1994-03-07,14.515026999999998
1994-03-08,14.344261999999999
1994-03-09,14.401183999999999
1994-03-10,14.344261999999999
1994-03-11,14.173497
1994-03-14,14.173497
1994-03-15,14.344261999999999
1994-03-16,14.458105999999999
1994-03-17,14.458105999999999
1994-03-18,14.401183999999999
1994-03-21,14.116575
1994-03-22,14.116575
1994-03-23,14.287339999999999
1994-03-24,14.344261999999999
1994-03-25,14.401183999999999
1994-03-28,14.287339999999999
1994-03-29,14.116575
1994-03-30,14.059654
1994-03-31,13.888889
1994-04-04,13.718123
1994-04-05,14.116575
1994-04-06,14.344261999999999
1994-04-07,14.173497
1994-04-08,14.059654
1994-04-11,14.059654
1994-04-12,13.94581
1994-04-13,14.116575
1994-04-14,14.287339999999999
1994-04-15,14.230419
1994-04-18,14.173497
1994-04-19,14.059654
1994-04-20,13.661202
1994-04-21,14.002732
1994-04-22,14.002732
1994-04-25,13.94581
1994-04-26,14.059654
1994-04-28,13.661202
1994-04-29,13.718123
1994-05-02,13.718123
1994-05-03,13.718123
1994-05-04,13.775045
1994-05-05,13.888889
1994-05-06,14.116575
1994-05-09,14.344261999999999
1994-05-10,14.230419
1994-05-11,14.401183999999999
1994-05-12,14.515026999999998
1994-05-13,14.571948999999998
1994-05-16,14.799635999999998
1994-05-17,14.685792000000001
1994-05-18,14.571948999999998
1994-05-19,14.458105999999999
1994-05-20,14.458105999999999
1994-05-23,14.458105999999999
1994-05-24,14.401183999999999
1994-05-25,14.458105999999999
1994-05-26,14.458105999999999
1994-05-27,14.401183999999999
1994-05-31,14.116575
1994-06-01,14.401183999999999
1994-06-02,14.401183999999999
1994-06-03,14.344261999999999
1994-06-06,14.685792000000001
1994-06-07,14.571948999999998
1994-06-08,14.571948999999998
1994-06-09,14.458105999999999
1994-06-10,14.458105999999999
1994-06-13,14.571948999999998
1994-06-14,14.515026999999998
1994-06-15,14.515026999999998
1994-06-16,14.401183999999999
1994-06-17,14.401183999999999
1994-06-20,14.344261999999999
1994-06-21,14.287339999999999
1994-06-22,14.230419
1994-06-23,14.173497
1994-06-24,14.287339999999999
1994-06-27,14.287339999999999
1994-06-28,13.94581
1994-06-29,14.116575
1994-06-30,14.002732
1994-07-01,14.059654
1994-07-05,13.831967
1994-07-06,13.433516000000001
1994-07-07,13.547359
1994-07-08,13.718123
1994-07-11,13.661202
1994-07-12,13.718123
1994-07-13,13.433516000000001
1994-07-14,13.60428
1994-07-15,13.718123
1994-07-18,13.775045
1994-07-19,13.547359
1994-07-20,13.547359
1994-07-21,13.490438000000001
1994-07-22,13.262751000000002
1994-07-25,13.205829000000001
1994-07-26,13.035064
1994-07-27,12.864299
1994-07-28,12.978142
1994-07-29,12.750455
1994-08-01,12.750455
1994-08-02,12.807377
1994-08-03,12.807377
1994-08-04,12.978142
1994-08-05,13.035064
1994-08-08,13.433516000000001
1994-08-09,13.490438000000001
1994-08-10,13.490438000000001
1994-08-11,13.661202
1994-08-12,13.490438000000001
1994-08-15,13.433516000000001
1994-08-16,13.490438000000001
1994-08-17,13.490438000000001
1994-08-18,13.547359
1994-08-19,13.888889
1994-08-22,13.94581
1994-08-23,13.831967
1994-08-24,13.547359
1994-08-25,13.433516000000001
1994-08-26,13.547359
1994-08-29,13.490438000000001
1994-08-30,13.490438000000001
1994-08-31,13.661202
1994-09-01,13.490438000000001
1994-09-02,13.319673000000002
1994-09-06,13.661202
1994-09-07,13.661202
1994-09-08,13.661202
1994-09-09,13.661202
1994-09-12,13.661202
1994-09-13,13.60428
1994-09-14,13.376594
1994-09-15,13.490438000000001
1994-09-16,13.60428
1994-09-19,13.60428
1994-09-20,13.433516000000001
1994-09-21,13.319673000000002
1994-09-22,13.433516000000001
1994-09-23,13.433516000000001
1994-09-26,13.60428
1994-09-27,13.547359
1994-09-28,13.490438000000001
1994-09-29,13.547359
1994-09-30,13.60428
1994-10-03,13.547359
1994-10-04,13.661202
1994-10-05,13.60428
1994-10-06,13.60428
1994-10-07,13.60428
1994-10-10,13.60428
1994-10-11,13.661202
1994-10-12,13.775045
1994-10-13,14.002732
1994-10-14,13.94581
1994-10-17,13.888889
1994-10-18,13.831967
1994-10-19,13.775045
1994-10-20,13.831967
1994-10-21,13.661202
1994-10-24,13.376594
1994-10-25,13.205829000000001
1994-10-26,13.262751000000002
1994-10-27,13.262751000000002
1994-10-28,13.490438000000001
1994-10-31,13.376594
1994-11-01,13.091986
1994-11-02,12.750455
1994-11-03,12.750455
1994-11-04,12.693534
1994-11-07,12.636612
1994-11-08,12.750455
1994-11-09,12.693534
1994-11-10,12.693534
1994-11-11,12.465847
1994-11-14,12.57969
1994-11-15,12.408925
1994-11-16,12.352003999999999
1994-11-17,12.295082
1994-11-18,12.181238
1994-11-21,12.181238
1994-11-22,12.067395
1994-11-23,12.181238
1994-11-25,12.295082
1994-11-28,12.408925
1994-11-29,12.23816
1994-11-30,12.181238
1994-12-01,12.23816
1994-12-02,12.124317
1994-12-05,12.295082
1994-12-06,12.181238
1994-12-07,12.181238
1994-12-08,12.23816
1994-12-09,12.23816
1994-12-12,12.295082
1994-12-13,12.57969
1994-12-14,12.57969
1994-12-15,13.376594
1994-12-16,13.60428
1994-12-19,13.490438000000001
1994-12-20,13.433516000000001
1994-12-21,13.490438000000001
1994-12-22,13.718123
1994-12-23,13.718123
1994-12-27,13.775045
1994-12-28,13.888889
1994-12-29,13.718123
1994-12-30,13.718123
1995-01-03,13.718123
1995-01-04,13.718123
1995-01-05,13.433516000000001
1995-01-06,13.319673000000002
1995-01-09,13.319673000000002
1995-01-10,13.205829000000001
1995-01-11,13.262751000000002
1995-01-12,13.205829000000001
1995-01-13,13.376594
1995-01-16,13.376594
1995-01-17,12.978142
1995-01-18,12.921221000000001
1995-01-19,13.205829000000001
1995-01-20,13.035064
1995-01-23,12.921221000000001
1995-01-24,13.035064
1995-01-25,12.864299
1995-01-26,12.807377
1995-01-27,12.864299
1995-01-30,12.921221000000001
1995-01-31,12.978142
1995-02-01,13.091986
1995-02-02,13.205829000000001
1995-02-03,13.262751000000002
1995-02-06,13.262751000000002
1995-02-07,13.262751000000002
1995-02-08,13.262751000000002
1995-02-09,13.319673000000002
1995-02-10,13.376594
1995-02-13,13.376594
1995-02-14,13.319673000000002
1995-02-15,13.547359
1995-02-16,13.490438000000001
1995-02-17,13.547359
1995-02-21,13.433516000000001
1995-02-22,13.547359
1995-02-23,13.547359
1995-02-24,13.661202
1995-02-27,13.490438000000001
1995-02-28,13.661202
1995-03-01,13.547359
1995-03-02,13.60428
1995-03-03,13.547359
1995-03-06,13.60428
1995-03-07,13.60428
1995-03-08,13.547359
1995-03-09,13.661202
1995-03-10,13.490438000000001
1995-03-13,13.433516000000001
1995-03-14,13.205829000000001
1995-03-15,13.433516000000001
1995-03-16,13.547359
1995-03-17,13.433516000000001
1995-03-20,13.490438000000001
1995-03-21,13.547359
1995-03-22,13.60428
1995-03-23,13.661202
1995-03-24,13.718123
1995-03-27,13.718123
1995-03-28,13.661202
1995-03-29,13.661202
1995-03-30,13.661202
1995-03-31,13.490438000000001
1995-04-03,13.60428
1995-04-04,13.718123
1995-04-05,13.831967
1995-04-06,13.775045
1995-04-07,13.775045
1995-04-10,13.775045
1995-04-11,13.661202
1995-04-12,13.661202
1995-04-13,13.718123
1995-04-17,13.661202
1995-04-18,13.661202
1995-04-19,13.661202
1995-04-20,13.775045
1995-04-21,13.718123
1995-04-24,13.775045
1995-04-25,13.888889
1995-04-26,13.831967
1995-04-27,13.831967
1995-04-28,13.775045
1995-05-01,13.775045
1995-05-02,13.718123
1995-05-03,13.718123
1995-05-04,13.547359
1995-05-05,13.547359
1995-05-08,13.775045
1995-05-09,14.287339999999999
1995-05-10,14.230419
1995-05-11,14.116575
1995-05-12,14.059654
1995-05-15,14.173497
1995-05-16,14.230419
1995-05-17,14.287339999999999
1995-05-18,14.173497
1995-05-19,14.059654
1995-05-22,14.230419
1995-05-23,14.173497
1995-05-24,14.401183999999999
1995-05-25,14.230419
1995-05-26,14.173497
1995-05-30,14.059654
1995-05-31,14.458105999999999
1995-06-01,14.515026999999998
1995-06-02,14.799635999999998
1995-06-05,14.799635999999998
1995-06-06,14.799635999999998
1995-06-07,14.799635999999998
1995-06-08,14.685792000000001
1995-06-09,14.628870999999998
1995-06-12,14.458105999999999
1995-06-13,14.401183999999999
1995-06-14,14.344261999999999
1995-06-15,14.515026999999998
1995-06-16,14.515026999999998
1995-06-19,14.458105999999999
1995-06-20,14.458105999999999
1995-06-21,14.344261999999999
1995-06-22,14.344261999999999
1995-06-23,14.287339999999999
1995-06-26,14.230419
1995-06-27,14.230419
1995-06-28,14.401183999999999
1995-06-29,14.287339999999999
1995-06-30,14.571948999999998
1995-07-03,14.515026999999998
1995-07-05,14.515026999999998
1995-07-06,14.628870999999998
1995-07-07,14.571948999999998
1995-07-10,14.628870999999998
1995-07-11,14.628870999999998
1995-07-12,14.685792000000001
1995-07-13,14.799635999999998
1995-07-14,14.856557999999998
1995-07-17,15.027323
1995-07-18,14.970401
1995-07-19,14.856557999999998
1995-07-20,14.970401
1995-07-21,15.027323
1995-07-24,14.856557999999998
1995-07-25,14.913479
1995-07-26,14.742714000000001
1995-07-27,14.856557999999998
1995-07-28,14.913479
1995-07-31,14.742714000000001
1995-08-01,14.458105999999999
1995-08-02,14.628870999999998
1995-08-03,14.571948999999998
1995-08-04,14.571948999999998
1995-08-07,14.685792000000001
1995-08-08,14.571948999999998
1995-08-09,14.571948999999998
1995-08-10,14.571948999999998
1995-08-11,14.571948999999998
1995-08-14,14.571948999999998
1995-08-15,14.571948999999998
1995-08-16,14.515026999999998
1995-08-17,14.515026999999998
1995-08-18,14.628870999999998
1995-08-21,14.856557999999998
1995-08-22,14.515026999999998
1995-08-23,14.742714000000001
1995-08-24,14.742714000000001
1995-08-25,14.742714000000001
1995-08-28,14.856557999999998
1995-08-29,14.799635999999998
1995-08-30,14.742714000000001
1995-08-31,14.742714000000001
1995-09-01,14.856557999999998
1995-09-05,14.913479
1995-09-06,14.970401
1995-09-07,15.084244
1995-09-08,15.368853
1995-09-11,15.425775
1995-09-12,15.596539000000002
1995-09-13,15.596539000000002
1995-09-14,15.710382000000001
1995-09-15,15.482695999999999
1995-09-18,15.425775
1995-09-19,15.539617999999999
1995-09-20,15.539617999999999
1995-09-21,15.425775
1995-09-22,15.482695999999999
1995-09-25,15.425775
1995-09-26,15.482695999999999
1995-09-27,15.539617999999999
1995-09-28,15.482695999999999
1995-09-29,15.425775
1995-10-02,15.311931
1995-10-03,15.311931
1995-10-04,15.255009
1995-10-05,15.198088
1995-10-06,15.198088
1995-10-09,15.198088
1995-10-10,15.198088
1995-10-11,15.198088
1995-10-12,15.255009
1995-10-13,15.255009
1995-10-16,15.311931
1995-10-17,15.255009
1995-10-18,15.311931
1995-10-19,15.311931
1995-10-20,15.311931
1995-10-23,15.368853
1995-10-24,15.368853
1995-10-25,15.311931
1995-10-26,15.311931
1995-10-27,15.368853
1995-10-30,15.368853
1995-10-31,15.425775
1995-11-01,15.084244
1995-11-02,14.970401
1995-11-03,14.970401
1995-11-06,14.856557999999998
1995-11-07,14.913479
1995-11-08,14.913479
1995-11-09,14.913479
1995-11-10,14.685792000000001
1995-11-13,14.401183999999999
1995-11-14,14.685792000000001
1995-11-15,14.799635999999998
1995-11-16,14.799635999999998
1995-11-17,14.742714000000001
1995-11-20,14.742714000000001
1995-11-21,15.027323
1995-11-22,14.856557999999998
1995-11-24,14.913479
1995-11-27,15.084244
1995-11-28,15.027323
1995-11-29,15.255009
1995-11-30,15.255009
1995-12-01,15.596539000000002
1995-12-04,15.539617999999999
1995-12-05,15.938069
1995-12-06,15.824225
1995-12-07,15.994991
1995-12-08,15.994991
1995-12-11,15.994991
1995-12-12,15.938069
1995-12-13,15.938069
1995-12-14,15.824225
1995-12-15,15.767304000000001
1995-12-18,15.368853
1995-12-19,15.767304000000001
1995-12-20,15.710382000000001
1995-12-21,15.425775
1995-12-22,15.368853
1995-12-26,15.653460999999998
1995-12-27,15.710382000000001
1995-12-28,15.881147
1995-12-29,15.994991
1996-01-02,15.938069
1996-01-03,15.994991
1996-01-04,15.824225
1996-01-05,15.938069
1996-01-08,15.938069
1996-01-09,15.824225
1996-01-10,15.824225
1996-01-11,15.824225
1996-01-12,15.653460999999998
1996-01-15,15.710382000000001
1996-01-16,15.824225
1996-01-17,15.881147
1996-01-18,16.051911999999998
1996-01-19,15.938069
1996-01-22,15.881147
1996-01-23,15.938069
1996-01-24,15.938069
1996-01-25,15.881147
1996-01-26,15.824225
1996-01-29,15.938069
1996-01-30,16.051911999999998
1996-01-31,16.165756
1996-02-01,15.994991
1996-02-02,15.881147
1996-02-05,15.767304000000001
1996-02-06,15.767304000000001
1996-02-07,15.881147
1996-02-08,15.994991
1996-02-09,16.051911999999998
1996-02-12,15.938069
1996-02-13,15.881147
1996-02-14,15.881147
1996-02-15,15.994991
1996-02-16,15.824225
1996-02-20,15.425775
1996-02-21,15.425775
1996-02-22,15.881147
1996-02-23,15.881147
1996-02-26,15.653460999999998
1996-02-27,15.482695999999999
1996-02-28,15.425775
1996-02-29,15.255009
1996-03-01,15.425775
1996-03-04,15.596539000000002
1996-03-05,15.767304000000001
1996-03-06,15.710382000000001
1996-03-07,15.596539000000002
1996-03-08,15.482695999999999
1996-03-11,15.596539000000002
1996-03-12,15.767304000000001
1996-03-13,15.596539000000002
1996-03-14,15.596539000000002
1996-03-15,15.482695999999999
1996-03-18,15.255009
1996-03-19,15.198088
1996-03-20,15.198088
1996-03-21,15.198088
1996-03-22,15.198088
1996-03-25,15.084244
1996-03-26,15.482695999999999
1996-03-27,15.027323
1996-03-28,14.799635999999998
1996-03-29,14.344261999999999
1996-04-01,14.799635999999998
1996-04-02,15.255009
1996-04-03,15.255009
1996-04-04,14.856557999999998
1996-04-08,14.685792000000001
1996-04-09,14.913479
1996-04-10,14.685792000000001
1996-04-11,14.458105999999999
1996-04-12,14.458105999999999
1996-04-15,14.571948999999998
1996-04-16,14.571948999999998
1996-04-17,14.571948999999998
1996-04-18,14.401183999999999
1996-04-19,14.287339999999999
1996-04-22,14.571948999999998
1996-04-23,14.401183999999999
1996-04-24,14.515026999999998
1996-04-25,14.571948999999998
1996-04-26,14.515026999999998
1996-04-29,14.458105999999999
1996-04-30,14.344261999999999
1996-05-01,14.287339999999999
1996-05-02,14.116575
1996-05-03,14.230419
1996-05-06,14.173497
1996-05-07,14.116575
1996-05-08,14.116575
1996-05-09,14.344261999999999
1996-05-10,14.515026999999998
1996-05-13,14.628870999999998
1996-05-14,14.742714000000001
1996-05-15,14.628870999999998
1996-05-16,14.515026999999998
1996-05-17,14.571948999999998
1996-05-20,14.913479
1996-05-21,15.027323
1996-05-22,14.799635999999998
1996-05-23,14.913479
1996-05-24,15.027323
1996-05-28,14.913479
1996-05-29,14.970401
1996-05-30,15.027323
1996-05-31,14.913479
1996-06-03,14.913479
1996-06-04,15.255009
1996-06-05,15.255009
1996-06-06,15.141166
1996-06-07,14.970401
1996-06-10,15.027323
1996-06-11,14.799635999999998
1996-06-12,14.799635999999998
1996-06-13,14.799635999999998
1996-06-14,14.913479
1996-06-17,15.255009
1996-06-18,14.970401
1996-06-19,15.084244
1996-06-20,14.970401
1996-06-21,15.141166
1996-06-24,15.255009
1996-06-25,15.311931
1996-06-26,15.141166
1996-06-27,15.425775
1996-06-28,15.368853
1996-07-01,15.425775
1996-07-02,15.710382000000001
1996-07-03,15.539617999999999
1996-07-05,15.539617999999999
1996-07-08,15.255009
1996-07-09,15.198088
1996-07-10,14.970401
1996-07-11,14.970401
1996-07-12,15.084244
1996-07-15,15.141166
1996-07-16,15.084244
1996-07-17,15.141166
1996-07-18,15.141166
1996-07-19,15.141166
1996-07-22,15.141166
1996-07-23,15.084244
1996-07-24,15.084244
1996-07-25,15.027323
1996-07-26,15.141166
1996-07-29,15.255009
1996-07-30,15.311931
1996-07-31,15.368853
1996-08-01,15.198088
1996-08-02,15.539617999999999
1996-08-05,15.368853
1996-08-06,15.311931
1996-08-07,15.141166
1996-08-08,15.084244
1996-08-09,15.198088
1996-08-12,15.027323
1996-08-13,14.970401
1996-08-14,15.027323
1996-08-15,15.141166
1996-08-16,15.311931
1996-08-19,15.255009
1996-08-20,15.311931
1996-08-21,15.368853
1996-08-22,15.482695999999999
1996-08-23,15.596539000000002
1996-08-26,15.368853
1996-08-27,15.482695999999999
1996-08-28,15.482695999999999
1996-08-29,15.425775
1996-08-30,15.425775
1996-09-03,15.539617999999999
1996-09-04,15.482695999999999
1996-09-05,15.482695999999999
1996-09-06,15.539617999999999
1996-09-09,15.425775
1996-09-10,15.425775
1996-09-11,15.482695999999999
1996-09-12,15.311931
1996-09-13,15.425775
1996-09-16,15.425775
1996-09-17,15.311931
1996-09-18,15.255009
1996-09-19,15.198088
1996-09-20,15.255009
1996-09-23,15.425775
1996-09-24,15.198088
1996-09-25,15.027323
1996-09-26,15.027323
1996-09-27,14.970401
1996-09-30,14.856557999999998
1996-10-01,14.799635999999998
1996-10-02,15.084244
1996-10-03,15.255009
1996-10-04,15.084244
1996-10-07,15.084244
1996-10-08,15.311931
1996-10-09,15.255009
1996-10-10,15.255009
1996-10-11,15.482695999999999
1996-10-14,15.482695999999999
1996-10-15,15.653460999999998
1996-10-16,15.881147
1996-10-17,15.824225
1996-10-18,15.824225
1996-10-21,15.596539000000002
1996-10-22,15.539617999999999
1996-10-23,15.767304000000001
1996-10-24,15.710382000000001
1996-10-25,15.994991
1996-10-28,15.824225
1996-10-29,15.710382000000001
1996-10-30,15.767304000000001
1996-10-31,15.994991
1996-11-01,15.710382000000001
1996-11-04,15.994991
1996-11-05,16.2796
1996-11-06,16.734972
1996-11-07,16.678051
1996-11-08,17.076501999999998
1996-11-11,17.019581
1996-11-12,16.905737
1996-11-13,16.848816
1996-11-14,16.450364999999998
1996-11-15,16.507285999999997
1996-11-18,16.165756
1996-11-19,16.108832999999997
1996-11-20,16.108832999999997
1996-11-21,16.222676999999997
1996-11-22,15.994991
1996-11-25,15.881147
1996-11-26,15.539617999999999
1996-11-27,15.596539000000002
1996-11-29,15.539617999999999
1996-12-02,15.596539000000002
1996-12-03,15.824225
1996-12-04,15.539617999999999
1996-12-05,15.596539000000002
1996-12-06,15.596539000000002
1996-12-09,15.710382000000001
1996-12-10,15.824225
1996-12-11,15.596539000000002
1996-12-12,15.710382000000001
1996-12-13,15.710382000000001
1996-12-16,15.539617999999999
1996-12-17,15.482695999999999
1996-12-18,15.482695999999999
1996-12-19,15.368853
1996-12-20,15.482695999999999
1996-12-23,15.539617999999999
1996-12-24,15.653460999999998
1996-12-26,15.596539000000002
1996-12-27,15.539617999999999
1996-12-30,15.938069
1996-12-31,15.938069
1997-01-02,15.881147
1997-01-03,15.938069
1997-01-06,15.881147
1997-01-07,16.564207
1997-01-08,16.507285999999997
1997-01-09,16.393442
1997-01-10,16.336520999999998
1997-01-13,16.450364999999998
1997-01-14,16.678051
1997-01-15,16.905737
1997-01-16,16.734972
1997-01-17,16.791895
1997-01-20,16.791895
1997-01-21,16.905737
1997-01-22,16.791895
1997-01-23,16.621129999999997
1997-01-24,16.678051
1997-01-27,16.621129999999997
1997-01-28,16.507285999999997
1997-01-29,16.393442
1997-01-30,16.222676999999997
1997-01-31,15.938069
1997-02-03,16.108832999999997
1997-02-04,15.938069
1997-02-05,15.881147
1997-02-06,15.994991
1997-02-07,16.108832999999997
1997-02-10,15.881147
1997-02-11,15.994991
1997-02-12,15.881147
1997-02-13,15.881147
1997-02-14,15.653460999999998
1997-02-18,15.710382000000001
1997-02-19,15.824225
1997-02-20,15.653460999999998
1997-02-21,15.596539000000002
1997-02-24,15.653460999999998
1997-02-25,15.767304000000001
1997-02-26,15.938069
1997-02-27,15.767304000000001
1997-02-28,15.539617999999999
1997-03-03,15.596539000000002
1997-03-04,15.653460999999998
1997-03-05,15.482695999999999
1997-03-06,15.482695999999999
1997-03-07,15.653460999999998
1997-03-10,15.824225
1997-03-11,15.710382000000001
1997-03-12,15.596539000000002
1997-03-13,15.311931
1997-03-14,15.425775
1997-03-17,15.311931
1997-03-18,15.368853
1997-03-19,15.425775
1997-03-20,15.425775
1997-03-21,15.311931
1997-03-24,15.368853
1997-03-25,15.425775
1997-03-26,15.368853
1997-03-27,15.255009
1997-03-31,15.084244
1997-04-01,15.027323
1997-04-02,14.970401
1997-04-03,14.913479
1997-04-04,14.913479
1997-04-07,14.856557999999998
1997-04-08,14.970401
1997-04-09,14.913479
1997-04-10,14.799635999999998
1997-04-11,14.571948999999998
1997-04-14,14.685792000000001
1997-04-15,14.970401
1997-04-16,15.084244
1997-04-17,15.084244
1997-04-18,15.027323
1997-04-21,15.198088
1997-04-22,15.084244
1997-04-23,14.913479
1997-04-24,15.084244
1997-04-25,15.084244
1997-04-28,15.141166
1997-04-29,15.141166
1997-04-30,15.084244
1997-05-01,15.027323
1997-05-02,14.970401
1997-05-05,14.856557999999998
1997-05-06,14.685792000000001
1997-05-07,15.027323
1997-05-08,14.970401
1997-05-09,15.084244
1997-05-12,15.141166
1997-05-13,15.255009
1997-05-14,15.311931
1997-05-15,15.425775
1997-05-16,15.425775
1997-05-19,15.368853
1997-05-20,15.482695999999999
1997-05-21,15.653460999999998
1997-05-22,15.482695999999999
1997-05-23,15.368853
1997-05-27,15.482695999999999
1997-05-28,15.311931
1997-05-29,15.425775
1997-05-30,15.368853
1997-06-02,15.482695999999999
1997-06-03,15.311931
1997-06-04,15.198088
1997-06-05,15.311931
1997-06-06,15.311931
1997-06-09,15.255009
1997-06-10,15.482695999999999
1997-06-11,15.539617999999999
1997-06-12,15.596539000000002
1997-06-13,15.539617999999999
1997-06-16,15.482695999999999
1997-06-17,15.368853
1997-06-18,15.539617999999999
1997-06-19,15.596539000000002
1997-06-20,15.539617999999999
1997-06-23,15.482695999999999
1997-06-24,15.738843
1997-06-25,15.710382000000001
1997-06-26,16.080374
1997-06-27,16.2796
1997-06-30,16.051911999999998
1997-07-01,16.336520999999998
1997-07-02,16.564207
1997-07-03,16.592669
1997-07-07,16.421904
1997-07-08,16.507285999999997
1997-07-09,16.564207
1997-07-10,16.621129999999997
1997-07-11,16.535748
1997-07-14,16.564207
1997-07-15,16.421904
1997-07-16,16.592669
1997-07-17,16.535748
1997-07-18,16.507285999999997
1997-07-21,16.564207
1997-07-22,16.478825
1997-07-23,16.450364999999998
1997-07-24,16.535748
1997-07-25,16.507285999999997
1997-07-28,16.336520999999998
1997-07-29,16.30806
1997-07-30,16.564207
1997-07-31,16.393442
1997-08-01,16.393442
1997-08-04,16.564207
1997-08-05,16.450364999999998
1997-08-06,16.734972
1997-08-07,16.678051
1997-08-08,16.706512
1997-08-11,16.564207
1997-08-12,16.450364999999998
1997-08-13,16.507285999999997
1997-08-14,16.592669
1997-08-15,16.507285999999997
1997-08-18,16.564207
1997-08-19,16.592669
1997-08-20,16.621129999999997
1997-08-21,16.706512
1997-08-22,16.820354000000002
1997-08-25,16.734972
1997-08-26,16.877277
1997-08-27,16.848816
1997-08-28,16.877277
1997-08-29,16.934198000000002
1997-09-02,16.905737
1997-09-03,16.991119
1997-09-04,16.96266
1997-09-05,16.848816
1997-09-08,16.848816
1997-09-09,17.474954999999998
1997-09-10,17.247269
1997-09-11,16.96266
1997-09-12,16.96266
1997-09-15,16.96266
1997-09-16,17.104963
1997-09-17,17.190345999999998
1997-09-18,17.190345999999998
1997-09-19,17.190345999999998
1997-09-22,17.30419
1997-09-23,17.247269
1997-09-24,17.361110999999998
1997-09-25,17.247269
1997-09-26,17.30419
1997-09-29,17.190345999999998
1997-09-30,17.64572
1997-10-01,17.759563
1997-10-02,17.674181
1997-10-03,17.788023000000003
1997-10-06,17.873404999999998
1997-10-07,18.214935
1997-10-08,17.901867000000003
1997-10-09,17.588798999999998
1997-10-10,18.015711
1997-10-13,17.873404999999998
1997-10-14,17.958788000000002
1997-10-15,18.357241000000002
1997-10-16,18.158014
1997-10-17,17.759563
1997-10-20,17.64572
1997-10-21,17.759563
1997-10-22,17.788023000000003
1997-10-23,17.731102
1997-10-24,17.531876
1997-10-27,17.474954999999998
1997-10-28,17.474954999999998
1997-10-29,17.474954999999998
1997-10-30,17.389572
1997-10-31,17.474954999999998
1997-11-03,17.873404999999998
1997-11-04,18.015711
1997-11-05,18.04417
1997-11-06,17.816484
1997-11-07,17.560337
1997-11-10,17.674181
1997-11-11,17.702641
1997-11-12,17.531876
1997-11-13,17.30419
1997-11-14,17.30419
1997-11-17,17.588798999999998
1997-11-18,17.531876
1997-11-19,17.64572
1997-11-20,17.958788000000002
1997-11-21,17.930328
1997-11-24,17.759563
1997-11-25,18.015711
1997-11-26,17.958788000000002
1997-11-28,17.987249
1997-12-01,17.987249
1997-12-02,17.901867000000003
1997-12-03,17.873404999999998
1997-12-04,17.873404999999998
1997-12-05,17.901867000000003
1997-12-08,17.759563
1997-12-09,17.674181
1997-12-10,17.446493
1997-12-11,17.389572
1997-12-12,17.30419
1997-12-15,17.446493
1997-12-16,17.30419
1997-12-17,17.275728
1997-12-18,17.247269
1997-12-19,17.218807
1997-12-22,17.247269
1997-12-23,17.133425
1997-12-24,17.133425
1997-12-26,17.104963
1997-12-29,17.275728
1997-12-30,17.361110999999998
1997-12-31,17.218807
1998-01-02,17.418034
1998-01-05,17.332651000000002
1998-01-06,17.361110999999998
1998-01-07,17.418034
1998-01-08,17.446493
1998-01-09,17.361110999999998
1998-01-12,17.30419
1998-01-13,17.446493
1998-01-14,17.617258
1998-01-15,17.844946
1998-01-16,17.873404999999998
1998-01-20,17.702641
1998-01-21,17.873404999999998
1998-01-22,17.588798999999998
1998-01-23,17.503416
1998-01-26,17.474954999999998
1998-01-27,17.446493
1998-01-28,17.588798999999998
