Date,ADM
1980-03-17,1.8485209999999999
1980-03-18,1.907607
1980-03-19,1.9329290000000001
1980-03-20,1.983573
1980-03-21,1.9329290000000001
1980-03-24,1.8822849999999998
1980-03-25,1.806318
1980-03-26,1.7303509999999998
1980-03-27,1.688148
1980-03-28,1.8485209999999999
1980-03-31,1.9329290000000001
1980-04-01,2.000455
1980-04-02,1.9582509999999997
1980-04-03,1.9329290000000001
1980-04-07,1.8738439999999998
1980-04-08,1.899166
1980-04-09,1.8822849999999998
1980-04-10,1.9498099999999998
1980-04-11,1.9666919999999999
1980-04-14,1.9498099999999998
1980-04-15,1.94137
1980-04-16,1.865403
1980-04-17,1.8231990000000002
1980-04-18,1.8231990000000002
1980-04-21,1.755673
1980-04-22,1.9582509999999997
1980-04-23,1.856962
1980-04-24,1.916047
1980-04-25,1.9582509999999997
1980-04-28,2.042659
1980-04-29,2.042659
1980-04-30,2.127066
1980-05-01,2.076421
1980-05-02,2.110184
1980-05-05,2.1945919999999997
1980-05-06,2.2452360000000002
1980-05-07,2.304321
1980-05-08,2.278999
1980-05-09,2.262118
1980-05-12,2.329643
1980-05-13,2.338084
1980-05-14,2.304321
1980-05-15,2.253677
1980-05-16,2.2199139999999997
1980-05-19,2.2452360000000002
1980-05-20,2.236795
1980-05-21,2.236795
1980-05-22,2.304321
1980-05-23,2.329643
1980-05-27,2.397169
1980-05-28,2.447814
1980-05-29,2.3127619999999998
1980-05-30,2.28744
1980-06-02,2.346525
1980-06-03,2.354966
1980-06-04,2.4140509999999997
1980-06-05,2.304321
1980-06-06,2.354966
1980-06-09,2.354966
1980-06-10,2.346525
1980-06-11,2.354966
1980-06-12,2.3127619999999998
1980-06-13,2.354966
1980-06-16,2.354966
1980-06-17,2.3127619999999998
1980-06-18,2.2452360000000002
1980-06-19,2.278999
1980-06-20,2.2705580000000003
1980-06-23,2.295881
1980-06-24,2.397169
1980-06-25,2.40561
1980-06-26,2.388729
1980-06-27,2.354966
1980-06-30,2.262118
1980-07-01,2.295881
1980-07-02,2.346525
1980-07-03,2.28744
1980-07-07,2.338084
1980-07-08,2.278999
1980-07-09,2.28744
1980-07-10,2.253677
