Date,DGX
1997-04-23,4.0
1997-04-24,4.0
1997-04-25,4.0
1997-04-28,4.0
1997-04-29,4.1875
1997-04-30,4.40625
1997-05-01,4.375
1997-05-02,4.59375
1997-05-05,4.53125
1997-05-06,4.5625
1997-05-07,4.53125
1997-05-08,4.46875
1997-05-09,4.46875
1997-05-12,4.75
1997-05-13,4.71875
1997-05-14,4.53125
1997-05-15,4.53125
1997-05-16,4.46875
1997-05-19,4.46875
1997-05-20,4.40625
1997-05-21,4.46875
1997-05-22,4.875
1997-05-23,4.6875
1997-05-27,4.6875
1997-05-28,4.71875
1997-05-29,4.75
1997-05-30,4.625
1997-06-02,4.65625
1997-06-03,4.6875
1997-06-04,4.71875
1997-06-05,4.75
1997-06-06,4.9375
1997-06-09,5.0
1997-06-10,5.0
1997-06-11,4.84375
1997-06-12,5.0
1997-06-13,4.96875
1997-06-16,5.0625
1997-06-17,4.96875
1997-06-18,5.0
1997-06-19,4.96875
1997-06-20,4.96875
1997-06-23,4.96875
1997-06-24,4.84375
1997-06-25,4.75
1997-06-26,4.75
1997-06-27,4.75
1997-06-30,5.140625
1997-07-01,4.90625
1997-07-02,4.875
1997-07-03,4.859375
1997-07-07,4.859375
1997-07-08,5.015625
1997-07-09,4.90625
1997-07-10,4.75
1997-07-11,4.75
1997-07-14,4.765625
1997-07-15,4.8125
1997-07-16,5.03125
1997-07-17,4.71875
1997-07-18,4.578125
1997-07-21,4.53125
1997-07-22,4.484375
1997-07-23,4.5
1997-07-24,4.375
1997-07-25,4.21875
1997-07-28,4.234375
1997-07-29,4.3125
1997-07-30,4.375
1997-07-31,4.34375
1997-08-01,4.25
1997-08-04,4.25
1997-08-05,4.28125
1997-08-06,4.328125
1997-08-07,4.3125
1997-08-08,4.3125
1997-08-11,4.3125
1997-08-12,4.40625
1997-08-13,4.40625
1997-08-14,4.5625
1997-08-15,4.78125
1997-08-18,4.78125
1997-08-19,4.78125
1997-08-20,4.8125
1997-08-21,4.796875
1997-08-22,4.765625
1997-08-25,4.6875
1997-08-26,4.71875
1997-08-27,4.734375
1997-08-28,4.71875
1997-08-29,4.671875
1997-09-02,4.5625
1997-09-03,4.59375
1997-09-04,4.65625
1997-09-05,4.53125
1997-09-08,4.59375
1997-09-09,4.59375
1997-09-10,4.546875
1997-09-11,4.546875
1997-09-12,4.53125
1997-09-15,4.46875
1997-09-16,4.421875
1997-09-17,4.359375
1997-09-18,4.265625
1997-09-19,4.1875
1997-09-22,4.15625
1997-09-23,4.125
1997-09-24,4.125
1997-09-25,4.140625
1997-09-26,4.234375
1997-09-29,4.265625
1997-09-30,4.234375
1997-10-01,4.203125
1997-10-02,4.203125
1997-10-03,4.234375
1997-10-06,4.25
1997-10-07,4.296875
1997-10-08,4.3125
1997-10-09,4.25
1997-10-10,4.21875
1997-10-13,4.15625
1997-10-14,4.09375
1997-10-15,4.078125
1997-10-16,4.125
1997-10-17,4.09375
1997-10-20,4.078125
1997-10-21,4.203125
1997-10-22,4.1875
1997-10-23,4.140625
1997-10-24,4.203125
1997-10-27,4.140625
1997-10-28,4.140625
1997-10-29,4.3125
1997-10-30,4.25
1997-10-31,4.171875
1997-11-03,4.265625
1997-11-04,4.1875
1997-11-05,4.140625
1997-11-06,4.15625
1997-11-07,4.15625
1997-11-10,4.203125
1997-11-11,4.171875
1997-11-12,4.15625
1997-11-13,4.171875
1997-11-14,4.171875
1997-11-17,4.203125
1997-11-18,4.21875
1997-11-19,4.234375
1997-11-20,4.296875
1997-11-21,4.125
1997-11-24,4.140625
1997-11-25,4.109375
1997-11-26,4.125
1997-11-28,4.078125
1997-12-01,4.203125
1997-12-02,4.25
1997-12-03,4.109375
1997-12-04,4.0625
1997-12-05,4.125
1997-12-08,4.171875
1997-12-09,4.171875
1997-12-10,4.15625
1997-12-11,4.140625
1997-12-12,4.15625
1997-12-15,4.140625
1997-12-16,4.21875
1997-12-17,4.21875
1997-12-18,4.203125
1997-12-19,4.1875
1997-12-22,4.1875
1997-12-23,4.25
1997-12-24,4.25
1997-12-26,4.21875
1997-12-29,4.203125
1997-12-30,4.21875
1997-12-31,4.21875
1998-01-02,4.28125
1998-01-05,4.234375
1998-01-06,4.15625
1998-01-07,4.09375
1998-01-08,4.09375
1998-01-09,4.0
1998-01-12,4.015625
1998-01-13,4.015625
1998-01-14,4.03125
1998-01-15,4.078125
1998-01-16,4.109375
1998-01-20,4.078125
1998-01-21,4.03125
1998-01-22,4.078125
1998-01-23,4.03125
1998-01-26,4.046875
1998-01-27,4.171875
1998-01-28,4.234375
1998-01-29,4.171875
1998-01-30,4.15625
1998-02-02,4.0625
1998-02-03,4.0625
1998-02-04,4.09375
1998-02-05,4.078125
1998-02-06,4.046875
1998-02-09,4.03125
1998-02-10,4.03125
1998-02-11,4.046875
1998-02-12,4.03125
1998-02-13,4.0
1998-02-17,4.015625
1998-02-18,3.984375
1998-02-19,4.0
1998-02-20,3.984375
1998-02-23,4.0
1998-02-24,3.890625
1998-02-25,3.859375
1998-02-26,3.84375
1998-02-27,3.84375
1998-03-02,3.921875
1998-03-03,3.921875
1998-03-04,3.859375
1998-03-05,3.8125
1998-03-06,3.90625
1998-03-09,3.984375
1998-03-10,3.984375
1998-03-11,3.984375
1998-03-12,3.96875
1998-03-13,4.0
1998-03-16,3.984375
1998-03-17,3.984375
1998-03-18,3.984375
1998-03-19,4.0
1998-03-20,3.953125
1998-03-23,4.140625
1998-03-24,4.125
1998-03-25,4.140625
1998-03-26,4.171875
1998-03-27,4.140625
1998-03-30,4.171875
1998-03-31,4.203125
1998-04-01,4.234375
1998-04-02,4.21875
1998-04-03,4.1875
1998-04-06,4.140625
1998-04-07,4.09375
1998-04-08,4.03125
1998-04-09,4.046875
1998-04-13,4.09375
1998-04-14,4.078125
1998-04-15,4.09375
1998-04-16,4.203125
1998-04-17,4.28125
1998-04-20,4.390625
1998-04-21,4.453125
1998-04-22,4.53125
1998-04-23,4.671875
1998-04-24,4.703125
1998-04-27,4.65625
1998-04-28,4.8125
1998-04-29,4.796875
1998-04-30,4.8125
1998-05-01,4.875
1998-05-04,4.9375
1998-05-05,5.046875
1998-05-06,5.125
1998-05-07,5.140625
1998-05-08,5.140625
1998-05-11,5.109375
1998-05-12,5.0625
1998-05-13,5.0625
1998-05-14,4.984375
1998-05-15,4.953125
1998-05-18,5.203125
1998-05-19,5.375
1998-05-20,5.359375
1998-05-21,5.46875
1998-05-22,5.421875
1998-05-26,5.4375
1998-05-27,5.328125
1998-05-28,5.328125
1998-05-29,5.421875
1998-06-01,5.359375
1998-06-02,5.390625
1998-06-03,5.359375
1998-06-04,5.46875
1998-06-05,5.5625
1998-06-08,5.671875
1998-06-09,5.734375
1998-06-10,5.703125
1998-06-11,5.578125
1998-06-12,5.4375
1998-06-15,5.390625
1998-06-16,5.34375
1998-06-17,5.484375
1998-06-18,5.484375
1998-06-19,5.46875
1998-06-22,5.390625
1998-06-23,5.4375
1998-06-24,5.5
1998-06-25,5.484375
1998-06-26,5.5
1998-06-29,5.53125
1998-06-30,5.46875
1998-07-01,5.390625
1998-07-02,5.359375
1998-07-06,5.375
1998-07-07,5.359375
1998-07-08,5.3125
1998-07-09,5.296875
1998-07-10,5.28125
1998-07-13,5.296875
1998-07-14,5.3125
1998-07-15,5.3125
1998-07-16,5.40625
1998-07-17,5.375
1998-07-20,5.296875
1998-07-21,5.28125
1998-07-22,5.375
1998-07-23,5.3125
1998-07-24,5.234375
1998-07-27,5.234375
1998-07-28,5.015625
1998-07-29,5.140625
1998-07-30,5.125
1998-07-31,5.125
1998-08-03,5.125
1998-08-04,4.796875
1998-08-05,4.796875
1998-08-06,4.859375
1998-08-07,4.9375
1998-08-10,4.828125
1998-08-11,4.78125
1998-08-12,4.921875
1998-08-13,4.875
1998-08-14,4.96875
1998-08-17,4.984375
1998-08-18,5.0
1998-08-19,5.015625
1998-08-20,5.015625
1998-08-21,5.0
1998-08-24,4.984375
1998-08-25,4.984375
1998-08-26,4.9375
1998-08-27,4.78125
1998-08-28,4.5
1998-08-31,4.15625
1998-09-01,4.171875
1998-09-02,4.140625
1998-09-03,4.296875
1998-09-04,4.34375
1998-09-08,4.59375
1998-09-09,4.40625
1998-09-10,4.359375
1998-09-11,4.453125
1998-09-14,4.40625
1998-09-15,4.34375
1998-09-16,4.25
1998-09-17,4.1875
1998-09-18,4.390625
1998-09-21,4.4375
1998-09-22,4.46875
1998-09-23,4.421875
1998-09-24,4.296875
1998-09-25,4.171875
1998-09-28,4.1875
1998-09-29,4.078125
1998-09-30,4.125
1998-10-01,4.1875
1998-10-02,4.15625
1998-10-05,4.09375
1998-10-06,3.96875
1998-10-07,3.75
1998-10-08,3.65625
1998-10-09,3.78125
1998-10-12,3.71875
1998-10-13,3.6875
1998-10-14,3.671875
1998-10-15,3.75
1998-10-16,3.71875
1998-10-19,3.9375
1998-10-20,4.203125
1998-10-21,4.203125
1998-10-22,4.25
1998-10-23,4.125
1998-10-26,4.140625
1998-10-27,4.15625
1998-10-28,4.125
1998-10-29,4.09375
1998-10-30,4.15625
1998-11-02,4.25
1998-11-03,4.28125
1998-11-04,4.3125
1998-11-05,4.296875
1998-11-06,4.40625
1998-11-09,4.5
1998-11-10,4.484375
1998-11-11,4.46875
1998-11-12,4.3125
1998-11-13,4.328125
1998-11-16,4.328125
1998-11-17,4.328125
1998-11-18,4.4375
1998-11-19,4.53125
1998-11-20,4.65625
1998-11-23,4.625
1998-11-24,4.46875
1998-11-25,4.53125
1998-11-27,4.46875
1998-11-30,4.46875
1998-12-01,4.453125
1998-12-02,4.4375
1998-12-03,4.40625
1998-12-04,4.453125
1998-12-07,4.4375
1998-12-08,4.390625
1998-12-09,4.421875
1998-12-10,4.46875
1998-12-11,4.453125
1998-12-14,4.40625
1998-12-15,4.4375
1998-12-16,4.421875
1998-12-17,4.421875
1998-12-18,4.34375
1998-12-21,4.453125
1998-12-22,4.4375
1998-12-23,4.390625
1998-12-24,4.375
1998-12-28,4.390625
1998-12-29,4.4375
1998-12-30,4.46875
1998-12-31,4.453125
1999-01-04,4.546875
1999-01-05,4.578125
1999-01-06,4.53125
1999-01-07,4.5
1999-01-08,4.59375
1999-01-11,4.625
1999-01-12,4.65625
1999-01-13,4.609375
1999-01-14,4.6875
1999-01-15,4.96875
1999-01-19,4.9375
1999-01-20,4.875
1999-01-21,4.78125
1999-01-22,4.765625
1999-01-25,4.796875
1999-01-26,4.796875
1999-01-27,4.75
1999-01-28,4.8125
1999-01-29,4.734375
1999-02-01,4.671875
1999-02-02,4.734375
1999-02-03,4.8125
1999-02-04,4.828125
1999-02-05,4.828125
1999-02-08,4.859375
1999-02-09,5.53125
1999-02-10,5.5
1999-02-11,5.578125
1999-02-12,5.53125
1999-02-16,5.421875
1999-02-17,5.140625
1999-02-18,5.375
1999-02-19,5.34375
1999-02-22,5.359375
1999-02-23,5.390625
1999-02-24,5.359375
1999-02-25,5.34375
1999-02-26,5.34375
1999-03-01,5.4375
1999-03-02,5.46875
1999-03-03,5.40625
1999-03-04,5.34375
1999-03-05,5.390625
1999-03-08,5.265625
1999-03-09,5.4375
1999-03-10,5.421875
1999-03-11,5.484375
1999-03-12,5.28125
1999-03-15,5.265625
1999-03-16,5.171875
1999-03-17,5.0625
1999-03-18,5.15625
1999-03-19,5.09375
1999-03-22,5.125
1999-03-23,5.125
1999-03-24,5.078125
1999-03-25,5.109375
1999-03-26,5.15625
1999-03-29,5.28125
1999-03-30,5.625
1999-03-31,5.5625
1999-04-01,5.484375
1999-04-05,5.546875
1999-04-06,5.546875
1999-04-07,5.40625
1999-04-08,5.5
1999-04-09,5.625
1999-04-12,5.65625
1999-04-13,5.84375
1999-04-14,5.8125
1999-04-15,5.625
1999-04-16,5.671875
1999-04-19,5.796875
1999-04-20,5.671875
1999-04-21,5.6875
1999-04-22,5.75
1999-04-23,5.71875
1999-04-26,5.84375
1999-04-27,5.703125
1999-04-28,5.75
1999-04-29,5.71875
1999-04-30,5.71875
1999-05-03,5.765625
1999-05-04,5.78125
1999-05-05,5.734375
1999-05-06,5.875
1999-05-07,6.09375
1999-05-10,6.078125
1999-05-11,6.046875
1999-05-12,6.09375
1999-05-13,6.09375
1999-05-14,6.03125
1999-05-17,6.03125
1999-05-18,6.078125
1999-05-19,6.109375
1999-05-20,6.0625
1999-05-21,5.984375
1999-05-24,5.96875
1999-05-25,5.859375
1999-05-26,5.984375
1999-05-27,6.1875
1999-05-28,6.390625
1999-06-01,6.65625
1999-06-02,6.703125
1999-06-03,6.828125
1999-06-04,6.8125
1999-06-07,6.734375
1999-06-08,6.5
1999-06-09,6.453125
1999-06-10,6.40625
1999-06-11,6.34375
1999-06-14,6.34375
1999-06-15,6.34375
1999-06-16,6.359375
1999-06-17,6.484375
1999-06-18,6.421875
1999-06-21,6.40625
1999-06-22,6.34375
1999-06-23,6.34375
1999-06-24,6.375
1999-06-25,6.625
1999-06-28,6.609375
1999-06-29,6.734375
1999-06-30,6.84375
1999-07-01,6.796875
1999-07-02,6.0
1999-07-06,6.171875
1999-07-07,6.03125
1999-07-08,6.109375
1999-07-09,6.125
1999-07-12,6.0625
1999-07-13,6.109375
1999-07-14,6.140625
1999-07-15,6.515625
1999-07-16,6.515625
1999-07-19,6.625
1999-07-20,6.609375
1999-07-21,6.609375
1999-07-22,6.625
1999-07-23,6.59375
1999-07-26,6.5
1999-07-27,6.5625
1999-07-28,6.59375
1999-07-29,6.5625
1999-07-30,6.4375
1999-08-02,6.359375
1999-08-03,6.25
1999-08-04,6.296875
1999-08-05,6.25
1999-08-06,6.125
1999-08-09,6.390625
1999-08-10,6.453125
1999-08-11,6.484375
1999-08-12,6.46875
1999-08-13,6.53125
1999-08-16,6.609375
1999-08-17,6.75
1999-08-18,6.8125
1999-08-19,6.75
1999-08-20,6.75
1999-08-23,6.8125
1999-08-24,6.71875
1999-08-25,6.796875
1999-08-26,6.828125
1999-08-27,6.765625
1999-08-30,6.578125
1999-08-31,6.609375
1999-09-01,6.484375
1999-09-02,6.609375
1999-09-03,6.71875
1999-09-07,6.765625
1999-09-08,6.78125
1999-09-09,6.75
1999-09-10,6.765625
1999-09-13,6.875
1999-09-14,6.890625
1999-09-15,6.875
1999-09-16,6.75
1999-09-17,6.921875
1999-09-20,6.921875
1999-09-21,6.953125
1999-09-22,6.859375
1999-09-23,6.671875
1999-09-24,6.5
1999-09-27,6.5625
1999-09-28,6.578125
1999-09-29,6.421875
1999-09-30,6.5
1999-10-01,6.484375
1999-10-04,6.375
1999-10-05,6.359375
1999-10-06,6.328125
1999-10-07,6.21875
1999-10-08,6.203125
1999-10-11,6.265625
1999-10-12,6.1875
1999-10-13,6.09375
1999-10-14,6.078125
1999-10-15,5.921875
1999-10-18,5.953125
1999-10-19,5.953125
1999-10-20,6.1875
1999-10-21,6.0625
1999-10-22,6.09375
1999-10-25,5.984375
1999-10-26,5.6875
1999-10-27,6.0625
1999-10-28,6.703125
1999-10-29,7.0
1999-11-01,7.359375
1999-11-02,7.296875
1999-11-03,7.390625
1999-11-04,7.734375
1999-11-05,7.6875
1999-11-08,7.703125
1999-11-09,7.734375
1999-11-10,7.5
1999-11-11,7.484375
1999-11-12,7.5
1999-11-15,7.5625
1999-11-16,7.59375
1999-11-17,7.625
1999-11-18,7.75
1999-11-19,7.640625
1999-11-22,7.71875
1999-11-23,7.75
1999-11-24,7.5625
1999-11-26,7.59375
1999-11-29,7.59375
1999-11-30,7.609375
1999-12-01,7.8125
1999-12-02,7.734375
1999-12-03,7.6875
1999-12-06,7.78125
1999-12-07,7.828125
1999-12-08,7.765625
1999-12-09,7.78125
1999-12-10,7.71875
1999-12-13,7.796875
1999-12-14,7.703125
1999-12-15,7.59375
1999-12-16,7.640625
1999-12-17,7.375
1999-12-20,7.421875
1999-12-21,7.4375
1999-12-22,7.296875
1999-12-23,7.3125
1999-12-27,7.515625
1999-12-28,7.46875
1999-12-29,7.546875
1999-12-30,7.59375
1999-12-31,7.640625
2000-01-03,7.5
2000-01-04,7.484375
2000-01-05,7.421875
2000-01-06,7.453125
2000-01-07,7.75
2000-01-10,7.890625
2000-01-11,7.875
2000-01-12,7.84375
2000-01-13,8.140625
2000-01-14,7.78125
2000-01-18,7.921875
2000-01-19,7.875
2000-01-20,7.921875
2000-01-21,7.921875
2000-01-24,7.9375
2000-01-25,8.015625
2000-01-26,9.0
2000-01-27,8.25
2000-01-28,8.40625
2000-01-31,8.5
2000-02-01,8.375
2000-02-02,8.390625
2000-02-03,8.609375
2000-02-04,8.796875
2000-02-07,8.859375
2000-02-08,8.9375
2000-02-09,9.03125
2000-02-10,9.09375
2000-02-11,8.828125
2000-02-14,8.65625
2000-02-15,8.71875
2000-02-16,8.796875
2000-02-17,8.828125
2000-02-18,8.640625
2000-02-22,8.8125
2000-02-23,8.875
2000-02-24,8.765625
2000-02-25,8.75
2000-02-28,8.53125
2000-02-29,8.578125
2000-03-01,8.96875
2000-03-02,9.0
2000-03-03,9.21875
2000-03-06,9.640625
2000-03-07,9.21875
2000-03-08,9.296875
2000-03-09,9.390625
2000-03-10,9.203125
2000-03-13,9.171875
2000-03-14,8.9375
2000-03-15,9.046875
2000-03-16,9.8125
2000-03-17,9.921875
2000-03-20,9.5
2000-03-21,8.9375
2000-03-22,9.265625
2000-03-23,9.1875
2000-03-24,8.953125
2000-03-27,8.859375
2000-03-28,9.421875
2000-03-29,9.25
2000-03-30,9.234375
2000-03-31,9.9375
2000-04-03,9.953125
2000-04-04,9.59375
2000-04-05,10.03125
2000-04-06,10.359375
2000-04-07,10.5
2000-04-10,10.375
2000-04-11,10.484375
2000-04-12,10.53125
2000-04-13,10.671875
2000-04-14,11.125
2000-04-17,12.5625
2000-04-18,14.0
2000-04-19,13.765625
2000-04-20,13.40625
2000-04-24,13.4375
2000-04-25,14.3125
2000-04-26,14.75
2000-04-27,14.75
2000-04-28,14.546875
2000-05-01,14.765625
2000-05-02,14.5625
2000-05-03,14.078125
2000-05-04,14.1875
2000-05-05,14.90625
2000-05-08,14.84375
2000-05-09,15.0625
2000-05-10,14.71875
2000-05-11,15.515625
2000-05-12,16.75
2000-05-15,16.625
2000-05-16,17.4375
2000-05-17,16.96875
2000-05-18,16.234375
2000-05-19,15.40625
2000-05-22,15.265625
2000-05-23,15.171875
2000-05-24,16.96875
2000-05-25,17.3125
2000-05-26,17.71875
2000-05-30,17.125
2000-05-31,16.78125
2000-06-01,17.1875
2000-06-02,16.6875
2000-06-05,15.84375
2000-06-06,15.453125
2000-06-07,15.25
2000-06-08,15.109375
2000-06-09,15.390625
2000-06-12,14.9375
2000-06-13,15.25
2000-06-14,15.90625
2000-06-15,16.15625
2000-06-16,16.15625
2000-06-19,17.46875
2000-06-20,18.617188
2000-06-21,18.40625
2000-06-22,17.78125
2000-06-23,17.5
2000-06-26,17.71875
2000-06-27,17.6875
2000-06-28,18.109375
2000-06-29,18.125
2000-06-30,18.6875
2000-07-03,18.53125
2000-07-05,18.953125
2000-07-06,19.421875
2000-07-07,19.671875
2000-07-10,20.25
2000-07-11,23.25
2000-07-12,24.40625
2000-07-13,24.71875
2000-07-14,25.984375
2000-07-17,26.75
2000-07-18,25.734375
2000-07-19,25.203125
2000-07-20,25.5
2000-07-21,25.046875
2000-07-24,25.40625
2000-07-25,24.671875
2000-07-26,25.5
2000-07-27,25.609375
2000-07-28,25.28125
2000-07-31,25.234375
2000-08-01,26.4375
2000-08-02,25.0
2000-08-03,25.75
2000-08-04,26.78125
2000-08-07,28.96875
2000-08-08,28.390625
2000-08-09,27.8125
2000-08-10,27.25
2000-08-11,26.5
2000-08-14,26.75
2000-08-15,26.765625
2000-08-16,26.6875
2000-08-17,26.9375
2000-08-18,27.480469
2000-08-21,27.9375
2000-08-22,28.421875
2000-08-23,29.46875
2000-08-24,28.4375
2000-08-25,29.6875
2000-08-28,31.375
2000-08-29,30.0
2000-08-30,30.46875
2000-08-31,30.9375
2000-09-01,32.21875
2000-09-05,32.4375
2000-09-06,32.578125
2000-09-07,31.828125
2000-09-08,31.953125
2000-09-11,31.4375
2000-09-12,30.9375
2000-09-13,29.75
2000-09-14,29.984375
2000-09-15,28.953125
2000-09-18,24.714844
2000-09-19,26.222656
2000-09-20,26.25
2000-09-21,25.0
2000-09-22,26.90625
2000-09-25,26.984375
2000-09-26,27.78125
2000-09-27,29.71875
2000-09-28,29.78125
2000-09-29,28.691406
2000-10-02,29.65625
2000-10-03,29.171875
2000-10-04,29.71875
2000-10-05,30.53125
2000-10-06,31.125
2000-10-09,30.46875
2000-10-10,30.9375
2000-10-11,32.375
2000-10-12,31.390625
2000-10-13,30.4375
2000-10-16,33.46875
2000-10-17,32.765625
2000-10-18,33.84375
2000-10-19,34.1875
2000-10-20,28.234375
2000-10-23,24.890625
2000-10-24,26.328125
2000-10-25,26.484375
2000-10-26,25.71875
2000-10-27,22.625
2000-10-30,22.4375
2000-10-31,24.0625
2000-11-01,22.734375
2000-11-02,24.046875
2000-11-03,24.1875
2000-11-06,24.546875
2000-11-07,25.875
2000-11-08,28.5
2000-11-09,28.640625
2000-11-10,28.21875
2000-11-13,25.546875
2000-11-14,26.28125
2000-11-15,28.015625
2000-11-16,27.21875
2000-11-17,26.5625
2000-11-20,24.21875
2000-11-21,24.921875
2000-11-22,25.40625
2000-11-24,26.09375
2000-11-27,27.5625
2000-11-28,26.375
2000-11-29,25.6875
2000-11-30,28.09375
2000-12-01,28.703125
2000-12-04,30.0
2000-12-05,29.640625
2000-12-06,30.1875
2000-12-07,30.0625
2000-12-08,30.875
2000-12-11,31.234375
2000-12-12,30.875
2000-12-13,31.53125
2000-12-14,31.5
2000-12-15,31.875
2000-12-18,31.8125
2000-12-19,30.5625
2000-12-20,29.546875
2000-12-21,30.796875
2000-12-22,34.5
2000-12-26,32.71875
2000-12-27,34.28125
2000-12-28,35.765625
2000-12-29,35.5
2001-01-02,33.734375
2001-01-03,34.90625
2001-01-04,28.5
2001-01-05,27.859375
2001-01-08,28.9375
2001-01-09,27.75
2001-01-10,28.78125
2001-01-11,27.5
2001-01-12,25.828125
2001-01-16,25.875
2001-01-17,24.21875
2001-01-18,24.1875
2001-01-19,24.546875
2001-01-22,25.53125
2001-01-23,26.53125
2001-01-24,27.546875
2001-01-25,27.453125
2001-01-26,27.59375
2001-01-29,27.0
2001-01-30,27.4575
2001-01-31,25.875
2001-02-01,24.717501000000002
2001-02-02,24.870001000000002
2001-02-05,25.477501
2001-02-06,27.875
2001-02-07,28.24
2001-02-08,27.077499
2001-02-09,27.275
2001-02-12,27.975
2001-02-13,27.5625
2001-02-14,27.1
2001-02-15,26.9125
2001-02-16,26.8375
2001-02-20,26.85
2001-02-21,25.3475
2001-02-22,24.75
2001-02-23,25.25
2001-02-26,26.635
2001-02-27,26.627501000000002
2001-02-28,26.35
2001-03-01,25.4175
2001-03-02,25.5
2001-03-05,24.9
2001-03-06,24.245001000000002
2001-03-07,24.58
2001-03-08,23.5
2001-03-09,23.575001
2001-03-12,21.5875
2001-03-13,21.625
2001-03-14,22.225
2001-03-15,21.145
2001-03-16,20.9375
2001-03-19,21.3125
2001-03-20,21.125
2001-03-21,20.15
2001-03-22,19.76
2001-03-23,20.73
2001-03-26,21.157498999999998
2001-03-27,21.4175
2001-03-28,21.85
2001-03-29,22.032498999999998
2001-03-30,22.217501000000002
2001-04-02,21.842501000000002
2001-04-03,21.5875
2001-04-04,21.8375
2001-04-05,22.715
2001-04-06,22.65
2001-04-09,23.02
2001-04-10,23.575001
2001-04-11,22.9275
2001-04-12,23.549999
2001-04-16,23.950001
2001-04-17,24.875
2001-04-18,25.002501000000002
2001-04-19,25.725
2001-04-20,25.799999
2001-04-23,25.5
2001-04-24,27.362499
2001-04-25,29.0
2001-04-26,29.565001000000002
2001-04-27,29.725
2001-04-30,30.799999
2001-05-01,30.875
2001-05-02,31.299999
2001-05-03,29.950001
2001-05-04,29.775
2001-05-07,29.6775
2001-05-08,29.275
2001-05-09,28.549999
2001-05-10,28.424999
2001-05-11,28.6775
2001-05-14,28.629998999999998
2001-05-15,29.0625
2001-05-16,31.5
2001-05-17,32.064999
2001-05-18,32.25
2001-05-21,31.23
2001-05-22,30.7225
2001-05-23,30.575001
2001-05-24,30.889999
2001-05-25,30.9625
2001-05-29,30.377501000000002
2001-05-30,30.4125
2001-05-31,30.9025
2001-06-01,33.099998
2001-06-04,32.25
2001-06-05,33.049999
2001-06-06,31.73
2001-06-07,32.349998
2001-06-08,32.150002
2001-06-11,32.82
2001-06-12,32.435001
2001-06-13,31.450001
2001-06-14,30.799999
2001-06-15,31.495001000000002
2001-06-18,31.965
2001-06-19,31.99
2001-06-20,33.459998999999996
2001-06-21,36.0
2001-06-22,34.025002
2001-06-25,35.505001
2001-06-26,34.75
2001-06-27,35.459998999999996
2001-06-28,37.075001
2001-06-29,37.424999
2001-07-02,36.5
2001-07-03,36.209998999999996
2001-07-05,36.174999
2001-07-06,36.575001
2001-07-09,35.974998
2001-07-10,34.700001
2001-07-11,34.674999
2001-07-12,35.224998
2001-07-13,35.014998999999996
2001-07-16,36.5
2001-07-17,37.035
2001-07-18,36.57
2001-07-19,36.259997999999996
2001-07-20,36.950001
2001-07-23,36.290001000000004
2001-07-24,33.5
2001-07-25,34.799999
2001-07-26,34.349998
2001-07-27,34.57
2001-07-30,34.580002
2001-07-31,34.549999
2001-08-01,33.5
2001-08-02,31.525
2001-08-03,31.700001
2001-08-06,30.959999
2001-08-07,30.74
2001-08-08,31.02
2001-08-09,30.98
2001-08-10,30.915001
2001-08-13,32.209998999999996
2001-08-14,32.200001
2001-08-15,31.924999
2001-08-16,31.51
2001-08-17,30.725
2001-08-20,31.5
2001-08-21,31.764999
2001-08-22,32.27
