Date,RCL
1994-05-20,14.3125
1994-05-23,14.3125
1994-05-24,14.0
1994-05-25,14.25
1994-05-26,14.25
1994-05-27,14.375
1994-05-31,14.5625
1994-06-01,14.625
1994-06-02,14.25
1994-06-03,14.375
1994-06-06,14.5
1994-06-07,14.0
1994-06-08,14.0625
1994-06-09,14.0625
1994-06-10,14.0625
1994-06-13,14.125
1994-06-14,14.25
1994-06-15,14.1875
1994-06-16,14.3125
1994-06-17,14.25
1994-06-20,13.8125
1994-06-21,13.4375
1994-06-22,13.75
1994-06-23,13.75
1994-06-24,13.5
1994-06-27,13.5625
1994-06-28,13.9375
1994-06-29,13.9375
1994-06-30,13.875
1994-07-01,13.875
1994-07-05,13.8125
1994-07-06,13.875
1994-07-07,14.1875
1994-07-08,14.5625
1994-07-11,14.4375
1994-07-12,14.75
1994-07-13,14.5625
1994-07-14,14.5625
1994-07-15,14.5625
1994-07-18,14.4375
1994-07-19,14.5
1994-07-20,14.4375
1994-07-21,14.5
1994-07-22,14.4375
1994-07-25,14.4375
1994-07-26,14.4375
1994-07-27,14.4375
1994-07-28,14.4375
1994-07-29,14.4375
1994-08-01,14.4375
1994-08-02,14.5
1994-08-03,14.4375
1994-08-04,14.5
1994-08-05,14.625
1994-08-08,14.6875
1994-08-09,14.6875
1994-08-10,14.5
1994-08-11,14.5
1994-08-12,14.75
1994-08-15,14.75
1994-08-16,14.875
1994-08-17,14.875
1994-08-18,14.875
1994-08-19,14.875
1994-08-22,14.8125
1994-08-23,14.875
1994-08-24,14.8125
1994-08-25,14.6875
1994-08-26,14.75
1994-08-29,14.75
1994-08-30,14.75
1994-08-31,14.6875
1994-09-01,13.6875
1994-09-02,14.0625
1994-09-06,14.375
1994-09-07,14.375
1994-09-08,14.25
1994-09-09,14.125
1994-09-12,14.1875
1994-09-13,14.3125
1994-09-14,14.375
1994-09-15,14.5
1994-09-16,14.1875
1994-09-19,14.0625
1994-09-20,14.0
1994-09-21,13.75
1994-09-22,13.625
1994-09-23,13.4375
1994-09-26,13.1875
1994-09-27,12.9375
1994-09-28,13.125
1994-09-29,13.3125
1994-09-30,13.0
1994-10-03,13.1875
1994-10-04,13.0625
1994-10-05,13.0
1994-10-06,13.0625
1994-10-07,13.0625
1994-10-10,13.6875
1994-10-11,13.75
1994-10-12,14.5
1994-10-13,14.8125
1994-10-14,14.5
1994-10-17,14.6875
1994-10-18,14.75
1994-10-19,14.75
1994-10-20,14.5
1994-10-21,14.5625
1994-10-24,14.5625
1994-10-25,14.5
1994-10-26,14.875
1994-10-27,15.1875
1994-10-28,15.0
1994-10-31,14.875
1994-11-01,14.5
1994-11-02,14.5625
1994-11-03,14.5625
1994-11-04,14.625
1994-11-07,14.5
1994-11-08,14.3125
1994-11-09,14.3125
1994-11-10,14.1875
1994-11-11,14.125
1994-11-14,14.125
1994-11-15,14.0
1994-11-16,14.0
1994-11-17,13.9375
1994-11-18,13.8125
1994-11-21,13.8125
1994-11-22,13.625
1994-11-23,13.5
1994-11-25,13.625
1994-11-28,13.5
1994-11-29,13.5
1994-11-30,13.75
1994-12-01,13.5625
1994-12-02,13.5
1994-12-05,13.5
1994-12-06,13.375
1994-12-07,13.4375
1994-12-08,13.1875
1994-12-09,12.875
1994-12-12,12.6875
1994-12-13,12.75
1994-12-14,13.0
1994-12-15,13.0
1994-12-16,13.25
1994-12-19,13.125
1994-12-20,13.0625
1994-12-21,13.125
1994-12-22,13.375
1994-12-23,13.875
1994-12-27,13.6875
1994-12-28,13.5
1994-12-29,13.875
1994-12-30,14.25
1995-01-03,13.8125
1995-01-04,13.5
1995-01-05,13.4375
1995-01-06,13.5
1995-01-09,13.5625
1995-01-10,13.4375
1995-01-11,13.0
1995-01-12,13.25
1995-01-13,13.3125
1995-01-16,13.3125
1995-01-17,13.1875
1995-01-18,13.125
1995-01-19,13.1875
1995-01-20,13.1875
1995-01-23,13.25
1995-01-24,13.5
1995-01-25,13.875
1995-01-26,14.0
1995-01-27,13.875
1995-01-30,13.875
1995-01-31,13.75
1995-02-01,13.75
1995-02-02,13.8125
1995-02-03,13.8125
1995-02-06,13.8125
1995-02-07,13.625
1995-02-08,12.6875
1995-02-09,12.75
1995-02-10,12.9375
1995-02-13,12.625
1995-02-14,12.75
1995-02-15,12.625
1995-02-16,12.75
1995-02-17,12.9375
1995-02-21,12.9375
1995-02-22,12.9375
1995-02-23,13.1875
1995-02-24,13.0625
1995-02-27,12.875
1995-02-28,12.75
1995-03-01,12.75
1995-03-02,12.6875
1995-03-03,12.75
1995-03-06,12.6875
1995-03-07,12.625
1995-03-08,12.625
1995-03-09,12.4375
1995-03-10,12.4375
1995-03-13,12.25
1995-03-14,12.125
1995-03-15,12.25
1995-03-16,12.375
1995-03-17,12.75
1995-03-20,12.8125
1995-03-21,12.9375
1995-03-22,12.5
1995-03-23,12.3125
1995-03-24,12.5
1995-03-27,12.625
1995-03-28,12.75
1995-03-29,12.75
1995-03-30,12.9375
1995-03-31,13.0625
1995-04-03,13.125
1995-04-04,12.9375
1995-04-05,12.875
1995-04-06,13.0
1995-04-07,13.125
1995-04-10,13.3125
1995-04-11,13.25
1995-04-12,13.125
1995-04-13,13.125
1995-04-17,12.875
1995-04-18,12.6875
1995-04-19,12.625
1995-04-20,12.1875
1995-04-21,12.0
1995-04-24,12.0
1995-04-25,12.0625
1995-04-26,12.1875
1995-04-27,11.9375
1995-04-28,11.9375
1995-05-01,11.75
1995-05-02,12.125
1995-05-03,12.5
1995-05-04,12.375
1995-05-05,12.4375
1995-05-08,12.8125
1995-05-09,12.75
1995-05-10,12.6875
1995-05-11,12.9375
1995-05-12,12.9375
1995-05-15,12.8125
1995-05-16,12.75
1995-05-17,12.8125
1995-05-18,13.0
1995-05-19,12.875
1995-05-22,12.875
1995-05-23,12.75
1995-05-24,12.8125
1995-05-25,13.0
1995-05-26,12.9375
1995-05-30,13.1875
1995-05-31,12.5
1995-06-01,12.25
1995-06-02,12.0
1995-06-05,11.5625
1995-06-06,11.1875
1995-06-07,11.625
1995-06-08,11.5
1995-06-09,11.3125
1995-06-12,11.125
1995-06-13,11.5
1995-06-14,11.0625
1995-06-15,11.0
1995-06-16,11.0
1995-06-19,10.9375
1995-06-20,10.9375
1995-06-21,10.9375
1995-06-22,10.875
1995-06-23,10.9375
1995-06-26,11.125
1995-06-27,11.125
1995-06-28,11.1875
1995-06-29,11.0
1995-06-30,11.0
1995-07-03,11.0
1995-07-05,10.875
1995-07-06,11.0625
1995-07-07,11.125
1995-07-10,11.375
1995-07-11,11.4375
1995-07-12,11.625
1995-07-13,11.5625
1995-07-14,11.625
1995-07-17,11.6875
1995-07-18,11.6875
1995-07-19,11.5625
1995-07-20,11.6875
1995-07-21,11.4375
1995-07-24,11.5
1995-07-25,11.375
1995-07-26,11.3125
1995-07-27,11.1875
1995-07-28,11.0625
1995-07-31,10.875
1995-08-01,10.9375
1995-08-02,10.8125
1995-08-03,10.8125
1995-08-04,10.8125
1995-08-07,10.75
1995-08-08,10.75
1995-08-09,11.0625
1995-08-10,11.0625
1995-08-11,11.0
1995-08-14,10.8125
1995-08-15,11.0625
1995-08-16,11.125
1995-08-17,11.25
1995-08-18,11.25
1995-08-21,11.1875
1995-08-22,11.0625
1995-08-23,11.0625
1995-08-24,11.3125
1995-08-25,11.1875
1995-08-28,11.125
1995-08-29,11.1875
1995-08-30,10.8125
1995-08-31,10.875
1995-09-01,10.75
1995-09-05,10.875
1995-09-06,11.0625
1995-09-07,11.4375
1995-09-08,11.3125
1995-09-11,11.1875
1995-09-12,11.0625
1995-09-13,11.0625
1995-09-14,11.25
1995-09-15,11.3125
1995-09-18,11.25
1995-09-19,11.5
1995-09-20,11.6875
1995-09-21,11.8125
1995-09-22,11.75
1995-09-25,11.9375
1995-09-26,12.0625
1995-09-27,11.8125
1995-09-28,11.875
1995-09-29,12.125
1995-10-02,11.9375
1995-10-03,11.6875
1995-10-04,11.375
1995-10-05,11.6875
1995-10-06,11.5625
1995-10-09,11.5
1995-10-10,11.4375
1995-10-11,11.4375
1995-10-12,11.5
1995-10-13,11.625
1995-10-16,11.625
1995-10-17,11.8125
1995-10-18,11.75
1995-10-19,11.8125
1995-10-20,11.625
1995-10-23,11.6875
1995-10-24,11.75
1995-10-25,11.75
1995-10-26,11.6875
1995-10-27,11.8125
1995-10-30,11.75
1995-10-31,11.5
1995-11-01,11.5
1995-11-02,11.875
1995-11-03,12.125
1995-11-06,12.25
1995-11-07,12.1875
1995-11-08,12.125
1995-11-09,12.1875
1995-11-10,12.1875
1995-11-13,12.25
1995-11-14,12.125
1995-11-15,12.5
1995-11-16,12.5
1995-11-17,12.25
1995-11-20,12.1875
1995-11-21,12.0625
1995-11-22,12.125
1995-11-24,12.0625
1995-11-27,12.25
1995-11-28,12.375
1995-11-29,12.1875
1995-11-30,12.125
1995-12-01,11.8125
1995-12-04,11.5
1995-12-05,11.6875
1995-12-06,12.0
1995-12-07,12.125
1995-12-08,12.0
1995-12-11,11.9375
1995-12-12,11.875
1995-12-13,11.8125
1995-12-14,11.5
1995-12-15,11.5
1995-12-18,11.125
1995-12-19,10.9375
1995-12-20,10.875
1995-12-21,10.8125
1995-12-22,10.9375
1995-12-26,10.625
1995-12-27,10.8125
1995-12-28,10.625
1995-12-29,11.0
1996-01-02,11.25
1996-01-03,11.25
1996-01-04,11.0625
1996-01-05,11.0625
1996-01-08,11.1875
1996-01-09,11.1875
1996-01-10,10.9375
1996-01-11,10.9375
1996-01-12,11.0
1996-01-15,11.0
1996-01-16,11.25
1996-01-17,11.25
1996-01-18,11.125
1996-01-19,11.1875
1996-01-22,11.0
1996-01-23,10.8125
1996-01-24,11.0
1996-01-25,11.0
1996-01-26,10.9375
1996-01-29,11.0
1996-01-30,11.0
1996-01-31,11.1875
1996-02-01,11.375
1996-02-02,11.4375
1996-02-05,11.125
1996-02-06,11.25
1996-02-07,11.75
1996-02-08,12.0
1996-02-09,12.0625
1996-02-12,12.1875
1996-02-13,12.1875
1996-02-14,12.3125
1996-02-15,12.25
1996-02-16,12.375
1996-02-20,12.0
1996-02-21,11.875
1996-02-22,12.0625
1996-02-23,12.25
1996-02-26,12.0625
1996-02-27,11.875
1996-02-28,11.9375
1996-02-29,11.6875
1996-03-01,11.875
1996-03-04,12.25
1996-03-05,12.125
1996-03-06,12.25
1996-03-07,12.3125
1996-03-08,11.875
1996-03-11,12.0625
1996-03-12,12.0
1996-03-13,11.9375
1996-03-14,12.0625
1996-03-15,11.875
1996-03-18,11.6875
1996-03-19,11.625
1996-03-20,11.625
1996-03-21,11.6875
1996-03-22,11.8125
1996-03-25,11.875
1996-03-26,11.75
1996-03-27,11.6875
1996-03-28,11.875
1996-03-29,12.1875
1996-04-01,12.25
1996-04-02,12.0
1996-04-03,12.125
1996-04-04,12.3125
1996-04-08,12.25
1996-04-09,12.75
1996-04-10,12.8125
1996-04-11,12.8125
1996-04-12,12.8125
1996-04-15,13.0
1996-04-16,13.0
1996-04-17,13.0
1996-04-18,13.125
1996-04-19,13.3125
1996-04-22,13.4375
1996-04-23,13.25
1996-04-24,13.5625
1996-04-25,14.0
1996-04-26,14.0625
1996-04-29,14.0625
1996-04-30,14.0625
1996-05-01,13.9375
1996-05-02,14.0
1996-05-03,14.0625
1996-05-06,13.9375
1996-05-07,13.9375
1996-05-08,13.75
1996-05-09,13.875
1996-05-10,14.0625
1996-05-13,14.0
1996-05-14,14.125
1996-05-15,14.1875
1996-05-16,14.125
1996-05-17,14.0625
1996-05-20,14.125
1996-05-21,14.0
1996-05-22,14.0
1996-05-23,14.0
1996-05-24,14.125
1996-05-28,14.125
1996-05-29,14.25
1996-05-30,14.375
1996-05-31,14.375
1996-06-03,14.4375
1996-06-04,14.4375
1996-06-05,14.3125
1996-06-06,14.375
1996-06-07,14.375
1996-06-10,14.375
1996-06-11,14.375
1996-06-12,14.3125
1996-06-13,14.4375
1996-06-14,14.1875
1996-06-17,14.125
1996-06-18,14.0625
1996-06-19,13.875
1996-06-20,13.75
1996-06-21,13.5625
1996-06-24,13.625
1996-06-25,14.0
1996-06-26,13.9375
1996-06-27,14.125
1996-06-28,14.25
1996-07-01,14.1875
1996-07-02,14.25
1996-07-03,14.0
1996-07-05,13.9375
1996-07-08,13.75
1996-07-09,13.75
1996-07-10,13.875
1996-07-11,13.3125
1996-07-12,13.0
1996-07-15,13.0
1996-07-16,12.5
1996-07-17,12.375
1996-07-18,12.25
1996-07-19,12.25
1996-07-22,12.125
1996-07-23,11.9375
1996-07-24,11.4375
1996-07-25,11.9375
1996-07-26,12.0
1996-07-29,12.1875
1996-07-30,12.25
1996-07-31,12.25
1996-08-01,12.5
1996-08-02,12.6875
1996-08-05,12.8125
1996-08-06,12.9375
1996-08-07,12.875
1996-08-08,12.9375
1996-08-09,13.0
1996-08-12,12.9375
1996-08-13,12.9375
1996-08-14,12.875
1996-08-15,12.9375
1996-08-16,12.9375
1996-08-19,12.875
1996-08-20,12.9375
1996-08-21,13.0625
1996-08-22,13.125
1996-08-23,13.125
1996-08-26,13.1875
1996-08-27,13.125
1996-08-28,13.25
1996-08-29,13.0625
1996-08-30,13.1875
1996-09-03,13.3125
1996-09-04,13.3125
1996-09-05,13.1875
1996-09-06,13.3125
1996-09-09,13.4375
1996-09-10,13.5
1996-09-11,13.375
1996-09-12,13.375
1996-09-13,13.5
1996-09-16,13.25
1996-09-17,13.1875
1996-09-18,13.375
1996-09-19,13.3125
1996-09-20,13.375
1996-09-23,13.3125
1996-09-24,13.375
1996-09-25,13.3125
1996-09-26,13.25
1996-09-27,13.3125
1996-09-30,13.3125
1996-10-01,13.375
1996-10-02,13.375
1996-10-03,13.3125
1996-10-04,13.3125
1996-10-07,13.375
1996-10-08,13.3125
1996-10-09,13.3125
1996-10-10,13.5
1996-10-11,13.625
1996-10-14,13.4375
1996-10-15,13.1875
1996-10-16,13.25
1996-10-17,13.3125
1996-10-18,13.375
1996-10-21,13.4375
1996-10-22,13.375
1996-10-23,13.375
1996-10-24,13.375
1996-10-25,13.25
1996-10-28,13.125
1996-10-29,13.1875
1996-10-30,13.3125
1996-10-31,13.4375
1996-11-01,13.3125
1996-11-04,13.125
1996-11-05,13.1875
1996-11-06,13.125
1996-11-07,13.1875
1996-11-08,13.5
1996-11-11,13.25
1996-11-12,13.125
1996-11-13,13.0
1996-11-14,13.0625
1996-11-15,13.0
1996-11-18,12.9375
1996-11-19,13.0
1996-11-20,13.0
1996-11-21,12.8125
1996-11-22,12.75
1996-11-25,13.0
1996-11-26,13.0
1996-11-27,12.875
1996-11-29,12.9375
1996-12-02,13.0
1996-12-03,12.875
1996-12-04,12.875
1996-12-05,12.875
1996-12-06,12.8125
1996-12-09,12.8125
1996-12-10,12.875
1996-12-11,12.75
1996-12-12,12.75
1996-12-13,12.625
1996-12-16,12.5
1996-12-17,12.375
1996-12-18,12.3125
1996-12-19,11.9375
1996-12-20,12.0
1996-12-23,11.625
1996-12-24,11.625
1996-12-26,11.8125
1996-12-27,11.75
1996-12-30,11.75
1996-12-31,11.6875
1997-01-02,11.9375
1997-01-03,12.0
1997-01-06,12.25
1997-01-07,12.3125
1997-01-08,12.25
1997-01-09,12.125
1997-01-10,11.875
1997-01-13,11.8125
1997-01-14,11.875
1997-01-15,11.75
1997-01-16,11.875
1997-01-17,11.8125
1997-01-20,11.75
1997-01-21,11.75
1997-01-22,11.875
1997-01-23,12.0625
1997-01-24,12.0625
1997-01-27,12.125
1997-01-28,12.4375
1997-01-29,12.625
1997-01-30,13.0
1997-01-31,13.1875
1997-02-03,13.9375
1997-02-04,14.125
1997-02-05,14.0625
1997-02-06,13.5625
1997-02-07,13.75
1997-02-10,13.5625
1997-02-11,13.3125
1997-02-12,13.5
1997-02-13,14.1875
1997-02-14,14.25
1997-02-18,14.0625
1997-02-19,14.125
1997-02-20,13.9375
1997-02-21,14.0
1997-02-24,14.0
1997-02-25,14.25
1997-02-26,14.5
1997-02-27,14.6875
1997-02-28,14.625
1997-03-03,14.625
1997-03-04,15.0
1997-03-05,15.1875
1997-03-06,15.3125
1997-03-07,15.3125
1997-03-10,15.25
1997-03-11,15.25
1997-03-12,15.25
1997-03-13,15.25
1997-03-14,15.4375
1997-03-17,15.4375
1997-03-18,15.1875
1997-03-19,15.625
1997-03-20,15.9375
1997-03-21,15.9375
1997-03-24,16.0625
1997-03-25,15.625
1997-03-26,15.6875
1997-03-27,15.5
1997-03-31,15.25
1997-04-01,15.625
1997-04-02,15.75
1997-04-03,15.5
1997-04-04,15.3125
1997-04-07,15.5
1997-04-08,15.5
1997-04-09,15.375
1997-04-10,15.5
1997-04-11,15.25
1997-04-14,15.25
1997-04-15,15.375
1997-04-16,15.5625
1997-04-17,15.625
1997-04-18,15.875
1997-04-21,15.625
1997-04-22,15.9375
1997-04-23,15.75
1997-04-24,16.0625
1997-04-25,15.9375
1997-04-28,15.875
1997-04-29,15.875
1997-04-30,15.9375
1997-05-01,15.875
1997-05-02,15.8125
1997-05-05,15.6875
1997-05-06,15.875
1997-05-07,16.125
1997-05-08,16.3125
1997-05-09,16.3125
1997-05-12,16.8125
1997-05-13,16.6875
1997-05-14,16.8125
1997-05-15,16.9375
1997-05-16,16.8125
1997-05-19,17.0625
1997-05-20,17.0
1997-05-21,17.1875
1997-05-22,17.1875
1997-05-23,17.1875
1997-05-27,17.3125
1997-05-28,17.5
1997-05-29,17.625
1997-05-30,17.4375
1997-06-02,17.6875
1997-06-03,17.8125
1997-06-04,17.75
1997-06-05,17.625
1997-06-06,17.6875
1997-06-09,17.9375
1997-06-10,17.875
1997-06-11,17.875
1997-06-12,17.875
1997-06-13,18.125
1997-06-16,18.4375
1997-06-17,19.5625
1997-06-18,18.875
1997-06-19,18.75
1997-06-20,18.8125
1997-06-23,18.875
1997-06-24,18.75
1997-06-25,18.4375
1997-06-26,17.0625
1997-06-27,17.3125
1997-06-30,17.46875
1997-07-01,17.375
1997-07-02,17.3125
1997-07-03,17.9375
1997-07-07,18.25
1997-07-08,18.25
1997-07-09,18.09375
1997-07-10,18.1875
1997-07-11,18.0
1997-07-14,18.0
1997-07-15,17.90625
1997-07-16,17.84375
1997-07-17,17.84375
1997-07-18,17.6875
1997-07-21,17.375
1997-07-22,19.15625
1997-07-23,19.03125
1997-07-24,18.46875
1997-07-25,18.40625
1997-07-28,18.875
1997-07-29,19.65625
1997-07-30,19.5625
1997-07-31,19.84375
1997-08-01,19.46875
1997-08-04,19.71875
1997-08-05,19.0
1997-08-06,19.15625
1997-08-07,19.25
1997-08-08,19.0625
1997-08-11,19.25
1997-08-12,19.1875
1997-08-13,19.25
1997-08-14,19.875
1997-08-15,20.0
1997-08-18,19.9375
1997-08-19,19.90625
1997-08-20,19.4375
1997-08-21,19.71875
1997-08-22,19.5625
1997-08-25,19.8125
1997-08-26,20.09375
1997-08-27,20.875
1997-08-28,20.625
1997-08-29,20.4375
1997-09-02,20.71875
1997-09-03,20.4375
1997-09-04,20.46875
1997-09-05,20.1875
1997-09-08,20.25
1997-09-09,20.53125
1997-09-10,20.40625
1997-09-11,20.9375
1997-09-12,21.5
1997-09-15,21.25
1997-09-16,21.09375
1997-09-17,21.09375
1997-09-18,21.5
1997-09-19,21.78125
1997-09-22,22.375
1997-09-23,22.09375
1997-09-24,22.0
1997-09-25,21.6875
1997-09-26,21.5
1997-09-29,21.65625
1997-09-30,21.875
1997-10-01,21.59375
1997-10-02,21.5
1997-10-03,21.875
1997-10-06,21.8125
1997-10-07,21.84375
1997-10-08,21.90625
1997-10-09,22.0
1997-10-10,22.0
1997-10-13,22.15625
1997-10-14,22.375
1997-10-15,22.09375
1997-10-16,22.4375
1997-10-17,22.1875
1997-10-20,22.1875
1997-10-21,22.84375
1997-10-22,22.8125
1997-10-23,22.71875
1997-10-24,22.84375
1997-10-27,21.6875
1997-10-28,21.84375
1997-10-29,23.125
1997-10-30,22.9375
1997-10-31,23.21875
1997-11-03,23.3125
1997-11-04,23.71875
1997-11-05,23.75
1997-11-06,23.3125
1997-11-07,22.71875
1997-11-10,22.65625
1997-11-11,22.75
1997-11-12,22.53125
1997-11-13,22.53125
1997-11-14,22.625
1997-11-17,23.625
1997-11-18,23.46875
1997-11-19,23.375
1997-11-20,23.59375
1997-11-21,24.0
1997-11-24,23.53125
1997-11-25,23.5625
1997-11-26,23.4375
1997-11-28,24.0
1997-12-01,23.9375
1997-12-02,23.90625
1997-12-03,24.0
1997-12-04,24.09375
1997-12-05,24.28125
1997-12-08,24.375
1997-12-09,24.3125
1997-12-10,24.21875
1997-12-11,24.0
1997-12-12,23.9375
1997-12-15,24.0
1997-12-16,24.65625
1997-12-17,23.65625
1997-12-18,24.125
1997-12-19,24.125
1997-12-22,24.875
1997-12-23,24.75
1997-12-24,24.6875
1997-12-26,24.71875
1997-12-29,24.875
1997-12-30,25.9375
1997-12-31,26.65625
1998-01-02,26.25
1998-01-05,26.03125
1998-01-06,25.65625
1998-01-07,25.5
1998-01-08,25.5
1998-01-09,25.0
1998-01-12,25.25
1998-01-13,25.5625
1998-01-14,26.25
1998-01-15,26.375
1998-01-16,26.1875
1998-01-20,26.65625
1998-01-21,26.3125
1998-01-22,26.1875
1998-01-23,25.5625
1998-01-26,25.0
1998-01-27,25.59375
1998-01-28,26.21875
1998-01-29,26.375
1998-01-30,26.1875
1998-02-02,26.34375
1998-02-03,25.96875
1998-02-04,26.71875
1998-02-05,26.5625
1998-02-06,27.1875
1998-02-09,26.8125
1998-02-10,27.34375
1998-02-11,26.53125
1998-02-12,25.6875
1998-02-13,24.96875
1998-02-17,25.03125
1998-02-18,25.625
1998-02-19,26.0
