Date,WMT
1972-08-25,0.064453
1972-08-28,0.064209
1972-08-29,0.06347699999999999
1972-08-30,0.06347699999999999
1972-08-31,0.0625
1972-09-01,0.062988
1972-09-05,0.0625
1972-09-06,0.062988
1972-09-07,0.06274400000000001
1972-09-08,0.06225599999999999
1972-09-11,0.06274400000000001
1972-09-12,0.06274400000000001
1972-09-13,0.06274400000000001
1972-09-14,0.06323200000000001
1972-09-15,0.06274400000000001
1972-09-18,0.062988
1972-09-19,0.0625
1972-09-20,0.062012
1972-09-21,0.060059
1972-09-22,0.057861
1972-09-25,0.056152
1972-09-26,0.055908000000000006
1972-09-27,0.054688
1972-09-28,0.056152
1972-09-29,0.056885000000000005
1972-10-02,0.059570000000000005
1972-10-03,0.060547000000000004
1972-10-04,0.061767999999999997
1972-10-05,0.060059
1972-10-06,0.057616999999999995
1972-10-09,0.05859400000000001
1972-10-10,0.05859400000000001
1972-10-11,0.058838
1972-10-12,0.05835
1972-10-13,0.05835
1972-10-16,0.056885000000000005
1972-10-17,0.057861
1972-10-18,0.062012
1972-10-19,0.06225599999999999
1972-10-20,0.061767999999999997
1972-10-23,0.061523
1972-10-24,0.061767999999999997
1972-10-25,0.060547000000000004
1972-10-26,0.061035
1972-10-27,0.06127899999999999
1972-10-30,0.061035
1972-10-31,0.062988
1972-11-01,0.06591799999999999
1972-11-02,0.06640599999999999
1972-11-03,0.066162
1972-11-06,0.066162
1972-11-08,0.06689500000000001
1972-11-09,0.06689500000000001
1972-11-10,0.06689500000000001
1972-11-13,0.06665
1972-11-14,0.06591799999999999
1972-11-15,0.065674
1972-11-16,0.06591799999999999
1972-11-17,0.065674
1972-11-20,0.06543
1972-11-21,0.06689500000000001
1972-11-22,0.06689500000000001
1972-11-24,0.06665
1972-11-27,0.068359
1972-11-28,0.06640599999999999
1972-11-29,0.06347699999999999
1972-11-30,0.062988
1972-12-01,0.063965
1972-12-04,0.06640599999999999
1972-12-05,0.067383
1972-12-06,0.067383
1972-12-07,0.06689500000000001
1972-12-08,0.06591799999999999
1972-12-11,0.06665
1972-12-12,0.06591799999999999
1972-12-13,0.06640599999999999
1972-12-14,0.06665
1972-12-15,0.067139
1972-12-18,0.06689500000000001
1972-12-19,0.067139
1972-12-20,0.067383
1972-12-21,0.06689500000000001
1972-12-22,0.067383
1972-12-26,0.06640599999999999
1972-12-27,0.06689500000000001
1972-12-29,0.067383
1973-01-02,0.06762699999999999
1973-01-03,0.067383
1973-01-04,0.067139
1973-01-05,0.06689500000000001
1973-01-08,0.06665
1973-01-09,0.06543
1973-01-10,0.063721
1973-01-11,0.06518600000000001
1973-01-12,0.064941
1973-01-15,0.064209
1973-01-16,0.06543
1973-01-17,0.065674
1973-01-18,0.065674
1973-01-19,0.064453
1973-01-22,0.063721
1973-01-23,0.061523
1973-01-24,0.0625
1973-01-26,0.062012
1973-01-29,0.059814
1973-01-30,0.058838
1973-01-31,0.057861
1973-02-01,0.059082
1973-02-02,0.059082
1973-02-05,0.059082
1973-02-06,0.058838
1973-02-07,0.059570000000000005
1973-02-08,0.05859400000000001
1973-02-09,0.05859400000000001
1973-02-12,0.060547000000000004
1973-02-13,0.060547000000000004
1973-02-14,0.060547000000000004
1973-02-15,0.061523
1973-02-16,0.062988
1973-02-20,0.063965
1973-02-21,0.063721
1973-02-22,0.062012
1973-02-23,0.06225599999999999
1973-02-26,0.061767999999999997
1973-02-27,0.06127899999999999
1973-02-28,0.060547000000000004
1973-03-01,0.060059
1973-03-02,0.059570000000000005
1973-03-05,0.058105
1973-03-06,0.055420000000000004
1973-03-07,0.053954999999999996
1973-03-08,0.056641
1973-03-09,0.055908000000000006
1973-03-12,0.056152
1973-03-13,0.054443
1973-03-14,0.055664
1973-03-15,0.054688
1973-03-16,0.054199000000000004
1973-03-19,0.052979
1973-03-20,0.051758000000000005
1973-03-21,0.050781
1973-03-22,0.042236
1973-03-23,0.042725
1973-03-26,0.042969
1973-03-27,0.044677999999999995
1973-03-28,0.043945
1973-03-29,0.044189
1973-03-30,0.044433999999999994
1973-04-02,0.044677999999999995
1973-04-03,0.044677999999999995
1973-04-04,0.044677999999999995
1973-04-05,0.042480000000000004
1973-04-06,0.042480000000000004
1973-04-09,0.042480000000000004
1973-04-10,0.042725
1973-04-11,0.042480000000000004
1973-04-12,0.042480000000000004
1973-04-13,0.042480000000000004
1973-04-16,0.041748
1973-04-17,0.041748
1973-04-18,0.041504
1973-04-19,0.042725
1973-04-23,0.043945
1973-04-24,0.045166000000000005
1973-04-25,0.045166000000000005
1973-04-26,0.044922000000000004
1973-04-27,0.043945
1973-04-30,0.043701
1973-05-01,0.043457
1973-05-02,0.043213
1973-05-03,0.043213
1973-05-04,0.043945
1973-05-07,0.043457
1973-05-08,0.043457
1973-05-09,0.043945
1973-05-10,0.043945
1973-05-11,0.043457
1973-05-14,0.041748
1973-05-15,0.041504
1973-05-16,0.041504
1973-05-17,0.041992
1973-05-18,0.042236
1973-05-21,0.041748
1973-05-22,0.041748
1973-05-23,0.041016000000000004
1973-05-24,0.040527
1973-05-25,0.041992
1973-05-29,0.044189
1973-05-30,0.042969
