Date,IR
2018-04-20,32.169998
2018-04-23,31.780001000000002
2018-04-24,31.23
2018-04-25,31.68
2018-04-26,30.860001
2018-04-27,31.84
2018-04-30,31.629998999999998
2018-05-01,31.16
2018-05-02,31.4
2018-05-03,31.68
2018-05-04,32.07
2018-05-07,32.049999
2018-05-08,31.51
2018-05-09,32.049999
2018-05-10,33.470001
2018-05-11,33.439999
2018-05-14,33.459998999999996
2018-05-15,33.630001
2018-05-16,33.75
2018-05-17,34.299999
2018-05-18,34.459998999999996
2018-05-21,34.419998
2018-05-22,34.41
2018-05-23,34.27
2018-05-24,33.860001000000004
2018-05-25,32.880001
2018-05-29,32.610001000000004
2018-05-30,33.389998999999996
2018-05-31,32.869999
2018-06-01,32.34
2018-06-04,32.5
2018-06-05,32.380001
2018-06-06,32.82
2018-06-07,33.110001000000004
2018-06-08,31.84
2018-06-11,29.83
2018-06-12,29.450001
2018-06-13,29.389999
2018-06-14,30.059998999999998
2018-06-15,29.68
2018-06-18,29.98
2018-06-19,29.469998999999998
2018-06-20,28.24
2018-06-21,27.92
2018-06-22,28.83
2018-06-25,28.299999
2018-06-26,29.030001000000002
2018-06-27,29.26
2018-06-28,29.370001000000002
2018-06-29,29.389999
2018-07-02,28.559998999999998
2018-07-03,28.73
2018-07-05,28.790001
2018-07-06,28.360001
2018-07-09,29.52
2018-07-10,29.27
2018-07-11,28.83
2018-07-12,27.99
2018-07-13,28.18
2018-07-16,28.110001
2018-07-17,28.08
2018-07-18,27.799999
2018-07-19,28.190001000000002
2018-07-20,27.83
2018-07-23,27.16
2018-07-24,26.690001000000002
2018-07-25,26.48
2018-07-26,26.629998999999998
2018-07-27,27.1
2018-07-30,27.32
2018-07-31,28.610001
2018-08-01,27.67
2018-08-02,27.73
2018-08-03,28.469998999999998
2018-08-06,29.16
2018-08-07,29.49
2018-08-08,29.280001000000002
2018-08-09,28.77
2018-08-10,28.860001
2018-08-13,28.49
2018-08-14,28.18
2018-08-15,27.030001000000002
2018-08-16,27.370001000000002
2018-08-17,27.940001000000002
2018-08-20,28.309998999999998
2018-08-21,28.219998999999998
2018-08-22,27.950001
2018-08-23,27.34
2018-08-24,27.51
2018-08-27,28.25
2018-08-28,28.27
2018-08-29,28.76
2018-08-30,28.08
2018-08-31,27.959999
2018-09-04,27.35
2018-09-05,26.99
2018-09-06,24.93
2018-09-07,24.98
2018-09-10,25.639999
2018-09-11,26.18
2018-09-12,26.59
2018-09-13,27.84
2018-09-14,28.620001000000002
2018-09-17,28.719998999999998
2018-09-18,29.27
2018-09-19,29.1
2018-09-20,29.379998999999998
2018-09-21,29.379998999999998
2018-09-24,29.540001
2018-09-25,29.120001000000002
2018-09-26,28.469998999999998
2018-09-27,28.040001
2018-09-28,28.34
2018-10-01,28.01
2018-10-02,28.08
2018-10-03,28.0
2018-10-04,27.77
2018-10-05,27.450001
2018-10-08,27.059998999999998
2018-10-09,27.26
2018-10-10,26.190001000000002
2018-10-11,25.6
2018-10-12,25.76
2018-10-15,26.049999
2018-10-16,27.15
2018-10-17,26.889999
2018-10-18,26.030001000000002
2018-10-19,25.5
2018-10-22,25.18
2018-10-23,24.92
2018-10-24,23.370001000000002
2018-10-25,24.559998999999998
2018-10-26,26.110001
2018-10-29,25.58
2018-10-30,26.59
2018-10-31,27.059998999999998
2018-11-01,25.799999
2018-11-02,25.85
2018-11-05,26.52
2018-11-06,27.389999
2018-11-07,27.940001000000002
2018-11-08,27.110001
2018-11-09,26.549999
2018-11-12,26.309998999999998
2018-11-13,25.530001000000002
2018-11-14,25.219998999999998
2018-11-15,25.969998999999998
2018-11-16,25.49
2018-11-19,24.440001000000002
2018-11-20,24.25
2018-11-21,24.75
2018-11-23,24.18
2018-11-26,24.959999
2018-11-27,24.440001000000002
2018-11-28,25.34
2018-11-29,25.34
2018-11-30,24.75
2018-12-03,25.370001000000002
2018-12-04,23.280001000000002
2018-12-06,22.9
2018-12-07,22.299999
2018-12-10,22.08
2018-12-11,21.58
2018-12-12,21.84
2018-12-13,21.35
2018-12-14,21.219998999999998
2018-12-17,20.5
2018-12-18,20.6
2018-12-19,19.73
2018-12-20,19.200001
2018-12-21,19.860001
2018-12-24,18.92
2018-12-26,20.219998999999998
2018-12-27,20.389999
2018-12-28,20.379998999999998
2018-12-31,20.450001
2019-01-02,21.0
2019-01-03,20.58
2019-01-04,20.940001000000002
2019-01-07,21.610001
2019-01-08,21.860001
2019-01-09,22.379998999999998
2019-01-10,22.49
2019-01-11,22.709999
2019-01-14,22.0
2019-01-15,21.92
2019-01-16,21.84
2019-01-17,22.23
2019-01-18,23.219998999999998
2019-01-22,22.780001000000002
2019-01-23,22.43
2019-01-24,22.65
2019-01-25,24.18
2019-01-28,23.969998999999998
2019-01-29,24.440001000000002
2019-01-30,24.629998999999998
2019-01-31,24.67
2019-02-01,24.790001
2019-02-04,24.9
2019-02-05,25.040001
2019-02-06,25.15
2019-02-07,24.92
2019-02-08,24.370001000000002
2019-02-11,24.43
2019-02-12,24.629998999999998
2019-02-13,25.299999
2019-02-14,25.360001
2019-02-15,26.110001
2019-02-19,25.92
2019-02-20,26.57
2019-02-21,27.049999
2019-02-22,26.74
2019-02-25,27.059998999999998
2019-02-26,26.66
2019-02-27,26.65
2019-02-28,26.85
2019-03-01,27.34
2019-03-04,26.98
2019-03-05,26.940001000000002
2019-03-06,26.309998999999998
2019-03-07,26.09
2019-03-08,26.200001
2019-03-11,27.120001000000002
2019-03-12,27.059998999999998
2019-03-13,27.719998999999998
2019-03-14,27.0
2019-03-15,27.91
2019-03-18,28.200001
2019-03-19,27.74
2019-03-20,27.82
2019-03-21,27.99
2019-03-22,26.76
2019-03-25,27.1
2019-03-26,27.33
2019-03-27,27.049999
2019-03-28,27.26
2019-03-29,27.809998999999998
2019-04-01,27.959999
2019-04-02,27.83
2019-04-03,27.99
2019-04-04,28.040001
2019-04-05,28.26
2019-04-08,28.33
2019-04-09,27.84
2019-04-10,28.01
2019-04-11,28.24
2019-04-12,27.73
2019-04-15,27.27
2019-04-16,27.42
2019-04-17,26.889999
2019-04-18,27.08
2019-04-22,27.32
2019-04-23,27.799999
2019-04-24,27.82
2019-04-25,27.780001000000002
2019-04-26,28.049999
2019-04-29,32.549999
2019-04-30,33.75
2019-05-01,34.610001000000004
2019-05-02,34.970001
2019-05-03,34.700001
2019-05-06,34.099998
2019-05-07,33.990002000000004
2019-05-08,33.32
2019-05-09,33.43
2019-05-10,34.310001
2019-05-13,33.779999
2019-05-14,34.459998999999996
2019-05-15,35.259997999999996
2019-05-16,35.060001
2019-05-17,34.73
2019-05-20,35.150002
2019-05-21,35.889998999999996
2019-05-22,35.669998
2019-05-23,34.900002
2019-05-24,35.27
2019-05-28,35.299999
2019-05-29,34.939999
2019-05-30,34.720001
2019-05-31,33.970001
2019-06-03,33.759997999999996
2019-06-04,34.189999
2019-06-05,33.599998
2019-06-06,33.799999
2019-06-07,33.630001
2019-06-10,34.040001000000004
2019-06-11,33.75
2019-06-12,33.09
2019-06-13,33.48
2019-06-14,33.419998
2019-06-17,33.59
2019-06-18,34.59
2019-06-19,34.82
2019-06-20,34.889998999999996
2019-06-21,34.099998
2019-06-24,33.77
2019-06-25,33.849998
2019-06-26,33.700001
2019-06-27,33.900002
2019-06-28,34.599998
2019-07-01,34.830002
2019-07-02,34.490002000000004
2019-07-03,34.599998
2019-07-05,34.490002000000004
2019-07-08,34.099998
2019-07-09,33.049999
2019-07-10,33.060001
2019-07-11,32.290001000000004
2019-07-12,33.259997999999996
2019-07-15,32.5
2019-07-16,33.360001000000004
2019-07-17,32.93
2019-07-18,32.779999
2019-07-19,33.529999
2019-07-22,33.450001
2019-07-23,33.849998
2019-07-24,34.009997999999996
2019-07-25,33.5
2019-07-26,33.099998
2019-07-29,32.290001000000004
2019-07-30,33.200001
2019-07-31,32.970001
2019-08-01,31.209999
2019-08-02,31.049999
2019-08-05,30.18
2019-08-06,30.889999
2019-08-07,30.690001000000002
2019-08-08,30.950001
2019-08-09,30.41
2019-08-12,30.200001
2019-08-13,30.57
2019-08-14,29.389999
2019-08-15,29.440001000000002
2019-08-16,29.98
2019-08-19,30.25
2019-08-20,29.75
2019-08-21,29.59
2019-08-22,29.49
2019-08-23,28.23
2019-08-26,28.219998999999998
2019-08-27,27.73
2019-08-28,28.01
2019-08-29,28.49
2019-08-30,28.68
2019-09-03,27.459999
2019-09-04,26.77
2019-09-05,28.26
2019-09-06,28.16
2019-09-09,28.77
2019-09-10,30.370001000000002
2019-09-11,30.219998999999998
2019-09-12,30.74
2019-09-13,31.23
2019-09-16,31.85
2019-09-17,31.059998999999998
2019-09-18,30.75
2019-09-19,30.030001000000002
2019-09-20,29.5
2019-09-23,29.299999
2019-09-24,28.93
2019-09-25,29.309998999999998
2019-09-26,29.18
2019-09-27,28.68
2019-09-30,28.290001
2019-10-01,27.059998999999998
2019-10-02,27.120001000000002
2019-10-03,27.83
2019-10-04,28.219998999999998
2019-10-07,27.57
2019-10-08,27.01
2019-10-09,27.33
2019-10-10,28.129998999999998
2019-10-11,29.57
2019-10-14,29.07
2019-10-15,29.389999
2019-10-16,29.450001
2019-10-17,29.66
2019-10-18,30.85
2019-10-21,31.110001
2019-10-22,31.98
2019-10-23,32.560001
2019-10-24,32.259997999999996
2019-10-25,32.790001000000004
2019-10-28,32.32
2019-10-29,33.02
2019-10-30,32.110001000000004
2019-10-31,31.83
2019-11-01,32.849998
2019-11-04,33.439999
2019-11-05,32.639998999999996
2019-11-06,32.73
2019-11-07,33.240002000000004
2019-11-08,33.73
2019-11-11,33.82
2019-11-12,33.630001
2019-11-13,33.380001
2019-11-14,33.0
2019-11-15,33.650002
2019-11-18,33.740002000000004
2019-11-19,33.66
2019-11-20,33.580002
2019-11-21,33.200001
2019-11-22,33.66
2019-11-25,33.950001
2019-11-26,33.939999
2019-11-27,34.119999
2019-11-29,33.869999
2019-12-02,33.540001000000004
2019-12-03,33.27
2019-12-04,33.380001
2019-12-05,33.52
2019-12-06,34.09
2019-12-09,33.849998
2019-12-10,33.439999
2019-12-11,34.290001000000004
2019-12-12,35.02
2019-12-13,35.540001000000004
2019-12-16,36.18
2019-12-17,36.080002
2019-12-18,36.16
2019-12-19,36.490002000000004
2019-12-20,36.639998999999996
2019-12-23,36.880001
2019-12-24,36.779999
2019-12-26,36.950001
2019-12-27,36.950001
2019-12-30,36.490002000000004
2019-12-31,36.68
2020-01-02,36.880001
2020-01-03,36.720001
2020-01-06,36.279999
2020-01-07,36.009997999999996
2020-01-08,35.75
2020-01-09,35.799999
2020-01-10,35.139998999999996
2020-01-13,35.439999
2020-01-14,34.93
2020-01-15,34.5
2020-01-16,35.110001000000004
2020-01-17,35.48
2020-01-21,34.560001
2020-01-22,34.5
2020-01-23,34.869999
2020-01-24,34.66
2020-01-27,34.52
2020-01-28,35.580002
2020-01-29,36.099998
2020-01-30,36.209998999999996
2020-01-31,35.310001
2020-02-03,35.77
2020-02-04,36.560001
2020-02-05,36.75
2020-02-06,37.02
2020-02-07,37.09
2020-02-10,37.560001
2020-02-11,37.740002000000004
2020-02-12,38.48
2020-02-13,37.549999
2020-02-14,36.830002
2020-02-18,37.549999
2020-02-19,37.66
2020-02-20,38.650002
2020-02-21,38.610001000000004
2020-02-24,36.560001
2020-02-25,35.73
2020-02-26,35.75
2020-02-27,33.610001000000004
2020-02-28,32.790001000000004
2020-03-02,32.799999
2020-03-03,31.700001
2020-03-04,30.950001
2020-03-05,26.83
2020-03-06,27.790001
2020-03-09,23.33
2020-03-10,23.860001
2020-03-11,23.49
2020-03-12,21.34
2020-03-13,23.0
2020-03-16,21.25
2020-03-17,21.540001
2020-03-18,19.219998999999998
2020-03-19,20.01
2020-03-20,19.610001
2020-03-23,19.5
2020-03-24,22.41
2020-03-25,23.280001000000002
2020-03-26,23.41
2020-03-27,22.629998999999998
2020-03-30,23.75
2020-03-31,24.799999
2020-04-01,23.790001
2020-04-02,23.040001
2020-04-03,23.49
2020-04-06,25.43
2020-04-07,24.82
2020-04-08,25.700001
2020-04-09,26.5
2020-04-13,26.219998999999998
2020-04-14,26.35
2020-04-15,24.360001
2020-04-16,24.6
2020-04-17,26.809998999999998
2020-04-20,26.43
2020-04-21,26.379998999999998
2020-04-22,26.82
2020-04-23,27.360001
2020-04-24,27.82
2020-04-27,28.77
2020-04-28,29.27
2020-04-29,30.32
2020-04-30,29.08
2020-05-01,28.129998999999998
2020-05-04,27.370001000000002
2020-05-05,27.59
2020-05-06,27.280001000000002
2020-05-07,27.68
2020-05-08,29.17
2020-05-11,29.09
2020-05-12,27.459999
2020-05-13,25.92
2020-05-14,26.709999
2020-05-15,26.42
2020-05-18,28.700001
2020-05-19,28.48
2020-05-20,29.02
2020-05-21,29.41
2020-05-22,28.540001
2020-05-26,30.41
2020-05-27,30.0
