Date,DOW
2019-03-20,49.799999
2019-03-21,48.98
2019-03-22,48.599998
2019-03-25,49.150002
2019-03-26,48.849998
2019-03-27,50.099998
2019-03-28,50.849998
2019-03-29,51.630001
2019-04-01,53.5
2019-04-02,56.25
2019-04-03,56.880001
2019-04-04,59.709998999999996
2019-04-05,57.240002000000004
2019-04-08,57.150002
2019-04-09,56.27
2019-04-10,55.709998999999996
2019-04-11,54.889998999999996
2019-04-12,58.299999
2019-04-15,57.779999
2019-04-16,58.5
2019-04-17,58.32
2019-04-18,57.77
2019-04-22,57.889998999999996
2019-04-23,57.639998999999996
2019-04-24,55.98
2019-04-25,55.330002
2019-04-26,55.25
2019-04-29,55.5
2019-04-30,56.73
2019-05-01,56.130001
2019-05-02,52.700001
2019-05-03,53.299999
2019-05-06,53.459998999999996
2019-05-07,52.950001
2019-05-08,52.48
2019-05-09,52.93
2019-05-10,53.07
2019-05-13,50.950001
2019-05-14,52.48
2019-05-15,52.950001
2019-05-16,52.98
2019-05-17,50.799999
2019-05-20,50.080002
2019-05-21,50.630001
2019-05-22,50.209998999999996
2019-05-23,48.709998999999996
2019-05-24,49.200001
2019-05-28,48.560001
2019-05-29,48.709998999999996
2019-05-30,48.470001
2019-05-31,46.759997999999996
2019-06-03,47.959998999999996
2019-06-04,49.93
2019-06-05,50.34
2019-06-06,51.060001
2019-06-07,51.299999
2019-06-10,51.619999
2019-06-11,52.040001000000004
2019-06-12,52.490002000000004
2019-06-13,52.880001
2019-06-14,51.150002
2019-06-17,49.349998
2019-06-18,49.610001000000004
2019-06-19,48.5
2019-06-20,48.93
2019-06-21,48.360001000000004
2019-06-24,49.580002
2019-06-25,49.689999
2019-06-26,50.450001
2019-06-27,50.91
2019-06-28,49.310001
2019-07-01,50.16
2019-07-02,49.400002
2019-07-03,49.330002
2019-07-05,49.310001
2019-07-08,48.52
2019-07-09,47.869999
2019-07-10,47.549999
2019-07-11,47.779999
2019-07-12,49.709998999999996
2019-07-15,50.93
2019-07-16,52.32
2019-07-17,51.599998
2019-07-18,51.75
2019-07-19,51.52
2019-07-22,50.880001
2019-07-23,52.619999
2019-07-24,52.790001000000004
2019-07-25,50.77
2019-07-26,49.110001000000004
2019-07-29,48.049999
2019-07-30,48.400002
2019-07-31,48.439999
2019-08-01,46.849998
2019-08-02,45.599998
2019-08-05,44.77
2019-08-06,44.43
2019-08-07,44.889998999999996
2019-08-08,46.790001000000004
2019-08-09,46.639998999999996
2019-08-12,45.689999
2019-08-13,46.849998
2019-08-14,44.080002
2019-08-15,43.380001
2019-08-16,44.509997999999996
2019-08-19,45.599998
2019-08-20,43.16
2019-08-21,43.279999
2019-08-22,42.049999
2019-08-23,40.709998999999996
2019-08-26,40.82
2019-08-27,41.169998
2019-08-28,42.52
2019-08-29,42.369999
2019-08-30,42.630001
2019-09-03,41.799999
2019-09-04,42.540001000000004
2019-09-05,43.360001000000004
2019-09-06,43.240002000000004
2019-09-09,44.450001
2019-09-10,46.32
2019-09-11,46.880001
2019-09-12,46.970001
2019-09-13,48.200001
2019-09-16,49.009997999999996
2019-09-17,48.0
2019-09-18,47.509997999999996
2019-09-19,47.639998999999996
2019-09-20,48.209998999999996
2019-09-23,47.91
2019-09-24,46.599998
2019-09-25,47.68
2019-09-26,47.23
2019-09-27,47.07
2019-09-30,47.650002
2019-10-01,45.970001
2019-10-02,44.93
2019-10-03,45.310001
2019-10-04,45.34
2019-10-07,45.169998
2019-10-08,43.849998
2019-10-09,44.009997999999996
2019-10-10,44.919998
2019-10-11,47.130001
2019-10-14,46.82
2019-10-15,47.200001
2019-10-16,47.119999
2019-10-17,47.810001
2019-10-18,47.959998999999996
2019-10-21,47.119999
2019-10-22,46.82
2019-10-23,47.23
2019-10-24,49.470001
2019-10-25,50.48
2019-10-28,51.209998999999996
2019-10-29,51.490002000000004
2019-10-30,51.029999
2019-10-31,50.490002000000004
2019-11-01,52.310001
2019-11-04,54.169998
2019-11-05,54.200001
2019-11-06,54.279999
2019-11-07,55.799999
2019-11-08,55.990002000000004
2019-11-11,55.810001
2019-11-12,55.16
2019-11-13,53.66
2019-11-14,53.950001
2019-11-15,54.860001000000004
2019-11-18,54.32
2019-11-19,53.389998999999996
2019-11-20,52.669998
2019-11-21,53.880001
2019-11-22,54.200001
2019-11-25,55.200001
2019-11-26,55.369999
2019-11-27,54.279999
2019-11-29,53.369999
2019-12-02,53.16
2019-12-03,51.82
2019-12-04,52.279999
2019-12-05,52.0
2019-12-06,53.220001
2019-12-09,53.27
2019-12-10,53.130001
2019-12-11,53.099998
2019-12-12,54.450001
2019-12-13,53.279999
2019-12-16,54.169998
2019-12-17,54.66
2019-12-18,54.25
2019-12-19,54.52
2019-12-20,54.610001000000004
2019-12-23,54.93
2019-12-24,54.900002
2019-12-26,55.220001
2019-12-27,54.830002
2019-12-30,54.34
2019-12-31,54.73
2020-01-02,53.75
2020-01-03,52.419998
2020-01-06,52.209998999999996
2020-01-07,52.189999
2020-01-08,52.73
2020-01-09,52.189999
2020-01-10,51.5
2020-01-13,52.349998
2020-01-14,52.240002000000004
2020-01-15,52.27
2020-01-16,52.48
2020-01-17,53.34
2020-01-21,52.599998
2020-01-22,50.869999
2020-01-23,50.25
2020-01-24,48.490002000000004
2020-01-27,47.18
2020-01-28,47.16
2020-01-29,49.669998
2020-01-30,48.470001
2020-01-31,46.07
2020-02-03,46.740002000000004
2020-02-04,48.049999
2020-02-05,49.610001000000004
2020-02-06,49.200001
2020-02-07,48.029999
2020-02-10,48.189999
2020-02-11,48.790001000000004
2020-02-12,49.380001
2020-02-13,48.299999
2020-02-14,48.630001
2020-02-18,47.740002000000004
2020-02-19,47.560001
2020-02-20,48.759997999999996
2020-02-21,48.299999
2020-02-24,46.240002000000004
2020-02-25,43.950001
2020-02-26,43.049999
2020-02-27,39.549999
2020-02-28,40.41
2020-03-02,41.419998
2020-03-03,40.560001
2020-03-04,41.91
2020-03-05,40.099998
2020-03-06,38.970001
2020-03-09,30.530001000000002
2020-03-10,31.4
2020-03-11,27.99
2020-03-12,23.67
2020-03-13,25.690001000000002
2020-03-16,22.0
2020-03-17,26.6
2020-03-18,26.440001000000002
2020-03-19,28.120001000000002
2020-03-20,27.440001000000002
2020-03-23,26.58
2020-03-24,28.469998999999998
2020-03-25,30.379998999999998
2020-03-26,29.68
2020-03-27,28.559998999999998
2020-03-30,28.65
2020-03-31,29.24
2020-04-01,27.040001
2020-04-02,28.030001000000002
2020-04-03,27.969998999999998
2020-04-06,30.540001
2020-04-07,32.330002
2020-04-08,34.790001000000004
2020-04-09,36.560001
2020-04-13,35.23
2020-04-14,35.369999
2020-04-15,32.23
2020-04-16,31.629998999999998
2020-04-17,33.419998
2020-04-20,31.530001000000002
2020-04-21,30.879998999999998
2020-04-22,31.84
2020-04-23,32.560001
2020-04-24,33.119999
2020-04-27,34.439999
2020-04-28,35.869999
2020-04-29,37.470001
2020-04-30,36.689999
2020-05-01,33.93
2020-05-04,33.060001
2020-05-05,33.369999
2020-05-06,31.959999
2020-05-07,32.849998
2020-05-08,34.330002
2020-05-11,33.900002
2020-05-12,33.790001000000004
2020-05-13,32.349998
2020-05-14,33.509997999999996
2020-05-15,33.560001
2020-05-18,36.740002000000004
2020-05-19,35.639998999999996
2020-05-20,36.18
2020-05-21,35.82
2020-05-22,36.119999
2020-05-26,38.790001000000004
2020-05-27,39.82
