Date,VZ
1983-11-21,7.897178
1983-11-22,7.869074
1983-11-23,7.826919
1983-11-25,7.7426070000000005
1983-11-28,7.531828
1983-11-29,7.447516
1983-11-30,7.447516
1983-12-01,7.447516
1983-12-02,7.433464999999999
1983-12-05,7.349153
1983-12-06,7.377257000000001
1983-12-07,7.447516
1983-12-08,7.461567999999999
1983-12-09,7.475619999999999
1983-12-12,7.4896720000000006
1983-12-13,7.602086999999999
1983-12-14,7.630191
1983-12-15,7.573983999999999
1983-12-16,7.6161389999999995
1983-12-19,7.588036
1983-12-20,7.54588
1983-12-21,7.503724000000001
1983-12-22,7.405361
1983-12-23,7.363205000000001
1983-12-27,7.321049
1983-12-28,7.377257000000001
1983-12-29,7.363205000000001
1983-12-30,7.335101
1984-01-03,7.54588
1984-01-04,7.77071
1984-01-05,7.840971000000001
1984-01-06,7.981489999999999
1984-01-09,7.883126
1984-01-10,7.911230000000001
1984-01-11,7.925282000000001
1984-01-12,7.981489999999999
1984-01-13,8.037697
1984-01-16,8.107957
1984-01-17,8.178216
1984-01-18,8.20632
1984-01-19,8.20632
1984-01-20,8.262527
1984-01-23,8.220372
1984-01-24,8.20632
1984-01-25,8.220372
1984-01-26,8.178216
1984-01-27,8.290631
1984-01-30,8.262527
1984-01-31,8.304684
1984-02-01,8.332788
1984-02-02,8.403047
1984-02-03,8.276580000000001
1984-02-06,8.234424
1984-02-07,8.220372
1984-02-08,7.925282000000001
1984-02-09,7.939334
1984-02-10,7.897178
1984-02-13,7.883126
1984-02-14,7.981489999999999
1984-02-15,8.037697
1984-02-16,8.150112
1984-02-17,8.150112
1984-02-21,8.065800999999999
1984-02-22,7.9674380000000005
1984-02-23,7.883126
1984-02-24,7.9955419999999995
1984-02-27,7.9674380000000005
1984-02-28,7.826919
1984-02-29,7.953386
1984-03-01,8.079853
1984-03-02,8.192267999999999
1984-03-05,8.037697
1984-03-06,8.051749000000001
1984-03-07,8.023645
1984-03-08,8.009592999999999
1984-03-09,7.939334
1984-03-12,7.939334
1984-03-13,7.953386
1984-03-14,7.9674380000000005
1984-03-15,7.953386
1984-03-16,8.051749000000001
1984-03-19,7.9674380000000005
1984-03-20,8.023645
1984-03-21,7.9955419999999995
1984-03-22,7.981489999999999
1984-03-23,8.023645
1984-03-26,7.883126
1984-03-27,7.883126
1984-03-28,7.897178
1984-03-29,7.925282000000001
1984-03-30,7.911230000000001
1984-04-02,7.8128660000000005
1984-04-03,7.8128660000000005
1984-04-04,7.728555
1984-04-05,7.630191
1984-04-06,7.672347
1984-04-09,7.559932000000001
1984-04-10,7.559932000000001
1984-04-11,7.4896720000000006
1984-04-12,7.4896720000000006
1984-04-13,7.461567999999999
1984-04-16,7.447516
1984-04-17,7.54588
1984-04-18,7.517776
1984-04-19,7.503724000000001
1984-04-23,7.531828
1984-04-24,7.6442429999999995
1984-04-25,7.7426070000000005
1984-04-26,7.869074
1984-04-27,7.784762
1984-04-30,7.7426070000000005
1984-05-01,7.855022
1984-05-02,7.939334
1984-05-03,7.9674380000000005
1984-05-04,7.883126
1984-05-07,7.840971000000001
1984-05-08,7.925282000000001
1984-05-09,7.981489999999999
1984-05-10,7.9955419999999995
1984-05-11,7.953386
1984-05-14,7.897178
1984-05-15,7.883126
1984-05-16,7.840971000000001
1984-05-17,7.756659
1984-05-18,7.728555
1984-05-21,7.728555
1984-05-22,7.700450999999999
1984-05-23,7.714503
1984-05-24,7.840971000000001
1984-05-25,7.714503
1984-05-29,7.6161389999999995
1984-05-30,7.630191
1984-05-31,7.672347
1984-06-01,7.8128660000000005
1984-06-04,7.798814
1984-06-05,7.7426070000000005
1984-06-06,7.855022
1984-06-07,7.826919
1984-06-08,7.939334
1984-06-11,7.869074
1984-06-12,7.869074
1984-06-13,7.897178
1984-06-14,7.840971000000001
1984-06-15,7.869074
1984-06-18,7.953386
1984-06-19,7.925282000000001
1984-06-20,7.911230000000001
1984-06-21,7.869074
1984-06-22,7.869074
1984-06-25,7.7426070000000005
1984-06-26,7.7426070000000005
1984-06-27,7.6161389999999995
1984-06-28,7.6442429999999995
1984-06-29,7.630191
1984-07-02,7.672347
1984-07-03,7.77071
1984-07-05,7.728555
1984-07-06,7.8128660000000005
1984-07-09,7.939334
1984-07-10,8.051749000000001
1984-07-11,7.9955419999999995
1984-07-12,8.093904
1984-07-13,8.093904
1984-07-16,8.051749000000001
1984-07-17,8.122008000000001
1984-07-18,8.009592999999999
1984-07-19,8.009592999999999
1984-07-20,8.023645
1984-07-23,8.178216
1984-07-24,8.150112
1984-07-25,8.150112
1984-07-26,8.262527
1984-07-27,8.20632
1984-07-30,8.164164999999999
1984-07-31,8.178216
1984-08-01,8.178216
1984-08-02,8.459254
1984-08-03,8.43115
1984-08-06,8.290631
1984-08-07,8.220372
1984-08-08,8.164164999999999
1984-08-09,8.248476
1984-08-10,8.178216
1984-08-13,8.276580000000001
1984-08-14,8.234424
1984-08-15,8.178216
1984-08-16,8.248476
1984-08-17,8.262527
1984-08-20,8.304684
1984-08-21,8.417099
1984-08-22,8.346839
1984-08-23,8.388995
1984-08-24,8.417099
1984-08-27,8.374943
1984-08-28,8.417099
1984-08-29,8.403047
1984-08-30,8.445203
1984-08-31,8.459254
1984-09-04,8.445203
1984-09-05,8.388995
1984-09-06,8.403047
1984-09-07,8.445203
1984-09-10,8.43115
1984-09-11,8.445203
1984-09-12,8.487358
1984-09-13,8.585722
1984-09-14,8.57167
1984-09-17,8.57167
1984-09-18,8.557618
1984-09-19,8.585722
1984-09-20,8.698137
1984-09-21,8.71219
1984-09-24,8.515462
1984-09-25,8.515462
1984-09-26,8.543566
1984-09-27,8.670033
1984-09-28,8.627877
1984-10-01,8.57167
1984-10-02,8.543566
1984-10-03,8.515462
1984-10-04,8.50141
