Date,JNJ
1962-01-02,0.22338000000000002
1962-01-03,0.21990700000000002
1962-01-04,0.21759299999999998
1962-01-05,0.21411999999999998
1962-01-08,0.210648
1962-01-09,0.212963
1962-01-10,0.21759299999999998
1962-01-11,0.216435
1962-01-12,0.21411999999999998
1962-01-15,0.21411999999999998
1962-01-16,0.212963
1962-01-17,0.21411999999999998
1962-01-18,0.21238400000000002
1962-01-19,0.21469899999999997
1962-01-22,0.21238400000000002
1962-01-23,0.210648
1962-01-24,0.210069
1962-01-25,0.20949099999999998
1962-01-26,0.208912
1962-01-29,0.211806
1962-01-30,0.210648
1962-01-31,0.21527800000000002
1962-02-01,0.21701399999999998
1962-02-02,0.227431
1962-02-05,0.237269
1962-02-06,0.247685
1962-02-07,0.25
1962-02-08,0.247106
1962-02-09,0.24652800000000002
1962-02-12,0.244213
1962-02-13,0.241898
1962-02-14,0.234954
1962-02-15,0.234954
1962-02-16,0.233796
1962-02-19,0.23206
1962-02-20,0.22800900000000002
1962-02-21,0.22222199999999998
1962-02-23,0.21990700000000002
1962-02-26,0.224537
1962-02-27,0.227431
1962-02-28,0.224537
1962-03-01,0.22511599999999998
1962-03-02,0.223958
1962-03-05,0.224537
1962-03-06,0.227431
1962-03-07,0.22800900000000002
1962-03-08,0.229167
1962-03-09,0.22800900000000002
1962-03-12,0.23032399999999997
1962-03-13,0.23784699999999998
1962-03-14,0.241898
1962-03-15,0.24363400000000002
1962-03-16,0.23784699999999998
1962-03-19,0.237269
1962-03-20,0.237269
1962-03-21,0.23611100000000002
1962-03-22,0.23553200000000002
1962-03-23,0.23321799999999998
1962-03-26,0.233796
1962-03-27,0.23032399999999997
1962-03-28,0.229167
1962-03-29,0.229167
1962-03-30,0.223958
1962-04-02,0.22280100000000003
1962-04-03,0.223958
1962-04-04,0.22338000000000002
1962-04-05,0.224537
1962-04-06,0.22280100000000003
1962-04-09,0.22222199999999998
1962-04-10,0.21990700000000002
1962-04-11,0.221065
1962-04-12,0.21527800000000002
1962-04-13,0.219329
1962-04-16,0.21875
1962-04-17,0.21875
1962-04-18,0.21759299999999998
1962-04-19,0.21875
1962-04-23,0.218171
1962-04-24,0.21527800000000002
1962-04-25,0.21469899999999997
1962-04-26,0.210648
1962-04-27,0.20717600000000003
1962-04-30,0.199074
1962-05-01,0.20717600000000003
1962-05-02,0.208912
1962-05-03,0.210069
1962-05-04,0.21238400000000002
1962-05-07,0.212963
1962-05-08,0.211227
1962-05-09,0.210069
1962-05-10,0.20544
1962-05-11,0.203704
1962-05-14,0.20486100000000002
1962-05-15,0.20775500000000002
1962-05-16,0.20717600000000003
1962-05-17,0.208333
1962-05-18,0.20486100000000002
1962-05-21,0.202546
1962-05-22,0.200231
1962-05-23,0.194444
1962-05-24,0.192419
1962-05-25,0.180556
1962-05-28,0.164931
1962-05-29,0.173611
1962-05-31,0.18287
1962-06-01,0.185185
1962-06-04,0.178241
1962-06-05,0.1739
1962-06-06,0.176505
1962-06-07,0.177083
1962-06-08,0.177662
1962-06-11,0.176505
1962-06-12,0.165509
1962-06-13,0.159722
1962-06-14,0.152199
1962-06-15,0.168981
1962-06-18,0.165509
1962-06-19,0.162037
1962-06-20,0.166667
1962-06-21,0.159722
1962-06-22,0.16059
1962-06-25,0.165509
1962-06-26,0.164931
1962-06-27,0.162037
1962-06-28,0.170139
1962-06-29,0.17968800000000001
1962-07-02,0.182292
1962-07-03,0.181713
1962-07-05,0.182292
1962-07-06,0.174769
1962-07-09,0.177083
1962-07-10,0.178241
1962-07-11,0.17419
1962-07-12,0.178819
1962-07-13,0.181134
1962-07-16,0.177662
1962-07-17,0.177662
1962-07-18,0.17419
1962-07-19,0.172454
1962-07-20,0.172454
1962-07-23,0.170718
1962-07-24,0.163194
1962-07-25,0.164352
1962-07-26,0.16956
1962-07-27,0.16956
1962-07-30,0.168981
1962-07-31,0.172743
1962-08-01,0.172454
1962-08-02,0.172454
1962-08-03,0.165509
1962-08-06,0.164352
1962-08-07,0.162616
1962-08-08,0.168981
1962-08-09,0.168981
1962-08-10,0.170139
1962-08-13,0.168981
1962-08-14,0.167245
1962-08-15,0.170139
1962-08-16,0.168981
1962-08-17,0.16956
1962-08-20,0.168403
1962-08-21,0.166667
1962-08-22,0.16956
1962-08-23,0.168981
1962-08-24,0.167245
1962-08-27,0.163194
1962-08-28,0.162616
1962-08-29,0.162326
1962-08-30,0.162326
1962-08-31,0.163773
1962-09-04,0.164352
1962-09-05,0.162037
1962-09-06,0.163773
1962-09-07,0.163773
1962-09-10,0.164352
1962-09-11,0.162037
1962-09-12,0.164931
1962-09-13,0.163194
1962-09-14,0.163194
1962-09-17,0.162326
1962-09-18,0.163194
1962-09-19,0.166088
1962-09-20,0.166088
1962-09-21,0.164352
1962-09-24,0.162326
1962-09-25,0.162616
1962-09-26,0.160012
1962-09-27,0.157407
1962-09-28,0.159144
1962-10-01,0.157407
1962-10-02,0.157986
1962-10-03,0.158565
1962-10-04,0.159144
1962-10-05,0.157986
1962-10-08,0.158565
1962-10-09,0.16059
1962-10-10,0.159722
1962-10-11,0.157407
1962-10-12,0.158565
1962-10-15,0.158565
1962-10-16,0.159144
1962-10-17,0.158565
1962-10-18,0.157986
1962-10-19,0.152778
1962-10-22,0.149884
1962-10-23,0.142361
1962-10-24,0.148148
1962-10-25,0.146991
1962-10-26,0.148148
1962-10-29,0.152778
1962-10-30,0.157697
1962-10-31,0.157407
1962-11-01,0.157407
1962-11-02,0.159722
1962-11-05,0.158565
1962-11-07,0.15625
1962-11-08,0.160301
1962-11-09,0.161458
1962-11-12,0.163194
1962-11-13,0.164352
1962-11-14,0.164352
1962-11-15,0.16088
1962-11-16,0.160012
1962-11-19,0.16059
1962-11-20,0.16088
1962-11-21,0.161748
1962-11-23,0.162616
1962-11-26,0.166667
1962-11-27,0.168981
1962-11-28,0.17419
1962-11-29,0.173611
1962-11-30,0.173611
1962-12-03,0.170718
1962-12-04,0.171875
1962-12-05,0.171875
1962-12-06,0.172454
1962-12-07,0.174769
1962-12-10,0.172454
1962-12-11,0.171296
1962-12-12,0.173032
1962-12-13,0.171296
1962-12-14,0.173611
1962-12-17,0.171296
1962-12-18,0.170718
1962-12-19,0.173611
1962-12-20,0.173322
1962-12-21,0.171296
1962-12-24,0.171875
1962-12-26,0.171875
1962-12-27,0.172454
1962-12-28,0.173032
1962-12-31,0.16956
1963-01-02,0.173032
1963-01-03,0.171875
1963-01-04,0.177662
1963-01-07,0.179398
1963-01-08,0.178241
1963-01-09,0.178241
1963-01-10,0.177083
1963-01-11,0.178241
1963-01-14,0.178241
1963-01-15,0.177662
1963-01-16,0.178241
1963-01-17,0.178241
1963-01-18,0.179398
1963-01-21,0.181134
1963-01-22,0.180266
1963-01-23,0.181713
1963-01-24,0.186921
1963-01-25,0.183449
1963-01-28,0.1875
1963-01-29,0.1875
1963-01-30,0.1875
1963-01-31,0.186921
1963-02-01,0.188079
1963-02-04,0.189236
1963-02-05,0.1875
1963-02-06,0.189815
1963-02-07,0.189815
1963-02-08,0.189525
1963-02-11,0.189236
1963-02-12,0.1875
1963-02-13,0.1875
1963-02-14,0.188079
1963-02-15,0.188079
1963-02-18,0.188657
1963-02-19,0.1875
1963-02-20,0.1875
1963-02-21,0.188368
1963-02-25,0.188079
1963-02-26,0.189815
1963-02-27,0.190972
1963-02-28,0.189815
1963-03-01,0.185185
