Date,DIS
1962-01-02,0.092908
1962-01-03,0.09415499999999999
1962-01-04,0.09415499999999999
1962-01-05,0.094467
1962-01-08,0.09415499999999999
1962-01-09,0.096026
1962-01-10,0.096961
1962-01-11,0.099767
1962-01-12,0.09665
1962-01-15,0.09665
1962-01-16,0.09415499999999999
1962-01-17,0.091038
1962-01-18,0.092908
1962-01-19,0.094779
1962-01-22,0.096338
1962-01-23,0.096026
1962-01-24,0.094779
1962-01-25,0.093532
1962-01-26,0.092908
1962-01-29,0.092908
1962-01-30,0.093532
1962-01-31,0.093532
1962-02-01,0.094779
1962-02-02,0.094779
1962-02-05,0.094779
1962-02-06,0.09415499999999999
1962-02-07,0.095403
1962-02-08,0.097897
1962-02-09,0.09852000000000001
1962-02-12,0.09852000000000001
1962-02-13,0.09852000000000001
1962-02-14,0.097273
1962-02-15,0.097897
1962-02-16,0.099767
1962-02-19,0.098209
1962-02-20,0.09914400000000001
1962-02-21,0.097897
1962-02-23,0.097273
1962-02-26,0.094779
1962-02-27,0.09415499999999999
1962-02-28,0.09322000000000001
1962-03-01,0.095714
1962-03-02,0.095091
1962-03-05,0.095403
1962-03-06,0.09415499999999999
1962-03-07,0.093532
1962-03-08,0.095091
1962-03-09,0.094779
1962-03-12,0.09665
1962-03-13,0.098209
1962-03-14,0.097273
1962-03-15,0.097897
1962-03-16,0.097897
1962-03-19,0.097897
1962-03-20,0.09665
1962-03-21,0.095091
1962-03-22,0.09415499999999999
1962-03-23,0.09415499999999999
1962-03-26,0.093532
1962-03-27,0.092285
1962-03-28,0.091661
1962-03-29,0.09322000000000001
1962-03-30,0.09322000000000001
1962-04-02,0.092285
1962-04-03,0.091661
1962-04-04,0.092285
1962-04-05,0.091661
1962-04-06,0.092597
1962-04-09,0.092908
1962-04-10,0.092597
1962-04-11,0.091661
1962-04-12,0.087296
1962-04-13,0.086673
1962-04-16,0.08792
1962-04-17,0.089791
1962-04-18,0.091038
1962-04-19,0.091038
1962-04-23,0.092285
1962-04-24,0.093532
1962-04-25,0.09322000000000001
1962-04-26,0.091038
1962-04-27,0.089167
1962-04-30,0.085738
1962-05-01,0.086673
1962-05-02,0.087296
1962-05-03,0.086673
1962-05-04,0.086673
1962-05-07,0.085426
1962-05-08,0.08355499999999999
1962-05-09,0.08106100000000001
1962-05-10,0.079814
1962-05-11,0.077943
1962-05-14,0.082308
1962-05-15,0.082932
1962-05-16,0.080437
1962-05-17,0.07919
1962-05-18,0.079814
1962-05-21,0.079814
1962-05-22,0.079814
1962-05-23,0.076073
1962-05-24,0.076696
1962-05-25,0.077943
1962-05-28,0.07732
1962-05-29,0.07170800000000001
1962-05-31,0.079814
1962-06-01,0.079814
1962-06-04,0.074826
1962-06-05,0.07700800000000001
1962-06-06,0.079502
1962-06-07,0.07732
1962-06-08,0.078567
1962-06-11,0.07732
1962-06-12,0.074514
1962-06-13,0.07233099999999999
1962-06-14,0.06578400000000001
1962-06-15,0.071396
1962-06-18,0.07233099999999999
1962-06-19,0.07233099999999999
1962-06-20,0.07108400000000001
1962-06-21,0.069837
1962-06-22,0.067967
1962-06-25,0.065161
1962-06-26,0.065161
1962-06-27,0.067967
1962-06-28,0.067967
1962-06-29,0.066719
