Date,BLK
2000-04-28,26.0
2000-05-01,24.0
2000-05-02,23.8125
2000-05-03,24.25
2000-05-04,23.625
2000-05-05,23.6875
2000-05-08,24.0
2000-05-09,24.375
2000-05-10,25.0625
2000-05-11,25.25
2000-05-12,25.75
2000-05-15,25.75
2000-05-16,26.25
2000-05-17,26.375
2000-05-18,26.1875
2000-05-19,26.125
2000-05-22,25.8125
2000-05-23,23.75
2000-05-24,23.25
2000-05-25,23.375
2000-05-26,23.25
2000-05-30,23.25
2000-05-31,24.0625
2000-06-01,24.375
2000-06-02,25.75
2000-06-05,26.875
2000-06-06,26.4375
2000-06-07,25.9375
2000-06-08,25.4375
2000-06-09,25.4375
2000-06-12,25.25
2000-06-13,26.0
2000-06-14,26.8125
2000-06-15,27.5
2000-06-16,29.0
2000-06-19,28.8125
2000-06-20,28.4375
2000-06-21,29.25
2000-06-22,30.875
2000-06-23,30.1875
2000-06-26,31.0
2000-06-27,32.375
2000-06-28,35.0
2000-06-29,32.625
2000-06-30,29.0
2000-07-03,29.25
2000-07-05,29.375
2000-07-06,28.875
2000-07-07,29.75
2000-07-10,32.0
2000-07-11,33.375
2000-07-12,34.25
2000-07-13,33.6875
2000-07-14,33.875
2000-07-17,33.0625
2000-07-18,32.3125
2000-07-19,32.125
2000-07-20,32.5625
2000-07-21,33.8125
2000-07-24,34.0625
2000-07-25,33.75
2000-07-26,34.0625
2000-07-27,34.0625
2000-07-28,34.0
2000-07-31,33.75
2000-08-01,33.625
2000-08-02,33.5625
2000-08-03,33.625
2000-08-04,33.75
2000-08-07,32.375
2000-08-08,32.875
2000-08-09,33.875
2000-08-10,33.625
2000-08-11,33.3125
2000-08-14,33.5
2000-08-15,33.375
2000-08-16,33.6875
2000-08-17,34.75
2000-08-18,34.625
2000-08-21,34.875
2000-08-22,35.375
2000-08-23,34.75
2000-08-24,35.0
2000-08-25,35.3125
2000-08-28,35.3125
2000-08-29,38.125
2000-08-30,38.0
2000-08-31,41.0
2000-09-01,41.6875
2000-09-05,41.5
2000-09-06,40.4375
2000-09-07,36.625
2000-09-08,37.0
2000-09-11,38.625
2000-09-12,38.875
2000-09-13,38.9375
2000-09-14,38.625
2000-09-15,38.0
2000-09-18,38.0
2000-09-19,38.375
2000-09-20,38.25
2000-09-21,36.5
2000-09-22,34.625
2000-09-25,35.625
2000-09-26,35.3125
2000-09-27,34.75
2000-09-28,33.5625
2000-09-29,32.0
2000-10-02,33.0
2000-10-03,35.0
2000-10-04,35.125
2000-10-05,36.8125
2000-10-06,37.0
2000-10-09,37.375
2000-10-10,37.75
2000-10-11,36.0625
2000-10-12,35.875
2000-10-13,38.625
2000-10-16,39.875
2000-10-17,38.75
2000-10-18,41.625
2000-10-19,40.75
2000-10-20,42.0625
2000-10-23,41.375
2000-10-24,39.5
2000-10-25,40.5
2000-10-26,40.8125
2000-10-27,42.4375
2000-10-30,42.5
2000-10-31,42.625
2000-11-01,42.375
2000-11-02,44.25
2000-11-03,43.6875
2000-11-06,43.625
2000-11-07,43.6875
2000-11-08,43.5
2000-11-09,44.25
2000-11-10,44.125
2000-11-13,42.5
2000-11-14,43.375
2000-11-15,45.125
2000-11-16,46.0
2000-11-17,46.5625
2000-11-20,44.875
2000-11-21,41.75
2000-11-22,41.5
2000-11-24,42.5
2000-11-27,43.125
2000-11-28,43.875
2000-11-29,44.0
2000-11-30,43.625
2000-12-01,43.8125
2000-12-04,42.75
2000-12-05,44.0
2000-12-06,45.0
2000-12-07,45.4375
2000-12-08,47.5
2000-12-11,47.125
2000-12-12,45.0
2000-12-13,44.75
2000-12-14,44.25
2000-12-15,43.1875
2000-12-18,45.25
2000-12-19,43.4375
2000-12-20,41.75
2000-12-21,40.125
2000-12-22,38.5
2000-12-26,39.3125
2000-12-27,41.125
2000-12-28,43.375
2000-12-29,42.0
2001-01-02,40.0
2001-01-03,39.8125
2001-01-04,39.375
2001-01-05,35.75
2001-01-08,36.5
2001-01-09,36.3125
2001-01-10,37.875
2001-01-11,36.625
2001-01-12,37.0
2001-01-16,38.0
2001-01-17,40.25
2001-01-18,40.375
2001-01-19,39.8125
2001-01-22,39.9375
2001-01-23,40.3125
2001-01-24,39.1875
2001-01-25,39.5
2001-01-26,39.5625
2001-01-29,41.25
2001-01-30,40.790001000000004
2001-01-31,39.919998
2001-02-01,41.0
2001-02-02,42.5
2001-02-05,41.0
2001-02-06,41.200001
2001-02-07,42.860001000000004
2001-02-08,43.0
2001-02-09,42.200001
2001-02-12,43.389998999999996
2001-02-13,43.599998
2001-02-14,43.099998
2001-02-15,43.400002
2001-02-16,42.099998
2001-02-20,39.400002
2001-02-21,39.369999
2001-02-22,39.009997999999996
2001-02-23,39.75
2001-02-26,42.099998
2001-02-27,41.0
2001-02-28,39.400002
2001-03-01,40.299999
2001-03-02,40.509997999999996
2001-03-05,39.560001
2001-03-06,39.599998
2001-03-07,39.900002
2001-03-08,39.950001
2001-03-09,37.599998
2001-03-12,38.029999
2001-03-13,38.990002000000004
2001-03-14,39.200001
2001-03-15,38.740002000000004
2001-03-16,38.049999
2001-03-19,37.950001
2001-03-20,36.189999
2001-03-21,35.950001
2001-03-22,34.0
2001-03-23,32.599998
2001-03-26,33.25
2001-03-27,34.939999
2001-03-28,35.5
2001-03-29,36.349998
2001-03-30,36.0
2001-04-02,35.5
2001-04-03,34.75
2001-04-04,32.0
2001-04-05,33.540001000000004
2001-04-06,33.200001
2001-04-09,33.700001
2001-04-10,34.799999
2001-04-11,36.400002
2001-04-12,34.220001
2001-04-16,31.82
2001-04-17,33.0
2001-04-18,34.400002
2001-04-19,34.099998
2001-04-20,32.299999
2001-04-23,32.0
2001-04-24,33.400002
2001-04-25,33.75
2001-04-26,32.400002
2001-04-27,33.5
2001-04-30,33.799999
2001-05-01,34.25
2001-05-02,33.869999
2001-05-03,33.91
2001-05-04,33.650002
2001-05-07,34.43
2001-05-08,34.93
2001-05-09,35.549999
2001-05-10,36.0
2001-05-11,36.029999
2001-05-14,36.16
2001-05-15,37.200001
2001-05-16,36.150002
2001-05-17,37.0
2001-05-18,37.02
2001-05-21,37.200001
2001-05-22,37.169998
2001-05-23,36.349998
2001-05-24,35.75
2001-05-25,36.110001000000004
2001-05-29,36.75
2001-05-30,36.349998
2001-05-31,36.400002
2001-06-01,35.470001
2001-06-04,35.900002
2001-06-05,36.650002
2001-06-06,36.400002
2001-06-07,35.650002
2001-06-08,35.459998999999996
2001-06-11,34.75
2001-06-12,34.73
2001-06-13,34.450001
2001-06-14,33.549999
2001-06-15,32.950001
2001-06-18,32.98
2001-06-19,33.099998
2001-06-20,33.25
2001-06-21,33.5
2001-06-22,32.98
2001-06-25,33.0
2001-06-26,33.5
2001-06-27,35.400002
2001-06-28,36.5
2001-06-29,34.290001000000004
2001-07-02,35.810001
2001-07-03,34.59
2001-07-05,35.240002000000004
2001-07-06,35.099998
2001-07-09,34.75
2001-07-10,34.310001
2001-07-11,36.099998
2001-07-12,38.400002
2001-07-13,39.029999
2001-07-16,39.52
2001-07-17,41.200001
2001-07-18,40.5
2001-07-19,41.43
2001-07-20,40.549999
2001-07-23,40.110001000000004
2001-07-24,40.0
2001-07-25,40.009997999999996
2001-07-26,40.0
2001-07-27,39.599998
2001-07-30,39.599998
2001-07-31,39.849998
2001-08-01,40.16
2001-08-02,40.549999
2001-08-03,39.75
2001-08-06,40.84
2001-08-07,41.650002
2001-08-08,40.049999
2001-08-09,40.459998999999996
2001-08-10,39.860001000000004
2001-08-13,39.75
2001-08-14,40.400002
2001-08-15,39.400002
2001-08-16,39.400002
2001-08-17,38.75
2001-08-20,39.150002
2001-08-21,39.150002
2001-08-22,38.950001
2001-08-23,38.950001
2001-08-24,40.25
2001-08-27,39.549999
2001-08-28,38.799999
2001-08-29,38.970001
2001-08-30,38.450001
2001-08-31,38.049999
2001-09-04,38.740002000000004
2001-09-05,40.029999
2001-09-06,40.439999
2001-09-07,40.369999
2001-09-10,40.450001
2001-09-17,43.650002
2001-09-18,42.349998
2001-09-19,41.5
2001-09-20,39.5
2001-09-21,39.349998
2001-09-24,39.759997999999996
2001-09-25,39.799999
2001-09-26,40.099998
2001-09-27,41.0
2001-09-28,44.220001
2001-10-01,40.150002
2001-10-02,39.599998
2001-10-03,39.98
2001-10-04,39.75
2001-10-05,39.990002000000004
2001-10-08,40.080002
2001-10-09,40.200001
2001-10-10,40.299999
2001-10-11,40.060001
2001-10-12,39.34
2001-10-15,40.860001000000004
2001-10-16,41.75
2001-10-17,42.200001
2001-10-18,42.0
2001-10-19,42.380001
2001-10-22,42.0
2001-10-23,41.900002
2001-10-24,41.91
2001-10-25,41.82
2001-10-26,41.900002
2001-10-29,42.5
2001-10-30,43.25
2001-10-31,43.25
2001-11-01,43.310001
2001-11-02,43.439999
2001-11-05,42.41
2001-11-06,42.950001
2001-11-07,42.700001
2001-11-08,43.0
2001-11-09,42.889998999999996
2001-11-12,42.75
2001-11-13,42.560001
2001-11-14,42.5
2001-11-15,41.950001
2001-11-16,42.540001000000004
2001-11-19,41.220001
2001-11-20,41.07
2001-11-21,40.950001
2001-11-23,41.18
2001-11-26,42.0
2001-11-27,40.900002
2001-11-28,40.380001
2001-11-29,38.990002000000004
2001-11-30,38.779999
2001-12-03,38.400002
2001-12-04,38.09
2001-12-05,38.91
2001-12-06,40.279999
2001-12-07,39.0
2001-12-10,38.700001
2001-12-11,38.91
2001-12-12,38.220001
2001-12-13,39.25
2001-12-14,41.5
2001-12-17,41.060001
2001-12-18,41.02
2001-12-19,41.099998
2001-12-20,41.0
2001-12-21,41.419998
2001-12-24,41.150002
2001-12-26,42.150002
2001-12-27,42.450001
2001-12-28,41.759997999999996
2001-12-31,41.700001
2002-01-02,41.32
2002-01-03,41.419998
2002-01-04,41.919998
2002-01-07,41.400002
2002-01-08,41.450001
2002-01-09,41.439999
2002-01-10,42.049999
2002-01-11,40.900002
2002-01-14,41.0
2002-01-15,42.0
2002-01-16,42.009997999999996
2002-01-17,42.900002
2002-01-18,42.25
2002-01-22,41.599998
2002-01-23,42.0
2002-01-24,41.799999
2002-01-25,42.150002
2002-01-28,40.990002000000004
2002-01-29,41.0
2002-01-30,41.619999
2002-01-31,43.0
2002-02-01,42.970001
2002-02-04,42.459998999999996
2002-02-05,42.919998
2002-02-06,42.75
2002-02-07,42.950001
2002-02-08,43.549999
2002-02-11,43.150002
2002-02-12,43.099998
2002-02-13,42.599998
2002-02-14,42.25
2002-02-15,41.240002000000004
2002-02-19,41.900002
2002-02-20,42.290001000000004
2002-02-21,42.900002
2002-02-22,43.139998999999996
2002-02-25,43.509997999999996
2002-02-26,43.709998999999996
2002-02-27,43.900002
2002-02-28,44.5
2002-03-01,44.880001
2002-03-04,46.259997999999996
2002-03-05,45.860001000000004
2002-03-06,44.009997999999996
2002-03-07,44.990002000000004
2002-03-08,45.0
2002-03-11,44.389998999999996
2002-03-12,44.16
2002-03-13,44.349998
2002-03-14,44.599998
2002-03-15,44.220001
2002-03-18,44.599998
2002-03-19,44.119999
2002-03-20,44.0
2002-03-21,44.560001
2002-03-22,44.48
2002-03-25,43.939999
2002-03-26,43.950001
2002-03-27,44.349998
2002-03-28,44.599998
2002-04-01,44.900002
2002-04-02,44.5
2002-04-03,44.27
2002-04-04,43.869999
2002-04-05,43.400002
2002-04-08,43.5
2002-04-09,42.459998999999996
2002-04-10,42.0
2002-04-11,40.450001
2002-04-12,45.599998
2002-04-15,46.0
2002-04-16,46.450001
2002-04-17,44.75
2002-04-18,44.990002000000004
2002-04-19,43.75
2002-04-22,45.009997999999996
2002-04-23,45.080002
2002-04-24,45.279999
2002-04-25,44.990002000000004
2002-04-26,45.0
2002-04-29,45.009997999999996
2002-04-30,46.0
2002-05-01,46.349998
2002-05-02,46.759997999999996
2002-05-03,47.0
2002-05-06,46.040001000000004
2002-05-07,46.099998
2002-05-08,46.200001
2002-05-09,46.099998
2002-05-10,45.48
2002-05-13,45.299999
2002-05-14,47.349998
2002-05-15,46.84
2002-05-16,46.290001000000004
2002-05-17,46.099998
2002-05-20,45.66
2002-05-21,45.349998
2002-05-22,45.23
2002-05-23,46.099998
2002-05-24,45.41
2002-05-28,45.25
2002-05-29,44.849998
2002-05-30,43.869999
2002-05-31,43.0
2002-06-03,41.950001
2002-06-04,42.560001
2002-06-05,44.099998
2002-06-06,43.849998
2002-06-07,44.099998
2002-06-10,44.509997999999996
2002-06-11,43.5
2002-06-12,43.349998
2002-06-13,43.200001
2002-06-14,42.150002
2002-06-17,41.900002
2002-06-18,43.650002
2002-06-19,42.700001
2002-06-20,42.860001000000004
2002-06-21,42.200001
2002-06-24,42.549999
2002-06-25,43.049999
2002-06-26,43.150002
2002-06-27,44.060001
2002-06-28,44.299999
2002-07-01,43.849998
2002-07-02,43.209998999999996
2002-07-03,42.16
2002-07-05,42.400002
2002-07-08,42.950001
2002-07-09,42.27
2002-07-10,42.099998
2002-07-11,42.299999
2002-07-12,43.32
2002-07-15,43.950001
2002-07-16,43.709998999999996
2002-07-17,44.34
2002-07-18,43.720001
2002-07-19,42.790001000000004
2002-07-22,43.330002
2002-07-23,42.349998
2002-07-24,40.5
2002-07-25,40.0
2002-07-26,40.599998
2002-07-29,42.599998
2002-07-30,42.43
2002-07-31,41.950001
2002-08-01,41.889998999999996
2002-08-02,41.009997999999996
2002-08-05,40.549999
2002-08-06,40.720001
2002-08-07,40.43
2002-08-08,42.400002
2002-08-09,44.529999
2002-08-12,44.41
2002-08-13,43.580002
2002-08-14,45.099998
2002-08-15,44.599998
2002-08-16,46.419998
2002-08-19,45.0
2002-08-20,44.799999
2002-08-21,45.299999
2002-08-22,45.580002
2002-08-23,44.950001
2002-08-26,44.869999
2002-08-27,44.450001
2002-08-28,43.700001
2002-08-29,43.650002
2002-08-30,44.25
2002-09-03,43.060001
2002-09-04,43.0
2002-09-05,42.939999
2002-09-06,43.099998
2002-09-09,43.970001
2002-09-10,43.650002
2002-09-11,44.16
2002-09-12,43.810001
2002-09-13,44.900002
2002-09-16,44.209998999999996
2002-09-17,43.900002
2002-09-18,43.200001
2002-09-19,42.66
2002-09-20,42.0
2002-09-23,41.540001000000004
2002-09-24,41.299999
2002-09-25,40.799999
2002-09-26,41.099998
2002-09-27,41.810001
2002-09-30,41.419998
2002-10-01,41.279999
2002-10-02,41.02
2002-10-03,40.200001
2002-10-04,37.549999
2002-10-07,35.950001
2002-10-08,36.150002
2002-10-09,36.200001
2002-10-10,37.360001000000004
2002-10-11,36.970001
2002-10-14,36.75
2002-10-15,37.919998
2002-10-16,37.919998
2002-10-17,38.529999
2002-10-18,38.400002
2002-10-21,38.400002
2002-10-22,37.900002
2002-10-23,36.450001
2002-10-24,36.0
2002-10-25,35.5
2002-10-28,35.900002
2002-10-29,34.990002000000004
2002-10-30,35.049999
2002-10-31,35.720001
2002-11-01,35.450001
2002-11-04,34.650002
2002-11-05,34.59
2002-11-06,34.299999
2002-11-07,34.549999
2002-11-08,35.25
2002-11-11,35.360001000000004
2002-11-12,35.5
2002-11-13,35.75
2002-11-14,36.52
2002-11-15,36.580002
2002-11-18,36.66
2002-11-19,36.290001000000004
2002-11-20,37.349998
2002-11-21,39.299999
2002-11-22,39.25
2002-11-25,39.66
2002-11-26,39.650002
2002-11-27,40.099998
2002-11-29,40.009997999999996
2002-12-02,39.860001000000004
2002-12-03,39.150002
2002-12-04,39.450001
2002-12-05,38.5
2002-12-06,39.150002
2002-12-09,38.5
2002-12-10,39.599998
2002-12-11,39.599998
2002-12-12,40.73
2002-12-13,41.259997999999996
2002-12-16,40.900002
2002-12-17,40.77
2002-12-18,40.5
2002-12-19,40.580002
2002-12-20,40.189999
2002-12-23,40.200001
2002-12-24,39.889998999999996
2002-12-26,39.290001000000004
2002-12-27,38.970001
2002-12-30,38.91
2002-12-31,39.400002
2003-01-02,40.25
2003-01-03,40.950001
2003-01-06,41.18
2003-01-07,40.959998999999996
2003-01-08,41.099998
2003-01-09,42.029999
2003-01-10,42.330002
2003-01-13,42.099998
2003-01-14,42.0
2003-01-15,41.5
2003-01-16,41.650002
2003-01-17,41.799999
2003-01-21,40.599998
2003-01-22,40.869999
2003-01-23,40.650002
2003-01-24,40.130001
2003-01-27,40.650002
2003-01-28,41.200001
2003-01-29,40.970001
2003-01-30,41.25
2003-01-31,42.25
2003-02-03,42.200001
2003-02-04,42.290001000000004
2003-02-05,41.889998999999996
2003-02-06,41.560001
2003-02-07,41.759997999999996
2003-02-10,41.509997999999996
2003-02-11,41.209998999999996
2003-02-12,41.43
2003-02-13,41.23
2003-02-14,41.700001
2003-02-18,42.0
2003-02-19,41.580002
2003-02-20,41.75
2003-02-21,42.549999
2003-02-24,41.48
2003-02-25,41.889998999999996
2003-02-26,40.98
2003-02-27,41.599998
2003-02-28,41.599998
2003-03-03,42.700001
2003-03-04,42.23
2003-03-05,42.080002
2003-03-06,42.040001000000004
2003-03-07,42.290001000000004
2003-03-10,41.990002000000004
2003-03-11,41.09
2003-03-12,39.950001
2003-03-13,41.150002
2003-03-14,41.439999
2003-03-17,42.970001
2003-03-18,43.349998
2003-03-19,43.5
2003-03-20,43.48
2003-03-21,44.849998
2003-03-24,43.689999
2003-03-25,44.68
2003-03-26,45.080002
2003-03-27,43.57
2003-03-28,43.98
2003-03-31,43.540001000000004
2003-04-01,43.5
2003-04-02,44.799999
2003-04-03,44.900002
2003-04-04,45.669998
2003-04-07,45.450001
2003-04-08,45.16
2003-04-09,45.599998
2003-04-10,45.650002
2003-04-11,45.580002
2003-04-14,45.52
2003-04-15,45.349998
2003-04-16,46.599998
2003-04-17,47.290001000000004
2003-04-21,46.0
2003-04-22,44.799999
2003-04-23,44.650002
2003-04-24,44.950001
2003-04-25,45.150002
2003-04-28,45.5
2003-04-29,44.700001
2003-04-30,45.48
2003-05-01,45.200001
2003-05-02,45.25
2003-05-05,44.91
2003-05-06,44.700001
2003-05-07,45.0
2003-05-08,45.049999
2003-05-09,44.759997999999996
2003-05-12,45.259997999999996
2003-05-13,44.939999
2003-05-14,44.599998
2003-05-15,45.459998999999996
2003-05-16,46.25
2003-05-19,45.349998
2003-05-20,45.259997999999996
2003-05-21,44.939999
2003-05-22,45.459998999999996
2003-05-23,45.400002
2003-05-27,45.470001
2003-05-28,45.400002
2003-05-29,45.27
2003-05-30,45.389998999999996
2003-06-02,46.5
2003-06-03,47.91
2003-06-04,47.5
2003-06-05,47.75
2003-06-06,47.639998999999996
2003-06-09,47.0
2003-06-10,47.669998
2003-06-11,47.32
2003-06-12,45.869999
2003-06-13,45.630001
2003-06-16,46.0
2003-06-17,45.860001000000004
2003-06-18,45.549999
2003-06-19,46.0
2003-06-20,46.02
2003-06-23,45.689999
2003-06-24,44.700001
2003-06-25,45.130001
2003-06-26,45.43
2003-06-27,45.25
2003-06-30,45.040001000000004
2003-07-01,46.200001
2003-07-02,46.27
2003-07-03,45.639998999999996
2003-07-07,45.0
2003-07-08,45.0
2003-07-09,46.0
2003-07-10,46.27
2003-07-11,46.349998
2003-07-14,46.790001000000004
2003-07-15,45.41
2003-07-16,45.5
2003-07-17,45.639998999999996
2003-07-18,46.0
2003-07-21,45.470001
2003-07-22,45.080002
2003-07-23,45.189999
2003-07-24,45.939999
2003-07-25,45.150002
2003-07-28,43.77
2003-07-29,44.560001
2003-07-30,45.34
2003-07-31,45.169998
2003-08-01,45.18
2003-08-04,44.389998999999996
2003-08-05,44.290001000000004
2003-08-06,44.400002
2003-08-07,44.470001
2003-08-08,45.299999
2003-08-11,45.349998
2003-08-12,45.299999
2003-08-13,45.93
2003-08-14,46.130001
2003-08-15,45.91
2003-08-18,46.060001
2003-08-19,46.509997999999996
2003-08-20,47.080002
2003-08-21,46.360001000000004
2003-08-22,46.200001
2003-08-25,45.41
2003-08-26,45.209998999999996
2003-08-27,45.099998
2003-08-28,45.360001000000004
2003-08-29,45.470001
2003-09-02,46.490002000000004
2003-09-03,46.299999
2003-09-04,46.0
2003-09-05,46.110001000000004
2003-09-08,47.259997999999996
2003-09-09,47.200001
2003-09-10,47.189999
2003-09-11,47.080002
2003-09-12,48.189999
2003-09-15,48.400002
2003-09-16,48.299999
2003-09-17,48.689999
2003-09-18,50.16
2003-09-19,51.380001
2003-09-22,51.299999
2003-09-23,51.549999
2003-09-24,50.799999
2003-09-25,50.0
2003-09-26,48.900002
2003-09-29,49.110001000000004
2003-09-30,49.0
2003-10-01,50.310001
2003-10-02,50.549999
2003-10-03,50.619999
2003-10-06,50.700001
2003-10-07,50.849998
2003-10-08,51.32
2003-10-09,51.119999
2003-10-10,51.369999
2003-10-13,52.599998
2003-10-14,51.849998
2003-10-15,52.0
2003-10-16,52.700001
2003-10-17,52.029999
2003-10-20,50.73
2003-10-21,50.299999
2003-10-22,50.220001
2003-10-23,50.470001
2003-10-24,50.16
2003-10-27,50.18
2003-10-28,50.150002
2003-10-29,50.200001
2003-10-30,50.57
2003-10-31,51.349998
2003-11-03,50.619999
2003-11-04,49.990002000000004
2003-11-05,49.93
2003-11-06,49.799999
2003-11-07,49.669998
2003-11-10,50.689999
2003-11-11,50.209998999999996
2003-11-12,50.799999
2003-11-13,51.209998999999996
2003-11-14,49.75
2003-11-17,49.779999
2003-11-18,50.18
2003-11-19,49.990002000000004
2003-11-20,49.990002000000004
2003-11-21,49.880001
2003-11-24,50.380001
2003-11-25,50.400002
2003-11-26,50.75
2003-11-28,50.950001
2003-12-01,51.549999
2003-12-02,51.75
2003-12-03,52.099998
2003-12-04,52.799999
2003-12-05,51.16
2003-12-08,52.049999
2003-12-09,51.48
2003-12-10,50.189999
2003-12-11,51.0
2003-12-12,51.790001000000004
2003-12-15,51.959998999999996
2003-12-16,51.5
2003-12-17,52.169998
2003-12-18,52.34
2003-12-19,52.27
2003-12-22,51.84
2003-12-23,51.959998999999996
2003-12-24,51.869999
2003-12-26,52.18
2003-12-29,53.23
2003-12-30,53.529999
2003-12-31,53.110001000000004
2004-01-02,53.990002000000004
2004-01-05,56.849998
2004-01-06,57.25
2004-01-07,58.0
2004-01-08,57.970001
2004-01-09,57.599998
2004-01-12,58.700001
2004-01-13,58.900002
2004-01-14,56.48
2004-01-15,56.130001
2004-01-16,56.169998
2004-01-20,56.25
2004-01-21,56.889998999999996
2004-01-22,57.610001000000004
2004-01-23,59.25
2004-01-26,58.509997999999996
2004-01-27,59.720001
2004-01-28,57.610001000000004
2004-01-29,57.389998999999996
2004-01-30,58.02
2004-02-02,60.02
2004-02-03,60.299999
2004-02-04,58.400002
2004-02-05,58.150002
2004-02-06,60.02
2004-02-09,59.220001
2004-02-10,59.849998
2004-02-11,60.0
2004-02-12,59.549999
2004-02-13,58.740002000000004
2004-02-17,59.889998999999996
2004-02-18,60.139998999999996
2004-02-19,60.220001
2004-02-20,59.259997999999996
2004-02-23,58.84
2004-02-24,58.27
2004-02-25,58.299999
2004-02-26,59.599998
2004-02-27,59.5
2004-03-01,60.32
2004-03-02,61.09
2004-03-03,61.27
2004-03-04,61.25
2004-03-05,61.5
2004-03-08,62.009997999999996
2004-03-09,61.060001
2004-03-10,61.049999
2004-03-11,59.27
2004-03-12,60.259997999999996
2004-03-15,59.5
2004-03-16,60.0
2004-03-17,60.709998999999996
2004-03-18,60.709998999999996
2004-03-19,60.900002
2004-03-22,60.0
2004-03-23,59.91
2004-03-24,59.549999
2004-03-25,59.599998
2004-03-26,60.0
2004-03-29,60.860001000000004
2004-03-30,60.41
2004-03-31,61.169998
2004-04-01,66.0
2004-04-02,65.0
2004-04-05,64.099998
2004-04-06,64.389999
2004-04-07,63.919998
2004-04-08,63.099998
2004-04-12,63.900002
2004-04-13,62.259997999999996
2004-04-14,61.470001
2004-04-15,62.0
2004-04-16,63.5
2004-04-19,61.740002000000004
2004-04-20,62.369999
2004-04-21,61.349998
2004-04-22,62.400002
2004-04-23,61.25
2004-04-26,61.93
2004-04-27,62.41
2004-04-28,61.689999
2004-04-29,62.0
2004-04-30,62.200001
2004-05-03,62.509997999999996
2004-05-04,63.34
2004-05-05,62.560001
2004-05-06,61.650002
2004-05-07,59.880001
2004-05-10,59.200001
2004-05-11,58.790001000000004
2004-05-12,58.75
2004-05-13,58.73
2004-05-14,58.630001
2004-05-17,57.950001
2004-05-18,58.43
2004-05-19,58.75
2004-05-20,59.080002
2004-05-21,59.16
2004-05-24,60.25
2004-05-25,60.639998999999996
2004-05-26,61.560001
2004-05-27,62.43
2004-05-28,63.099998
2004-06-01,63.200001
2004-06-02,64.129997
2004-06-03,63.389998999999996
2004-06-04,64.550003
