Date,NUE
1980-11-12,1.4375
1980-11-13,1.510417
1980-11-14,1.510417
1980-11-17,1.46875
1980-11-18,1.502604
1980-11-19,1.484375
1980-11-20,1.486979
1980-11-21,1.458333
1980-11-24,1.442708
1980-11-25,1.458333
1980-11-26,1.4375
1980-11-28,1.416667
1980-12-01,1.401042
1980-12-02,1.375
1980-12-03,1.388021
1980-12-04,1.3828129999999998
1980-12-05,1.354167
1980-12-08,1.307292
1980-12-09,1.302083
1980-12-10,1.333333
1980-12-11,1.317708
1980-12-12,1.315104
1980-12-15,1.359375
1980-12-16,1.359375
1980-12-17,1.346354
1980-12-18,1.356771
1980-12-19,1.375
1980-12-22,1.385417
1980-12-23,1.432292
1980-12-24,1.453125
1980-12-26,1.453125
1980-12-29,1.447917
1980-12-30,1.450521
1980-12-31,1.455729
1981-01-02,1.463542
1981-01-05,1.484375
1981-01-06,1.515625
1981-01-07,1.458333
1981-01-08,1.442708
1981-01-09,1.453125
1981-01-12,1.458333
1981-01-13,1.455729
1981-01-14,1.484375
1981-01-15,1.5
1981-01-16,1.515625
1981-01-19,1.533854
1981-01-20,1.528646
1981-01-21,1.5
1981-01-22,1.5
1981-01-23,1.494792
1981-01-26,1.497396
1981-01-27,1.484375
1981-01-28,1.458333
1981-01-29,1.463542
1981-01-30,1.427083
1981-02-02,1.364583
1981-02-03,1.40625
1981-02-04,1.4375
1981-02-05,1.442708
1981-02-06,1.432292
1981-02-09,1.427083
1981-02-10,1.421875
1981-02-11,1.421875
1981-02-12,1.427083
1981-02-13,1.4296879999999998
1981-02-17,1.432292
1981-02-18,1.432292
1981-02-19,1.432292
1981-02-20,1.434896
1981-02-23,1.432292
1981-02-24,1.432292
1981-02-25,1.434896
1981-02-26,1.473958
1981-02-27,1.447917
1981-03-02,1.395833
1981-03-03,1.380208
1981-03-04,1.369792
1981-03-05,1.348958
1981-03-06,1.369792
1981-03-09,1.359375
1981-03-10,1.348958
1981-03-11,1.354167
1981-03-12,1.390625
1981-03-13,1.395833
1981-03-16,1.375
1981-03-17,1.356771
1981-03-18,1.364583
1981-03-19,1.364583
1981-03-20,1.380208
1981-03-23,1.385417
1981-03-24,1.401042
1981-03-25,1.442708
1981-03-26,1.447917
1981-03-27,1.4375
1981-03-30,1.463542
1981-03-31,1.520833
1981-04-01,1.520833
1981-04-02,1.546875
1981-04-03,1.565104
1981-04-06,1.541667
1981-04-07,1.567708
1981-04-08,1.625
1981-04-09,1.661458
1981-04-10,1.625
1981-04-13,1.6171879999999998
1981-04-14,1.6171879999999998
1981-04-15,1.630208
1981-04-16,1.630208
1981-04-20,1.645833
1981-04-21,1.666667
1981-04-22,1.671875
1981-04-23,1.661458
1981-04-24,1.661458
1981-04-27,1.664063
1981-04-28,1.65625
1981-04-29,1.6328129999999998
1981-04-30,1.604167
1981-05-01,1.5625
1981-05-04,1.546875
1981-05-05,1.544271
1981-05-06,1.552083
1981-05-07,1.567708
1981-05-08,1.5625
1981-05-11,1.541667
1981-05-12,1.546875
1981-05-13,1.572917
1981-05-14,1.567708
1981-05-15,1.567708
1981-05-18,1.583333
1981-05-19,1.604167
1981-05-20,1.614583
1981-05-21,1.6171879999999998
1981-05-22,1.614583
1981-05-26,1.609375
1981-05-27,1.614583
1981-05-28,1.640625
1981-05-29,1.65625
1981-06-01,1.648438
1981-06-02,1.648438
1981-06-03,1.648438
1981-06-04,1.645833
1981-06-05,1.651042
1981-06-08,1.700521
1981-06-09,1.692708
1981-06-10,1.703125
1981-06-11,1.695313
1981-06-12,1.692708
1981-06-15,1.6875
1981-06-16,1.682292
1981-06-17,1.645833
1981-06-18,1.630208
1981-06-19,1.609375
1981-06-22,1.6328129999999998
1981-06-23,1.692708
1981-06-24,1.677083
1981-06-25,1.684896
1981-06-26,1.703125
1981-06-29,1.697917
1981-06-30,1.682292
1981-07-01,1.666667
1981-07-02,1.651042
1981-07-06,1.604167
1981-07-07,1.588542
1981-07-08,1.572917
1981-07-09,1.575521
1981-07-10,1.588542
1981-07-13,1.598958
1981-07-14,1.59375
1981-07-15,1.609375
1981-07-16,1.59375
1981-07-17,1.59375
1981-07-20,1.552083
1981-07-21,1.5
1981-07-22,1.494792
1981-07-23,1.5
1981-07-24,1.494792
1981-07-27,1.497396
1981-07-28,1.458333
1981-07-29,1.416667
1981-07-30,1.411458
1981-07-31,1.40625
1981-08-03,1.401042
1981-08-04,1.408854
1981-08-05,1.4375
1981-08-06,1.494792
1981-08-07,1.4921879999999998
1981-08-10,1.510417
1981-08-11,1.510417
1981-08-12,1.494792
1981-08-13,1.4921879999999998
1981-08-14,1.484375
1981-08-17,1.458333
1981-08-18,1.455729
1981-08-19,1.453125
1981-08-20,1.453125
1981-08-21,1.453125
1981-08-24,1.369792
1981-08-25,1.359375
1981-08-26,1.34375
1981-08-27,1.333333
1981-08-28,1.369792
1981-08-31,1.369792
1981-09-01,1.34375
1981-09-02,1.3359379999999998
1981-09-03,1.3359379999999998
1981-09-04,1.317708
1981-09-08,1.276042
1981-09-09,1.234375
1981-09-10,1.239583
1981-09-11,1.244792
1981-09-14,1.213542
1981-09-15,1.213542
1981-09-16,1.1640629999999998
1981-09-17,1.098958
1981-09-18,1.083333
1981-09-21,1.09375
1981-09-22,1.104167
1981-09-23,1.083333
1981-09-24,1.080729
1981-09-25,1.0625
1981-09-28,1.083333
1981-09-29,1.114583
1981-09-30,1.130208
1981-10-01,1.135417
1981-10-02,1.145833
1981-10-05,1.15625
1981-10-06,1.15625
1981-10-07,1.166667
1981-10-08,1.1875
1981-10-09,1.200521
1981-10-12,1.197917
1981-10-13,1.208333
1981-10-14,1.200521
1981-10-15,1.1875
1981-10-16,1.197917
1981-10-19,1.182292
1981-10-20,1.182292
1981-10-21,1.1875
1981-10-22,1.140625
1981-10-23,1.140625
1981-10-26,1.109375
1981-10-27,1.114583
1981-10-28,1.119792
1981-10-29,1.109375
1981-10-30,1.104167
1981-11-02,1.140625
1981-11-03,1.151042
1981-11-04,1.151042
1981-11-05,1.171875
1981-11-06,1.166667
1981-11-09,1.145833
1981-11-10,1.145833
1981-11-11,1.140625
1981-11-12,1.135417
1981-11-13,1.119792
1981-11-16,1.044271
1981-11-17,1.0625
1981-11-18,1.088542
1981-11-19,1.088542
1981-11-20,1.119792
1981-11-23,1.15625
1981-11-24,1.1875
1981-11-25,1.216146
1981-11-27,1.247396
1981-11-30,1.270833
1981-12-01,1.307292
1981-12-02,1.294271
1981-12-03,1.302083
1981-12-04,1.317708
1981-12-07,1.315104
1981-12-08,1.333333
1981-12-09,1.302083
1981-12-10,1.260417
1981-12-11,1.239583
1981-12-14,1.213542
1981-12-15,1.21875
1981-12-16,1.21875
1981-12-17,1.260417
1981-12-18,1.28125
1981-12-21,1.299479
1981-12-22,1.28125
1981-12-23,1.236979
1981-12-24,1.223958
1981-12-28,1.229167
1981-12-29,1.223958
1981-12-30,1.221354
1981-12-31,1.244792
1982-01-04,1.25
1982-01-05,1.247396
1982-01-06,1.213542
1982-01-07,1.213542
1982-01-08,1.223958
1982-01-11,1.223958
1982-01-12,1.177083
1982-01-13,1.104167
1982-01-14,1.083333
1982-01-15,1.135417
1982-01-18,1.177083
1982-01-19,1.1875
1982-01-20,1.140625
1982-01-21,1.135417
1982-01-22,1.109375
1982-01-25,1.052083
1982-01-26,1.067708
1982-01-27,1.096354
1982-01-28,1.171875
1982-01-29,1.190104
1982-02-01,1.15625
1982-02-02,1.166667
1982-02-03,1.114583
1982-02-04,1.0625
1982-02-05,1.145833
1982-02-08,1.083333
1982-02-09,1.072917
1982-02-10,1.080729
1982-02-11,1.067708
1982-02-12,1.0625
1982-02-16,1.046875
1982-02-17,1.041667
1982-02-18,1.072917
1982-02-19,1.059896
1982-02-22,1.03125
1982-02-23,0.984375
1982-02-24,0.989583
1982-02-25,1.002604
1982-02-26,1.002604
1982-03-01,1.057292
1982-03-02,1.072917
1982-03-03,1.020833
1982-03-04,1.005208
1982-03-05,1.010417
1982-03-08,1.0
1982-03-09,1.03125
1982-03-10,1.020833
1982-03-11,0.979167
1982-03-12,0.953125
1982-03-15,0.942708
1982-03-16,0.932292
1982-03-17,0.903646
1982-03-18,0.895833
1982-03-19,0.914063
1982-03-22,0.9375
1982-03-23,0.979167
1982-03-24,0.934896
1982-03-25,0.929688
1982-03-26,0.911458
1982-03-29,0.90625
1982-03-30,0.942708
1982-03-31,0.916667
1982-04-01,0.932292
1982-04-02,0.9375
1982-04-05,0.932292
1982-04-06,0.927083
1982-04-07,0.947917
1982-04-08,0.979167
1982-04-12,0.958333
1982-04-13,0.973958
1982-04-14,0.984375
1982-04-15,1.015625
1982-04-16,1.002604
1982-04-19,0.992188
1982-04-20,0.955729
1982-04-21,0.955729
1982-04-22,0.958333
1982-04-23,0.96875
1982-04-26,0.966146
1982-04-27,0.976563
1982-04-28,0.973958
1982-04-29,0.973958
1982-04-30,0.963542
1982-05-03,0.953125
1982-05-04,0.979167
1982-05-05,0.984375
1982-05-06,0.989583
1982-05-07,1.002604
1982-05-10,0.971354
1982-05-11,0.973958
1982-05-12,0.96875
1982-05-13,0.942708
1982-05-14,0.947917
1982-05-17,0.947917
1982-05-18,0.947917
1982-05-19,0.927083
1982-05-20,0.921875
1982-05-21,0.916667
1982-05-24,0.921875
1982-05-25,0.929688
1982-05-26,0.929688
1982-05-27,0.927083
1982-05-28,0.921875
1982-06-01,0.921875
1982-06-02,0.932292
1982-06-03,0.924479
1982-06-04,0.770833
1982-06-07,0.807292
1982-06-08,0.799479
1982-06-09,0.770833
1982-06-10,0.773438
1982-06-11,0.78125
1982-06-14,0.783854
1982-06-15,0.770833
1982-06-16,0.760417
1982-06-17,0.760417
1982-06-18,0.755208
1982-06-21,0.723958
1982-06-22,0.729167
1982-06-23,0.739583
1982-06-24,0.765625
1982-06-25,0.768229
1982-06-28,0.776042
1982-06-29,0.796875
1982-06-30,0.786458
1982-07-01,0.789063
1982-07-02,0.786458
1982-07-06,0.773438
1982-07-07,0.765625
1982-07-08,0.765625
1982-07-09,0.776042
1982-07-12,0.770833
1982-07-13,0.736979
1982-07-14,0.739583
1982-07-15,0.75
1982-07-16,0.742188
1982-07-19,0.723958
1982-07-20,0.723958
1982-07-21,0.747396
1982-07-22,0.760417
1982-07-23,0.770833
1982-07-26,0.739583
1982-07-27,0.75
1982-07-28,0.755208
1982-07-29,0.760417
1982-07-30,0.770833
1982-08-02,0.783854
1982-08-03,0.75
1982-08-04,0.739583
1982-08-05,0.739583
1982-08-06,0.742188
1982-08-09,0.734375
1982-08-10,0.726563
1982-08-11,0.736979
1982-08-12,0.744792
1982-08-13,0.729167
1982-08-16,0.729167
1982-08-17,0.760417
1982-08-18,0.791667
1982-08-19,0.802083
1982-08-20,0.809896
1982-08-23,0.835938
1982-08-24,0.859375
1982-08-25,0.890625
1982-08-26,0.924479
1982-08-27,0.898438
1982-08-30,0.898438
1982-08-31,0.916667
1982-09-01,0.911458
1982-09-02,0.903646
1982-09-03,0.893229
1982-09-07,0.864583
1982-09-08,0.885417
1982-09-09,0.901042
1982-09-10,0.882813
1982-09-13,0.882813
1982-09-14,0.885417
1982-09-15,0.898438
1982-09-16,0.895833
1982-09-17,0.895833
1982-09-20,0.882813
1982-09-21,0.903646
1982-09-22,0.921875
1982-09-23,0.921875
1982-09-24,0.919271
1982-09-27,0.916667
1982-09-28,0.927083
1982-09-29,0.934896
1982-09-30,0.927083
1982-10-01,0.953125
1982-10-04,0.989583
1982-10-05,1.015625
1982-10-06,1.020833
1982-10-07,1.020833
1982-10-08,1.020833
1982-10-11,1.0234379999999998
1982-10-12,1.015625
1982-10-13,1.0234379999999998
1982-10-14,1.046875
1982-10-15,1.059896
1982-10-18,1.052083
1982-10-19,1.0390629999999998
1982-10-20,1.0234379999999998
1982-10-21,1.026042
1982-10-22,1.052083
1982-10-25,1.057292
1982-10-26,1.075521
1982-10-27,1.098958
1982-10-28,1.091146
1982-10-29,1.072917
1982-11-01,1.078125
1982-11-02,1.104167
1982-11-03,1.182292
1982-11-04,1.208333
1982-11-05,1.270833
1982-11-08,1.252604
1982-11-09,1.255208
1982-11-10,1.208333
1982-11-11,1.1953129999999998
1982-11-12,1.197917
1982-11-15,1.1875
1982-11-16,1.171875
1982-11-17,1.161458
1982-11-18,1.184896
1982-11-19,1.171875
1982-11-22,1.166667
1982-11-23,1.114583
1982-11-24,1.135417
1982-11-26,1.145833
1982-11-29,1.166667
1982-11-30,1.192708
1982-12-01,1.190104
1982-12-02,1.171875
1982-12-03,1.171875
1982-12-06,1.171875
1982-12-07,1.1875
1982-12-08,1.182292
1982-12-09,1.161458
1982-12-10,1.171875
1982-12-13,1.182292
1982-12-14,1.203125
1982-12-15,1.208333
1982-12-16,1.25
1982-12-17,1.239583
1982-12-20,1.234375
1982-12-21,1.21875
1982-12-22,1.244792
1982-12-23,1.265625
1982-12-27,1.291667
1982-12-28,1.307292
1982-12-29,1.322917
1982-12-30,1.3203129999999998
1982-12-31,1.302083
1983-01-03,1.260417
1983-01-04,1.276042
1983-01-05,1.276042
1983-01-06,1.3125
1983-01-07,1.354167
1983-01-10,1.411458
1983-01-11,1.416667
1983-01-12,1.4375
1983-01-13,1.411458
1983-01-14,1.390625
1983-01-17,1.419271
1983-01-18,1.416667
1983-01-19,1.416667
1983-01-20,1.421875
1983-01-21,1.432292
1983-01-24,1.40625
1983-01-25,1.40625
1983-01-26,1.411458
1983-01-27,1.421875
1983-01-28,1.458333
1983-01-31,1.463542
1983-02-01,1.489583
1983-02-02,1.458333
1983-02-03,1.4375
1983-02-04,1.421875
1983-02-07,1.421875
1983-02-08,1.411458
1983-02-09,1.440104
1983-02-10,1.4296879999999998
1983-02-11,1.440104
1983-02-14,1.463542
1983-02-15,1.481771
1983-02-16,1.473958
1983-02-17,1.466146
1983-02-18,1.463542
1983-02-22,1.4609379999999998
1983-02-23,1.463542
1983-02-24,1.458333
1983-02-25,1.481771
1983-02-28,1.53125
1983-03-01,1.526042
1983-03-02,1.53125
1983-03-03,1.5625
1983-03-04,1.552083
1983-03-07,1.546875
1983-03-08,1.5625
1983-03-09,1.5703129999999998
1983-03-10,1.583333
1983-03-11,1.5703129999999998
1983-03-14,1.5703129999999998
1983-03-15,1.583333
1983-03-16,1.583333
1983-03-17,1.5625
1983-03-18,1.536458
1983-03-21,1.572917
1983-03-22,1.578125
1983-03-23,1.588542
1983-03-24,1.619792
1983-03-25,1.630208
1983-03-28,1.614583
1983-03-29,1.6328129999999998
1983-03-30,1.635417
1983-03-31,1.635417
1983-04-04,1.622396
1983-04-05,1.604167
1983-04-06,1.606771
1983-04-07,1.59375
1983-04-08,1.598958
1983-04-11,1.614583
1983-04-12,1.630208
1983-04-13,1.635417
1983-04-14,1.640625
1983-04-15,1.635417
1983-04-18,1.65625
1983-04-19,1.661458
1983-04-20,1.645833
1983-04-21,1.625
1983-04-22,1.6171879999999998
1983-04-25,1.630208
1983-04-26,1.625
1983-04-27,1.614583
1983-04-28,1.614583
1983-04-29,1.619792
1983-05-02,1.614583
1983-05-03,1.557292
1983-05-04,1.53125
1983-05-05,1.536458
1983-05-06,1.518229
1983-05-09,1.510417
1983-05-10,1.484375
1983-05-11,1.552083
1983-05-12,1.59375
1983-05-13,1.619792
1983-05-16,1.619792
1983-05-17,1.651042
1983-05-18,1.666667
1983-05-19,1.65625
1983-05-20,1.614583
1983-05-23,1.588542
1983-05-24,1.619792
1983-05-25,1.666667
1983-05-26,1.65625
1983-05-27,1.671875
1983-05-31,1.640625
1983-06-01,1.661458
1983-06-02,1.666667
1983-06-03,1.692708
1983-06-06,1.695313
1983-06-07,1.6875
1983-06-08,1.65625
1983-06-09,1.640625
1983-06-10,1.640625
1983-06-13,1.661458
1983-06-14,1.65625
1983-06-15,1.666667
1983-06-16,1.661458
1983-06-17,1.630208
1983-06-20,1.598958
1983-06-21,1.625
1983-06-22,1.640625
1983-06-23,1.630208
1983-06-24,1.583333
1983-06-27,1.583333
1983-06-28,1.541667
1983-06-29,1.541667
1983-06-30,1.567708
1983-07-01,1.583333
1983-07-05,1.580729
1983-07-06,1.5625
1983-07-07,1.53125
1983-07-08,1.5390629999999998
1983-07-11,1.572917
1983-07-12,1.578125
1983-07-13,1.604167
1983-07-14,1.604167
1983-07-15,1.604167
1983-07-18,1.59375
1983-07-19,1.583333
1983-07-20,1.572917
1983-07-21,1.59375
1983-07-22,1.59375
1983-07-25,1.567708
1983-07-26,1.53125
1983-07-27,1.505208
1983-07-28,1.479167
1983-07-29,1.432292
1983-08-01,1.4375
1983-08-02,1.364583
1983-08-03,1.380208
1983-08-04,1.354167
1983-08-05,1.375
1983-08-08,1.354167
1983-08-09,1.309896
1983-08-10,1.260417
1983-08-11,1.338542
1983-08-12,1.369792
1983-08-15,1.411458
1983-08-16,1.40625
1983-08-17,1.458333
1983-08-18,1.455729
1983-08-19,1.453125
1983-08-22,1.458333
1983-08-23,1.440104
1983-08-24,1.4375
1983-08-25,1.432292
1983-08-26,1.453125
1983-08-29,1.453125
1983-08-30,1.455729
1983-08-31,1.442708
1983-09-01,1.40625
1983-09-02,1.401042
1983-09-06,1.427083
1983-09-07,1.401042
1983-09-08,1.4375
1983-09-09,1.40625
1983-09-12,1.432292
1983-09-13,1.458333
1983-09-14,1.5
1983-09-15,1.552083
1983-09-16,1.583333
1983-09-19,1.6875
1983-09-20,1.645833
1983-09-21,1.625
1983-09-22,1.682292
1983-09-23,1.6875
1983-09-26,1.677083
1983-09-27,1.619792
1983-09-28,1.645833
1983-09-29,1.625
1983-09-30,1.583333
1983-10-03,1.5625
1983-10-04,1.614583
1983-10-05,1.625
1983-10-06,1.614583
1983-10-07,1.619792
1983-10-10,1.614583
1983-10-11,1.614583
1983-10-12,1.604167
1983-10-13,1.609375
1983-10-14,1.604167
1983-10-17,1.604167
1983-10-18,1.59375
1983-10-19,1.583333
1983-10-20,1.583333
1983-10-21,1.59375
1983-10-24,1.552083
1983-10-25,1.541667
1983-10-26,1.604167
1983-10-27,1.572917
1983-10-28,1.572917
1983-10-31,1.5625
1983-11-01,1.552083
1983-11-02,1.520833
1983-11-03,1.5
1983-11-04,1.510417
1983-11-07,1.489583
1983-11-08,1.520833
1983-11-09,1.505208
1983-11-10,1.520833
1983-11-11,1.526042
1983-11-14,1.53125
1983-11-15,1.541667
1983-11-16,1.552083
1983-11-17,1.614583
1983-11-18,1.614583
1983-11-21,1.598958
1983-11-22,1.619792
1983-11-23,1.619792
1983-11-25,1.604167
1983-11-28,1.583333
1983-11-29,1.619792
1983-11-30,1.651042
1983-12-01,1.635417
1983-12-02,1.645833
1983-12-05,1.635417
1983-12-06,1.635417
1983-12-07,1.651042
1983-12-08,1.640625
1983-12-09,1.630208
1983-12-12,1.630208
1983-12-13,1.630208
1983-12-14,1.625
1983-12-15,1.619792
1983-12-16,1.635417
1983-12-19,1.619792
1983-12-20,1.640625
1983-12-21,1.677083
1983-12-22,1.65625
1983-12-23,1.661458
1983-12-27,1.661458
1983-12-28,1.666667
1983-12-29,1.739583
1983-12-30,1.78125
1984-01-03,1.791667
1984-01-04,1.75
1984-01-05,1.760417
1984-01-06,1.8125
1984-01-09,1.791667
1984-01-10,1.802083
1984-01-11,1.765625
1984-01-12,1.776042
1984-01-13,1.776042
1984-01-16,1.739583
1984-01-17,1.739583
1984-01-18,1.661458
1984-01-19,1.65625
1984-01-20,1.666667
1984-01-23,1.65625
1984-01-24,1.651042
1984-01-25,1.651042
1984-01-26,1.640625
1984-01-27,1.604167
1984-01-30,1.520833
1984-01-31,1.552083
1984-02-01,1.458333
1984-02-02,1.494792
1984-02-03,1.520833
1984-02-06,1.552083
1984-02-07,1.625
1984-02-08,1.5625
1984-02-09,1.598958
1984-02-10,1.583333
1984-02-13,1.552083
1984-02-14,1.510417
1984-02-15,1.510417
1984-02-16,1.526042
1984-02-17,1.53125
1984-02-21,1.53125
1984-02-22,1.510417
1984-02-23,1.458333
1984-02-24,1.510417
1984-02-27,1.510417
1984-02-28,1.46875
1984-02-29,1.494792
1984-03-01,1.572917
1984-03-02,1.520833
1984-03-05,1.53125
1984-03-06,1.489583
1984-03-07,1.479167
1984-03-08,1.46875
1984-03-09,1.453125
1984-03-12,1.385417
1984-03-13,1.395833
1984-03-14,1.395833
1984-03-15,1.401042
1984-03-16,1.447917
1984-03-19,1.463542
1984-03-20,1.484375
1984-03-21,1.5
1984-03-22,1.46875
1984-03-23,1.458333
1984-03-26,1.505208
1984-03-27,1.489583
1984-03-28,1.520833
1984-03-29,1.510417
1984-03-30,1.5
1984-04-02,1.46875
1984-04-03,1.427083
1984-04-04,1.40625
1984-04-05,1.385417
1984-04-06,1.395833
1984-04-09,1.369792
1984-04-10,1.385417
1984-04-11,1.354167
1984-04-12,1.354167
1984-04-13,1.328125
1984-04-16,1.322917
1984-04-17,1.307292
1984-04-18,1.25
1984-04-19,1.208333
1984-04-23,1.21875
1984-04-24,1.286458
1984-04-25,1.25
1984-04-26,1.270833
1984-04-27,1.265625
1984-04-30,1.239583
1984-05-01,1.286458
1984-05-02,1.338542
1984-05-03,1.333333
1984-05-04,1.291667
1984-05-07,1.28125
1984-05-08,1.286458
1984-05-09,1.286458
1984-05-10,1.270833
1984-05-11,1.25
1984-05-14,1.208333
1984-05-15,1.197917
1984-05-16,1.192708
1984-05-17,1.192708
1984-05-18,1.145833
1984-05-21,1.166667
1984-05-22,1.166667
1984-05-23,1.161458
1984-05-24,1.145833
1984-05-25,1.135417
1984-05-29,1.104167
1984-05-30,1.104167
1984-05-31,1.145833
1984-06-01,1.166667
1984-06-04,1.177083
1984-06-05,1.239583
1984-06-06,1.28125
1984-06-07,1.338542
1984-06-08,1.354167
1984-06-11,1.364583
1984-06-12,1.276042
1984-06-13,1.260417
1984-06-14,1.229167
1984-06-15,1.208333
1984-06-18,1.229167
1984-06-19,1.244792
1984-06-20,1.21875
1984-06-21,1.192708
1984-06-22,1.203125
1984-06-25,1.197917
1984-06-26,1.239583
1984-06-27,1.234375
1984-06-28,1.239583
1984-06-29,1.239583
1984-07-02,1.229167
1984-07-03,1.234375
1984-07-05,1.223958
1984-07-06,1.208333
1984-07-09,1.21875
1984-07-10,1.197917
1984-07-11,1.208333
1984-07-12,1.208333
1984-07-13,1.213542
1984-07-16,1.197917
1984-07-17,1.229167
1984-07-18,1.229167
1984-07-19,1.239583
1984-07-20,1.239583
1984-07-23,1.229167
1984-07-24,1.1875
1984-07-25,1.1875
1984-07-26,1.1875
1984-07-27,1.177083
1984-07-30,1.177083
1984-07-31,1.171875
1984-08-01,1.21875
1984-08-02,1.260417
1984-08-03,1.28125
1984-08-06,1.302083
1984-08-07,1.328125
1984-08-08,1.328125
1984-08-09,1.359375
1984-08-10,1.322917
1984-08-13,1.348958
1984-08-14,1.348958
1984-08-15,1.34375
1984-08-16,1.354167
1984-08-17,1.375
1984-08-20,1.385417
1984-08-21,1.4375
1984-08-22,1.510417
1984-08-23,1.489583
1984-08-24,1.458333
1984-08-27,1.447917
1984-08-28,1.442708
1984-08-29,1.473958
1984-08-30,1.447917
1984-08-31,1.442708
1984-09-04,1.416667
1984-09-05,1.416667
1984-09-06,1.416667
1984-09-07,1.4375
1984-09-10,1.40625
1984-09-11,1.375
1984-09-12,1.333333
1984-09-13,1.395833
1984-09-14,1.401042
1984-09-17,1.401042
1984-09-18,1.364583
1984-09-19,1.375
1984-09-20,1.385417
1984-09-21,1.395833
1984-09-24,1.375
1984-09-25,1.369792
1984-09-26,1.34375
1984-09-27,1.333333
1984-09-28,1.322917
1984-10-01,1.286458
1984-10-02,1.286458
1984-10-03,1.28125
1984-10-04,1.270833
1984-10-05,1.286458
1984-10-08,1.25
1984-10-09,1.213542
1984-10-10,1.1875
1984-10-11,1.125
1984-10-12,1.192708
