Date,CRM
2009-04-16,9.455
2009-04-17,9.5825
2009-04-20,9.24
2009-04-21,9.6975
2009-04-22,10.0
2009-04-23,9.82
2009-04-24,10.0425
2009-04-27,10.1625
2009-04-28,10.145
2009-04-29,10.3675
2009-04-30,10.7025
2009-05-01,10.3525
2009-05-04,10.9075
2009-05-05,11.225
2009-05-06,10.9675
2009-05-07,10.295
2009-05-08,10.26
2009-05-11,10.3175
2009-05-12,10.2175
2009-05-13,9.7525
2009-05-14,9.9425
2009-05-15,10.05
2009-05-18,10.1
2009-05-19,10.255
2009-05-20,10.0675
2009-05-21,9.9125
2009-05-22,9.0375
2009-05-26,9.375
2009-05-27,9.125
2009-05-28,9.4425
2009-05-29,9.4875
2009-06-01,9.945
2009-06-02,9.815
2009-06-03,9.82
2009-06-04,9.8175
2009-06-05,9.7825
2009-06-08,9.6775
2009-06-09,9.895
2009-06-10,9.9925
2009-06-11,10.4
2009-06-12,10.4
2009-06-15,10.1575
2009-06-16,9.99
2009-06-17,10.125
2009-06-18,10.04
2009-06-19,9.9775
2009-06-22,9.325
2009-06-23,9.4525
2009-06-24,9.81
2009-06-25,9.945
2009-06-26,9.7275
2009-06-29,9.7275
2009-06-30,9.5425
2009-07-01,9.7275
2009-07-02,9.54
2009-07-06,9.27
2009-07-07,8.8925
2009-07-08,9.125
2009-07-09,9.205
2009-07-10,9.315
2009-07-13,9.555
2009-07-14,9.535
2009-07-15,9.925
2009-07-16,10.02
2009-07-17,10.21
2009-07-20,10.4325
2009-07-21,10.4525
2009-07-22,10.6175
2009-07-23,11.0425
2009-07-24,11.2825
2009-07-27,11.135
2009-07-28,10.89
2009-07-29,10.7975
2009-07-30,10.9325
2009-07-31,10.835
2009-08-03,11.165
2009-08-04,11.3725
2009-08-05,11.275
2009-08-06,11.3425
2009-08-07,11.6825
2009-08-10,11.4475
2009-08-11,11.1975
2009-08-12,12.0275
2009-08-13,11.9975
2009-08-14,11.78
2009-08-17,11.235
2009-08-18,11.075
2009-08-19,11.26
2009-08-20,11.545
2009-08-21,13.4175
2009-08-24,13.195
2009-08-25,13.075
2009-08-26,13.2175
2009-08-27,13.17
2009-08-28,13.0625
2009-08-31,12.9675
2009-09-01,12.785
2009-09-02,12.89
2009-09-03,13.0875
2009-09-04,13.2
2009-09-08,13.6125
2009-09-09,13.87
2009-09-10,14.105
2009-09-11,14.48
2009-09-14,14.3675
2009-09-15,14.1825
2009-09-16,14.3375
2009-09-17,14.635
2009-09-18,14.5425
2009-09-21,14.27
2009-09-22,14.2175
2009-09-23,14.385
2009-09-24,14.025
2009-09-25,13.765
2009-09-28,14.3675
2009-09-29,14.29
2009-09-30,14.2325
2009-10-01,13.6375
2009-10-02,13.6275
2009-10-05,14.105
2009-10-06,14.6425
2009-10-07,14.61
2009-10-08,15.09
2009-10-09,15.2425
2009-10-12,15.3675
2009-10-13,15.2825
2009-10-14,15.6225
2009-10-15,15.745
2009-10-16,15.59
2009-10-19,15.7175
2009-10-20,15.5375
2009-10-21,15.8725
2009-10-22,15.6675
2009-10-23,15.78
2009-10-26,15.355
2009-10-27,14.84
2009-10-28,14.48
2009-10-29,14.915
2009-10-30,14.1875
2009-11-02,14.4525
2009-11-03,14.6475
2009-11-04,14.69
2009-11-05,15.1575
2009-11-06,15.2525
2009-11-09,15.8725
2009-11-10,15.9175
2009-11-11,15.8825
2009-11-12,15.725
2009-11-13,16.532498999999998
2009-11-16,16.7125
2009-11-17,16.4025
2009-11-18,15.9025
2009-11-19,15.645
2009-11-20,15.64
2009-11-23,16.125
2009-11-24,16.360001
2009-11-25,16.272499
2009-11-27,15.8125
2009-11-30,15.67
2009-12-01,16.08
2009-12-02,16.18
2009-12-03,16.172501
2009-12-04,16.487499
2009-12-07,16.467501000000002
2009-12-08,16.035
2009-12-09,15.9425
2009-12-10,16.172501
2009-12-11,15.815
2009-12-14,16.23
2009-12-15,16.2675
2009-12-16,16.445
2009-12-17,16.219998999999998
2009-12-18,16.969998999999998
2009-12-21,17.43
2009-12-22,17.825001
2009-12-23,18.15
2009-12-24,18.165001
2009-12-28,18.405001000000002
2009-12-29,18.66
2009-12-30,18.504998999999998
2009-12-31,18.442498999999998
2010-01-04,18.705
2010-01-05,18.625
2010-01-06,18.592501000000002
2010-01-07,18.51
2010-01-08,18.5375
2010-01-11,18.4125
2010-01-12,17.0725
2010-01-13,17.125
2010-01-14,17.297501
2010-01-15,17.157498999999998
2010-01-19,17.375
2010-01-20,17.137501
2010-01-21,16.719998999999998
2010-01-22,16.135
2010-01-25,16.032498999999998
2010-01-26,16.352501
2010-01-27,16.35
2010-01-28,16.040001
2010-01-29,15.8875
2010-02-01,16.295
2010-02-02,16.264999
2010-02-03,16.405001000000002
2010-02-04,15.6075
2010-02-05,15.52
2010-02-08,15.53
2010-02-09,16.165001
2010-02-10,16.182501000000002
2010-02-11,16.49
2010-02-12,16.272499
2010-02-16,16.549999
2010-02-17,16.695
2010-02-18,17.112499
2010-02-19,17.23
2010-02-22,17.26
2010-02-23,17.059998999999998
2010-02-24,17.360001
2010-02-25,17.002501000000002
2010-02-26,16.987499
2010-03-01,17.725
2010-03-02,17.959999
2010-03-03,17.6425
2010-03-04,17.7225
2010-03-05,18.07
2010-03-08,18.237499
2010-03-09,18.42
2010-03-10,18.797501
2010-03-11,18.855
2010-03-12,18.9275
2010-03-15,18.9
2010-03-16,19.172501
2010-03-17,19.184998999999998
2010-03-18,19.227501
2010-03-19,19.004998999999998
2010-03-22,19.377501000000002
2010-03-23,19.275
2010-03-24,19.040001
2010-03-25,18.9925
2010-03-26,18.737499
2010-03-29,18.692498999999998
2010-03-30,18.852501
2010-03-31,18.612499
2010-04-01,18.885
2010-04-05,19.2125
2010-04-06,19.7075
2010-04-07,19.295
2010-04-08,19.487499
2010-04-09,19.942498999999998
2010-04-12,20.127501000000002
2010-04-13,20.1075
2010-04-14,20.967501000000002
2010-04-15,20.932501000000002
2010-04-16,20.870001000000002
2010-04-19,20.6625
2010-04-20,21.120001000000002
2010-04-21,21.27
2010-04-22,22.174999
2010-04-23,22.040001
2010-04-26,22.122498999999998
2010-04-27,21.452499
2010-04-28,21.5375
2010-04-29,22.035
2010-04-30,21.4
2010-05-03,21.93
2010-05-04,21.647499
2010-05-05,21.305
2010-05-06,20.225
2010-05-07,19.379998999999998
2010-05-10,21.372498999999998
2010-05-11,21.549999
2010-05-12,22.1
2010-05-13,21.67
2010-05-14,21.18
2010-05-17,21.309998999999998
2010-05-18,21.040001
2010-05-19,20.4
2010-05-20,19.7575
2010-05-21,20.809998999999998
2010-05-24,20.547501
2010-05-25,20.532498999999998
2010-05-26,20.9375
2010-05-27,21.75
2010-05-28,21.6325
2010-06-01,21.2225
2010-06-02,22.110001
2010-06-03,23.799999
2010-06-04,22.41
2010-06-07,21.975
2010-06-08,22.0
2010-06-09,22.254998999999998
2010-06-10,23.105
2010-06-11,24.16
2010-06-14,23.375
2010-06-15,23.752501000000002
2010-06-16,23.584999
2010-06-17,24.275
2010-06-18,23.93
2010-06-21,23.852501
2010-06-22,22.975
2010-06-23,23.235001
2010-06-24,22.76
2010-06-25,22.905001000000002
2010-06-28,22.82
2010-06-29,21.352501
2010-06-30,21.455
2010-07-01,21.7675
2010-07-02,21.7775
2010-07-06,22.0275
2010-07-07,22.844998999999998
2010-07-08,22.8925
2010-07-09,22.945
2010-07-12,22.9625
2010-07-13,23.4125
2010-07-14,23.932501000000002
2010-07-15,23.997498999999998
2010-07-16,23.012501
2010-07-19,23.157498999999998
2010-07-20,23.280001000000002
2010-07-21,23.040001
2010-07-22,23.9825
2010-07-23,24.942498999999998
2010-07-26,25.0175
2010-07-27,24.700001
2010-07-28,24.5275
2010-07-29,24.4475
2010-07-30,24.737499
2010-08-02,25.477501
2010-08-03,25.252501000000002
2010-08-04,25.889999
2010-08-05,25.672501
2010-08-06,25.5825
2010-08-09,26.014999
2010-08-10,25.4125
2010-08-11,24.477501
2010-08-12,24.237499
2010-08-13,24.309998999999998
2010-08-16,24.157498999999998
2010-08-17,24.8325
2010-08-18,24.8325
2010-08-19,24.102501
2010-08-20,28.1875
2010-08-23,28.07
2010-08-24,28.3225
2010-08-25,28.047501
2010-08-26,27.459999
2010-08-27,27.870001000000002
2010-08-30,27.2925
2010-08-31,27.469998999999998
2010-09-01,29.1
2010-09-02,29.780001000000002
2010-09-03,29.907498999999998
2010-09-07,29.9125
2010-09-08,29.9475
2010-09-09,29.4125
2010-09-10,29.355
2010-09-13,29.647499
2010-09-14,29.445
2010-09-15,29.202499
2010-09-16,29.23
2010-09-17,29.184998999999998
2010-09-20,30.785
2010-09-21,30.3475
2010-09-22,29.672501
2010-09-23,29.372498999999998
2010-09-24,29.834999
2010-09-27,29.26
2010-09-28,28.692498999999998
2010-09-29,28.395
2010-09-30,27.950001
2010-10-01,28.0
2010-10-04,28.02
2010-10-05,28.477501
2010-10-06,26.237499
2010-10-07,26.23
2010-10-08,26.467501000000002
2010-10-11,24.977501
2010-10-12,26.3675
2010-10-13,26.827499
2010-10-14,26.84
2010-10-15,27.094998999999998
2010-10-18,26.407498999999998
2010-10-19,25.907498999999998
2010-10-20,26.1075
2010-10-21,26.325001
2010-10-22,26.985001
2010-10-25,28.137501
2010-10-26,27.965
2010-10-27,28.764999
2010-10-28,28.75
2010-10-29,29.0175
2010-11-01,28.4375
2010-11-02,28.8575
2010-11-03,29.112499
2010-11-04,28.5075
2010-11-05,28.2925
2010-11-08,28.625
2010-11-09,28.692498999999998
2010-11-10,29.469998999999998
2010-11-11,29.182501000000002
2010-11-12,28.752501000000002
2010-11-15,28.407498999999998
2010-11-16,27.754998999999998
2010-11-17,27.5375
2010-11-18,28.942498999999998
2010-11-19,34.185001
2010-11-22,34.9575
2010-11-23,35.625
2010-11-24,36.2925
2010-11-26,36.4575
2010-11-29,35.952498999999996
2010-11-30,34.805
2010-12-01,36.009997999999996
2010-12-02,35.755001
2010-12-03,35.702498999999996
2010-12-06,36.307499
2010-12-07,36.310001
2010-12-08,37.645
2010-12-09,37.122501
2010-12-10,37.1525
2010-12-13,35.970001
2010-12-14,34.080002
2010-12-15,33.93
2010-12-16,34.3825
2010-12-17,34.125
2010-12-20,33.552502000000004
2010-12-21,34.7575
2010-12-22,33.8825
2010-12-23,33.860001000000004
2010-12-27,33.502499
2010-12-28,33.330002
2010-12-29,33.237499
2010-12-30,33.060001
2010-12-31,33.0
2011-01-03,34.150002
2011-01-04,33.922501000000004
2011-01-05,35.549999
2011-01-06,35.834998999999996
2011-01-07,35.555
2011-01-10,35.66
2011-01-11,35.279999
2011-01-12,35.41
2011-01-13,35.962502
2011-01-14,36.6175
2011-01-18,36.0825
2011-01-19,35.209998999999996
2011-01-20,32.947497999999996
2011-01-21,33.060001
2011-01-24,31.9575
2011-01-25,30.9925
2011-01-26,32.072497999999996
2011-01-27,32.060001
2011-01-28,32.9025
2011-01-31,32.285
2011-02-01,32.91
2011-02-02,33.77
2011-02-03,33.5425
2011-02-04,34.487499
2011-02-07,34.224998
2011-02-08,34.075001
2011-02-09,33.612499
2011-02-10,34.490002000000004
2011-02-11,35.377499
2011-02-14,35.555
2011-02-15,35.622501
2011-02-16,35.6875
2011-02-17,35.235001000000004
2011-02-18,35.77
2011-02-22,34.1875
2011-02-23,33.342499
2011-02-24,33.580002
2011-02-25,34.7075
2011-02-28,33.067501
2011-03-01,32.012501
2011-03-02,32.002499
2011-03-03,32.517502
2011-03-04,32.4925
2011-03-07,32.005001
2011-03-08,31.83
2011-03-09,31.9275
2011-03-10,31.799999
2011-03-11,31.967501000000002
2011-03-14,31.235001
2011-03-15,31.387501
2011-03-16,31.040001
2011-03-17,30.5825
2011-03-18,30.002501000000002
2011-03-21,31.105
2011-03-22,30.372498999999998
2011-03-23,30.530001000000002
2011-03-24,32.3125
2011-03-25,31.862499
2011-03-28,31.997498999999998
2011-03-29,31.85
2011-03-30,33.622501
2011-03-31,33.395
2011-04-01,33.529999
2011-04-04,33.5275
2011-04-05,33.4025
2011-04-06,32.857498
2011-04-07,33.490002000000004
2011-04-08,33.662498
2011-04-11,33.654999
2011-04-12,33.205002
2011-04-13,33.595001
2011-04-14,33.255001
2011-04-15,33.432499
2011-04-18,33.047501000000004
2011-04-19,32.6325
2011-04-20,35.52
2011-04-21,34.967499
2011-04-25,34.702498999999996
2011-04-26,34.4025
2011-04-27,34.755001
2011-04-28,34.462502
2011-04-29,34.650002
2011-05-02,34.047501000000004
2011-05-03,33.415001000000004
2011-05-04,32.9175
2011-05-05,32.7425
2011-05-06,33.080002
2011-05-09,33.177502000000004
2011-05-10,33.842499
2011-05-11,33.595001
2011-05-12,33.872501
2011-05-13,33.727501000000004
2011-05-16,32.240002000000004
2011-05-17,32.52
2011-05-18,33.5625
2011-05-19,33.952498999999996
2011-05-20,36.6525
2011-05-23,36.325001
2011-05-24,37.650002
2011-05-25,37.732498
2011-05-26,38.389998999999996
2011-05-27,37.825001
2011-05-31,38.064999
2011-06-01,36.445
2011-06-02,37.060001
2011-06-03,36.247501
2011-06-06,35.7075
2011-06-07,35.509997999999996
2011-06-08,35.07
2011-06-09,35.455002
2011-06-10,35.075001
2011-06-13,34.275002
2011-06-14,35.154999
2011-06-15,34.865002000000004
2011-06-16,34.32
2011-06-17,34.8825
2011-06-20,34.862499
2011-06-21,35.98
2011-06-22,35.537498
2011-06-23,36.119999
2011-06-24,35.759997999999996
2011-06-27,36.272498999999996
2011-06-28,36.842499
2011-06-29,36.5625
2011-06-30,37.244999
2011-07-01,37.3475
2011-07-05,38.487499
2011-07-06,39.072497999999996
2011-07-07,39.532501
2011-07-08,39.1675
2011-07-11,38.107498
2011-07-12,37.724998
2011-07-13,38.220001
2011-07-14,37.619999
2011-07-15,38.599998
2011-07-18,38.157501
2011-07-19,39.830002
2011-07-20,38.709998999999996
2011-07-21,36.772498999999996
2011-07-22,37.602501000000004
2011-07-25,37.407501
2011-07-26,37.9375
2011-07-27,36.3475
2011-07-28,36.525002
2011-07-29,36.177502000000004
2011-08-01,36.415001000000004
2011-08-02,35.814999
2011-08-03,35.994999
2011-08-04,33.857498
2011-08-05,33.922501000000004
2011-08-08,31.2325
2011-08-09,33.127499
2011-08-10,32.057499
2011-08-11,33.637501
2011-08-12,33.52
2011-08-15,34.342499
2011-08-16,33.2925
2011-08-17,31.577499
2011-08-18,28.514999
2011-08-19,27.75
2011-08-22,27.715
2011-08-23,29.665001
2011-08-24,29.105
2011-08-25,28.1175
2011-08-26,29.375
2011-08-29,31.645
2011-08-30,30.865
2011-08-31,32.1875
2011-09-01,31.75
2011-09-02,30.9025
2011-09-06,30.2325
2011-09-07,31.365
2011-09-08,31.2225
2011-09-09,30.807501000000002
2011-09-12,30.934998999999998
2011-09-13,31.645
2011-09-14,32.59
2011-09-15,33.055
2011-09-16,34.139998999999996
2011-09-19,34.02
2011-09-20,32.102501000000004
2011-09-21,31.6675
2011-09-22,29.334999
2011-09-23,30.075001
2011-09-26,30.295
2011-09-27,31.1875
2011-09-28,30.202499
2011-09-29,29.887501
2011-09-30,28.57
2011-10-03,27.977501
2011-10-04,29.4
2011-10-05,29.3125
2011-10-06,30.5
2011-10-07,30.24
2011-10-10,31.432501000000002
2011-10-11,31.897499
2011-10-12,31.815001000000002
2011-10-13,32.387501
2011-10-14,32.950001
2011-10-17,31.68
2011-10-18,32.384997999999996
2011-10-19,31.842501000000002
2011-10-20,31.92
2011-10-21,32.322497999999996
2011-10-24,33.1325
2011-10-25,32.389998999999996
2011-10-26,30.889999
2011-10-27,33.34
2011-10-28,34.785
2011-10-31,33.2925
2011-11-01,32.587502
2011-11-02,32.459998999999996
2011-11-03,33.262501
2011-11-04,32.8325
2011-11-07,33.334998999999996
2011-11-08,33.532501
2011-11-09,32.1875
2011-11-10,31.952499
2011-11-11,32.467499
2011-11-14,33.380001
2011-11-15,34.150002
2011-11-16,32.939999
2011-11-17,31.522499
2011-11-18,28.3575
2011-11-21,27.995001000000002
2011-11-22,27.0625
2011-11-23,26.4475
2011-11-25,26.2325
2011-11-28,27.795
2011-11-29,27.647499
2011-11-30,29.605
2011-12-01,29.594998999999998
2011-12-02,29.91
2011-12-05,31.252501000000002
2011-12-06,30.83
2011-12-07,30.647499
2011-12-08,30.157498999999998
2011-12-09,30.969998999999998
2011-12-12,29.0175
2011-12-13,28.3325
2011-12-14,27.092501000000002
2011-12-15,26.6775
2011-12-16,26.764999
2011-12-19,25.8675
2011-12-20,26.08
2011-12-21,24.7575
2011-12-22,25.084999
2011-12-23,24.504998999999998
2011-12-27,25.0725
2011-12-28,25.032498999999998
2011-12-29,25.547501
2011-12-30,25.365
2012-01-03,25.299999
2012-01-04,24.370001000000002
2012-01-05,24.692498999999998
2012-01-06,25.264999
2012-01-09,25.1875
2012-01-10,26.1975
2012-01-11,26.455
2012-01-12,26.42
2012-01-13,25.975
2012-01-17,25.860001
2012-01-18,26.924999
2012-01-19,28.627501000000002
2012-01-20,28.547501
2012-01-23,28.6875
2012-01-24,29.3825
2012-01-25,29.535
2012-01-26,29.055
2012-01-27,29.15
2012-01-30,28.8925
2012-01-31,29.200001
2012-02-01,29.83
2012-02-02,29.57
2012-02-03,31.025
2012-02-06,30.807501000000002
2012-02-07,30.700001
2012-02-08,30.950001
2012-02-09,31.4025
2012-02-10,32.110001000000004
2012-02-13,33.057499
2012-02-14,32.900002
2012-02-15,32.654999
2012-02-16,32.9375
2012-02-17,32.2925
2012-02-21,31.9025
2012-02-22,32.017502
2012-02-23,32.942501
2012-02-24,35.91
2012-02-27,35.837502
2012-02-28,35.865002000000004
2012-02-29,35.790001000000004
2012-03-01,36.244999
2012-03-02,35.947497999999996
2012-03-05,35.52
2012-03-06,35.172501000000004
2012-03-07,35.865002000000004
2012-03-08,36.52
2012-03-09,36.857498
2012-03-12,36.7925
2012-03-13,38.064999
2012-03-14,37.9025
2012-03-15,38.107498
2012-03-16,37.8475
2012-03-19,37.485001000000004
2012-03-20,37.747501
2012-03-21,38.592499
2012-03-22,38.209998999999996
2012-03-23,38.474998
2012-03-26,39.334998999999996
2012-03-27,38.375
2012-03-28,38.514998999999996
2012-03-29,39.102501000000004
2012-03-30,38.627499
2012-04-02,39.294998
2012-04-03,39.580002
2012-04-04,38.919998
2012-04-05,39.259997999999996
2012-04-09,39.380001
2012-04-10,38.432499
2012-04-11,39.52
2012-04-12,39.575001
2012-04-13,39.842499
2012-04-16,38.732498
2012-04-17,39.0425
2012-04-18,39.66
2012-04-19,39.892502
2012-04-20,39.224998
2012-04-23,38.75
2012-04-24,37.494999
2012-04-25,37.674999
2012-04-26,39.049999
2012-04-27,39.165001000000004
2012-04-30,38.932499
2012-05-01,39.220001
2012-05-02,39.735001000000004
2012-05-03,39.380001
2012-05-04,38.147498999999996
2012-05-07,37.9575
2012-05-08,36.505001
2012-05-09,37.244999
2012-05-10,33.860001000000004
2012-05-11,34.445
2012-05-14,34.137501
2012-05-15,34.525002
2012-05-16,34.145
2012-05-17,33.450001
2012-05-18,36.395
2012-05-21,37.262501
2012-05-22,37.362499
2012-05-23,37.6525
2012-05-24,36.552502000000004
2012-05-25,36.75
2012-05-29,36.422501000000004
2012-05-30,35.237499
2012-05-31,34.654999
2012-06-01,32.747501
2012-06-04,32.805
2012-06-05,33.435001
2012-06-06,34.244999
2012-06-07,33.889998999999996
2012-06-08,34.122501
2012-06-11,32.615002000000004
2012-06-12,32.645
2012-06-13,31.8325
2012-06-14,32.34
2012-06-15,33.639998999999996
2012-06-18,34.200001
2012-06-19,34.502499
2012-06-20,34.4375
2012-06-21,33.192501
2012-06-22,34.2775
2012-06-25,33.540001000000004
2012-06-26,33.8325
2012-06-27,33.93
2012-06-28,32.945
2012-06-29,34.564999
2012-07-02,34.767502
2012-07-03,35.337502
2012-07-05,35.605
2012-07-06,33.9375
2012-07-09,32.825001
2012-07-10,32.217499
2012-07-11,31.727501
2012-07-12,31.885
2012-07-13,32.637501
2012-07-16,31.997498999999998
2012-07-17,31.695
2012-07-18,33.724998
2012-07-19,34.7775
2012-07-20,33.790001000000004
2012-07-23,32.75
2012-07-24,31.68
2012-07-25,31.33
2012-07-26,31.1525
2012-07-27,32.872501
2012-07-30,31.467501000000002
2012-07-31,31.09
2012-08-01,31.1425
2012-08-02,30.342501000000002
2012-08-03,32.067501
2012-08-06,33.18
2012-08-07,34.169998
2012-08-08,33.887501
2012-08-09,34.439999
2012-08-10,34.959998999999996
2012-08-13,36.287498
2012-08-14,35.639998999999996
2012-08-15,36.032501
2012-08-16,36.740002000000004
2012-08-17,36.807499
2012-08-20,36.892502
2012-08-21,36.91
2012-08-22,37.154999
2012-08-23,36.692501
2012-08-24,37.134997999999996
2012-08-27,37.264998999999996
2012-08-28,36.279999
2012-08-29,36.400002
2012-08-30,35.672501000000004
2012-08-31,36.294998
2012-09-04,36.209998999999996
2012-09-05,36.182499
2012-09-06,37.2225
2012-09-07,37.392502
2012-09-10,37.334998999999996
2012-09-11,37.697497999999996
2012-09-12,38.177502000000004
2012-09-13,39.247501
2012-09-14,39.857498
2012-09-17,39.540001000000004
2012-09-18,39.072497999999996
2012-09-19,39.494999
2012-09-20,39.005001
2012-09-21,38.799999
2012-09-24,38.392502
2012-09-25,38.032501
2012-09-26,37.235001000000004
2012-09-27,38.294998
2012-09-28,38.172501000000004
2012-10-01,37.785
2012-10-02,38.235001000000004
2012-10-03,39.259997999999996
2012-10-04,39.4575
2012-10-05,38.682499
2012-10-08,38.400002
2012-10-09,38.035
2012-10-10,37.540001000000004
2012-10-11,38.1525
2012-10-12,38.322497999999996
2012-10-15,38.537498
2012-10-16,38.865002000000004
2012-10-17,37.907501
2012-10-18,37.525002
2012-10-19,37.252499
2012-10-22,36.907501
2012-10-23,37.200001
2012-10-24,37.055
2012-10-25,36.327498999999996
2012-10-26,36.662498
2012-10-31,36.494999
2012-11-01,36.555
2012-11-02,36.650002
2012-11-05,36.272498999999996
2012-11-06,36.93
2012-11-07,36.630001
2012-11-08,35.82
2012-11-09,35.285
2012-11-12,35.419998
2012-11-13,35.2775
2012-11-14,34.919998
2012-11-15,35.182499
2012-11-16,36.075001
2012-11-19,36.830002
2012-11-20,36.474998
2012-11-21,39.695
2012-11-23,39.862499
2012-11-26,40.055
2012-11-27,39.092499
2012-11-28,39.465
2012-11-29,39.6875
2012-11-30,39.4175
2012-12-03,39.262501
2012-12-04,39.235001000000004
2012-12-05,39.217499
2012-12-06,39.352501000000004
2012-12-07,39.174999
2012-12-10,39.605
2012-12-11,41.25
2012-12-12,41.7575
2012-12-13,41.66
2012-12-14,41.702498999999996
2012-12-17,42.227501000000004
2012-12-18,42.724998
2012-12-19,42.465
2012-12-20,42.52
2012-12-21,42.237499
2012-12-24,42.337502
2012-12-26,41.584998999999996
2012-12-27,41.560001
2012-12-28,41.044998
2012-12-31,42.025002
2013-01-02,42.7925
2013-01-03,42.177502000000004
2013-01-04,42.4025
2013-01-07,42.244999
2013-01-08,42.4925
2013-01-09,42.9575
2013-01-10,43.279999
2013-01-11,43.337502
2013-01-14,43.502499
2013-01-15,43.662498
2013-01-16,42.41
2013-01-17,42.782501
2013-01-18,42.505001
2013-01-22,41.7225
2013-01-23,42.605
2013-01-24,43.072497999999996
2013-01-25,43.465
2013-01-28,44.517502
2013-01-29,43.672501000000004
2013-01-30,43.075001
2013-01-31,43.032501
2013-02-01,43.764998999999996
2013-02-04,43.189999
2013-02-05,43.099998
2013-02-06,42.825001
2013-02-07,42.512501
2013-02-08,42.487499
2013-02-11,42.657501
2013-02-12,43.09
2013-02-13,43.075001
2013-02-14,43.615002000000004
2013-02-15,43.7575
2013-02-19,43.7075
2013-02-20,42.77
2013-02-21,42.137501
2013-02-22,42.639998999999996
2013-02-25,40.877499
2013-02-26,40.84
2013-02-27,41.735001000000004
2013-02-28,42.305
2013-03-01,45.5
2013-03-04,46.4725
2013-03-05,46.442501
2013-03-06,46.592499
2013-03-07,46.1175
2013-03-08,46.462502
2013-03-11,46.485001000000004
2013-03-12,45.197497999999996
2013-03-13,45.227501000000004
2013-03-14,44.622501
2013-03-15,44.125
2013-03-18,43.532501
2013-03-19,42.807499
2013-03-20,43.127499
2013-03-21,43.182499
2013-03-22,44.014998999999996
2013-03-25,43.189999
2013-03-26,43.397498999999996
2013-03-27,43.970001
2013-03-28,44.7075
2013-04-01,43.8475
2013-04-02,43.8325
2013-04-03,42.127499
2013-04-04,41.602501000000004
2013-04-05,41.355
2013-04-08,41.715
2013-04-09,41.3325
2013-04-10,42.195
2013-04-11,41.627499
2013-04-12,42.380001
2013-04-15,41.294998
2013-04-16,42.5975
2013-04-17,41.837502
2013-04-18,41.029999
2013-04-19,40.880001
2013-04-22,40.32
2013-04-23,41.080002
2013-04-24,40.91
2013-04-25,40.759997999999996
2013-04-26,40.709998999999996
2013-04-29,41.009997999999996
2013-04-30,41.110001000000004
2013-05-01,41.560001
2013-05-02,41.869999
2013-05-03,42.240002000000004
2013-05-06,42.439999
2013-05-07,42.419998
2013-05-08,42.369999
2013-05-09,43.150002
2013-05-10,44.169998
2013-05-13,43.959998999999996
2013-05-14,44.98
2013-05-15,44.790001000000004
2013-05-16,46.150002
2013-05-17,46.790001000000004
2013-05-20,47.009997999999996
2013-05-21,46.330002
2013-05-22,45.779999
2013-05-23,45.689999
2013-05-24,43.25
2013-05-28,41.799999
2013-05-29,41.93
2013-05-30,42.759997999999996
2013-05-31,42.330002
2013-06-03,41.040001000000004
2013-06-04,37.799999
2013-06-05,37.950001
2013-06-06,38.060001
2013-06-07,39.610001000000004
2013-06-10,38.68
2013-06-11,37.59
2013-06-12,37.580002
2013-06-13,37.799999
2013-06-14,37.560001
2013-06-17,38.220001
2013-06-18,38.25
2013-06-19,37.650002
2013-06-20,36.75
2013-06-21,38.299999
2013-06-24,36.950001
2013-06-25,37.439999
2013-06-26,38.0
2013-06-27,38.84
2013-06-28,38.18
2013-07-01,37.799999
2013-07-02,38.169998
2013-07-03,38.549999
2013-07-05,38.939999
2013-07-08,38.43
2013-07-09,38.720001
2013-07-10,39.740002000000004
2013-07-11,41.52
2013-07-12,42.43
2013-07-15,41.98
2013-07-16,41.84
2013-07-17,42.709998999999996
2013-07-18,41.900002
2013-07-19,42.5
2013-07-22,42.040001000000004
2013-07-23,42.540001000000004
2013-07-24,42.009997999999996
2013-07-25,43.220001
2013-07-26,43.220001
2013-07-29,43.310001
2013-07-30,43.990002000000004
2013-07-31,43.75
2013-08-01,45.139998999999996
2013-08-02,45.52
2013-08-05,45.689999
2013-08-06,45.419998
2013-08-07,44.919998
2013-08-08,45.240002000000004
2013-08-09,45.209998999999996
2013-08-12,45.389998999999996
2013-08-13,45.07
2013-08-14,44.66
2013-08-15,43.599998
2013-08-16,43.830002
2013-08-19,43.439999
2013-08-20,43.389998999999996
2013-08-21,43.5
2013-08-22,43.75
2013-08-23,43.59
2013-08-26,43.400002
2013-08-27,42.459998999999996
2013-08-28,42.779999
2013-08-29,43.650002
2013-08-30,49.130001
2013-09-03,49.580002
2013-09-04,48.77
2013-09-05,48.599998
2013-09-06,48.470001
2013-09-09,49.200001
2013-09-10,50.02
2013-09-11,49.880001
2013-09-12,49.959998999999996
2013-09-13,49.639998999999996
2013-09-16,49.650002
2013-09-17,49.900002
2013-09-18,52.490002000000004
2013-09-19,53.380001
2013-09-20,52.759997999999996
2013-09-23,52.349998
2013-09-24,52.139998999999996
2013-09-25,52.470001
2013-09-26,53.32
2013-09-27,52.43
2013-09-30,51.91
2013-10-01,52.630001
2013-10-02,53.150002
2013-10-03,52.0
2013-10-04,52.830002
2013-10-07,52.16
2013-10-08,50.139998999999996
2013-10-09,49.91
2013-10-10,51.540001000000004
2013-10-11,51.07
2013-10-14,51.169998
2013-10-15,50.720001
2013-10-16,52.580002
