Date,CXO
2008-09-03,29.440001000000002
2008-09-04,27.25
2008-09-05,27.309998999999998
2008-09-08,26.24
2008-09-09,22.469998999999998
2008-09-10,25.370001000000002
2008-09-11,25.870001000000002
2008-09-12,27.459999
2008-09-15,24.75
2008-09-16,26.030001000000002
2008-09-17,24.57
2008-09-18,26.0
2008-09-19,29.889999
2008-09-22,30.34
2008-09-23,30.540001
2008-09-24,29.629998999999998
2008-09-25,30.35
2008-09-26,29.860001
2008-09-29,24.73
2008-09-30,27.610001
2008-10-01,26.120001000000002
2008-10-02,24.41
2008-10-03,24.92
2008-10-06,24.110001
2008-10-07,22.280001000000002
2008-10-08,20.709999
2008-10-09,18.52
2008-10-10,16.91
2008-10-13,22.120001000000002
2008-10-14,23.4
2008-10-15,19.9
2008-10-16,21.530001000000002
2008-10-17,23.25
2008-10-20,26.83
2008-10-21,25.43
2008-10-22,21.360001
2008-10-23,20.440001000000002
2008-10-24,19.870001000000002
2008-10-27,18.959999
2008-10-28,20.82
2008-10-29,21.299999
2008-10-30,21.75
2008-10-31,21.25
2008-11-03,20.42
2008-11-04,22.620001000000002
2008-11-05,21.74
2008-11-06,21.23
2008-11-07,21.969998999999998
2008-11-10,22.91
2008-11-11,21.76
2008-11-12,21.43
2008-11-13,24.799999
2008-11-14,22.629998999999998
2008-11-17,22.17
2008-11-18,21.959999
2008-11-19,19.59
2008-11-20,15.18
2008-11-21,18.610001
2008-11-24,20.049999
2008-11-25,20.77
2008-11-26,23.370001000000002
2008-11-28,23.59
2008-12-01,21.57
2008-12-02,21.99
2008-12-03,21.85
2008-12-04,18.110001
2008-12-05,17.209999
2008-12-08,19.639999
2008-12-09,19.85
2008-12-10,21.629998999999998
2008-12-11,21.41
2008-12-12,22.120001000000002
2008-12-15,23.799999
2008-12-16,23.99
2008-12-17,22.639999
2008-12-18,20.66
2008-12-19,21.290001
2008-12-22,20.07
2008-12-23,20.860001
2008-12-24,20.870001000000002
2008-12-26,21.91
2008-12-29,22.02
2008-12-30,22.43
2008-12-31,22.82
2009-01-02,22.24
2009-01-05,23.959999
2009-01-06,23.950001
2009-01-07,22.34
2009-01-08,22.09
2009-01-09,21.85
2009-01-12,20.73
2009-01-13,21.440001000000002
2009-01-14,20.040001
2009-01-15,21.26
2009-01-16,22.110001
2009-01-20,19.85
2009-01-21,21.32
2009-01-22,20.280001000000002
2009-01-23,21.700001
2009-01-26,23.129998999999998
2009-01-27,22.83
2009-01-28,24.02
2009-01-29,24.629998999999998
2009-01-30,25.219998999999998
2009-02-02,24.49
2009-02-03,24.52
2009-02-04,24.65
2009-02-05,24.99
2009-02-06,26.35
2009-02-09,26.98
2009-02-10,25.43
2009-02-11,24.74
2009-02-12,24.879998999999998
2009-02-13,25.32
2009-02-17,22.49
2009-02-18,21.49
2009-02-19,21.68
2009-02-20,21.299999
2009-02-23,20.5
2009-02-24,20.67
2009-02-25,20.200001
2009-02-26,20.68
2009-02-27,19.950001
2009-03-02,17.379998999999998
2009-03-03,18.25
2009-03-04,19.700001
2009-03-05,19.73
2009-03-06,19.82
2009-03-09,19.719998999999998
2009-03-10,21.709999
2009-03-11,21.459999
2009-03-12,22.450001
2009-03-13,22.610001
2009-03-16,22.290001
2009-03-17,23.370001000000002
2009-03-18,23.91
2009-03-19,26.549999
2009-03-20,25.129998999999998
2009-03-23,27.09
2009-03-24,25.73
2009-03-25,27.27
2009-03-26,27.200001
2009-03-27,26.299999
2009-03-30,25.700001
2009-03-31,25.59
2009-04-01,26.200001
2009-04-02,27.98
2009-04-03,27.959999
2009-04-06,26.16
2009-04-07,24.07
2009-04-08,25.24
2009-04-09,26.85
2009-04-13,27.01
2009-04-14,26.940001000000002
2009-04-15,25.48
2009-04-16,26.629998999999998
2009-04-17,27.700001
2009-04-20,24.98
2009-04-21,24.91
2009-04-22,24.75
2009-04-23,24.65
2009-04-24,25.559998999999998
2009-04-27,25.389999
2009-04-28,25.299999
2009-04-29,26.879998999999998
2009-04-30,27.42
2009-05-01,27.57
2009-05-04,28.030001000000002
2009-05-05,27.469998999999998
2009-05-06,28.6
2009-05-07,29.01
2009-05-08,30.790001
2009-05-11,30.219998999999998
2009-05-12,30.16
2009-05-13,29.0
2009-05-14,28.9
2009-05-15,27.719998999999998
2009-05-18,29.389999
2009-05-19,29.93
2009-05-20,30.120001000000002
2009-05-21,29.4
2009-05-22,29.129998999999998
2009-05-26,29.610001
2009-05-27,29.17
2009-05-28,30.799999
2009-05-29,32.049999
2009-06-01,31.99
2009-06-02,32.220001
2009-06-03,30.290001
2009-06-04,30.370001000000002
2009-06-05,31.9
2009-06-08,31.379998999999998
2009-06-09,31.9
2009-06-10,32.189999
2009-06-11,33.209998999999996
2009-06-12,32.209998999999996
2009-06-15,31.530001000000002
2009-06-16,30.4
2009-06-17,29.18
2009-06-18,29.07
2009-06-19,29.35
2009-06-22,26.139999
2009-06-23,26.51
2009-06-24,27.040001
2009-06-25,28.5
2009-06-26,27.950001
2009-06-29,28.709999
2009-06-30,28.690001000000002
2009-07-01,29.65
2009-07-02,28.07
2009-07-06,27.26
2009-07-07,27.01
2009-07-08,25.85
2009-07-09,26.709999
2009-07-10,26.76
2009-07-13,26.99
2009-07-14,27.77
2009-07-15,29.07
2009-07-16,29.200001
2009-07-17,29.43
2009-07-20,30.6
2009-07-21,30.4
2009-07-22,30.459999
2009-07-23,31.950001
2009-07-24,32.060001
2009-07-27,31.49
2009-07-28,30.440001000000002
2009-07-29,29.299999
2009-07-30,30.34
2009-07-31,30.700001
2009-08-03,33.040001000000004
2009-08-04,34.860001000000004
2009-08-05,34.580002
2009-08-06,33.549999
2009-08-07,34.43
2009-08-10,34.23
2009-08-11,34.209998999999996
2009-08-12,33.959998999999996
2009-08-13,33.779999
2009-08-14,32.689999
2009-08-17,31.5
2009-08-18,32.0
2009-08-19,32.93
2009-08-20,33.470001
2009-08-21,34.02
2009-08-24,34.119999
2009-08-25,33.200001
2009-08-26,33.07
2009-08-27,33.330002
2009-08-28,33.740002000000004
2009-08-31,32.59
2009-09-01,31.25
2009-09-02,32.07
2009-09-03,32.540001000000004
2009-09-04,33.0
2009-09-08,35.07
2009-09-09,35.98
2009-09-10,36.330002
2009-09-11,36.790001000000004
2009-09-14,35.779999
2009-09-15,38.389998999999996
2009-09-16,37.73
2009-09-17,36.959998999999996
2009-09-18,35.5
2009-09-21,35.950001
2009-09-22,37.57
2009-09-23,37.200001
2009-09-24,36.459998999999996
2009-09-25,35.27
2009-09-28,36.5
2009-09-29,36.240002000000004
2009-09-30,36.32
2009-10-01,34.939999
2009-10-02,34.84
2009-10-05,36.41
2009-10-06,37.740002000000004
2009-10-07,37.869999
2009-10-08,38.57
2009-10-09,38.5
2009-10-12,38.110001000000004
2009-10-13,39.48
2009-10-14,40.310001
2009-10-15,42.139998999999996
2009-10-16,42.119999
2009-10-19,41.580002
2009-10-20,41.240002000000004
2009-10-21,40.959998999999996
2009-10-22,39.5
2009-10-23,38.900002
2009-10-26,38.52
2009-10-27,38.880001
2009-10-28,35.700001
2009-10-29,39.119999
2009-10-30,38.110001000000004
2009-11-02,38.009997999999996
2009-11-03,40.23
2009-11-04,40.23
2009-11-05,41.369999
2009-11-06,41.150002
2009-11-09,43.330002
2009-11-10,42.84
2009-11-11,41.439999
2009-11-12,41.110001000000004
2009-11-13,41.400002
2009-11-16,42.84
2009-11-17,42.389998999999996
2009-11-18,42.02
2009-11-19,41.0
2009-11-20,40.639998999999996
2009-11-23,41.5
2009-11-24,41.970001
2009-11-25,43.0
2009-11-27,41.02
2009-11-30,40.880001
2009-12-01,42.540001000000004
2009-12-02,41.669998
2009-12-03,40.919998
2009-12-04,40.849998
2009-12-07,41.259997999999996
2009-12-08,40.799999
2009-12-09,40.860001000000004
2009-12-10,41.48
2009-12-11,41.259997999999996
2009-12-14,43.150002
2009-12-15,44.200001
2009-12-16,44.389998999999996
2009-12-17,44.540001000000004
2009-12-18,45.119999
2009-12-21,45.09
2009-12-22,44.959998999999996
2009-12-23,45.869999
2009-12-24,46.169998
2009-12-28,45.950001
2009-12-29,45.720001
2009-12-30,44.98
2009-12-31,44.900002
2010-01-04,47.389998999999996
2010-01-05,45.73
2010-01-06,45.93
2010-01-07,46.040001000000004
2010-01-08,46.990002000000004
2010-01-11,46.740002000000004
2010-01-12,44.959998999999996
2010-01-13,44.369999
2010-01-14,44.369999
2010-01-15,44.060001
2010-01-19,44.91
2010-01-20,44.400002
2010-01-21,43.869999
2010-01-22,43.25
2010-01-25,44.080002
2010-01-26,42.860001000000004
2010-01-27,45.0
2010-01-28,44.98
2010-01-29,44.869999
2010-02-01,46.16
2010-02-02,47.439999
2010-02-03,46.380001
2010-02-04,44.919998
2010-02-05,44.27
2010-02-08,44.59
2010-02-09,45.580002
2010-02-10,45.290001000000004
2010-02-11,46.0
2010-02-12,45.41
2010-02-16,46.68
2010-02-17,46.959998999999996
2010-02-18,47.52
2010-02-19,47.75
2010-02-22,45.759997999999996
2010-02-23,45.16
2010-02-24,45.48
2010-02-25,46.790001000000004
2010-02-26,46.450001
2010-03-01,48.029999
2010-03-02,49.049999
2010-03-03,49.650002
2010-03-04,48.77
2010-03-05,50.040001000000004
2010-03-08,48.450001
2010-03-09,49.549999
2010-03-10,49.529999
2010-03-11,50.200001
2010-03-12,50.16
2010-03-15,50.139998999999996
2010-03-16,50.169998
2010-03-17,51.34
2010-03-18,48.369999
2010-03-19,48.16
2010-03-22,48.93
2010-03-23,49.759997999999996
2010-03-24,49.77
2010-03-25,48.360001000000004
2010-03-26,48.259997999999996
2010-03-29,49.700001
2010-03-30,49.77
2010-03-31,50.360001000000004
2010-04-01,52.169998
2010-04-05,53.549999
2010-04-06,53.189999
2010-04-07,54.049999
2010-04-08,53.610001000000004
2010-04-09,54.639998999999996
2010-04-12,53.450001
2010-04-13,53.470001
2010-04-14,54.57
2010-04-15,55.279999
2010-04-16,53.919998
2010-04-19,53.389998999999996
2010-04-20,54.380001
2010-04-21,53.799999
2010-04-22,54.57
2010-04-23,56.540001000000004
2010-04-26,56.790001000000004
2010-04-27,54.450001
2010-04-28,53.970001
2010-04-29,54.700001
2010-04-30,56.82
2010-05-03,58.869999
2010-05-04,57.139998999999996
2010-05-05,54.48
2010-05-06,51.18
2010-05-07,49.049999
2010-05-10,53.73
2010-05-11,53.84
2010-05-12,55.400002
2010-05-13,55.709998999999996
2010-05-14,54.07
2010-05-17,51.25
2010-05-18,51.59
2010-05-19,50.389998999999996
2010-05-20,46.880001
2010-05-21,48.0
2010-05-24,46.880001
2010-05-25,47.419998
2010-05-26,48.799999
2010-05-27,51.810001
2010-05-28,52.049999
2010-06-01,51.919998
2010-06-02,57.18
2010-06-03,59.57
2010-06-04,54.25
2010-06-07,53.419998
2010-06-08,54.919998
2010-06-09,55.099998
2010-06-10,58.099998
2010-06-11,58.84
2010-06-14,59.700001
2010-06-15,60.959998999999996
2010-06-16,60.580002
2010-06-17,59.610001000000004
2010-06-18,59.610001000000004
2010-06-21,58.720001
2010-06-22,57.279999
2010-06-23,56.84
2010-06-24,56.150002
2010-06-25,59.099998
2010-06-28,58.43
2010-06-29,55.619999
2010-06-30,55.330002
2010-07-01,54.029999
2010-07-02,53.900002
2010-07-06,54.0
2010-07-07,55.779999
2010-07-08,55.099998
2010-07-09,54.639998999999996
2010-07-12,54.18
2010-07-13,55.099998
2010-07-14,55.189999
2010-07-15,54.98
2010-07-16,53.07
2010-07-19,53.290001000000004
2010-07-20,57.290001000000004
2010-07-21,57.049999
2010-07-22,57.700001
2010-07-23,60.939999
2010-07-26,61.16
2010-07-27,60.040001000000004
2010-07-28,60.48
2010-07-29,60.889998999999996
2010-07-30,59.98
2010-08-02,62.110001000000004
2010-08-03,62.360001000000004
2010-08-04,62.25
2010-08-05,62.389998999999996
2010-08-06,63.080002
2010-08-09,63.189999
2010-08-10,62.57
2010-08-11,59.799999
2010-08-12,60.529999
2010-08-13,60.599998
2010-08-16,60.27
2010-08-17,62.380001
2010-08-18,61.27
2010-08-19,60.560001
2010-08-20,60.560001
2010-08-23,61.16
2010-08-24,59.389998999999996
2010-08-25,58.0
2010-08-26,57.639998999999996
2010-08-27,58.689999
2010-08-30,58.619999
2010-08-31,58.419998
2010-09-01,61.619999
2010-09-02,62.450001
2010-09-03,64.160004
2010-09-07,63.349998
2010-09-08,64.150002
2010-09-09,63.360001000000004
2010-09-10,63.799999
2010-09-13,65.949997
2010-09-14,65.010002
2010-09-15,64.800003
2010-09-16,64.209999
2010-09-17,63.16
2010-09-20,64.58000200000001
2010-09-21,64.489998
2010-09-22,62.619999
2010-09-23,62.84
2010-09-24,64.449997
2010-09-27,63.240002000000004
2010-09-28,64.260002
2010-09-29,65.639999
2010-09-30,66.16999799999999
2010-10-01,67.489998
2010-10-04,67.230003
2010-10-05,68.900002
2010-10-06,69.239998
2010-10-07,67.879997
2010-10-08,68.540001
2010-10-11,68.779999
2010-10-12,68.260002
2010-10-13,69.760002
2010-10-14,69.150002
2010-10-15,69.25
2010-10-18,69.389999
2010-10-19,66.980003
2010-10-20,67.57
2010-10-21,67.519997
2010-10-22,68.32
2010-10-25,68.33000200000001
2010-10-26,68.440002
2010-10-27,68.550003
2010-10-28,68.489998
2010-10-29,68.66999799999999
2010-11-01,69.959999
2010-11-02,71.459999
2010-11-03,71.860001
2010-11-04,76.970001
2010-11-05,76.91999799999999
2010-11-08,77.730003
2010-11-09,77.910004
2010-11-10,78.099998
2010-11-11,80.050003
2010-11-12,76.199997
2010-11-15,75.160004
2010-11-16,75.639999
2010-11-17,76.16999799999999
2010-11-18,77.470001
2010-11-19,78.910004
2010-11-22,79.58000200000001
2010-11-23,78.529999
2010-11-24,81.139999
2010-11-26,81.110001
2010-11-29,82.379997
2010-11-30,82.75
2010-12-01,83.449997
2010-12-02,85.33000200000001
2010-12-03,85.910004
2010-12-06,87.010002
2010-12-07,86.860001
2010-12-08,82.800003
2010-12-09,84.760002
2010-12-10,83.639999
2010-12-13,82.809998
2010-12-14,83.07
2010-12-15,84.059998
2010-12-16,84.139999
2010-12-17,84.709999
2010-12-20,86.41999799999999
2010-12-21,88.43
2010-12-22,88.08000200000001
2010-12-23,87.150002
2010-12-27,86.879997
2010-12-28,87.41999799999999
2010-12-29,87.68
2010-12-30,87.199997
2010-12-31,87.66999799999999
2011-01-03,88.910004
2011-01-04,88.010002
2011-01-05,86.510002
2011-01-06,85.5
2011-01-07,86.300003
2011-01-10,87.32
2011-01-11,88.650002
2011-01-12,91.75
2011-01-13,91.970001
2011-01-14,94.110001
2011-01-18,95.019997
2011-01-19,92.449997
2011-01-20,90.0
2011-01-21,90.110001
2011-01-24,89.110001
2011-01-25,86.980003
2011-01-26,90.32
2011-01-27,87.650002
2011-01-28,91.25
2011-01-31,96.25
2011-02-01,96.0
2011-02-02,96.410004
2011-02-03,96.510002
2011-02-04,95.620003
2011-02-07,96.019997
2011-02-08,97.089996
2011-02-09,97.32
2011-02-10,98.449997
2011-02-11,99.029999
2011-02-14,100.959999
2011-02-15,101.709999
2011-02-16,104.339996
2011-02-17,105.230003
2011-02-18,105.519997
2011-02-22,106.91999799999999
2011-02-23,108.199997
2011-02-24,107.529999
2011-02-25,109.790001
2011-02-28,106.519997
2011-03-01,106.529999
2011-03-02,108.300003
2011-03-03,108.489998
2011-03-04,108.849998
2011-03-07,108.58000200000001
2011-03-08,104.639999
2011-03-09,101.66999799999999
2011-03-10,100.360001
2011-03-11,101.059998
2011-03-14,102.5
2011-03-15,102.879997
2011-03-16,101.889999
2011-03-17,104.809998
2011-03-18,104.309998
2011-03-21,108.33000200000001
2011-03-22,108.160004
2011-03-23,104.660004
2011-03-24,105.400002
2011-03-25,105.860001
2011-03-28,104.349998
2011-03-29,106.339996
2011-03-30,106.779999
2011-03-31,107.300003
2011-04-01,107.300003
2011-04-04,109.400002
2011-04-05,106.989998
2011-04-06,104.699997
2011-04-07,104.32
2011-04-08,106.190002
2011-04-11,103.08000200000001
2011-04-12,98.849998
2011-04-13,98.900002
2011-04-14,100.089996
2011-04-15,102.099998
2011-04-18,100.309998
2011-04-19,101.889999
2011-04-20,104.870003
2011-04-21,105.290001
2011-04-25,105.699997
2011-04-26,106.150002
2011-04-27,105.959999
2011-04-28,105.889999
2011-04-29,106.849998
2011-05-02,104.199997
2011-05-03,100.5
2011-05-04,97.529999
2011-05-05,94.0
2011-05-06,94.339996
2011-05-09,96.019997
2011-05-10,96.360001
2011-05-11,92.459999
2011-05-12,91.91999799999999
2011-05-13,90.529999
2011-05-16,89.660004
2011-05-17,90.720001
2011-05-18,92.529999
2011-05-19,91.720001
2011-05-20,91.379997
2011-05-23,88.860001
2011-05-24,90.449997
2011-05-25,93.709999
2011-05-26,94.160004
2011-05-27,95.129997
2011-05-31,94.610001
2011-06-01,91.889999
2011-06-02,91.339996
2011-06-03,91.16999799999999
2011-06-06,89.019997
2011-06-07,87.93
2011-06-08,87.230003
2011-06-09,89.620003
2011-06-10,88.199997
2011-06-13,86.540001
2011-06-14,88.050003
2011-06-15,86.32
2011-06-16,85.269997
2011-06-17,84.790001
2011-06-20,84.650002
2011-06-21,86.910004
2011-06-22,86.839996
2011-06-23,86.16999799999999
2011-06-24,85.730003
2011-06-27,85.309998
2011-06-28,88.949997
2011-06-29,90.449997
2011-06-30,91.849998
2011-07-01,91.809998
2011-07-05,93.82
2011-07-06,92.599998
2011-07-07,95.720001
2011-07-08,94.089996
2011-07-11,91.160004
2011-07-12,90.870003
2011-07-13,91.349998
2011-07-14,89.940002
2011-07-15,95.400002
2011-07-18,94.519997
2011-07-19,95.309998
2011-07-20,97.559998
2011-07-21,96.980003
2011-07-22,97.879997
2011-07-25,96.839996
2011-07-26,96.230003
2011-07-27,94.120003
2011-07-28,94.620003
2011-07-29,93.58000200000001
2011-08-01,94.050003
2011-08-02,91.809998
2011-08-03,92.720001
2011-08-04,86.43
2011-08-05,82.870003
2011-08-08,74.5
2011-08-09,79.07
2011-08-10,80.980003
2011-08-11,85.589996
2011-08-12,84.099998
2011-08-15,87.519997
2011-08-16,84.260002
2011-08-17,85.300003
2011-08-18,82.269997
2011-08-19,82.279999
2011-08-22,80.889999
2011-08-23,82.959999
2011-08-24,83.690002
2011-08-25,81.480003
2011-08-26,82.239998
2011-08-29,85.589996
2011-08-30,86.110001
2011-08-31,86.949997
2011-09-01,87.019997
2011-09-02,85.589996
2011-09-06,84.779999
2011-09-07,88.940002
2011-09-08,86.93
2011-09-09,83.610001
2011-09-12,82.779999
2011-09-13,83.010002
2011-09-14,85.25
2011-09-15,87.010002
2011-09-16,88.709999
2011-09-19,85.790001
2011-09-20,87.019997
2011-09-21,82.57
2011-09-22,76.410004
2011-09-23,75.209999
2011-09-26,78.599998
2011-09-27,78.720001
2011-09-28,74.279999
2011-09-29,74.190002
2011-09-30,71.139999
2011-10-03,67.25
2011-10-04,69.75
2011-10-05,73.139999
2011-10-06,77.050003
2011-10-07,75.349998
2011-10-10,80.389999
2011-10-11,78.480003
2011-10-12,77.980003
2011-10-13,79.160004
2011-10-14,83.83000200000001
2011-10-17,81.470001
2011-10-18,85.08000200000001
2011-10-19,86.110001
2011-10-20,86.540001
2011-10-21,89.150002
2011-10-24,91.610001
2011-10-25,88.93
2011-10-26,92.190002
2011-10-27,98.300003
2011-10-28,99.870003
2011-10-31,94.720001
2011-11-01,92.360001
2011-11-02,96.059998
2011-11-03,99.489998
2011-11-04,98.019997
2011-11-07,98.300003
2011-11-08,99.599998
2011-11-09,95.16999799999999
2011-11-10,96.760002
2011-11-11,97.379997
2011-11-14,96.57
2011-11-15,97.07
2011-11-16,98.58000200000001
2011-11-17,95.589996
2011-11-18,95.269997
2011-11-21,94.41999799999999
2011-11-22,92.91999799999999
2011-11-23,90.639999
2011-11-25,90.43
2011-11-28,94.449997
2011-11-29,96.57
2011-11-30,101.620003
2011-12-01,101.510002
2011-12-02,102.379997
2011-12-05,102.900002
2011-12-06,103.099998
2011-12-07,102.519997
2011-12-08,98.559998
2011-12-09,100.58000200000001
2011-12-12,98.269997
2011-12-13,96.889999
2011-12-14,91.400002
2011-12-15,90.989998
2011-12-16,93.480003
2011-12-19,90.93
2011-12-20,93.639999
2011-12-21,93.16999799999999
2011-12-22,95.089996
2011-12-23,93.82
2011-12-27,95.07
2011-12-28,92.989998
2011-12-29,93.57
2011-12-30,93.75
2012-01-03,97.480003
2012-01-04,102.089996
2012-01-05,101.910004
2012-01-06,101.029999
2012-01-09,100.970001
2012-01-10,102.410004
2012-01-11,101.370003
2012-01-12,100.970001
2012-01-13,99.690002
2012-01-17,100.91999799999999
2012-01-18,100.940002
2012-01-19,100.739998
2012-01-20,100.25
2012-01-23,101.940002
2012-01-24,102.019997
2012-01-25,107.629997
2012-01-26,106.25
2012-01-27,106.599998
2012-01-30,105.68
2012-01-31,106.660004
2012-02-01,107.389999
2012-02-02,108.480003
2012-02-03,108.489998
2012-02-06,109.730003
2012-02-07,112.33000200000001
2012-02-08,111.019997
2012-02-09,112.650002
2012-02-10,110.730003
2012-02-13,111.129997
2012-02-14,112.68
2012-02-15,112.900002
2012-02-16,115.650002
2012-02-17,114.75
2012-02-21,115.839996
2012-02-22,116.0
2012-02-23,112.25
2012-02-24,113.43
2012-02-27,112.959999
