Date,SYK
1980-03-17,0.096451
1980-03-18,0.095679
1980-03-19,0.095679
1980-03-20,0.095679
1980-03-21,0.095679
1980-03-24,0.095679
1980-03-25,0.092593
1980-03-26,0.092593
1980-03-27,0.084105
1980-03-28,0.087963
1980-03-31,0.092593
1980-04-01,0.094136
1980-04-02,0.095679
1980-04-03,0.097222
1980-04-07,0.095679
1980-04-08,0.096451
1980-04-09,0.108796
1980-04-10,0.107253
1980-04-11,0.10570999999999998
1980-04-14,0.10570999999999998
1980-04-15,0.11111099999999999
1980-04-16,0.111883
1980-04-17,0.107253
1980-04-18,0.108796
1980-04-21,0.102623
1980-04-22,0.10648099999999999
1980-04-23,0.10648099999999999
1980-04-24,0.10648099999999999
1980-04-25,0.10570999999999998
1980-04-28,0.10570999999999998
1980-04-29,0.10648099999999999
1980-04-30,0.10648099999999999
1980-05-01,0.10648099999999999
1980-05-02,0.10648099999999999
1980-05-05,0.10648099999999999
1980-05-06,0.10570999999999998
1980-05-07,0.108796
1980-05-08,0.108025
1980-05-09,0.108025
1980-05-12,0.108025
1980-05-13,0.108025
1980-05-14,0.108796
1980-05-15,0.108796
1980-05-16,0.108796
1980-05-19,0.108796
1980-05-20,0.108025
1980-05-21,0.108025
1980-05-22,0.108796
1980-05-23,0.10956800000000001
1980-05-27,0.10956800000000001
1980-05-28,0.10956800000000001
1980-05-29,0.10956800000000001
1980-05-30,0.10956800000000001
1980-06-02,0.10956800000000001
1980-06-03,0.11111099999999999
1980-06-04,0.11111099999999999
1980-06-05,0.11111099999999999
1980-06-06,0.111883
1980-06-09,0.11265399999999999
1980-06-10,0.11265399999999999
1980-06-11,0.11265399999999999
1980-06-12,0.11265399999999999
1980-06-13,0.11265399999999999
1980-06-16,0.11265399999999999
1980-06-17,0.11265399999999999
1980-06-18,0.111883
1980-06-19,0.10956800000000001
1980-06-20,0.108796
1980-06-23,0.108796
1980-06-24,0.108796
1980-06-25,0.108025
1980-06-26,0.108025
1980-06-27,0.108796
1980-06-30,0.108025
1980-07-01,0.107253
1980-07-02,0.108025
1980-07-03,0.10956800000000001
1980-07-07,0.11034000000000001
1980-07-08,0.11111099999999999
1980-07-09,0.11651199999999999
1980-07-10,0.11419800000000001
1980-07-11,0.114969
1980-07-14,0.125
1980-07-15,0.125772
1980-07-16,0.125772
1980-07-17,0.12654300000000002
1980-07-18,0.12654300000000002
1980-07-21,0.12654300000000002
1980-07-22,0.12808599999999998
1980-07-23,0.131944
1980-07-24,0.134259
1980-07-25,0.134259
1980-07-28,0.13348800000000002
1980-07-29,0.13348800000000002
1980-07-30,0.134259
1980-07-31,0.134259
1980-08-01,0.134259
1980-08-04,0.13503099999999998
1980-08-05,0.13503099999999998
1980-08-06,0.13503099999999998
1980-08-07,0.13811700000000002
1980-08-08,0.141975
1980-08-11,0.14969100000000002
1980-08-12,0.148148
1980-08-13,0.143519
1980-08-14,0.141975
1980-08-15,0.141975
1980-08-18,0.141204
1980-08-19,0.141975
1980-08-20,0.141975
1980-08-21,0.142747
1980-08-22,0.141975
1980-08-25,0.142747
1980-08-26,0.142747
