Date,APD
1980-07-28,4.769889
1980-07-29,5.001156
1980-07-30,5.001156
1980-07-31,5.203515
1980-08-01,5.246878
1980-08-04,5.145699
1980-08-05,5.102336
1980-08-06,5.044519
1980-08-07,5.145699
1980-08-08,5.217969
1980-08-11,5.174607
1980-08-12,5.174607
1980-08-13,5.232424
1980-08-14,5.405874
1980-08-15,5.521508
1980-08-18,5.434783
1980-08-19,5.376966
1980-08-20,5.449237
1980-08-21,5.550416
1980-08-22,5.637142
1980-08-25,5.550416
1980-08-26,5.507054
1980-08-27,5.376966
1980-08-28,5.376966
1980-08-29,5.3191489999999995
1980-09-02,5.3191489999999995
1980-09-03,5.420329
1980-09-04,5.507054
1980-09-05,5.405874
1980-09-08,5.304695
1980-09-09,5.189061
1980-09-10,5.434783
1980-09-11,5.492599
1980-09-12,5.492599
1980-09-15,5.550416
1980-09-16,5.738321
1980-09-17,5.897317
1980-09-18,5.868409
1980-09-19,5.8828629999999995
1980-09-22,5.984043
1980-09-23,6.012951
1980-09-24,6.012951
1980-09-25,5.955133999999999
1980-09-26,5.723867
1980-09-29,5.651596
1980-09-30,5.680504
1980-10-01,5.796138
1980-10-02,6.186401
1980-10-03,6.171947
1980-10-06,6.244218
1980-10-07,6.171947
1980-10-08,6.128585
1980-10-09,6.04186
1980-10-10,5.911771
1980-10-13,5.955133999999999
1980-10-14,6.04186
1980-10-15,6.128585
1980-10-16,5.926226
1980-10-17,5.897317
1980-10-20,5.781683
1980-10-21,5.8828629999999995
1980-10-22,5.911771
1980-10-23,5.969588
1980-10-24,5.8828629999999995
1980-10-27,5.897317
1980-10-28,5.969588
1980-10-29,6.085222
1980-10-30,5.926226
1980-10-31,5.723867
1980-11-03,5.651596
1980-11-05,5.810592
1980-11-06,5.694958
1980-11-07,5.5359620000000005
1980-11-10,5.56487
1980-11-11,5.66605
1980-11-12,5.738321
1980-11-13,5.955133999999999
1980-11-14,6.027405
1980-11-17,6.070768
1980-11-18,6.04186
1980-11-19,5.911771
1980-11-20,5.738321
1980-11-21,5.723867
1980-11-24,5.637142
1980-11-25,5.56487
1980-11-26,5.579325
1980-11-28,5.5937790000000005
1980-12-01,5.507054
1980-12-02,5.434783
1980-12-03,5.405874
1980-12-04,5.333603
1980-12-05,5.261332
1980-12-08,5.058973
1980-12-09,5.232424
1980-12-10,4.986701999999999
1980-12-11,4.928885
1980-12-12,5.11679
1980-12-15,5.015611
1980-12-16,4.943339
1980-12-17,4.8566139999999995
1980-12-18,4.769889
1980-12-19,4.798798000000001
1980-12-22,4.740981
1980-12-23,4.813251
1980-12-24,4.798798000000001
1980-12-26,4.885523
1980-12-29,4.8566139999999995
1980-12-30,4.798798000000001
1980-12-31,4.784343
1981-01-02,4.827706
1981-01-05,4.827706
1981-01-06,4.827706
1981-01-07,4.683164
1981-01-08,4.6253470000000005
1981-01-09,4.5675300000000005
1981-01-12,4.581983999999999
1981-01-13,4.581983999999999
1981-01-14,4.740981
1981-01-15,4.899977
1981-01-16,4.943339
1981-01-19,5.015611
1981-01-20,4.943339
1981-01-21,4.9722480000000004
1981-01-22,5.015611
1981-01-23,4.986701999999999
1981-01-26,5.203515
1981-01-27,5.174607
1981-01-28,5.087882
1981-01-29,5.058973
1981-01-30,5.087882
1981-02-02,4.957794
1981-02-03,5.001156
1981-02-04,5.073427
1981-02-05,5.073427
1981-02-06,5.058973
1981-02-09,5.073427
1981-02-10,5.073427
1981-02-11,5.0300650000000005
1981-02-12,4.928885
1981-02-13,4.9144309999999995
1981-02-17,4.9144309999999995
1981-02-18,4.957794
1981-02-19,4.9144309999999995
1981-02-20,4.8566139999999995
1981-02-23,4.798798000000001
1981-02-24,4.8566139999999995
1981-02-25,4.813251
1981-02-26,4.928885
1981-02-27,4.943339
1981-03-02,5.11679
1981-03-03,5.058973
1981-03-04,5.001156
1981-03-05,4.9144309999999995
1981-03-06,4.84216
1981-03-09,4.84216
1981-03-10,4.755434999999999
1981-03-11,4.726526
1981-03-12,4.755434999999999
1981-03-13,4.943339
1981-03-16,5.232424
1981-03-17,5.203515
1981-03-18,5.275786
1981-03-19,5.39142
1981-03-20,5.521508
1981-03-23,5.56487
1981-03-24,5.507054
1981-03-25,5.449237
1981-03-26,5.420329
1981-03-27,5.246878
1981-03-30,5.174607
1981-03-31,5.174607
1981-04-01,5.261332
1981-04-02,5.348057
1981-04-03,5.3191489999999995
1981-04-06,5.275786
1981-04-07,5.102336
1981-04-08,5.174607
1981-04-09,5.304695
1981-04-10,5.275786
1981-04-13,5.087882
1981-04-14,5.058973
1981-04-15,5.102336
1981-04-16,5.174607
1981-04-20,5.189061
1981-04-21,5.189061
1981-04-22,5.246878
1981-04-23,5.3191489999999995
1981-04-24,5.3191489999999995
1981-04-27,5.29024
1981-04-28,5.189061
1981-04-29,5.174607
1981-04-30,5.304695
1981-05-01,5.39142
1981-05-04,5.275786
1981-05-05,5.189061
1981-05-06,5.275786
1981-05-07,5.39142
1981-05-08,5.246878
1981-05-11,5.174607
1981-05-12,5.232424
1981-05-13,5.405874
1981-05-14,5.39142
1981-05-15,5.333603
1981-05-18,5.160152
1981-05-19,5.174607
1981-05-20,5.073427
1981-05-21,4.9722480000000004
1981-05-22,4.928885
1981-05-26,4.986701999999999
1981-05-27,5.015611
1981-05-28,5.001156
1981-05-29,5.087882
1981-06-01,5.044519
1981-06-02,4.957794
1981-06-03,4.9722480000000004
1981-06-04,4.885523
1981-06-05,4.986701999999999
1981-06-08,5.073427
1981-06-09,5.145699
1981-06-10,5.102336
1981-06-11,4.986701999999999
1981-06-12,5.001156
1981-06-15,4.8566139999999995
1981-06-16,4.712072
1981-06-17,4.712072
1981-06-18,4.740981
1981-06-19,4.740981
1981-06-22,4.654255
1981-06-23,4.740981
1981-06-24,4.712072
1981-06-25,4.683164
1981-06-26,4.6253470000000005
1981-06-29,4.509713
1981-06-30,4.553076
1981-07-01,4.524168
1981-07-02,4.6253470000000005
1981-07-06,4.451896
1981-07-07,4.451896
1981-07-08,4.480805
1981-07-09,4.538621
1981-07-10,4.495259
1981-07-13,4.422988
1981-07-14,4.466351
1981-07-15,4.538621
1981-07-16,4.581983999999999
1981-07-17,4.683164
1981-07-20,4.596438
1981-07-21,4.422988
1981-07-22,4.4085339999999995
1981-07-23,4.4085339999999995
1981-07-24,4.365171
1981-07-27,4.3507169999999995
1981-07-28,4.2929
1981-07-29,4.278446
1981-07-30,4.278446
1981-07-31,4.307354
1981-08-03,4.365171
1981-08-04,4.480805
1981-08-05,4.495259
1981-08-06,4.6253470000000005
1981-08-07,4.6253470000000005
1981-08-10,4.610893
1981-08-11,4.581983999999999
1981-08-12,4.422988
1981-08-13,4.466351
1981-08-14,4.538621
1981-08-17,4.495259
1981-08-18,4.394080000000001
1981-08-19,4.466351
1981-08-20,4.4085339999999995
1981-08-21,4.379625
1981-08-24,4.263992
1981-08-25,4.379625
1981-08-26,4.336263
1981-08-27,4.249537
1981-08-28,4.249537
1981-08-31,4.177267
1981-09-01,4.177267
1981-09-02,4.11945
1981-09-03,4.032724
1981-09-04,4.162812000000001
1981-09-08,4.11945
1981-09-09,4.148358
1981-09-10,4.19172
1981-09-11,4.379625
1981-09-14,4.336263
1981-09-15,4.336263
1981-09-16,4.263992
1981-09-17,4.206175
1981-09-18,4.162812000000001
1981-09-21,4.249537
1981-09-22,4.162812000000001
1981-09-23,4.11945
1981-09-24,4.090541
1981-09-25,4.018269999999999
1981-09-28,4.047179
1981-09-29,4.104995
1981-09-30,4.0616330000000005
1981-10-01,4.047179
1981-10-02,4.018269999999999
1981-10-05,4.090541
1981-10-06,4.104995
1981-10-07,4.278446
1981-10-08,4.422988
1981-10-09,4.451896
1981-10-12,4.451896
1981-10-13,4.495259
1981-10-14,4.451896
1981-10-15,4.307354
1981-10-16,4.278446
1981-10-19,4.220629
1981-10-20,4.336263
1981-10-21,4.422988
1981-10-22,4.422988
1981-10-23,4.365171
1981-10-26,4.394080000000001
1981-10-27,4.466351
1981-10-28,4.524168
1981-10-29,4.480805
1981-10-30,4.538621
1981-11-02,4.654255
1981-11-03,4.596438
1981-11-04,4.553076
1981-11-05,4.596438
1981-11-06,4.553076
1981-11-09,4.509713
1981-11-10,4.307354
1981-11-11,4.3507169999999995
1981-11-12,4.379625
1981-11-13,4.394080000000001
1981-11-16,4.394080000000001
1981-11-17,4.422988
1981-11-18,4.394080000000001
1981-11-19,4.394080000000001
1981-11-20,4.336263
1981-11-23,4.307354
1981-11-24,4.365171
1981-11-25,4.336263
1981-11-27,4.3507169999999995
1981-11-30,4.220629
1981-12-01,4.278446
1981-12-02,4.336263
1981-12-03,4.336263
1981-12-04,4.336263
1981-12-07,4.3507169999999995
1981-12-08,4.321808
1981-12-09,4.422988
1981-12-10,4.480805
1981-12-11,4.466351
1981-12-14,4.422988
1981-12-15,4.4085339999999995
1981-12-16,4.379625
1981-12-17,4.3507169999999995
1981-12-18,4.451896
1981-12-21,4.422988
1981-12-22,4.3507169999999995
1981-12-23,4.394080000000001
1981-12-24,4.379625
1981-12-28,4.365171
1981-12-29,4.336263
1981-12-30,4.336263
1981-12-31,4.3507169999999995
1982-01-04,4.2929
1982-01-05,4.307354
1982-01-06,4.235083
1982-01-07,4.235083
1982-01-08,4.249537
1982-01-11,4.19172
1982-01-12,4.133904
1982-01-13,4.090541
1982-01-14,4.133904
1982-01-15,4.148358
1982-01-18,4.047179
1982-01-19,3.931545
1982-01-20,3.787003
1982-01-21,3.9170910000000005
1982-01-22,3.9026370000000004
1982-01-25,3.888182
1982-01-26,3.960453
1982-01-27,4.032724
1982-01-28,4.177267
1982-01-29,4.0616330000000005
1982-02-01,3.9893620000000003
1982-02-02,3.9459989999999996
1982-02-03,3.888182
1982-02-04,3.8592739999999996
1982-02-05,3.960453
1982-02-08,3.974907
1982-02-09,3.960453
1982-02-10,4.047179
1982-02-11,4.047179
1982-02-12,4.047179
1982-02-16,4.032724
1982-02-17,4.032724
1982-02-18,3.9893620000000003
1982-02-19,3.873728
1982-02-22,3.7580940000000003
1982-02-23,3.6713690000000003
1982-02-24,3.714732
1982-02-25,3.6858230000000005
1982-02-26,3.642461
1982-03-01,3.6713690000000003
1982-03-02,3.6858230000000005
1982-03-03,3.6713690000000003
1982-03-04,3.700278
1982-03-05,3.700278
1982-03-08,3.729186
1982-03-09,3.84482
1982-03-10,3.9026370000000004
1982-03-11,3.84482
1982-03-12,3.6858230000000005
1982-03-15,3.714732
1982-03-16,3.801457
1982-03-17,3.873728
1982-03-18,4.0038160000000005
1982-03-19,3.960453
1982-03-22,4.0038160000000005
1982-03-23,4.133904
1982-03-24,4.148358
1982-03-25,4.148358
1982-03-26,4.11945
1982-03-29,4.090541
1982-03-30,4.0616330000000005
1982-03-31,4.047179
1982-04-01,3.9893620000000003
1982-04-02,3.974907
1982-04-05,4.032724
1982-04-06,4.0616330000000005
1982-04-07,4.0616330000000005
1982-04-08,4.090541
1982-04-12,4.018269999999999
1982-04-13,4.0038160000000005
1982-04-14,4.0038160000000005
1982-04-15,3.9893620000000003
1982-04-16,4.047179
1982-04-19,4.090541
1982-04-20,4.11945
1982-04-21,4.148358
1982-04-22,4.235083
1982-04-23,4.263992
1982-04-26,4.307354
1982-04-27,4.263992
1982-04-28,4.19172
1982-04-29,3.974907
1982-04-30,4.076087
1982-05-03,4.104995
1982-05-04,4.133904
1982-05-05,4.11945
1982-05-06,4.076087
1982-05-07,4.076087
1982-05-10,4.0616330000000005
1982-05-11,4.11945
1982-05-12,4.090541
1982-05-13,4.090541
1982-05-14,4.11945
1982-05-17,4.047179
1982-05-18,4.0038160000000005
1982-05-19,4.0038160000000005
1982-05-20,3.974907
1982-05-21,3.9893620000000003
1982-05-24,3.8592739999999996
1982-05-25,3.74364
1982-05-26,3.6858230000000005
1982-05-27,3.642461
1982-05-28,3.642461
1982-06-01,3.4401019999999995
1982-06-02,3.382285
1982-06-03,3.382285
1982-06-04,3.338922
1982-06-07,3.3533760000000004
1982-06-08,3.324468
1982-06-09,3.324468
1982-06-10,3.2521970000000002
1982-06-11,3.266651
1982-06-14,3.1943799999999998
1982-06-15,3.151018
1982-06-16,3.151018
1982-06-17,3.064292
1982-06-18,3.078747
1982-06-21,3.0932009999999996
1982-06-22,3.208834
1982-06-23,3.29556
1982-06-24,3.382285
1982-06-25,3.3533760000000004
1982-06-28,3.367831
1982-06-29,3.4401019999999995
1982-06-30,3.512373
1982-07-01,3.425647
1982-07-02,3.382285
1982-07-06,3.3967389999999997
1982-07-07,3.367831
1982-07-08,3.411193
1982-07-09,3.5846440000000004
1982-07-12,3.5412809999999997
1982-07-13,3.57019
1982-07-14,3.6713690000000003
1982-07-15,3.642461
1982-07-16,3.5846440000000004
1982-07-19,3.57019
1982-07-20,3.555735
1982-07-21,3.483464
1982-07-22,3.3533760000000004
1982-07-23,3.310014
1982-07-26,3.208834
1982-07-27,3.1654720000000003
1982-07-28,3.107655
1982-07-29,3.122109
1982-07-30,3.122109
1982-08-02,3.179926
1982-08-03,3.122109
1982-08-04,2.9342040000000003
1982-08-05,2.8908419999999997
1982-08-06,2.8908419999999997
1982-08-09,2.847479
1982-08-10,2.804116
1982-08-11,2.804116
1982-08-12,2.775208
1982-08-13,2.818571
1982-08-16,2.775208
1982-08-17,2.876388
1982-08-18,2.91975
1982-08-19,2.948659
1982-08-20,3.0932009999999996
1982-08-23,3.1943799999999998
1982-08-24,3.1943799999999998
1982-08-25,3.3533760000000004
1982-08-26,3.425647
1982-08-27,3.3533760000000004
1982-08-30,3.208834
1982-08-31,3.223289
1982-09-01,3.208834
1982-09-02,3.324468
1982-09-03,3.4401019999999995
1982-09-07,3.367831
1982-09-08,3.3967389999999997
1982-09-09,3.4401019999999995
1982-09-10,3.3967389999999997
1982-09-13,3.367831
1982-09-14,3.324468
1982-09-15,3.310014
1982-09-16,3.338922
1982-09-17,3.324468
1982-09-20,3.29556
1982-09-21,3.324468
1982-09-22,3.338922
1982-09-23,3.310014
1982-09-24,3.29556
1982-09-27,3.237743
1982-09-28,3.208834
1982-09-29,3.136563
1982-09-30,3.107655
1982-10-01,3.136563
1982-10-04,3.0932009999999996
1982-10-05,3.151018
1982-10-06,3.1654720000000003
1982-10-07,3.281106
1982-10-08,3.3967389999999997
1982-10-11,3.613552
1982-10-12,3.5412809999999997
1982-10-13,3.74364
1982-10-14,3.599098
1982-10-15,3.6713690000000003
1982-10-18,3.6280059999999996
1982-10-19,3.656915
1982-10-20,3.8159110000000003
1982-10-21,3.931545
1982-10-22,3.960453
1982-10-25,3.74364
1982-10-26,3.74364
1982-10-27,3.7580940000000003
1982-10-28,3.7725489999999997
1982-10-29,3.74364
1982-11-01,3.787003
1982-11-02,3.801457
1982-11-03,4.148358
1982-11-04,4.104995
1982-11-05,4.263992
1982-11-08,4.235083
1982-11-09,4.451896
1982-11-10,4.596438
1982-11-11,4.66871
1982-11-12,4.581983999999999
1982-11-15,4.524168
1982-11-16,4.336263
1982-11-17,4.235083
1982-11-18,4.307354
1982-11-19,4.2929
1982-11-22,4.133904
1982-11-23,4.0616330000000005
1982-11-24,4.148358
1982-11-26,4.2929
1982-11-29,4.249537
1982-11-30,4.220629
1982-12-01,4.249537
1982-12-02,4.090541
1982-12-03,4.047179
1982-12-06,4.047179
1982-12-07,4.047179
1982-12-08,4.032724
1982-12-09,3.960453
1982-12-10,4.018269999999999
1982-12-13,4.0038160000000005
1982-12-14,3.7725489999999997
1982-12-15,3.700278
1982-12-16,3.700278
1982-12-17,3.801457
1982-12-20,3.8159110000000003
1982-12-21,3.873728
1982-12-22,3.873728
1982-12-23,3.888182
1982-12-27,4.047179
1982-12-28,4.104995
1982-12-29,4.148358
1982-12-30,4.220629
1982-12-31,4.206175
1983-01-03,4.104995
1983-01-04,4.076087
1983-01-05,4.162812000000001
1983-01-06,4.509713
1983-01-07,4.726526
1983-01-10,4.928885
1983-01-11,5.102336
1983-01-12,5.189061
1983-01-13,5.0300650000000005
1983-01-14,4.928885
1983-01-17,4.827706
1983-01-18,4.740981
1983-01-19,4.654255
1983-01-20,4.654255
1983-01-21,4.596438
1983-01-24,4.437442
1983-01-25,4.495259
1983-01-26,4.5675300000000005
1983-01-27,4.697618
1983-01-28,4.827706
1983-01-31,4.84216
1983-02-01,4.928885
1983-02-02,5.001156
1983-02-03,5.102336
1983-02-04,5.087882
1983-02-07,5.11679
1983-02-08,5.015611
1983-02-09,4.928885
1983-02-10,5.001156
1983-02-11,5.044519
1983-02-14,5.160152
1983-02-15,5.189061
1983-02-16,5.087882
1983-02-17,5.015611
1983-02-18,5.087882
1983-02-22,5.131244000000001
1983-02-23,5.0300650000000005
1983-02-24,5.0300650000000005
1983-02-25,5.160152
1983-02-28,5.131244000000001
1983-03-01,5.232424
1983-03-02,5.3191489999999995
1983-03-03,5.434783
1983-03-04,5.521508
1983-03-07,5.463691000000001
1983-03-08,5.275786
1983-03-09,5.3191489999999995
1983-03-10,5.131244000000001
1983-03-11,5.073427
1983-03-14,5.11679
1983-03-15,5.11679
1983-03-16,5.102336
1983-03-17,5.044519
1983-03-18,5.015611
1983-03-21,4.943339
1983-03-22,4.769889
1983-03-23,5.0300650000000005
1983-03-24,5.015611
1983-03-25,4.871068
1983-03-28,4.871068
1983-03-29,4.726526
1983-03-30,4.9144309999999995
1983-03-31,4.726526
1983-04-04,4.654255
1983-04-05,4.610893
1983-04-06,4.480805
1983-04-07,4.437442
1983-04-08,4.509713
1983-04-11,4.740981
1983-04-12,4.726526
1983-04-13,4.712072
1983-04-14,4.654255
1983-04-15,4.712072
1983-04-18,4.986701999999999
1983-04-19,4.9722480000000004
1983-04-20,5.015611
1983-04-21,5.001156
1983-04-22,4.943339
1983-04-25,4.784343
1983-04-26,4.84216
1983-04-27,4.813251
1983-04-28,4.943339
1983-04-29,4.957794
1983-05-02,4.798798000000001
1983-05-03,4.769889
1983-05-04,4.755434999999999
1983-05-05,4.726526
1983-05-06,4.755434999999999
1983-05-09,4.755434999999999
1983-05-10,4.928885
1983-05-11,4.827706
1983-05-12,4.784343
1983-05-13,4.813251
1983-05-16,4.798798000000001
1983-05-17,4.813251
1983-05-18,5.001156
1983-05-19,4.986701999999999
1983-05-20,4.943339
1983-05-23,4.9144309999999995
1983-05-24,5.058973
1983-05-25,5.261332
1983-05-26,5.3191489999999995
1983-05-27,5.3191489999999995
1983-05-31,5.261332
1983-06-01,5.145699
1983-06-02,5.160152
1983-06-03,5.131244000000001
1983-06-06,5.087882
1983-06-07,5.044519
1983-06-08,5.015611
1983-06-09,5.102336
1983-06-10,5.174607
1983-06-13,5.29024
1983-06-14,5.333603
1983-06-15,5.637142
1983-06-16,5.66605
1983-06-17,5.752775
1983-06-20,5.810592
1983-06-21,5.8250459999999995
1983-06-22,5.8250459999999995
1983-06-23,5.738321
1983-06-24,5.738321
1983-06-27,5.5937790000000005
1983-06-28,5.376966
1983-06-29,5.434783
1983-06-30,5.521508
1983-07-01,5.550416
1983-07-05,5.434783
1983-07-06,5.550416
1983-07-07,5.550416
1983-07-08,5.550416
1983-07-11,5.463691000000001
1983-07-12,5.3191489999999995
1983-07-13,5.376966
1983-07-14,5.434783
1983-07-15,5.362512000000001
1983-07-18,5.478145
1983-07-19,5.622687
1983-07-20,5.7672300000000005
1983-07-21,5.608233
1983-07-22,5.5359620000000005
1983-07-25,5.478145
1983-07-26,5.376966
1983-07-27,5.449237
1983-07-28,5.405874
1983-07-29,5.376966
1983-08-01,5.246878
1983-08-02,5.145699
1983-08-03,5.058973
1983-08-04,5.131244000000001
1983-08-05,5.044519
1983-08-08,4.827706
1983-08-09,4.9144309999999995
1983-08-10,4.986701999999999
1983-08-11,5.0300650000000005
1983-08-12,5.087882
1983-08-15,5.058973
1983-08-16,5.0300650000000005
1983-08-17,5.174607
1983-08-18,5.261332
1983-08-19,5.376966
1983-08-22,5.420329
1983-08-23,5.39142
1983-08-24,5.261332
1983-08-25,5.348057
1983-08-26,5.463691000000001
1983-08-29,5.492599
1983-08-30,5.521508
1983-08-31,5.622687
1983-09-01,5.521508
1983-09-02,5.550416
1983-09-06,5.637142
1983-09-07,5.680504
1983-09-08,5.680504
1983-09-09,5.752775
1983-09-12,5.723867
1983-09-13,5.694958
1983-09-14,5.651596
1983-09-15,5.622687
1983-09-16,5.5937790000000005
1983-09-19,5.66605
1983-09-20,5.5937790000000005
1983-09-21,5.56487
1983-09-22,5.492599
1983-09-23,5.608233
1983-09-26,5.521508
1983-09-27,5.521508
1983-09-28,5.579325
1983-09-29,5.521508
1983-09-30,5.507054
1983-10-03,5.5937790000000005
1983-10-04,5.579325
1983-10-05,5.5937790000000005
1983-10-06,5.5359620000000005
1983-10-07,5.492599
1983-10-10,5.56487
1983-10-11,5.492599
1983-10-12,5.5359620000000005
1983-10-13,5.478145
1983-10-14,5.492599
1983-10-17,5.420329
1983-10-18,5.203515
1983-10-19,5.232424
1983-10-20,5.189061
1983-10-21,5.145699
1983-10-24,5.11679
1983-10-25,5.11679
1983-10-26,5.058973
1983-10-27,4.9144309999999995
1983-10-28,4.84216
1983-10-31,4.871068
1983-11-01,5.015611
1983-11-02,4.943339
1983-11-03,4.957794
1983-11-04,4.928885
1983-11-07,4.943339
1983-11-08,4.957794
1983-11-09,4.928885
1983-11-10,4.8566139999999995
1983-11-11,4.943339
1983-11-14,4.957794
1983-11-15,4.928885
1983-11-16,5.203515
1983-11-17,5.160152
1983-11-18,5.11679
1983-11-21,5.087882
1983-11-22,5.131244000000001
1983-11-23,5.11679
1983-11-25,5.131244000000001
1983-11-28,5.087882
1983-11-29,5.058973
1983-11-30,5.246878
1983-12-01,5.275786
1983-12-02,5.434783
1983-12-05,5.275786
1983-12-06,5.333603
1983-12-07,5.333603
1983-12-08,5.333603
1983-12-09,5.420329
1983-12-12,5.405874
1983-12-13,5.3191489999999995
1983-12-14,5.189061
1983-12-15,5.174607
1983-12-16,5.304695
1983-12-19,5.29024
1983-12-20,5.189061
1983-12-21,5.189061
1983-12-22,5.160152
1983-12-23,5.145699
1983-12-27,5.189061
1983-12-28,5.189061
1983-12-29,5.203515
1983-12-30,5.160152
1984-01-03,5.217969
1984-01-04,5.174607
1984-01-05,5.232424
1984-01-06,5.261332
1984-01-09,5.232424
1984-01-10,5.217969
1984-01-11,5.232424
1984-01-12,5.3191489999999995
1984-01-13,5.348057
1984-01-16,5.29024
1984-01-17,5.246878
1984-01-18,5.217969
1984-01-19,5.232424
1984-01-20,5.174607
1984-01-23,5.145699
1984-01-24,5.160152
1984-01-25,5.189061
1984-01-26,5.189061
1984-01-27,5.261332
1984-01-30,5.246878
1984-01-31,5.203515
1984-02-01,5.160152
1984-02-02,5.174607
1984-02-03,5.160152
1984-02-06,5.087882
1984-02-07,5.044519
1984-02-08,4.885523
1984-02-09,4.84216
1984-02-10,4.827706
1984-02-13,4.871068
1984-02-14,4.8566139999999995
1984-02-15,4.769889
1984-02-16,4.784343
1984-02-17,4.712072
1984-02-21,4.6253470000000005
1984-02-22,4.524168
1984-02-23,4.278446
1984-02-24,4.4085339999999995
1984-02-27,4.509713
1984-02-28,4.524168
1984-02-29,4.524168
1984-03-01,4.394080000000001
1984-03-02,4.480805
1984-03-05,4.553076
1984-03-06,4.553076
1984-03-07,4.538621
1984-03-08,4.553076
1984-03-09,4.610893
1984-03-12,4.784343
1984-03-13,4.827706
1984-03-14,4.639801
1984-03-15,4.596438
1984-03-16,4.813251
1984-03-19,4.813251
1984-03-20,4.8566139999999995
1984-03-21,4.957794
1984-03-22,4.9722480000000004
1984-03-23,4.957794
1984-03-26,4.957794
1984-03-27,4.943339
1984-03-28,5.160152
1984-03-29,5.217969
1984-03-30,5.3191489999999995
1984-04-02,5.275786
1984-04-03,5.246878
1984-04-04,5.203515
1984-04-05,5.232424
1984-04-06,5.217969
1984-04-09,5.145699
1984-04-10,5.145699
1984-04-11,5.145699
1984-04-12,5.232424
1984-04-13,5.333603
1984-04-16,5.362512000000001
1984-04-17,5.405874
1984-04-18,5.463691000000001
1984-04-19,5.39142
1984-04-23,5.333603
1984-04-24,5.463691000000001
1984-04-25,5.39142
1984-04-26,5.405874
1984-04-27,5.362512000000001
1984-04-30,5.362512000000001
1984-05-01,5.3191489999999995
1984-05-02,5.304695
1984-05-03,5.261332
1984-05-04,5.217969
1984-05-07,5.246878
1984-05-08,5.261332
1984-05-09,5.348057
1984-05-10,5.304695
1984-05-11,5.203515
1984-05-14,5.131244000000001
1984-05-15,5.058973
1984-05-16,5.0300650000000005
1984-05-17,4.943339
1984-05-18,4.871068
1984-05-21,4.871068
1984-05-22,4.784343
1984-05-23,4.740981
1984-05-24,4.66871
1984-05-25,4.712072
1984-05-29,4.654255
1984-05-30,4.596438
1984-05-31,4.712072
1984-06-01,4.9144309999999995
1984-06-04,4.957794
1984-06-05,5.015611
1984-06-06,4.943339
1984-06-07,4.8566139999999995
1984-06-08,4.827706
1984-06-11,4.813251
1984-06-12,4.813251
1984-06-13,4.813251
1984-06-14,4.769889
1984-06-15,4.769889
1984-06-18,4.813251
1984-06-19,4.755434999999999
1984-06-20,4.885523
1984-06-21,4.9722480000000004
1984-06-22,4.899977
1984-06-25,4.827706
1984-06-26,4.798798000000001
1984-06-27,4.740981
1984-06-28,4.740981
1984-06-29,4.769889
1984-07-02,4.784343
1984-07-03,4.8566139999999995
1984-07-05,4.899977
1984-07-06,4.813251
