Date,SRE
2000-12-28,23.0625
2000-12-29,23.25
2001-01-02,22.5
2001-01-03,22.0
2001-01-04,19.4375
2001-01-05,19.5625
2001-01-08,19.6875
2001-01-09,19.875
2001-01-10,19.75
2001-01-11,18.1875
2001-01-12,18.375
2001-01-16,18.375
2001-01-17,18.75
2001-01-18,19.0
2001-01-19,18.9375
2001-01-22,19.0625
2001-01-23,18.9375
2001-01-24,20.0
2001-01-25,20.4375
2001-01-26,20.25
2001-01-29,20.709999
2001-01-30,20.620001000000002
2001-01-31,20.370001000000002
2001-02-01,20.129998999999998
2001-02-02,20.85
2001-02-05,21.290001
2001-02-06,21.190001000000002
2001-02-07,21.959999
2001-02-08,21.76
2001-02-09,22.5
2001-02-12,22.299999
2001-02-13,22.09
2001-02-14,21.709999
2001-02-15,21.73
2001-02-16,21.969998999999998
2001-02-20,21.799999
2001-02-21,21.940001000000002
2001-02-22,21.92
2001-02-23,22.1
2001-02-26,22.219998999999998
2001-02-27,22.309998999999998
2001-02-28,22.35
2001-03-01,22.190001000000002
2001-03-02,22.66
2001-03-05,22.639999
2001-03-06,22.65
2001-03-07,23.6
2001-03-08,23.74
2001-03-09,23.15
2001-03-12,23.09
2001-03-13,23.030001000000002
2001-03-14,22.84
2001-03-15,23.110001
2001-03-16,22.26
2001-03-19,22.99
2001-03-20,22.41
2001-03-21,22.25
2001-03-22,21.719998999999998
2001-03-23,21.07
2001-03-26,23.0
2001-03-27,22.9
2001-03-28,23.049999
2001-03-29,23.190001000000002
2001-03-30,23.280001000000002
2001-04-02,23.299999
2001-04-03,23.24
2001-04-04,23.24
2001-04-05,24.15
2001-04-06,22.299999
2001-04-09,23.17
2001-04-10,24.16
2001-04-11,23.85
2001-04-12,23.75
2001-04-16,25.049999
2001-04-17,26.09
2001-04-18,25.93
2001-04-19,25.1
2001-04-20,24.450001
2001-04-23,25.709999
2001-04-24,26.870001000000002
2001-04-25,26.41
2001-04-26,27.15
2001-04-27,28.219998999999998
2001-04-30,27.67
2001-05-01,27.639999
2001-05-02,27.620001000000002
2001-05-03,27.129998999999998
2001-05-04,27.299999
2001-05-07,27.709999
2001-05-08,28.030001000000002
2001-05-09,28.24
2001-05-10,28.190001000000002
2001-05-11,28.389999
2001-05-14,28.1
2001-05-15,27.74
2001-05-16,27.700001
2001-05-17,27.5
2001-05-18,27.370001000000002
2001-05-21,28.27
2001-05-22,28.32
2001-05-23,27.99
2001-05-24,27.709999
2001-05-25,26.870001000000002
2001-05-29,26.52
2001-05-30,27.0
2001-05-31,27.299999
2001-06-01,27.139999
2001-06-04,27.34
2001-06-05,26.91
2001-06-06,26.709999
2001-06-07,26.58
2001-06-08,26.5
2001-06-11,26.719998999999998
2001-06-12,27.200001
2001-06-13,26.360001
2001-06-14,25.43
2001-06-15,25.799999
2001-06-18,26.309998999999998
2001-06-19,27.27
2001-06-20,27.5
2001-06-21,26.74
2001-06-22,26.75
2001-06-25,26.940001000000002
2001-06-26,27.27
2001-06-27,27.08
2001-06-28,27.48
2001-06-29,27.34
2001-07-02,27.6
2001-07-03,27.690001000000002
2001-07-05,27.92
2001-07-06,27.73
2001-07-09,27.52
2001-07-10,27.67
2001-07-11,27.49
2001-07-12,27.49
2001-07-13,27.5
2001-07-16,27.610001
2001-07-17,27.360001
2001-07-18,26.469998999999998
2001-07-19,27.120001000000002
2001-07-20,26.290001
2001-07-23,25.200001
2001-07-24,24.26
2001-07-25,25.32
2001-07-26,25.49
2001-07-27,25.690001000000002
2001-07-30,25.450001
2001-07-31,25.379998999999998
2001-08-01,25.73
2001-08-02,26.1
2001-08-03,26.35
2001-08-06,26.15
2001-08-07,26.77
2001-08-08,26.389999
2001-08-09,26.6
2001-08-10,26.620001000000002
2001-08-13,26.709999
2001-08-14,26.73
2001-08-15,26.379998999999998
2001-08-16,26.450001
2001-08-17,26.370001000000002
2001-08-20,26.48
2001-08-21,26.34
2001-08-22,26.58
2001-08-23,26.75
2001-08-24,27.27
2001-08-27,27.49
2001-08-28,27.4
2001-08-29,27.440001000000002
2001-08-30,27.370001000000002
2001-08-31,27.09
2001-09-04,27.18
2001-09-05,27.41
2001-09-06,27.5
2001-09-07,27.299999
2001-09-10,26.91
2001-09-17,26.309998999999998
2001-09-18,25.790001
2001-09-19,25.219998999999998
2001-09-20,24.809998999999998
2001-09-21,24.299999
2001-09-24,23.969998999999998
2001-09-25,24.1
2001-09-26,23.809998999999998
2001-09-27,23.93
2001-09-28,24.75
2001-10-01,24.91
2001-10-02,25.75
2001-10-03,26.18
2001-10-04,26.129998999999998
2001-10-05,26.280001000000002
2001-10-08,26.24
2001-10-09,25.120001000000002
2001-10-10,25.719998999999998
2001-10-11,25.129998999999998
2001-10-12,24.52
2001-10-15,24.200001
2001-10-16,24.950001
2001-10-17,24.66
2001-10-18,23.84
2001-10-19,24.299999
2001-10-22,24.74
2001-10-23,24.129998999999998
2001-10-24,23.129998999999998
2001-10-25,23.110001
2001-10-26,22.27
2001-10-29,22.42
2001-10-30,22.549999
2001-10-31,23.4
2001-11-01,23.5
2001-11-02,23.07
2001-11-05,23.700001
2001-11-06,23.860001
2001-11-07,23.52
2001-11-08,23.950001
2001-11-09,24.0
2001-11-12,24.049999
2001-11-13,23.77
2001-11-14,23.15
2001-11-15,23.120001000000002
2001-11-16,23.290001
2001-11-19,23.48
2001-11-20,23.559998999999998
2001-11-21,23.110001
2001-11-23,23.48
2001-11-26,23.129998999999998
2001-11-27,23.049999
2001-11-28,22.700001
2001-11-29,22.799999
2001-11-30,23.16
2001-12-03,23.24
2001-12-04,23.6
2001-12-05,23.77
2001-12-06,23.49
2001-12-07,24.4
2001-12-10,23.82
2001-12-11,23.08
2001-12-12,23.4
2001-12-13,23.52
2001-12-14,23.719998999999998
2001-12-17,23.82
2001-12-18,24.110001
2001-12-19,24.75
2001-12-20,24.9
2001-12-21,24.08
2001-12-24,24.16
2001-12-26,24.41
2001-12-27,24.709999
2001-12-28,24.610001
2001-12-31,24.549999
2002-01-02,24.77
2002-01-03,24.76
2002-01-04,24.940001000000002
2002-01-07,24.99
2002-01-08,25.139999
2002-01-09,25.059998999999998
2002-01-10,25.040001
2002-01-11,24.98
2002-01-14,25.27
2002-01-15,25.65
2002-01-16,25.450001
2002-01-17,25.42
2002-01-18,25.27
2002-01-22,25.01
2002-01-23,25.27
2002-01-24,25.0
2002-01-25,24.76
2002-01-28,24.65
2002-01-29,24.0
2002-01-30,23.860001
2002-01-31,23.950001
2002-02-01,24.01
2002-02-04,23.5
2002-02-05,23.33
2002-02-06,22.76
2002-02-07,22.74
2002-02-08,23.030001000000002
2002-02-11,23.4
2002-02-12,23.440001000000002
2002-02-13,23.51
2002-02-14,23.610001
2002-02-15,23.48
2002-02-19,23.26
2002-02-20,23.5
2002-02-21,23.15
2002-02-22,23.370001000000002
2002-02-25,22.780001000000002
2002-02-26,22.790001
2002-02-27,22.540001
2002-02-28,22.32
2002-03-01,22.68
2002-03-04,23.209999
2002-03-05,23.74
2002-03-06,24.25
2002-03-07,24.08
2002-03-08,24.18
2002-03-11,24.469998999999998
2002-03-12,24.24
2002-03-13,24.1
2002-03-14,23.940001000000002
2002-03-15,24.15
2002-03-18,24.02
2002-03-19,24.120001000000002
2002-03-20,24.059998999999998
2002-03-21,24.780001000000002
2002-03-22,24.889999
2002-03-25,24.799999
2002-03-26,24.639999
2002-03-27,24.790001
2002-03-28,25.15
2002-04-01,25.15
2002-04-02,26.01
2002-04-03,25.58
2002-04-04,25.049999
2002-04-05,24.83
2002-04-08,25.27
2002-04-09,25.02
2002-04-10,25.74
2002-04-11,24.9
2002-04-12,24.99
2002-04-15,25.059998999999998
2002-04-16,25.620001000000002
2002-04-17,25.889999
2002-04-18,25.950001
2002-04-19,25.889999
2002-04-22,25.559998999999998
2002-04-23,25.059998999999998
2002-04-24,25.02
2002-04-25,25.41
2002-04-26,25.959999
2002-04-29,25.709999
2002-04-30,25.57
2002-05-01,25.82
2002-05-02,25.98
2002-05-03,25.889999
2002-05-06,25.799999
2002-05-07,24.9
2002-05-08,25.120001000000002
2002-05-09,24.93
2002-05-10,24.309998999999998
2002-05-13,24.280001000000002
2002-05-14,24.809998999999998
2002-05-15,24.700001
2002-05-16,24.379998999999998
2002-05-17,24.280001000000002
2002-05-20,24.48
2002-05-21,24.74
2002-05-22,25.209999
2002-05-23,25.299999
2002-05-24,25.370001000000002
2002-05-28,25.469998999999998
2002-05-29,24.950001
2002-05-30,24.879998999999998
2002-05-31,25.01
2002-06-03,24.610001
2002-06-04,24.870001000000002
2002-06-05,24.280001000000002
2002-06-06,23.57
2002-06-07,23.92
2002-06-10,23.93
2002-06-11,23.549999
2002-06-12,23.74
2002-06-13,23.99
2002-06-14,23.719998999999998
2002-06-17,24.219998999999998
2002-06-18,24.360001
2002-06-19,23.66
2002-06-20,23.700001
2002-06-21,23.74
2002-06-24,23.42
2002-06-25,22.959999
2002-06-26,22.389999
2002-06-27,21.700001
2002-06-28,22.129998999999998
2002-07-01,22.129998999999998
2002-07-02,21.360001
2002-07-03,20.299999
2002-07-05,20.379998999999998
2002-07-08,20.18
2002-07-09,19.040001
2002-07-10,18.620001000000002
2002-07-11,18.9
2002-07-12,18.82
2002-07-15,19.719998999999998
2002-07-16,19.07
2002-07-17,19.26
2002-07-18,18.91
2002-07-19,17.6
2002-07-22,16.950001
2002-07-23,16.0
2002-07-24,17.5
2002-07-25,18.6
2002-07-26,19.059998999999998
2002-07-29,19.74
2002-07-30,20.76
2002-07-31,21.200001
2002-08-01,21.139999
2002-08-02,20.57
2002-08-05,21.129998999999998
2002-08-06,20.82
2002-08-07,21.120001000000002
2002-08-08,21.58
2002-08-09,21.77
2002-08-12,22.139999
2002-08-13,21.190001000000002
2002-08-14,22.209999
2002-08-15,22.540001
2002-08-16,21.559998999999998
2002-08-19,22.4
2002-08-20,22.040001
2002-08-21,22.6
2002-08-22,23.389999
2002-08-23,22.780001000000002
2002-08-26,23.32
2002-08-27,23.360001
2002-08-28,23.129998999999998
2002-08-29,23.08
2002-08-30,24.01
2002-09-03,23.4
2002-09-04,23.389999
2002-09-05,22.41
2002-09-06,22.559998999999998
2002-09-09,22.450001
2002-09-10,21.48
2002-09-11,21.959999
2002-09-12,21.33
2002-09-13,21.709999
2002-09-16,21.370001000000002
2002-09-17,20.65
2002-09-18,20.700001
2002-09-19,20.120001000000002
2002-09-20,19.809998999999998
2002-09-23,19.139999
2002-09-24,18.4
2002-09-25,19.0
2002-09-26,19.6
2002-09-27,19.35
2002-09-30,19.65
2002-10-01,20.34
2002-10-02,20.33
2002-10-03,19.85
2002-10-04,19.26
2002-10-07,19.200001
2002-10-08,18.549999
2002-10-09,17.030001000000002
2002-10-10,18.4
2002-10-11,18.450001
2002-10-14,18.450001
2002-10-15,18.4
2002-10-16,17.77
2002-10-17,18.139999
2002-10-18,17.940001000000002
2002-10-21,19.559998999999998
2002-10-22,20.209999
2002-10-23,20.57
2002-10-24,20.6
2002-10-25,20.540001
2002-10-28,21.360001
2002-10-29,21.49
2002-10-30,22.07
2002-10-31,22.139999
2002-11-01,22.389999
2002-11-04,23.1
2002-11-05,22.34
2002-11-06,22.889999
2002-11-07,22.01
2002-11-08,21.73
2002-11-11,21.790001
2002-11-12,21.059998999999998
2002-11-13,21.049999
2002-11-14,21.879998999999998
2002-11-15,22.15
2002-11-18,22.049999
2002-11-19,21.959999
2002-11-20,22.200001
2002-11-21,22.610001
2002-11-22,23.110001
2002-11-25,22.889999
2002-11-26,22.959999
2002-11-27,23.0
2002-11-29,23.17
2002-12-02,23.450001
2002-12-03,23.4
2002-12-04,22.799999
2002-12-05,22.6
2002-12-06,22.799999
2002-12-09,23.059998999999998
2002-12-10,22.940001000000002
2002-12-11,23.32
2002-12-12,23.950001
2002-12-13,23.65
2002-12-16,24.370001000000002
2002-12-17,24.290001
2002-12-18,24.049999
2002-12-19,23.4
2002-12-20,23.200001
2002-12-23,22.940001000000002
2002-12-24,22.98
2002-12-26,23.219998999999998
2002-12-27,23.0
2002-12-30,23.5
2002-12-31,23.65
2003-01-02,24.370001000000002
2003-01-03,24.83
2003-01-06,25.889999
2003-01-07,25.059998999999998
2003-01-08,25.49
2003-01-09,25.15
2003-01-10,25.07
2003-01-13,24.379998999999998
2003-01-14,24.76
2003-01-15,24.610001
2003-01-16,24.719998999999998
2003-01-17,24.41
2003-01-21,24.4
2003-01-22,24.4
2003-01-23,24.549999
2003-01-24,23.73
2003-01-27,23.33
2003-01-28,23.639999
2003-01-29,23.540001
2003-01-30,23.59
2003-01-31,24.1
2003-02-03,24.6
2003-02-04,24.209999
2003-02-05,23.83
2003-02-06,23.92
2003-02-07,23.370001000000002
2003-02-10,23.450001
2003-02-11,22.99
2003-02-12,22.639999
2003-02-13,23.08
2003-02-14,23.49
2003-02-18,23.549999
2003-02-19,23.389999
2003-02-20,24.4
2003-02-21,24.719998999999998
2003-02-24,24.870001000000002
2003-02-25,24.639999
2003-02-26,24.08
2003-02-27,23.030001000000002
2003-02-28,23.200001
2003-03-03,23.0
2003-03-04,22.870001000000002
2003-03-05,22.5
2003-03-06,22.59
2003-03-07,22.889999
2003-03-10,22.629998999999998
2003-03-11,22.6
2003-03-12,22.57
2003-03-13,23.030001000000002
2003-03-14,23.32
2003-03-17,23.65
2003-03-18,23.68
2003-03-19,23.809998999999998
2003-03-20,24.4
