Date,K
1982-08-23,3.234375
1982-08-24,3.265625
1982-08-25,3.390625
1982-08-26,3.3125
1982-08-27,3.328125
1982-08-30,3.40625
1982-08-31,3.4375
1982-09-01,3.359375
1982-09-02,3.390625
1982-09-03,3.390625
1982-09-07,3.3125
1982-09-08,3.28125
1982-09-09,3.28125
1982-09-10,3.265625
1982-09-13,3.1875
1982-09-14,3.328125
1982-09-15,3.328125
1982-09-16,3.34375
1982-09-17,3.25
1982-09-20,3.3125
1982-09-21,3.390625
1982-09-22,3.390625
1982-09-23,3.390625
1982-09-24,3.4375
1982-09-27,3.40625
1982-09-28,3.40625
1982-09-29,3.375
1982-09-30,3.328125
1982-10-01,3.4375
1982-10-04,3.625
1982-10-05,3.484375
1982-10-06,3.515625
1982-10-07,3.546875
1982-10-08,3.5625
1982-10-11,3.609375
1982-10-12,3.703125
1982-10-13,3.78125
1982-10-14,3.765625
1982-10-15,3.734375
1982-10-18,3.640625
1982-10-19,3.578125
1982-10-20,3.5
1982-10-21,3.4375
1982-10-22,3.484375
1982-10-25,3.375
1982-10-26,3.375
1982-10-27,3.390625
1982-10-28,3.328125
1982-10-29,3.375
1982-11-01,3.375
1982-11-02,3.34375
1982-11-03,3.484375
1982-11-04,3.53125
1982-11-05,3.515625
1982-11-08,3.4375
1982-11-09,3.484375
1982-11-10,3.453125
1982-11-11,3.546875
1982-11-12,3.46875
1982-11-15,3.328125
1982-11-16,3.375
1982-11-17,3.40625
1982-11-18,3.375
1982-11-19,3.390625
1982-11-22,3.375
1982-11-23,3.375
1982-11-24,3.328125
1982-11-26,3.390625
1982-11-29,3.34375
1982-11-30,3.421875
1982-12-01,3.4375
1982-12-02,3.375
1982-12-03,3.375
1982-12-06,3.375
1982-12-07,3.34375
1982-12-08,3.359375
1982-12-09,3.328125
1982-12-10,3.34375
1982-12-13,3.375
1982-12-14,3.34375
1982-12-15,3.296875
1982-12-16,3.28125
1982-12-17,3.375
1982-12-20,3.328125
1982-12-21,3.25
1982-12-22,3.328125
1982-12-23,3.328125
1982-12-27,3.3125
1982-12-28,3.3125
1982-12-29,3.328125
1982-12-30,3.359375
1982-12-31,3.328125
1983-01-03,3.359375
1983-01-04,3.375
1983-01-05,3.328125
1983-01-06,3.34375
1983-01-07,3.40625
1983-01-10,3.53125
1983-01-11,3.453125
1983-01-12,3.5
1983-01-13,3.5
1983-01-14,3.484375
1983-01-17,3.546875
1983-01-18,3.484375
1983-01-19,3.46875
1983-01-20,3.4375
1983-01-21,3.3125
1983-01-24,3.296875
1983-01-25,3.328125
1983-01-26,3.265625
1983-01-27,3.3125
1983-01-28,3.28125
1983-01-31,3.21875
1983-02-01,3.234375
1983-02-02,3.25
1983-02-03,3.28125
1983-02-04,3.25
1983-02-07,3.296875
1983-02-08,3.328125
1983-02-09,3.34375
1983-02-10,3.40625
1983-02-11,3.34375
1983-02-14,3.453125
1983-02-15,3.46875
1983-02-16,3.46875
1983-02-17,3.5
1983-02-18,3.46875
1983-02-22,3.484375
1983-02-23,3.375
1983-02-24,3.375
1983-02-25,3.375
1983-02-28,3.421875
1983-03-01,3.40625
1983-03-02,3.359375
1983-03-03,3.34375
1983-03-04,3.25
1983-03-07,3.3125
1983-03-08,3.3125
1983-03-09,3.40625
1983-03-10,3.421875
1983-03-11,3.4375
1983-03-14,3.390625
1983-03-15,3.4375
1983-03-16,3.421875
1983-03-17,3.40625
1983-03-18,3.390625
1983-03-21,3.421875
1983-03-22,3.421875
1983-03-23,3.328125
1983-03-24,3.390625
1983-03-25,3.328125
1983-03-28,3.359375
1983-03-29,3.34375
1983-03-30,3.359375
1983-03-31,3.3125
1983-04-04,3.25
1983-04-05,3.203125
1983-04-06,3.1875
1983-04-07,3.234375
1983-04-08,3.234375
1983-04-11,3.25
1983-04-12,3.25
1983-04-13,3.28125
1983-04-14,3.21875
1983-04-15,3.234375
1983-04-18,3.28125
1983-04-19,3.265625
1983-04-20,3.3125
1983-04-21,3.3125
1983-04-22,3.3125
1983-04-25,3.34375
1983-04-26,3.328125
1983-04-27,3.328125
1983-04-28,3.34375
1983-04-29,3.375
1983-05-02,3.328125
1983-05-03,3.34375
1983-05-04,3.359375
1983-05-05,3.359375
1983-05-06,3.375
1983-05-09,3.34375
1983-05-10,3.3125
1983-05-11,3.34375
1983-05-12,3.328125
1983-05-13,3.34375
1983-05-16,3.34375
1983-05-17,3.34375
1983-05-18,3.34375
1983-05-19,3.34375
1983-05-20,3.328125
1983-05-23,3.34375
1983-05-24,3.359375
1983-05-25,3.28125
1983-05-26,3.296875
1983-05-27,3.28125
1983-05-31,3.25
1983-06-01,3.25
1983-06-02,3.25
1983-06-03,3.25
1983-06-06,3.25
1983-06-07,3.234375
1983-06-08,3.234375
1983-06-09,3.25
1983-06-10,3.21875
1983-06-13,3.234375
1983-06-14,3.21875
1983-06-15,3.1875
1983-06-16,3.3125
1983-06-17,3.328125
1983-06-20,3.359375
1983-06-21,3.390625
1983-06-22,3.34375
1983-06-23,3.34375
1983-06-24,3.28125
1983-06-27,3.203125
1983-06-28,3.171875
1983-06-29,3.203125
1983-06-30,3.203125
1983-07-01,3.234375
1983-07-05,3.21875
1983-07-06,3.15625
1983-07-07,3.1875
1983-07-08,3.21875
1983-07-11,3.296875
1983-07-12,3.3125
1983-07-13,3.375
1983-07-14,3.40625
1983-07-15,3.390625
1983-07-18,3.421875
1983-07-19,3.515625
1983-07-20,3.53125
1983-07-21,3.46875
1983-07-22,3.421875
1983-07-25,3.5
1983-07-26,3.515625
1983-07-27,3.5
1983-07-28,3.515625
1983-07-29,3.484375
1983-08-01,3.453125
1983-08-02,3.40625
1983-08-03,3.390625
1983-08-04,3.34375
1983-08-05,3.28125
1983-08-08,3.296875
1983-08-09,3.3125
1983-08-10,3.3125
1983-08-11,3.3125
1983-08-12,3.34375
1983-08-15,3.359375
1983-08-16,3.34375
1983-08-17,3.3125
1983-08-18,3.34375
1983-08-19,3.40625
1983-08-22,3.421875
1983-08-23,3.421875
1983-08-24,3.40625
1983-08-25,3.375
1983-08-26,3.28125
1983-08-29,3.328125
1983-08-30,3.34375
1983-08-31,3.421875
1983-09-01,3.375
1983-09-02,3.390625
1983-09-06,3.5
1983-09-07,3.578125
1983-09-08,3.609375
1983-09-09,3.515625
1983-09-12,3.546875
1983-09-13,3.453125
1983-09-14,3.53125
1983-09-15,3.625
1983-09-16,3.65625
1983-09-19,3.71875
1983-09-20,3.734375
1983-09-21,3.875
1983-09-22,3.75
1983-09-23,3.765625
1983-09-26,3.75
1983-09-27,3.75
1983-09-28,3.75
1983-09-29,3.6875
1983-09-30,3.71875
1983-10-03,3.703125
1983-10-04,3.734375
1983-10-05,3.703125
1983-10-06,3.796875
1983-10-07,3.78125
1983-10-10,3.8125
1983-10-11,3.75
1983-10-12,3.765625
1983-10-13,3.71875
1983-10-14,3.75
1983-10-17,3.75
1983-10-18,3.71875
1983-10-19,3.71875
1983-10-20,3.71875
1983-10-21,3.734375
1983-10-24,3.734375
1983-10-25,3.734375
1983-10-26,3.765625
1983-10-27,3.671875
1983-10-28,3.671875
1983-10-31,3.75
1983-11-01,3.734375
1983-11-02,3.75
1983-11-03,3.734375
1983-11-04,3.75
1983-11-07,3.734375
1983-11-08,3.6875
1983-11-09,3.671875
1983-11-10,3.765625
1983-11-11,3.78125
1983-11-14,3.828125
1983-11-15,3.84375
1983-11-16,3.84375
1983-11-17,3.8125
1983-11-18,3.796875
1983-11-21,3.84375
1983-11-22,3.96875
1983-11-23,3.90625
1983-11-25,3.84375
1983-11-28,3.953125
1983-11-29,3.96875
1983-11-30,3.9375
1983-12-01,4.0
1983-12-02,3.96875
1983-12-05,4.0
1983-12-06,4.015625
1983-12-07,4.03125
1983-12-08,4.09375
1983-12-09,4.015625
1983-12-12,3.984375
1983-12-13,4.015625
1983-12-14,4.03125
1983-12-15,4.046875
1983-12-16,3.96875
1983-12-19,3.953125
1983-12-20,3.953125
1983-12-21,4.015625
1983-12-22,4.109375
1983-12-23,4.078125
1983-12-27,4.09375
1983-12-28,4.0625
1983-12-29,4.078125
1983-12-30,4.046875
1984-01-03,4.03125
1984-01-04,4.0
1984-01-05,4.09375
1984-01-06,4.109375
1984-01-09,4.125
1984-01-10,4.140625
1984-01-11,4.171875
1984-01-12,4.21875
1984-01-13,4.28125
1984-01-16,4.4375
1984-01-17,4.40625
1984-01-18,4.453125
1984-01-19,4.453125
1984-01-20,4.375
1984-01-23,4.28125
1984-01-24,4.0625
1984-01-25,4.03125
1984-01-26,4.078125
1984-01-27,3.96875
1984-01-30,3.921875
1984-01-31,4.03125
1984-02-01,4.0
1984-02-02,3.953125
1984-02-03,3.8125
1984-02-06,3.640625
1984-02-07,3.6875
1984-02-08,3.625
1984-02-09,3.5625
1984-02-10,3.609375
1984-02-13,3.59375
1984-02-14,3.53125
1984-02-15,3.53125
1984-02-16,3.53125
1984-02-17,3.484375
1984-02-21,3.53125
1984-02-22,3.546875
1984-02-23,3.546875
1984-02-24,3.546875
1984-02-27,3.59375
1984-02-28,3.5
1984-02-29,3.4375
1984-03-01,3.46875
1984-03-02,3.515625
1984-03-05,3.53125
1984-03-06,3.59375
1984-03-07,3.53125
1984-03-08,3.5625
1984-03-09,3.609375
1984-03-12,3.65625
1984-03-13,3.6875
1984-03-14,3.734375
1984-03-15,3.703125
1984-03-16,3.734375
1984-03-19,3.71875
1984-03-20,3.796875
1984-03-21,3.78125
1984-03-22,3.765625
1984-03-23,3.640625
1984-03-26,3.671875
1984-03-27,3.765625
1984-03-28,3.765625
1984-03-29,3.75
1984-03-30,3.765625
1984-04-02,3.640625
1984-04-03,3.65625
1984-04-04,3.671875
1984-04-05,3.671875
1984-04-06,3.703125
1984-04-09,3.78125
1984-04-10,3.8125
1984-04-11,3.671875
1984-04-12,3.8125
1984-04-13,3.78125
1984-04-16,3.8125
1984-04-17,3.78125
1984-04-18,3.78125
1984-04-19,3.84375
1984-04-23,3.84375
1984-04-24,3.921875
1984-04-25,3.875
1984-04-26,3.828125
1984-04-27,3.921875
1984-04-30,3.828125
1984-05-01,3.875
1984-05-02,3.90625
1984-05-03,3.90625
1984-05-04,3.890625
1984-05-07,3.90625
1984-05-08,3.890625
1984-05-09,3.90625
1984-05-10,3.9375
1984-05-11,3.953125
1984-05-14,3.90625
1984-05-15,3.96875
1984-05-16,3.9375
1984-05-17,3.921875
1984-05-18,3.890625
1984-05-21,3.875
1984-05-22,3.875
1984-05-23,3.84375
1984-05-24,3.875
1984-05-25,3.875
1984-05-29,3.875
1984-05-30,3.796875
1984-05-31,3.78125
1984-06-01,3.765625
1984-06-04,3.765625
1984-06-05,3.75
1984-06-06,3.75
1984-06-07,3.84375
1984-06-08,3.8125
1984-06-11,3.796875
1984-06-12,3.765625
1984-06-13,3.796875
1984-06-14,3.734375
1984-06-15,3.703125
1984-06-18,3.828125
1984-06-19,3.796875
1984-06-20,3.953125
1984-06-21,4.046875
1984-06-22,4.03125
1984-06-25,4.0
1984-06-26,3.921875
1984-06-27,3.921875
1984-06-28,3.890625
1984-06-29,3.921875
1984-07-02,3.921875
1984-07-03,3.921875
1984-07-05,3.9375
1984-07-06,3.859375
1984-07-09,3.9375
1984-07-10,3.921875
1984-07-11,3.875
1984-07-12,3.765625
1984-07-13,3.734375
1984-07-16,3.859375
1984-07-17,3.875
1984-07-18,3.875
1984-07-19,3.84375
1984-07-20,3.859375
1984-07-23,3.875
1984-07-24,3.90625
1984-07-25,3.921875
1984-07-26,3.9375
1984-07-27,3.890625
1984-07-30,3.84375
1984-07-31,3.84375
1984-08-01,3.90625
1984-08-02,4.125
1984-08-03,4.25
1984-08-06,4.109375
1984-08-07,4.078125
1984-08-08,3.96875
1984-08-09,4.15625
1984-08-10,4.015625
1984-08-13,4.015625
1984-08-14,4.03125
1984-08-15,4.0
1984-08-16,3.984375
1984-08-17,4.015625
1984-08-20,4.15625
1984-08-21,4.1875
1984-08-22,4.078125
1984-08-23,4.0625
1984-08-24,4.0625
1984-08-27,4.1875
1984-08-28,4.171875
1984-08-29,4.25
1984-08-30,4.203125
1984-08-31,4.234375
1984-09-04,4.203125
1984-09-05,4.203125
1984-09-06,4.1875
1984-09-07,4.15625
1984-09-10,4.078125
1984-09-11,4.171875
1984-09-12,4.1875
1984-09-13,4.234375
1984-09-14,4.28125
1984-09-17,4.1875
1984-09-18,4.171875
1984-09-19,4.1875
1984-09-20,4.3125
1984-09-21,4.171875
1984-09-24,4.1875
1984-09-25,4.28125
1984-09-26,4.3125
1984-09-27,4.375
1984-09-28,4.40625
1984-10-01,4.375
1984-10-02,4.375
1984-10-03,4.359375
1984-10-04,4.390625
1984-10-05,4.5
1984-10-08,4.5
1984-10-09,4.515625
1984-10-10,4.46875
1984-10-11,4.484375
1984-10-12,4.546875
1984-10-15,4.59375
1984-10-16,4.578125
1984-10-17,4.625
1984-10-18,4.75
1984-10-19,4.65625
1984-10-22,4.625
1984-10-23,4.578125
1984-10-24,4.625
1984-10-25,4.53125
1984-10-26,4.40625
1984-10-29,4.390625
1984-10-30,4.515625
1984-10-31,4.546875
1984-11-01,4.53125
1984-11-02,4.5625
1984-11-05,4.546875
1984-11-06,4.609375
1984-11-07,4.609375
1984-11-08,4.546875
1984-11-09,4.546875
1984-11-12,4.5
1984-11-13,4.546875
1984-11-14,4.546875
1984-11-15,4.828125
1984-11-16,4.84375
1984-11-19,4.90625
1984-11-20,4.953125
1984-11-21,4.9375
1984-11-23,4.9375
1984-11-26,4.828125
1984-11-27,4.90625
1984-11-28,4.90625
1984-11-29,4.875
1984-11-30,4.921875
1984-12-03,4.921875
1984-12-04,4.953125
1984-12-05,4.90625
1984-12-06,5.015625
1984-12-07,5.09375
1984-12-10,5.078125
1984-12-11,5.0625
1984-12-12,5.0625
1984-12-13,5.109375
1984-12-14,5.125
1984-12-17,5.078125
1984-12-18,5.234375
1984-12-19,5.234375
1984-12-20,5.09375
1984-12-21,4.921875
1984-12-24,5.046875
1984-12-26,4.984375
1984-12-27,5.046875
1984-12-28,5.03125
1984-12-31,5.0
1985-01-02,4.84375
1985-01-03,4.90625
1985-01-04,4.890625
1985-01-07,4.90625
1985-01-08,4.921875
1985-01-09,5.0
1985-01-10,5.171875
1985-01-11,5.25
1985-01-14,5.34375
1985-01-15,5.296875
1985-01-16,5.203125
1985-01-17,5.125
1985-01-18,5.15625
1985-01-21,5.296875
1985-01-22,5.25
1985-01-23,5.15625
1985-01-24,5.203125
1985-01-25,5.234375
1985-01-28,5.375
1985-01-29,5.484375
1985-01-30,5.515625
1985-01-31,5.515625
1985-02-01,5.5
1985-02-04,5.59375
1985-02-05,5.515625
1985-02-06,5.4375
1985-02-07,5.46875
1985-02-08,5.484375
1985-02-11,5.4375
1985-02-12,5.421875
1985-02-13,5.546875
1985-02-14,5.609375
1985-02-15,5.625
1985-02-19,5.625
1985-02-20,5.5625
1985-02-21,5.640625
1985-02-22,5.6875
1985-02-25,5.84375
1985-02-26,5.984375
1985-02-27,5.96875
1985-02-28,5.96875
1985-03-01,6.015625
1985-03-04,5.984375
1985-03-05,5.953125
1985-03-06,5.890625
1985-03-07,5.875
1985-03-08,5.890625
1985-03-11,5.9375
1985-03-12,5.984375
1985-03-13,5.9375
1985-03-14,5.96875
1985-03-15,5.921875
1985-03-18,6.015625
1985-03-19,6.140625
1985-03-20,6.1875
1985-03-21,6.1875
1985-03-22,6.1875
1985-03-25,6.1875
1985-03-26,6.25
1985-03-27,6.21875
1985-03-28,6.1875
1985-03-29,6.21875
1985-04-01,6.171875
1985-04-02,5.9375
1985-04-03,5.90625
1985-04-04,5.90625
1985-04-08,5.859375
1985-04-09,5.78125
1985-04-10,5.828125
1985-04-11,5.828125
1985-04-12,5.890625
1985-04-15,5.84375
1985-04-16,5.84375
1985-04-17,5.859375
1985-04-18,5.859375
1985-04-19,5.875
1985-04-22,5.765625
1985-04-23,5.859375
1985-04-24,5.96875
1985-04-25,6.0625
1985-04-26,6.046875
1985-04-29,5.953125
1985-04-30,5.96875
1985-05-01,5.8125
1985-05-02,5.8125
1985-05-03,5.921875
1985-05-06,5.953125
1985-05-07,5.984375
1985-05-08,6.0
1985-05-09,6.15625
1985-05-10,6.234375
1985-05-13,6.40625
1985-05-14,6.34375
1985-05-15,6.390625
1985-05-16,6.515625
1985-05-17,6.6875
1985-05-20,6.875
1985-05-21,6.84375
1985-05-22,6.796875
1985-05-23,6.8125
1985-05-24,6.875
1985-05-28,6.90625
1985-05-29,7.0625
1985-05-30,7.125
1985-05-31,7.28125
1985-06-03,7.1875
1985-06-04,7.25
1985-06-05,7.359375
1985-06-06,7.359375
1985-06-07,7.3125
1985-06-10,7.1875
1985-06-11,7.078125
1985-06-12,6.84375
1985-06-13,6.859375
1985-06-14,6.90625
1985-06-17,6.8125
1985-06-18,6.84375
1985-06-19,6.8125
1985-06-20,6.890625
1985-06-21,7.34375
1985-06-24,7.1875
1985-06-25,7.296875
1985-06-26,7.328125
1985-06-27,7.375
1985-06-28,7.296875
1985-07-01,7.1875
1985-07-02,7.046875
1985-07-03,7.125
1985-07-05,7.171875
1985-07-08,7.15625
1985-07-09,7.296875
1985-07-10,7.4375
1985-07-11,7.375
1985-07-12,7.375
1985-07-15,7.3125
1985-07-16,7.40625
1985-07-17,7.453125
1985-07-18,7.46875
1985-07-19,7.453125
1985-07-22,7.421875
1985-07-23,7.375
1985-07-24,7.171875
1985-07-25,7.0
1985-07-26,6.875
1985-07-29,6.625
1985-07-30,6.609375
1985-07-31,6.703125
1985-08-01,6.90625
1985-08-02,6.9375
1985-08-05,7.0
1985-08-06,6.859375
1985-08-07,6.640625
1985-08-08,6.75
1985-08-09,6.71875
1985-08-12,6.84375
1985-08-13,6.828125
1985-08-14,6.921875
1985-08-15,6.984375
1985-08-16,6.9375
1985-08-19,6.921875
1985-08-20,6.984375
1985-08-21,7.0
1985-08-22,6.9375
1985-08-23,6.9375
1985-08-26,6.96875
1985-08-27,7.09375
1985-08-28,7.28125
1985-08-29,7.375
1985-08-30,7.421875
1985-09-03,7.59375
1985-09-04,7.53125
1985-09-05,7.453125
1985-09-06,7.46875
1985-09-09,7.59375
1985-09-10,7.53125
1985-09-11,7.359375
1985-09-12,7.265625
1985-09-13,7.4375
1985-09-16,7.5
1985-09-17,7.53125
1985-09-18,7.53125
1985-09-19,7.59375
1985-09-20,7.578125
1985-09-23,7.671875
1985-09-24,7.75
1985-09-25,7.703125
1985-09-26,7.75
1985-09-30,7.75
1985-10-01,7.71875
1985-10-02,7.640625
1985-10-03,7.65625
1985-10-04,7.703125
1985-10-07,7.65625
1985-10-08,7.609375
1985-10-09,7.6875
1985-10-10,7.5625
1985-10-11,7.65625
1985-10-14,7.71875
1985-10-15,7.53125
1985-10-16,7.75
1985-10-17,7.8125
1985-10-18,7.8125
1985-10-21,7.828125
1985-10-22,7.828125
1985-10-23,7.8125
1985-10-24,7.859375
1985-10-25,7.9375
1985-10-28,7.90625
1985-10-29,8.1875
1985-10-30,8.296875
1985-10-31,8.375
1985-11-01,8.40625
1985-11-04,8.390625
1985-11-05,8.234375
1985-11-06,8.390625
1985-11-07,8.59375
1985-11-08,8.671875
1985-11-11,8.96875
1985-11-12,8.8125
1985-11-13,8.796875
1985-11-14,8.796875
1985-11-15,8.6875
1985-11-18,8.65625
1985-11-19,8.671875
1985-11-20,8.625
1985-11-21,8.75
1985-11-22,8.671875
1985-11-25,8.75
1985-11-26,8.71875
1985-11-27,8.78125
1985-11-29,8.765625
1985-12-02,8.65625
1985-12-03,8.71875
1985-12-04,8.8125
1985-12-05,8.796875
1985-12-06,8.625
1985-12-09,8.515625
1985-12-10,8.46875
1985-12-11,8.59375
1985-12-12,8.640625
1985-12-13,8.65625
1985-12-16,8.796875
1985-12-17,8.71875
1985-12-18,8.75
1985-12-19,8.625
1985-12-20,8.53125
1985-12-23,8.484375
1985-12-24,8.484375
1985-12-26,8.5
1985-12-27,8.484375
1985-12-30,8.53125
1985-12-31,8.6875
1986-01-02,8.625
1986-01-03,8.65625
1986-01-06,8.59375
1986-01-07,8.734375
1986-01-08,8.5625
1986-01-09,8.25
1986-01-10,8.265625
1986-01-13,8.140625
1986-01-14,8.203125
1986-01-15,8.171875
1986-01-16,8.140625
1986-01-17,8.140625
1986-01-20,8.140625
1986-01-21,8.140625
1986-01-22,8.21875
1986-01-23,8.34375
1986-01-24,8.375
1986-01-27,8.390625
1986-01-28,8.84375
1986-01-29,9.0
1986-01-30,9.03125
1986-01-31,9.1875
1986-02-03,9.3125
1986-02-04,9.1875
1986-02-05,8.9375
1986-02-06,8.75
1986-02-07,8.6875
1986-02-10,8.65625
1986-02-11,8.5625
1986-02-12,8.5625
1986-02-13,8.5625
1986-02-14,8.53125
1986-02-18,8.6875
1986-02-19,8.90625
1986-02-20,9.0625
1986-02-21,9.09375
1986-02-24,9.03125
1986-02-25,9.125
1986-02-26,9.21875
1986-02-27,9.4375
1986-02-28,9.65625
1986-03-03,9.6875
1986-03-04,9.6875
1986-03-05,9.6875
1986-03-06,9.8125
1986-03-07,9.78125
1986-03-10,9.75
1986-03-11,9.8125
1986-03-12,9.90625
1986-03-13,9.84375
1986-03-14,9.9375
1986-03-17,9.9375
1986-03-18,10.03125
1986-03-19,10.15625
1986-03-20,10.34375
1986-03-21,10.0
1986-03-24,10.21875
1986-03-25,10.03125
1986-03-26,10.28125
1986-03-27,10.59375
1986-03-31,10.6875
1986-04-01,10.6875
1986-04-02,10.625
1986-04-03,10.25
1986-04-04,9.75
1986-04-07,9.59375
1986-04-08,10.34375
1986-04-09,10.46875
1986-04-10,10.40625
1986-04-11,10.40625
1986-04-14,10.46875
1986-04-15,10.59375
1986-04-16,10.84375
1986-04-17,10.6875
1986-04-18,10.8125
1986-04-21,10.875
1986-04-22,10.78125
1986-04-23,10.8125
1986-04-24,10.96875
1986-04-25,10.8125
1986-04-28,10.8125
1986-04-29,10.6875
1986-04-30,10.5
1986-05-01,10.5
1986-05-02,10.46875
1986-05-05,10.59375
1986-05-06,10.5625
1986-05-07,10.5625
1986-05-08,10.59375
1986-05-09,10.875
1986-05-12,10.8125
1986-05-13,10.78125
1986-05-14,10.875
1986-05-15,10.875
1986-05-16,11.25
1986-05-19,11.40625
1986-05-20,11.375
1986-05-21,11.28125
1986-05-22,11.875
1986-05-23,11.90625
1986-05-27,12.21875
1986-05-28,11.96875
1986-05-29,12.0
1986-05-30,12.03125
1986-06-02,11.875
1986-06-03,12.0
1986-06-04,12.0
1986-06-05,11.875
1986-06-06,11.8125
1986-06-09,11.25
1986-06-10,11.34375
1986-06-11,11.71875
1986-06-12,11.78125
1986-06-13,11.875
1986-06-16,12.09375
1986-06-17,12.0
1986-06-18,12.09375
1986-06-19,12.09375
1986-06-20,13.25
1986-06-23,13.0
1986-06-24,13.25
1986-06-25,13.75
1986-06-26,13.875
1986-06-27,14.25
1986-06-30,14.375
1986-07-01,14.25
1986-07-02,14.25
1986-07-03,14.28125
1986-07-07,13.59375
1986-07-08,13.25
1986-07-09,13.625
1986-07-10,13.625
1986-07-11,13.6875
1986-07-14,13.09375
1986-07-15,12.59375
1986-07-16,12.875
1986-07-17,13.0625
1986-07-18,13.0
1986-07-21,12.75
1986-07-22,12.90625
1986-07-23,12.875
1986-07-24,13.03125
1986-07-25,13.375
1986-07-28,13.0625
1986-07-29,13.0625
1986-07-30,13.4375
1986-07-31,13.53125
1986-08-01,13.53125
1986-08-04,13.5
1986-08-05,13.4375
1986-08-06,13.34375
1986-08-07,13.125
1986-08-08,13.0625
1986-08-11,13.1875
1986-08-12,13.25
1986-08-13,13.40625
1986-08-14,13.5
1986-08-15,13.4375
1986-08-18,13.75
1986-08-19,13.71875
1986-08-20,13.6875
1986-08-21,13.59375
1986-08-22,13.5625
1986-08-25,13.53125
1986-08-26,13.71875
1986-08-27,13.6875
1986-08-28,13.78125
1986-08-29,13.8125
1986-09-02,13.25
1986-09-03,13.34375
1986-09-04,13.375
1986-09-05,12.875
1986-09-08,12.5
1986-09-09,12.28125
1986-09-10,12.5
1986-09-11,11.65625
1986-09-12,10.90625
1986-09-15,10.84375
1986-09-16,10.90625
1986-09-17,10.9375
1986-09-18,10.875
1986-09-19,11.3125
1986-09-22,12.25
1986-09-23,12.0
1986-09-24,11.96875
1986-09-25,11.625
1986-09-26,11.71875
1986-09-29,11.46875
1986-09-30,11.59375
1986-10-01,11.84375
1986-10-02,12.0
1986-10-03,12.03125
1986-10-06,12.125
1986-10-07,12.09375
1986-10-08,12.21875
1986-10-09,12.375
1986-10-10,12.21875
1986-10-13,12.25
1986-10-14,12.21875
1986-10-15,13.0
1986-10-16,12.8125
1986-10-17,12.59375
1986-10-20,12.15625
1986-10-21,12.15625
1986-10-22,12.09375
1986-10-23,12.1875
1986-10-24,12.125
1986-10-27,12.34375
1986-10-28,12.6875
1986-10-29,12.8125
1986-10-30,12.96875
1986-10-31,12.8125
1986-11-03,12.71875
1986-11-04,12.75
1986-11-05,12.9375
1986-11-06,12.75
1986-11-07,12.5625
1986-11-10,12.5
1986-11-11,12.84375
1986-11-12,12.71875
1986-11-13,12.6875
1986-11-14,12.90625
1986-11-17,12.5625
1986-11-18,11.90625
1986-11-19,12.125
1986-11-20,12.375
1986-11-21,12.65625
1986-11-24,13.03125
1986-11-25,13.0
1986-11-26,13.03125
1986-11-28,13.15625
1986-12-01,13.125
1986-12-02,13.5
1986-12-03,13.4375
1986-12-04,13.5
1986-12-05,13.40625
1986-12-08,13.53125
1986-12-09,13.21875
1986-12-10,13.28125
1986-12-11,12.90625
1986-12-12,12.9375
1986-12-15,12.8125
1986-12-16,13.0625
1986-12-17,13.125
1986-12-18,13.09375
1986-12-19,13.75
1986-12-22,13.6875
1986-12-23,13.4375
1986-12-24,13.28125
1986-12-26,13.25
1986-12-29,13.0625
1986-12-30,12.78125
1986-12-31,12.9375
1987-01-02,13.1875
1987-01-05,13.34375
1987-01-06,13.375
1987-01-07,13.6875
1987-01-08,13.625
1987-01-09,13.8125
1987-01-12,13.9375
1987-01-13,13.9375
1987-01-14,13.9375
1987-01-15,13.90625
1987-01-16,14.15625
1987-01-19,14.1875
1987-01-20,14.15625
1987-01-21,14.15625
1987-01-22,14.875
1987-01-23,14.40625
1987-01-26,14.40625
1987-01-27,14.84375
1987-01-28,15.0625
1987-01-29,15.21875
1987-01-30,14.96875
1987-02-02,14.8125
1987-02-03,14.8125
1987-02-04,15.3125
1987-02-05,15.0625
1987-02-06,15.0625
1987-02-09,14.625
1987-02-10,14.46875
1987-02-11,14.59375
1987-02-12,14.46875
1987-02-13,14.84375
1987-02-17,15.28125
1987-02-18,15.3125
1987-02-19,15.375
1987-02-20,15.34375
1987-02-23,15.03125
1987-02-24,15.0625
1987-02-25,15.5
1987-02-26,15.125
1987-02-27,15.09375
1987-03-02,15.40625
1987-03-03,15.25
1987-03-04,15.25
1987-03-05,15.25
1987-03-06,15.46875
1987-03-09,15.5
1987-03-10,15.3125
1987-03-11,15.28125
1987-03-12,15.53125
1987-03-13,15.15625
1987-03-16,14.96875
1987-03-17,15.03125
1987-03-18,14.78125
1987-03-19,14.8125
1987-03-20,15.09375
1987-03-23,15.28125
1987-03-24,15.78125
1987-03-25,15.71875
1987-03-26,16.03125
1987-03-27,15.625
1987-03-30,14.8125
1987-03-31,14.75
1987-04-01,14.84375
1987-04-02,14.625
1987-04-03,15.125
1987-04-06,15.0
1987-04-07,14.5
1987-04-08,14.8125
1987-04-09,14.5625
1987-04-10,14.5625
1987-04-13,14.0625
1987-04-14,13.4375
1987-04-15,14.25
1987-04-16,14.5
1987-04-20,14.375
1987-04-21,14.75
1987-04-22,14.28125
1987-04-23,14.28125
1987-04-24,14.46875
1987-04-27,14.15625
1987-04-28,14.21875
1987-04-29,14.34375
