Date,BF-B
1980-03-17,0.442963
1980-03-18,0.442963
1980-03-19,0.44888900000000004
1980-03-20,0.45037
1980-03-21,0.44444399999999995
1980-03-24,0.419259
1980-03-25,0.414815
1980-03-26,0.414815
1980-03-27,0.407407
1980-03-28,0.414815
1980-03-31,0.42222200000000004
1980-04-01,0.417778
1980-04-02,0.426667
1980-04-03,0.42370399999999997
1980-04-07,0.417778
1980-04-08,0.417778
1980-04-09,0.420741
1980-04-10,0.42963
1980-04-11,0.428148
1980-04-14,0.426667
1980-04-15,0.42518500000000004
1980-04-16,0.414815
1980-04-17,0.414815
1980-04-18,0.419259
1980-04-21,0.419259
1980-04-22,0.432593
1980-04-23,0.43555600000000005
1980-04-24,0.420741
1980-04-25,0.417778
1980-04-28,0.426667
1980-04-29,0.42518500000000004
1980-04-30,0.417778
1980-05-01,0.417778
1980-05-02,0.408889
1980-05-05,0.408889
1980-05-06,0.426667
1980-05-07,0.426667
1980-05-08,0.432593
1980-05-09,0.43851899999999994
1980-05-12,0.437037
1980-05-13,0.437037
1980-05-14,0.43851899999999994
1980-05-15,0.43851899999999994
1980-05-16,0.43851899999999994
1980-05-19,0.453333
1980-05-20,0.45925900000000003
1980-05-21,0.460741
1980-05-22,0.460741
1980-05-23,0.46814799999999995
1980-05-27,0.465185
1980-05-28,0.46814799999999995
1980-05-29,0.47259300000000004
1980-05-30,0.463704
1980-06-02,0.465185
1980-06-03,0.456296
1980-06-04,0.45037
1980-06-05,0.453333
1980-06-06,0.456296
1980-06-09,0.45185200000000003
1980-06-10,0.488889
1980-06-11,0.49185200000000007
1980-06-12,0.474074
1980-06-13,0.477037
1980-06-16,0.47555600000000003
1980-06-17,0.484444
1980-06-18,0.485926
1980-06-19,0.488889
1980-06-20,0.49185200000000007
1980-06-23,0.484444
1980-06-24,0.500741
1980-06-25,0.497778
1980-06-26,0.497778
1980-06-27,0.488889
1980-06-30,0.497778
1980-07-01,0.500741
1980-07-02,0.500741
1980-07-03,0.50963
1980-07-07,0.522963
1980-07-08,0.5214810000000001
1980-07-09,0.515556
1980-07-10,0.515556
1980-07-11,0.514074
1980-07-14,0.5214810000000001
1980-07-15,0.518519
1980-07-16,0.5214810000000001
1980-07-17,0.5214810000000001
1980-07-18,0.527407
1980-07-21,0.527407
1980-07-22,0.525926
1980-07-23,0.5214810000000001
1980-07-24,0.515556
1980-07-25,0.5125930000000001
1980-07-28,0.514074
1980-07-29,0.542222
1980-07-30,0.539259
1980-07-31,0.536296
1980-08-01,0.548148
1980-08-04,0.548148
1980-08-05,0.5496300000000001
1980-08-06,0.545185
1980-08-07,0.557037
1980-08-08,0.558519
1980-08-11,0.558519
1980-08-12,0.555556
1980-08-13,0.548148
1980-08-14,0.545185
1980-08-15,0.540741
1980-08-18,0.540741
1980-08-19,0.548148
1980-08-20,0.552593
1980-08-21,0.567407
1980-08-22,0.583704
1980-08-25,0.5911109999999999
1980-08-26,0.58963
1980-08-27,0.582222
1980-08-28,0.580741
1980-08-29,0.58963
1980-09-02,0.586667
1980-09-03,0.5955560000000001
1980-09-04,0.6
1980-09-05,0.61037
1980-09-08,0.623704
1980-09-09,0.625185
1980-09-10,0.623704
1980-09-11,0.620741
1980-09-12,0.6281479999999999
1980-09-15,0.6281479999999999
1980-09-16,0.6281479999999999
1980-09-17,0.626667
1980-09-18,0.635556
1980-09-19,0.634074
1980-09-22,0.6444439999999999
1980-09-23,0.6444439999999999
1980-09-24,0.637037
1980-09-25,0.634074
1980-09-26,0.6281479999999999
1980-09-29,0.625185
1980-09-30,0.625185
1980-10-01,0.622222
1980-10-02,0.616296
1980-10-03,0.613333
1980-10-06,0.626667
1980-10-07,0.62963
1980-10-08,0.637037
1980-10-09,0.64
1980-10-10,0.64
1980-10-13,0.6325930000000001
1980-10-14,0.622222
1980-10-15,0.614815
1980-10-16,0.619259
1980-10-17,0.614815
1980-10-20,0.61037
1980-10-21,0.614815
1980-10-22,0.619259
1980-10-23,0.616296
1980-10-24,0.614815
1980-10-27,0.616296
1980-10-28,0.61037
1980-10-29,0.598518
1980-10-30,0.592593
1980-10-31,0.586667
1980-11-03,0.5955560000000001
1980-11-05,0.598518
1980-11-06,0.5851850000000001
1980-11-07,0.565926
1980-11-10,0.586667
1980-11-11,0.592593
1980-11-12,0.586667
1980-11-13,0.598518
1980-11-14,0.604444
1980-11-17,0.616296
1980-11-18,0.619259
1980-11-19,0.6281479999999999
1980-11-20,0.634074
1980-11-21,0.64
1980-11-24,0.659259
1980-11-25,0.681481
1980-11-26,0.681481
1980-11-28,0.675556
1980-12-01,0.666667
1980-12-02,0.666667
1980-12-03,0.660741
1980-12-04,0.645926
1980-12-05,0.6429630000000001
1980-12-08,0.62963
1980-12-09,0.6325930000000001
1980-12-10,0.6414810000000001
1980-12-11,0.64
1980-12-12,0.634074
1980-12-15,0.622222
1980-12-16,0.62963
1980-12-17,0.645926
1980-12-18,0.648889
1980-12-19,0.6518520000000001
1980-12-22,0.648889
1980-12-23,0.6533329999999999
1980-12-24,0.657778
1980-12-26,0.6518520000000001
1980-12-29,0.660741
1980-12-30,0.657778
1980-12-31,0.6533329999999999
1981-01-02,0.660741
1981-01-05,0.659259
1981-01-06,0.665185
1981-01-07,0.660741
1981-01-08,0.663704
1981-01-09,0.6696300000000001
1981-01-12,0.6533329999999999
1981-01-13,0.657778
1981-01-14,0.6518520000000001
1981-01-15,0.6429630000000001
1981-01-16,0.645926
1981-01-19,0.6518520000000001
1981-01-20,0.64
1981-01-21,0.6429630000000001
1981-01-22,0.656296
1981-01-23,0.656296
1981-01-26,0.645926
1981-01-27,0.6444439999999999
1981-01-28,0.65037
1981-01-29,0.647407
1981-01-30,0.647407
1981-02-02,0.65037
1981-02-03,0.65037
1981-02-04,0.662222
1981-02-05,0.6696300000000001
1981-02-06,0.666667
1981-02-09,0.666667
1981-02-10,0.666667
1981-02-11,0.668148
1981-02-12,0.674074
1981-02-13,0.671111
1981-02-17,0.6696300000000001
1981-02-18,0.6696300000000001
1981-02-19,0.665185
1981-02-20,0.666667
1981-02-23,0.6696300000000001
1981-02-24,0.6844439999999999
1981-02-25,0.687407
1981-02-26,0.696296
1981-02-27,0.7051850000000001
1981-03-02,0.717037
1981-03-03,0.72
1981-03-04,0.7259260000000001
1981-03-05,0.72
1981-03-06,0.703704
1981-03-09,0.691852
1981-03-10,0.6903699999999999
1981-03-11,0.681481
1981-03-12,0.687407
1981-03-13,0.687407
1981-03-16,0.694815
1981-03-17,0.696296
1981-03-18,0.697778
1981-03-19,0.703704
1981-03-20,0.714074
1981-03-23,0.724444
1981-03-24,0.739259
1981-03-25,0.7525930000000001
1981-03-26,0.7481479999999999
1981-03-27,0.7481479999999999
1981-03-30,0.745185
1981-03-31,0.7525930000000001
1981-04-01,0.740741
1981-04-02,0.7377779999999999
1981-04-03,0.7377779999999999
1981-04-06,0.734815
1981-04-07,0.728889
1981-04-08,0.7318520000000001
1981-04-09,0.728889
1981-04-10,0.7318520000000001
1981-04-13,0.714074
1981-04-14,0.7155560000000001
1981-04-15,0.712593
1981-04-16,0.717037
1981-04-20,0.72
1981-04-21,0.721482
1981-04-22,0.72
1981-04-23,0.72
1981-04-24,0.72
1981-04-27,0.734815
1981-04-28,0.733333
1981-04-29,0.724444
1981-04-30,0.724444
1981-05-01,0.7111109999999999
1981-05-04,0.706667
1981-05-05,0.699259
1981-05-06,0.678519
1981-05-07,0.675556
1981-05-08,0.706667
1981-05-11,0.699259
1981-05-12,0.6903699999999999
1981-05-13,0.693333
1981-05-14,0.693333
1981-05-15,0.70963
1981-05-18,0.714074
1981-05-19,0.706667
1981-05-20,0.722963
1981-05-21,0.7318520000000001
1981-05-22,0.728889
1981-05-26,0.743704
1981-05-27,0.7377779999999999
1981-05-28,0.739259
1981-05-29,0.733333
1981-06-01,0.724444
1981-06-02,0.724444
1981-06-03,0.727407
1981-06-04,0.724444
1981-06-05,0.718518
1981-06-08,0.712593
1981-06-09,0.712593
1981-06-10,0.7111109999999999
1981-06-11,0.703704
1981-06-12,0.7051850000000001
1981-06-15,0.708148
1981-06-16,0.702222
1981-06-17,0.7051850000000001
1981-06-18,0.712593
1981-06-19,0.70963
1981-06-22,0.714074
1981-06-23,0.740741
1981-06-24,0.740741
1981-06-25,0.7525930000000001
1981-06-26,0.743704
1981-06-29,0.743704
1981-06-30,0.742222
1981-07-01,0.7585189999999999
1981-07-02,0.7585189999999999
1981-07-06,0.755556
1981-07-07,0.728889
1981-07-08,0.734815
1981-07-09,0.736296
1981-07-10,0.736296
1981-07-13,0.7318520000000001
1981-07-14,0.722963
1981-07-15,0.717037
1981-07-16,0.714074
1981-07-17,0.714074
1981-07-20,0.7051850000000001
1981-07-21,0.708148
1981-07-22,0.7051850000000001
1981-07-23,0.7111109999999999
1981-07-24,0.7111109999999999
1981-07-27,0.702222
1981-07-28,0.7111109999999999
1981-07-29,0.7111109999999999
1981-07-30,0.717037
1981-07-31,0.708148
1981-08-03,0.722963
1981-08-04,0.740741
1981-08-05,0.77037
1981-08-06,0.776296
1981-08-07,0.767407
1981-08-10,0.7614810000000001
1981-08-11,0.7614810000000001
1981-08-12,0.7585189999999999
1981-08-13,0.7614810000000001
1981-08-14,0.734815
1981-08-17,0.734815
1981-08-18,0.7111109999999999
1981-08-19,0.717037
1981-08-20,0.7111109999999999
1981-08-21,0.72
1981-08-24,0.699259
1981-08-25,0.699259
1981-08-26,0.708148
1981-08-27,0.7051850000000001
1981-08-28,0.7111109999999999
1981-08-31,0.675556
1981-09-01,0.678519
1981-09-02,0.702222
1981-09-03,0.699259
1981-09-04,0.678519
1981-09-08,0.657778
1981-09-09,0.657778
1981-09-10,0.648889
1981-09-11,0.6429630000000001
1981-09-14,0.64
1981-09-15,0.6281479999999999
1981-09-16,0.6281479999999999
1981-09-17,0.64
1981-09-18,0.6548149999999999
1981-09-21,0.64
1981-09-22,0.663704
1981-09-23,0.657778
1981-09-24,0.6518520000000001
1981-09-25,0.6518520000000001
1981-09-28,0.64
1981-09-29,0.660741
1981-09-30,0.6518520000000001
1981-10-01,0.6518520000000001
1981-10-02,0.657778
1981-10-05,0.657778
1981-10-06,0.672593
1981-10-07,0.675556
1981-10-08,0.678519
1981-10-09,0.672593
1981-10-12,0.672593
1981-10-13,0.681481
1981-10-14,0.672593
1981-10-15,0.675556
1981-10-16,0.681481
1981-10-19,0.699259
1981-10-20,0.702222
1981-10-21,0.6903699999999999
1981-10-22,0.7111109999999999
1981-10-23,0.7111109999999999
1981-10-26,0.675556
1981-10-27,0.687407
1981-10-28,0.681481
1981-10-29,0.681481
1981-10-30,0.722963
1981-11-02,0.7377779999999999
1981-11-03,0.7585189999999999
1981-11-04,0.7614810000000001
1981-11-05,0.7614810000000001
1981-11-06,0.767407
1981-11-09,0.788148
1981-11-10,0.8
1981-11-11,0.797037
1981-11-12,0.811852
1981-11-13,0.802963
1981-11-16,0.788148
1981-11-17,0.785185
1981-11-18,0.788148
1981-11-19,0.776296
1981-11-20,0.779259
1981-11-23,0.7614810000000001
1981-11-24,0.77037
1981-11-25,0.779259
1981-11-27,0.782222
1981-11-30,0.782222
1981-12-01,0.782222
1981-12-02,0.785185
1981-12-03,0.785185
1981-12-04,0.794074
1981-12-07,0.802963
1981-12-08,0.802963
1981-12-09,0.805926
1981-12-10,0.8
1981-12-11,0.797037
1981-12-14,0.8
1981-12-15,0.805926
1981-12-16,0.805926
1981-12-17,0.8
1981-12-18,0.805926
1981-12-21,0.797037
1981-12-22,0.805926
1981-12-23,0.791111
1981-12-24,0.785185
1981-12-28,0.788148
1981-12-29,0.802963
1981-12-30,0.826667
1981-12-31,0.856296
1982-01-04,0.841482
1982-01-05,0.82963
1982-01-06,0.8
1982-01-07,0.7614810000000001
1982-01-08,0.746667
1982-01-11,0.74963
1982-01-12,0.6844439999999999
1982-01-13,0.666667
1982-01-14,0.675556
1982-01-15,0.696296
1982-01-18,0.699259
1982-01-19,0.6903699999999999
1982-01-20,0.681481
1982-01-21,0.696296
1982-01-22,0.7111109999999999
1982-01-25,0.702222
1982-01-26,0.734815
1982-01-27,0.734815
1982-01-28,0.7318520000000001
1982-01-29,0.734815
1982-02-01,0.7318520000000001
1982-02-02,0.734815
1982-02-03,0.743704
1982-02-04,0.746667
1982-02-05,0.728889
1982-02-08,0.7259260000000001
1982-02-09,0.7259260000000001
1982-02-10,0.7377779999999999
1982-02-11,0.7377779999999999
1982-02-12,0.7377779999999999
1982-02-16,0.7377779999999999
1982-02-17,0.7377779999999999
1982-02-18,0.7111109999999999
1982-02-19,0.702222
1982-02-22,0.6844439999999999
1982-02-23,0.702222
1982-02-24,0.7051850000000001
1982-02-25,0.702222
1982-02-26,0.702222
1982-03-01,0.6844439999999999
1982-03-02,0.717037
1982-03-03,0.72
1982-03-04,0.717037
1982-03-05,0.7111109999999999
1982-03-08,0.717037
1982-03-09,0.7111109999999999
1982-03-10,0.717037
1982-03-11,0.7111109999999999
1982-03-12,0.7111109999999999
1982-03-15,0.717037
1982-03-16,0.72
1982-03-17,0.7318520000000001
1982-03-18,0.734815
1982-03-19,0.7377779999999999
1982-03-22,0.746667
1982-03-23,0.7525930000000001
1982-03-24,0.755556
1982-03-25,0.776296
1982-03-26,0.791111
1982-03-29,0.776296
1982-03-30,0.779259
1982-03-31,0.791111
1982-04-01,0.817778
1982-04-02,0.8237040000000001
1982-04-05,0.826667
1982-04-06,0.817778
1982-04-07,0.847407
1982-04-08,0.8622219999999999
1982-04-12,0.856296
1982-04-13,0.838519
1982-04-14,0.865185
1982-04-15,0.859259
1982-04-16,0.8622219999999999
1982-04-19,0.9037040000000001
1982-04-20,0.885926
1982-04-21,0.8681479999999999
1982-04-22,0.865185
1982-04-23,0.900741
1982-04-26,0.900741
1982-04-27,0.8770370000000001
1982-04-28,0.865185
1982-04-29,0.8711110000000001
1982-04-30,0.8681479999999999
