Date,CE
2006-04-24,21.98
2006-04-25,21.700001
2006-04-26,21.809998999999998
2006-04-27,22.110001
2006-04-28,21.950001
2006-05-01,22.01
2006-05-02,22.08
2006-05-03,22.51
2006-05-04,22.440001000000002
2006-05-05,22.5
2006-05-08,22.73
2006-05-09,22.42
2006-05-10,21.27
2006-05-11,21.540001
2006-05-12,20.82
2006-05-15,20.73
2006-05-16,21.059998999999998
2006-05-17,20.4
2006-05-18,20.27
2006-05-19,20.6
2006-05-22,19.809998999999998
2006-05-23,19.809998999999998
2006-05-24,19.16
2006-05-25,19.58
2006-05-26,19.610001
2006-05-30,19.030001000000002
2006-05-31,19.709999
2006-06-01,20.209999
2006-06-02,20.459999
2006-06-05,19.99
2006-06-06,19.879998999999998
2006-06-07,19.129998999999998
2006-06-08,19.139999
2006-06-09,18.91
2006-06-12,18.66
2006-06-13,18.84
2006-06-14,18.98
2006-06-15,19.700001
2006-06-16,19.700001
2006-06-19,19.25
2006-06-20,19.200001
2006-06-21,19.57
2006-06-22,19.870001000000002
2006-06-23,19.99
2006-06-26,19.98
2006-06-27,20.0
2006-06-28,20.0
2006-06-29,20.389999
2006-06-30,20.42
2006-07-03,20.58
2006-07-05,20.469998999999998
2006-07-06,20.389999
2006-07-07,20.43
2006-07-10,20.620001000000002
2006-07-11,20.5
2006-07-12,20.139999
2006-07-13,19.65
2006-07-14,19.51
2006-07-17,19.25
2006-07-18,19.0
2006-07-19,19.49
2006-07-20,19.379998999999998
2006-07-21,18.85
2006-07-24,19.43
2006-07-25,19.58
2006-07-26,19.440001000000002
2006-07-27,18.809998999999998
2006-07-28,19.200001
2006-07-31,19.209999
2006-08-01,17.25
2006-08-02,17.73
2006-08-03,17.35
2006-08-04,17.700001
2006-08-07,17.889999
2006-08-08,18.370001000000002
2006-08-09,18.200001
2006-08-10,18.35
2006-08-11,18.0
2006-08-14,17.99
2006-08-15,18.41
2006-08-16,18.58
2006-08-17,19.0
2006-08-18,19.059998999999998
2006-08-21,18.6
2006-08-22,18.690001000000002
2006-08-23,18.370001000000002
2006-08-24,18.290001
2006-08-25,18.24
2006-08-28,18.389999
2006-08-29,18.700001
2006-08-30,18.59
2006-08-31,18.49
2006-09-01,18.690001000000002
2006-09-05,18.469998999999998
2006-09-06,17.860001
2006-09-07,17.809998999999998
2006-09-08,18.040001
2006-09-11,18.17
2006-09-12,18.200001
2006-09-13,17.99
2006-09-14,17.84
2006-09-15,17.91
2006-09-18,18.049999
2006-09-19,17.85
2006-09-20,18.25
2006-09-21,18.469998999999998
2006-09-22,18.139999
2006-09-25,18.32
2006-09-26,18.32
2006-09-27,18.23
2006-09-28,18.01
2006-09-29,17.9
2006-10-02,17.59
2006-10-03,17.790001
2006-10-04,17.780001000000002
2006-10-05,18.35
2006-10-06,18.059998999999998
2006-10-09,18.030001000000002
2006-10-10,17.93
2006-10-11,17.84
2006-10-12,17.85
2006-10-13,18.190001000000002
2006-10-16,18.780001000000002
2006-10-17,18.59
2006-10-18,18.74
2006-10-19,19.299999
2006-10-20,19.24
2006-10-23,19.450001
2006-10-24,19.58
2006-10-25,19.709999
2006-10-26,20.1
2006-10-27,19.790001
2006-10-30,19.6
2006-10-31,20.610001
2006-11-01,20.84
2006-11-02,21.07
2006-11-03,20.950001
2006-11-06,21.1
2006-11-07,20.959999
2006-11-08,20.25
2006-11-09,20.25
2006-11-10,20.01
2006-11-13,20.07
2006-11-14,19.889999
2006-11-15,20.440001000000002
2006-11-16,20.469998999999998
2006-11-17,20.879998999999998
2006-11-20,21.030001000000002
2006-11-21,21.33
2006-11-22,21.5
2006-11-24,21.530001000000002
2006-11-27,21.5
2006-11-28,21.83
2006-11-29,21.889999
2006-11-30,22.0
2006-12-01,21.959999
2006-12-04,21.950001
2006-12-05,22.639999
2006-12-06,22.870001000000002
2006-12-07,23.200001
2006-12-08,22.99
2006-12-11,22.950001
2006-12-12,22.66
2006-12-13,23.799999
2006-12-14,25.02
2006-12-15,25.4
2006-12-18,25.040001
2006-12-19,25.76
2006-12-20,25.74
2006-12-21,25.07
2006-12-22,25.15
2006-12-26,25.1
2006-12-27,25.43
2006-12-28,25.790001
2006-12-29,25.879998999999998
2007-01-03,25.309998999999998
2007-01-04,25.200001
2007-01-05,25.059998999999998
2007-01-08,24.93
2007-01-09,24.92
2007-01-10,24.799999
2007-01-11,24.76
2007-01-12,25.4
2007-01-16,25.68
2007-01-17,25.799999
2007-01-18,25.27
2007-01-19,25.23
2007-01-22,25.5
2007-01-23,25.74
2007-01-24,26.01
2007-01-25,25.74
2007-01-26,25.77
2007-01-29,26.02
2007-01-30,26.120001000000002
2007-01-31,26.25
2007-02-01,26.48
2007-02-02,26.68
2007-02-05,26.57
2007-02-06,27.85
2007-02-07,27.639999
2007-02-08,28.110001
2007-02-09,28.370001000000002
2007-02-12,28.530001000000002
2007-02-13,28.99
2007-02-14,28.73
2007-02-15,29.110001
2007-02-16,29.299999
2007-02-20,29.68
2007-02-21,29.879998999999998
2007-02-22,29.190001000000002
2007-02-23,29.629998999999998
2007-02-26,29.780001000000002
2007-02-27,29.15
2007-02-28,28.58
2007-03-01,28.299999
2007-03-02,28.33
2007-03-05,29.33
2007-03-06,30.110001
2007-03-07,29.91
2007-03-08,30.18
2007-03-09,30.190001000000002
2007-03-12,30.620001000000002
2007-03-13,30.469998999999998
2007-03-14,30.4
2007-03-15,30.25
2007-03-16,30.120001000000002
2007-03-19,30.219998999999998
2007-03-20,30.48
2007-03-21,30.870001000000002
2007-03-22,31.27
2007-03-23,30.83
2007-03-26,30.799999
2007-03-27,30.780001000000002
2007-03-28,30.809998999999998
2007-03-29,30.459999
2007-03-30,30.84
2007-04-02,30.99
2007-04-03,31.67
2007-04-04,31.110001
2007-04-05,31.559998999999998
2007-04-09,32.040001000000004
2007-04-10,31.889999
2007-04-11,31.51
2007-04-12,31.950001
2007-04-13,32.169998
2007-04-16,31.870001000000002
2007-04-17,32.400002
2007-04-18,33.389998999999996
2007-04-19,32.869999
2007-04-20,32.77
2007-04-23,32.75
2007-04-24,32.360001000000004
2007-04-25,32.529999
2007-04-26,32.610001000000004
2007-04-27,32.669998
2007-04-30,33.169998
2007-05-01,33.970001
2007-05-02,34.689999
2007-05-03,34.68
2007-05-04,34.799999
2007-05-07,35.049999
2007-05-08,35.139998999999996
2007-05-09,35.060001
2007-05-10,35.029999
2007-05-11,36.02
2007-05-14,36.360001000000004
2007-05-15,35.169998
2007-05-16,35.41
2007-05-17,35.939999
2007-05-18,36.0
2007-05-21,36.02
2007-05-22,35.98
2007-05-23,35.990002000000004
2007-05-24,35.630001
2007-05-25,36.560001
2007-05-29,36.200001
2007-05-30,36.470001
2007-05-31,36.389998999999996
2007-06-01,37.200001
2007-06-04,36.959998999999996
2007-06-05,37.869999
2007-06-06,37.630001
2007-06-07,37.169998
2007-06-08,37.009997999999996
2007-06-11,37.380001
2007-06-12,37.299999
2007-06-13,37.330002
2007-06-14,37.439999
2007-06-15,37.470001
2007-06-18,37.299999
2007-06-19,37.0
2007-06-20,36.619999
2007-06-21,37.16
2007-06-22,37.889998999999996
2007-06-25,38.09
2007-06-26,38.740002000000004
2007-06-27,38.639998999999996
2007-06-28,38.700001
2007-06-29,38.779999
2007-07-02,39.389998999999996
2007-07-03,39.619999
2007-07-05,40.43
2007-07-06,40.959998999999996
2007-07-09,40.529999
2007-07-10,40.799999
2007-07-11,40.66
2007-07-12,41.459998999999996
2007-07-13,41.98
2007-07-16,41.919998
2007-07-17,41.290001000000004
2007-07-18,41.27
2007-07-19,38.299999
2007-07-20,37.310001
2007-07-23,38.02
2007-07-24,38.529999
2007-07-25,39.990002000000004
2007-07-26,38.990002000000004
2007-07-27,36.34
2007-07-30,36.57
2007-07-31,37.5
2007-08-01,38.380001
2007-08-02,37.119999
2007-08-03,37.02
2007-08-06,36.07
2007-08-07,35.209998999999996
2007-08-08,36.5
2007-08-09,32.779999
2007-08-10,33.52
2007-08-13,35.540001000000004
2007-08-14,34.110001000000004
2007-08-15,33.080002
2007-08-16,32.369999
2007-08-17,32.619999
2007-08-20,33.73
2007-08-21,33.360001000000004
2007-08-22,34.0
2007-08-23,33.990002000000004
2007-08-24,35.189999
2007-08-27,34.990002000000004
2007-08-28,33.799999
2007-08-29,34.59
2007-08-30,34.950001
2007-08-31,35.919998
2007-09-04,36.389998999999996
2007-09-05,35.700001
2007-09-06,36.0
2007-09-07,35.240002000000004
2007-09-10,35.0
2007-09-11,35.900002
2007-09-12,35.130001
2007-09-13,35.029999
2007-09-14,35.619999
2007-09-17,35.700001
2007-09-18,36.810001
2007-09-19,36.73
2007-09-20,36.599998
2007-09-21,37.740002000000004
2007-09-24,37.360001000000004
2007-09-25,36.59
2007-09-26,38.41
2007-09-27,38.709998999999996
2007-09-28,38.98
2007-10-01,39.82
2007-10-02,39.470001
2007-10-03,39.27
2007-10-04,39.880001
2007-10-05,39.93
2007-10-08,39.98
2007-10-09,40.759997999999996
2007-10-10,40.84
2007-10-11,40.599998
2007-10-12,40.919998
2007-10-15,41.080002
2007-10-16,40.419998
2007-10-17,40.119999
2007-10-18,40.68
2007-10-19,38.950001
2007-10-22,39.119999
2007-10-23,40.119999
2007-10-24,41.23
2007-10-25,41.400002
2007-10-26,41.849998
2007-10-29,41.950001
2007-10-30,40.93
2007-10-31,41.959998999999996
2007-11-01,41.43
2007-11-02,41.77
2007-11-05,41.34
2007-11-06,42.169998
2007-11-07,41.689999
2007-11-08,41.290001000000004
2007-11-09,39.299999
2007-11-12,37.720001
2007-11-13,38.970001
2007-11-14,39.049999
2007-11-15,37.709998999999996
2007-11-16,37.98
2007-11-19,36.43
2007-11-20,36.639998999999996
2007-11-21,35.669998
2007-11-23,36.919998
2007-11-26,36.259997999999996
2007-11-27,36.66
2007-11-28,38.490002000000004
2007-11-29,38.810001
2007-11-30,39.68
2007-12-03,39.939999
2007-12-04,38.720001
2007-12-05,38.919998
2007-12-06,39.560001
2007-12-07,39.779999
2007-12-10,39.450001
2007-12-11,41.029999
2007-12-12,42.860001000000004
2007-12-13,44.029999
2007-12-14,44.330002
2007-12-17,43.0
2007-12-18,41.900002
2007-12-19,41.490002000000004
2007-12-20,41.57
2007-12-21,42.41
2007-12-24,42.990002000000004
2007-12-26,42.259997999999996
2007-12-27,42.259997999999996
2007-12-28,42.040001000000004
2007-12-31,42.32
2008-01-02,43.02
2008-01-03,41.59
2008-01-04,40.169998
2008-01-07,39.259997999999996
2008-01-08,38.709998999999996
2008-01-09,38.299999
2008-01-10,38.790001000000004
2008-01-11,37.98
2008-01-14,38.369999
2008-01-15,37.509997999999996
2008-01-16,35.57
2008-01-17,34.400002
2008-01-18,35.110001000000004
2008-01-22,33.790001000000004
2008-01-23,34.450001
2008-01-24,35.130001
2008-01-25,36.16
2008-01-28,37.310001
2008-01-29,36.77
2008-01-30,36.580002
2008-01-31,37.23
2008-02-01,37.91
2008-02-04,38.529999
2008-02-05,39.950001
2008-02-06,39.049999
2008-02-07,39.259997999999996
2008-02-08,38.720001
2008-02-11,39.950001
2008-02-12,39.639998999999996
2008-02-13,40.32
2008-02-14,39.860001000000004
2008-02-15,40.450001
2008-02-19,40.91
2008-02-20,40.779999
2008-02-21,40.700001
2008-02-22,40.779999
2008-02-25,41.25
2008-02-26,40.529999
2008-02-27,40.599998
2008-02-28,40.5
2008-02-29,38.900002
2008-03-03,39.93
2008-03-04,39.860001000000004
2008-03-05,40.130001
2008-03-06,38.419998
2008-03-07,37.959998999999996
2008-03-10,36.549999
2008-03-11,38.25
2008-03-12,38.450001
2008-03-13,38.450001
2008-03-14,37.82
2008-03-17,36.900002
2008-03-18,38.349998
2008-03-19,37.310001
2008-03-20,37.849998
2008-03-24,39.599998
2008-03-25,39.669998
2008-03-26,39.82
2008-03-27,39.77
2008-03-28,39.09
2008-03-31,39.049999
2008-04-01,40.959998999999996
2008-04-02,40.459998999999996
2008-04-03,40.5
2008-04-04,41.759997999999996
2008-04-07,42.080002
2008-04-08,42.27
2008-04-09,41.740002000000004
2008-04-10,42.029999
2008-04-11,40.5
2008-04-14,41.580002
2008-04-15,41.060001
2008-04-16,42.810001
2008-04-17,42.57
2008-04-18,43.549999
2008-04-21,44.279999
2008-04-22,45.32
2008-04-23,44.540001000000004
2008-04-24,44.02
2008-04-25,45.310001
2008-04-28,45.419998
2008-04-29,44.279999
2008-04-30,44.75
2008-05-01,44.830002
2008-05-02,45.02
2008-05-05,44.98
2008-05-06,45.669998
2008-05-07,44.93
2008-05-08,45.59
2008-05-09,46.349998
2008-05-12,48.130001
2008-05-13,47.919998
2008-05-14,47.139998999999996
2008-05-15,47.169998
2008-05-16,48.400002
2008-05-19,47.57
2008-05-20,48.73
2008-05-21,47.77
2008-05-22,48.709998999999996
2008-05-23,47.48
2008-05-27,47.959998999999996
2008-05-28,48.34
2008-05-29,47.77
2008-05-30,48.700001
2008-06-02,48.330002
2008-06-03,47.490002000000004
2008-06-04,47.779999
2008-06-05,49.18
2008-06-06,47.57
2008-06-09,48.150002
2008-06-10,47.709998999999996
2008-06-11,47.029999
2008-06-12,47.639998999999996
2008-06-13,48.240002000000004
2008-06-16,49.639998999999996
2008-06-17,49.869999
2008-06-18,49.009997999999996
2008-06-19,49.439999
2008-06-20,49.59
2008-06-23,50.0
2008-06-24,48.25
2008-06-25,49.720001
2008-06-26,47.459998999999996
2008-06-27,46.23
2008-06-30,45.66
2008-07-01,45.349998
2008-07-02,42.91
2008-07-03,43.0
2008-07-07,43.049999
2008-07-08,43.02
2008-07-09,42.84
2008-07-10,44.25
2008-07-11,45.07
2008-07-14,45.41
2008-07-15,44.540001000000004
2008-07-16,44.360001000000004
2008-07-17,43.900002
2008-07-18,44.389998999999996
2008-07-21,44.52
2008-07-22,39.669998
2008-07-23,39.529999
2008-07-24,39.130001
2008-07-25,40.0
2008-07-28,38.599998
2008-07-29,38.529999
2008-07-30,39.099998
2008-07-31,38.529999
2008-08-01,38.59
2008-08-04,35.110001000000004
2008-08-05,35.509997999999996
2008-08-06,37.060001
2008-08-07,36.16
2008-08-08,37.810001
2008-08-11,38.009997999999996
2008-08-12,38.93
2008-08-13,39.650002
2008-08-14,38.740002000000004
2008-08-15,38.540001000000004
2008-08-18,37.240002000000004
2008-08-19,37.150002
2008-08-20,37.709998999999996
2008-08-21,37.18
2008-08-22,38.09
2008-08-25,37.389998999999996
2008-08-26,37.0
2008-08-27,36.959998999999996
2008-08-28,37.450001
2008-08-29,38.560001
2008-09-02,38.220001
2008-09-03,36.82
2008-09-04,34.470001
2008-09-05,35.099998
2008-09-08,36.27
2008-09-09,34.599998
2008-09-10,35.509997999999996
2008-09-11,36.43
2008-09-12,37.049999
2008-09-15,34.009997999999996
2008-09-16,33.220001
2008-09-17,30.959999
2008-09-18,32.139998999999996
2008-09-19,33.740002000000004
2008-09-22,32.450001
2008-09-23,31.75
2008-09-24,32.16
2008-09-25,30.629998999999998
2008-09-26,30.25
2008-09-29,25.91
2008-09-30,27.91
2008-10-01,26.5
2008-10-02,22.93
2008-10-03,21.82
2008-10-06,20.16
2008-10-07,18.1
2008-10-08,18.549999
2008-10-09,18.280001000000002
2008-10-10,17.32
2008-10-13,20.459999
2008-10-14,19.57
2008-10-15,16.99
2008-10-16,18.09
2008-10-17,18.809998999999998
2008-10-20,19.690001000000002
2008-10-21,14.3
2008-10-22,14.26
2008-10-23,14.56
2008-10-24,13.61
2008-10-27,11.37
2008-10-28,12.02
2008-10-29,13.0
2008-10-30,13.04
2008-10-31,13.86
2008-11-03,14.14
2008-11-04,15.35
2008-11-05,14.19
2008-11-06,12.99
2008-11-07,14.13
2008-11-10,14.42
2008-11-11,13.69
2008-11-12,12.2
2008-11-13,13.55
2008-11-14,12.91
2008-11-17,12.97
2008-11-18,12.64
2008-11-19,11.08
2008-11-20,8.46
2008-11-21,7.6
2008-11-24,8.7
2008-11-25,9.47
2008-11-26,11.04
2008-11-28,11.55
2008-12-01,10.06
2008-12-02,10.33
2008-12-03,10.6
2008-12-04,11.5
2008-12-05,10.92
2008-12-08,12.28
2008-12-09,11.88
2008-12-10,11.74
2008-12-11,11.12
2008-12-12,11.24
2008-12-15,11.47
2008-12-16,12.5
2008-12-17,12.68
2008-12-18,12.06
2008-12-19,11.98
2008-12-22,11.61
2008-12-23,11.49
2008-12-24,11.46
2008-12-26,11.72
2008-12-29,11.24
2008-12-30,11.7
2008-12-31,12.43
2009-01-02,13.09
2009-01-05,13.62
2009-01-06,14.24
2009-01-07,14.5
2009-01-08,14.48
2009-01-09,14.96
2009-01-12,13.62
2009-01-13,13.41
2009-01-14,12.8
2009-01-15,12.58
2009-01-16,12.06
2009-01-20,11.22
2009-01-21,11.87
2009-01-22,11.43
2009-01-23,11.92
2009-01-26,11.82
2009-01-27,11.85
2009-01-28,12.09
2009-01-29,11.55
2009-01-30,10.65
2009-02-02,10.46
2009-02-03,9.5
2009-02-04,10.0
2009-02-05,10.42
2009-02-06,11.92
2009-02-09,11.97
2009-02-10,11.26
2009-02-11,11.29
2009-02-12,11.12
2009-02-13,11.01
2009-02-17,10.09
2009-02-18,9.62
2009-02-19,9.8
2009-02-20,9.93
2009-02-23,9.36
2009-02-24,9.54
2009-02-25,8.98
2009-02-26,8.68
2009-02-27,8.54
2009-03-02,7.72
2009-03-03,7.52
2009-03-04,9.22
2009-03-05,8.56
2009-03-06,8.36
2009-03-09,8.29
2009-03-10,9.63
2009-03-11,10.49
2009-03-12,11.25
2009-03-13,10.8
2009-03-16,10.59
2009-03-17,11.0
2009-03-18,11.37
2009-03-19,11.63
2009-03-20,11.72
2009-03-23,13.47
2009-03-24,13.1
2009-03-25,13.19
2009-03-26,14.4
2009-03-27,14.4
2009-03-30,13.09
2009-03-31,13.37
2009-04-01,14.18
2009-04-02,15.62
2009-04-03,16.57
2009-04-06,15.96
2009-04-07,15.76
2009-04-08,16.370001000000002
2009-04-09,17.59
2009-04-13,17.98
2009-04-14,17.24
2009-04-15,17.15
2009-04-16,17.68
2009-04-17,17.540001
2009-04-20,16.299999
2009-04-21,17.52
2009-04-22,16.719998999999998
2009-04-23,16.58
2009-04-24,18.360001
2009-04-27,18.5
2009-04-28,18.34
2009-04-29,20.219998999999998
2009-04-30,20.84
2009-05-01,21.360001
2009-05-04,22.0
2009-05-05,22.190001000000002
2009-05-06,22.07
2009-05-07,20.299999
2009-05-08,21.66
2009-05-11,21.790001
2009-05-12,20.6
2009-05-13,18.790001
2009-05-14,19.5
2009-05-15,18.74
2009-05-18,19.879998999999998
2009-05-19,20.459999
2009-05-20,20.809998999999998
2009-05-21,19.5
2009-05-22,19.200001
2009-05-26,19.540001
2009-05-27,19.18
2009-05-28,19.77
2009-05-29,20.51
2009-06-01,21.84
2009-06-02,22.040001
2009-06-03,20.76
2009-06-04,21.190001000000002
2009-06-05,21.209999
2009-06-08,21.629998999999998
2009-06-09,23.129998999999998
2009-06-10,22.92
2009-06-11,23.83
2009-06-12,23.610001
2009-06-15,23.24
2009-06-16,22.48
2009-06-17,21.959999
2009-06-18,22.389999
2009-06-19,22.25
2009-06-22,20.370001000000002
2009-06-23,20.82
2009-06-24,21.83
2009-06-25,22.58
2009-06-26,22.9
2009-06-29,23.860001
2009-06-30,23.75
2009-07-01,23.77
2009-07-02,22.65
2009-07-06,22.059998999999998
2009-07-07,21.450001
2009-07-08,20.82
2009-07-09,21.139999
2009-07-10,20.809998999999998
2009-07-13,20.52
2009-07-14,20.950001
2009-07-15,21.940001000000002
2009-07-16,22.65
2009-07-17,22.639999
2009-07-20,23.17
2009-07-21,24.57
2009-07-22,24.200001
2009-07-23,25.450001
2009-07-24,25.59
2009-07-27,26.120001000000002
2009-07-28,24.719998999999998
2009-07-29,24.27
2009-07-30,24.85
2009-07-31,25.700001
2009-08-03,27.110001
2009-08-04,27.32
2009-08-05,26.940001000000002
2009-08-06,26.299999
2009-08-07,27.389999
2009-08-10,27.43
2009-08-11,27.24
2009-08-12,27.18
2009-08-13,27.34
2009-08-14,26.92
2009-08-17,25.120001000000002
2009-08-18,25.879998999999998
2009-08-19,25.9
2009-08-20,26.129998999999998
2009-08-21,26.700001
2009-08-24,26.43
2009-08-25,26.5
2009-08-26,26.09
2009-08-27,25.389999
2009-08-28,25.9
2009-08-31,25.469998999999998
2009-09-01,24.459999
2009-09-02,24.719998999999998
2009-09-03,25.0
2009-09-04,24.41
