Date,ITW
1973-03-13,1.113281
1973-03-14,1.113281
1973-03-15,1.109375
1973-03-16,1.1171879999999998
1973-03-19,1.09375
1973-03-20,1.089844
1973-03-21,1.0859379999999998
1973-03-22,1.0546879999999998
1973-03-23,1.015625
1973-03-26,1.0078129999999998
1973-03-27,1.0078129999999998
1973-03-28,1.0078129999999998
1973-03-29,1.011719
1973-03-30,0.988281
1973-04-02,0.988281
1973-04-03,0.988281
1973-04-04,0.96875
1973-04-05,0.945313
1973-04-06,0.894531
1973-04-09,0.898438
1973-04-10,0.960938
1973-04-11,0.972656
1973-04-12,0.976563
1973-04-13,0.980469
1973-04-16,1.0
1973-04-17,1.0
1973-04-18,0.96875
1973-04-19,0.976563
1973-04-23,0.960938
1973-04-24,0.960938
1973-04-25,0.921875
1973-04-26,0.921875
1973-04-27,0.929688
1973-04-30,0.945313
1973-05-01,0.945313
1973-05-02,0.976563
1973-05-03,0.960938
1973-05-04,0.945313
1973-05-07,0.945313
1973-05-08,0.953125
1973-05-09,0.941406
1973-05-10,0.9375
1973-05-11,0.929688
1973-05-14,0.917969
1973-05-15,0.921875
1973-05-16,0.90625
1973-05-17,0.902344
1973-05-18,0.898438
1973-05-21,0.8125
1973-05-22,0.78125
1973-05-23,0.7773439999999999
1973-05-24,0.765625
1973-05-25,0.7773439999999999
1973-05-29,0.8125
1973-05-30,0.8085939999999999
1973-05-31,0.78125
1973-06-01,0.765625
1973-06-04,0.7382810000000001
1973-06-05,0.726563
1973-06-06,0.7070310000000001
1973-06-07,0.765625
1973-06-08,0.773438
1973-06-11,0.773438
1973-06-12,0.789063
1973-06-13,0.796875
1973-06-14,0.8125
1973-06-15,0.7929689999999999
1973-06-18,0.8007810000000001
1973-06-19,0.804688
1973-06-20,0.78125
1973-06-21,0.796875
1973-06-22,0.8125
1973-06-25,0.804688
1973-06-26,0.804688
1973-06-27,0.8125
1973-06-28,0.8164060000000001
1973-06-29,0.8164060000000001
1973-07-02,0.820313
1973-07-03,0.828125
1973-07-05,0.824219
1973-07-06,0.835938
1973-07-09,0.84375
1973-07-10,0.867188
1973-07-11,0.886719
1973-07-12,0.894531
1973-07-13,0.898438
1973-07-16,0.902344
1973-07-17,0.976563
1973-07-18,0.976563
1973-07-19,1.0
1973-07-20,1.0078129999999998
1973-07-23,1.0
1973-07-24,1.0078129999999998
1973-07-25,1.015625
1973-07-26,1.015625
1973-07-27,1.0234379999999998
1973-07-30,1.0234379999999998
1973-07-31,1.0234379999999998
1973-08-01,1.011719
1973-08-02,0.988281
1973-08-03,1.0
1973-08-06,0.992188
1973-08-07,0.976563
1973-08-08,0.96875
1973-08-09,0.96875
1973-08-10,0.960938
1973-08-13,0.945313
1973-08-14,0.925781
1973-08-15,0.914063
1973-08-16,0.921875
1973-08-17,0.890625
1973-08-20,0.875
1973-08-21,0.875
1973-08-22,0.871094
1973-08-23,0.875
1973-08-24,0.882813
1973-08-27,0.878906
1973-08-28,0.878906
1973-08-29,0.898438
1973-08-30,0.902344
1973-08-31,0.898438
1973-09-04,0.90625
1973-09-05,0.917969
1973-09-06,0.925781
1973-09-07,0.90625
1973-09-10,0.898438
1973-09-11,0.882813
1973-09-12,0.863281
1973-09-13,0.863281
1973-09-14,0.863281
1973-09-17,0.859375
1973-09-18,0.882813
1973-09-19,0.894531
1973-09-20,0.890625
1973-09-21,0.890625
1973-09-24,0.894531
1973-09-25,0.894531
1973-09-26,0.90625
1973-09-27,0.898438
1973-09-28,0.898438
1973-10-01,0.890625
1973-10-02,0.90625
1973-10-03,0.902344
1973-10-04,0.914063
1973-10-05,0.898438
1973-10-08,0.890625
1973-10-09,0.898438
1973-10-10,0.914063
1973-10-11,0.925781
1973-10-12,0.953125
1973-10-15,0.953125
1973-10-16,0.957031
1973-10-17,0.972656
1973-10-18,0.984375
1973-10-19,0.984375
1973-10-22,0.984375
1973-10-23,0.976563
1973-10-24,0.984375
1973-10-25,1.0390629999999998
1973-10-26,1.0390629999999998
1973-10-29,1.0390629999999998
1973-10-30,1.0390629999999998
1973-10-31,1.0390629999999998
1973-11-01,1.0390629999999998
1973-11-02,1.015625
1973-11-05,1.011719
1973-11-06,1.0078129999999998
1973-11-07,1.015625
