Date,LYB
2010-04-28,22.0
2010-04-29,23.0
2010-04-30,22.299999
2010-05-03,22.799999
2010-05-04,21.5
2010-05-05,20.59
2010-05-06,19.450001
2010-05-07,18.6
2010-05-10,19.01
2010-05-11,18.9
2010-05-12,19.799999
2010-05-13,19.65
2010-05-14,18.75
2010-05-17,18.85
2010-05-18,18.790001
2010-05-19,17.700001
2010-05-20,16.9
2010-05-21,16.549999
2010-05-24,16.9
2010-05-25,16.57
2010-05-26,17.15
2010-05-27,17.9
2010-05-28,17.77
2010-06-01,17.5
2010-06-02,17.33
2010-06-03,17.33
2010-06-04,17.049999
2010-06-07,16.889999
2010-06-08,16.75
2010-06-09,16.790001
2010-06-10,16.969998999999998
2010-06-11,17.139999
2010-06-14,17.49
2010-06-15,17.969998999999998
2010-06-16,17.639999
2010-06-17,17.299999
2010-06-18,17.209999
2010-06-21,17.1
2010-06-22,16.84
2010-06-23,16.65
2010-06-24,16.799999
2010-06-25,16.82
2010-06-28,16.870001000000002
2010-06-29,16.25
2010-06-30,16.15
2010-07-01,15.55
2010-07-02,15.48
2010-07-06,15.06
2010-07-07,15.0
2010-07-08,15.05
2010-07-09,15.8
2010-07-12,15.82
2010-07-13,16.4
2010-07-14,16.4
2010-07-15,16.370001000000002
2010-07-16,16.200001
2010-07-19,16.450001
2010-07-20,16.190001000000002
2010-07-21,16.24
2010-07-22,16.549999
2010-07-23,16.780001000000002
2010-07-26,17.65
2010-07-27,18.23
2010-07-28,17.93
2010-07-29,17.940001000000002
2010-07-30,18.0
2010-08-02,18.059998999999998
2010-08-03,17.9
2010-08-04,18.299999
2010-08-05,18.24
2010-08-06,18.0
2010-08-09,18.049999
2010-08-10,17.99
2010-08-11,17.610001
2010-08-12,17.5
2010-08-13,18.02
2010-08-16,18.700001
2010-08-17,19.07
2010-08-18,19.799999
2010-08-19,19.799999
2010-08-20,19.889999
2010-08-23,20.059998999999998
2010-08-24,19.99
2010-08-25,19.93
2010-08-26,20.0
2010-08-27,20.440001000000002
2010-08-30,20.219998999999998
2010-08-31,20.5
2010-09-01,21.02
2010-09-02,20.950001
2010-09-03,21.129998999999998
2010-09-07,20.959999
2010-09-08,20.99
2010-09-09,20.700001
2010-09-10,20.790001
2010-09-13,21.379998999999998
2010-09-14,21.51
2010-09-15,21.559998999999998
2010-09-16,21.85
2010-09-17,22.25
2010-09-20,22.200001
2010-09-21,22.209999
2010-09-22,21.940001000000002
2010-09-23,21.85
2010-09-24,22.459999
2010-09-27,23.1
2010-09-28,23.450001
2010-09-29,23.620001000000002
2010-09-30,23.9
2010-10-01,23.870001000000002
2010-10-04,24.09
2010-10-05,24.790001
2010-10-06,24.219998999999998
2010-10-07,24.450001
2010-10-08,25.25
2010-10-11,26.16
2010-10-12,26.299999
2010-10-13,26.969998999999998
2010-10-14,27.02
2010-10-15,26.5
2010-10-18,26.75
2010-10-19,26.52
2010-10-20,27.129998999999998
2010-10-21,27.559998999999998
2010-10-22,27.549999
2010-10-25,27.959999
2010-10-26,27.719998999999998
2010-10-27,27.209999
2010-10-28,27.51
2010-10-29,26.860001
2010-11-01,26.0
2010-11-02,26.629998999999998
2010-11-03,26.950001
2010-11-04,27.41
2010-11-05,28.35
2010-11-08,28.85
2010-11-09,28.440001000000002
2010-11-10,28.34
2010-11-11,28.290001
2010-11-12,27.4
2010-11-15,27.66
2010-11-16,26.700001
2010-11-17,27.23
2010-11-18,27.690001000000002
2010-11-19,28.75
2010-11-22,29.68
2010-11-23,28.950001
2010-11-24,29.5
2010-11-26,29.379998999999998
2010-11-29,29.75
2010-11-30,29.209999
2010-12-01,29.879998999999998
2010-12-02,30.49
2010-12-03,30.52
2010-12-06,31.08
2010-12-07,31.6
2010-12-08,30.860001
2010-12-09,30.610001
2010-12-10,31.1
2010-12-13,31.860001
2010-12-14,31.99
2010-12-15,31.75
2010-12-16,31.200001
2010-12-17,31.870001000000002
2010-12-20,32.099998
2010-12-21,32.549999
2010-12-22,32.950001
2010-12-23,32.93
2010-12-27,32.959998999999996
2010-12-28,33.279999
2010-12-29,33.400002
2010-12-30,33.759997999999996
2010-12-31,34.400002
2011-01-03,34.560001
2011-01-04,34.869999
2011-01-05,34.849998
2011-01-06,34.970001
2011-01-07,34.619999
2011-01-10,35.240002000000004
2011-01-11,36.470001
2011-01-12,36.740002000000004
2011-01-13,36.400002
2011-01-14,36.610001000000004
2011-01-18,36.5
2011-01-19,35.66
2011-01-20,35.419998
2011-01-21,35.049999
2011-01-24,35.650002
2011-01-25,35.700001
2011-01-26,36.0
2011-01-27,36.200001
2011-01-28,34.860001000000004
2011-01-31,35.939999
2011-02-01,36.84
2011-02-02,36.549999
2011-02-03,36.119999
2011-02-04,36.169998
2011-02-07,35.52
2011-02-08,35.48
2011-02-09,35.84
2011-02-10,36.75
2011-02-11,37.07
2011-02-14,37.400002
2011-02-15,37.48
2011-02-16,37.540001000000004
2011-02-17,38.59
2011-02-18,37.950001
2011-02-22,35.84
2011-02-23,36.639998999999996
2011-02-24,36.700001
2011-02-25,38.169998
2011-02-28,38.080002
2011-03-01,37.060001
2011-03-02,38.07
2011-03-03,39.560001
2011-03-04,39.639998999999996
2011-03-07,39.830002
2011-03-08,40.73
2011-03-09,40.900002
2011-03-10,39.689999
2011-03-11,39.16
2011-03-14,39.189999
2011-03-15,38.279999
2011-03-16,38.09
2011-03-17,38.990002000000004
2011-03-18,38.400002
2011-03-21,39.669998
2011-03-22,39.049999
2011-03-23,39.869999
2011-03-24,40.389998999999996
2011-03-25,40.360001000000004
2011-03-28,40.209998999999996
2011-03-29,40.139998999999996
2011-03-30,39.68
2011-03-31,39.549999
2011-04-01,40.27
2011-04-04,40.650002
2011-04-05,41.34
2011-04-06,41.610001000000004
2011-04-07,41.5
2011-04-08,42.580002
2011-04-11,42.490002000000004
2011-04-12,40.529999
2011-04-13,40.630001
2011-04-14,40.419998
2011-04-15,41.009997999999996
2011-04-18,40.060001
2011-04-19,40.779999
2011-04-20,42.0
2011-04-21,42.73
2011-04-25,43.259997999999996
2011-04-26,43.790001000000004
2011-04-27,43.700001
2011-04-28,44.439999
2011-04-29,44.5
2011-05-02,45.619999
2011-05-03,44.57
2011-05-04,42.830002
2011-05-05,41.650002
2011-05-06,41.080002
2011-05-09,41.5
2011-05-10,42.240002000000004
2011-05-11,42.220001
2011-05-12,41.330002
2011-05-13,39.68
2011-05-16,38.099998
2011-05-17,38.950001
2011-05-18,41.0
2011-05-19,41.0
2011-05-20,40.0
2011-05-23,38.900002
2011-05-24,39.75
2011-05-25,41.59
2011-05-26,41.759997999999996
2011-05-27,42.740002000000004
2011-05-31,43.810001
2011-06-01,42.279999
2011-06-02,41.700001
2011-06-03,39.889998999999996
2011-06-06,38.240002000000004
2011-06-07,38.880001
2011-06-08,39.220001
2011-06-09,40.0
2011-06-10,39.299999
2011-06-13,38.299999
2011-06-14,39.880001
2011-06-15,38.360001000000004
2011-06-16,37.009997999999996
2011-06-17,36.880001
2011-06-20,36.560001
2011-06-21,38.610001000000004
2011-06-22,38.700001
2011-06-23,38.060001
2011-06-24,37.580002
2011-06-27,37.259997999999996
2011-06-28,37.48
2011-06-29,38.290001000000004
2011-06-30,38.52
2011-07-01,38.919998
2011-07-05,39.889998999999996
2011-07-06,39.450001
2011-07-07,41.23
2011-07-08,40.880001
2011-07-11,38.48
2011-07-12,38.400002
2011-07-13,38.470001
2011-07-14,37.919998
2011-07-15,38.09
2011-07-18,36.84
2011-07-19,37.080002
2011-07-20,37.599998
2011-07-21,39.09
2011-07-22,39.540001000000004
2011-07-25,38.310001
2011-07-26,38.939999
2011-07-27,38.0
2011-07-28,37.549999
2011-07-29,39.459998999999996
2011-08-01,40.330002
2011-08-02,37.389998999999996
2011-08-03,37.290001000000004
2011-08-04,33.509997999999996
2011-08-05,33.110001000000004
2011-08-08,28.469998999999998
2011-08-09,31.84
2011-08-10,31.129998999999998
