Date,CPB
1973-12-03,1.851563
1973-12-04,1.796875
1973-12-05,1.789063
1973-12-06,1.851563
1973-12-07,1.890625
1973-12-10,1.890625
1973-12-11,1.859375
1973-12-12,1.859375
1973-12-13,1.789063
1973-12-14,1.851563
1973-12-17,1.851563
1973-12-18,1.851563
1973-12-19,1.828125
1973-12-20,1.828125
1973-12-21,1.796875
1973-12-24,1.828125
1973-12-26,1.890625
1973-12-27,1.898438
1973-12-28,1.890625
1973-12-31,1.875
1974-01-02,1.867188
1974-01-03,1.96875
1974-01-04,1.984375
1974-01-07,1.984375
1974-01-08,1.976563
1974-01-09,1.960938
1974-01-10,1.96875
1974-01-11,2.007813
1974-01-14,2.015625
1974-01-15,2.03125
1974-01-16,2.039063
1974-01-17,2.171875
1974-01-18,2.109375
1974-01-21,2.0625
1974-01-22,2.0625
1974-01-23,2.085938
1974-01-24,2.085938
1974-01-25,2.125
1974-01-28,2.140625
1974-01-29,2.132813
1974-01-30,2.148438
1974-01-31,2.117188
1974-02-01,2.0625
1974-02-04,2.078125
1974-02-05,2.085938
1974-02-06,2.109375
1974-02-07,2.117188
1974-02-08,2.132813
1974-02-11,2.117188
1974-02-12,2.171875
1974-02-13,2.171875
1974-02-14,2.171875
1974-02-15,2.164063
1974-02-19,2.148438
1974-02-20,2.195313
1974-02-21,2.179688
1974-02-22,2.226563
1974-02-25,2.203125
1974-02-26,2.226563
1974-02-27,2.25
1974-02-28,2.257813
1974-03-01,2.21875
1974-03-04,2.25
1974-03-05,2.257813
1974-03-06,2.296875
1974-03-07,2.273438
1974-03-08,2.289063
1974-03-11,2.296875
1974-03-12,2.289063
1974-03-13,2.3125
1974-03-14,2.3125
1974-03-15,2.335938
1974-03-18,2.289063
1974-03-19,2.273438
1974-03-20,2.234375
1974-03-21,2.25
1974-03-22,2.234375
1974-03-25,2.234375
1974-03-26,2.226563
1974-03-27,2.15625
1974-03-28,2.085938
1974-03-29,2.0625
1974-04-01,2.0625
1974-04-02,2.0625
1974-04-03,2.148438
1974-04-04,2.125
1974-04-05,2.125
1974-04-08,2.140625
1974-04-09,2.195313
1974-04-10,2.210938
1974-04-11,2.203125
1974-04-15,2.203125
1974-04-16,2.234375
1974-04-17,2.296875
1974-04-18,2.296875
1974-04-19,2.28125
1974-04-22,2.28125
1974-04-23,2.265625
1974-04-24,2.242188
1974-04-25,2.195313
1974-04-26,2.195313
1974-04-29,2.226563
1974-04-30,2.234375
1974-05-01,2.28125
1974-05-02,2.273438
1974-05-03,2.265625
1974-05-06,2.265625
1974-05-07,2.28125
1974-05-08,2.242188
1974-05-09,2.257813
1974-05-10,2.242188
1974-05-13,2.21875
1974-05-14,2.15625
1974-05-15,2.140625
1974-05-16,2.015625
1974-05-17,2.03125
1974-05-20,2.023438
1974-05-21,2.03125
1974-05-22,1.96875
1974-05-23,1.984375
1974-05-24,1.984375
1974-05-28,1.984375
1974-05-29,1.9375
1974-05-30,1.945313
1974-05-31,1.9375
1974-06-03,1.9375
1974-06-04,1.914063
1974-06-05,1.929688
1974-06-06,1.90625
1974-06-07,1.921875
1974-06-10,1.929688
1974-06-11,1.921875
1974-06-12,1.929688
1974-06-13,1.914063
1974-06-14,1.875
1974-06-17,1.8125
1974-06-18,1.734375
1974-06-19,1.75
1974-06-20,1.804688
1974-06-21,1.859375
1974-06-24,1.804688
1974-06-25,1.789063
1974-06-26,1.742188
1974-06-27,1.742188
1974-06-28,1.734375
1974-07-01,1.703125
1974-07-02,1.710938
1974-07-03,1.679688
1974-07-05,1.664063
1974-07-08,1.6328129999999998
1974-07-09,1.625
1974-07-10,1.664063
1974-07-11,1.6875
1974-07-12,1.75
1974-07-15,1.734375
1974-07-16,1.75
1974-07-17,1.78125
1974-07-18,1.8125
1974-07-19,1.8125
1974-07-22,1.804688
1974-07-23,1.804688
1974-07-24,1.828125
1974-07-25,1.796875
1974-07-26,1.757813
1974-07-29,1.65625
1974-07-30,1.640625
1974-07-31,1.679688
1974-08-01,1.679688
1974-08-02,1.679688
1974-08-05,1.703125
1974-08-06,1.734375
1974-08-07,1.78125
1974-08-08,1.734375
1974-08-09,1.742188
1974-08-12,1.726563
1974-08-13,1.71875
1974-08-14,1.671875
1974-08-15,1.6875
1974-08-16,1.664063
1974-08-19,1.664063
1974-08-20,1.648438
1974-08-21,1.640625
1974-08-22,1.6015629999999998
1974-08-23,1.5859379999999998
1974-08-26,1.609375
1974-08-27,1.5625
1974-08-28,1.546875
1974-08-29,1.546875
1974-08-30,1.5625
1974-09-03,1.5625
1974-09-04,1.5390629999999998
1974-09-05,1.578125
1974-09-06,1.640625
1974-09-09,1.625
1974-09-10,1.578125
1974-09-11,1.5234379999999998
1974-09-12,1.5234379999999998
1974-09-13,1.4375
1974-09-16,1.421875
1974-09-17,1.4921879999999998
1974-09-18,1.46875
1974-09-19,1.5078129999999998
1974-09-20,1.53125
1974-09-23,1.515625
1974-09-24,1.5234379999999998
1974-09-25,1.5078129999999998
1974-09-26,1.4921879999999998
1974-09-27,1.484375
1974-09-30,1.453125
1974-10-01,1.5
1974-10-02,1.4453129999999998
1974-10-03,1.4609379999999998
1974-10-04,1.4609379999999998
1974-10-07,1.4375
1974-10-08,1.421875
1974-10-09,1.453125
1974-10-10,1.5703129999999998
1974-10-11,1.65625
1974-10-14,1.664063
1974-10-15,1.640625
1974-10-16,1.609375
1974-10-17,1.648438
1974-10-18,1.6328129999999998
1974-10-21,1.625
1974-10-22,1.648438
1974-10-23,1.671875
1974-10-24,1.65625
1974-10-25,1.648438
1974-10-28,1.65625
1974-10-29,1.664063
1974-10-30,1.671875
1974-10-31,1.6875
1974-11-01,1.664063
1974-11-04,1.671875
1974-11-05,1.703125
1974-11-06,1.71875
1974-11-07,1.765625
1974-11-08,1.6875
1974-11-11,1.671875
1974-11-12,1.695313
1974-11-13,1.71875
1974-11-14,1.710938
1974-11-15,1.726563
1974-11-18,1.6875
1974-11-19,1.671875
1974-11-20,1.671875
1974-11-21,1.648438
1974-11-22,1.65625
1974-11-25,1.671875
1974-11-26,1.703125
1974-11-27,1.71875
1974-11-29,1.671875
1974-12-02,1.679688
1974-12-03,1.625
1974-12-04,1.640625
1974-12-05,1.609375
1974-12-06,1.6171879999999998
1974-12-09,1.5625
1974-12-10,1.59375
1974-12-11,1.59375
1974-12-12,1.640625
1974-12-13,1.65625
1974-12-16,1.671875
1974-12-17,1.71875
1974-12-18,1.734375
1974-12-19,1.734375
1974-12-20,1.75
1974-12-23,1.71875
1974-12-24,1.679688
1974-12-26,1.6875
1974-12-27,1.679688
1974-12-30,1.6875
1974-12-31,1.71875
1975-01-02,1.78125
1975-01-03,1.890625
1975-01-06,1.867188
1975-01-07,1.875
1975-01-08,1.867188
1975-01-09,1.882813
1975-01-10,1.929688
1975-01-13,1.914063
1975-01-14,1.953125
1975-01-15,1.921875
1975-01-16,1.914063
1975-01-17,1.882813
1975-01-20,1.875
1975-01-21,1.867188
1975-01-22,1.859375
1975-01-23,1.898438
1975-01-24,1.921875
1975-01-27,2.015625
1975-01-28,2.09375
1975-01-29,2.101563
1975-01-30,2.046875
1975-01-31,2.054688
1975-02-03,2.054688
1975-02-04,1.976563
1975-02-05,1.992188
1975-02-06,2.03125
1975-02-07,2.015625
1975-02-10,2.007813
1975-02-11,1.960938
1975-02-12,1.96875
1975-02-13,1.921875
1975-02-14,1.890625
1975-02-18,1.90625
1975-02-19,1.921875
1975-02-20,1.90625
1975-02-21,1.90625
1975-02-24,1.882813
1975-02-25,1.882813
1975-02-26,1.929688
1975-02-27,1.9375
1975-02-28,1.953125
1975-03-03,1.960938
1975-03-04,2.0
1975-03-05,1.921875
1975-03-06,1.984375
1975-03-07,1.960938
1975-03-10,1.976563
1975-03-11,1.960938
1975-03-12,1.921875
1975-03-13,1.960938
1975-03-14,2.0
1975-03-17,2.0
1975-03-18,2.0
1975-03-19,2.0
1975-03-20,2.0
1975-03-21,1.992188
1975-03-24,1.984375
1975-03-25,1.953125
1975-03-26,1.96875
1975-03-27,1.953125
1975-03-31,1.9375
1975-04-01,1.875
1975-04-02,1.875
1975-04-03,1.851563
1975-04-04,1.84375
1975-04-07,1.875
1975-04-08,1.875
1975-04-09,1.890625
1975-04-10,1.898438
1975-04-11,1.898438
1975-04-14,1.867188
1975-04-15,1.84375
1975-04-16,1.835938
1975-04-17,1.875
1975-04-18,1.867188
1975-04-21,1.859375
1975-04-22,1.8125
1975-04-23,1.804688
1975-04-24,1.8125
1975-04-25,1.804688
1975-04-28,1.84375
1975-04-29,1.820313
1975-04-30,1.84375
1975-05-01,1.875
1975-05-02,1.859375
1975-05-05,1.851563
1975-05-06,1.859375
1975-05-07,1.828125
1975-05-08,1.835938
1975-05-09,1.859375
1975-05-12,1.851563
1975-05-13,1.867188
1975-05-14,1.882813
1975-05-15,1.898438
1975-05-16,1.90625
1975-05-19,1.90625
1975-05-20,1.898438
1975-05-21,1.898438
1975-05-22,1.9375
1975-05-23,1.921875
1975-05-27,1.890625
1975-05-28,1.90625
1975-05-29,1.90625
1975-05-30,1.929688
1975-06-02,1.953125
1975-06-03,1.953125
1975-06-04,1.953125
1975-06-05,1.960938
1975-06-06,1.960938
1975-06-09,1.96875
1975-06-10,1.953125
1975-06-11,1.96875
1975-06-12,1.984375
1975-06-13,1.992188
1975-06-16,1.976563
1975-06-17,2.007813
1975-06-18,2.015625
1975-06-19,2.046875
1975-06-20,2.054688
1975-06-23,2.0625
1975-06-24,2.046875
1975-06-25,2.070313
1975-06-26,2.085938
1975-06-27,2.078125
1975-06-30,2.0625
1975-07-01,2.054688
1975-07-02,2.054688
1975-07-03,2.054688
1975-07-07,2.0625
1975-07-08,2.09375
1975-07-09,2.117188
1975-07-10,2.101563
1975-07-11,2.054688
1975-07-14,2.054688
1975-07-15,2.09375
1975-07-16,2.0625
1975-07-17,2.054688
1975-07-18,2.015625
1975-07-21,1.96875
1975-07-22,1.96875
1975-07-23,1.945313
1975-07-24,1.976563
1975-07-25,1.984375
1975-07-28,1.96875
1975-07-29,1.960938
1975-07-30,1.992188
1975-07-31,2.03125
1975-08-01,2.007813
1975-08-04,2.007813
1975-08-05,1.976563
1975-08-06,1.960938
1975-08-07,1.984375
1975-08-08,1.945313
1975-08-11,1.953125
1975-08-12,1.976563
1975-08-13,1.976563
1975-08-14,2.0
1975-08-15,1.984375
1975-08-18,1.960938
1975-08-19,1.945313
1975-08-20,1.945313
1975-08-21,1.945313
1975-08-22,1.976563
1975-08-25,2.0
1975-08-26,1.953125
1975-08-27,1.945313
1975-08-28,1.976563
1975-08-29,1.96875
1975-09-02,1.984375
1975-09-03,1.984375
1975-09-04,1.953125
1975-09-05,1.921875
1975-09-08,1.890625
1975-09-09,1.890625
1975-09-10,1.890625
1975-09-11,1.882813
1975-09-12,1.882813
1975-09-15,1.875
1975-09-16,1.890625
1975-09-17,1.890625
1975-09-18,1.914063
1975-09-19,1.921875
1975-09-22,1.914063
1975-09-23,1.921875
1975-09-24,1.914063
1975-09-25,1.90625
1975-09-26,1.890625
1975-09-29,1.859375
1975-09-30,1.828125
1975-10-01,1.789063
1975-10-02,1.8125
1975-10-03,1.789063
1975-10-06,1.820313
1975-10-07,1.84375
1975-10-08,1.851563
1975-10-09,1.867188
1975-10-10,1.84375
1975-10-13,1.867188
1975-10-14,1.867188
1975-10-15,1.859375
1975-10-16,1.867188
1975-10-17,1.859375
1975-10-20,1.875
1975-10-21,1.875
1975-10-22,1.890625
1975-10-23,1.9375
1975-10-24,1.96875
1975-10-27,1.992188
1975-10-28,2.015625
1975-10-29,2.085938
1975-10-30,2.09375
1975-10-31,2.101563
1975-11-03,2.09375
1975-11-04,2.109375
1975-11-05,2.117188
1975-11-06,2.125
1975-11-07,2.140625
1975-11-10,2.179688
1975-11-11,2.171875
1975-11-12,2.203125
1975-11-13,2.203125
1975-11-14,2.210938
1975-11-17,2.15625
1975-11-18,2.140625
1975-11-19,2.09375
1975-11-20,2.15625
1975-11-21,2.125
1975-11-24,2.132813
1975-11-25,2.109375
1975-11-26,2.054688
1975-11-28,2.054688
1975-12-01,2.070313
1975-12-02,2.054688
1975-12-03,2.085938
1975-12-04,2.085938
1975-12-05,2.070313
1975-12-08,2.0625
1975-12-09,2.085938
1975-12-10,2.101563
1975-12-11,2.101563
1975-12-12,2.0625
1975-12-15,2.039063
1975-12-16,2.054688
1975-12-17,2.0625
1975-12-18,2.039063
1975-12-19,2.039063
1975-12-22,2.039063
1975-12-23,2.039063
1975-12-24,2.023438
1975-12-26,2.039063
1975-12-29,2.023438
1975-12-30,2.046875
1975-12-31,2.09375
1976-01-02,2.101563
1976-01-05,2.117188
1976-01-06,2.125
1976-01-07,2.117188
1976-01-08,2.125
1976-01-09,2.132813
1976-01-12,2.109375
1976-01-13,2.164063
1976-01-14,2.148438
1976-01-15,2.15625
1976-01-16,2.140625
1976-01-19,2.15625
1976-01-20,2.171875
1976-01-21,2.21875
1976-01-22,2.171875
1976-01-23,2.203125
1976-01-26,2.171875
1976-01-27,2.148438
1976-01-28,2.125
1976-01-29,2.1875
1976-01-30,2.1875
1976-02-02,2.1875
1976-02-03,2.203125
1976-02-04,2.21875
1976-02-05,2.195313
1976-02-06,2.164063
1976-02-09,2.179688
1976-02-10,2.179688
1976-02-11,2.179688
1976-02-12,2.164063
1976-02-13,2.140625
1976-02-17,2.09375
1976-02-18,2.0625
1976-02-19,2.117188
1976-02-20,2.140625
1976-02-23,2.140625
1976-02-24,2.15625
1976-02-25,2.132813
1976-02-26,2.125
1976-02-27,2.132813
1976-03-01,2.078125
1976-03-02,2.09375
1976-03-03,2.070313
1976-03-04,2.039063
1976-03-05,2.015625
1976-03-08,2.0625
1976-03-09,2.046875
1976-03-10,2.023438
1976-03-11,2.054688
1976-03-12,2.039063
1976-03-15,2.015625
1976-03-16,2.03125
1976-03-17,2.03125
1976-03-18,2.03125
1976-03-19,2.0625
1976-03-22,2.070313
1976-03-23,2.078125
1976-03-24,2.109375
1976-03-25,2.117188
1976-03-26,2.117188
1976-03-29,2.125
1976-03-30,2.117188
1976-03-31,2.125
1976-04-01,2.117188
1976-04-02,2.101563
1976-04-05,2.09375
1976-04-06,2.109375
1976-04-07,2.070313
1976-04-08,2.039063
1976-04-09,1.96875
1976-04-12,1.96875
1976-04-13,2.007813
1976-04-14,1.976563
1976-04-15,2.015625
1976-04-19,2.015625
1976-04-20,2.046875
1976-04-21,2.03125
1976-04-22,2.03125
1976-04-23,2.070313
1976-04-26,2.046875
1976-04-27,2.03125
1976-04-28,2.0
1976-04-29,1.976563
1976-04-30,1.976563
1976-05-03,1.976563
1976-05-04,1.960938
1976-05-05,1.945313
1976-05-06,1.96875
1976-05-07,1.992188
1976-05-10,1.976563
1976-05-11,1.945313
1976-05-12,1.921875
1976-05-13,1.882813
1976-05-14,1.875
1976-05-17,1.90625
1976-05-18,1.890625
1976-05-19,1.9375
1976-05-20,1.96875
1976-05-21,2.023438
1976-05-24,2.039063
1976-05-25,2.0
1976-05-26,2.0
1976-05-27,1.976563
1976-05-28,1.984375
1976-06-01,1.945313
1976-06-02,1.945313
1976-06-03,1.9375
1976-06-04,1.929688
1976-06-07,1.914063
1976-06-08,1.921875
1976-06-09,1.914063
1976-06-10,1.9375
1976-06-11,1.929688
1976-06-14,1.9375
1976-06-15,1.945313
1976-06-16,1.9375
1976-06-17,1.960938
1976-06-18,1.960938
1976-06-21,1.96875
1976-06-22,1.96875
1976-06-23,1.96875
1976-06-24,1.96875
1976-06-25,1.9375
1976-06-28,1.929688
1976-06-29,1.953125
1976-06-30,1.945313
1976-07-01,1.992188
1976-07-02,2.015625
1976-07-06,2.039063
1976-07-07,2.054688
1976-07-08,2.078125
1976-07-09,2.109375
1976-07-12,2.117188
1976-07-13,2.140625
1976-07-14,2.125
1976-07-15,2.132813
1976-07-16,2.148438
1976-07-19,2.132813
1976-07-20,2.15625
1976-07-21,2.132813
1976-07-22,2.148438
1976-07-23,2.164063
1976-07-26,2.15625
1976-07-27,2.179688
1976-07-28,2.171875
1976-07-29,2.15625
1976-07-30,2.15625
1976-08-02,2.15625
1976-08-03,2.164063
1976-08-04,2.132813
1976-08-05,2.085938
1976-08-06,2.125
1976-08-09,2.125
1976-08-10,2.109375
1976-08-11,2.125
1976-08-12,2.117188
1976-08-13,2.125
1976-08-16,2.109375
1976-08-17,2.03125
1976-08-18,2.0625
1976-08-19,2.0625
1976-08-20,2.046875
1976-08-23,2.039063
1976-08-24,2.046875
1976-08-25,2.0625
1976-08-26,2.0625
1976-08-27,2.0625
1976-08-30,2.0625
1976-08-31,2.085938
1976-09-01,2.09375
1976-09-02,2.070313
1976-09-03,2.0625
1976-09-07,2.0625
1976-09-08,2.054688
1976-09-09,2.023438
1976-09-10,2.03125
1976-09-13,2.046875
1976-09-14,2.039063
1976-09-15,2.03125
1976-09-16,2.054688
1976-09-17,2.0625
1976-09-20,2.03125
1976-09-21,2.0625
1976-09-22,2.070313
1976-09-23,2.070313
1976-09-24,2.109375
1976-09-27,2.125
1976-09-28,2.125
1976-09-29,2.125
1976-09-30,2.101563
1976-10-01,2.101563
1976-10-04,2.125
1976-10-05,2.101563
1976-10-06,2.078125
1976-10-07,2.078125
1976-10-08,2.0625
1976-10-11,2.078125
1976-10-12,2.046875
1976-10-13,2.070313
1976-10-14,2.046875
1976-10-15,2.054688
1976-10-18,2.023438
1976-10-19,2.03125
1976-10-20,2.085938
1976-10-21,2.101563
1976-10-22,2.085938
1976-10-25,2.070313
1976-10-26,2.0625
1976-10-27,2.09375
1976-10-28,2.101563
1976-10-29,2.140625
1976-11-01,2.132813
1976-11-03,2.101563
1976-11-04,2.125
1976-11-05,2.125
1976-11-08,2.101563
1976-11-09,2.117188
1976-11-10,2.109375
1976-11-11,2.109375
1976-11-12,2.101563
1976-11-15,2.078125
1976-11-16,2.09375
1976-11-17,2.109375
1976-11-18,2.140625
1976-11-19,2.179688
1976-11-22,2.234375
1976-11-23,2.210938
1976-11-24,2.21875
1976-11-26,2.25
1976-11-29,2.257813
1976-11-30,2.234375
1976-12-01,2.25
1976-12-02,2.234375
1976-12-03,2.25
1976-12-06,2.273438
1976-12-07,2.273438
1976-12-08,2.320313
1976-12-09,2.320313
1976-12-10,2.328125
1976-12-13,2.351563
1976-12-14,2.382813
1976-12-15,2.421875
1976-12-16,2.421875
1976-12-17,2.4375
1976-12-20,2.359375
1976-12-21,2.390625
1976-12-22,2.359375
1976-12-23,2.382813
1976-12-27,2.414063
1976-12-28,2.4375
1976-12-29,2.445313
1976-12-30,2.453125
1976-12-31,2.460938
1977-01-03,2.4375
1977-01-04,2.375
1977-01-05,2.328125
1977-01-06,2.359375
1977-01-07,2.34375
1977-01-10,2.351563
1977-01-11,2.351563
1977-01-12,2.359375
1977-01-13,2.359375
1977-01-14,2.359375
1977-01-17,2.375
1977-01-18,2.351563
1977-01-19,2.351563
1977-01-20,2.351563
1977-01-21,2.335938
1977-01-24,2.328125
1977-01-25,2.328125
1977-01-26,2.34375
1977-01-27,2.3125
1977-01-28,2.335938
1977-01-31,2.320313
1977-02-01,2.320313
1977-02-02,2.304688
1977-02-03,2.3125
1977-02-04,2.3125
1977-02-07,2.351563
1977-02-08,2.351563
1977-02-09,2.328125
1977-02-10,2.320313
1977-02-11,2.351563
1977-02-14,2.359375
1977-02-15,2.34375
1977-02-16,2.335938
1977-02-17,2.335938
1977-02-18,2.367188
1977-02-22,2.414063
1977-02-23,2.390625
1977-02-24,2.390625
1977-02-25,2.390625
1977-02-28,2.40625
1977-03-01,2.398438
1977-03-02,2.398438
1977-03-03,2.414063
1977-03-04,2.421875
1977-03-07,2.421875
1977-03-08,2.375
1977-03-09,2.34375
1977-03-10,2.335938
1977-03-11,2.328125
1977-03-14,2.351563
1977-03-15,2.351563
1977-03-16,2.320313
1977-03-17,2.296875
1977-03-18,2.28125
1977-03-21,2.289063
1977-03-22,2.289063
1977-03-23,2.289063
1977-03-24,2.3125
1977-03-25,2.320313
1977-03-28,2.289063
1977-03-29,2.320313
1977-03-30,2.328125
1977-03-31,2.335938
1977-04-01,2.359375
1977-04-04,2.320313
1977-04-05,2.320313
1977-04-06,2.3125
1977-04-07,2.3125
1977-04-11,2.34375
1977-04-12,2.375
1977-04-13,2.382813
1977-04-14,2.421875
1977-04-15,2.40625
1977-04-18,2.429688
1977-04-19,2.414063
1977-04-20,2.414063
1977-04-21,2.421875
1977-04-22,2.4375
1977-04-25,2.429688
1977-04-26,2.375
1977-04-27,2.382813
1977-04-28,2.398438
1977-04-29,2.375
1977-05-02,2.414063
1977-05-03,2.4375
1977-05-04,2.445313
1977-05-05,2.429688
1977-05-06,2.40625
1977-05-09,2.390625
1977-05-10,2.359375
1977-05-11,2.351563
1977-05-12,2.351563
1977-05-13,2.382813
1977-05-16,2.398438
1977-05-17,2.445313
1977-05-18,2.4375
1977-05-19,2.414063
1977-05-20,2.40625
1977-05-23,2.40625
1977-05-24,2.382813
1977-05-25,2.359375
1977-05-26,2.375
1977-05-27,2.34375
1977-05-31,2.34375
1977-06-01,2.34375
1977-06-02,2.328125
1977-06-03,2.375
1977-06-06,2.367188
1977-06-07,2.375
1977-06-08,2.398438
1977-06-09,2.390625
1977-06-10,2.40625
1977-06-13,2.421875
1977-06-14,2.4375
1977-06-15,2.445313
1977-06-16,2.453125
1977-06-17,2.460938
1977-06-20,2.4375
1977-06-21,2.453125
1977-06-22,2.445313
1977-06-23,2.4375
1977-06-24,2.4375
1977-06-27,2.429688
1977-06-28,2.382813
1977-06-29,2.414063
1977-06-30,2.398438
1977-07-01,2.375
1977-07-05,2.375
1977-07-06,2.359375
1977-07-07,2.328125
1977-07-08,2.3125
1977-07-11,2.304688
1977-07-12,2.320313
1977-07-13,2.3125
1977-07-15,2.328125
1977-07-18,2.351563
1977-07-19,2.382813
1977-07-20,2.398438
1977-07-21,2.398438
1977-07-22,2.398438
1977-07-25,2.40625
1977-07-26,2.398438
1977-07-27,2.375
1977-07-28,2.34375
1977-07-29,2.390625
1977-08-01,2.382813
1977-08-02,2.390625
1977-08-03,2.367188
1977-08-04,2.34375
1977-08-05,2.367188
1977-08-08,2.375
1977-08-09,2.351563
1977-08-10,2.359375
1977-08-11,2.375
1977-08-12,2.382813
1977-08-15,2.359375
1977-08-16,2.359375
1977-08-17,2.351563
1977-08-18,2.351563
1977-08-19,2.359375
1977-08-22,2.359375
1977-08-23,2.367188
1977-08-24,2.359375
1977-08-25,2.320313
1977-08-26,2.351563
1977-08-29,2.34375
1977-08-30,2.28125
1977-08-31,2.28125
1977-09-01,2.289063
1977-09-02,2.28125
1977-09-06,2.296875
1977-09-07,2.273438
1977-09-08,2.257813
1977-09-09,2.25
1977-09-12,2.21875
1977-09-13,2.234375
1977-09-14,2.234375
1977-09-15,2.21875
1977-09-16,2.179688
1977-09-19,2.171875
1977-09-20,2.1875
1977-09-21,2.179688
1977-09-22,2.203125
1977-09-23,2.210938
1977-09-26,2.21875
1977-09-27,2.234375
1977-09-28,2.226563
1977-09-29,2.234375
1977-09-30,2.265625
1977-10-03,2.257813
1977-10-04,2.242188
