Date,COO
1984-04-26,36.1875
1984-04-27,36.375
1984-04-30,36.5625
1984-05-01,36.5625
1984-05-02,36.375
1984-05-03,36.5625
1984-05-04,36.375
1984-05-07,36.375
1984-05-08,36.375
1984-05-09,36.375
1984-05-10,36.5625
1984-05-11,36.375
1984-05-14,36.375
1984-05-15,36.0
1984-05-16,36.1875
1984-05-17,36.0
1984-05-18,36.1875
1984-05-21,36.1875
1984-05-22,36.0
1984-05-23,35.4375
1984-05-24,35.8125
1984-05-25,36.0
1984-05-29,36.0
1984-05-30,36.0
1984-05-31,36.0
1984-06-01,35.625
1984-06-04,35.8125
1984-06-05,35.8125
1984-06-06,35.8125
1984-06-07,35.8125
1984-06-08,35.8125
1984-06-11,35.625
1984-06-12,35.8125
1984-06-13,35.4375
1984-06-14,36.0
1984-06-15,35.625
1984-06-18,35.625
1984-06-19,35.4375
1984-06-20,35.8125
1984-06-21,35.8125
1984-06-22,35.625
1984-06-25,35.8125
1984-06-26,36.1875
1984-06-27,34.5
1984-06-28,33.75
1984-06-29,34.5
1984-07-02,35.25
1984-07-03,35.0625
1984-07-05,35.0625
1984-07-06,34.6875
1984-07-09,34.125
1984-07-10,34.125
1984-07-11,34.125
1984-07-12,34.125
1984-07-13,34.125
1984-07-16,34.125
1984-07-17,33.5625
1984-07-18,33.5625
1984-07-19,33.0
1984-07-20,33.0
1984-07-23,31.125
1984-07-24,29.625
1984-07-25,31.5
1984-07-26,29.0625
1984-07-27,27.0
1984-07-30,25.3125
1984-07-31,26.625
1984-08-01,27.1875
1984-08-02,26.8125
1984-08-03,27.1875
1984-08-06,25.875
1984-08-07,26.625
1984-08-08,29.0625
1984-08-09,30.75
1984-08-10,29.8125
1984-08-13,29.8125
1984-08-14,29.4375
1984-08-15,29.0625
1984-08-16,27.9375
1984-08-17,28.3125
1984-08-20,28.3125
1984-08-21,29.625
1984-08-22,29.8125
1984-08-23,29.625
1984-08-24,30.0
1984-08-27,29.625
1984-08-28,30.1875
1984-08-29,30.375
1984-08-30,30.375
1984-08-31,30.1875
1984-09-04,31.5
1984-09-05,29.625
1984-09-06,29.625
1984-09-07,30.5625
1984-09-10,30.0
1984-09-11,30.0
1984-09-12,29.8125
1984-09-13,29.25
1984-09-14,29.0625
1984-09-17,29.625
1984-09-18,29.625
1984-09-19,29.25
1984-09-20,30.0
1984-09-21,29.625
1984-09-24,29.25
1984-09-25,28.875
1984-09-26,29.25
1984-09-27,29.25
1984-09-28,29.0625
1984-10-01,27.5625
1984-10-02,27.9375
1984-10-03,28.875
1984-10-04,28.875
1984-10-05,29.625
1984-10-08,30.0
1984-10-09,29.25
1984-10-10,28.875
1984-10-11,29.0625
1984-10-12,29.25
1984-10-15,29.0625
1984-10-16,28.875
1984-10-17,28.6875
1984-10-18,28.3125
1984-10-19,27.0
1984-10-22,27.75
1984-10-23,27.75
1984-10-24,27.1875
1984-10-25,27.0
1984-10-26,27.0
1984-10-29,26.0625
1984-10-30,25.6875
1984-10-31,25.6875
1984-11-01,25.875
1984-11-02,25.3125
1984-11-05,24.9375
1984-11-06,24.9375
1984-11-07,27.0
1984-11-08,27.0
1984-11-09,26.625
1984-11-12,26.25
1984-11-13,26.25
1984-11-14,25.5
1984-11-15,25.125
1984-11-16,24.75
1984-11-19,25.5
1984-11-20,25.125
1984-11-21,25.3125
1984-11-23,25.5
1984-11-26,24.9375
1984-11-27,24.9375
1984-11-28,24.9375
1984-11-29,24.375
1984-11-30,24.375
1984-12-03,23.625
1984-12-04,23.625
1984-12-05,24.0
1984-12-06,23.625
1984-12-07,23.625
1984-12-10,23.4375
1984-12-11,23.0625
1984-12-12,23.4375
1984-12-13,23.8125
1984-12-14,24.1875
1984-12-17,24.375
1984-12-18,24.9375
1984-12-19,25.3125
1984-12-20,24.9375
1984-12-21,24.9375
1984-12-24,24.75
1984-12-26,24.5625
1984-12-27,24.5625
1984-12-28,24.75
1984-12-31,24.75
1985-01-02,24.75
1985-01-03,24.75
1985-01-04,24.5625
1985-01-07,24.9375
1985-01-08,25.125
1985-01-09,25.125
1985-01-10,27.1875
1985-01-11,27.5625
1985-01-14,27.75
1985-01-15,28.875
1985-01-16,29.8125
1985-01-17,30.1875
1985-01-18,29.8125
1985-01-21,28.875
1985-01-22,30.0
1985-01-23,29.4375
1985-01-24,29.25
1985-01-25,29.0625
1985-01-28,29.0625
1985-01-29,29.25
1985-01-30,28.875
1985-01-31,28.6875
1985-02-01,28.5
1985-02-04,28.3125
1985-02-05,29.25
1985-02-06,32.25
1985-02-07,33.9375
1985-02-08,32.4375
1985-02-11,33.0
1985-02-12,34.5
1985-02-13,34.125
1985-02-14,33.75
1985-02-15,31.125
1985-02-19,32.25
1985-02-20,32.8125
1985-02-21,32.0625
1985-02-22,31.3125
1985-02-25,31.3125
1985-02-26,32.625
1985-02-27,33.75
1985-02-28,33.5625
1985-03-01,33.9375
1985-03-04,33.75
1985-03-05,33.9375
1985-03-06,34.5
1985-03-07,34.125
1985-03-08,33.375
1985-03-11,33.75
1985-03-12,33.5625
1985-03-13,32.625
1985-03-14,32.25
1985-03-15,32.625
1985-03-18,32.25
1985-03-19,33.375
1985-03-20,33.5625
1985-03-21,33.5625
1985-03-22,33.1875
1985-03-25,33.1875
1985-03-26,33.375
1985-03-27,33.5625
1985-03-28,33.5625
1985-03-29,33.1875
1985-04-01,33.1875
1985-04-02,33.0
1985-04-03,32.0625
1985-04-04,32.25
1985-04-08,31.6875
1985-04-09,31.125
1985-04-10,31.6875
1985-04-11,33.0
1985-04-12,34.125
1985-04-15,34.875
1985-04-16,34.6875
1985-04-17,34.875
1985-04-18,35.0625
1985-04-19,34.5
1985-04-22,33.9375
1985-04-23,33.5625
1985-04-24,33.375
1985-04-25,33.75
1985-04-26,35.0625
1985-04-29,34.5
1985-04-30,34.5
1985-05-01,34.125
1985-05-02,34.3125
1985-05-03,34.5
1985-05-06,34.5
1985-05-07,36.75
1985-05-08,37.125
1985-05-09,36.9375
1985-05-10,37.5
1985-05-13,37.6875
1985-05-14,37.3125
1985-05-15,37.3125
1985-05-16,38.0625
1985-05-17,38.4375
1985-05-20,39.75
1985-05-21,39.375
1985-05-22,38.4375
1985-05-23,38.625
1985-05-24,38.4375
1985-05-28,38.25
1985-05-29,38.4375
1985-05-30,38.8125
1985-05-31,39.375
1985-06-03,39.9375
1985-06-04,40.3125
1985-06-05,39.5625
1985-06-06,39.9375
1985-06-07,39.5625
1985-06-10,38.625
1985-06-11,38.0625
1985-06-12,36.75
1985-06-13,35.8125
1985-06-14,36.375
1985-06-17,36.5625
1985-06-18,37.125
1985-06-19,36.5625
1985-06-20,35.4375
1985-06-21,35.625
1985-06-24,36.5625
1985-06-25,37.5
1985-06-26,37.5
1985-06-27,37.6875
1985-06-28,37.6875
1985-07-01,37.5
1985-07-02,37.6875
1985-07-03,37.5
1985-07-05,37.6875
1985-07-08,37.3125
1985-07-09,36.0
1985-07-10,37.125
1985-07-11,37.3125
1985-07-12,37.3125
1985-07-15,37.5
1985-07-16,38.25
1985-07-17,38.625
1985-07-18,38.625
1985-07-19,39.75
1985-07-22,39.75
1985-07-23,39.0
1985-07-24,38.8125
1985-07-25,38.25
1985-07-26,37.125
1985-07-29,36.375
1985-07-30,36.0
1985-07-31,36.75
1985-08-01,36.1875
1985-08-02,35.625
1985-08-05,35.25
1985-08-06,35.0625
1985-08-07,35.0625
1985-08-08,35.4375
1985-08-09,35.4375
1985-08-12,34.875
1985-08-13,34.125
1985-08-14,34.3125
1985-08-15,34.3125
1985-08-16,33.75
1985-08-19,33.0
1985-08-20,33.1875
1985-08-21,33.1875
1985-08-22,33.5625
1985-08-23,33.75
1985-08-26,33.75
1985-08-27,33.5625
1985-08-28,33.75
1985-08-29,34.3125
1985-08-30,35.0625
1985-09-03,34.875
1985-09-04,34.875
1985-09-05,35.4375
1985-09-06,36.0
1985-09-09,36.1875
1985-09-10,35.0625
1985-09-11,34.875
1985-09-12,33.9375
1985-09-13,33.5625
1985-09-16,32.4375
1985-09-17,31.6875
1985-09-18,33.1875
1985-09-19,33.5625
1985-09-20,34.3125
1985-09-23,34.6875
1985-09-24,35.25
1985-09-25,33.9375
1985-09-26,33.375
1985-09-30,33.1875
1985-10-01,33.375
1985-10-02,34.125
1985-10-03,34.5
1985-10-04,33.9375
1985-10-07,32.8125
1985-10-08,32.4375
1985-10-09,32.8125
1985-10-10,33.375
1985-10-11,34.125
1985-10-14,35.625
1985-10-15,35.8125
1985-10-16,36.9375
1985-10-17,36.75
1985-10-18,37.875
1985-10-21,37.5
1985-10-22,36.5625
1985-10-23,36.75
1985-10-24,36.375
1985-10-25,36.375
1985-10-28,35.625
1985-10-29,36.1875
1985-10-30,37.6875
1985-10-31,39.0
1985-11-01,39.75
1985-11-04,38.625
1985-11-05,39.0
1985-11-06,38.25
1985-11-07,38.25
1985-11-08,37.5
1985-11-11,39.1875
1985-11-12,40.125
1985-11-13,39.0
1985-11-14,39.75
1985-11-15,39.75
1985-11-18,39.9375
1985-11-19,40.125
1985-11-20,40.875
1985-11-21,42.0
1985-11-22,42.75
1985-11-25,42.0
1985-11-26,41.8125
1985-11-27,41.625
1985-11-29,41.4375
1985-12-02,40.6875
1985-12-03,42.75
1985-12-04,42.0
1985-12-05,42.0
1985-12-06,40.5
1985-12-09,39.9375
1985-12-10,39.0
1985-12-11,41.0625
1985-12-12,42.9375
1985-12-13,42.75
1985-12-16,41.4375
1985-12-17,40.3125
1985-12-18,40.5
1985-12-19,40.3125
1985-12-20,40.3125
1985-12-23,39.1875
1985-12-24,38.625
1985-12-26,39.1875
1985-12-27,39.75
1985-12-30,40.125
1985-12-31,40.875
1986-01-02,41.0625
1986-01-03,40.875
1986-01-06,40.6875
1986-01-07,41.4375
1986-01-08,39.75
1986-01-09,38.0625
1986-01-10,39.75
1986-01-13,40.5
1986-01-14,39.9375
1986-01-15,40.6875
1986-01-16,40.125
1986-01-17,39.75
1986-01-20,39.375
1986-01-21,38.4375
1986-01-22,37.5
1986-01-23,36.5625
1986-01-24,37.3125
1986-01-27,37.5
1986-01-28,37.3125
1986-01-29,37.125
1986-01-30,37.125
1986-01-31,37.3125
1986-02-03,38.625
1986-02-04,37.875
1986-02-05,37.875
1986-02-06,37.875
1986-02-07,37.3125
1986-02-10,37.125
1986-02-11,36.75
1986-02-12,35.625
1986-02-13,34.6875
1986-02-14,34.3125
1986-02-18,34.5
1986-02-19,33.0
1986-02-20,33.0
1986-02-21,34.875
1986-02-24,35.625
1986-02-25,35.25
1986-02-26,35.0625
1986-02-27,35.4375
1986-02-28,36.75
1986-03-03,37.875
1986-03-04,36.75
1986-03-05,36.9375
1986-03-06,35.625
1986-03-07,35.25
1986-03-10,36.1875
1986-03-11,37.875
1986-03-12,37.875
1986-03-13,39.1875
1986-03-14,41.4375
1986-03-17,41.4375
1986-03-18,41.625
1986-03-19,39.75
1986-03-20,40.125
1986-03-21,40.125
1986-03-24,41.0625
1986-03-25,40.5
1986-03-26,40.875
1986-03-27,41.0625
1986-03-31,40.875
1986-04-01,39.375
1986-04-02,39.5625
1986-04-03,40.875
1986-04-04,40.125
1986-04-07,39.75
1986-04-08,41.4375
1986-04-09,41.8125
1986-04-10,42.375
1986-04-11,40.125
1986-04-14,39.5625
1986-04-15,39.9375
1986-04-16,40.3125
1986-04-17,40.5
1986-04-18,41.25
1986-04-21,41.0625
1986-04-22,41.0625
1986-04-23,40.3125
1986-04-24,39.1875
1986-04-25,40.125
1986-04-28,40.3125
1986-04-29,40.125
1986-04-30,39.375
1986-05-01,39.0
1986-05-02,39.1875
1986-05-05,39.75
1986-05-06,38.25
1986-05-07,36.9375
1986-05-08,36.5625
1986-05-09,35.8125
1986-05-12,35.25
1986-05-13,36.5625
1986-05-14,36.5625
1986-05-15,36.375
1986-05-16,35.8125
1986-05-19,35.8125
1986-05-20,35.25
1986-05-21,35.25
1986-05-22,35.8125
1986-05-23,35.625
1986-05-27,34.875
1986-05-28,34.875
1986-05-29,35.0625
1986-05-30,35.625
1986-06-02,35.25
1986-06-03,34.6875
1986-06-04,34.6875
1986-06-05,34.125
1986-06-06,35.4375
1986-06-09,35.4375
1986-06-10,35.0625
1986-06-11,35.0625
1986-06-12,37.125
1986-06-13,37.5
1986-06-16,36.75
1986-06-17,38.25
1986-06-18,37.3125
1986-06-19,36.5625
1986-06-20,36.0
1986-06-23,36.75
1986-06-24,36.5625
1986-06-25,36.1875
1986-06-26,36.1875
1986-06-27,36.5625
1986-06-30,36.0
1986-07-01,35.4375
1986-07-02,34.125
1986-07-03,34.5
1986-07-07,33.5625
1986-07-08,32.25
1986-07-09,32.0625
1986-07-10,31.875
1986-07-11,31.125
1986-07-14,29.25
1986-07-15,28.3125
1986-07-16,28.3125
1986-07-17,27.9375
1986-07-18,27.375
1986-07-21,26.4375
1986-07-22,26.25
1986-07-23,25.6875
1986-07-24,24.9375
1986-07-25,24.0
1986-07-28,23.4375
1986-07-29,22.5
1986-07-30,22.6875
1986-07-31,24.5625
1986-08-01,25.125
1986-08-04,25.3125
1986-08-05,24.75
1986-08-06,24.1875
1986-08-07,23.625
1986-08-08,23.25
1986-08-11,24.0
1986-08-12,26.625
1986-08-13,26.25
1986-08-14,25.875
1986-08-15,26.625
1986-08-18,27.75
1986-08-19,27.5625
1986-08-20,27.75
1986-08-21,27.5625
1986-08-22,27.5625
1986-08-25,27.9375
1986-08-26,29.0625
1986-08-27,29.0625
1986-08-28,28.6875
1986-08-29,28.5
1986-09-02,28.125
1986-09-03,28.5
1986-09-04,30.0
1986-09-05,30.1875
1986-09-08,29.4375
1986-09-09,29.25
1986-09-10,29.0625
1986-09-11,26.625
1986-09-12,27.9375
1986-09-15,27.1875
1986-09-16,27.5625
1986-09-17,28.125
1986-09-18,27.9375
1986-09-19,31.3125
1986-09-22,30.375
1986-09-23,31.125
1986-09-24,31.875
1986-09-25,33.75
1986-09-26,34.125
1986-09-29,33.375
1986-09-30,33.75
1986-10-01,33.75
1986-10-02,34.875
1986-10-03,35.625
1986-10-06,35.625
1986-10-07,36.0
1986-10-08,36.0
1986-10-09,35.625
1986-10-10,37.5
1986-10-13,37.125
1986-10-14,38.0625
1986-10-15,37.125
1986-10-16,37.3125
1986-10-17,37.5
1986-10-20,34.875
1986-10-21,34.875
1986-10-22,34.5
1986-10-23,34.3125
1986-10-24,34.875
1986-10-27,35.4375
1986-10-28,37.875
1986-10-29,39.0
1986-10-30,37.3125
1986-10-31,36.9375
1986-11-03,36.375
1986-11-04,36.0
1986-11-05,37.125
1986-11-06,36.375
1986-11-07,37.125
1986-11-10,35.8125
1986-11-11,35.0625
1986-11-12,34.875
1986-11-13,35.25
1986-11-14,36.375
1986-11-17,33.1875
1986-11-18,28.875
1986-11-19,28.875
1986-11-20,29.4375
1986-11-21,30.375
1986-11-24,29.25
1986-11-25,28.5
1986-11-26,31.125
1986-11-28,31.6875
1986-12-01,31.3125
1986-12-02,30.9375
1986-12-03,32.25
1986-12-04,32.4375
1986-12-05,30.9375
1986-12-08,30.375
1986-12-09,30.5625
1986-12-10,31.3125
1986-12-11,30.9375
1986-12-12,30.1875
1986-12-15,30.375
1986-12-16,30.0
1986-12-17,28.5
1986-12-18,30.0
1986-12-19,29.25
1986-12-22,28.5
1986-12-23,27.75
1986-12-24,28.125
1986-12-26,27.75
1986-12-29,26.8125
1986-12-30,26.625
1986-12-31,26.25
1987-01-02,26.4375
1987-01-05,27.1875
1987-01-06,27.1875
1987-01-07,26.8125
1987-01-08,27.0
1987-01-09,27.5625
1987-01-12,27.75
1987-01-13,28.125
1987-01-14,27.75
1987-01-15,27.0
1987-01-16,26.4375
1987-01-19,27.375
1987-01-20,26.8125
1987-01-21,26.8125
1987-01-22,27.0
1987-01-23,26.4375
1987-01-26,26.0625
1987-01-27,26.25
1987-01-28,26.0625
1987-01-29,26.625
1987-01-30,28.5
1987-02-02,28.125
1987-02-03,27.0
1987-02-04,26.625
1987-02-05,27.1875
1987-02-06,27.375
1987-02-09,26.8125
1987-02-10,26.625
1987-02-11,26.25
1987-02-12,25.6875
1987-02-13,25.5
1987-02-17,25.875
1987-02-18,26.25
1987-02-19,25.6875
1987-02-20,25.6875
1987-02-23,25.125
1987-02-24,24.0
1987-02-25,23.4375
1987-02-26,24.9375
1987-02-27,24.375
1987-03-02,24.5625
1987-03-03,23.8125
1987-03-04,23.625
1987-03-05,23.8125
1987-03-06,24.375
1987-03-09,24.75
1987-03-10,26.25
1987-03-11,26.0625
1987-03-12,25.5
1987-03-13,24.75
1987-03-16,24.5625
1987-03-17,26.0625
1987-03-18,25.5
1987-03-19,26.0625
1987-03-20,25.875
1987-03-23,25.875
1987-03-24,26.25
1987-03-25,28.125
1987-03-26,28.6875
1987-03-27,28.5
1987-03-30,26.625
1987-03-31,27.1875
1987-04-01,28.125
1987-04-02,29.25
1987-04-03,28.125
1987-04-06,27.75
1987-04-07,27.5625
1987-04-08,27.0
1987-04-09,27.0
1987-04-10,26.625
1987-04-13,27.75
1987-04-14,26.4375
1987-04-15,26.625
1987-04-16,26.25
1987-04-20,25.3125
1987-04-21,25.125
1987-04-22,24.1875
1987-04-23,23.8125
1987-04-24,23.0625
1987-04-27,24.0
1987-04-28,23.625
1987-04-29,23.0625
1987-04-30,22.6875
1987-05-01,23.25
1987-05-04,22.5
1987-05-05,22.3125
1987-05-06,22.5
1987-05-07,23.0625
1987-05-08,22.5
1987-05-11,23.0625
1987-05-12,23.4375
1987-05-13,23.8125
1987-05-14,24.0
1987-05-15,22.875
1987-05-18,22.875
1987-05-19,22.3125
1987-05-20,22.3125
1987-05-21,22.5
1987-05-22,21.9375
1987-05-26,22.875
1987-05-27,23.4375
1987-05-28,23.4375
1987-05-29,23.4375
1987-06-01,23.0625
1987-06-02,22.5
1987-06-03,22.5
1987-06-04,21.9375
1987-06-05,21.9375
1987-06-08,22.6875
1987-06-09,22.5
1987-06-10,22.125
1987-06-11,22.875
1987-06-12,22.875
1987-06-15,22.5
1987-06-16,22.875
1987-06-17,23.625
1987-06-18,23.0625
1987-06-19,23.25
1987-06-22,24.1875
1987-06-23,22.125
1987-06-24,22.875
1987-06-25,22.3125
1987-06-26,22.3125
1987-06-29,22.3125
1987-06-30,22.3125
1987-07-01,22.125
1987-07-02,21.75
1987-07-06,21.375
1987-07-07,22.875
1987-07-08,22.6875
1987-07-09,22.875
1987-07-10,22.875
1987-07-13,22.5
1987-07-14,22.875
1987-07-15,23.625
1987-07-16,23.4375
1987-07-17,22.875
1987-07-20,23.625
1987-07-21,23.625
1987-07-22,24.375
1987-07-23,24.375
1987-07-24,24.375
1987-07-27,23.625
1987-07-28,23.4375
1987-07-29,24.1875
1987-07-30,23.8125
1987-07-31,23.0625
1987-08-03,23.0625
1987-08-04,22.5
1987-08-05,21.375
1987-08-06,22.5
1987-08-07,22.3125
1987-08-10,21.75
1987-08-11,21.9375
1987-08-12,21.75
1987-08-13,21.9375
1987-08-14,21.75
1987-08-17,21.9375
1987-08-18,21.9375
1987-08-19,22.3125
1987-08-20,22.6875
1987-08-21,22.6875
1987-08-24,22.3125
1987-08-25,21.9375
1987-08-26,21.9375
1987-08-27,21.9375
1987-08-28,22.3125
1987-08-31,23.25
1987-09-01,23.4375
1987-09-02,23.0625
1987-09-03,22.875
1987-09-04,22.6875
1987-09-08,23.25
1987-09-09,23.625
1987-09-10,24.375
1987-09-11,24.375
1987-09-14,25.6875
1987-09-15,25.3125
1987-09-16,24.9375
1987-09-17,25.5
1987-09-18,26.25
1987-09-21,25.5
1987-09-22,25.875
1987-09-23,25.5
1987-09-24,26.25
1987-09-25,26.8125
1987-09-28,26.25
1987-09-29,26.4375
1987-09-30,27.0
1987-10-01,27.5625
1987-10-02,27.5625
1987-10-05,27.0
1987-10-06,27.375
1987-10-07,26.4375
1987-10-08,26.25
1987-10-09,26.0625
1987-10-12,25.3125
1987-10-13,24.75
1987-10-14,23.4375
1987-10-15,22.6875
1987-10-16,19.125
1987-10-19,12.75
1987-10-20,10.125
1987-10-21,12.5625
1987-10-22,11.8125
1987-10-23,11.8125
1987-10-26,9.9375
1987-10-27,10.5
1987-10-28,9.9375
1987-10-29,11.4375
1987-10-30,13.3125
1987-11-02,13.5
1987-11-03,13.875
1987-11-04,14.0625
1987-11-05,13.6875
1987-11-06,13.5
1987-11-09,13.3125
1987-11-10,12.1875
1987-11-11,12.1875
1987-11-12,12.75
1987-11-13,14.4375
1987-11-16,14.625
1987-11-17,14.625
1987-11-18,14.0625
1987-11-19,13.5
