Date,RBA
1998-03-10,3.520833
1998-03-11,3.59375
1998-03-12,3.729167
1998-03-13,3.625
1998-03-16,3.802083
1998-03-17,3.916667
1998-03-18,4.0
1998-03-19,4.1041669999999995
1998-03-20,4.0
1998-03-23,3.989583
1998-03-24,3.854167
1998-03-25,3.885417
1998-03-26,4.0833330000000005
1998-03-27,4.0625
1998-03-30,3.9375
1998-03-31,4.0104169999999995
1998-04-01,4.0520830000000005
1998-04-02,4.0520830000000005
1998-04-03,4.1041669999999995
1998-04-06,4.0833330000000005
1998-04-07,3.96875
1998-04-08,4.0833330000000005
1998-04-09,4.3645830000000005
1998-04-13,4.53125
1998-04-14,4.6666669999999995
1998-04-15,4.5520830000000005
1998-04-16,4.6041669999999995
1998-04-17,4.59375
1998-04-20,4.4166669999999995
1998-04-21,4.3854169999999995
1998-04-22,4.4583330000000005
1998-04-23,4.53125
1998-04-24,4.5520830000000005
1998-04-27,4.53125
1998-04-28,4.5
1998-04-29,4.4895830000000005
1998-04-30,4.4895830000000005
1998-05-01,4.5208330000000005
1998-05-04,4.5
1998-05-05,4.5
1998-05-06,4.4895830000000005
1998-05-07,4.3333330000000005
1998-05-08,4.1666669999999995
1998-05-11,4.4166669999999995
1998-05-12,4.40625
1998-05-13,4.3333330000000005
1998-05-14,4.3333330000000005
1998-05-15,4.3020830000000005
1998-05-18,4.3333330000000005
1998-05-19,4.2916669999999995
1998-05-20,4.28125
1998-05-21,4.3541669999999995
1998-05-22,4.3541669999999995
1998-05-26,4.375
1998-05-27,4.25
1998-05-28,4.3958330000000005
1998-05-29,4.5208330000000005
1998-06-01,4.40625
1998-06-02,4.3333330000000005
1998-06-03,4.3541669999999995
1998-06-04,4.4166669999999995
1998-06-05,4.46875
1998-06-08,4.46875
1998-06-09,4.46875
1998-06-10,4.4479169999999995
1998-06-11,4.3958330000000005
1998-06-12,4.375
1998-06-15,4.21875
1998-06-16,4.2083330000000005
1998-06-17,4.4895830000000005
1998-06-18,4.5
1998-06-19,4.5
1998-06-22,4.4583330000000005
1998-06-23,4.3854169999999995
1998-06-24,4.2916669999999995
1998-06-25,4.2395830000000005
1998-06-26,4.2291669999999995
1998-06-29,4.3541669999999995
1998-06-30,4.4270830000000005
1998-07-01,4.4270830000000005
1998-07-02,4.75
1998-07-06,4.71875
1998-07-07,4.7916669999999995
1998-07-08,4.75
1998-07-09,4.8541669999999995
1998-07-10,4.7916669999999995
1998-07-13,4.75
1998-07-14,4.7083330000000005
1998-07-15,4.7395830000000005
1998-07-16,4.84375
1998-07-17,4.8333330000000005
1998-07-20,4.8125
1998-07-21,4.7395830000000005
1998-07-22,4.75
1998-07-23,4.75
1998-07-24,4.7291669999999995
1998-07-27,4.5833330000000005
1998-07-28,4.4375
1998-07-29,4.375
1998-07-30,4.4166669999999995
1998-07-31,4.4479169999999995
1998-08-03,4.4166669999999995
1998-08-04,4.3125
1998-08-05,4.1666669999999995
1998-08-06,4.09375
1998-08-07,4.3645830000000005
1998-08-10,4.2708330000000005
1998-08-11,4.1666669999999995
1998-08-12,4.2083330000000005
1998-08-13,4.1666669999999995
1998-08-14,4.2395830000000005
1998-08-17,4.1979169999999995
1998-08-18,4.65625
1998-08-19,4.7083330000000005
1998-08-20,4.625
1998-08-21,4.53125
1998-08-24,4.5104169999999995
1998-08-25,4.5104169999999995
1998-08-26,4.3541669999999995
1998-08-27,4.2604169999999995
1998-08-28,4.1666669999999995
1998-08-31,3.9375
1998-09-01,3.9375
1998-09-02,3.96875
1998-09-03,3.958333
1998-09-04,4.0
1998-09-08,4.0
1998-09-09,4.0104169999999995
1998-09-10,3.958333
1998-09-11,3.979167
1998-09-14,3.958333
1998-09-15,3.96875
1998-09-16,3.958333
1998-09-17,3.854167
1998-09-18,3.791667
1998-09-21,3.75
1998-09-22,3.75
1998-09-23,3.739583
1998-09-24,3.677083
1998-09-25,3.75
1998-09-28,3.729167
1998-09-29,3.697917
1998-09-30,3.6875
1998-10-01,3.666667
1998-10-02,3.645833
1998-10-05,3.427083
1998-10-06,3.447917
1998-10-07,3.395833
1998-10-08,3.34375
1998-10-09,3.40625
1998-10-12,3.411458
1998-10-13,3.416667
1998-10-14,3.395833
1998-10-15,3.5
1998-10-16,3.583333
1998-10-19,3.71875
1998-10-20,3.8125
1998-10-21,3.822917
1998-10-22,3.833333
1998-10-23,3.833333
1998-10-26,3.864583
1998-10-27,3.916667
1998-10-28,4.03125
1998-10-29,4.1458330000000005
1998-10-30,4.1666669999999995
1998-11-02,4.2083330000000005
1998-11-03,4.2291669999999995
1998-11-04,4.2604169999999995
1998-11-05,4.21875
1998-11-06,4.21875
1998-11-09,4.1979169999999995
1998-11-10,4.1458330000000005
1998-11-11,4.0520830000000005
1998-11-12,3.9375
1998-11-13,3.927083
1998-11-16,3.958333
1998-11-17,4.0
1998-11-18,4.0416669999999995
1998-11-19,4.0208330000000005
1998-11-20,4.0520830000000005
1998-11-23,4.125
1998-11-24,4.0833330000000005
1998-11-25,4.0208330000000005
1998-11-27,3.989583
1998-11-30,4.0
1998-12-01,3.958333
1998-12-02,3.989583
1998-12-03,4.0
1998-12-04,4.0
1998-12-07,4.0416669999999995
1998-12-08,4.0
1998-12-09,4.0833330000000005
1998-12-10,4.0
1998-12-11,4.0729169999999995
1998-12-14,4.3541669999999995
1998-12-15,4.375
1998-12-16,4.3125
1998-12-17,4.3125
1998-12-18,4.3333330000000005
1998-12-21,4.3541669999999995
1998-12-22,4.2604169999999995
1998-12-23,4.25
1998-12-24,4.2916669999999995
1998-12-28,4.2916669999999995
1998-12-29,4.3125
1998-12-30,4.46875
1998-12-31,4.4895830000000005
1999-01-04,4.46875
1999-01-05,4.40625
1999-01-06,4.5416669999999995
1999-01-07,4.6770830000000005
1999-01-08,4.5833330000000005
1999-01-11,4.5625
1999-01-12,4.5
1999-01-13,4.5416669999999995
1999-01-14,4.5625
1999-01-15,4.5833330000000005
1999-01-19,4.5416669999999995
1999-01-20,4.5625
1999-01-21,4.59375
1999-01-22,4.6458330000000005
1999-01-25,4.6770830000000005
1999-01-26,4.84375
1999-01-27,4.84375
1999-01-28,4.875
1999-01-29,4.9166669999999995
1999-02-01,4.875
1999-02-02,4.875
1999-02-03,4.9166669999999995
1999-02-04,4.9270830000000005
1999-02-05,4.875
1999-02-08,4.8854169999999995
1999-02-09,4.9375
1999-02-10,4.9583330000000005
1999-02-11,4.9479169999999995
1999-02-12,4.8333330000000005
1999-02-16,4.7083330000000005
1999-02-17,4.5625
1999-02-18,4.4479169999999995
1999-02-19,4.4791669999999995
1999-02-22,5.1666669999999995
1999-02-23,5.125
1999-02-24,5.125
1999-02-25,5.1666669999999995
1999-02-26,5.2291669999999995
1999-03-01,5.25
1999-03-02,5.6041669999999995
1999-03-03,5.3854169999999995
1999-03-04,5.25
1999-03-05,5.4583330000000005
1999-03-08,5.4166669999999995
1999-03-09,5.375
1999-03-10,5.34375
1999-03-11,5.34375
1999-03-12,5.3541669999999995
1999-03-15,5.4791669999999995
1999-03-16,5.5208330000000005
1999-03-17,5.375
1999-03-18,5.3958330000000005
1999-03-19,5.65625
1999-03-22,5.7083330000000005
1999-03-23,5.625
1999-03-24,5.5625
1999-03-25,5.5520830000000005
1999-03-26,5.5208330000000005
1999-03-29,5.6041669999999995
1999-03-30,5.6145830000000005
1999-03-31,5.6145830000000005
1999-04-01,5.75
1999-04-05,5.75
1999-04-06,5.90625
1999-04-07,5.84375
1999-04-08,6.0208330000000005
1999-04-09,6.0729169999999995
1999-04-12,6.4375
1999-04-13,6.4583330000000005
1999-04-14,6.4479169999999995
1999-04-15,6.4583330000000005
1999-04-16,6.28125
1999-04-19,6.3645830000000005
1999-04-20,6.4479169999999995
1999-04-21,6.34375
1999-04-22,6.15625
1999-04-23,6.0416669999999995
1999-04-26,5.6875
1999-04-27,5.8333330000000005
1999-04-28,5.8229169999999995
1999-04-29,5.7291669999999995
1999-04-30,5.8229169999999995
1999-05-03,5.8958330000000005
1999-05-04,5.96875
1999-05-05,6.4583330000000005
1999-05-06,6.2708330000000005
1999-05-07,6.2916669999999995
1999-05-10,6.1041669999999995
1999-05-11,5.7916669999999995
1999-05-12,5.8020830000000005
1999-05-13,5.7916669999999995
1999-05-14,5.5833330000000005
1999-05-17,5.5
1999-05-18,5.6041669999999995
1999-05-19,5.625
1999-05-20,5.625
1999-05-21,5.8125
1999-05-24,5.7708330000000005
1999-05-25,5.7708330000000005
1999-05-26,5.7291669999999995
1999-05-27,5.875
1999-05-28,5.9583330000000005
1999-06-01,6.2916669999999995
1999-06-02,6.1979169999999995
1999-06-03,6.1666669999999995
1999-06-04,6.1041669999999995
1999-06-07,6.1666669999999995
1999-06-08,6.1666669999999995
1999-06-09,6.1875
1999-06-10,6.1041669999999995
1999-06-11,6.2291669999999995
1999-06-14,6.1666669999999995
1999-06-15,6.125
1999-06-16,6.125
1999-06-17,6.0833330000000005
1999-06-18,6.0
1999-06-21,6.0
1999-06-22,6.0
1999-06-23,5.9375
1999-06-24,5.9166669999999995
1999-06-25,5.8854169999999995
1999-06-28,5.9479169999999995
1999-06-29,6.0
1999-06-30,6.3541669999999995
1999-07-01,6.4270830000000005
1999-07-02,6.4270830000000005
1999-07-06,6.40625
1999-07-07,6.4166669999999995
1999-07-08,6.4895830000000005
1999-07-09,6.4791669999999995
1999-07-12,6.4479169999999995
1999-07-13,6.4166669999999995
1999-07-14,6.4166669999999995
1999-07-15,6.4270830000000005
1999-07-16,6.4791669999999995
1999-07-19,6.46875
1999-07-20,6.4375
1999-07-21,6.4375
1999-07-22,6.3958330000000005
1999-07-23,6.40625
1999-07-26,6.3958330000000005
1999-07-27,6.4583330000000005
1999-07-28,6.4791669999999995
1999-07-29,6.46875
1999-07-30,6.4791669999999995
1999-08-02,6.5
1999-08-03,6.4895830000000005
1999-08-04,6.4270830000000005
1999-08-05,6.4375
1999-08-06,6.40625
