Date,ATRA
2014-10-16,10.65
2014-10-17,12.0
2014-10-20,14.35
2014-10-21,13.85
2014-10-22,13.67
2014-10-23,13.28
2014-10-24,14.89
2014-10-27,17.34
2014-10-28,20.24
2014-10-29,18.799999
2014-10-30,19.719998999999998
2014-10-31,19.18
2014-11-03,23.93
2014-11-04,23.950001
2014-11-05,24.91
2014-11-06,24.799999
2014-11-07,28.75
2014-11-10,26.42
2014-11-11,27.209999
2014-11-12,22.549999
2014-11-13,22.99
2014-11-14,23.17
2014-11-17,26.67
2014-11-18,26.35
2014-11-19,27.0
2014-11-20,26.08
2014-11-21,26.870001000000002
2014-11-24,27.059998999999998
2014-11-25,25.889999
2014-11-26,26.99
2014-11-28,27.0
2014-12-01,26.66
2014-12-02,31.799999
2014-12-03,30.48
2014-12-04,31.51
2014-12-05,30.48
2014-12-08,30.48
2014-12-09,28.139999
2014-12-10,31.030001000000002
2014-12-11,27.6
2014-12-12,25.49
2014-12-15,22.5
2014-12-16,24.35
2014-12-17,30.120001000000002
2014-12-18,27.950001
2014-12-19,27.85
2014-12-22,27.32
2014-12-23,27.59
2014-12-24,28.0
2014-12-26,27.709999
2014-12-29,27.09
2014-12-30,27.26
2014-12-31,26.75
2015-01-02,26.700001
2015-01-05,27.780001000000002
2015-01-06,25.889999
2015-01-07,26.0
2015-01-08,26.110001
2015-01-09,25.370001000000002
2015-01-12,27.459999
2015-01-13,25.719998999999998
2015-01-14,26.73
2015-01-15,24.690001000000002
2015-01-16,25.15
2015-01-20,23.84
2015-01-21,23.379998999999998
2015-01-22,23.6
2015-01-23,23.139999
2015-01-26,23.83
2015-01-27,24.639999
2015-01-28,22.75
2015-01-29,24.450001
2015-01-30,24.360001
2015-02-02,23.459999
2015-02-03,23.030001000000002
2015-02-04,20.98
2015-02-05,19.27
2015-02-06,19.280001000000002
2015-02-09,18.299999
2015-02-10,19.139999
2015-02-11,18.549999
2015-02-12,18.1
2015-02-13,18.0
2015-02-17,18.9
2015-02-18,20.08
2015-02-19,21.66
2015-02-20,21.32
2015-02-23,22.870001000000002
2015-02-24,21.459999
2015-02-25,20.790001
2015-02-26,20.959999
2015-02-27,19.559998999999998
2015-03-02,20.48
2015-03-03,22.02
2015-03-04,26.549999
2015-03-05,28.75
2015-03-06,28.309998999999998
2015-03-09,29.75
2015-03-10,30.07
2015-03-11,31.75
2015-03-12,33.119999
2015-03-13,31.42
2015-03-16,33.099998
2015-03-17,33.34
2015-03-18,31.790001
2015-03-19,35.889998999999996
2015-03-20,38.779999
2015-03-23,38.959998999999996
2015-03-24,38.939999
2015-03-25,36.25
2015-03-26,34.900002
2015-03-27,36.599998
2015-03-30,42.900002
2015-03-31,41.57
2015-04-01,40.18
2015-04-02,43.18
2015-04-06,41.669998
2015-04-07,42.560001
2015-04-08,45.950001
2015-04-09,46.889998999999996
2015-04-10,47.490002000000004
2015-04-13,47.880001
2015-04-14,47.779999
2015-04-15,47.75
2015-04-16,53.279999
2015-04-17,52.240002000000004
2015-04-20,53.610001000000004
2015-04-21,56.150002
2015-04-22,63.790001000000004
2015-04-23,64.019997
2015-04-24,59.889998999999996
2015-04-27,48.290001000000004
2015-04-28,47.02
2015-04-29,46.23
2015-04-30,41.450001
2015-05-01,40.450001
2015-05-04,41.209998999999996
2015-05-05,39.080002
2015-05-06,38.029999
2015-05-07,36.669998
2015-05-08,37.369999
2015-05-11,37.700001
2015-05-12,40.240002000000004
2015-05-13,38.439999
2015-05-14,37.580002
2015-05-15,37.299999
2015-05-18,39.560001
2015-05-19,37.990002000000004
2015-05-20,39.400002
2015-05-21,37.330002
2015-05-22,37.73
2015-05-26,38.540001000000004
2015-05-27,39.57
2015-05-28,39.779999
2015-05-29,42.360001000000004
2015-06-01,40.630001
2015-06-02,41.419998
2015-06-03,40.889998999999996
2015-06-04,43.200001
2015-06-05,45.220001
2015-06-08,44.720001
2015-06-09,44.150002
2015-06-10,44.490002000000004
2015-06-11,44.150002
2015-06-12,48.0
2015-06-15,56.189999
2015-06-16,52.07
2015-06-17,55.82
2015-06-18,52.540001000000004
2015-06-19,54.07
2015-06-22,54.200001
2015-06-23,54.119999
2015-06-24,52.09
2015-06-25,52.630001
2015-06-26,52.619999
2015-06-29,51.549999
2015-06-30,52.759997999999996
2015-07-01,45.330002
2015-07-02,45.5
2015-07-06,47.240002000000004
2015-07-07,46.32
2015-07-08,48.830002
2015-07-09,53.41
2015-07-10,54.169998
2015-07-13,62.029999
2015-07-14,63.110001000000004
2015-07-15,62.16
2015-07-16,61.310001
2015-07-17,59.919998
2015-07-20,56.299999
2015-07-21,59.450001
2015-07-22,59.970001
2015-07-23,59.330002
2015-07-24,55.98
2015-07-27,57.889998999999996
2015-07-28,59.73
2015-07-29,58.830002
2015-07-30,55.619999
2015-07-31,56.139998999999996
2015-08-03,56.98
2015-08-04,56.959998999999996
2015-08-05,58.419998
2015-08-06,55.98
2015-08-07,51.779999
2015-08-10,50.02
2015-08-11,49.32
2015-08-12,51.619999
