Date,ROKU
2017-09-28,23.5
2017-09-29,26.540001
2017-10-02,23.559998999999998
2017-10-03,20.809998999999998
2017-10-04,20.85
2017-10-05,22.01
2017-10-06,23.200001
2017-10-09,24.540001
2017-10-10,22.93
2017-10-11,23.66
2017-10-12,23.629998999999998
2017-10-13,23.02
2017-10-16,22.190001000000002
2017-10-17,22.09
2017-10-18,22.049999
2017-10-19,22.030001000000002
2017-10-20,21.870001000000002
2017-10-23,20.370001000000002
2017-10-24,19.77
2017-10-25,18.92
2017-10-26,18.57
2017-10-27,18.790001
2017-10-30,19.5
2017-10-31,20.379998999999998
2017-11-01,19.799999
2017-11-02,19.75
2017-11-03,19.549999
2017-11-06,19.34
2017-11-07,19.129998999999998
2017-11-08,18.84
2017-11-09,29.190001000000002
2017-11-10,33.25
2017-11-13,42.709998999999996
2017-11-14,36.950001
2017-11-15,39.32
2017-11-16,39.790001000000004
2017-11-17,38.59
2017-11-20,39.02
2017-11-21,37.259997999999996
2017-11-22,40.599998
2017-11-24,39.470001
2017-11-27,46.52
2017-11-28,46.43
2017-11-29,44.869999
2017-11-30,43.900002
2017-12-01,43.549999
2017-12-04,41.73
2017-12-05,39.450001
2017-12-06,44.259997999999996
2017-12-07,42.52
2017-12-08,44.790001000000004
2017-12-11,47.98
2017-12-12,46.950001
2017-12-13,45.459998999999996
2017-12-14,46.150002
2017-12-15,52.310001
2017-12-18,56.099998
2017-12-19,56.580002
2017-12-20,52.889998999999996
2017-12-21,53.849998
2017-12-22,51.619999
2017-12-26,54.869999
2017-12-27,54.759997999999996
2017-12-28,53.189999
2017-12-29,51.779999
2018-01-02,52.07
2018-01-03,55.439999
2018-01-04,51.240002000000004
2018-01-05,46.279999
2018-01-08,47.470001
2018-01-09,44.73
2018-01-10,44.709998999999996
2018-01-11,43.869999
2018-01-12,43.380001
2018-01-16,39.189999
2018-01-17,41.540001000000004
2018-01-18,40.759997999999996
2018-01-19,40.220001
2018-01-22,43.619999
2018-01-23,42.619999
2018-01-24,42.25
2018-01-25,44.099998
2018-01-26,42.91
2018-01-29,42.360001000000004
2018-01-30,41.52
2018-01-31,40.619999
2018-02-01,39.919998
2018-02-02,40.459998999999996
2018-02-05,40.169998
2018-02-06,41.900002
2018-02-07,45.689999
2018-02-08,43.700001
2018-02-09,42.459998999999996
2018-02-12,43.23
2018-02-13,43.02
2018-02-14,44.849998
2018-02-15,45.639998999999996
2018-02-16,48.130001
2018-02-20,51.18
2018-02-21,51.099998
2018-02-22,42.049999
2018-02-23,41.52
2018-02-26,40.439999
2018-02-27,40.91
2018-02-28,40.77
2018-03-01,38.720001
2018-03-02,37.57
2018-03-05,39.0
2018-03-06,38.580002
2018-03-07,38.889998999999996
2018-03-08,38.689999
2018-03-09,38.5
2018-03-12,37.869999
2018-03-13,37.369999
2018-03-14,36.93
2018-03-15,36.27
2018-03-16,35.860001000000004
2018-03-19,33.849998
2018-03-20,34.73
2018-03-21,34.25
2018-03-22,33.509997999999996
2018-03-23,32.060001
2018-03-26,34.59
2018-03-27,33.0
2018-03-28,31.299999
2018-03-29,31.1
2018-04-02,30.33
2018-04-03,30.290001
2018-04-04,32.27
2018-04-05,31.76
2018-04-06,31.360001
2018-04-09,32.610001000000004
2018-04-10,32.27
2018-04-11,32.009997999999996
2018-04-12,33.689999
2018-04-13,32.689999
2018-04-16,33.02
2018-04-17,35.98
2018-04-18,31.719998999999998
2018-04-19,32.700001
2018-04-20,32.57
2018-04-23,32.27
2018-04-24,32.400002
2018-04-25,31.879998999999998
2018-04-26,32.91
2018-04-27,32.700001
2018-04-30,32.540001000000004
2018-05-01,32.970001
2018-05-02,33.360001000000004
2018-05-03,31.02
2018-05-04,31.549999
2018-05-07,33.169998
2018-05-08,33.119999
2018-05-09,36.080002
2018-05-10,35.459998999999996
2018-05-11,35.139998999999996
2018-05-14,35.299999
2018-05-15,34.080002
2018-05-16,34.439999
2018-05-17,34.259997999999996
2018-05-18,35.400002
2018-05-21,34.740002000000004
2018-05-22,34.040001000000004
2018-05-23,34.549999
2018-05-24,35.990002000000004
2018-05-25,38.540001000000004
2018-05-29,38.599998
2018-05-30,38.450001
2018-05-31,37.459998999999996
2018-06-01,37.07
2018-06-04,38.029999
2018-06-05,40.259997999999996
2018-06-06,39.450001
2018-06-07,39.57
2018-06-08,39.240002000000004
2018-06-11,41.459998999999996
2018-06-12,41.459998999999996
2018-06-13,43.43
2018-06-14,45.02
2018-06-15,43.299999
2018-06-18,44.93
2018-06-19,45.27
2018-06-20,46.75
2018-06-21,45.369999
2018-06-22,44.709998999999996
2018-06-25,42.009997999999996
2018-06-26,43.990002000000004
2018-06-27,41.419998
2018-06-28,41.619999
2018-06-29,42.619999
2018-07-02,43.290001000000004
2018-07-03,45.540001000000004
2018-07-05,45.41
2018-07-06,46.700001
2018-07-09,46.330002
2018-07-10,45.990002000000004
2018-07-11,45.91
2018-07-12,48.310001
2018-07-13,48.759997999999996
2018-07-16,48.259997999999996
2018-07-17,51.389998999999996
2018-07-18,49.5
2018-07-19,49.790001000000004
2018-07-20,49.77
2018-07-23,49.740002000000004
2018-07-24,46.91
2018-07-25,48.709998999999996
2018-07-26,48.639998999999996
2018-07-27,47.540001000000004
2018-07-30,44.310001
2018-07-31,45.419998
2018-08-01,45.650002
2018-08-02,46.459998999999996
2018-08-03,46.470001
2018-08-06,47.849998
2018-08-07,47.419998
2018-08-08,47.25
2018-08-09,57.32
2018-08-10,58.049999
2018-08-13,55.380001
2018-08-14,55.790001000000004
2018-08-15,54.509997999999996
2018-08-16,57.049999
2018-08-17,56.07
2018-08-20,57.029999
2018-08-21,58.75
2018-08-22,59.689999
2018-08-23,60.09
2018-08-24,63.259997999999996
2018-08-27,64.099998
2018-08-28,62.990002000000004
2018-08-29,59.919998
2018-08-30,60.68
2018-08-31,59.490002000000004
2018-09-04,63.200001
2018-09-05,61.349998
2018-09-06,63.599998
2018-09-07,65.230003
2018-09-10,68.709999
2018-09-11,70.980003
2018-09-12,70.940002
2018-09-13,70.610001
2018-09-14,71.120003
2018-09-17,69.75
2018-09-18,72.07
2018-09-19,70.610001
2018-09-20,72.860001
2018-09-21,72.449997
2018-09-24,73.07
2018-09-25,73.029999
2018-09-26,73.339996
2018-09-27,74.739998
2018-09-28,73.029999
2018-10-01,76.480003
2018-10-02,71.639999
2018-10-03,72.57
2018-10-04,66.82
2018-10-05,66.940002
2018-10-08,65.639999
2018-10-09,64.5
2018-10-10,56.450001
2018-10-11,56.080002
2018-10-12,60.41
2018-10-15,61.689999
2018-10-16,63.66
2018-10-17,60.84
2018-10-18,57.009997999999996
2018-10-19,54.09
2018-10-22,53.91
2018-10-23,54.09
2018-10-24,50.740002000000004
2018-10-25,52.049999
2018-10-26,51.82
2018-10-29,50.470001
2018-10-30,52.259997999999996
2018-10-31,55.599998
2018-11-01,57.830002
2018-11-02,57.889998999999996
2018-11-05,56.849998
2018-11-06,55.619999
2018-11-07,58.860001000000004
2018-11-08,45.740002000000004
2018-11-09,43.939999
2018-11-12,41.459998999999996
2018-11-13,42.439999
2018-11-14,43.200001
2018-11-15,44.529999
2018-11-16,44.580002
2018-11-19,42.669998
2018-11-20,40.860001000000004
2018-11-21,40.25
2018-11-23,39.919998
2018-11-26,41.209998999999996
2018-11-27,39.220001
2018-11-28,38.93
2018-11-29,40.84
2018-11-30,40.75
2018-12-03,42.169998
2018-12-04,39.779999
2018-12-06,40.82
2018-12-07,37.919998
2018-12-10,37.200001
2018-12-11,35.810001
2018-12-12,35.169998
2018-12-13,33.740002000000004
2018-12-14,33.419998
2018-12-17,32.119999
2018-12-18,31.34
2018-12-19,30.610001
2018-12-20,29.66
2018-12-21,27.280001000000002
2018-12-24,27.17
2018-12-26,30.35
2018-12-27,30.459999
2018-12-28,30.16
2018-12-31,30.639999
2019-01-02,32.52
2019-01-03,30.1
2019-01-04,33.73
2019-01-07,42.18
2019-01-08,40.880001
2019-01-09,42.099998
2019-01-10,40.16
2019-01-11,39.57
2019-01-14,39.459998999999996
2019-01-15,40.490002000000004
2019-01-16,39.889998999999996
2019-01-17,41.630001
2019-01-18,40.98
2019-01-22,39.91
2019-01-23,40.439999
2019-01-24,43.290001000000004
2019-01-25,43.689999
2019-01-28,43.860001000000004
2019-01-29,42.849998
2019-01-30,44.130001
2019-01-31,44.950001
2019-02-01,45.209998999999996
2019-02-04,47.43
2019-02-05,48.16
2019-02-06,48.380001
2019-02-07,46.860001000000004
2019-02-08,48.27
2019-02-11,46.98
2019-02-12,49.209998999999996
2019-02-13,50.200001
2019-02-14,50.970001
2019-02-15,52.080002
2019-02-19,53.220001
2019-02-20,53.639998999999996
2019-02-21,51.48
2019-02-22,64.470001
2019-02-25,64.870003
2019-02-26,65.08000200000001
2019-02-27,67.370003
2019-02-28,66.290001
2019-03-01,69.08000200000001
2019-03-04,67.050003
2019-03-05,68.83000200000001
2019-03-06,71.889999
2019-03-07,70.809998
2019-03-08,71.269997
2019-03-11,74.120003
2019-03-12,70.720001
2019-03-13,60.740002000000004
2019-03-14,61.82
2019-03-15,62.790001000000004
2019-03-18,63.610001000000004
2019-03-19,64.91999799999999
2019-03-20,64.970001
2019-03-21,66.940002
2019-03-22,63.91
2019-03-25,66.900002
2019-03-26,64.309998
2019-03-27,62.18
2019-03-28,64.389999
2019-03-29,64.510002
2019-04-01,69.110001
2019-04-02,70.639999
2019-04-03,68.599998
2019-04-04,64.489998
2019-04-05,63.400002
2019-04-08,60.73
2019-04-09,59.32
2019-04-10,58.57
2019-04-11,58.650002
2019-04-12,56.5
2019-04-15,56.59
2019-04-16,58.040001000000004
2019-04-17,56.599998
2019-04-18,56.68
2019-04-22,58.200001
2019-04-23,61.529999
2019-04-24,60.970001
2019-04-25,61.040001000000004
2019-04-26,63.439999
2019-04-29,63.279999
2019-04-30,63.59
2019-05-01,63.689999
2019-05-02,64.389999
2019-05-03,65.019997
2019-05-06,65.75
2019-05-07,64.410004
2019-05-08,64.91999799999999
2019-05-09,83.16999799999999
2019-05-10,82.75
2019-05-13,79.449997
2019-05-14,82.83000200000001
2019-05-15,83.339996
2019-05-16,83.279999
2019-05-17,84.029999
2019-05-20,83.33000200000001
2019-05-21,87.629997
2019-05-22,88.019997
2019-05-23,89.980003
2019-05-24,95.779999
2019-05-28,88.83000200000001
2019-05-29,91.800003
2019-05-30,93.339996
2019-05-31,90.400002
2019-06-03,89.709999
2019-06-04,93.599998
2019-06-05,101.709999
2019-06-06,100.25
2019-06-07,101.870003
2019-06-10,100.610001
2019-06-11,100.199997
2019-06-12,104.860001
2019-06-13,104.970001
2019-06-14,102.019997
2019-06-17,103.839996
2019-06-18,104.389999
2019-06-19,106.489998
2019-06-20,104.900002
2019-06-21,102.57
2019-06-24,100.029999
2019-06-25,93.25
2019-06-26,92.300003
2019-06-27,93.230003
2019-06-28,90.58000200000001
2019-07-01,91.370003
2019-07-02,93.050003
2019-07-03,93.510002
2019-07-05,98.110001
2019-07-08,103.25
2019-07-09,103.400002
2019-07-10,103.5
2019-07-11,104.540001
2019-07-12,102.470001
2019-07-15,104.339996
2019-07-16,111.940002
2019-07-17,109.339996
2019-07-18,109.019997
2019-07-19,106.849998
2019-07-22,108.599998
2019-07-23,104.91999799999999
2019-07-24,107.660004
2019-07-25,106.889999
2019-07-26,110.449997
2019-07-29,105.129997
2019-07-30,105.760002
2019-07-31,103.33000200000001
2019-08-01,100.845001
2019-08-02,100.529999
2019-08-05,102.57
2019-08-06,98.480003
2019-08-07,100.970001
2019-08-08,122.029999
2019-08-09,125.32
2019-08-12,134.300003
2019-08-13,135.330002
2019-08-14,130.570007
2019-08-15,129.399994
2019-08-16,131.03999299999998
2019-08-19,134.96000700000002
2019-08-20,134.259995
2019-08-21,138.580002
2019-08-22,139.139999
2019-08-23,137.740005
2019-08-26,143.009995
2019-08-27,147.020004
2019-08-28,145.889999
2019-08-29,149.880005
2019-08-30,151.360001
2019-09-03,156.880005
2019-09-04,168.91000400000001
2019-09-05,166.929993
2019-09-06,169.860001
2019-09-09,161.029999
2019-09-10,144.139999
2019-09-11,149.759995
2019-09-12,147.779999
2019-09-13,147.550003
2019-09-16,149.53999299999998
2019-09-17,150.520004
2019-09-18,129.880005
2019-09-19,133.759995
2019-09-20,108.050003
2019-09-23,107.370003
2019-09-24,103.529999
2019-09-25,106.300003
2019-09-26,103.339996
2019-09-27,99.739998
2019-09-30,101.760002
2019-10-01,102.400002
2019-10-02,102.620003
2019-10-03,108.839996
2019-10-04,106.769997
2019-10-07,106.25
2019-10-08,108.0
2019-10-09,117.790001
2019-10-10,116.129997
2019-10-11,121.599998
2019-10-14,119.120003
2019-10-15,132.820007
2019-10-16,132.5
2019-10-17,139.070007
2019-10-18,129.940002
2019-10-21,133.029999
2019-10-22,129.059998
2019-10-23,128.759995
2019-10-24,131.220001
2019-10-25,133.740005
2019-10-28,146.880005
2019-10-29,147.240005
2019-10-30,149.429993
2019-10-31,147.199997
2019-11-01,146.5
2019-11-04,140.509995
2019-11-05,139.570007
2019-11-06,141.050003
2019-11-07,118.459999
2019-11-08,121.940002
2019-11-11,129.21000700000002
2019-11-12,135.350006
2019-11-13,142.369995
2019-11-14,148.699997
2019-11-15,157.300003
2019-11-18,160.119995
2019-11-19,153.91000400000001
2019-11-20,158.929993
2019-11-21,155.91000400000001
2019-11-22,158.75
2019-11-25,158.080002
2019-11-26,164.279999
2019-11-27,161.639999
2019-11-29,160.369995
2019-12-02,136.070007
2019-12-03,144.630005
2019-12-04,150.580002
2019-12-05,148.33999599999999
2019-12-06,144.259995
2019-12-09,145.53999299999998
2019-12-10,147.08999599999999
2019-12-11,145.699997
2019-12-12,139.570007
2019-12-13,132.490005
2019-12-16,138.350006
2019-12-17,135.279999
2019-12-18,134.440002
2019-12-19,137.729996
2019-12-20,136.889999
2019-12-23,140.139999
2019-12-24,145.570007
2019-12-26,144.600006
2019-12-27,139.520004
2019-12-30,131.600006
2019-12-31,133.899994
2020-01-02,137.100006
2020-01-03,137.509995
2020-01-06,143.369995
2020-01-07,138.190002
2020-01-08,134.639999
2020-01-09,133.78999299999998
2020-01-10,128.399994
2020-01-13,133.929993
2020-01-14,133.419998
2020-01-15,132.5
2020-01-16,131.070007
2020-01-17,130.380005
2020-01-21,136.630005
2020-01-22,132.429993
2020-01-23,134.070007
2020-01-24,130.08999599999999
2020-01-27,126.209999
2020-01-28,129.610001
2020-01-29,128.880005
2020-01-30,130.639999
2020-01-31,120.949997
2020-02-03,127.5
2020-02-04,131.029999
2020-02-05,125.940002
2020-02-06,126.160004
2020-02-07,124.25
2020-02-10,132.21000700000002
2020-02-11,137.0
2020-02-12,138.28999299999998
2020-02-13,139.050003
2020-02-14,130.25
2020-02-18,127.150002
2020-02-19,126.559998
2020-02-20,124.08000200000001
2020-02-21,119.379997
2020-02-24,116.989998
2020-02-25,118.66999799999999
2020-02-26,112.709999
2020-02-27,110.029999
2020-02-28,113.66999799999999
2020-03-02,114.66999799999999
2020-03-03,108.620003
2020-03-04,109.610001
2020-03-05,106.440002
2020-03-06,102.019997
2020-03-09,96.260002
2020-03-10,97.300003
2020-03-11,90.629997
2020-03-12,78.809998
2020-03-13,80.949997
2020-03-16,63.84
2020-03-17,69.459999
2020-03-18,67.5
2020-03-19,74.120003
2020-03-20,76.129997
2020-03-23,89.459999
2020-03-24,97.199997
2020-03-25,94.849998
2020-03-26,89.75
2020-03-27,87.449997
2020-03-30,89.610001
2020-03-31,87.480003
2020-04-01,82.41999799999999
2020-04-02,82.529999
2020-04-03,81.459999
2020-04-06,89.489998
2020-04-07,87.800003
2020-04-08,87.809998
2020-04-09,92.449997
2020-04-13,96.559998
2020-04-14,106.529999
2020-04-15,113.0
2020-04-16,128.0
2020-04-17,126.800003
2020-04-20,130.03999299999998
2020-04-21,123.559998
2020-04-22,122.190002
2020-04-23,123.059998
2020-04-24,124.83000200000001
2020-04-27,128.630005
2020-04-28,119.360001
2020-04-29,119.519997
2020-04-30,121.230003
2020-05-01,114.019997
2020-05-04,124.300003
2020-05-05,123.489998
2020-05-06,127.519997
2020-05-07,137.5
2020-05-08,126.660004
