Date,RBS
2007-10-18,210.53659100000002
2007-10-19,204.878052
2007-10-22,205.853653
2007-10-23,208.195129
2007-10-24,209.756104
2007-10-25,208.585373
2007-10-26,211.512192
2007-10-29,212.097565
2007-10-30,208.0
2007-10-31,213.46340899999998
2007-11-01,206.439026
2007-11-02,201.36586
2007-11-05,194.146347
2007-11-06,190.243896
2007-11-07,181.268295
2007-11-08,176.195129
2007-11-09,166.63414
2007-11-12,179.317078
2007-11-13,193.36586
2007-11-14,189.463409
2007-11-15,181.073166
2007-11-16,174.243896
2007-11-19,164.487808
2007-11-20,168.0
2007-11-21,165.463409
2007-11-23,172.097565
2007-11-26,168.78048700000002
2007-11-27,174.439026
2007-11-28,183.21951299999998
2007-11-29,181.853653
2007-11-30,188.097565
2007-12-03,189.268295
2007-12-04,181.268295
2007-12-05,188.292679
2007-12-06,194.926834
2007-12-07,195.121948
2007-12-10,200.195129
2007-12-11,188.097565
2007-12-12,186.536591
2007-12-13,178.341461
2007-12-14,174.82926899999998
2007-12-17,169.17073100000002
2007-12-18,171.707321
2007-12-19,168.585373
2007-12-20,169.95121799999998
2007-12-21,175.414627
2007-12-24,178.536591
2007-12-26,178.341461
2007-12-27,176.975616
2007-12-28,174.63414
2007-12-31,174.63414
2008-01-02,171.902435
2008-01-03,173.658539
2008-01-04,163.512192
2008-01-07,164.682922
2008-01-08,161.756104
2008-01-09,162.926834
2008-01-10,158.243896
2008-01-11,159.414627
2008-01-14,163.902435
2008-01-15,154.926834
2008-01-16,153.756104
2008-01-17,149.073166
2008-01-18,146.341461
2008-01-22,148.487808
2008-01-23,149.268295
2008-01-24,158.04878200000002
2008-01-25,151.414627
2008-01-28,151.804871
2008-01-29,157.658539
2008-01-30,153.560974
2008-01-31,153.560974
2008-02-01,154.926834
2008-02-04,157.073166
2008-02-05,147.707321
2008-02-06,144.390244
2008-02-07,142.243896
2008-02-08,140.878052
2008-02-11,140.292679
2008-02-12,143.804871
2008-02-13,144.975616
2008-02-14,139.512192
2008-02-15,137.756104
2008-02-19,141.463409
2008-02-20,141.658539
2008-02-21,144.585373
2008-02-22,149.073166
2008-02-25,157.073166
2008-02-26,162.731705
2008-02-27,160.585373
2008-02-28,158.82926899999998
2008-02-29,148.682922
2008-03-03,145.756104
2008-03-04,146.341461
2008-03-05,139.707321
2008-03-06,135.21951299999998
2008-03-07,132.292679
2008-03-10,132.682922
2008-03-11,140.487808
2008-03-12,141.658539
2008-03-13,140.487808
2008-03-14,133.073166
2008-03-17,122.53658300000001
2008-03-18,132.487808
2008-03-19,122.53658300000001
2008-03-20,129.756104
2008-03-24,132.682922
2008-03-25,139.707321
2008-03-26,136.195129
2008-03-27,134.63414
2008-03-28,132.878052
2008-03-31,132.292679
2008-04-01,144.195129
2008-04-02,148.682922
2008-04-03,146.536591
2008-04-04,145.36586
2008-04-07,147.121948
2008-04-08,145.36586
2008-04-09,143.21951299999998
2008-04-10,141.463409
2008-04-11,138.536591
2008-04-14,138.146347
2008-04-15,134.439026
2008-04-16,147.707321
2008-04-17,144.975616
2008-04-18,151.414627
2008-04-21,146.146347
2008-04-22,139.317078
2008-04-23,136.390244
2008-04-24,133.658539
2008-04-25,137.756104
2008-04-28,140.292679
2008-04-29,136.585373
2008-04-30,133.853653
2008-05-01,137.560974
2008-05-02,143.609756
2008-05-05,145.17073100000002
2008-05-06,143.414627
2008-05-07,137.95121799999998
2008-05-08,137.17073100000002
2008-05-09,134.439026
2008-05-12,135.414627
2008-05-13,131.707321
2008-05-14,125.268295
2008-05-15,126.634148
2008-05-16,122.926826
2008-05-19,116.292686
2008-05-20,115.707314
2008-05-21,108.68293
2008-05-22,112.195122
2008-05-23,112.585365
2008-05-27,109.65853899999999
2008-05-28,106.731705
2008-05-29,91.707314
2008-05-30,92.878052
2008-06-02,88.97560899999999
2008-06-03,95.414635
2008-06-04,98.146339
2008-06-05,102.829269
2008-06-06,96.390244
2008-06-09,92.292686
2008-06-10,92.097565
2008-06-11,83.902435
2008-06-12,87.219513
2008-06-13,92.097565
2008-06-16,92.487808
2008-06-17,94.243904
2008-06-18,89.756096
2008-06-19,89.756096
2008-06-20,88.585365
2008-06-23,84.097565
2008-06-24,87.219513
2008-06-25,89.560974
2008-06-26,87.219513
2008-06-27,84.878052
2008-06-30,83.707314
2008-07-01,81.365852
2008-07-02,80.195122
2008-07-03,83.902435
2008-07-07,78.829269
2008-07-08,79.219513
2008-07-09,77.658539
2008-07-10,79.609756
2008-07-11,74.731705
2008-07-14,70.04878199999999
2008-07-15,67.121948
2008-07-16,69.463417
2008-07-17,74.926826
2008-07-18,79.219513
2008-07-21,80.780487
2008-07-22,83.121948
2008-07-23,88.97560899999999
2008-07-24,84.292686
2008-07-25,85.268295
2008-07-28,81.365852
2008-07-29,80.97560899999999
2008-07-30,83.707314
2008-07-31,82.926826
2008-08-01,85.268295
2008-08-04,83.902435
2008-08-05,92.292686
2008-08-06,91.512192
2008-08-07,93.268295
2008-08-08,93.073174
2008-08-11,93.853661
2008-08-12,90.926826
2008-08-13,86.04878199999999
2008-08-14,85.073174
2008-08-15,86.04878199999999
2008-08-18,80.390244
2008-08-19,80.780487
2008-08-20,78.829269
2008-08-21,78.634148
2008-08-22,80.390244
2008-08-25,80.195122
2008-08-26,79.804878
2008-08-27,81.560974
2008-08-28,84.68293
2008-08-29,85.268295
2008-09-02,84.487808
2008-09-03,85.463417
2008-09-04,79.609756
2008-09-05,80.0
2008-09-08,86.04878199999999
2008-09-09,82.926826
2008-09-10,84.400002
2008-09-11,83.800003
2008-09-12,86.400002
2008-09-15,76.599998
2008-09-16,70.800003
2008-09-17,61.400002
2008-09-18,70.0
2008-09-19,85.199997
2008-09-22,78.800003
2008-09-23,74.400002
2008-09-24,77.199997
2008-09-25,83.800003
2008-09-26,79.800003
2008-09-29,55.0
2008-09-30,64.0
2008-10-01,64.800003
2008-10-02,61.599998
2008-10-03,66.0
2008-10-06,52.599998
2008-10-07,29.799999
2008-10-08,37.0
2008-10-09,29.799999
2008-10-10,29.0
2008-10-13,38.599998
2008-10-14,24.0
2008-10-15,24.4
2008-10-16,23.200001
2008-10-17,23.6
2008-10-20,27.6
2008-10-21,25.4
2008-10-22,23.200001
2008-10-23,22.4
2008-10-24,20.6
2008-10-27,18.0
2008-10-28,19.6
