Date,SITE
2017-03-09,39.759997999999996
2017-03-10,40.060001
2017-03-13,40.669998
2017-03-14,40.950001
2017-03-15,43.900002
2017-03-16,44.93
2017-03-17,45.32
2017-03-20,45.5
2017-03-21,44.84
2017-03-22,46.630001
2017-03-23,46.700001
2017-03-24,46.849998
2017-03-27,46.740002000000004
2017-03-28,47.169998
2017-03-29,46.889998999999996
2017-03-30,47.549999
2017-03-31,48.41
2017-04-03,48.380001
2017-04-04,49.0
2017-04-05,48.389998999999996
2017-04-06,49.59
2017-04-07,49.169998
2017-04-10,49.099998
2017-04-11,48.700001
2017-04-12,47.119999
2017-04-13,46.240002000000004
2017-04-17,47.040001000000004
2017-04-18,46.639998999999996
2017-04-19,48.080002
2017-04-20,47.880001
2017-04-21,48.290001000000004
2017-04-24,48.599998
2017-04-25,48.200001
2017-04-26,47.5
2017-04-27,48.009997999999996
2017-04-28,47.810001
2017-05-01,48.52
2017-05-02,48.080002
2017-05-03,48.59
2017-05-04,48.630001
2017-05-05,49.400002
2017-05-08,49.419998
2017-05-09,49.43
2017-05-10,50.080002
2017-05-11,50.060001
2017-05-12,49.02
2017-05-15,48.889998999999996
2017-05-16,49.369999
2017-05-17,48.009997999999996
2017-05-18,48.869999
2017-05-19,49.52
2017-05-22,50.040001000000004
2017-05-23,50.68
2017-05-24,50.34
2017-05-25,51.93
2017-05-26,52.0
2017-05-30,51.59
2017-05-31,53.18
2017-06-01,52.66
2017-06-02,53.049999
2017-06-05,52.68
2017-06-06,51.369999
2017-06-07,51.41
2017-06-08,51.77
2017-06-09,50.720001
2017-06-12,49.830002
2017-06-13,50.330002
2017-06-14,50.630001
2017-06-15,50.220001
2017-06-16,49.740002000000004
2017-06-19,50.799999
2017-06-20,51.119999
2017-06-21,51.279999
2017-06-22,51.75
2017-06-23,52.16
2017-06-26,52.02
2017-06-27,51.240002000000004
2017-06-28,51.91
2017-06-29,51.439999
2017-06-30,52.060001
2017-07-03,52.09
2017-07-05,53.5
2017-07-06,53.049999
2017-07-07,53.5
2017-07-10,52.610001000000004
2017-07-11,52.869999
2017-07-12,53.330002
2017-07-13,52.860001000000004
2017-07-14,52.529999
2017-07-17,52.580002
2017-07-18,51.709998999999996
2017-07-19,51.209998999999996
2017-07-20,51.799999
2017-07-21,52.619999
2017-07-24,53.450001
2017-07-25,52.880001
2017-07-26,53.099998
2017-07-27,51.82
2017-07-28,52.470001
2017-07-31,52.5
2017-08-01,52.540001000000004
2017-08-02,52.040001000000004
2017-08-03,52.139998999999996
2017-08-04,52.689999
2017-08-07,52.779999
2017-08-08,52.560001
2017-08-09,52.310001
2017-08-10,50.970001
2017-08-11,50.880001
2017-08-14,51.41
2017-08-15,50.970001
2017-08-16,51.259997999999996
2017-08-17,50.57
2017-08-18,49.34
2017-08-21,48.93
2017-08-22,49.389998999999996
2017-08-23,49.169998
2017-08-24,48.529999
2017-08-25,48.400002
2017-08-28,49.049999
2017-08-29,49.0
2017-08-30,49.689999
2017-08-31,50.240002000000004
2017-09-01,50.849998
2017-09-05,51.16
2017-09-06,51.119999
2017-09-07,51.630001
2017-09-08,51.669998
2017-09-11,52.099998
2017-09-12,52.200001
2017-09-13,52.450001
2017-09-14,52.700001
2017-09-15,53.029999
2017-09-18,53.669998
2017-09-19,54.84
2017-09-20,56.02
2017-09-21,56.330002
2017-09-22,56.029999
2017-09-25,55.950001
2017-09-26,56.240002000000004
2017-09-27,57.470001
2017-09-28,57.389998999999996
2017-09-29,58.099998
2017-10-02,58.950001
2017-10-03,60.02
2017-10-04,61.689999
2017-10-05,61.610001000000004
2017-10-06,62.450001
2017-10-09,62.189999
2017-10-10,62.130001
2017-10-11,62.279999
2017-10-12,62.799999
2017-10-13,62.290001000000004
2017-10-16,62.57
2017-10-17,61.919998
2017-10-18,62.389998999999996
2017-10-19,61.790001000000004
2017-10-20,62.599998
2017-10-23,62.91
2017-10-24,62.889998999999996
2017-10-25,62.540001000000004
2017-10-26,62.860001000000004
2017-10-27,63.41
2017-10-30,62.73
2017-10-31,63.509997999999996
2017-11-01,63.419998
2017-11-02,64.360001
2017-11-03,63.580002
2017-11-06,64.010002
2017-11-07,64.0
2017-11-08,62.439999
2017-11-09,63.509997999999996
2017-11-10,66.730003
2017-11-13,68.639999
2017-11-14,69.589996
2017-11-15,68.360001
2017-11-16,69.0
2017-11-17,71.199997
2017-11-20,71.949997
2017-11-21,72.25
2017-11-22,71.629997
2017-11-24,71.910004
2017-11-27,70.83000200000001
2017-11-28,72.839996
2017-11-29,73.139999
2017-11-30,74.779999
2017-12-01,75.0
2017-12-04,74.349998
2017-12-05,71.91999799999999
2017-12-06,70.620003
2017-12-07,70.970001
2017-12-08,70.779999
2017-12-11,71.129997
2017-12-12,70.650002
2017-12-13,71.010002
2017-12-14,69.800003
2017-12-15,71.82
2017-12-18,72.309998
2017-12-19,72.129997
2017-12-20,74.370003
2017-12-21,74.099998
2017-12-22,74.339996
2017-12-26,75.93
2017-12-27,76.160004
2017-12-28,76.559998
2017-12-29,76.699997
2018-01-02,76.279999
2018-01-03,73.620003
2018-01-04,73.269997
2018-01-05,72.91999799999999
2018-01-08,72.300003
2018-01-09,71.900002
2018-01-10,70.900002
2018-01-11,71.400002
2018-01-12,71.480003
2018-01-16,71.18
2018-01-17,72.269997
2018-01-18,71.400002
2018-01-19,73.33000200000001
2018-01-22,74.730003
2018-01-23,72.660004
2018-01-24,73.370003
2018-01-25,74.639999
2018-01-26,78.849998
2018-01-29,78.66999799999999
2018-01-30,77.730003
2018-01-31,76.160004
2018-02-01,75.32
2018-02-02,74.220001
2018-02-05,72.110001
2018-02-06,72.800003
2018-02-07,73.08000200000001
2018-02-08,71.68
2018-02-09,72.529999
2018-02-12,74.510002
2018-02-13,74.93
2018-02-14,77.040001
2018-02-15,78.110001
2018-02-16,78.739998
2018-02-20,73.440002
2018-02-21,71.800003
2018-02-22,72.220001
2018-02-23,74.019997
2018-02-26,74.459999
2018-02-27,71.400002
2018-02-28,68.839996
2018-03-01,68.449997
2018-03-02,69.889999
2018-03-05,71.400002
2018-03-06,72.139999
2018-03-07,73.339996
2018-03-08,72.720001
2018-03-09,73.309998
2018-03-12,73.730003
2018-03-13,74.199997
2018-03-14,74.93
2018-03-15,73.0
2018-03-16,74.010002
2018-03-19,73.760002
2018-03-20,75.230003
2018-03-21,75.980003
2018-03-22,73.449997
2018-03-23,72.75
2018-03-26,76.309998
2018-03-27,74.980003
2018-03-28,73.489998
2018-03-29,77.040001
2018-04-02,73.660004
2018-04-03,74.57
2018-04-04,76.779999
2018-04-05,77.82
2018-04-06,77.400002
2018-04-09,76.870003
2018-04-10,77.199997
2018-04-11,76.18
2018-04-12,76.769997
2018-04-13,77.279999
2018-04-16,78.269997
2018-04-17,79.360001
2018-04-18,78.610001
2018-04-19,77.449997
2018-04-20,75.620003
2018-04-23,74.089996
2018-04-24,72.16999799999999
2018-04-25,69.190002
2018-04-26,68.800003
2018-04-27,68.940002
2018-04-30,68.5
2018-05-01,68.769997
2018-05-02,71.440002
2018-05-03,73.07
2018-05-04,73.66999799999999
2018-05-07,73.900002
2018-05-08,73.699997
2018-05-09,74.41999799999999
2018-05-10,75.720001
2018-05-11,77.160004
2018-05-14,77.480003
2018-05-15,77.010002
2018-05-16,78.93
2018-05-17,80.66999799999999
2018-05-18,80.800003
2018-05-21,79.940002
2018-05-22,77.029999
2018-05-23,76.370003
2018-05-24,75.949997
2018-05-25,74.699997
2018-05-29,73.599998
2018-05-30,74.339996
2018-05-31,75.650002
2018-06-01,78.43
2018-06-04,78.900002
2018-06-05,79.389999
2018-06-06,81.139999
2018-06-07,83.720001
2018-06-08,86.58000200000001
2018-06-11,87.160004
2018-06-12,89.099998
2018-06-13,88.040001
2018-06-14,89.889999
2018-06-15,90.519997
2018-06-18,91.849998
2018-06-19,92.360001
2018-06-20,94.519997
2018-06-21,92.029999
2018-06-22,89.589996
2018-06-25,87.620003
2018-06-26,87.75
2018-06-27,86.949997
2018-06-28,83.730003
2018-06-29,83.970001
2018-07-02,84.699997
2018-07-03,80.889999
2018-07-05,81.620003
2018-07-06,83.410004
2018-07-09,83.379997
2018-07-10,83.849998
2018-07-11,82.690002
2018-07-12,85.300003
2018-07-13,86.099998
2018-07-16,85.57
2018-07-17,87.860001
2018-07-18,90.300003
2018-07-19,92.709999
2018-07-20,93.099998
2018-07-23,90.589996
2018-07-24,88.610001
2018-07-25,87.699997
2018-07-26,87.720001
2018-07-27,88.07
2018-07-30,85.809998
2018-07-31,89.160004
2018-08-01,83.860001
2018-08-02,89.129997
2018-08-03,89.860001
2018-08-06,91.839996
2018-08-07,93.220001
2018-08-08,93.029999
2018-08-09,93.120003
2018-08-10,91.959999
2018-08-13,88.970001
2018-08-14,89.690002
2018-08-15,88.32
2018-08-16,88.610001
2018-08-17,88.949997
2018-08-20,89.25
2018-08-21,90.339996
2018-08-22,90.550003
2018-08-23,89.529999
2018-08-24,89.940002
2018-08-27,89.82
2018-08-28,90.470001
2018-08-29,90.849998
2018-08-30,90.809998
2018-08-31,90.370003
2018-09-04,90.059998
2018-09-05,89.980003
2018-09-06,89.839996
2018-09-07,90.120003
2018-09-10,92.66999799999999
2018-09-11,92.599998
2018-09-12,91.970001
2018-09-13,90.739998
2018-09-14,90.870003
2018-09-17,87.910004
2018-09-18,87.75
2018-09-19,84.83000200000001
2018-09-20,81.730003
2018-09-21,81.199997
2018-09-24,80.410004
2018-09-25,82.610001
2018-09-26,79.370003
2018-09-27,75.860001
2018-09-28,75.339996
2018-10-01,73.16999799999999
2018-10-02,73.459999
2018-10-03,71.5
2018-10-04,71.08000200000001
2018-10-05,71.190002
2018-10-08,70.720001
2018-10-09,67.66999799999999
2018-10-10,66.239998
2018-10-11,65.620003
2018-10-12,69.690002
2018-10-15,71.940002
2018-10-16,72.360001
2018-10-17,70.940002
2018-10-18,69.93
2018-10-19,67.0
2018-10-22,67.25
2018-10-23,68.050003
2018-10-24,64.010002
2018-10-25,64.08000200000001
2018-10-26,62.310001
2018-10-29,62.41
2018-10-30,63.0
2018-10-31,68.040001
2018-11-01,67.519997
2018-11-02,68.010002
2018-11-05,66.440002
2018-11-06,66.690002
2018-11-07,66.610001
2018-11-08,64.730003
2018-11-09,62.91
2018-11-12,62.220001
2018-11-13,64.550003
2018-11-14,63.73
2018-11-15,64.199997
2018-11-16,63.110001000000004
2018-11-19,61.790001000000004
2018-11-20,58.349998
2018-11-21,58.490002000000004
2018-11-23,57.830002
2018-11-26,57.0
2018-11-27,56.900002
2018-11-28,58.759997999999996
2018-11-29,60.029999
2018-11-30,61.639998999999996
2018-12-03,63.27
2018-12-04,59.41
2018-12-06,61.59
2018-12-07,60.720001
2018-12-10,58.040001000000004
2018-12-11,57.419998
2018-12-12,55.669998
2018-12-13,54.709998999999996
2018-12-14,54.490002000000004
2018-12-17,55.77
2018-12-18,56.09
2018-12-19,55.119999
2018-12-20,53.080002
2018-12-21,52.950001
2018-12-24,50.790001000000004
2018-12-26,53.669998
2018-12-27,54.049999
2018-12-28,55.59
2018-12-31,55.27
2019-01-02,55.419998
2019-01-03,52.349998
2019-01-04,54.470001
2019-01-07,55.919998
2019-01-08,55.779999
2019-01-09,58.919998
2019-01-10,59.110001000000004
2019-01-11,58.470001
2019-01-14,57.209998999999996
2019-01-15,53.049999
2019-01-16,53.310001
2019-01-17,54.77
2019-01-18,57.009997999999996
2019-01-22,55.16
2019-01-23,55.34
2019-01-24,55.279999
2019-01-25,55.959998999999996
2019-01-28,56.790001000000004
2019-01-29,58.029999
2019-01-30,53.959998999999996
2019-01-31,53.299999
2019-02-01,47.529999
2019-02-04,51.490002000000004
2019-02-05,52.419998
2019-02-06,51.59
2019-02-07,51.849998
2019-02-08,51.0
2019-02-11,52.509997999999996
2019-02-12,54.41
2019-02-13,54.84
2019-02-14,53.93
2019-02-15,55.07
2019-02-19,55.060001
2019-02-20,54.25
2019-02-21,55.970001
2019-02-22,55.259997999999996
2019-02-25,55.709998999999996
2019-02-26,55.450001
2019-02-27,54.82
2019-02-28,53.709998999999996
2019-03-01,54.619999
2019-03-04,53.650002
2019-03-05,52.619999
2019-03-06,51.75
2019-03-07,51.77
2019-03-08,50.939999
2019-03-11,52.259997999999996
2019-03-12,53.759997999999996
2019-03-13,53.060001
2019-03-14,54.150002
2019-03-15,54.669998
2019-03-18,55.299999
2019-03-19,56.18
2019-03-20,55.450001
2019-03-21,57.049999
2019-03-22,55.299999
2019-03-25,56.049999
2019-03-26,56.860001000000004
2019-03-27,56.57
2019-03-28,56.169998
2019-03-29,57.150002
2019-04-01,58.639998999999996
2019-04-02,57.150002
2019-04-03,57.650002
2019-04-04,59.310001
2019-04-05,60.77
2019-04-08,60.150002
2019-04-09,57.790001000000004
2019-04-10,59.400002
2019-04-11,61.099998
2019-04-12,61.77
2019-04-15,62.93
2019-04-16,62.419998
2019-04-17,64.610001
2019-04-18,65.120003
2019-04-22,63.889998999999996
2019-04-23,66.300003
2019-04-24,66.059998
2019-04-25,65.779999
2019-04-26,67.910004
2019-04-29,67.900002
2019-04-30,67.300003
2019-05-01,61.009997999999996
2019-05-02,59.66
2019-05-03,63.48
2019-05-06,64.41999799999999
2019-05-07,64.400002
2019-05-08,62.709998999999996
2019-05-09,64.16999799999999
2019-05-10,64.699997
2019-05-13,62.27
2019-05-14,64.489998
2019-05-15,66.099998
2019-05-16,66.760002
2019-05-17,65.379997
2019-05-20,65.410004
2019-05-21,66.489998
2019-05-22,64.389999
2019-05-23,64.529999
2019-05-24,65.0
2019-05-28,66.660004
2019-05-29,66.029999
2019-05-30,65.150002
2019-05-31,64.870003
2019-06-03,65.18
2019-06-04,67.0
2019-06-05,67.470001
2019-06-06,68.370003
2019-06-07,68.720001
2019-06-10,69.629997
2019-06-11,66.099998
2019-06-12,65.470001
2019-06-13,67.019997
2019-06-14,65.139999
2019-06-17,65.239998
2019-06-18,66.959999
2019-06-19,68.599998
2019-06-20,68.059998
2019-06-21,67.25
2019-06-24,66.900002
2019-06-25,68.709999
2019-06-26,67.800003
2019-06-27,68.91999799999999
2019-06-28,69.300003
2019-07-01,69.879997
2019-07-02,68.779999
2019-07-03,69.5
2019-07-05,69.5
2019-07-08,68.0
2019-07-09,67.089996
2019-07-10,66.379997
2019-07-11,66.610001
2019-07-12,68.459999
2019-07-15,68.709999
2019-07-16,69.349998
2019-07-17,69.029999
2019-07-18,68.760002
2019-07-19,67.760002
2019-07-22,65.800003
2019-07-23,66.800003
2019-07-24,70.760002
2019-07-25,72.379997
2019-07-26,73.110001
2019-07-29,68.58000200000001
2019-07-30,68.75
2019-07-31,73.870003
2019-08-01,72.110001
2019-08-02,73.389999
2019-08-05,71.190002
2019-08-06,74.239998
2019-08-07,74.739998
2019-08-08,77.010002
2019-08-09,76.190002
2019-08-12,76.290001
2019-08-13,76.480003
2019-08-14,72.709999
2019-08-15,73.489998
2019-08-16,74.290001
2019-08-19,75.220001
2019-08-20,74.879997
2019-08-21,75.870003
2019-08-22,77.059998
2019-08-23,75.07
2019-08-26,76.18
2019-08-27,75.559998
2019-08-28,76.300003
2019-08-29,78.16999799999999
2019-08-30,78.199997
2019-09-03,74.839996
2019-09-04,74.639999
2019-09-05,76.559998
2019-09-06,77.029999
2019-09-09,78.32
2019-09-10,76.620003
2019-09-11,79.300003
2019-09-12,78.379997
2019-09-13,79.059998
2019-09-16,78.32
2019-09-17,79.32
2019-09-18,79.879997
2019-09-19,77.809998
2019-09-20,74.480003
2019-09-23,73.589996
2019-09-24,73.18
2019-09-25,75.209999
2019-09-26,74.489998
2019-09-27,72.889999
2019-09-30,74.019997
2019-10-01,72.25
2019-10-02,71.559998
2019-10-03,70.959999
2019-10-04,71.379997
2019-10-07,72.08000200000001
2019-10-08,70.660004
2019-10-09,71.309998
2019-10-10,71.730003
2019-10-11,74.360001
2019-10-14,74.18
2019-10-15,75.5
2019-10-16,75.720001
2019-10-17,78.510002
2019-10-18,78.639999
2019-10-21,78.459999
2019-10-22,79.970001
2019-10-23,79.839996
2019-10-24,79.33000200000001
2019-10-25,79.91999799999999
2019-10-28,80.809998
2019-10-29,80.190002
2019-10-30,87.589996
2019-10-31,88.059998
2019-11-01,89.550003
2019-11-04,89.25
2019-11-05,89.879997
2019-11-06,90.940002
2019-11-07,90.879997
2019-11-08,91.059998
2019-11-11,92.18
2019-11-12,91.480003
2019-11-13,91.449997
2019-11-14,90.699997
2019-11-15,90.18
2019-11-18,91.18
2019-11-19,90.110001
2019-11-20,88.699997
2019-11-21,86.699997
2019-11-22,87.050003
2019-11-25,89.839996
2019-11-26,90.230003
2019-11-27,90.209999
2019-11-29,88.760002
2019-12-02,87.739998
2019-12-03,88.099998
2019-12-04,87.599998
2019-12-05,88.190002
2019-12-06,89.290001
2019-12-09,87.059998
2019-12-10,86.349998
2019-12-11,87.489998
2019-12-12,87.470001
2019-12-13,88.980003
2019-12-16,88.190002
2019-12-17,89.519997
2019-12-18,88.279999
2019-12-19,86.760002
2019-12-20,90.650002
2019-12-23,90.07
2019-12-24,90.769997
2019-12-26,90.589996
2019-12-27,90.459999
2019-12-30,90.260002
2019-12-31,90.650002
2020-01-02,90.629997
2020-01-03,87.849998
2020-01-06,87.339996
2020-01-07,88.889999
2020-01-08,88.75
2020-01-09,90.599998
2020-01-10,90.980003
2020-01-13,92.059998
2020-01-14,92.589996
2020-01-15,94.82
2020-01-16,95.849998
2020-01-17,94.66999799999999
2020-01-21,95.629997
2020-01-22,94.089996
2020-01-23,93.849998
2020-01-24,94.010002
2020-01-27,96.639999
2020-01-28,96.33000200000001
2020-01-29,100.739998
2020-01-30,99.440002
2020-01-31,96.550003
2020-02-03,98.639999
2020-02-04,100.459999
2020-02-05,101.629997
2020-02-06,101.32
2020-02-07,98.93
2020-02-10,99.32
2020-02-11,101.980003
2020-02-12,103.739998
2020-02-13,104.150002
2020-02-14,105.709999
2020-02-18,115.290001
2020-02-19,114.16999799999999
2020-02-20,117.190002
2020-02-21,112.269997
2020-02-24,110.550003
2020-02-25,104.029999
2020-02-26,99.83000200000001
2020-02-27,99.910004
2020-02-28,99.25
2020-03-02,99.489998
2020-03-03,103.18
2020-03-04,108.239998
2020-03-05,105.260002
2020-03-06,99.480003
2020-03-09,86.260002
2020-03-10,90.800003
2020-03-11,86.879997
2020-03-12,77.25
2020-03-13,75.0
2020-03-16,57.360001000000004
2020-03-17,62.48
2020-03-18,61.099998
2020-03-19,65.980003
2020-03-20,58.16
2020-03-23,57.189999
2020-03-24,65.970001
2020-03-25,69.120003
2020-03-26,74.089996
2020-03-27,70.120003
2020-03-30,73.800003
2020-03-31,73.620003
2020-04-01,68.339996
2020-04-02,69.83000200000001
2020-04-03,61.459998999999996
2020-04-06,65.660004
2020-04-07,65.849998
2020-04-08,73.010002
2020-04-09,76.91999799999999
2020-04-13,74.239998
2020-04-14,77.32
2020-04-15,73.83000200000001
2020-04-16,71.269997
2020-04-17,76.410004
2020-04-20,71.709999
2020-04-21,68.349998
2020-04-22,72.870003
2020-04-23,73.610001
2020-04-24,77.459999
2020-04-27,83.08000200000001
2020-04-28,86.440002
2020-04-29,96.739998
2020-04-30,88.629997
2020-05-01,86.150002
2020-05-04,84.559998
2020-05-05,92.059998
2020-05-06,90.610001
2020-05-07,89.309998
2020-05-08,90.0
