Date,COIHF
2010-04-05,13.88601
2010-04-06,13.88601
2010-04-07,13.88601
2010-04-08,13.88601
2010-04-09,13.88601
2010-04-12,13.88601
2010-04-13,13.88601
2010-04-14,13.88601
2010-04-15,13.88601
2010-04-16,13.88601
2010-04-19,13.88601
2010-04-20,13.88601
2010-04-21,13.88601
2010-04-22,13.88601
2010-04-23,13.88601
2010-04-26,13.88601
2010-04-27,13.88601
2010-04-28,15.544042000000001
2010-04-29,15.544042000000001
2010-04-30,15.544042000000001
2010-05-03,15.544042000000001
2010-05-04,15.678757000000001
2010-05-05,15.678757000000001
2010-05-06,15.678757000000001
2010-05-07,15.678757000000001
2010-05-10,15.678757000000001
2010-05-11,15.678757000000001
2010-05-12,15.678757000000001
2010-05-13,15.678757000000001
2010-05-14,15.678757000000001
2010-05-17,14.518135000000001
2010-05-18,14.518135000000001
2010-05-19,14.518135000000001
2010-05-20,14.518135000000001
2010-05-21,14.518135000000001
2010-05-24,14.518135000000001
2010-05-25,14.518135000000001
2010-05-26,13.865285
2010-05-27,13.865285
2010-05-28,13.865285
2010-06-01,13.865285
2010-06-02,13.865285
2010-06-03,13.865285
2010-06-04,13.865285
2010-06-07,13.865285
2010-06-08,13.865285
2010-06-09,13.865285
2010-06-10,13.865285
2010-06-11,13.865285
2010-06-14,15.647669
2010-06-15,15.647669
2010-06-16,15.647669
2010-06-17,15.647669
2010-06-18,15.647669
2010-06-21,15.647669
2010-06-22,15.647669
2010-06-23,15.647669
2010-06-24,15.647669
2010-06-25,15.647669
2010-06-28,15.647669
2010-06-29,15.647669
2010-06-30,15.647669
2010-07-01,15.647669
2010-07-02,15.647669
2010-07-06,15.647669
2010-07-07,15.647669
2010-07-08,15.647669
2010-07-09,15.647669
2010-07-12,15.647669
2010-07-13,15.647669
2010-07-14,15.647669
2010-07-15,15.647669
2010-07-16,15.647669
2010-07-19,15.647669
2010-07-20,15.647669
2010-07-21,15.647669
2010-07-22,15.647669
2010-07-23,15.647669
2010-07-26,15.647669
2010-07-27,15.647669
2010-07-28,15.647669
2010-07-29,15.647669
2010-07-30,15.647669
2010-08-02,15.647669
2010-08-03,15.647669
2010-08-04,15.647669
2010-08-05,15.647669
2010-08-06,15.647669
2010-08-09,15.647669
2010-08-10,15.647669
2010-08-11,15.647669
2010-08-12,15.647669
2010-08-13,15.647669
2010-08-16,15.647669
2010-08-17,15.647669
2010-08-18,15.647669
2010-08-19,20.880829000000002
2010-08-20,20.880829000000002
2010-08-23,20.880829000000002
2010-08-24,20.880829000000002
2010-08-25,20.880829000000002
2010-08-26,20.880829000000002
2010-08-27,20.880829000000002
2010-08-30,20.880829000000002
2010-08-31,20.880829000000002
2010-09-01,20.880829000000002
2010-09-02,20.880829000000002
2010-09-03,20.880829000000002
2010-09-07,20.880829000000002
2010-09-08,20.880829000000002
2010-09-09,20.880829000000002
2010-09-10,20.880829000000002
2010-09-13,20.880829000000002
2010-09-14,20.880829000000002
2010-09-15,20.880829000000002
2010-09-16,20.880829000000002
2010-09-17,20.880829000000002
2010-09-20,20.880829000000002
2010-09-21,20.880829000000002
2010-09-22,20.880829000000002
2010-09-23,20.880829000000002
2010-09-24,20.880829000000002
2010-09-27,20.880829000000002
2010-09-28,20.880829000000002
2010-09-29,20.880829000000002
2010-09-30,20.880829000000002
2010-10-01,20.880829000000002
2010-10-04,20.880829000000002
2010-10-05,20.880829000000002
2010-10-06,20.880829000000002
2010-10-07,20.880829000000002
2010-10-08,20.880829000000002
2010-10-11,20.880829000000002
2010-10-12,20.880829000000002
2010-10-13,20.880829000000002
2010-10-14,20.880829000000002
2010-10-15,20.880829000000002
2010-10-18,20.880829000000002
2010-10-19,20.880829000000002
2010-10-20,20.880829000000002
2010-10-21,20.880829000000002
2010-10-22,20.880829000000002
2010-10-25,20.880829000000002
2010-10-26,20.880829000000002
2010-10-27,20.880829000000002
2010-10-28,20.880829000000002
2010-10-29,20.880829000000002
2010-11-01,20.880829000000002
2010-11-02,20.880829000000002
2010-11-03,20.880829000000002
2010-11-04,20.880829000000002
2010-11-05,24.248704999999998
2010-11-08,24.248704999999998
2010-11-09,24.248704999999998
2010-11-10,24.611399
2010-11-11,24.611399
2010-11-12,24.611399
2010-11-15,24.611399
2010-11-16,24.611399
2010-11-17,24.611399
2010-11-18,24.611399
2010-11-19,24.611399
2010-11-22,24.611399
2010-11-23,24.611399
