Date,PE
2015-05-28,16.719998999999998
2015-05-29,17.49
2015-06-01,17.360001
2015-06-02,17.83
2015-06-03,18.030001000000002
2015-06-04,17.690001000000002
2015-06-05,18.059998999999998
2015-06-08,18.0
2015-06-09,18.52
2015-06-10,18.870001000000002
2015-06-11,18.82
2015-06-12,18.219998999999998
2015-06-15,18.34
2015-06-16,18.42
2015-06-17,18.01
2015-06-18,17.85
2015-06-19,17.940001000000002
2015-06-22,18.360001
2015-06-23,18.450001
2015-06-24,18.43
2015-06-25,18.58
2015-06-26,18.01
2015-06-29,17.26
2015-06-30,17.42
2015-07-01,17.02
2015-07-02,17.0
2015-07-06,16.030001000000002
2015-07-07,16.75
2015-07-08,16.360001
2015-07-09,16.940001000000002
2015-07-10,16.65
2015-07-13,16.860001
2015-07-14,17.42
2015-07-15,16.709999
2015-07-16,16.450001
2015-07-17,16.200001
2015-07-20,15.51
2015-07-21,15.44
2015-07-22,15.39
2015-07-23,15.42
2015-07-24,14.86
2015-07-27,14.06
2015-07-28,14.33
2015-07-29,14.76
2015-07-30,14.51
2015-07-31,14.46
2015-08-03,14.22
2015-08-04,14.15
2015-08-05,14.26
2015-08-06,15.25
2015-08-07,14.42
2015-08-10,15.16
2015-08-11,15.58
2015-08-12,16.25
2015-08-13,15.9
2015-08-14,16.16
2015-08-17,16.200001
2015-08-18,16.16
2015-08-19,15.5
2015-08-20,15.11
2015-08-21,14.72
2015-08-24,13.73
2015-08-25,13.72
2015-08-26,14.39
2015-08-27,15.6
2015-08-28,16.57
2015-08-31,17.200001
2015-09-01,15.93
2015-09-02,16.469998999999998
2015-09-03,16.18
2015-09-04,15.89
2015-09-08,15.94
2015-09-09,15.3
2015-09-10,15.37
2015-09-11,15.05
2015-09-14,14.99
2015-09-15,15.56
2015-09-16,16.4
2015-09-17,16.540001
2015-09-18,15.79
2015-09-21,15.85
2015-09-22,15.56
2015-09-23,15.24
2015-09-24,15.13
2015-09-25,14.64
2015-09-28,14.03
2015-09-29,14.58
2015-09-30,15.07
2015-10-01,15.29
2015-10-02,16.27
2015-10-05,16.540001
2015-10-06,17.09
2015-10-07,17.48
2015-10-08,17.780001000000002
2015-10-09,18.09
2015-10-12,17.74
2015-10-13,17.049999
2015-10-14,17.530001000000002
2015-10-15,17.84
2015-10-16,17.68
2015-10-19,17.09
2015-10-20,17.120001000000002
2015-10-21,16.719998999999998
2015-10-22,16.9
2015-10-23,16.9
2015-10-26,16.74
2015-10-27,16.58
2015-10-28,17.299999
2015-10-29,17.459999
2015-10-30,17.73
2015-11-02,17.82
2015-11-03,17.780001000000002
2015-11-04,17.48
2015-11-05,17.9
2015-11-06,18.129998999999998
2015-11-09,18.65
2015-11-10,18.639999
2015-11-11,18.469998999999998
2015-11-12,17.58
2015-11-13,18.25
2015-11-16,18.969998999999998
2015-11-17,18.860001
2015-11-18,19.639999
2015-11-19,19.26
2015-11-20,19.049999
2015-11-23,18.969998999999998
2015-11-24,19.82
2015-11-25,19.77
2015-11-27,19.1
2015-11-30,19.65
2015-12-01,19.76
2015-12-02,19.120001000000002
2015-12-03,19.25
2015-12-04,18.780001000000002
2015-12-07,18.07
2015-12-08,18.809998999999998
2015-12-09,18.860001
2015-12-10,18.59
2015-12-11,18.139999
2015-12-14,18.66
2015-12-15,19.34
2015-12-16,18.950001
2015-12-17,18.01
2015-12-18,18.190001000000002
2015-12-21,16.83
2015-12-22,16.75
2015-12-23,17.940001000000002
2015-12-24,17.76
2015-12-28,17.219998999999998
2015-12-29,17.82
2015-12-30,17.66
2015-12-31,18.450001
2016-01-04,18.469998999999998
2016-01-05,18.440001000000002
2016-01-06,17.610001
2016-01-07,17.780001000000002
2016-01-08,17.52
2016-01-11,16.459999
2016-01-12,16.35
2016-01-13,16.309998999999998
2016-01-14,16.76
2016-01-15,16.48
2016-01-19,15.87
2016-01-20,15.66
2016-01-21,16.48
2016-01-22,17.23
2016-01-25,16.469998999999998
2016-01-26,17.57
2016-01-27,17.459999
2016-01-28,19.110001
2016-01-29,19.26
2016-02-01,18.85
2016-02-02,18.620001000000002
2016-02-03,19.01
2016-02-04,17.809998999999998
2016-02-05,16.35
2016-02-08,16.27
2016-02-09,16.07
2016-02-10,16.059998999999998
2016-02-11,16.33
2016-02-12,17.049999
2016-02-16,16.43
2016-02-17,17.049999
2016-02-18,16.700001
2016-02-19,16.66
2016-02-22,16.9
2016-02-23,15.93
2016-02-24,16.549999
2016-02-25,17.959999
2016-02-26,18.0
2016-02-29,18.379998999999998
2016-03-01,18.93
2016-03-02,19.09
2016-03-03,18.530001000000002
2016-03-04,19.5
2016-03-07,19.799999
2016-03-08,19.309998999999998
2016-03-09,19.719998999999998
2016-03-10,19.4
2016-03-11,20.49
2016-03-14,20.290001
2016-03-15,20.82
2016-03-16,21.59
2016-03-17,21.83
2016-03-18,21.879998999999998
2016-03-21,21.639999
2016-03-22,21.83
2016-03-23,21.610001
2016-03-24,21.82
2016-03-28,21.9
2016-03-29,22.57
2016-03-30,22.82
2016-03-31,22.6
2016-04-01,22.84
2016-04-04,22.549999
2016-04-05,21.76
2016-04-06,23.16
2016-04-07,22.790001
2016-04-08,22.67
2016-04-11,22.41
2016-04-12,23.23
2016-04-13,22.389999
2016-04-14,22.76
2016-04-15,21.93
2016-04-18,22.540001
2016-04-19,23.43
2016-04-20,23.6
2016-04-21,23.23
2016-04-22,23.440001000000002
2016-04-25,23.219998999999998
2016-04-26,23.9
2016-04-27,24.549999
2016-04-28,23.629998999999998
2016-04-29,23.42
2016-05-02,23.73
2016-05-03,22.42
2016-05-04,22.139999
2016-05-05,23.76
2016-05-06,23.809998999999998
2016-05-09,24.01
2016-05-10,25.07
2016-05-11,24.780001000000002
2016-05-12,25.48
2016-05-13,24.860001
2016-05-16,25.209999
2016-05-17,25.59
2016-05-18,25.389999
2016-05-19,25.07
2016-05-20,25.01
2016-05-23,25.07
2016-05-24,25.35
2016-05-25,25.809998999999998
2016-05-26,26.02
2016-05-27,25.940001000000002
2016-05-31,26.07
2016-06-01,26.41
2016-06-02,26.639999
2016-06-03,26.040001
2016-06-06,26.49
2016-06-07,27.200001
2016-06-08,27.620001000000002
2016-06-09,27.440001000000002
2016-06-10,26.530001000000002
2016-06-13,26.65
2016-06-14,26.76
2016-06-15,26.709999
2016-06-16,25.969998999999998
2016-06-17,26.25
2016-06-20,26.370001000000002
2016-06-21,26.59
2016-06-22,26.620001000000002
2016-06-23,27.219998999999998
2016-06-24,26.41
2016-06-27,24.57
2016-06-28,25.73
2016-06-29,26.35
2016-06-30,27.059998999999998
2016-07-01,27.16
2016-07-05,26.719998999999998
2016-07-06,26.870001000000002
2016-07-07,27.049999
2016-07-08,27.379998999999998
2016-07-11,27.52
2016-07-12,28.41
2016-07-13,28.040001
2016-07-14,28.32
2016-07-15,28.379998999999998
2016-07-18,28.49
2016-07-19,28.120001000000002
2016-07-20,27.98
2016-07-21,27.84
2016-07-22,27.950001
2016-07-25,27.32
2016-07-26,27.809998999999998
2016-07-27,27.209999
2016-07-28,27.940001000000002
2016-07-29,28.51
2016-08-01,27.790001
2016-08-02,27.77
2016-08-03,28.469998999999998
2016-08-04,31.889999
2016-08-05,32.5
2016-08-08,32.580002
2016-08-09,32.68
2016-08-10,32.810001
2016-08-11,33.369999
2016-08-12,33.849998
2016-08-15,34.57
2016-08-16,33.740002000000004
2016-08-17,33.77
2016-08-18,33.830002
2016-08-19,33.98
2016-08-22,33.689999
2016-08-23,33.619999
2016-08-24,33.470001
2016-08-25,33.950001
2016-08-26,33.91
2016-08-29,33.779999
2016-08-30,34.240002000000004
2016-08-31,33.849998
2016-09-01,34.290001000000004
2016-09-02,34.860001000000004
2016-09-06,34.77
2016-09-07,34.43
2016-09-08,34.830002
2016-09-09,33.630001
2016-09-12,33.93
2016-09-13,32.310001
2016-09-14,32.080002
2016-09-15,32.380001
2016-09-16,32.970001
2016-09-19,32.779999
2016-09-20,32.099998
2016-09-21,32.700001
2016-09-22,32.27
2016-09-23,31.370001000000002
2016-09-26,31.77
2016-09-27,31.07
2016-09-28,32.759997999999996
2016-09-29,33.09
2016-09-30,33.509997999999996
2016-10-03,34.110001000000004
2016-10-04,34.02
2016-10-05,35.419998
2016-10-06,35.25
2016-10-07,35.349998
2016-10-10,36.23
2016-10-11,36.540001000000004
2016-10-12,36.299999
2016-10-13,36.259997999999996
2016-10-14,36.049999
2016-10-17,36.259997999999996
2016-10-18,36.139998999999996
2016-10-19,36.810001
2016-10-20,36.099998
2016-10-21,36.0
2016-10-24,35.5
2016-10-25,35.130001
2016-10-26,35.240002000000004
2016-10-27,34.689999
2016-10-28,34.02
2016-10-31,32.900002
2016-11-01,33.240002000000004
2016-11-02,32.52
2016-11-03,33.189999
2016-11-04,33.169998
2016-11-07,34.169998
2016-11-08,34.32
2016-11-09,35.52
2016-11-10,35.16
2016-11-11,33.720001
2016-11-14,33.419998
2016-11-15,34.799999
2016-11-16,34.630001
2016-11-17,34.16
2016-11-18,34.75
2016-11-21,36.41
2016-11-22,35.799999
2016-11-23,35.919998
2016-11-25,35.810001
2016-11-28,34.099998
2016-11-29,32.959998999999996
2016-11-30,38.150002
2016-12-01,37.880001
2016-12-02,38.27
2016-12-05,36.860001000000004
2016-12-06,36.48
2016-12-07,35.759997999999996
2016-12-08,36.470001
2016-12-09,36.32
2016-12-12,36.630001
2016-12-13,37.02
2016-12-14,35.98
2016-12-15,35.57
2016-12-16,35.75
2016-12-19,36.720001
2016-12-20,35.830002
2016-12-21,35.52
2016-12-22,35.709998999999996
2016-12-23,35.560001
2016-12-27,35.669998
2016-12-28,35.66
2016-12-29,35.380001
2016-12-30,35.240002000000004
2017-01-03,35.740002000000004
2017-01-04,35.880001
2017-01-05,36.240002000000004
2017-01-06,36.610001000000004
2017-01-09,35.759997999999996
2017-01-10,36.669998
2017-01-11,36.0
2017-01-12,36.48
2017-01-13,36.560001
2017-01-17,36.48
2017-01-18,36.52
2017-01-19,36.860001000000004
2017-01-20,36.880001
2017-01-23,36.41
2017-01-24,36.400002
2017-01-25,36.27
2017-01-26,36.779999
2017-01-27,36.700001
2017-01-30,35.02
2017-01-31,35.220001
2017-02-01,35.09
2017-02-02,34.790001000000004
2017-02-03,34.799999
2017-02-06,34.599998
2017-02-07,33.330002
2017-02-08,31.040001
2017-02-09,31.200001
2017-02-10,32.310001
2017-02-13,32.080002
2017-02-14,32.450001
2017-02-15,32.540001000000004
2017-02-16,31.860001
2017-02-17,31.82
2017-02-21,31.41
2017-02-22,30.18
2017-02-23,30.0
2017-02-24,29.49
2017-02-27,30.77
2017-02-28,30.389999
2017-03-01,31.75
2017-03-02,31.24
2017-03-03,31.620001000000002
2017-03-06,31.76
2017-03-07,31.450001
2017-03-08,30.190001000000002
2017-03-09,30.709999
2017-03-10,30.35
2017-03-13,30.530001000000002
2017-03-14,30.24
2017-03-15,31.370001000000002
2017-03-16,31.16
2017-03-17,31.76
2017-03-20,31.610001
2017-03-21,30.74
2017-03-22,30.43
2017-03-23,30.18
2017-03-24,30.469998999999998
2017-03-27,30.66
2017-03-28,31.57
2017-03-29,32.259997999999996
2017-03-30,31.9
2017-03-31,32.509997999999996
2017-04-03,32.279999
2017-04-04,32.400002
2017-04-05,31.6
2017-04-06,31.66
2017-04-07,31.4
2017-04-10,31.67
2017-04-11,31.719998999999998
2017-04-12,31.459999
2017-04-13,30.700001
2017-04-17,31.27
2017-04-18,31.09
2017-04-19,29.940001000000002
2017-04-20,29.700001
2017-04-21,29.43
2017-04-24,29.610001
2017-04-25,30.459999
2017-04-26,30.07
2017-04-27,29.49
2017-04-28,29.790001
2017-05-01,29.42
2017-05-02,29.08
2017-05-03,30.18
2017-05-04,29.040001
2017-05-05,31.290001
2017-05-08,32.029999
2017-05-09,31.450001
2017-05-10,32.07
2017-05-11,31.98
2017-05-12,31.91
2017-05-15,32.23
2017-05-16,31.82
2017-05-17,31.360001
2017-05-18,31.18
2017-05-19,31.610001
2017-05-22,31.42
2017-05-23,31.280001000000002
2017-05-24,30.98
2017-05-25,30.639999
2017-05-26,30.799999
2017-05-30,30.139999
2017-05-31,29.65
2017-06-01,30.35
2017-06-02,30.139999
2017-06-05,29.48
2017-06-06,30.01
2017-06-07,28.059998999999998
2017-06-08,27.440001000000002
2017-06-09,28.049999
2017-06-12,27.85
2017-06-13,28.6
2017-06-14,27.889999
2017-06-15,26.209999
2017-06-16,25.860001
2017-06-19,26.059998999999998
2017-06-20,26.530001000000002
2017-06-21,26.110001
2017-06-22,26.309998999999998
2017-06-23,27.17
2017-06-26,27.129998999999998
2017-06-27,26.66
2017-06-28,27.139999
2017-06-29,27.200001
2017-06-30,27.75
2017-07-03,28.66
2017-07-05,27.610001
2017-07-06,26.870001000000002
2017-07-07,26.9
2017-07-10,27.370001000000002
2017-07-11,27.950001
2017-07-12,27.98
2017-07-13,28.25
2017-07-14,28.709999
2017-07-17,28.49
2017-07-18,28.129998999999998
2017-07-19,29.129998999999998
2017-07-20,28.129998999999998
2017-07-21,27.799999
2017-07-24,28.24
2017-07-25,29.52
2017-07-26,29.59
2017-07-27,29.6
2017-07-28,29.469998999999998
2017-07-31,29.280001000000002
2017-08-01,29.24
2017-08-02,27.389999
2017-08-03,25.299999
2017-08-04,26.120001000000002
2017-08-07,25.059998999999998
2017-08-08,25.65
2017-08-09,25.450001
2017-08-10,25.48
2017-08-11,25.35
2017-08-14,25.0
2017-08-15,24.629998999999998
2017-08-16,24.559998999999998
2017-08-17,24.389999
2017-08-18,24.790001
2017-08-21,24.459999
2017-08-22,25.07
2017-08-23,25.15
2017-08-24,25.200001
2017-08-25,25.08
2017-08-28,24.700001
2017-08-29,24.370001000000002
2017-08-30,24.32
2017-08-31,25.049999
2017-09-01,25.25
2017-09-05,25.26
2017-09-06,25.34
2017-09-07,24.77
2017-09-08,23.860001
2017-09-11,24.040001
2017-09-12,24.35
2017-09-13,25.469998999999998
2017-09-14,25.540001
2017-09-15,25.639999
2017-09-18,25.610001
2017-09-19,25.23
2017-09-20,26.41
2017-09-21,26.67
2017-09-22,26.76
2017-09-25,27.17
2017-09-26,26.48
2017-09-27,25.950001
2017-09-28,26.27
2017-09-29,26.34
2017-10-02,26.58
2017-10-03,26.74
2017-10-04,26.709999
2017-10-05,27.030001000000002
2017-10-06,26.549999
2017-10-09,26.49
2017-10-10,26.9
2017-10-11,26.959999
2017-10-12,26.52
2017-10-13,26.43
2017-10-16,26.790001
2017-10-17,26.719998999999998
2017-10-18,26.6
2017-10-19,26.110001
2017-10-20,25.870001000000002
2017-10-23,24.33
2017-10-24,24.049999
2017-10-25,23.870001000000002
2017-10-26,24.52
2017-10-27,25.299999
2017-10-30,25.73
2017-10-31,26.6
2017-11-01,27.09
2017-11-02,26.73
2017-11-03,27.530001000000002
2017-11-06,28.25
2017-11-07,28.4
2017-11-08,27.1
2017-11-09,27.190001000000002
2017-11-10,27.18
2017-11-13,26.77
2017-11-14,25.959999
2017-11-15,25.18
2017-11-16,24.969998999999998
2017-11-17,25.450001
2017-11-20,25.83
2017-11-21,26.33
2017-11-22,26.540001
2017-11-24,26.969998999999998
2017-11-27,26.4
2017-11-28,26.309998999999998
2017-11-29,26.360001
2017-11-30,26.860001
2017-12-01,27.440001000000002
2017-12-04,26.66
2017-12-05,26.370001000000002
2017-12-06,25.34
2017-12-07,25.690001000000002
2017-12-08,26.1
2017-12-11,26.58
2017-12-12,26.66
2017-12-13,26.709999
2017-12-14,26.42
2017-12-15,25.9
2017-12-18,26.709999
2017-12-19,26.84
2017-12-20,27.93
2017-12-21,29.209999
2017-12-22,29.540001
2017-12-26,30.450001
2017-12-27,29.719998999999998
2017-12-28,29.860001
2017-12-29,29.440001000000002
2018-01-02,30.469998999999998
2018-01-03,30.790001
2018-01-04,31.0
2018-01-05,30.85
2018-01-08,30.58
2018-01-09,30.15
2018-01-10,29.309998999999998
2018-01-11,29.120001000000002
2018-01-12,29.110001
2018-01-16,28.719998999999998
2018-01-17,28.84
2018-01-18,28.82
2018-01-19,29.200001
2018-01-22,29.16
2018-01-23,29.26
2018-01-24,29.52
2018-01-25,28.9
2018-01-26,28.73
2018-01-29,28.08
2018-01-30,24.07
2018-01-31,23.6
2018-02-01,23.76
2018-02-02,23.129998999999998
2018-02-05,23.15
2018-02-06,23.360001
2018-02-07,23.49
2018-02-08,22.09
2018-02-09,21.74
2018-02-12,22.799999
2018-02-13,22.57
2018-02-14,23.469998999999998
2018-02-15,23.42
2018-02-16,23.459999
2018-02-20,23.290001
2018-02-21,23.1
2018-02-22,25.040001
2018-02-23,26.209999
2018-02-26,26.209999
2018-02-27,25.959999
2018-02-28,25.280001000000002
2018-03-01,25.33
2018-03-02,25.549999
2018-03-05,26.809998999999998
2018-03-06,26.82
2018-03-07,26.66
2018-03-08,26.51
2018-03-09,26.799999
2018-03-12,26.77
2018-03-13,26.82
2018-03-14,26.84
2018-03-15,26.15
2018-03-16,26.57
2018-03-19,26.16
2018-03-20,26.700001
2018-03-21,28.139999
2018-03-22,27.5
2018-03-23,27.32
2018-03-26,28.5
2018-03-27,26.940001000000002
2018-03-28,27.34
2018-03-29,28.99
2018-04-02,28.0
2018-04-03,28.24
2018-04-04,27.35
2018-04-05,27.76
2018-04-06,26.950001
2018-04-09,26.65
2018-04-10,27.629998999999998
2018-04-11,28.07
2018-04-12,28.219998999999998
2018-04-13,29.309998999999998
2018-04-16,29.379998999999998
2018-04-17,29.860001
2018-04-18,30.469998999999998
2018-04-19,30.379998999999998
2018-04-20,30.389999
2018-04-23,30.66
2018-04-24,29.73
2018-04-25,30.030001000000002
2018-04-26,29.82
2018-04-27,29.59
2018-04-30,30.030001000000002
2018-05-01,29.879998999999998
2018-05-02,30.139999
2018-05-03,29.290001
2018-05-04,31.92
2018-05-07,32.150002
2018-05-08,32.509997999999996
2018-05-09,32.490002000000004
2018-05-10,32.84
2018-05-11,31.610001
2018-05-14,31.620001000000002
2018-05-15,31.950001
2018-05-16,31.879998999999998
2018-05-17,32.139998999999996
2018-05-18,31.700001
2018-05-21,32.139998999999996
2018-05-22,31.02
2018-05-23,30.780001000000002
2018-05-24,29.93
2018-05-25,29.42
2018-05-29,29.1
2018-05-30,30.059998999999998
2018-05-31,29.48
2018-06-01,28.309998999999998
2018-06-04,27.16
2018-06-05,27.110001
2018-06-06,27.129998999999998
2018-06-07,27.610001
2018-06-08,27.200001
2018-06-11,27.9
2018-06-12,28.629998999999998
2018-06-13,28.27
2018-06-14,27.719998999999998
2018-06-15,26.950001
2018-06-18,27.940001000000002
2018-06-19,27.799999
2018-06-20,28.02
2018-06-21,27.27
2018-06-22,29.040001
2018-06-25,28.77
2018-06-26,29.780001000000002
2018-06-27,30.280001000000002
2018-06-28,30.209999
2018-06-29,30.280001000000002
2018-07-02,29.93
2018-07-03,30.52
2018-07-05,30.790001
2018-07-06,31.67
2018-07-09,32.439999
2018-07-10,32.869999
2018-07-11,31.719998999999998
2018-07-12,31.870001000000002
2018-07-13,32.07
2018-07-16,31.49
2018-07-17,31.57
2018-07-18,31.709999
2018-07-19,31.879998999999998
2018-07-20,31.549999
2018-07-23,31.110001
2018-07-24,31.379998999999998
2018-07-25,31.9
2018-07-26,31.299999
2018-07-27,31.16
2018-07-30,32.02
2018-07-31,31.43
2018-08-01,31.139999
2018-08-02,31.610001
2018-08-03,30.92
2018-08-06,31.370001000000002
2018-08-07,31.74
2018-08-08,30.27
2018-08-09,29.959999
2018-08-10,30.280001000000002
2018-08-13,29.1
2018-08-14,29.43
2018-08-15,27.82
2018-08-16,27.93
2018-08-17,28.370001000000002
2018-08-20,28.110001
2018-08-21,28.209999
2018-08-22,28.549999
2018-08-23,28.309998999999998
2018-08-24,28.629998999999998
2018-08-27,28.83
2018-08-28,28.450001
2018-08-29,28.870001000000002
2018-08-30,28.860001
2018-08-31,27.77
2018-09-04,27.15
2018-09-05,26.700001
2018-09-06,26.440001000000002
2018-09-07,26.370001000000002
2018-09-10,26.4
2018-09-11,27.299999
2018-09-12,28.280001000000002
2018-09-13,28.129998999999998
2018-09-14,28.26
2018-09-17,27.75
2018-09-18,27.969998999999998
2018-09-19,28.790001
2018-09-20,28.549999
2018-09-21,28.790001
2018-09-24,29.66
2018-09-25,29.34
2018-09-26,28.6
2018-09-27,29.25
2018-09-28,29.25
2018-10-01,29.950001
2018-10-02,30.129998999999998
2018-10-03,30.379998999999998
2018-10-04,29.93
2018-10-05,30.26
2018-10-08,30.0
2018-10-09,30.700001
2018-10-10,29.629998999999998
2018-10-11,28.540001
2018-10-12,29.0
2018-10-15,29.01
2018-10-16,29.709999
2018-10-17,28.809998999999998
2018-10-18,28.15
2018-10-19,28.09
2018-10-22,27.709999
2018-10-23,26.27
2018-10-24,24.389999
2018-10-25,24.82
2018-10-26,24.43
2018-10-29,23.09
2018-10-30,23.58
2018-10-31,23.42
2018-11-01,24.25
2018-11-02,24.73
2018-11-05,25.459999
2018-11-06,25.049999
2018-11-07,25.200001
2018-11-08,23.969998999999998
2018-11-09,24.469998999999998
2018-11-12,23.4
2018-11-13,22.07
2018-11-14,22.09
2018-11-15,22.049999
2018-11-16,22.139999
2018-11-19,21.440001000000002
2018-11-20,21.52
2018-11-21,21.74
2018-11-23,20.66
2018-11-26,21.120001000000002
2018-11-27,20.959999
2018-11-28,20.77
2018-11-29,20.870001000000002
2018-11-30,20.129998999999998
2018-12-03,20.780001000000002
2018-12-04,19.809998999999998
2018-12-06,19.09
2018-12-07,18.74
2018-12-10,18.030001000000002
2018-12-11,17.790001
2018-12-12,17.450001
2018-12-13,17.66
2018-12-14,16.43
2018-12-17,16.139999
2018-12-18,15.97
2018-12-19,15.55
2018-12-20,14.99
2018-12-21,14.88
2018-12-24,14.51
2018-12-26,15.97
