Date,HEI
1980-03-17,0.154118
1980-03-18,0.154118
1980-03-19,0.15146099999999998
1980-03-20,0.13286099999999998
1980-03-21,0.143489
1980-03-24,0.135518
1980-03-25,0.135518
1980-03-26,0.138175
1980-03-27,0.11691700000000001
1980-03-28,0.119575
1980-03-31,0.11691700000000001
1980-04-01,0.119575
1980-04-02,0.12488900000000001
1980-04-03,0.135518
1980-04-07,0.13286099999999998
1980-04-08,0.138175
1980-04-09,0.138175
1980-04-10,0.143489
1980-04-11,0.146147
1980-04-14,0.15146099999999998
1980-04-15,0.146147
1980-04-16,0.143489
1980-04-17,0.15146099999999998
1980-04-18,0.15146099999999998
1980-04-21,0.14083199999999998
1980-04-22,0.148804
1980-04-23,0.138175
1980-04-24,0.15146099999999998
1980-04-25,0.148804
1980-04-28,0.14083199999999998
1980-04-29,0.15146099999999998
1980-04-30,0.156775
1980-05-01,0.172719
1980-05-02,0.172719
1980-05-05,0.170062
1980-05-06,0.170062
1980-05-07,0.164747
1980-05-08,0.159433
1980-05-09,0.156775
1980-05-12,0.167404
1980-05-13,0.16209
1980-05-14,0.164747
1980-05-15,0.16209
1980-05-16,0.159433
1980-05-19,0.159433
1980-05-20,0.159433
1980-05-21,0.164747
1980-05-22,0.154118
1980-05-23,0.156775
1980-05-27,0.16209
1980-05-28,0.159433
1980-05-29,0.154118
1980-05-30,0.154118
1980-06-02,0.15146099999999998
1980-06-03,0.148804
1980-06-04,0.146147
1980-06-05,0.146147
1980-06-06,0.143489
1980-06-09,0.14083199999999998
1980-06-10,0.146147
1980-06-11,0.148804
1980-06-12,0.154118
1980-06-13,0.154118
1980-06-16,0.148804
1980-06-17,0.15146099999999998
1980-06-18,0.148804
1980-06-19,0.135518
1980-06-20,0.143489
1980-06-23,0.14083199999999998
1980-06-24,0.15146099999999998
1980-06-25,0.148804
1980-06-26,0.143489
1980-06-27,0.143489
1980-06-30,0.148804
1980-07-01,0.156775
1980-07-02,0.148804
1980-07-03,0.159433
1980-07-07,0.159433
1980-07-08,0.159433
1980-07-09,0.164747
1980-07-10,0.172719
1980-07-11,0.172719
1980-07-14,0.164747
1980-07-15,0.167404
1980-07-16,0.164747
1980-07-17,0.170062
1980-07-18,0.172719
1980-07-21,0.170062
1980-07-22,0.167404
1980-07-23,0.164747
1980-07-24,0.170062
1980-07-25,0.170062
1980-07-28,0.172719
1980-07-29,0.170062
1980-07-30,0.164747
1980-07-31,0.164747
1980-08-01,0.16209
1980-08-04,0.164747
1980-08-05,0.167404
1980-08-06,0.170062
1980-08-07,0.19131900000000002
1980-08-08,0.19131900000000002
1980-08-11,0.193976
1980-08-12,0.196634
1980-08-13,0.22054899999999997
1980-08-14,0.247121
1980-08-15,0.241806
1980-08-18,0.23914899999999997
1980-08-19,0.24977800000000003
1980-08-20,0.25243499999999996
1980-08-21,0.24977800000000003
1980-08-22,0.255092
1980-08-25,0.244463
1980-08-26,0.24977800000000003
1980-08-27,0.244463
1980-08-28,0.244463
1980-08-29,0.241806
1980-09-02,0.247121
1980-09-03,0.271036
1980-09-04,0.271036
1980-09-05,0.27369299999999996
1980-09-08,0.268378
1980-09-09,0.268378
1980-09-10,0.271036
1980-09-11,0.265721
1980-09-12,0.271036
1980-09-15,0.265721
1980-09-16,0.28166399999999997
1980-09-17,0.30292199999999997
1980-09-18,0.297608
1980-09-19,0.29495
1980-09-22,0.297608
1980-09-23,0.286979
1980-09-24,0.297608
1980-09-25,0.29495
1980-09-26,0.29229299999999997
1980-09-29,0.29229299999999997
1980-09-30,0.300265
1980-10-01,0.300265
1980-10-02,0.308237
1980-10-03,0.326837
1980-10-06,0.321523
1980-10-07,0.321523
1980-10-08,0.326837
1980-10-09,0.321523
1980-10-10,0.316208
1980-10-13,0.318865
1980-10-14,0.30292199999999997
1980-10-15,0.30292199999999997
1980-10-16,0.289636
1980-10-17,0.28432199999999996
1980-10-20,0.27635
1980-10-21,0.279007
1980-10-22,0.318865
1980-10-23,0.297608
1980-10-24,0.313551
1980-10-27,0.308237
1980-10-28,0.29229299999999997
1980-10-29,0.297608
1980-10-30,0.289636
1980-10-31,0.279007
1980-11-03,0.289636
1980-11-05,0.29229299999999997
1980-11-06,0.286979
1980-11-07,0.28166399999999997
1980-11-10,0.27635
1980-11-11,0.271036
1980-11-12,0.271036
1980-11-13,0.27369299999999996
1980-11-14,0.29229299999999997
1980-11-17,0.308237
1980-11-18,0.316208
1980-11-19,0.300265
1980-11-20,0.308237
1980-11-21,0.29495
1980-11-24,0.29229299999999997
1980-11-25,0.297608
1980-11-26,0.286979
1980-11-28,0.28432199999999996
1980-12-01,0.279007
1980-12-02,0.271036
1980-12-03,0.27635
1980-12-04,0.268378
1980-12-05,0.271036
1980-12-08,0.25243499999999996
1980-12-09,0.247121
1980-12-10,0.24977800000000003
1980-12-11,0.236492
1980-12-12,0.244463
1980-12-15,0.225863
1980-12-16,0.231177
1980-12-17,0.231177
1980-12-18,0.22851999999999997
1980-12-19,0.231177
1980-12-22,0.236492
1980-12-23,0.255092
1980-12-24,0.26306399999999996
1980-12-26,0.268378
1980-12-29,0.260407
1980-12-30,0.247121
1980-12-31,0.247121
1981-01-02,0.255092
1981-01-05,0.279007
1981-01-06,0.27369299999999996
1981-01-07,0.244463
1981-01-08,0.244463
1981-01-09,0.24977800000000003
1981-01-12,0.24977800000000003
1981-01-13,0.247121
1981-01-14,0.25243499999999996
1981-01-15,0.244463
1981-01-16,0.244463
1981-01-19,0.25243499999999996
1981-01-20,0.247121
1981-01-21,0.23914899999999997
1981-01-22,0.231177
1981-01-23,0.241806
1981-01-26,0.244463
1981-01-27,0.255092
1981-01-28,0.22851999999999997
1981-01-29,0.236492
1981-01-30,0.22851999999999997
1981-02-02,0.212577
1981-02-03,0.215234
1981-02-04,0.22054899999999997
1981-02-05,0.22054899999999997
1981-02-06,0.223206
1981-02-09,0.225863
1981-02-10,0.21789099999999997
1981-02-11,0.215234
1981-02-12,0.212577
1981-02-13,0.212577
1981-02-17,0.215234
1981-02-18,0.22054899999999997
1981-02-19,0.20992
1981-02-20,0.207262
