Date,TYIDF
2009-11-17,26.799999
2009-11-18,26.110001
2009-11-19,25.950001
2009-11-20,26.59
2009-11-23,26.59
2009-11-24,26.59
2009-11-25,26.799999
2009-11-27,26.799999
2009-11-30,27.65
2009-12-01,28.15
2009-12-02,28.15
2009-12-03,29.4
2009-12-04,29.450001
2009-12-07,29.700001
2009-12-08,29.35
2009-12-09,29.299999
2009-12-10,28.9
2009-12-11,29.549999
2009-12-14,30.049999
2009-12-15,29.799999
2009-12-16,29.799999
2009-12-17,29.120001000000002
2009-12-18,29.290001
2009-12-21,29.1
2009-12-22,29.65
2009-12-23,29.65
2009-12-24,30.25
2009-12-28,30.25
2009-12-29,30.25
2009-12-30,29.6
2009-12-31,29.51
2010-01-04,30.049999
2010-01-05,29.799999
2010-01-06,29.799999
2010-01-07,29.799999
2010-01-08,29.799999
2010-01-11,30.549999
2010-01-12,31.200001
2010-01-13,31.25
2010-01-14,32.200001
2010-01-15,31.799999
2010-01-19,31.5
2010-01-20,30.9
2010-01-21,31.4
2010-01-22,32.150002
2010-01-25,32.150002
2010-01-26,30.75
2010-01-27,30.35
2010-01-28,29.5
2010-01-29,29.450001
2010-02-01,28.5
2010-02-02,29.24
2010-02-03,28.74
2010-02-04,27.1
2010-02-05,27.549999
2010-02-08,26.48
2010-02-09,26.700001
2010-02-10,26.35
2010-02-11,26.950001
2010-02-12,26.0
2010-02-16,26.0
2010-02-17,26.0
2010-02-18,26.0
2010-02-19,25.200001
2010-02-22,25.200001
2010-02-23,25.049999
2010-02-24,25.200001
2010-02-25,25.1
2010-02-26,26.450001
2010-03-01,26.75
2010-03-02,27.0
2010-03-03,27.450001
2010-03-04,27.450001
2010-03-05,27.299999
2010-03-08,27.5
2010-03-09,27.4
2010-03-10,27.450001
2010-03-11,26.9
2010-03-12,27.309998999999998
2010-03-15,27.700001
2010-03-16,27.700001
2010-03-17,28.1
2010-03-18,27.700001
2010-03-19,27.700001
2010-03-22,27.58
2010-03-23,28.4
2010-03-24,28.4
2010-03-25,27.5
2010-03-26,27.9
2010-03-29,28.200001
2010-03-30,28.65
2010-03-31,28.450001
2010-04-01,28.34
2010-04-05,28.34
2010-04-06,28.42
2010-04-07,28.549999
2010-04-08,28.549999
2010-04-09,28.549999
2010-04-12,28.549999
2010-04-13,27.940001000000002
2010-04-14,27.940001000000002
2010-04-15,27.940001000000002
2010-04-16,27.940001000000002
2010-04-19,27.700001
2010-04-20,27.4
2010-04-21,28.049999
2010-04-22,28.049999
2010-04-23,28.08
2010-04-26,28.08
2010-04-27,28.08
2010-04-28,28.959999
2010-04-29,28.959999
2010-04-30,28.799999
2010-05-03,29.049999
2010-05-04,28.700001
2010-05-05,28.85
2010-05-06,28.85
2010-05-07,27.25
2010-05-10,28.200001
2010-05-11,28.200001
2010-05-12,28.049999
2010-05-13,28.23
2010-05-14,27.950001
2010-05-17,27.549999
2010-05-18,27.549999
2010-05-19,27.049999
2010-05-20,27.049999
2010-05-21,26.620001000000002
2010-05-24,26.620001000000002
2010-05-25,26.1
2010-05-26,26.1
2010-05-27,25.85
2010-05-28,25.4
2010-06-01,25.6
2010-06-02,25.6
2010-06-03,26.07
2010-06-04,26.07
2010-06-07,26.07
2010-06-08,25.25
2010-06-09,25.25
2010-06-10,25.25
2010-06-11,25.85
2010-06-14,25.85
2010-06-15,25.85
2010-06-16,26.549999
2010-06-17,26.549999
2010-06-18,26.549999
2010-06-21,26.780001000000002
2010-06-22,27.01
2010-06-23,27.01
2010-06-24,27.01
2010-06-25,26.299999
2010-06-28,26.299999
2010-06-29,26.0
2010-06-30,25.450001
2010-07-01,25.299999
2010-07-02,25.23
2010-07-06,26.15
2010-07-07,26.35
2010-07-08,26.35
2010-07-09,26.370001000000002
2010-07-12,26.6
2010-07-13,26.6
2010-07-14,27.4
2010-07-15,27.6
2010-07-16,26.950001
2010-07-19,26.950001
2010-07-20,26.6
2010-07-21,26.6
2010-07-22,26.299999
2010-07-23,26.299999
2010-07-26,26.299999
2010-07-27,26.299999
2010-07-28,26.299999
2010-07-29,27.67
2010-07-30,26.83
2010-08-02,27.35
2010-08-03,27.52
2010-08-04,27.15
2010-08-05,27.450001
2010-08-06,27.450001
2010-08-09,27.41
2010-08-10,27.15
2010-08-11,26.35
2010-08-12,26.299999
2010-08-13,26.1
2010-08-16,26.200001
2010-08-17,26.049999
2010-08-18,26.299999
2010-08-19,26.5
2010-08-20,25.85
2010-08-23,25.690001000000002
2010-08-24,25.690001000000002
2010-08-25,25.309998999999998
2010-08-26,25.1
2010-08-27,25.450001
2010-08-30,25.33
2010-08-31,24.85
2010-09-01,25.209999
2010-09-02,25.6
2010-09-03,25.549999
2010-09-07,25.700001
2010-09-08,25.51
2010-09-09,25.549999
2010-09-10,25.450001
2010-09-13,25.450001
2010-09-14,25.450001
2010-09-15,26.049999
2010-09-16,26.049999
2010-09-17,26.0
2010-09-20,26.129998999999998
2010-09-21,26.049999
2010-09-22,26.049999
2010-09-23,25.950001
2010-09-24,25.52
2010-09-27,25.52
2010-09-28,26.5
2010-09-29,26.950001
2010-09-30,26.950001
2010-10-01,26.950001
2010-10-04,26.950001
2010-10-05,27.4
2010-10-06,27.17
2010-10-07,27.120001000000002
2010-10-08,27.120001000000002
2010-10-11,27.120001000000002
2010-10-12,27.120001000000002
2010-10-13,27.360001
2010-10-14,27.5
2010-10-15,27.25
2010-10-18,27.700001
2010-10-19,27.4
2010-10-20,27.4
2010-10-21,27.280001000000002
2010-10-22,27.280001000000002
2010-10-25,27.35
2010-10-26,26.700001
2010-10-27,27.27
2010-10-28,27.299999
2010-10-29,27.299999
2010-11-01,27.82
2010-11-02,27.75
2010-11-03,27.610001
2010-11-04,28.23
2010-11-05,28.82
2010-11-08,28.82
2010-11-09,28.82
2010-11-10,28.82
2010-11-11,29.700001
2010-11-12,28.940001000000002
2010-11-15,29.35
2010-11-16,29.35
2010-11-17,29.15
2010-11-18,29.15
2010-11-19,29.15
2010-11-22,29.15
2010-11-23,29.57
2010-11-24,29.6
2010-11-26,29.6
2010-11-29,29.6
2010-11-30,29.299999
2010-12-01,29.299999
2010-12-02,30.52
2010-12-03,30.52
2010-12-06,30.52
2010-12-07,30.200001
2010-12-08,29.92
2010-12-09,30.17
2010-12-10,30.17
2010-12-13,30.1
2010-12-14,30.450001
2010-12-15,30.309998999999998
2010-12-16,30.120001000000002
2010-12-17,30.0
2010-12-20,30.0
2010-12-21,30.0
2010-12-22,30.049999
2010-12-23,30.049999
2010-12-27,30.049999
2010-12-28,30.4
2010-12-29,30.5
2010-12-30,30.75
2010-12-31,30.799999
2011-01-03,30.799999
2011-01-04,30.799999
2011-01-05,30.799999
2011-01-06,31.35
2011-01-07,32.240002000000004
2011-01-10,32.220001
2011-01-11,32.220001
2011-01-12,32.529999
2011-01-13,32.459998999999996
2011-01-14,32.459998999999996
2011-01-18,32.459998999999996
2011-01-19,32.380001
2011-01-20,32.380001
2011-01-21,31.549999
2011-01-24,31.85
2011-01-25,32.380001
2011-01-26,31.799999
2011-01-27,31.799999
2011-01-28,31.74
2011-01-31,31.9
2011-02-01,32.110001000000004
2011-02-02,32.110001000000004
2011-02-03,31.459999
2011-02-04,31.41
2011-02-07,31.41
2011-02-08,31.700001
2011-02-09,31.700001
2011-02-10,31.700001
2011-02-11,31.700001
2011-02-14,33.389998999999996
2011-02-15,33.43
2011-02-16,33.43
2011-02-17,34.77
2011-02-18,34.849998
2011-02-22,33.84
2011-02-23,33.689999
2011-02-24,33.689999
2011-02-25,34.299999
2011-02-28,34.299999
2011-03-01,34.549999
2011-03-02,34.549999
2011-03-03,34.290001000000004
2011-03-04,34.220001
2011-03-07,33.869999
2011-03-08,33.400002
2011-03-09,33.330002
2011-03-10,32.349998
2011-03-11,32.349998
2011-03-14,30.120001000000002
2011-03-15,29.049999
2011-03-16,29.870001000000002
2011-03-17,29.860001
2011-03-18,29.860001
2011-03-21,29.99
2011-03-22,29.99
2011-03-23,29.99
2011-03-24,29.99
2011-03-25,29.99
2011-03-28,29.99
2011-03-29,29.68
2011-03-30,30.450001
2011-03-31,30.219998999999998
2011-04-01,29.450001
2011-04-04,28.9
2011-04-05,27.9
2011-04-06,27.34
2011-04-07,27.6
2011-04-08,27.629998999999998
2011-04-11,27.690001000000002
2011-04-12,27.690001000000002
2011-04-13,27.690001000000002
2011-04-14,27.690001000000002
2011-04-15,27.690001000000002
2011-04-18,27.690001000000002
2011-04-19,27.690001000000002
2011-04-20,28.799999
2011-04-21,29.049999
2011-04-25,28.9
2011-04-26,28.9
2011-04-27,28.9
2011-04-28,30.209999
2011-04-29,30.209999
2011-05-02,30.209999
2011-05-03,30.9
2011-05-04,30.65
2011-05-05,31.139999
2011-05-06,31.139999
2011-05-09,31.139999
2011-05-10,30.200001
2011-05-11,30.200001
2011-05-12,31.1
2011-05-13,30.610001
2011-05-16,30.610001
2011-05-17,30.610001
2011-05-18,29.9
2011-05-19,29.6
2011-05-20,29.440001000000002
2011-05-23,29.440001000000002
2011-05-24,29.24
2011-05-25,29.34
2011-05-26,29.34
2011-05-27,29.34
2011-05-31,29.34
2011-06-01,30.389999
2011-06-02,30.389999
2011-06-03,30.389999
2011-06-06,30.389999
2011-06-07,30.389999
2011-06-08,29.6
2011-06-09,29.6
2011-06-10,30.110001
2011-06-13,30.110001
2011-06-14,30.200001
2011-06-15,30.709999
2011-06-16,30.6
2011-06-17,30.6
2011-06-20,30.5
2011-06-21,31.33
2011-06-22,32.02
2011-06-23,32.02
2011-06-24,31.75
2011-06-27,31.75
2011-06-28,32.240002000000004
2011-06-29,32.240002000000004
2011-06-30,32.240002000000004
2011-07-01,32.860001000000004
2011-07-05,32.860001000000004
2011-07-06,32.860001000000004
2011-07-07,32.919998
2011-07-08,33.18
2011-07-11,33.330002
2011-07-12,32.700001
2011-07-13,32.950001
2011-07-14,32.950001
2011-07-15,33.490002000000004
2011-07-18,33.240002000000004
2011-07-19,33.919998
2011-07-20,33.77
2011-07-21,34.110001000000004
2011-07-22,34.110001000000004
2011-07-25,34.110001000000004
2011-07-26,34.110001000000004
2011-07-27,32.98
2011-07-28,32.5
2011-07-29,32.84
2011-08-01,32.84
2011-08-02,32.84
2011-08-03,32.84
2011-08-04,29.940001000000002
2011-08-05,29.940001000000002
2011-08-08,29.4
2011-08-09,29.5
2011-08-10,29.5
2011-08-11,29.040001
2011-08-12,29.040001
2011-08-15,29.040001
2011-08-16,29.040001
2011-08-17,29.1
2011-08-18,27.709999
2011-08-19,27.709999
2011-08-22,26.52
2011-08-23,26.950001
2011-08-24,26.379998999999998
2011-08-25,27.1
2011-08-26,27.1
2011-08-29,27.98
2011-08-30,27.98
2011-08-31,28.280001000000002
2011-09-01,28.49
2011-09-02,28.49
2011-09-06,28.49
2011-09-07,28.49
2011-09-08,28.02
2011-09-09,26.93
2011-09-12,26.93
2011-09-13,26.93
2011-09-14,28.299999
2011-09-15,28.75
2011-09-16,29.58
2011-09-19,29.58
2011-09-20,29.58
2011-09-21,28.41
2011-09-22,27.799999
2011-09-23,27.799999
2011-09-26,28.219998999999998
2011-09-27,28.219998999999998
2011-09-28,29.25
2011-09-29,30.1
2011-09-30,29.110001
2011-10-03,29.110001
2011-10-04,29.110001
2011-10-05,27.799999
2011-10-06,27.799999
2011-10-07,27.43
2011-10-10,27.799999
2011-10-11,28.0
2011-10-12,28.1
2011-10-13,28.73
2011-10-14,28.73
2011-10-17,28.73
2011-10-18,28.540001
2011-10-19,28.549999
2011-10-20,28.07
2011-10-21,28.51
2011-10-24,28.51
2011-10-25,27.799999
2011-10-26,28.0
2011-10-27,28.0
2011-10-28,29.15
2011-10-31,28.379998999999998
2011-11-01,27.639999
2011-11-02,27.639999
2011-11-03,27.549999
2011-11-04,27.549999
2011-11-07,27.58
2011-11-08,27.35
2011-11-09,27.129998999999998
2011-11-10,27.219998999999998
2011-11-11,27.219998999999998
2011-11-14,27.200001
2011-11-15,27.09
2011-11-16,27.09
2011-11-17,27.09
2011-11-18,27.09
2011-11-21,25.440001000000002
2011-11-22,25.440001000000002
2011-11-23,25.610001
2011-11-25,25.610001
2011-11-28,25.889999
2011-11-29,26.540001
2011-11-30,26.540001
2011-12-01,26.540001
2011-12-02,26.540001
2011-12-05,27.200001
2011-12-06,27.200001
2011-12-07,27.299999
2011-12-08,26.93
2011-12-09,26.93
2011-12-12,26.93
2011-12-13,26.93
2011-12-14,26.700001
2011-12-15,25.98
2011-12-16,25.870001000000002
2011-12-19,25.870001000000002
2011-12-20,25.870001000000002
2011-12-21,25.870001000000002
2011-12-22,26.15
2011-12-23,26.1
2011-12-27,26.23
2011-12-28,26.24
2011-12-29,26.24
2011-12-30,26.969998999999998
2012-01-03,27.52
2012-01-04,27.52
2012-01-05,27.790001
2012-01-06,27.370001000000002
2012-01-09,27.370001000000002
2012-01-10,27.540001
2012-01-11,27.540001
2012-01-12,27.190001000000002
2012-01-13,27.43
2012-01-17,27.57
2012-01-18,27.35
2012-01-19,27.9
2012-01-20,27.9
2012-01-23,28.379998999999998
2012-01-24,28.280001000000002
2012-01-25,29.200001
2012-01-26,29.15
2012-01-27,29.110001
2012-01-30,29.110001
2012-01-31,28.58
2012-02-01,28.58
2012-02-02,29.73
2012-02-03,30.01
2012-02-06,30.389999
2012-02-07,31.0
2012-02-08,31.290001
2012-02-09,31.0
2012-02-10,30.17
2012-02-13,30.26
2012-02-14,30.25
2012-02-15,31.25
2012-02-16,31.1
2012-02-17,31.610001
2012-02-21,31.610001
2012-02-22,31.299999
2012-02-23,32.0
2012-02-24,31.65
2012-02-27,31.549999
2012-02-28,31.790001
2012-02-29,31.450001
2012-03-01,31.120001000000002
2012-03-02,30.67
2012-03-05,30.52
2012-03-06,30.110001
2012-03-07,30.209999
2012-03-08,30.209999
2012-03-09,30.530001000000002
2012-03-12,30.24
2012-03-13,30.35
2012-03-14,30.190001000000002
2012-03-15,30.98
2012-03-16,30.98
2012-03-19,30.559998999999998
2012-03-20,30.559998999999998
2012-03-21,30.559998999999998
2012-03-22,30.15
2012-03-23,29.860001
2012-03-26,30.389999
2012-03-27,30.389999
2012-03-28,30.25
2012-03-29,30.41
2012-03-30,30.299999
2012-04-02,30.799999
2012-04-03,30.379998999999998
2012-04-04,29.02
2012-04-05,29.17
2012-04-09,28.9
2012-04-10,28.1
2012-04-11,28.68
2012-04-12,28.68
2012-04-13,28.5
2012-04-16,28.35
2012-04-17,28.35
2012-04-18,28.4
2012-04-19,28.4
2012-04-20,28.209999
2012-04-23,28.209999
2012-04-24,28.209999
2012-04-25,28.07
2012-04-26,28.280001000000002
2012-04-27,28.280001000000002
2012-04-30,28.280001000000002
2012-05-01,27.889999
2012-05-02,27.83
2012-05-03,27.83
2012-05-04,27.68
2012-05-07,27.629998999999998
2012-05-08,27.629998999999998
2012-05-09,27.790001
2012-05-10,27.790001
2012-05-11,27.790001
2012-05-14,27.790001
2012-05-15,27.43
2012-05-16,25.950001
2012-05-17,26.540001
2012-05-18,25.98
2012-05-21,25.98
2012-05-22,26.4
2012-05-23,26.4
2012-05-24,26.129998999999998
2012-05-25,26.129998999999998
2012-05-29,26.129998999999998
2012-05-30,26.450001
2012-05-31,26.34
2012-06-01,25.700001
2012-06-04,25.32
2012-06-05,25.879998999999998
2012-06-06,26.52
2012-06-07,26.620001000000002
2012-06-08,26.299999
2012-06-11,26.809998999999998
2012-06-12,26.809998999999998
2012-06-13,26.809998999999998
2012-06-14,26.83
2012-06-15,26.83
2012-06-18,26.83
2012-06-19,27.450001
2012-06-20,27.68
2012-06-21,27.73
2012-06-22,27.52
2012-06-25,27.299999
2012-06-26,27.389999
2012-06-27,27.48
2012-06-28,27.549999
2012-06-29,28.530001000000002
2012-07-02,28.530001000000002
2012-07-03,28.530001000000002
2012-07-05,28.530001000000002
2012-07-06,28.530001000000002
2012-07-09,28.049999
2012-07-10,27.620001000000002
2012-07-11,27.59
2012-07-12,27.120001000000002
2012-07-13,27.15
2012-07-16,27.25
2012-07-17,26.57
2012-07-18,26.799999
2012-07-19,27.219998999999998
2012-07-20,26.440001000000002
2012-07-23,26.440001000000002
2012-07-24,25.700001
2012-07-25,25.700001
2012-07-26,25.700001
2012-07-27,27.290001
2012-07-30,27.32
2012-07-31,27.32
2012-08-01,26.5
2012-08-02,26.450001
2012-08-03,26.450001
2012-08-06,27.620001000000002
2012-08-07,27.92
2012-08-08,28.34
2012-08-09,28.58
2012-08-10,28.51
2012-08-13,28.51
2012-08-14,28.809998999999998
2012-08-15,29.049999
2012-08-16,29.049999
2012-08-17,29.57
2012-08-20,29.290001
2012-08-21,29.82
2012-08-22,29.35
2012-08-23,29.629998999999998
2012-08-24,29.58
2012-08-27,29.360001
2012-08-28,29.0
2012-08-29,29.0
2012-08-30,28.690001000000002
2012-08-31,28.1
2012-09-04,27.790001
2012-09-05,27.299999
2012-09-06,27.75
2012-09-07,27.75
2012-09-10,27.75
2012-09-11,28.709999
2012-09-12,29.129998999999998
2012-09-13,29.129998999999998
2012-09-14,30.0
2012-09-17,29.43
2012-09-18,29.18
2012-09-19,29.299999
2012-09-20,29.299999
2012-09-21,28.9
2012-09-24,28.75
2012-09-25,28.75
2012-09-26,28.41
2012-09-27,28.9
2012-09-28,28.9
2012-10-01,28.9
2012-10-02,27.52
2012-10-03,27.52
2012-10-04,27.52
2012-10-05,28.280001000000002
2012-10-08,28.059998999999998
2012-10-09,27.629998999999998
2012-10-10,27.629998999999998
2012-10-11,27.65
2012-10-12,27.299999
2012-10-15,27.299999
2012-10-16,28.59
2012-10-17,28.5
2012-10-18,28.700001
2012-10-19,28.700001
2012-10-22,28.58
2012-10-23,28.58
2012-10-24,28.58
2012-10-25,28.530001000000002
2012-10-26,28.129998999999998
2012-10-31,28.35
2012-11-01,28.4
2012-11-02,28.799999
2012-11-05,29.059998999999998
2012-11-06,29.08
2012-11-07,28.120001000000002
2012-11-08,28.25
2012-11-09,28.25
2012-11-12,28.25
2012-11-13,28.25
2012-11-14,27.360001
2012-11-15,28.09
2012-11-16,28.09
2012-11-19,29.24
2012-11-20,29.24
2012-11-21,29.549999
2012-11-23,30.139999
2012-11-26,30.42
2012-11-27,29.790001
2012-11-28,29.25
2012-11-29,30.120001000000002
2012-11-30,30.040001
2012-12-03,29.940001000000002
2012-12-04,29.85
2012-12-05,29.969998999999998
2012-12-06,29.450001
2012-12-07,29.450001
2012-12-10,29.35
2012-12-11,29.5
2012-12-12,29.530001000000002
2012-12-13,29.280001000000002
2012-12-14,29.280001000000002
2012-12-17,29.370001000000002
2012-12-18,30.35
2012-12-19,30.9
2012-12-20,31.549999
2012-12-21,31.549999
2012-12-24,31.120001000000002
2012-12-26,31.389999
2012-12-27,31.450001
2012-12-28,31.450001
2012-12-31,32.0
2013-01-02,32.75
2013-01-03,32.830002
2013-01-04,32.580002
2013-01-07,32.279999
2013-01-08,32.040001000000004
2013-01-09,32.650002
2013-01-10,32.650002
2013-01-11,33.900002
2013-01-14,34.25
2013-01-15,33.200001
2013-01-16,32.75
2013-01-17,32.900002
2013-01-18,33.130001
2013-01-22,32.860001000000004
2013-01-23,32.439999
2013-01-24,33.150002
2013-01-25,33.27
2013-01-28,32.389998999999996
2013-01-29,33.02
2013-01-30,33.220001
2013-01-31,33.099998
2013-02-01,33.07
2013-02-04,32.66
2013-02-05,33.43
2013-02-06,34.060001
2013-02-07,35.0
2013-02-08,34.759997999999996
2013-02-11,34.959998999999996
2013-02-12,34.75
2013-02-13,34.23
2013-02-14,34.080002
2013-02-15,33.900002
2013-02-19,34.23
2013-02-20,34.650002
2013-02-21,34.450001
2013-02-22,34.25
2013-02-25,33.889998999999996
2013-02-26,34.490002000000004
2013-02-27,34.799999
2013-02-28,35.849998
2013-03-01,35.689999
2013-03-04,35.09
2013-03-05,35.220001
2013-03-06,36.139998999999996
2013-03-07,36.150002
2013-03-08,35.900002
2013-03-11,35.900002
2013-03-12,36.34
2013-03-13,36.360001000000004
2013-03-14,36.119999
2013-03-15,36.950001
2013-03-18,36.490002000000004
2013-03-19,36.919998
2013-03-20,37.220001
2013-03-21,36.860001000000004
2013-03-22,36.459998999999996
2013-03-25,36.279999
2013-03-26,36.279999
2013-03-27,36.900002
2013-03-28,36.900002
2013-04-01,36.900002
2013-04-02,34.299999
2013-04-03,35.389998999999996
2013-04-04,35.630001
2013-04-05,36.0
2013-04-08,37.25
2013-04-09,37.060001
2013-04-10,37.099998
2013-04-11,38.240002000000004
2013-04-12,38.869999
2013-04-15,38.759997999999996
2013-04-16,38.900002
2013-04-17,38.41
2013-04-18,37.619999
2013-04-19,38.18
2013-04-22,37.810001
2013-04-23,38.200001
2013-04-24,39.220001
2013-04-25,39.240002000000004
2013-04-26,40.189999
2013-04-29,40.470001
2013-04-30,40.68
2013-05-01,39.349998
2013-05-02,39.349998
2013-05-03,39.75
2013-05-06,39.849998
2013-05-07,40.32
2013-05-08,40.91
2013-05-09,41.0
2013-05-10,41.0
2013-05-13,42.18
2013-05-14,42.25
2013-05-15,43.869999
2013-05-16,43.869999
2013-05-17,43.060001
2013-05-20,43.060001
2013-05-21,43.790001000000004
2013-05-22,43.23
2013-05-23,41.029999
2013-05-24,39.869999
2013-05-28,41.049999
2013-05-29,40.599998
2013-05-30,41.0
2013-05-31,39.75
2013-06-03,39.049999
2013-06-04,39.619999
2013-06-05,39.060001
2013-06-06,37.299999
2013-06-07,38.900002
2013-06-10,40.330002
2013-06-11,40.66
2013-06-12,40.189999
2013-06-13,40.900002
2013-06-14,39.66
2013-06-17,41.529999
2013-06-18,41.189999
2013-06-19,41.580002
2013-06-20,40.380001
2013-06-21,41.150002
2013-06-24,39.990002000000004
2013-06-25,40.299999
2013-06-26,40.27
2013-06-27,41.310001
2013-06-28,41.150002
2013-07-01,41.459998999999996
2013-07-02,42.349998
2013-07-03,42.169998
2013-07-05,42.740002000000004
2013-07-08,42.66
2013-07-09,43.16
2013-07-10,43.639998999999996
2013-07-11,44.290001000000004
2013-07-12,44.650002
2013-07-15,44.639998999999996
2013-07-16,44.5
2013-07-17,44.779999
2013-07-18,44.52
2013-07-19,43.939999
2013-07-22,43.939999
2013-07-23,43.939999
2013-07-24,44.189999
2013-07-25,43.849998
2013-07-26,43.169998
2013-07-29,41.349998
2013-07-30,42.049999
2013-07-31,41.200001
2013-08-01,42.900002
2013-08-02,42.900002
2013-08-05,42.900002
2013-08-06,43.860001000000004
2013-08-07,43.25
2013-08-08,42.799999
2013-08-09,42.75
2013-08-12,42.77
2013-08-13,43.049999
2013-08-14,43.57
2013-08-15,42.639998999999996
2013-08-16,42.689999
2013-08-19,42.650002
2013-08-20,42.450001
2013-08-21,41.900002
2013-08-22,42.07
2013-08-23,43.220001
2013-08-26,42.93
2013-08-27,41.450001
2013-08-28,41.82
2013-08-29,41.75
2013-08-30,41.75
2013-09-03,41.75
2013-09-04,41.970001
2013-09-05,42.279999
2013-09-06,42.68
2013-09-09,42.91
2013-09-10,43.0
2013-09-11,42.75
2013-09-12,42.529999
2013-09-13,42.529999
2013-09-16,43.259997999999996
2013-09-17,43.200001
2013-09-18,44.25
2013-09-19,44.549999
2013-09-20,44.419998
2013-09-23,44.0
2013-09-24,44.0
2013-09-25,44.0
2013-09-26,44.25
2013-09-27,43.990002000000004
2013-09-30,43.220001
2013-10-01,43.220001
2013-10-02,43.220001
2013-10-03,42.619999
2013-10-04,42.880001
