Date,RYAAY
1997-05-29,3.269231
1997-05-30,3.173077
1997-06-02,3.301282
1997-06-03,3.23718
1997-06-04,3.285256
1997-06-05,3.253205
1997-06-06,3.333333
1997-06-09,3.477564
1997-06-10,3.413461
1997-06-11,3.3493589999999998
1997-06-12,3.301282
1997-06-13,3.285256
1997-06-16,3.253205
1997-06-17,3.189103
1997-06-18,3.1089740000000003
1997-06-19,3.125
1997-06-20,3.125
1997-06-23,3.076923
1997-06-24,3.189103
1997-06-25,3.3253199999999996
1997-06-26,3.477564
1997-06-27,3.4294870000000004
1997-06-30,3.477564
1997-07-01,3.477564
1997-07-02,3.49359
1997-07-03,3.49359
1997-07-07,3.413461
1997-07-08,3.333333
1997-07-09,3.365385
1997-07-10,3.413461
1997-07-11,3.477564
1997-07-14,3.413461
1997-07-15,3.413461
1997-07-16,3.413461
1997-07-17,3.4455129999999996
1997-07-18,3.4294870000000004
1997-07-21,3.461539
1997-07-22,3.509615
1997-07-23,3.541667
1997-07-24,3.685897
1997-07-25,3.75
1997-07-28,3.733974
1997-07-29,3.6217949999999997
1997-07-30,3.589744
1997-07-31,3.6217949999999997
1997-08-01,3.6217949999999997
1997-08-04,3.6378199999999996
1997-08-05,3.6538459999999997
1997-08-06,3.733974
1997-08-07,3.725961
1997-08-08,3.7019230000000003
1997-08-11,3.4294870000000004
1997-08-12,3.285256
1997-08-13,3.269231
1997-08-14,3.269231
1997-08-15,3.253205
1997-08-18,3.2211540000000003
1997-08-19,3.173077
1997-08-20,2.948718
1997-08-21,2.948718
1997-08-22,3.01282
1997-08-25,3.1089740000000003
1997-08-26,3.301282
1997-08-27,3.49359
1997-08-28,3.477564
1997-08-29,3.5256410000000002
1997-09-02,3.49359
1997-09-03,3.461539
1997-09-04,3.477564
1997-09-05,3.461539
1997-09-08,3.4455129999999996
1997-09-09,3.501603
1997-09-10,3.509615
1997-09-11,3.4455129999999996
1997-09-12,3.4455129999999996
1997-09-15,3.461539
1997-09-16,3.49359
1997-09-17,3.509615
1997-09-18,3.509615
1997-09-19,3.5256410000000002
1997-09-22,3.477564
1997-09-23,3.4455129999999996
1997-09-24,3.49359
1997-09-25,3.541667
1997-09-26,3.589744
1997-09-29,3.717949
1997-09-30,3.852164
1997-10-01,3.8301279999999998
1997-10-02,3.8301279999999998
