Date,FTDR
2018-09-13,30.0
2018-09-14,37.0
2018-09-17,37.0
2018-09-18,37.099998
2018-09-19,37.5
2018-09-20,38.0
2018-09-21,38.709998999999996
2018-09-24,39.07
2018-09-25,40.049999
2018-09-26,40.0
2018-09-27,43.82
2018-09-28,41.0
2018-10-01,42.0
2018-10-02,43.540001000000004
2018-10-03,42.939999
2018-10-04,43.66
2018-10-05,45.16
2018-10-08,46.540001000000004
2018-10-09,48.57
2018-10-10,44.209998999999996
2018-10-11,39.48
2018-10-12,39.98
2018-10-15,39.75
2018-10-16,40.41
2018-10-17,38.970001
2018-10-18,38.34
2018-10-19,37.259997999999996
2018-10-22,37.599998
2018-10-23,37.919998
2018-10-24,35.990002000000004
2018-10-25,35.0
2018-10-26,33.23
2018-10-29,31.85
2018-10-30,31.6
2018-10-31,34.049999
2018-11-01,35.709998999999996
2018-11-02,35.02
2018-11-05,35.130001
2018-11-06,24.879998999999998
2018-11-07,23.1
2018-11-08,21.17
2018-11-09,22.280001000000002
2018-11-12,21.870001000000002
2018-11-13,22.200001
2018-11-14,21.950001
2018-11-15,21.639999
2018-11-16,21.08
2018-11-19,22.84
2018-11-20,23.07
2018-11-21,22.9
2018-11-23,22.49
2018-11-26,22.57
2018-11-27,22.780001000000002
2018-11-28,22.540001
2018-11-29,22.35
2018-11-30,23.290001
2018-12-03,23.200001
2018-12-04,22.41
2018-12-06,22.700001
2018-12-07,22.49
2018-12-10,22.4
2018-12-11,22.15
2018-12-12,22.120001000000002
2018-12-13,22.110001
2018-12-14,22.790001
2018-12-17,22.809998999999998
2018-12-18,23.139999
2018-12-19,23.549999
2018-12-20,23.440001000000002
2018-12-21,23.35
2018-12-24,24.27
2018-12-26,25.35
2018-12-27,25.34
2018-12-28,25.700001
2018-12-31,26.610001
2019-01-02,26.48
2019-01-03,25.49
2019-01-04,27.0
2019-01-07,27.74
2019-01-08,27.91
2019-01-09,26.6
2019-01-10,26.43
2019-01-11,26.030001000000002
2019-01-14,26.469998999999998
2019-01-15,27.68
2019-01-16,27.969998999999998
2019-01-17,28.26
2019-01-18,28.530001000000002
2019-01-22,28.17
2019-01-23,29.09
2019-01-24,28.33
2019-01-25,28.6
2019-01-28,28.700001
2019-01-29,29.67
2019-01-30,29.360001
2019-01-31,29.719998999999998
2019-02-01,30.040001
2019-02-04,29.139999
2019-02-05,29.41
2019-02-06,28.6
2019-02-07,28.690001000000002
2019-02-08,27.6
2019-02-11,27.01
2019-02-12,27.91
2019-02-13,28.01
2019-02-14,28.33
2019-02-15,28.469998999999998
2019-02-19,28.620001000000002
2019-02-20,28.860001
2019-02-21,28.790001
2019-02-22,28.9
2019-02-25,28.799999
2019-02-26,28.17
2019-02-27,31.6
2019-02-28,32.0
2019-03-01,35.599998
2019-03-04,35.27
2019-03-05,35.709998999999996
2019-03-06,36.279999
2019-03-07,36.560001
2019-03-08,36.119999
2019-03-11,36.529999
2019-03-12,37.07
2019-03-13,35.720001
2019-03-14,35.799999
2019-03-15,35.889998999999996
2019-03-18,35.84
2019-03-19,34.310001
2019-03-20,32.049999
2019-03-21,32.419998
2019-03-22,32.700001
2019-03-25,31.99
2019-03-26,32.400002
2019-03-27,32.759997999999996
2019-03-28,34.48
2019-03-29,34.419998
2019-04-01,34.310001
2019-04-02,34.07
2019-04-03,34.060001
2019-04-04,33.619999
2019-04-05,35.509997999999996
2019-04-08,34.650002
2019-04-09,34.419998
2019-04-10,34.48
2019-04-11,35.09
2019-04-12,34.610001000000004
2019-04-15,34.540001000000004
2019-04-16,34.610001000000004
2019-04-17,34.23
2019-04-18,34.009997999999996
2019-04-22,33.540001000000004
2019-04-23,33.619999
2019-04-24,34.279999
2019-04-25,34.990002000000004
2019-04-26,34.900002
2019-04-29,35.189999
2019-04-30,35.240002000000004
2019-05-01,35.41
2019-05-02,35.509997999999996
2019-05-03,35.169998
2019-05-06,35.0
2019-05-07,34.349998
2019-05-08,38.849998
2019-05-09,38.450001
2019-05-10,38.93
2019-05-13,38.48
2019-05-14,38.59
2019-05-15,40.790001000000004
2019-05-16,41.349998
2019-05-17,42.34
2019-05-20,42.73
2019-05-21,41.740002000000004
2019-05-22,41.689999
2019-05-23,41.68
2019-05-24,41.360001000000004
2019-05-28,40.91
2019-05-29,40.810001
2019-05-30,40.950001
2019-05-31,40.209998999999996
2019-06-03,39.02
2019-06-04,39.950001
2019-06-05,40.540001000000004
2019-06-06,40.060001
2019-06-07,40.389998999999996
2019-06-10,41.419998
2019-06-11,41.93
2019-06-12,41.98
2019-06-13,41.91
2019-06-14,41.419998
2019-06-17,41.759997999999996
2019-06-18,41.889998999999996
2019-06-19,41.75
2019-06-20,41.830002
2019-06-21,42.490002000000004
2019-06-24,41.630001
2019-06-25,40.720001
2019-06-26,42.310001
2019-06-27,43.34
2019-06-28,43.549999
2019-07-01,43.830002
2019-07-02,44.650002
2019-07-03,44.18
2019-07-05,44.330002
2019-07-08,43.529999
2019-07-09,44.110001000000004
2019-07-10,44.189999
2019-07-11,44.0
2019-07-12,45.32
2019-07-15,45.220001
2019-07-16,45.849998
2019-07-17,45.599998
2019-07-18,45.98
2019-07-19,46.049999
2019-07-22,46.310001
2019-07-23,45.549999
2019-07-24,44.369999
2019-07-25,45.740002000000004
2019-07-26,46.75
2019-07-29,47.310001
2019-07-30,47.119999
2019-07-31,45.639998999999996
2019-08-01,45.220001
2019-08-02,44.52
2019-08-05,42.57
2019-08-06,43.32
2019-08-07,43.91
2019-08-08,50.459998999999996
2019-08-09,49.93
2019-08-12,49.779999
2019-08-13,50.439999
2019-08-14,49.919998
2019-08-15,49.189999
2019-08-16,50.349998
2019-08-19,50.77
2019-08-20,50.950001
2019-08-21,51.57
2019-08-22,51.73
2019-08-23,50.599998
2019-08-26,49.799999
2019-08-27,49.549999
2019-08-28,49.990002000000004
2019-08-29,50.91
2019-08-30,51.34
2019-09-03,50.330002
2019-09-04,51.509997999999996
2019-09-05,52.619999
2019-09-06,50.889998999999996
2019-09-09,50.080002
2019-09-10,48.650002
2019-09-11,50.450001
2019-09-12,51.279999
2019-09-13,51.450001
2019-09-16,50.98
2019-09-17,51.560001
2019-09-18,51.459998999999996
2019-09-19,52.189999
2019-09-20,52.110001000000004
2019-09-23,51.540001000000004
2019-09-24,51.490002000000004
2019-09-25,52.02
2019-09-26,51.59
2019-09-27,46.98
2019-09-30,48.57
2019-10-01,48.220001
2019-10-02,47.91
2019-10-03,48.689999
2019-10-04,49.5
2019-10-07,49.82
2019-10-08,49.610001000000004
2019-10-09,51.040001000000004
2019-10-10,51.360001000000004
2019-10-11,51.169998
2019-10-14,50.73
2019-10-15,51.490002000000004
2019-10-16,51.279999
2019-10-17,50.77
2019-10-18,50.349998
2019-10-21,50.18
2019-10-22,47.48
2019-10-23,47.049999
2019-10-24,47.610001000000004
2019-10-25,48.060001
2019-10-28,48.490002000000004
2019-10-29,47.5
2019-10-30,47.779999
2019-10-31,48.23
2019-11-01,48.59
2019-11-04,47.16
2019-11-05,43.790001000000004
2019-11-06,44.639998999999996
2019-11-07,44.25
2019-11-08,44.93
2019-11-11,43.130001
2019-11-12,42.740002000000004
2019-11-13,43.150002
2019-11-14,43.48
2019-11-15,44.240002000000004
2019-11-18,44.380001
2019-11-19,45.639998999999996
2019-11-20,45.650002
2019-11-21,43.689999
2019-11-22,44.360001000000004
2019-11-25,45.599998
2019-11-26,45.650002
2019-11-27,45.59
2019-11-29,45.259997999999996
2019-12-02,44.580002
2019-12-03,44.849998
2019-12-04,45.099998
2019-12-05,45.32
2019-12-06,45.970001
2019-12-09,43.610001000000004
2019-12-10,45.43
2019-12-11,47.310001
2019-12-12,45.799999
2019-12-13,47.139998999999996
2019-12-16,45.610001000000004
2019-12-17,45.619999
2019-12-18,45.259997999999996
2019-12-19,46.029999
2019-12-20,47.060001
2019-12-23,47.07
2019-12-24,47.41
2019-12-26,47.0
2019-12-27,47.25
2019-12-30,46.93
2019-12-31,47.419998
2020-01-02,47.369999
2020-01-03,47.330002
2020-01-06,48.369999
2020-01-07,47.450001
2020-01-08,47.32
2020-01-09,47.080002
2020-01-10,46.740002000000004
2020-01-13,47.0
2020-01-14,47.700001
2020-01-15,47.82
2020-01-16,48.299999
2020-01-17,48.09
2020-01-21,48.09
2020-01-22,46.07
2020-01-23,45.290001000000004
2020-01-24,44.709998999999996
2020-01-27,44.07
2020-01-28,44.009997999999996
2020-01-29,43.349998
2020-01-30,43.549999
2020-01-31,42.580002
2020-02-03,43.259997999999996
2020-02-04,43.57
2020-02-05,43.139998999999996
2020-02-06,43.029999
2020-02-07,42.349998
2020-02-10,43.0
2020-02-11,43.16
2020-02-12,44.0
2020-02-13,43.790001000000004
2020-02-14,43.77
2020-02-18,44.970001
2020-02-19,45.57
2020-02-20,46.529999
2020-02-21,46.700001
2020-02-24,45.580002
2020-02-25,44.5
2020-02-26,45.810001
2020-02-27,43.549999
2020-02-28,42.400002
2020-03-02,44.919998
2020-03-03,44.779999
2020-03-04,45.790001000000004
2020-03-05,43.060001
2020-03-06,43.310001
2020-03-09,38.970001
2020-03-10,40.049999
2020-03-11,37.720001
2020-03-12,36.540001000000004
2020-03-13,37.200001
2020-03-16,36.599998
2020-03-17,35.02
2020-03-18,33.310001
2020-03-19,34.919998
2020-03-20,33.759997999999996
2020-03-23,31.9
2020-03-24,34.389998999999996
2020-03-25,35.0
2020-03-26,35.490002000000004
2020-03-27,35.560001
2020-03-30,35.380001
2020-03-31,34.779999
2020-04-01,32.75
2020-04-02,32.240002000000004
2020-04-03,30.5
2020-04-06,31.91
2020-04-07,32.279999
2020-04-08,34.369999
2020-04-09,36.18
2020-04-13,35.860001000000004
2020-04-14,37.110001000000004
2020-04-15,34.720001
2020-04-16,33.639998999999996
2020-04-17,35.540001000000004
2020-04-20,35.009997999999996
2020-04-21,34.810001
2020-04-22,35.34
2020-04-23,35.939999
2020-04-24,35.849998
2020-04-27,37.43
2020-04-28,37.48
2020-04-29,39.0
2020-04-30,38.709998999999996
2020-05-01,37.779999
2020-05-04,38.490002000000004
2020-05-05,39.669998
2020-05-06,40.560001
2020-05-07,41.84
2020-05-08,42.23
