Date,SLCA
2016-09-08,43.200001
2016-09-09,40.709998999999996
2016-09-12,41.889998999999996
2016-09-13,40.740002000000004
2016-09-14,41.689999
2016-09-15,42.630001
2016-09-16,42.23
2016-09-19,43.09
2016-09-20,43.189999
2016-09-21,45.23
2016-09-22,45.049999
2016-09-23,42.880001
2016-09-26,42.790001000000004
2016-09-27,42.5
2016-09-28,45.16
2016-09-29,45.32
2016-09-30,46.560001
2016-10-03,47.029999
2016-10-04,46.93
2016-10-05,47.009997999999996
2016-10-06,48.099998
2016-10-07,48.32
2016-10-10,49.0
2016-10-11,48.950001
2016-10-12,48.389998999999996
2016-10-13,48.68
2016-10-14,47.630001
2016-10-17,47.049999
2016-10-18,48.66
2016-10-19,49.77
2016-10-20,49.16
2016-10-21,49.139998999999996
2016-10-24,49.299999
2016-10-25,49.110001000000004
2016-10-26,47.369999
2016-10-27,47.07
2016-10-28,46.91
2016-10-31,46.189999
2016-11-01,44.919998
2016-11-02,42.470001
2016-11-03,42.93
2016-11-04,43.73
2016-11-07,46.610001000000004
2016-11-08,45.57
2016-11-09,48.700001
2016-11-10,46.450001
2016-11-11,46.169998
2016-11-14,45.889998999999996
2016-11-15,46.959998999999996
2016-11-16,45.619999
2016-11-17,45.029999
2016-11-18,45.0
2016-11-21,46.849998
2016-11-22,46.869999
2016-11-23,47.0
2016-11-25,47.18
2016-11-28,46.529999
2016-11-29,45.189999
2016-11-30,50.610001000000004
2016-12-01,50.779999
2016-12-02,52.43
2016-12-05,54.169998
2016-12-06,54.82
2016-12-07,55.400002
2016-12-08,55.48
2016-12-09,53.84
2016-12-12,50.849998
2016-12-13,51.25
2016-12-14,50.200001
2016-12-15,51.57
2016-12-16,52.619999
2016-12-19,52.529999
2016-12-20,53.740002000000004
2016-12-21,55.540001000000004
2016-12-22,55.919998
2016-12-23,56.790001000000004
2016-12-27,58.240002000000004
2016-12-28,56.75
2016-12-29,56.720001
2016-12-30,56.68
2017-01-03,56.990002000000004
2017-01-04,56.869999
2017-01-05,57.419998
2017-01-06,56.189999
2017-01-09,54.82
2017-01-10,55.330002
2017-01-11,57.240002000000004
2017-01-12,56.82
2017-01-13,56.32
2017-01-17,57.16
2017-01-18,57.32
2017-01-19,57.490002000000004
2017-01-20,58.889998999999996
2017-01-23,57.610001000000004
2017-01-24,58.040001000000004
2017-01-25,59.16
2017-01-26,59.27
2017-01-27,58.830002
2017-01-30,57.200001
2017-01-31,59.139998999999996
2017-02-01,59.610001000000004
2017-02-02,57.599998
2017-02-03,58.220001
2017-02-06,57.380001
2017-02-07,55.450001
2017-02-08,56.18
2017-02-09,57.240002000000004
2017-02-10,57.689999
2017-02-13,57.66
2017-02-14,59.98
2017-02-15,58.209998999999996
2017-02-16,57.360001000000004
2017-02-17,56.939999
2017-02-21,58.099998
2017-02-22,59.5
2017-02-23,53.330002
2017-02-24,51.16
2017-02-27,52.630001
2017-02-28,50.57
2017-03-01,52.98
2017-03-02,51.639998999999996
2017-03-03,53.099998
2017-03-06,53.110001000000004
2017-03-07,52.240002000000004
2017-03-08,47.91
2017-03-09,46.200001
2017-03-10,46.560001
2017-03-13,46.5
2017-03-14,44.029999
2017-03-15,47.209998999999996
2017-03-16,47.200001
2017-03-17,46.52
2017-03-20,45.810001
2017-03-21,43.720001
2017-03-22,44.040001000000004
2017-03-23,45.16
2017-03-24,45.349998
2017-03-27,44.799999
2017-03-28,47.119999
2017-03-29,47.84
2017-03-30,48.07
2017-03-31,47.990002000000004
2017-04-03,47.060001
2017-04-04,48.299999
2017-04-05,46.970001
2017-04-06,48.310001
2017-04-07,48.549999
2017-04-10,50.07
2017-04-11,49.619999
2017-04-12,48.810001
2017-04-13,45.91
2017-04-17,45.009997999999996
2017-04-18,45.099998
2017-04-19,42.759997999999996
2017-04-20,43.049999
2017-04-21,40.509997999999996
2017-04-24,41.549999
2017-04-25,42.540001000000004
2017-04-26,43.060001
2017-04-27,42.349998
2017-04-28,41.5
2017-05-01,40.150002
2017-05-02,39.540001000000004
2017-05-03,37.0
2017-05-04,34.84
2017-05-05,37.150002
2017-05-08,36.889998999999996
2017-05-09,37.48
2017-05-10,39.080002
2017-05-11,39.380001
2017-05-12,39.110001000000004
2017-05-15,40.950001
2017-05-16,41.52
2017-05-17,38.970001
2017-05-18,39.259997999999996
2017-05-19,40.419998
2017-05-22,38.77
2017-05-23,39.029999
2017-05-24,38.389998999999996
2017-05-25,37.25
2017-05-26,37.209998999999996
2017-05-30,36.450001
2017-05-31,38.0
2017-06-01,38.25
2017-06-02,36.830002
2017-06-05,36.459998999999996
2017-06-06,37.93
2017-06-07,34.720001
2017-06-08,35.09
2017-06-09,36.380001
2017-06-12,36.310001
2017-06-13,37.240002000000004
2017-06-14,34.619999
2017-06-15,34.049999
2017-06-16,33.93
2017-06-19,33.91
2017-06-20,33.82
2017-06-21,32.029999
2017-06-22,32.400002
2017-06-23,33.869999
2017-06-26,33.880001
2017-06-27,34.299999
2017-06-28,34.939999
2017-06-29,35.950001
2017-06-30,35.490002000000004
2017-07-03,36.610001000000004
2017-07-05,35.25
2017-07-06,34.549999
2017-07-07,31.23
2017-07-10,31.33
2017-07-11,31.790001
2017-07-12,31.549999
2017-07-13,33.09
2017-07-14,33.919998
2017-07-17,34.16
2017-07-18,33.380001
2017-07-19,34.98
2017-07-20,31.709999
2017-07-21,30.6
2017-07-24,26.950001
2017-07-25,27.33
2017-07-26,28.48
2017-07-27,28.82
2017-07-28,29.01
2017-07-31,29.129998999999998
2017-08-01,26.49
2017-08-02,26.190001000000002
2017-08-03,25.799999
2017-08-04,27.83
2017-08-07,26.51
2017-08-08,25.469998999999998
2017-08-09,25.91
2017-08-10,25.459999
2017-08-11,25.440001000000002
2017-08-14,25.01
2017-08-15,24.98
2017-08-16,24.889999
2017-08-17,25.799999
2017-08-18,26.1
2017-08-21,25.26
2017-08-22,26.25
2017-08-23,26.15
2017-08-24,25.74
2017-08-25,25.84
2017-08-28,25.690001000000002
2017-08-29,26.540001
2017-08-30,27.450001
2017-08-31,27.209999
2017-09-01,27.379998999999998
2017-09-05,28.07
2017-09-06,28.559998999999998
2017-09-07,28.360001
2017-09-08,27.450001
2017-09-11,27.91
2017-09-12,28.67
2017-09-13,29.23
2017-09-14,29.35
2017-09-15,28.809998999999998
2017-09-18,29.200001
2017-09-19,28.99
2017-09-20,30.129998999999998
2017-09-21,30.709999
2017-09-22,31.75
2017-09-25,32.59
2017-09-26,33.200001
2017-09-27,31.370001000000002
2017-09-28,30.610001
2017-09-29,31.07
2017-10-02,30.75
2017-10-03,31.57
2017-10-04,31.16
2017-10-05,32.200001
2017-10-06,30.629998999999998
2017-10-09,30.540001
2017-10-10,30.15
2017-10-11,30.52
2017-10-12,29.68
2017-10-13,28.360001
2017-10-16,27.809998999999998
2017-10-17,28.139999
2017-10-18,28.24
2017-10-19,28.440001000000002
2017-10-20,27.99
2017-10-23,27.77
2017-10-24,28.16
2017-10-25,28.07
2017-10-26,28.190001000000002
2017-10-27,28.870001000000002
2017-10-30,29.27
2017-10-31,30.51
2017-11-01,30.049999
2017-11-02,30.190001000000002
2017-11-03,30.440001000000002
2017-11-06,31.52
2017-11-07,34.549999
2017-11-08,34.48
2017-11-09,35.560001
2017-11-10,35.52
2017-11-13,35.889998999999996
2017-11-14,33.889998999999996
2017-11-15,32.810001
2017-11-16,33.48
2017-11-17,34.380001
2017-11-20,34.169998
2017-11-21,33.450001
2017-11-22,34.169998
2017-11-24,34.369999
2017-11-27,33.009997999999996
2017-11-28,32.990002000000004
2017-11-29,32.57
2017-11-30,33.169998
2017-12-01,33.919998
2017-12-04,34.110001000000004
2017-12-05,32.950001
2017-12-06,31.799999
2017-12-07,32.470001
2017-12-08,33.290001000000004
2017-12-11,33.650002
2017-12-12,33.630001
2017-12-13,33.91
2017-12-14,34.450001
2017-12-15,33.82
2017-12-18,33.919998
2017-12-19,31.74
2017-12-20,31.1
2017-12-21,32.400002
2017-12-22,32.759997999999996
2017-12-26,33.279999
2017-12-27,32.720001
2017-12-28,32.099998
2017-12-29,32.560001
2018-01-02,34.389998999999996
2018-01-03,36.0
2018-01-04,36.790001000000004
2018-01-05,36.759997999999996
2018-01-08,37.689999
2018-01-09,36.91
2018-01-10,37.32
2018-01-11,38.25
2018-01-12,38.0
2018-01-16,35.849998
2018-01-17,36.25
2018-01-18,36.279999
2018-01-19,36.57
2018-01-22,37.790001000000004
2018-01-23,37.560001
2018-01-24,37.470001
2018-01-25,36.220001
2018-01-26,35.720001
2018-01-29,34.599998
2018-01-30,34.0
2018-01-31,33.290001000000004
2018-02-01,33.700001
2018-02-02,32.029999
2018-02-05,31.67
2018-02-06,31.959999
2018-02-07,30.129998999999998
2018-02-08,28.639999
2018-02-09,29.0
2018-02-12,29.370001000000002
2018-02-13,29.1
2018-02-14,29.75
2018-02-15,30.26
2018-02-16,31.549999
2018-02-20,30.75
2018-02-21,25.15
2018-02-22,25.15
2018-02-23,26.030001000000002
2018-02-26,26.74
2018-02-27,26.75
2018-02-28,25.889999
2018-03-01,26.73
2018-03-02,27.01
2018-03-05,27.51
2018-03-06,27.27
2018-03-07,27.040001
2018-03-08,26.65
2018-03-09,27.190001000000002
2018-03-12,27.01
2018-03-13,26.629998999999998
2018-03-14,26.389999
2018-03-15,25.559998999999998
2018-03-16,26.25
2018-03-19,25.83
2018-03-20,25.610001
2018-03-21,27.01
2018-03-22,26.629998999999998
2018-03-23,26.129998999999998
2018-03-26,25.08
2018-03-27,25.18
2018-03-28,25.389999
2018-03-29,25.52
2018-04-02,24.139999
2018-04-03,24.24
2018-04-04,24.790001
2018-04-05,25.860001
2018-04-06,25.23
2018-04-09,24.870001000000002
2018-04-10,26.65
2018-04-11,27.51
2018-04-12,27.360001
2018-04-13,27.209999
2018-04-16,27.51
2018-04-17,28.280001000000002
2018-04-18,28.35
2018-04-19,28.040001
2018-04-20,27.99
2018-04-23,27.58
2018-04-24,27.74
2018-04-25,29.17
2018-04-26,30.309998999999998
2018-04-27,30.48
2018-04-30,30.110001
2018-05-01,30.34
2018-05-02,30.889999
2018-05-03,30.139999
2018-05-04,30.48
2018-05-07,31.290001
2018-05-08,32.049999
2018-05-09,32.23
2018-05-10,32.240002000000004
2018-05-11,31.950001
2018-05-14,32.349998
2018-05-15,32.650002
2018-05-16,32.990002000000004
2018-05-17,33.389998999999996
2018-05-18,33.41
2018-05-21,33.650002
2018-05-22,33.200001
2018-05-23,32.91
2018-05-24,31.940001000000002
2018-05-25,30.93
2018-05-29,30.870001000000002
2018-05-30,32.209998999999996
2018-05-31,30.93
2018-06-01,30.209999
2018-06-04,30.43
2018-06-05,30.290001
2018-06-06,30.23
2018-06-07,30.700001
2018-06-08,29.73
2018-06-11,29.030001000000002
2018-06-12,29.68
2018-06-13,29.24
2018-06-14,28.379998999999998
2018-06-15,28.26
2018-06-18,27.940001000000002
2018-06-19,28.129998999999998
2018-06-20,28.09
2018-06-21,26.870001000000002
2018-06-22,27.67
2018-06-25,26.82
2018-06-26,27.27
2018-06-27,27.290001
2018-06-28,26.41
2018-06-29,25.690001000000002
2018-07-02,25.76
2018-07-03,25.99
2018-07-05,26.0
2018-07-06,26.16
2018-07-09,27.290001
2018-07-10,26.969998999999998
2018-07-11,26.360001
2018-07-12,25.969998999999998
2018-07-13,25.84
2018-07-16,25.879998999999998
2018-07-17,26.26
2018-07-18,26.1
2018-07-19,24.83
2018-07-20,24.51
2018-07-23,23.790001
2018-07-24,24.129998999999998
2018-07-25,24.67
2018-07-26,25.709999
2018-07-27,26.74
2018-07-30,26.92
2018-07-31,26.959999
2018-08-01,25.860001
2018-08-02,25.68
2018-08-03,25.16
2018-08-06,24.92
2018-08-07,24.969998999999998
2018-08-08,25.24
2018-08-09,25.200001
2018-08-10,25.780001000000002
2018-08-13,25.059998999999998
2018-08-14,23.76
2018-08-15,22.440001000000002
2018-08-16,22.860001
2018-08-17,23.35
2018-08-20,22.27
2018-08-21,22.450001
2018-08-22,22.83
2018-08-23,22.23
2018-08-24,22.639999
2018-08-27,22.450001
2018-08-28,22.33
2018-08-29,21.27
2018-08-30,20.99
2018-08-31,21.190001000000002
2018-09-04,20.469998999999998
2018-09-05,20.040001
2018-09-06,19.43
2018-09-07,19.41
2018-09-10,19.120001000000002
2018-09-11,20.27
2018-09-12,20.950001
2018-09-13,20.59
2018-09-14,20.780001000000002
2018-09-17,20.33
2018-09-18,20.68
2018-09-19,20.5
2018-09-20,19.860001
2018-09-21,19.799999
2018-09-24,20.08
2018-09-25,20.07
2018-09-26,18.559998999999998
2018-09-27,18.360001
2018-09-28,18.83
2018-10-01,19.629998999999998
2018-10-02,19.41
2018-10-03,20.209999
2018-10-04,20.110001
2018-10-05,19.42
2018-10-08,20.059998999999998
2018-10-09,20.530001000000002
2018-10-10,18.959999
2018-10-11,18.23
2018-10-12,18.379998999999998
2018-10-15,18.33
2018-10-16,18.709999
2018-10-17,17.690001000000002
2018-10-18,16.17
2018-10-19,16.07
2018-10-22,15.66
2018-10-23,13.75
2018-10-24,13.01
2018-10-25,13.42
2018-10-26,14.21
2018-10-29,13.94
2018-10-30,14.64
2018-10-31,14.0
2018-11-01,14.44
2018-11-02,14.29
2018-11-05,14.38
2018-11-06,14.71
2018-11-07,14.51
2018-11-08,14.47
2018-11-09,14.2
2018-11-12,13.24
2018-11-13,13.01
2018-11-14,14.13
2018-11-15,15.24
2018-11-16,15.49
2018-11-19,15.66
2018-11-20,15.02
2018-11-21,15.05
2018-11-23,14.77
2018-11-26,13.92
2018-11-27,14.51
2018-11-28,14.9
2018-11-29,14.66
2018-11-30,14.19
2018-12-03,14.2
2018-12-04,13.83
2018-12-06,13.68
2018-12-07,13.06
2018-12-10,12.1
2018-12-11,11.74
2018-12-12,12.02
2018-12-13,11.44
2018-12-14,11.31
2018-12-17,11.29
2018-12-18,10.78
2018-12-19,10.74
2018-12-20,11.05
2018-12-21,10.24
2018-12-24,9.92
2018-12-26,10.97
2018-12-27,10.4
2018-12-28,10.64
2018-12-31,10.18
2019-01-02,11.25
2019-01-03,11.17
2019-01-04,11.78
2019-01-07,12.1
2019-01-08,11.58
2019-01-09,12.32
2019-01-10,12.29
2019-01-11,12.46
2019-01-14,12.67
2019-01-15,12.98
2019-01-16,13.25
2019-01-17,13.33
2019-01-18,13.91
2019-01-22,13.36
2019-01-23,13.13
2019-01-24,13.41
2019-01-25,14.04
2019-01-28,13.53
2019-01-29,13.4
2019-01-30,13.54
2019-01-31,13.48
2019-02-01,14.03
2019-02-04,14.58
2019-02-05,14.59
2019-02-06,14.05
2019-02-07,13.48
2019-02-08,13.07
2019-02-11,13.56
2019-02-12,13.86
2019-02-13,14.21
2019-02-14,14.41
2019-02-15,14.44
2019-02-19,15.25
2019-02-20,15.95
2019-02-21,15.32
2019-02-22,15.24
2019-02-25,15.04
2019-02-26,15.07
2019-02-27,15.41
2019-02-28,14.9
2019-03-01,14.68
2019-03-04,15.22
2019-03-05,14.87
2019-03-06,14.09
2019-03-07,13.74
2019-03-08,13.46
2019-03-11,14.26
2019-03-12,15.15
2019-03-13,15.39
2019-03-14,15.55
2019-03-15,15.54
2019-03-18,16.73
2019-03-19,16.120001000000002
2019-03-20,16.52
2019-03-21,16.98
2019-03-22,16.02
2019-03-25,16.360001
2019-03-26,16.84
2019-03-27,16.73
2019-03-28,17.209999
2019-03-29,17.360001
2019-04-01,17.25
2019-04-02,16.35
2019-04-03,16.01
2019-04-04,16.35
2019-04-05,16.93
2019-04-08,17.5
2019-04-09,17.23
2019-04-10,17.51
2019-04-11,17.35
2019-04-12,17.860001
2019-04-15,17.299999
2019-04-16,17.74
2019-04-17,17.73
2019-04-18,17.73
2019-04-22,18.360001
2019-04-23,18.059998999999998
2019-04-24,17.18
2019-04-25,16.34
2019-04-26,16.49
2019-04-29,16.58
2019-04-30,15.82
2019-05-01,14.7
2019-05-02,13.81
2019-05-03,14.54
2019-05-06,14.43
2019-05-07,13.99
2019-05-08,13.37
2019-05-09,13.05
2019-05-10,12.92
2019-05-13,12.56
2019-05-14,13.15
2019-05-15,13.32
2019-05-16,13.45
2019-05-17,13.12
2019-05-20,12.09
2019-05-21,12.7
2019-05-22,12.01
2019-05-23,10.93
2019-05-24,10.95
2019-05-28,10.94
2019-05-29,10.97
2019-05-30,10.7
2019-05-31,10.38
2019-06-03,10.56
2019-06-04,10.6
2019-06-05,10.26
2019-06-06,10.1
2019-06-07,10.14
2019-06-10,10.21
2019-06-11,10.5
2019-06-12,9.66
2019-06-13,10.06
2019-06-14,9.99
2019-06-17,10.32
2019-06-18,10.8
2019-06-19,11.51
2019-06-20,12.29
2019-06-21,12.37
2019-06-24,12.21
2019-06-25,12.07
2019-06-26,12.51
2019-06-27,12.43
2019-06-28,12.79
2019-07-01,13.49
2019-07-02,12.72
2019-07-03,12.76
2019-07-05,13.0
2019-07-08,13.06
2019-07-09,12.23
2019-07-10,12.73
2019-07-11,13.08
2019-07-12,13.29
2019-07-15,12.84
2019-07-16,12.12
2019-07-17,11.38
2019-07-18,10.93
2019-07-19,11.23
2019-07-22,11.52
2019-07-23,11.83
2019-07-24,11.85
2019-07-25,10.85
2019-07-26,10.51
2019-07-29,10.3
2019-07-30,12.78
2019-07-31,13.86
2019-08-01,11.8
2019-08-02,11.68
2019-08-05,11.19
2019-08-06,11.33
2019-08-07,11.64
2019-08-08,12.14
2019-08-09,12.43
2019-08-12,12.71
2019-08-13,12.69
2019-08-14,12.08
2019-08-15,11.86
2019-08-16,12.44
2019-08-19,12.93
2019-08-20,12.6
2019-08-21,12.88
2019-08-22,12.24
2019-08-23,10.98
2019-08-26,11.19
2019-08-27,10.68
2019-08-28,10.26
2019-08-29,10.52
2019-08-30,10.17
2019-09-03,9.68
2019-09-04,9.48
2019-09-05,9.36
2019-09-06,9.45
2019-09-09,10.04
2019-09-10,10.51
2019-09-11,10.99
2019-09-12,10.91
2019-09-13,10.89
2019-09-16,12.57
2019-09-17,11.43
2019-09-18,11.1
2019-09-19,11.15
2019-09-20,11.37
2019-09-23,11.51
2019-09-24,10.87
2019-09-25,10.64
2019-09-26,10.15
2019-09-27,9.47
2019-09-30,9.56
2019-10-01,8.74
2019-10-02,8.42
2019-10-03,8.46
2019-10-04,8.02
2019-10-07,8.16
2019-10-08,7.92
2019-10-09,7.71
2019-10-10,7.81
2019-10-11,8.01
2019-10-14,7.74
2019-10-15,7.6
2019-10-16,7.43
2019-10-17,7.21
2019-10-18,6.99
2019-10-21,7.01
2019-10-22,7.2
2019-10-23,7.19
2019-10-24,7.14
2019-10-25,7.72
2019-10-28,7.81
2019-10-29,4.88
2019-10-30,5.12
2019-10-31,4.46
2019-11-01,4.9
2019-11-04,5.49
2019-11-05,5.11
2019-11-06,5.31
2019-11-07,5.47
2019-11-08,5.64
2019-11-11,5.57
2019-11-12,5.16
2019-11-13,5.0
2019-11-14,4.74
2019-11-15,4.8
2019-11-18,4.65
2019-11-19,4.51
2019-11-20,4.55
2019-11-21,4.61
2019-11-22,4.55
2019-11-25,5.13
2019-11-26,5.0
2019-11-27,4.92
2019-11-29,4.93
2019-12-02,4.94
2019-12-03,4.89
2019-12-04,4.89
2019-12-05,4.91
2019-12-06,5.36
2019-12-09,5.41
2019-12-10,5.6
2019-12-11,5.62
2019-12-12,5.76
2019-12-13,5.37
2019-12-16,5.15
2019-12-17,5.38
2019-12-18,5.91
2019-12-19,5.69
2019-12-20,5.76
2019-12-23,6.25
2019-12-24,6.04
2019-12-26,6.11
2019-12-27,6.08
2019-12-30,6.11
2019-12-31,6.15
2020-01-02,6.22
2020-01-03,6.28
2020-01-06,6.39
2020-01-07,6.16
2020-01-08,5.77
2020-01-09,5.73
2020-01-10,5.6
2020-01-13,5.51
2020-01-14,5.59
2020-01-15,5.49
2020-01-16,5.66
2020-01-17,5.81
2020-01-21,5.32
2020-01-22,5.32
2020-01-23,5.12
2020-01-24,4.74
2020-01-27,4.66
2020-01-28,4.82
2020-01-29,5.11
2020-01-30,5.39
2020-01-31,5.14
2020-02-03,4.63
2020-02-04,4.63
2020-02-05,5.54
2020-02-06,5.92
2020-02-07,6.0
2020-02-10,5.74
2020-02-11,5.8
2020-02-12,5.78
2020-02-13,5.81
2020-02-14,5.95
2020-02-18,5.67
2020-02-19,6.04
2020-02-20,6.08
2020-02-21,5.9
2020-02-24,5.1
2020-02-25,5.25
2020-02-26,5.37
2020-02-27,4.87
2020-02-28,4.59
2020-03-02,4.78
2020-03-03,4.57
2020-03-04,4.33
2020-03-05,3.93
2020-03-06,3.28
2020-03-09,1.55
2020-03-10,1.6
2020-03-11,1.44
2020-03-12,1.18
2020-03-13,1.26
2020-03-16,1.13
2020-03-17,0.94
2020-03-18,0.85
2020-03-19,1.02
2020-03-20,1.04
2020-03-23,1.06
2020-03-24,1.25
2020-03-25,1.46
2020-03-26,1.71
2020-03-27,1.58
2020-03-30,1.65
2020-03-31,1.8
2020-04-01,1.55
2020-04-02,1.65
2020-04-03,1.56
2020-04-06,1.5
2020-04-07,1.34
2020-04-08,1.39
2020-04-09,1.52
2020-04-13,1.56
2020-04-14,1.51
2020-04-15,1.4
2020-04-16,1.26
2020-04-17,1.51
2020-04-20,1.29
2020-04-21,1.25
2020-04-22,1.26
2020-04-23,1.45
2020-04-24,1.44
2020-04-27,1.48
2020-04-28,1.68
2020-04-29,1.9
2020-04-30,1.92
2020-05-01,2.34
2020-05-04,2.24
2020-05-05,2.19
2020-05-06,2.06
2020-05-07,2.06
2020-05-08,2.21
