Date,ULTA
2012-07-06,93.660004
2012-07-09,93.360001
2012-07-10,93.190002
2012-07-11,91.050003
2012-07-12,91.449997
2012-07-13,92.690002
2012-07-16,91.0
2012-07-17,91.349998
2012-07-18,91.959999
2012-07-19,92.510002
2012-07-20,87.529999
2012-07-23,86.470001
2012-07-24,85.139999
2012-07-25,83.779999
2012-07-26,86.370003
2012-07-27,87.379997
2012-07-30,87.510002
2012-07-31,84.879997
2012-08-01,83.739998
2012-08-02,85.25
2012-08-03,87.779999
2012-08-06,87.889999
2012-08-07,88.260002
2012-08-08,86.529999
2012-08-09,87.089996
2012-08-10,85.349998
2012-08-13,84.110001
2012-08-14,86.139999
2012-08-15,85.900002
2012-08-16,90.269997
2012-08-17,91.849998
2012-08-20,90.900002
2012-08-21,91.989998
2012-08-22,91.900002
2012-08-23,92.209999
2012-08-24,92.959999
2012-08-27,93.690002
2012-08-28,94.849998
2012-08-29,94.33000200000001
2012-08-30,93.629997
2012-08-31,94.0
2012-09-04,94.18
2012-09-05,92.91999799999999
2012-09-06,95.260002
2012-09-07,101.540001
2012-09-10,100.190002
2012-09-11,99.339996
2012-09-12,98.900002
2012-09-13,100.160004
2012-09-14,100.870003
2012-09-17,99.660004
2012-09-18,97.769997
2012-09-19,98.550003
2012-09-20,98.5
2012-09-21,97.91999799999999
2012-09-24,98.440002
2012-09-25,97.089996
2012-09-26,96.480003
2012-09-27,96.660004
2012-09-28,96.309998
2012-10-01,96.809998
2012-10-02,96.300003
2012-10-03,97.540001
2012-10-04,98.959999
2012-10-05,99.769997
2012-10-08,98.16999799999999
2012-10-09,95.75
2012-10-10,96.339996
2012-10-11,95.650002
2012-10-12,95.220001
2012-10-15,95.300003
2012-10-16,98.0
2012-10-17,96.339996
2012-10-18,95.550003
2012-10-19,94.779999
2012-10-22,95.010002
2012-10-23,94.040001
2012-10-24,93.139999
2012-10-25,92.269997
2012-10-26,92.410004
2012-10-31,92.190002
2012-11-01,93.709999
2012-11-02,92.449997
2012-11-05,92.68
2012-11-06,94.059998
2012-11-07,93.050003
2012-11-08,90.989998
2012-11-09,88.339996
2012-11-12,87.220001
2012-11-13,89.459999
2012-11-14,87.309998
2012-11-15,86.93
2012-11-16,87.599998
2012-11-19,89.019997
2012-11-20,88.940002
2012-11-21,90.519997
2012-11-23,92.199997
2012-11-26,92.93
2012-11-27,93.239998
2012-11-28,94.190002
2012-11-29,93.150002
2012-11-30,100.279999
2012-12-03,100.900002
2012-12-04,100.379997
2012-12-05,100.190002
2012-12-06,101.529999
2012-12-07,100.440002
2012-12-10,99.529999
2012-12-11,97.029999
2012-12-12,95.400002
2012-12-13,94.25
2012-12-14,95.0
2012-12-17,97.239998
2012-12-18,97.91999799999999
2012-12-19,96.339996
2012-12-20,96.410004
2012-12-21,97.230003
2012-12-24,97.099998
2012-12-26,95.720001
2012-12-27,96.440002
2012-12-28,96.550003
2012-12-31,98.260002
2013-01-02,101.529999
2013-01-03,101.989998
2013-01-04,97.849998
2013-01-07,96.32
2013-01-08,95.089996
2013-01-09,94.220001
2013-01-10,94.32
2013-01-11,93.389999
2013-01-14,94.989998
2013-01-15,94.599998
2013-01-16,94.989998
2013-01-17,95.660004
2013-01-18,94.290001
2013-01-22,96.16999799999999
2013-01-23,97.139999
2013-01-24,98.010002
2013-01-25,100.400002
2013-01-28,98.540001
2013-01-29,98.209999
2013-01-30,97.839996
2013-01-31,97.82
2013-02-01,97.540001
2013-02-04,97.370003
2013-02-05,99.519997
2013-02-06,99.660004
2013-02-07,98.959999
2013-02-08,99.32
2013-02-11,99.190002
2013-02-12,98.709999
2013-02-13,99.489998
2013-02-14,87.800003
2013-02-15,87.959999
2013-02-19,85.68
2013-02-20,87.16999799999999
2013-02-21,87.66999799999999
2013-02-22,88.050003
2013-02-25,88.07
2013-02-26,86.199997
2013-02-27,88.029999
2013-02-28,88.559998
2013-03-01,88.779999
2013-03-04,89.790001
2013-03-05,91.68
2013-03-06,91.110001
2013-03-07,89.910004
2013-03-08,89.790001
2013-03-11,89.82
2013-03-12,87.190002
2013-03-13,87.489998
2013-03-14,88.370003
2013-03-15,74.139999
2013-03-18,73.959999
2013-03-19,74.910004
2013-03-20,77.379997
2013-03-21,76.389999
2013-03-22,77.519997
2013-03-25,77.220001
2013-03-26,79.300003
2013-03-27,80.480003
2013-03-28,81.16999799999999
2013-04-01,81.690002
2013-04-02,82.480003
2013-04-03,82.0
2013-04-04,84.739998
2013-04-05,84.050003
2013-04-08,84.040001
2013-04-09,84.529999
2013-04-10,85.650002
2013-04-11,88.139999
2013-04-12,87.690002
2013-04-15,85.760002
2013-04-16,86.639999
2013-04-17,84.470001
2013-04-18,82.970001
2013-04-19,83.699997
2013-04-22,84.839996
2013-04-23,86.459999
2013-04-24,86.220001
2013-04-25,85.639999
2013-04-26,85.989998
2013-04-29,86.720001
2013-04-30,87.650002
2013-05-01,86.559998
2013-05-02,89.360001
2013-05-03,90.18
2013-05-06,91.120003
2013-05-07,90.410004
2013-05-08,91.480003
2013-05-09,89.389999
2013-05-10,92.18
2013-05-13,92.989998
2013-05-14,93.510002
2013-05-15,93.610001
2013-05-16,93.089996
2013-05-17,93.970001
2013-05-20,94.870003
2013-05-21,94.879997
2013-05-22,94.059998
2013-05-23,93.220001
2013-05-24,92.120003
2013-05-28,92.089996
2013-05-29,91.66999799999999
2013-05-30,91.440002
2013-05-31,90.760002
2013-06-03,89.739998
2013-06-04,87.110001
2013-06-05,86.089996
2013-06-06,86.889999
2013-06-07,85.650002
2013-06-10,86.589996
2013-06-11,84.129997
2013-06-12,96.639999
2013-06-13,97.010002
2013-06-14,96.139999
2013-06-17,96.019997
2013-06-18,96.599998
2013-06-19,95.040001
2013-06-20,93.400002
2013-06-21,94.150002
2013-06-24,97.18
2013-06-25,97.889999
2013-06-26,98.709999
2013-06-27,99.25
2013-06-28,100.120003
2013-07-01,99.010002
2013-07-02,97.480003
2013-07-03,98.660004
2013-07-05,100.230003
2013-07-08,100.160004
2013-07-09,99.5
2013-07-10,99.290001
2013-07-11,100.730003
2013-07-12,100.57
2013-07-15,99.459999
2013-07-16,98.940002
2013-07-17,97.129997
2013-07-18,97.800003
2013-07-19,97.389999
2013-07-22,98.66999799999999
2013-07-23,95.900002
2013-07-24,94.059998
2013-07-25,95.309998
2013-07-26,99.68
2013-07-29,98.889999
2013-07-30,100.470001
2013-07-31,100.900002
2013-08-01,101.650002
2013-08-02,103.470001
2013-08-05,102.379997
2013-08-06,103.510002
2013-08-07,102.16999799999999
2013-08-08,106.029999
2013-08-09,105.800003
2013-08-12,105.279999
2013-08-13,105.449997
2013-08-14,103.5
2013-08-15,99.209999
2013-08-16,98.610001
2013-08-19,99.309998
2013-08-20,101.470001
2013-08-21,101.519997
2013-08-22,102.040001
2013-08-23,103.75
2013-08-26,104.18
2013-08-27,100.309998
2013-08-28,100.099998
2013-08-29,100.989998
2013-08-30,99.239998
2013-09-03,98.540001
2013-09-04,97.860001
2013-09-05,98.0
2013-09-06,97.239998
2013-09-09,101.349998
2013-09-10,103.66999799999999
2013-09-11,102.160004
2013-09-12,100.160004
2013-09-13,117.529999
2013-09-16,118.349998
2013-09-17,117.129997
2013-09-18,119.989998
2013-09-19,118.75
2013-09-20,117.629997
2013-09-23,117.110001
2013-09-24,117.150002
2013-09-25,116.779999
2013-09-26,117.32
2013-09-27,119.110001
2013-09-30,119.459999
2013-10-01,121.739998
2013-10-02,121.41999799999999
2013-10-03,124.040001
2013-10-04,123.91999799999999
2013-10-07,123.489998
2013-10-08,119.989998
2013-10-09,118.629997
2013-10-10,119.809998
2013-10-11,118.639999
2013-10-14,118.220001
2013-10-15,117.849998
2013-10-16,121.58000200000001
2013-10-17,123.690002
2013-10-18,126.209999
2013-10-21,125.989998
2013-10-22,126.110001
2013-10-23,125.769997
2013-10-24,128.279999
2013-10-25,127.519997
2013-10-28,127.290001
2013-10-29,128.28999299999998
2013-10-30,128.559998
2013-10-31,128.850006
2013-11-01,128.630005
2013-11-04,130.699997
2013-11-05,131.5
2013-11-06,131.41000400000001
2013-11-07,126.839996
2013-11-08,127.889999
2013-11-11,128.270004
2013-11-12,129.529999
2013-11-13,130.41000400000001
2013-11-14,130.440002
2013-11-15,131.240005
2013-11-18,129.979996
2013-11-19,127.489998
2013-11-20,125.800003
2013-11-21,127.110001
2013-11-22,128.0
2013-11-25,129.149994
2013-11-26,128.889999
2013-11-27,128.470001
2013-11-29,126.940002
2013-12-02,126.93
2013-12-03,125.010002
2013-12-04,123.480003
2013-12-05,118.0
2013-12-06,93.760002
2013-12-09,90.209999
2013-12-10,94.389999
2013-12-11,93.209999
2013-12-12,91.239998
2013-12-13,91.959999
2013-12-16,91.18
2013-12-17,91.629997
2013-12-18,93.639999
2013-12-19,93.440002
2013-12-20,95.190002
2013-12-23,93.360001
2013-12-24,94.41999799999999
2013-12-26,94.809998
2013-12-27,93.529999
2013-12-30,94.370003
2013-12-31,96.519997
2014-01-02,95.910004
2014-01-03,94.91999799999999
2014-01-06,92.910004
2014-01-07,94.459999
2014-01-08,94.16999799999999
2014-01-09,92.290001
2014-01-10,92.33000200000001
2014-01-13,88.889999
2014-01-14,88.760002
2014-01-15,85.889999
2014-01-16,82.75
2014-01-17,83.559998
2014-01-21,80.93
2014-01-22,83.059998
2014-01-23,84.620003
2014-01-24,83.970001
2014-01-27,83.110001
2014-01-28,84.25
2014-01-29,82.550003
2014-01-30,85.970001
2014-01-31,85.709999
2014-02-03,83.93
2014-02-04,83.5
2014-02-05,85.82
2014-02-06,88.339996
2014-02-07,88.309998
2014-02-10,87.720001
2014-02-11,86.449997
2014-02-12,86.41999799999999
2014-02-13,86.040001
2014-02-14,85.709999
2014-02-18,87.75
2014-02-19,87.559998
2014-02-20,86.150002
2014-02-21,85.980003
2014-02-24,87.440002
2014-02-25,88.790001
2014-02-26,90.220001
2014-02-27,91.620003
2014-02-28,89.690002
2014-03-03,88.41999799999999
2014-03-04,89.059998
2014-03-05,88.5
2014-03-06,87.300003
2014-03-07,87.300003
2014-03-10,89.639999
2014-03-11,91.5
2014-03-12,91.389999
2014-03-13,89.510002
2014-03-14,95.260002
2014-03-17,96.410004
2014-03-18,98.639999
2014-03-19,101.269997
2014-03-20,104.300003
2014-03-21,100.839996
2014-03-24,101.260002
2014-03-25,100.339996
2014-03-26,101.43
2014-03-27,98.75
2014-03-28,97.889999
2014-03-31,97.440002
2014-04-01,98.980003
2014-04-02,100.110001
2014-04-03,99.769997
2014-04-04,96.089996
2014-04-07,93.75
2014-04-08,95.870003
2014-04-09,97.08000200000001
2014-04-10,94.849998
2014-04-11,91.050003
2014-04-14,90.129997
2014-04-15,90.41999799999999
2014-04-16,90.220001
2014-04-17,87.790001
2014-04-21,89.589996
2014-04-22,89.410004
2014-04-23,88.220001
2014-04-24,89.629997
2014-04-25,88.110001
2014-04-28,86.58000200000001
2014-04-29,86.0
2014-04-30,87.709999
2014-05-01,85.970001
2014-05-02,88.120003
2014-05-05,88.540001
2014-05-06,87.550003
2014-05-07,84.790001
2014-05-08,85.860001
2014-05-09,87.870003
2014-05-12,89.879997
2014-05-13,88.510002
2014-05-14,87.150002
2014-05-15,86.760002
2014-05-16,87.870003
2014-05-19,86.66999799999999
2014-05-20,85.33000200000001
2014-05-21,84.82
2014-05-22,84.980003
2014-05-23,85.43
2014-05-27,87.220001
2014-05-28,85.400002
2014-05-29,85.029999
2014-05-30,84.900002
2014-06-02,86.800003
2014-06-03,86.769997
2014-06-04,87.029999
2014-06-05,85.93
2014-06-06,86.25
2014-06-09,85.410004
2014-06-10,85.309998
2014-06-11,97.110001
2014-06-12,95.0
2014-06-13,95.110001
2014-06-16,94.5
2014-06-17,94.639999
2014-06-18,94.889999
2014-06-19,95.029999
2014-06-20,95.0
2014-06-23,94.66999799999999
2014-06-24,93.879997
2014-06-25,92.610001
2014-06-26,91.33000200000001
2014-06-27,92.089996
2014-06-30,91.410004
2014-07-01,93.410004
2014-07-02,94.5
2014-07-03,96.43
2014-07-07,96.0
2014-07-08,94.910004
2014-07-09,94.41999799999999
2014-07-10,92.690002
2014-07-11,91.639999
2014-07-14,91.5
2014-07-15,90.75
2014-07-16,89.260002
2014-07-17,89.75
2014-07-18,90.440002
2014-07-21,93.019997
2014-07-22,92.089996
2014-07-23,92.199997
2014-07-24,93.139999
2014-07-25,92.639999
2014-07-28,92.290001
2014-07-29,92.25
2014-07-30,94.129997
2014-07-31,92.33000200000001
2014-08-01,93.059998
2014-08-04,94.599998
2014-08-05,95.32
2014-08-06,94.610001
2014-08-07,93.91999799999999
2014-08-08,95.0
2014-08-11,95.290001
2014-08-12,92.970001
2014-08-13,92.449997
2014-08-14,93.730003
2014-08-15,93.239998
2014-08-18,94.529999
2014-08-19,95.639999
2014-08-20,97.489998
2014-08-21,96.0
2014-08-22,97.209999
2014-08-25,97.400002
2014-08-26,97.720001
2014-08-27,98.139999
2014-08-28,97.910004
2014-08-29,97.309998
2014-09-02,98.360001
2014-09-03,99.160004
2014-09-04,99.589996
2014-09-05,99.449997
2014-09-08,98.110001
2014-09-09,96.989998
2014-09-10,96.779999
2014-09-11,97.480003
2014-09-12,114.889999
2014-09-15,114.410004
2014-09-16,116.150002
2014-09-17,118.5
2014-09-18,118.400002
2014-09-19,120.379997
2014-09-22,118.91999799999999
2014-09-23,116.050003
2014-09-24,120.410004
2014-09-25,118.860001
2014-09-26,118.650002
2014-09-29,118.32
2014-09-30,118.16999799999999
2014-10-01,115.83000200000001
2014-10-02,115.309998
2014-10-03,116.199997
2014-10-06,116.0
2014-10-07,113.41999799999999
2014-10-08,114.870003
2014-10-09,114.769997
2014-10-10,114.220001
2014-10-13,113.16999799999999
2014-10-14,111.959999
2014-10-15,110.279999
2014-10-16,113.849998
2014-10-17,116.57
2014-10-20,119.870003
2014-10-21,118.970001
2014-10-22,117.610001
2014-10-23,117.839996
2014-10-24,117.349998
2014-10-27,117.720001
2014-10-28,120.970001
2014-10-29,121.559998
2014-10-30,120.559998
2014-10-31,120.809998
2014-11-03,119.910004
2014-11-04,120.110001
2014-11-05,118.660004
2014-11-06,122.08000200000001
2014-11-07,121.75
2014-11-10,124.08000200000001
2014-11-11,122.18
2014-11-12,125.040001
2014-11-13,123.91999799999999
2014-11-14,123.75
2014-11-17,124.199997
2014-11-18,124.879997
2014-11-19,127.260002
2014-11-20,127.040001
2014-11-21,127.379997
2014-11-24,126.769997
2014-11-25,125.699997
2014-11-26,125.800003
2014-11-28,126.489998
2014-12-01,124.459999
2014-12-02,122.0
2014-12-03,124.68
2014-12-04,125.739998
2014-12-05,129.75
2014-12-08,126.989998
2014-12-09,127.529999
2014-12-10,125.230003
2014-12-11,129.440002
2014-12-12,128.669998
2014-12-15,128.33999599999999
2014-12-16,127.279999
2014-12-17,130.860001
2014-12-18,129.699997
2014-12-19,129.220001
2014-12-22,128.529999
2014-12-23,128.559998
2014-12-24,128.179993
2014-12-26,127.83000200000001
2014-12-29,128.759995
2014-12-30,128.770004
2014-12-31,127.839996
2015-01-02,126.839996
2015-01-05,127.150002
2015-01-06,126.949997
2015-01-07,130.580002
2015-01-08,132.240005
2015-01-09,131.570007
2015-01-12,129.83999599999999
2015-01-13,128.809998
2015-01-14,128.75
2015-01-15,127.139999
2015-01-16,129.720001
2015-01-20,127.160004
2015-01-21,128.350006
2015-01-22,132.559998
2015-01-23,135.33999599999999
2015-01-26,136.080002
2015-01-27,135.83999599999999
2015-01-28,133.860001
2015-01-29,134.399994
2015-01-30,131.940002
2015-02-02,130.96000700000002
2015-02-03,133.850006
2015-02-04,132.0
2015-02-05,133.029999
2015-02-06,133.259995
2015-02-09,134.970001
2015-02-10,137.0
2015-02-11,135.899994
2015-02-12,136.070007
2015-02-13,136.66000400000001
2015-02-17,135.91000400000001
2015-02-18,136.619995
2015-02-19,136.919998
2015-02-20,138.0
2015-02-23,137.25
2015-02-24,138.389999
2015-02-25,138.759995
2015-02-26,140.58999599999999
2015-02-27,140.759995
2015-03-02,143.619995
2015-03-03,142.029999
2015-03-04,139.91000400000001
2015-03-05,140.860001
2015-03-06,138.58999599999999
2015-03-09,140.96000700000002
2015-03-10,140.470001
2015-03-11,141.96000700000002
2015-03-12,144.820007
2015-03-13,150.100006
2015-03-16,150.179993
2015-03-17,150.46000700000002
2015-03-18,150.990005
2015-03-19,152.28999299999998
2015-03-20,152.020004
2015-03-23,153.179993
2015-03-24,153.770004
2015-03-25,151.580002
2015-03-26,150.009995
2015-03-27,151.199997
2015-03-30,151.580002
2015-03-31,150.850006
2015-04-01,150.979996
2015-04-02,151.330002
2015-04-06,153.270004
2015-04-07,151.449997
2015-04-08,152.169998
2015-04-09,151.800003
2015-04-10,151.679993
2015-04-13,152.0
2015-04-14,153.490005
2015-04-15,153.559998
2015-04-16,154.16000400000001
2015-04-17,152.050003
2015-04-20,151.58999599999999
2015-04-21,152.970001
2015-04-22,153.940002
2015-04-23,156.990005
2015-04-24,157.080002
2015-04-27,155.91000400000001
2015-04-28,154.470001
2015-04-29,151.830002
2015-04-30,151.08999599999999
2015-05-01,154.270004
2015-05-04,153.850006
2015-05-05,153.470001
2015-05-06,152.03999299999998
2015-05-07,153.83999599999999
2015-05-08,154.28999299999998
2015-05-11,154.270004
2015-05-12,153.190002
2015-05-13,152.130005
2015-05-14,149.830002
2015-05-15,151.0
2015-05-18,151.509995
2015-05-19,152.139999
2015-05-20,150.830002
2015-05-21,152.25
2015-05-22,151.240005
2015-05-26,150.16000400000001
2015-05-27,154.779999
2015-05-28,156.270004
2015-05-29,152.619995
2015-06-01,153.869995
2015-06-02,154.350006
2015-06-03,156.259995
2015-06-04,155.899994
2015-06-05,156.279999
2015-06-08,153.690002
2015-06-09,153.770004
2015-06-10,154.979996
2015-06-11,155.369995
2015-06-12,155.320007
2015-06-15,154.570007
2015-06-16,155.5
2015-06-17,155.619995
2015-06-18,156.479996
2015-06-19,154.729996
2015-06-22,155.690002
2015-06-23,156.360001
2015-06-24,155.58999599999999
2015-06-25,154.83999599999999
2015-06-26,157.979996
2015-06-29,153.679993
2015-06-30,154.449997
2015-07-01,155.419998
2015-07-02,156.229996
2015-07-06,157.229996
2015-07-07,159.419998
2015-07-08,158.550003
2015-07-09,159.91000400000001
2015-07-10,163.110001
2015-07-13,166.949997
2015-07-14,167.0
2015-07-15,168.25
2015-07-16,167.320007
2015-07-17,166.91000400000001
2015-07-20,167.940002
2015-07-21,166.78999299999998
2015-07-22,170.520004
2015-07-23,169.220001
2015-07-24,169.53999299999998
2015-07-27,166.389999
2015-07-28,166.009995
2015-07-29,166.490005
2015-07-30,166.820007
2015-07-31,166.029999
2015-08-03,165.270004
2015-08-04,165.070007
2015-08-05,167.009995
2015-08-06,164.800003
2015-08-07,165.610001
2015-08-10,168.360001
2015-08-11,168.509995
2015-08-12,166.940002
2015-08-13,169.279999
2015-08-14,171.03999299999998
2015-08-17,171.389999
2015-08-18,173.320007
2015-08-19,172.619995
2015-08-20,171.300003
2015-08-21,162.570007
2015-08-24,158.720001
2015-08-25,153.259995
2015-08-26,158.050003
2015-08-27,160.240005
2015-08-28,159.0
2015-08-31,158.08999599999999
2015-09-01,153.759995
2015-09-02,158.509995
2015-09-03,158.929993
2015-09-04,157.699997
2015-09-08,164.610001
2015-09-09,163.399994
2015-09-10,164.830002
2015-09-11,165.059998
2015-09-14,163.0
2015-09-15,164.059998
2015-09-16,164.720001
2015-09-17,168.139999
2015-09-18,167.229996
2015-09-21,168.690002
2015-09-22,165.779999
2015-09-23,168.100006
2015-09-24,168.009995
2015-09-25,169.149994
2015-09-28,164.360001
2015-09-29,161.71000700000002
2015-09-30,163.350006
2015-10-01,165.58999599999999
2015-10-02,165.759995
2015-10-05,168.03999299999998
2015-10-06,165.91000400000001
2015-10-07,165.050003
2015-10-08,163.940002
2015-10-09,165.800003
2015-10-12,166.070007
2015-10-13,163.850006
2015-10-14,159.259995
2015-10-15,161.059998
2015-10-16,166.110001
2015-10-19,168.360001
2015-10-20,169.21000700000002
2015-10-21,168.220001
2015-10-22,168.020004
2015-10-23,165.91000400000001
2015-10-26,169.199997
2015-10-27,169.08999599999999
2015-10-28,172.96000700000002
2015-10-29,173.300003
2015-10-30,173.96000700000002
2015-11-02,172.759995
2015-11-03,172.949997
2015-11-04,170.119995
2015-11-05,172.529999
2015-11-06,172.639999
2015-11-09,171.559998
2015-11-10,174.080002
2015-11-11,170.690002
2015-11-12,169.360001
2015-11-13,155.199997
2015-11-16,159.479996
2015-11-17,162.699997
2015-11-18,164.990005
2015-11-19,164.5
2015-11-20,170.509995
2015-11-23,170.83999599999999
2015-11-24,170.830002
2015-11-25,170.110001
2015-11-27,170.979996
2015-11-30,167.0
2015-12-01,165.830002
2015-12-02,163.520004
2015-12-03,163.190002
2015-12-04,184.080002
2015-12-07,184.240005
2015-12-08,185.080002
2015-12-09,184.059998
2015-12-10,183.110001
2015-12-11,182.470001
2015-12-14,185.53999299999998
2015-12-15,185.419998
2015-12-16,187.270004
2015-12-17,185.429993
2015-12-18,184.940002
2015-12-21,186.490005
2015-12-22,186.119995
2015-12-23,186.270004
2015-12-24,184.929993
2015-12-28,184.770004
2015-12-29,185.309998
2015-12-30,185.610001
2015-12-31,185.0
2016-01-04,181.809998
2016-01-05,182.669998
2016-01-06,183.21000700000002
2016-01-07,182.979996
2016-01-08,182.169998
2016-01-11,182.0
2016-01-12,185.619995
2016-01-13,179.08999599999999
2016-01-14,177.880005
2016-01-15,170.449997
2016-01-19,175.309998
2016-01-20,174.259995
2016-01-21,176.5
2016-01-22,179.729996
2016-01-25,175.66000400000001
2016-01-26,179.130005
2016-01-27,173.929993
2016-01-28,174.33999599999999
2016-01-29,181.169998
2016-02-01,180.570007
2016-02-02,177.029999
2016-02-03,173.46000700000002
2016-02-04,168.880005
2016-02-05,159.71000700000002
2016-02-08,155.33999599999999
2016-02-09,151.979996
2016-02-10,153.83999599999999
2016-02-11,153.309998
2016-02-12,158.490005
2016-02-16,159.020004
2016-02-17,158.919998
2016-02-18,154.550003
2016-02-19,150.070007
2016-02-22,156.270004
2016-02-23,159.169998
2016-02-24,160.75
2016-02-25,164.25
2016-02-26,164.75
2016-02-29,165.190002
2016-03-01,168.41000400000001
2016-03-02,168.320007
2016-03-03,169.380005
2016-03-04,168.970001
2016-03-07,164.639999
2016-03-08,162.96000700000002
2016-03-09,159.009995
2016-03-10,163.389999
2016-03-11,191.619995
2016-03-14,190.020004
2016-03-15,187.869995
2016-03-16,190.020004
2016-03-17,188.009995
2016-03-18,191.389999
2016-03-21,192.350006
2016-03-22,191.649994
2016-03-23,191.570007
2016-03-24,191.759995
2016-03-28,191.91000400000001
2016-03-29,193.369995
2016-03-30,194.110001
2016-03-31,193.740005
2016-04-01,194.179993
2016-04-04,193.119995
2016-04-05,193.75
2016-04-06,194.669998
2016-04-07,194.119995
2016-04-08,200.509995
2016-04-11,202.100006
2016-04-12,203.940002
2016-04-13,207.419998
2016-04-14,205.669998
2016-04-15,204.059998
2016-04-18,206.91000400000001
2016-04-19,204.03999299999998
2016-04-20,204.419998
2016-04-21,205.860001
2016-04-22,205.389999
2016-04-25,207.369995
2016-04-26,208.130005
2016-04-27,212.520004
2016-04-28,206.990005
2016-04-29,208.279999
2016-05-02,210.72000099999997
2016-05-03,209.91000400000001
2016-05-04,209.97000099999997
2016-05-05,206.21000700000002
2016-05-06,208.679993
2016-05-09,208.46000700000002
2016-05-10,208.270004
2016-05-11,202.850006
2016-05-12,207.429993
2016-05-13,205.199997
2016-05-16,208.130005
2016-05-17,204.440002
2016-05-18,206.449997
2016-05-19,207.889999
2016-05-20,208.470001
2016-05-23,206.020004
2016-05-24,206.58999599999999
2016-05-25,211.479996
2016-05-26,213.690002
2016-05-27,233.149994
2016-05-31,233.00999500000003
2016-06-01,236.67999300000002
2016-06-02,237.059998
2016-06-03,236.57000699999998
2016-06-06,236.74000499999997
2016-06-07,239.17999300000002
2016-06-08,239.36000099999998
2016-06-09,240.00999500000003
2016-06-10,239.979996
2016-06-13,237.94999700000002
2016-06-14,237.88000499999998
2016-06-15,238.229996
2016-06-16,239.82000699999998
2016-06-17,238.039993
2016-06-20,240.19999700000002
2016-06-21,240.47000099999997
2016-06-22,238.229996
2016-06-23,242.080002
2016-06-24,239.16000400000001
2016-06-27,235.039993
2016-06-28,236.210007
2016-06-29,240.66000400000001
2016-06-30,243.63999900000002
2016-07-01,243.74000499999997
2016-07-05,244.72000099999997
2016-07-06,247.770004
2016-07-07,247.289993
2016-07-08,250.82000699999998
2016-07-11,252.289993
2016-07-12,253.25
2016-07-13,250.13000499999998
2016-07-14,255.11000099999998
2016-07-15,255.809998
2016-07-18,256.089996
2016-07-19,256.910004
2016-07-20,255.80000299999998
2016-07-21,254.91000400000001
2016-07-22,258.600006
2016-07-25,259.549988
2016-07-26,259.019989
2016-07-27,257.730011
2016-07-28,260.480011
2016-07-29,261.209991
2016-08-01,260.570007
2016-08-02,256.980011
2016-08-03,258.910004
2016-08-04,260.679993
2016-08-05,262.350006
2016-08-08,261.329987
2016-08-09,261.910004
2016-08-10,263.089996
2016-08-11,265.950012
2016-08-12,266.799988
2016-08-15,266.97000099999997
2016-08-16,265.899994
2016-08-17,265.790009
2016-08-18,271.589996
2016-08-19,274.549988
2016-08-22,270.700012
2016-08-23,275.890015
2016-08-24,273.980011
2016-08-25,271.450012
2016-08-26,254.850006
2016-08-29,254.08999599999999
2016-08-30,244.97000099999997
2016-08-31,247.210007
2016-09-01,245.520004
2016-09-02,246.460007
2016-09-06,249.63999900000002
2016-09-07,246.74000499999997
2016-09-08,243.57000699999998
2016-09-09,238.729996
2016-09-12,242.38999900000002
2016-09-13,236.75999500000003
2016-09-14,237.270004
2016-09-15,232.99000499999997
2016-09-16,233.789993
2016-09-19,234.55000299999998
2016-09-20,233.19999700000002
2016-09-21,239.74000499999997
2016-09-22,238.38000499999998
2016-09-23,237.00999500000003
2016-09-26,237.809998
2016-09-27,243.66000400000001
2016-09-28,240.19999700000002
2016-09-29,237.11999500000002
2016-09-30,237.979996
2016-10-03,237.600006
2016-10-04,238.55000299999998
2016-10-05,235.600006
2016-10-06,241.57000699999998
2016-10-07,239.07000699999998
2016-10-10,240.36000099999998
2016-10-11,236.66000400000001
2016-10-12,238.97000099999997
2016-10-13,266.140015
2016-10-14,262.75
2016-10-17,258.72000099999997
2016-10-18,256.040009
2016-10-19,256.450012
2016-10-20,254.42999300000002
2016-10-21,252.36000099999998
2016-10-24,252.25
2016-10-25,246.99000499999997
2016-10-26,245.919998
2016-10-27,239.86000099999998
2016-10-28,242.309998
2016-10-31,243.33999599999999
2016-11-01,240.17999300000002
2016-11-02,239.289993
2016-11-03,231.61000099999998
2016-11-04,228.169998
2016-11-07,232.58999599999999
2016-11-08,232.63000499999998
2016-11-09,236.33999599999999
2016-11-10,236.61000099999998
2016-11-11,238.86999500000002
2016-11-14,240.41000400000001
2016-11-15,244.47000099999997
2016-11-16,246.61999500000002
2016-11-17,251.13000499999998
2016-11-18,250.08999599999999
2016-11-21,251.0
2016-11-22,258.390015
2016-11-23,262.019989
2016-11-25,263.619995
2016-11-28,261.600006
2016-11-29,260.410004
2016-11-30,259.5
2016-12-01,257.410004
2016-12-02,253.38999900000002
2016-12-05,257.600006
2016-12-06,254.22000099999997
2016-12-07,253.940002
2016-12-08,253.289993
2016-12-09,251.13999900000002
2016-12-12,251.61000099999998
2016-12-13,255.020004
2016-12-14,252.92999300000002
2016-12-15,256.690002
2016-12-16,262.130005
2016-12-19,259.97000099999997
2016-12-20,260.890015
2016-12-21,262.950012
2016-12-22,257.309998
2016-12-23,256.859985
2016-12-27,258.730011
2016-12-28,255.75
2016-12-29,257.339996
2016-12-30,254.940002
2017-01-03,256.679993
