Date,DRC
2012-12-14,14335.700195
2012-12-17,14393.900391
2012-12-18,14160.799805
2012-12-19,14335.700195
2012-12-20,14277.400391
2012-12-21,14335.700195
2012-12-24,14918.400391
2012-12-26,14918.400391
2012-12-27,14743.599609
2012-12-28,14976.700195
2012-12-31,14976.700195
2013-01-02,15326.299805
2013-01-03,15268.099609
2013-01-04,15501.200195
2013-01-07,16200.5
2013-01-08,16666.699219
2013-01-09,16142.200195
2013-01-10,16899.800781
2013-01-11,17132.900391
2013-01-14,17074.599609
2013-01-15,17366.0
2013-01-16,18531.5
2013-01-17,18822.800781
2013-01-18,18181.800781
2013-01-22,17016.300781
2013-01-23,17424.199219
2013-01-24,18298.400391
2013-01-25,18648.0
2013-01-28,18648.0
2013-01-29,18764.599609
2013-01-30,19522.099609
2013-01-31,19055.900391
2013-02-01,19055.900391
2013-02-04,19871.800781
2013-02-05,21212.099609
2013-02-06,22669.0
2013-02-07,23601.400391
2013-02-08,23426.599609
2013-02-11,23426.599609
2013-02-12,23426.599609
2013-02-13,23426.599609
2013-02-14,23426.599609
2013-02-15,23426.599609
2013-02-19,25582.800781
2013-02-20,24766.900391
2013-02-21,23076.900391
2013-02-22,22494.199219
2013-02-25,23310.0
2013-02-26,21678.300781
2013-02-27,22086.199219
2013-02-28,22144.5
2013-03-01,22028.0
2013-03-04,20571.099609
2013-03-05,19522.099609
2013-03-06,20396.300781
2013-03-07,20512.800781
2013-03-08,20920.699219
2013-03-11,22377.599609
2013-03-12,22435.900391
2013-03-13,22086.199219
2013-03-14,22610.699219
2013-03-15,22902.099609
2013-03-18,23076.900391
2013-03-19,22902.099609
2013-03-20,23310.0
2013-03-21,23076.900391
2013-03-22,22319.300781
2013-03-25,22727.300781
2013-03-26,22669.0
2013-03-27,22843.800781
2013-03-28,22960.400391
2013-04-01,24533.800781
2013-04-02,24417.199219
2013-04-03,24417.199219
2013-04-04,23717.900391
2013-04-05,24475.5
2013-04-08,24417.199219
2013-04-09,24242.400391
2013-04-10,22610.699219
2013-04-11,23776.199219
2013-04-12,22902.099609
2013-04-15,22319.300781
2013-04-16,22669.0
2013-04-17,22785.5
2013-04-18,22319.300781
2013-04-19,22319.300781
2013-04-22,22319.300781
2013-04-23,22960.400391
2013-04-24,23776.199219
2013-04-25,23543.099609
2013-04-26,23310.0
2013-04-29,23310.0
2013-04-30,23310.0
2013-05-01,23310.0
2013-05-02,23193.5
2013-05-03,23310.0
2013-05-06,23717.900391
2013-05-07,23484.800781
2013-05-08,23310.0
2013-05-09,23776.199219
2013-05-10,23717.900391
2013-05-13,23496.5
2013-05-14,23007.0
2013-05-15,23496.5
2013-05-16,24265.699219
2013-05-17,24685.300781
2013-05-20,25734.300781
2013-05-21,25384.599609
2013-05-22,25454.5
2013-05-23,25594.400391
2013-05-24,27202.800781
2013-05-28,27832.199219
2013-05-29,26573.400391
2013-05-30,27972.0
2013-05-31,27132.900391000003
2013-06-03,26923.099608999997
2013-06-04,26573.400391
2013-06-05,26783.199219
2013-06-06,26993.0
2013-06-07,26993.0
2013-06-10,27062.900391000003
2013-06-11,27202.800781
2013-06-12,27412.599608999997
2013-06-13,27902.099608999997
2013-06-14,28461.5
2013-06-17,26783.199219
2013-06-18,26503.5
2013-06-19,26853.099608999997
2013-06-20,26573.400391
2013-06-21,25874.099609
2013-06-24,26223.800781
2013-06-25,25804.199219
2013-06-26,25664.300781
2013-06-27,26223.800781
2013-06-28,26573.400391
2013-07-01,26293.699219
2013-07-02,26713.300781
2013-07-03,26713.300781
2013-07-05,27062.900391000003
2013-07-08,26853.099608999997
2013-07-09,26853.099608999997
2013-07-10,26923.099608999997
2013-07-11,27202.800781
2013-07-12,28671.300781
2013-07-15,28601.400391000003
2013-07-16,28461.5
2013-07-17,28531.5
2013-07-18,29300.699219
2013-07-19,29370.599608999997
2013-07-22,28671.300781
2013-07-23,28181.800781
2013-07-24,27412.599608999997
2013-07-25,26923.099608999997
2013-07-26,27272.699219
2013-07-29,26853.099608999997
2013-07-30,27272.699219
2013-07-31,27062.900391000003
2013-08-01,27202.800781
2013-08-02,27202.800781
2013-08-05,27062.900391000003
2013-08-06,27692.300781
2013-08-07,27972.0
2013-08-08,27482.5
2013-08-09,27412.599608999997
2013-08-12,27342.699219
2013-08-13,27062.900391000003
2013-08-14,27482.5
2013-08-15,27692.300781
2013-08-16,27692.300781
2013-08-19,27972.0
2013-08-20,28042.0
2013-08-21,28321.699219
2013-08-22,27832.199219
2013-08-23,27622.400391000003
2013-08-26,27552.400391000003
2013-08-27,27272.699219
2013-08-28,26503.5
2013-08-29,25944.099609
2013-08-30,26503.5
2013-09-03,26223.800781
2013-09-04,26014.0
2013-09-05,26783.199219
2013-09-06,26923.099608999997
2013-09-09,26433.599609
2013-09-10,26783.199219
2013-09-11,26783.199219
2013-09-12,26643.400391
2013-09-13,26783.199219
2013-09-16,28601.400391000003
2013-09-17,29230.800781
2013-09-18,28042.0
2013-09-19,28251.699219
2013-09-20,28321.699219
2013-09-23,28321.699219
2013-09-24,28391.599608999997
2013-09-25,28391.599608999997
2013-09-26,28461.5
2013-09-27,28461.5
2013-09-30,28601.400391000003
2013-10-01,28601.400391000003
2013-10-02,28601.400391000003
2013-10-03,28251.699219
2013-10-04,28251.699219
2013-10-07,28881.099608999997
2013-10-08,29090.900391000003
2013-10-09,28811.199219
2013-10-10,28671.300781
2013-10-11,28671.300781
2013-10-14,28461.5
2013-10-15,28601.400391000003
2013-10-16,28601.400391000003
2013-10-17,28601.400391000003
2013-10-18,28601.400391000003
2013-10-21,28531.5
2013-10-22,28391.599608999997
2013-10-23,28391.599608999997
2013-10-24,28181.800781
2013-10-25,27762.199219
2013-10-28,27202.800781
2013-10-29,27412.599608999997
2013-10-30,27622.400391000003
2013-10-31,27552.400391000003
2013-11-01,27552.400391000003
2013-11-04,27482.5
2013-11-05,27622.400391000003
2013-11-06,27832.199219
2013-11-07,27622.400391000003
2013-11-08,27552.400391000003
2013-11-11,27552.400391000003
2013-11-12,27622.400391000003
2013-11-13,27482.5
2013-11-14,27552.400391000003
2013-11-15,27692.300781
2013-11-18,28461.5
2013-11-19,28251.699219
2013-11-20,28601.400391000003
2013-11-21,27832.199219
2013-11-22,28181.800781
2013-11-25,28042.0
2013-11-26,28111.900391000003
2013-11-27,27832.199219
2013-11-29,27832.199219
2013-12-02,27972.0
2013-12-03,27832.199219
2013-12-04,27692.300781
2013-12-05,27762.199219
2013-12-06,28042.0
2013-12-09,28251.699219
2013-12-10,28042.0
2013-12-11,27692.300781
2013-12-12,27902.099608999997
2013-12-13,27832.199219
2013-12-16,27342.699219
2013-12-17,27342.699219
2013-12-18,27272.699219
2013-12-19,27412.599608999997
2013-12-20,27062.900391000003
2013-12-23,27412.599608999997
2013-12-24,27132.900391000003
2013-12-26,27202.800781
2013-12-27,27342.699219
2013-12-30,27202.800781
2013-12-31,27272.699219
2014-01-02,27202.800781
2014-01-03,27412.599608999997
2014-01-06,27622.400391000003
2014-01-07,27692.300781
2014-01-08,27622.400391000003
2014-01-09,27832.199219
2014-01-10,27622.400391000003
2014-01-13,27692.300781
2014-01-14,28042.0
2014-01-15,27762.199219
2014-01-16,28321.699219
2014-01-17,28321.699219
2014-01-21,29370.599608999997
2014-01-22,28811.199219
2014-01-23,28951.0
2014-01-24,29650.300781
2014-01-27,29860.099608999997
2014-01-28,29860.099608999997
2014-01-29,29860.099608999997
2014-01-30,29860.099608999997
2014-01-31,29860.099608999997
2014-02-03,29860.099608999997
2014-02-04,29860.099608999997
2014-02-05,29860.099608999997
2014-02-06,30629.400391000003
2014-02-07,30209.800781
2014-02-10,30279.699219
2014-02-11,30419.599608999997
2014-02-12,31958.0
2014-02-13,32447.599608999997
2014-02-14,32447.599608999997
2014-02-18,33146.898438
2014-02-19,33146.898438
2014-02-20,32028.0
2014-02-21,31398.599608999997
2014-02-24,32237.800781
2014-02-25,32517.5
2014-02-26,32307.699219
2014-02-27,31328.699219
2014-02-28,31818.199219
2014-03-03,31118.900391000003
2014-03-04,31328.699219
2014-03-05,31118.900391000003
2014-03-06,31258.699219
2014-03-07,31049.0
2014-03-10,30699.300781
2014-03-11,30909.099608999997
2014-03-12,30979.0
2014-03-13,31118.900391000003
2014-03-14,31188.800781
2014-03-17,30909.099608999997
2014-03-18,30769.199219
2014-03-19,30909.099608999997
2014-03-20,30629.400391000003
2014-03-21,30629.400391000003
2014-03-24,31748.300781
2014-03-25,31678.300781
2014-03-26,31328.699219
2014-03-27,31468.5
2014-03-28,31608.400391000003
2014-03-31,31608.400391000003
2014-04-01,31258.699219
2014-04-02,31118.900391000003
2014-04-03,31538.5
2014-04-04,31748.300781
2014-04-07,32517.5
2014-04-08,32587.400391000003
2014-04-09,32587.400391000003
2014-04-10,32447.599608999997
2014-04-11,32307.699219
2014-04-14,31468.5
2014-04-15,30699.300781
2014-04-16,30419.599608999997
2014-04-17,29930.099608999997
2014-04-21,28881.099608999997
2014-04-22,28881.099608999997
2014-04-23,30069.900391000003
2014-04-24,30699.300781
2014-04-25,30769.199219
2014-04-28,30699.300781
2014-04-29,30839.199219
2014-04-30,30839.199219
2014-05-01,30839.199219
2014-05-02,30839.199219
2014-05-05,30279.699219
2014-05-06,30000.0
2014-05-07,30279.699219
2014-05-08,28251.699219
2014-05-09,29720.300781
2014-05-12,28321.699219
2014-05-13,28181.800781
2014-05-14,29370.599608999997
2014-05-15,28951.0
2014-05-16,29370.599608999997
2014-05-19,29930.099608999997
2014-05-20,30069.900391000003
2014-05-21,30279.699219
2014-05-22,30139.900391000003
2014-05-23,30279.699219
2014-05-27,31538.5
2014-05-28,32097.900391000003
2014-05-29,31818.199219
2014-05-30,31958.0
2014-06-02,30909.099608999997
2014-06-03,30909.099608999997
2014-06-04,30419.599608999997
2014-06-05,30069.900391000003
2014-06-06,30069.900391000003
2014-06-09,30209.800781
2014-06-10,30139.900391000003
2014-06-11,30139.900391000003
2014-06-12,29930.099608999997
2014-06-13,29790.199219
2014-06-16,30139.900391000003
2014-06-17,30769.199219
2014-06-18,30629.400391000003
2014-06-19,30769.199219
2014-06-20,30139.900391000003
2014-06-23,30629.400391000003
2014-06-24,31608.400391000003
2014-06-25,32657.300781
2014-06-26,33776.199219
2014-06-27,33986.0
2014-06-30,35314.699219
2014-07-01,36363.601563
2014-07-02,37062.898438
2014-07-03,36014.0
2014-07-07,36014.0
2014-07-08,35664.300781
2014-07-09,36363.601563
2014-07-10,34685.300781
2014-07-11,35664.300781
2014-07-14,38111.898438
2014-07-15,38461.5
2014-07-16,37762.199219
2014-07-17,38461.5
2014-07-18,39510.5
2014-07-21,37762.199219
2014-07-22,37062.898438
2014-07-23,36014.0
2014-07-24,37412.601563
2014-07-25,36363.601563
2014-07-28,36014.0
2014-07-29,36363.601563
2014-07-30,35314.699219
2014-07-31,35664.300781
2014-08-01,36014.0
2014-08-04,36014.0
2014-08-05,36363.601563
2014-08-06,36014.0
2014-08-07,35314.699219
2014-08-08,34965.0
2014-08-11,34615.398438
2014-08-12,35314.699219
2014-08-13,35314.699219
2014-08-14,37062.898438
2014-08-15,37412.601563
2014-08-18,38111.898438
2014-08-19,37412.601563
2014-08-20,37412.601563
2014-08-21,38111.898438
2014-08-22,38111.898438
2014-08-25,38811.199219
2014-08-26,39160.800781
2014-08-27,38811.199219
2014-08-28,40559.398438
2014-08-29,40209.800781
2014-09-02,40209.800781
2014-09-03,40209.800781
2014-09-04,39860.101563
2014-09-05,39510.5
2014-09-08,39510.5
2014-09-09,39160.800781
2014-09-10,40209.800781
2014-09-11,40209.800781
2014-09-12,40209.800781
2014-09-15,39510.5
2014-09-16,41958.0
2014-09-17,43007.0
2014-09-18,40559.398438
2014-09-19,39860.101563
2014-09-22,41608.398438
2014-09-23,41608.398438
2014-09-24,41958.0
2014-09-25,44055.898438
2014-09-26,42657.300781
2014-09-29,43007.0
2014-09-30,42657.300781
2014-10-01,43007.0
2014-10-02,43007.0
2014-10-03,44055.898438
2014-10-06,44755.199219
2014-10-07,45454.5
2014-10-08,46153.800781
2014-10-09,44755.199219
2014-10-10,43007.0
2014-10-13,43007.0
2014-10-14,42657.300781
2014-10-15,41958.0
2014-10-16,40559.398438
2014-10-17,40559.398438
2014-10-20,41258.699219
2014-10-21,41258.699219
2014-10-22,41258.699219
2014-10-23,41258.699219
2014-10-24,41258.699219
2014-10-27,39860.101563
2014-10-28,40209.800781
2014-10-29,41258.699219
2014-10-30,42307.699219
2014-10-31,44055.898438
2014-11-03,44055.898438
2014-11-04,43356.601563
2014-11-05,43356.601563
2014-11-06,43706.300781
2014-11-07,43706.300781
2014-11-10,41958.0
2014-11-11,41958.0
2014-11-12,41608.398438
2014-11-13,41958.0
2014-11-14,41608.398438
2014-11-17,42307.699219
2014-11-18,41608.398438
2014-11-19,41258.699219
2014-11-20,42307.699219
2014-11-21,41958.0
2014-11-24,41958.0
2014-11-25,41958.0
2014-11-26,40559.398438
2014-11-28,39510.5
2014-12-01,39160.800781
2014-12-02,38811.199219
2014-12-03,38811.199219
2014-12-04,38811.199219
2014-12-05,38811.199219
2014-12-08,37412.601563
2014-12-09,35314.699219
2014-12-10,36713.300781
2014-12-11,37062.898438
2014-12-12,38461.5
2014-12-15,38811.199219
2014-12-16,37762.199219
2014-12-17,37762.199219
2014-12-18,36713.300781
2014-12-19,34895.101563
2014-12-22,37062.898438
2014-12-23,37412.601563
2014-12-24,38811.199219
2014-12-26,39160.800781
2014-12-29,38461.5
2014-12-30,38811.199219
2014-12-31,39160.800781
2015-01-02,39160.800781
2015-01-05,39160.800781
2015-01-06,39160.800781
2015-01-07,39160.800781
2015-01-08,39160.800781
2015-01-09,39160.800781
2015-01-12,38811.199219
2015-01-13,38811.199219
2015-01-14,38461.5
2015-01-15,38811.199219
2015-01-16,38811.199219
2015-01-20,38811.199219
2015-01-21,38461.5
2015-01-22,38811.199219
2015-01-23,38111.898438
2015-01-26,38461.5
2015-01-27,38461.5
2015-01-28,38461.5
2015-01-29,40909.101563
2015-01-30,42307.699219
2015-02-02,42307.699219
2015-02-03,41958.0
2015-02-04,41958.0
2015-02-05,42307.699219
2015-02-06,42307.699219
2015-02-09,42307.699219
2015-02-10,41958.0
2015-02-11,41958.0
2015-02-12,43356.601563
2015-02-13,43356.601563
2015-02-17,43356.601563
2015-02-18,43356.601563
2015-02-19,43356.601563
2015-02-20,43356.601563
2015-02-23,43356.601563
2015-02-24,43356.601563
2015-02-25,43356.601563
2015-02-26,43007.0
2015-02-27,42657.300781
2015-03-02,41958.0
2015-03-03,42657.300781
2015-03-04,42657.300781
2015-03-05,41958.0
2015-03-06,41958.0
2015-03-09,41608.398438
2015-03-10,41958.0
2015-03-11,41958.0
2015-03-12,41958.0
2015-03-13,42657.300781
2015-03-16,42657.300781
2015-03-17,42657.300781
2015-03-18,42307.699219
2015-03-19,42307.699219
2015-03-20,42307.699219
2015-03-23,42307.699219
2015-03-24,42657.300781
2015-03-25,42657.300781
2015-03-26,43007.0
2015-03-27,42657.300781
2015-03-30,43356.601563
2015-03-31,42307.699219
2015-04-01,41958.0
2015-04-02,42657.300781
2015-04-06,42657.300781
2015-04-07,42657.300781
2015-04-08,41608.398438
2015-04-09,41608.398438
2015-04-10,41958.0
2015-04-13,41958.0
2015-04-14,42307.699219
2015-04-15,42657.300781
2015-04-16,42657.300781
2015-04-17,41958.0
2015-04-20,42307.699219
2015-04-21,42657.300781
2015-04-22,42307.699219
2015-04-23,42307.699219
2015-04-24,42307.699219
2015-04-27,42307.699219
2015-04-28,42307.699219
2015-04-29,42307.699219
2015-04-30,42307.699219
2015-05-01,42307.699219
2015-05-04,41608.398438
2015-05-05,41958.0
2015-05-06,41958.0
2015-05-07,42307.699219
2015-05-08,41958.0
2015-05-11,41958.0
2015-05-12,41958.0
2015-05-13,41958.0
2015-05-14,41958.0
2015-05-15,41608.398438
2015-05-18,41958.0
2015-05-19,41958.0
2015-05-20,42657.300781
2015-05-21,43706.300781
2015-05-22,44405.601563
2015-05-26,44405.601563
2015-05-27,43007.0
2015-05-28,43706.300781
2015-05-29,43007.0
2015-06-01,43706.300781
2015-06-02,43706.300781
2015-06-03,41538.5
2015-06-04,41538.5
2015-06-05,40769.199219
2015-06-08,40384.601563
2015-06-09,40000.0
2015-06-10,39230.800781
2015-06-11,38846.199219
2015-06-12,38846.199219
2015-06-15,38846.199219
2015-06-16,38846.199219
2015-06-17,38307.699219
2015-06-18,38153.800781
2015-06-19,38230.800781
2015-06-22,38230.800781
2015-06-23,38846.199219
2015-06-24,38230.800781
2015-06-25,38846.199219
2015-06-26,38076.898438
2015-06-29,38846.199219
2015-06-30,40769.199219
2015-07-01,40384.601563
2015-07-02,40769.199219
2015-07-06,40384.601563
2015-07-07,40769.199219
2015-07-08,40000.0
2015-07-09,40000.0
2015-07-10,40000.0
2015-07-13,40384.601563
2015-07-14,40384.601563
2015-07-15,39230.800781
2015-07-16,38461.5
2015-07-17,38461.5
2015-07-20,38230.800781
2015-07-21,38076.898438
2015-07-22,38461.5
2015-07-23,38230.800781
2015-07-24,37923.101563
2015-07-27,40000.0
2015-07-28,39230.800781
2015-07-29,38307.699219
2015-07-30,37769.199219
2015-07-31,38384.601563
2015-08-03,38230.800781
2015-08-04,38076.898438
2015-08-05,38461.5
2015-08-06,38461.5
2015-08-07,38461.5
2015-08-10,38384.601563
2015-08-11,38307.699219
2015-08-12,38000.0
2015-08-13,37846.199219
2015-08-14,37846.199219
2015-08-17,37846.199219
2015-08-18,37923.101563
2015-08-19,37846.199219
2015-08-20,37615.398438
2015-08-21,37307.699219
2015-08-24,34769.199219
2015-08-25,36538.5
2015-08-26,36000.0
2015-08-27,36076.898438
2015-08-28,35923.101563
2015-08-31,35384.601563
2015-09-01,36769.199219
2015-09-02,36769.199219
2015-09-03,36846.199219
2015-09-04,37538.5
2015-09-08,37307.699219
2015-09-09,36846.199219
2015-09-10,36307.699219
2015-09-11,36846.199219
2015-09-14,34615.398438
2015-09-15,34538.5
2015-09-16,34153.800781
2015-09-17,34538.5
2015-09-18,34230.800781
2015-09-21,35538.5
2015-09-22,37000.0
2015-09-23,36769.199219
2015-09-24,36153.800781
2015-09-25,35846.199219
2015-09-28,35000.0
2015-09-29,34769.199219
2015-09-30,35615.398438
2015-10-01,35384.601563
2015-10-02,35384.601563
2015-10-05,35615.398438
2015-10-06,36615.398438
2015-10-07,35923.101563
2015-10-08,36692.300781
2015-10-09,37923.101563
2015-10-12,38076.898438
2015-10-13,38307.699219
2015-10-14,37000.0
2015-10-15,37076.898438
2015-10-16,37153.800781
2015-10-19,37153.800781
2015-10-20,36846.199219
2015-10-21,36000.0
2015-10-22,36461.5
2015-10-23,35923.101563
2015-10-26,35461.5
2015-10-27,34769.199219
2015-10-28,34692.300781
2015-10-29,35384.601563
2015-10-30,35538.5
2015-11-02,35230.800781
2015-11-03,35384.601563
2015-11-04,35230.800781
2015-11-05,34846.199219
2015-11-06,34461.5
2015-11-09,34615.398438
2015-11-10,34307.699219
2015-11-11,34384.601563
2015-11-12,34538.5
2015-11-13,34461.5
2015-11-16,35076.898438
2015-11-17,35076.898438
2015-11-18,35000.0
2015-11-19,35000.0
2015-11-20,35076.898438
2015-11-23,35000.0
2015-11-24,34923.101563
2015-11-25,35000.0
2015-11-27,34538.5
2015-11-30,34538.5
2015-12-01,34461.5
2015-12-02,34000.0
2015-12-03,34230.800781
2015-12-04,34461.5
2015-12-07,34615.398438
2015-12-08,34615.398438
2015-12-09,34615.398438
2015-12-10,34538.5
2015-12-11,34615.398438
2015-12-14,34769.199219
2015-12-15,34461.5
2015-12-16,34461.5
2015-12-17,34461.5
2015-12-18,34230.800781
2015-12-21,34384.601563
2015-12-22,34615.398438
2015-12-23,33846.199219
2015-12-24,33076.898438
2015-12-28,33461.5
2015-12-29,33307.699219
2015-12-30,33923.101563
2015-12-31,33538.5
2016-01-04,33461.5
2016-01-05,33461.5
2016-01-06,33076.898438
2016-01-07,32615.400391000003
2016-01-08,32615.400391000003
2016-01-11,33384.601563
2016-01-12,33384.601563
2016-01-13,33307.699219
2016-01-14,32846.199219
2016-01-15,32692.300781
2016-01-19,31538.5
2016-01-20,31461.5
2016-01-21,31384.599608999997
2016-01-22,31307.699219
2016-01-25,31230.800781
2016-01-26,30769.199219
2016-01-27,30769.199219
2016-01-28,30461.5
2016-01-29,30769.199219
2016-02-01,31538.5
2016-02-02,31384.599608999997
2016-02-03,31153.800781
2016-02-04,31076.900391000003
2016-02-05,31076.900391000003
2016-02-08,31076.900391000003
2016-02-09,31076.900391000003
2016-02-10,31076.900391000003
2016-02-11,31076.900391000003
2016-02-12,31076.900391000003
2016-02-16,31923.099608999997
2016-02-17,31692.300781
2016-02-18,31923.099608999997
2016-02-19,32384.599608999997
2016-02-22,33769.199219
2016-02-23,33461.5
2016-02-24,33076.898438
2016-02-25,32307.699219
2016-02-26,32615.400391000003
2016-02-29,33384.601563
2016-03-01,33230.800781
2016-03-02,33384.601563
2016-03-03,34076.898438
2016-03-04,34230.800781
2016-03-07,34692.300781
2016-03-08,33923.101563
2016-03-09,33846.199219
2016-03-10,35000.0
2016-03-11,34615.398438
2016-03-14,35000.0
2016-03-15,34461.5
2016-03-16,34307.699219
2016-03-17,34384.601563
2016-03-18,34000.0
2016-03-21,33846.199219
2016-03-22,33384.601563
2016-03-23,33384.601563
2016-03-24,33538.5
2016-03-28,34076.898438
2016-03-29,34076.898438
2016-03-30,34769.199219
2016-03-31,34230.800781
2016-04-01,34076.898438
2016-04-04,34153.800781
2016-04-05,34000.0
2016-04-06,34384.601563
2016-04-07,34692.300781
2016-04-08,35461.5
2016-04-11,36384.601563
2016-04-12,36153.800781
2016-04-13,36000.0
2016-04-14,36000.0
2016-04-15,35769.199219
2016-04-18,35769.199219
2016-04-19,34846.199219
2016-04-20,34384.601563
2016-04-21,34538.5
2016-04-22,34846.199219
2016-04-25,35230.800781
2016-04-26,35230.800781
2016-04-27,35615.398438
2016-04-28,35307.699219
2016-04-29,35769.199219
2016-05-02,35769.199219
2016-05-03,35769.199219
2016-05-04,36538.5
2016-05-05,36846.199219
2016-05-06,37076.898438
2016-05-09,36692.300781
2016-05-10,36923.101563
2016-05-11,37153.800781
2016-05-12,36846.199219
2016-05-13,36692.300781
2016-05-16,36692.300781
2016-05-17,36769.199219
2016-05-18,37307.699219
2016-05-19,37923.101563
2016-05-20,38000.0
2016-05-23,37692.300781
2016-05-24,38076.898438
2016-05-25,38461.5
2016-05-26,37923.101563
2016-05-27,38230.800781
2016-05-31,40384.601563
2016-06-01,40384.601563
2016-06-02,40000.0
2016-06-03,40000.0
2016-06-06,39230.800781
2016-06-07,40000.0
2016-06-08,40000.0
2016-06-09,39300.0
2016-06-10,38800.0
2016-06-13,37200.0
2016-06-14,37300.0
2016-06-15,37700.0
2016-06-16,38300.0
2016-06-17,37900.0
2016-06-20,37900.0
2016-06-21,37900.0
2016-06-22,38500.0
2016-06-23,40000.0
2016-06-24,38900.0
2016-06-27,39100.0
2016-06-28,38800.0
2016-06-29,39400.0
2016-06-30,39400.0
2016-07-01,40000.0
2016-07-05,39600.0
2016-07-06,40200.0
2016-07-07,40300.0
2016-07-08,41000.0
2016-07-11,40600.0
2016-07-12,41000.0
2016-07-13,42700.0
2016-07-14,41900.0
2016-07-15,41400.0
2016-07-18,40700.0
2016-07-19,40700.0
2016-07-20,40600.0
2016-07-21,40600.0
2016-07-22,40100.0
2016-07-25,40200.0
2016-07-26,40000.0
2016-07-27,40000.0
2016-07-28,39500.0
2016-07-29,39500.0
2016-08-01,39000.0
2016-08-02,38400.0
2016-08-03,37900.0
2016-08-04,37300.0
2016-08-05,36600.0
2016-08-08,37200.0
2016-08-09,38300.0
2016-08-10,39500.0
2016-08-11,39400.0
2016-08-12,38600.0
2016-08-15,38600.0
2016-08-16,39500.0
2016-08-17,39400.0
2016-08-18,39200.0
2016-08-19,38300.0
2016-08-22,38200.0
2016-08-23,38300.0
2016-08-24,38300.0
2016-08-25,38500.0
2016-08-26,38800.0
2016-08-29,38800.0
2016-08-30,38600.0
2016-08-31,38600.0
2016-09-01,39300.0
2016-09-02,39300.0
2016-09-06,39600.0
2016-09-07,40700.0
2016-09-08,41100.0
2016-09-09,41000.0
2016-09-12,39700.0
2016-09-13,39900.0
2016-09-14,40200.0
2016-09-15,39600.0
2016-09-16,39700.0
2016-09-19,39700.0
2016-09-20,40000.0
2016-09-21,39500.0
2016-09-22,39600.0
2016-09-23,40450.0
2016-09-26,40450.0
2016-09-27,41450.0
2016-09-28,41450.0
2016-09-29,41300.0
2016-09-30,42000.0
