Date,PRSP
2018-11-01,23.940001000000002
2018-11-02,23.209999
2018-11-05,23.15
2018-11-06,23.299999
2018-11-07,23.85
2018-11-08,23.73
2018-11-09,23.389999
2018-11-12,22.799999
2018-11-13,22.59
2018-11-14,22.34
2018-11-15,22.01
2018-11-16,21.33
2018-11-19,20.43
2018-11-20,20.530001000000002
2018-11-21,20.65
2018-11-23,20.85
2018-11-26,20.58
2018-11-27,20.389999
2018-11-28,20.35
2018-11-29,20.33
2018-11-30,21.110001
2018-12-03,20.889999
2018-12-04,20.549999
2018-12-06,20.110001
2018-12-07,20.26
2018-12-10,20.23
2018-12-11,20.17
2018-12-12,20.35
2018-12-13,20.450001
2018-12-14,20.200001
2018-12-17,18.85
2018-12-18,19.15
2018-12-19,18.700001
2018-12-20,17.98
2018-12-21,17.42
2018-12-24,16.65
2018-12-26,16.709999
2018-12-27,16.16
2018-12-28,16.33
2018-12-31,17.219998999999998
2019-01-02,17.34
2019-01-03,17.299999
2019-01-04,18.15
2019-01-07,18.440001000000002
2019-01-08,18.66
2019-01-09,18.629998999999998
2019-01-10,18.870001000000002
2019-01-11,18.91
2019-01-14,18.719998999999998
2019-01-15,18.67
2019-01-16,18.6
2019-01-17,19.23
2019-01-18,19.34
2019-01-22,19.440001000000002
2019-01-23,19.51
2019-01-24,19.67
2019-01-25,19.959999
2019-01-28,19.66
2019-01-29,19.790001
2019-01-30,19.950001
2019-01-31,20.049999
2019-02-01,20.24
2019-02-04,20.27
2019-02-05,20.25
2019-02-06,20.219998999999998
2019-02-07,20.1
2019-02-08,19.780001000000002
2019-02-11,19.65
2019-02-12,19.799999
2019-02-13,20.219998999999998
2019-02-14,20.639999
2019-02-15,21.09
2019-02-19,21.389999
2019-02-20,21.629998999999998
2019-02-21,21.34
2019-02-22,21.51
2019-02-25,21.450001
2019-02-26,21.360001
2019-02-27,21.18
2019-02-28,21.1
2019-03-01,21.190001000000002
2019-03-04,21.0
2019-03-05,20.540001
2019-03-06,20.360001
2019-03-07,20.23
2019-03-08,20.370001000000002
2019-03-11,20.690001000000002
2019-03-12,20.690001000000002
2019-03-13,20.549999
2019-03-14,20.49
2019-03-15,20.5
2019-03-18,20.719998999999998
2019-03-19,20.67
2019-03-20,20.84
2019-03-21,21.209999
2019-03-22,20.879998999999998
2019-03-25,20.809998999999998
2019-03-26,20.950001
2019-03-27,21.040001
2019-03-28,20.76
2019-03-29,20.219998999999998
2019-04-01,20.809998999999998
2019-04-02,20.83
2019-04-03,21.76
2019-04-04,21.6
2019-04-05,21.75
2019-04-08,21.6
2019-04-09,21.77
2019-04-10,22.02
2019-04-11,21.76
2019-04-12,22.18
2019-04-15,22.209999
2019-04-16,21.83
2019-04-17,21.879998999999998
2019-04-18,21.74
2019-04-22,21.92
2019-04-23,22.5
2019-04-24,22.42
2019-04-25,22.16
2019-04-26,22.65
2019-04-29,22.639999
2019-04-30,23.08
2019-05-01,22.940001000000002
2019-05-02,22.73
2019-05-03,23.42
2019-05-06,23.370001000000002
2019-05-07,22.92
2019-05-08,23.23
2019-05-09,23.469998999999998
2019-05-10,23.16
2019-05-13,22.379998999999998
2019-05-14,22.33
2019-05-15,22.4
2019-05-16,22.469998999999998
2019-05-17,22.17
2019-05-20,21.969998999999998
2019-05-21,22.34
2019-05-22,22.6
2019-05-23,22.049999
2019-05-24,22.290001
2019-05-28,22.219998999999998
2019-05-29,21.860001
2019-05-30,21.67
2019-05-31,21.709999
2019-06-03,21.309998999999998
2019-06-04,21.65
2019-06-05,21.280001000000002
2019-06-06,21.540001
2019-06-07,23.58
2019-06-10,23.110001
2019-06-11,23.01
2019-06-12,23.200001
2019-06-13,23.02
2019-06-14,22.83
2019-06-17,22.959999
2019-06-18,23.49
2019-06-19,23.5
2019-06-20,23.950001
2019-06-21,23.700001
2019-06-24,23.469998999999998
2019-06-25,23.620001000000002
2019-06-26,23.129998999999998
2019-06-27,23.059998999999998
2019-06-28,23.41
2019-07-01,23.26
2019-07-02,22.9
2019-07-03,23.610001
2019-07-05,23.73
2019-07-08,23.860001
2019-07-09,24.01
2019-07-10,24.030001000000002
2019-07-11,24.02
2019-07-12,23.969998999999998
2019-07-15,23.84
2019-07-16,23.809998999999998
2019-07-17,23.9
2019-07-18,23.940001000000002
2019-07-19,23.4
2019-07-22,23.200001
2019-07-23,23.18
2019-07-24,23.719998999999998
2019-07-25,23.76
2019-07-26,23.98
2019-07-29,23.790001
2019-07-30,23.620001000000002
2019-07-31,23.33
2019-08-01,23.49
2019-08-02,22.84
2019-08-05,21.809998999999998
2019-08-06,21.82
2019-08-07,22.07
2019-08-08,22.719998999999998
2019-08-09,22.34
2019-08-12,21.809998999999998
2019-08-13,22.0
2019-08-14,21.49
2019-08-15,23.75
2019-08-16,24.32
2019-08-19,24.549999
2019-08-20,24.93
2019-08-21,25.58
2019-08-22,25.469998999999998
2019-08-23,25.110001
2019-08-26,25.6
2019-08-27,25.190001000000002
2019-08-28,25.57
2019-08-29,25.66
2019-08-30,25.950001
2019-09-03,25.610001
2019-09-04,25.959999
2019-09-05,26.120001000000002
2019-09-06,25.92
2019-09-09,25.65
2019-09-10,25.73
2019-09-11,26.02
2019-09-12,26.110001
2019-09-13,26.35
2019-09-16,26.18
2019-09-17,26.01
2019-09-18,25.98
2019-09-19,26.23
2019-09-20,26.299999
2019-09-23,26.33
2019-09-24,25.85
2019-09-25,26.17
2019-09-26,26.41
2019-09-27,25.9
2019-09-30,26.120001000000002
2019-10-01,25.75
2019-10-02,25.32
2019-10-03,25.41
2019-10-04,25.610001
2019-10-07,25.75
2019-10-08,25.440001000000002
2019-10-09,25.549999
2019-10-10,25.620001000000002
2019-10-11,26.040001
2019-10-14,25.77
2019-10-15,26.07
2019-10-16,25.68
2019-10-17,25.75
2019-10-18,25.67
2019-10-21,25.76
2019-10-22,25.559998999999998
2019-10-23,25.379998999999998
2019-10-24,25.59
2019-10-25,25.75
2019-10-28,26.209999
2019-10-29,26.530001000000002
2019-10-30,26.629998999999998
2019-10-31,26.540001
2019-11-01,27.209999
2019-11-04,27.059998999999998
2019-11-05,26.92
2019-11-06,27.02
2019-11-07,27.16
2019-11-08,27.48
2019-11-11,27.59
2019-11-12,27.98
2019-11-13,27.799999
2019-11-14,27.91
2019-11-15,27.75
2019-11-18,27.700001
2019-11-19,27.540001
2019-11-20,26.9
2019-11-21,26.799999
2019-11-22,26.610001
2019-11-25,26.700001
2019-11-26,26.74
2019-11-27,27.450001
2019-11-29,27.58
2019-12-02,27.440001000000002
2019-12-03,27.450001
2019-12-04,27.379998999999998
2019-12-05,27.09
2019-12-06,26.84
2019-12-09,26.85
2019-12-10,26.75
2019-12-11,26.33
2019-12-12,26.15
2019-12-13,26.17
2019-12-16,26.48
2019-12-17,26.379998999999998
2019-12-18,26.469998999999998
2019-12-19,26.75
2019-12-20,27.68
2019-12-23,27.93
2019-12-24,27.780001000000002
2019-12-26,27.370001000000002
2019-12-27,27.059998999999998
2019-12-30,26.77
2019-12-31,26.440001000000002
2020-01-02,26.34
2020-01-03,26.49
2020-01-06,26.35
2020-01-07,26.02
2020-01-08,26.0
2020-01-09,26.42
2020-01-10,26.1
2020-01-13,26.700001
2020-01-14,26.51
2020-01-15,27.67
2020-01-16,28.4
2020-01-17,28.34
2020-01-21,28.27
2020-01-22,28.74
2020-01-23,28.43
2020-01-24,28.15
2020-01-27,28.290001
2020-01-28,28.99
2020-01-29,28.950001
2020-01-30,28.940001000000002
2020-01-31,28.07
2020-02-03,28.32
2020-02-04,28.75
2020-02-05,29.41
2020-02-06,24.4
2020-02-07,23.610001
2020-02-10,23.5
2020-02-11,23.4
2020-02-12,23.190001000000002
2020-02-13,25.129998999999998
2020-02-14,24.68
2020-02-18,25.280001000000002
2020-02-19,25.25
2020-02-20,25.690001000000002
2020-02-21,25.43
2020-02-24,25.1
2020-02-25,24.440001000000002
2020-02-26,24.870001000000002
2020-02-27,24.719998999999998
2020-02-28,24.969998999999998
2020-03-02,25.450001
2020-03-03,24.379998999999998
2020-03-04,25.24
2020-03-05,25.08
2020-03-06,24.280001000000002
2020-03-09,22.299999
2020-03-10,21.4
2020-03-11,20.450001
2020-03-12,17.639999
2020-03-13,18.559998999999998
2020-03-16,15.6
2020-03-17,17.57
2020-03-18,16.6
2020-03-19,17.950001
2020-03-20,15.81
2020-03-23,15.39
2020-03-24,17.07
2020-03-25,17.870001000000002
2020-03-26,19.32
2020-03-27,18.49
2020-03-30,18.57
2020-03-31,18.24
2020-04-01,16.780001000000002
2020-04-02,16.940001000000002
2020-04-03,16.58
2020-04-06,18.629998999999998
2020-04-07,18.4
2020-04-08,19.32
2020-04-09,20.59
2020-04-13,20.02
2020-04-14,20.15
2020-04-15,19.5
2020-04-16,19.25
2020-04-17,20.34
2020-04-20,20.299999
2020-04-21,19.440001000000002
2020-04-22,19.620001000000002
2020-04-23,19.950001
2020-04-24,20.59
2020-04-27,21.540001
2020-04-28,21.389999
2020-04-29,22.73
2020-04-30,21.57
2020-05-01,21.07
2020-05-04,20.99
2020-05-05,21.459999
2020-05-06,21.24
2020-05-07,21.35
2020-05-08,22.23
