Date,AGR
2015-12-17,36.119999
2015-12-18,33.259997999999996
2015-12-21,33.810001
2015-12-22,35.080002
2015-12-23,36.959998999999996
2015-12-24,37.450001
2015-12-28,36.599998
2015-12-29,37.669998
2015-12-30,38.220001
2015-12-31,38.400002
2016-01-04,37.849998
2016-01-05,38.130001
2016-01-06,38.049999
2016-01-07,37.799999
2016-01-08,37.759997999999996
2016-01-11,37.389998999999996
2016-01-12,37.27
2016-01-13,36.720001
2016-01-14,37.200001
2016-01-15,37.610001000000004
2016-01-19,38.720001
2016-01-20,37.470001
2016-01-21,37.09
2016-01-22,37.990002000000004
2016-01-25,37.049999
2016-01-26,37.41
2016-01-27,37.799999
2016-01-28,37.799999
2016-01-29,38.450001
2016-02-01,38.990002000000004
2016-02-02,39.599998
2016-02-03,40.560001
2016-02-04,41.119999
2016-02-05,42.009997999999996
2016-02-08,41.470001
2016-02-09,41.240002000000004
2016-02-10,41.580002
2016-02-11,40.93
2016-02-12,40.59
2016-02-16,40.650002
2016-02-17,41.310001
2016-02-18,41.5
2016-02-19,41.560001
2016-02-22,38.75
2016-02-23,38.060001
2016-02-24,39.259997999999996
2016-02-25,39.029999
2016-02-26,38.93
2016-02-29,38.790001000000004
2016-03-01,38.580002
2016-03-02,38.779999
2016-03-03,38.580002
2016-03-04,38.529999
2016-03-07,39.200001
2016-03-08,38.59
2016-03-09,38.689999
2016-03-10,38.150002
2016-03-11,38.32
2016-03-14,38.84
2016-03-15,38.599998
2016-03-16,39.150002
2016-03-17,39.68
2016-03-18,40.459998999999996
2016-03-21,40.169998
2016-03-22,40.310001
2016-03-23,40.279999
2016-03-24,40.509997999999996
2016-03-28,40.150002
2016-03-29,40.599998
2016-03-30,40.279999
2016-03-31,40.110001000000004
2016-04-01,39.630001
2016-04-04,40.009997999999996
2016-04-05,39.459998999999996
2016-04-06,39.240002000000004
2016-04-07,39.080002
2016-04-08,38.919998
2016-04-11,38.889998999999996
2016-04-12,38.459998999999996
2016-04-13,38.540001000000004
2016-04-14,38.310001
2016-04-15,38.450001
2016-04-18,38.450001
2016-04-19,38.619999
2016-04-20,37.990002000000004
2016-04-21,37.360001000000004
2016-04-22,37.549999
2016-04-25,38.200001
2016-04-26,39.040001000000004
2016-04-27,40.459998999999996
2016-04-28,40.360001000000004
2016-04-29,40.099998
2016-05-02,40.68
2016-05-03,40.310001
2016-05-04,40.849998
2016-05-05,40.389998999999996
2016-05-06,40.32
2016-05-09,40.25
2016-05-10,40.209998999999996
2016-05-11,40.380001
2016-05-12,40.59
2016-05-13,41.119999
2016-05-16,41.34
2016-05-17,40.59
2016-05-18,40.060001
2016-05-19,40.619999
2016-05-20,40.669998
2016-05-23,40.639998999999996
2016-05-24,41.48
2016-05-25,41.049999
2016-05-26,41.439999
2016-05-27,41.700001
2016-05-31,42.02
2016-06-01,42.490002000000004
2016-06-02,42.549999
2016-06-03,43.75
2016-06-06,44.009997999999996
2016-06-07,43.950001
2016-06-08,43.290001000000004
