Date,HSBC
2000-06-20,59.6875
2000-06-21,58.0
2000-06-22,56.9375
2000-06-23,56.375
2000-06-26,56.5625
2000-06-27,57.125
2000-06-28,57.6875
2000-06-29,57.625
2000-06-30,57.9375
2000-07-03,58.5
2000-07-05,58.25
2000-07-06,58.375
2000-07-07,58.3125
2000-07-10,58.75
2000-07-11,62.0625
2000-07-12,64.625
2000-07-13,64.0625
2000-07-14,64.1875
2000-07-17,63.5
2000-07-18,62.8125
2000-07-19,63.8125
2000-07-20,65.6875
2000-07-21,65.75
2000-07-24,65.75
2000-07-25,68.3125
2000-07-26,67.125
2000-07-27,68.25
2000-07-28,66.625
2000-07-31,69.3125
2000-08-01,67.9375
2000-08-02,68.375
2000-08-03,68.75
2000-08-04,69.6875
2000-08-07,70.625
2000-08-08,69.9375
2000-08-09,70.5625
2000-08-10,71.5
2000-08-11,72.1875
2000-08-14,72.0
2000-08-15,72.75
2000-08-16,71.25
2000-08-17,70.0
2000-08-18,71.5
2000-08-21,72.25
2000-08-22,73.9375
2000-08-23,73.9375
2000-08-24,73.625
2000-08-25,72.75
2000-08-28,72.625
2000-08-29,72.75
2000-08-30,72.0
2000-08-31,72.4375
2000-09-01,74.4375
2000-09-05,74.375
2000-09-06,74.6875
2000-09-07,74.625
2000-09-08,74.0625
2000-09-11,73.875
2000-09-12,73.25
2000-09-13,71.9375
2000-09-14,72.75
2000-09-15,71.0625
2000-09-18,68.625
2000-09-19,70.0
2000-09-20,68.625
2000-09-21,68.875
2000-09-22,69.25
2000-09-25,69.910004
2000-09-26,70.480003
2000-09-27,71.099998
2000-09-28,72.5
2000-09-29,71.400002
2000-10-02,70.849998
2000-10-03,72.389999
2000-10-04,72.849998
2000-10-05,74.699997
2000-10-06,72.120003
2000-10-09,71.029999
2000-10-10,69.260002
2000-10-11,68.25
2000-10-12,66.470001
2000-10-13,68.989998
2000-10-16,71.0
2000-10-17,70.059998
2000-10-18,67.849998
2000-10-19,69.25
2000-10-20,69.709999
2000-10-23,71.379997
2000-10-24,72.349998
2000-10-25,70.75
2000-10-26,70.199997
2000-10-27,70.0
2000-10-30,70.690002
2000-10-31,72.099998
2000-11-01,73.300003
2000-11-02,74.75
2000-11-03,74.809998
2000-11-06,75.809998
2000-11-07,75.400002
2000-11-08,74.75
2000-11-09,74.150002
2000-11-10,74.449997
2000-11-13,72.059998
2000-11-14,73.489998
2000-11-15,73.050003
2000-11-16,72.809998
2000-11-17,72.949997
2000-11-20,72.809998
2000-11-21,71.849998
2000-11-22,68.300003
2000-11-24,69.300003
2000-11-27,72.0
2000-11-28,70.510002
2000-11-29,69.300003
2000-11-30,67.400002
2000-12-01,68.699997
2000-12-04,69.849998
2000-12-05,72.550003
2000-12-06,71.800003
2000-12-07,73.629997
2000-12-08,74.059998
2000-12-11,76.550003
2000-12-12,75.449997
2000-12-13,75.5
2000-12-14,72.760002
2000-12-15,70.129997
2000-12-18,72.599998
2000-12-19,74.110001
2000-12-20,69.75
2000-12-21,72.739998
2000-12-22,73.25
2000-12-26,72.260002
2000-12-27,72.25
2000-12-28,73.0
2000-12-29,73.599998
2001-01-02,71.160004
2001-01-03,74.25
2001-01-04,76.300003
2001-01-05,74.800003
2001-01-08,76.0
2001-01-09,75.0
2001-01-10,74.900002
2001-01-11,74.889999
2001-01-12,73.75
2001-01-16,73.099998
2001-01-17,73.949997
2001-01-18,75.0
2001-01-19,76.879997
2001-01-22,76.0
2001-01-23,77.699997
2001-01-24,79.389999
2001-01-25,79.199997
2001-01-26,79.709999
2001-01-29,79.410004
2001-01-30,78.410004
2001-01-31,77.699997
2001-02-01,77.949997
2001-02-02,77.209999
2001-02-05,77.93
2001-02-06,78.059998
2001-02-07,77.550003
2001-02-08,76.099998
2001-02-09,76.550003
2001-02-12,76.949997
2001-02-13,77.300003
2001-02-14,78.050003
2001-02-15,77.849998
2001-02-16,76.849998
2001-02-20,75.82
2001-02-21,75.0
2001-02-22,74.599998
2001-02-23,74.5
2001-02-26,70.5
2001-02-27,66.099998
2001-02-28,66.5
2001-03-01,66.150002
2001-03-02,65.769997
2001-03-05,66.82
2001-03-06,66.989998
2001-03-07,67.0
2001-03-08,67.650002
2001-03-09,67.050003
2001-03-12,63.150002
2001-03-13,64.400002
2001-03-14,60.0
2001-03-15,61.400002
2001-03-16,59.0
2001-03-19,60.900002
2001-03-20,59.400002
2001-03-21,58.700001
2001-03-22,56.25
2001-03-23,58.139998999999996
2001-03-26,58.189999
2001-03-27,60.0
2001-03-28,58.669998
2001-03-29,58.490002000000004
2001-03-30,59.650002
2001-04-02,59.849998
2001-04-03,58.150002
2001-04-04,57.799999
2001-04-05,60.25
2001-04-06,59.009997999999996
2001-04-09,60.0
2001-04-10,61.200001
2001-04-11,61.880001
2001-04-12,62.369999
2001-04-16,61.849998
2001-04-17,61.209998999999996
2001-04-18,65.349998
2001-04-19,64.57
2001-04-20,64.470001
2001-04-23,62.509997999999996
2001-04-24,63.41
2001-04-25,64.720001
2001-04-26,63.310001
2001-04-27,66.0
2001-04-30,65.339996
2001-05-01,65.489998
2001-05-02,64.489998
2001-05-03,62.529999
2001-05-04,63.360001000000004
2001-05-07,62.5
2001-05-08,63.799999
2001-05-09,63.299999
2001-05-10,64.150002
2001-05-11,63.830002
2001-05-14,63.0
2001-05-15,63.349998
2001-05-16,63.220001
2001-05-17,64.699997
2001-05-18,64.389999
2001-05-21,65.379997
2001-05-22,65.260002
2001-05-23,64.360001
2001-05-24,64.860001
2001-05-25,64.75
2001-05-29,64.440002
2001-05-30,63.439999
2001-05-31,63.720001
2001-06-01,62.700001
2001-06-04,63.900002
2001-06-05,64.099998
2001-06-06,63.110001000000004
2001-06-07,64.610001
2001-06-08,63.880001
2001-06-11,62.490002000000004
2001-06-12,61.400002
2001-06-13,60.610001000000004
2001-06-14,60.259997999999996
2001-06-15,60.349998
2001-06-18,60.369999
2001-06-19,60.91
2001-06-20,60.82
2001-06-21,61.5
2001-06-22,60.630001
2001-06-25,61.830002
2001-06-26,59.650002
2001-06-27,59.880001
2001-06-28,60.09
2001-06-29,59.900002
2001-07-02,60.759997999999996
2001-07-03,60.200001
2001-07-05,58.91
2001-07-06,57.779999
2001-07-09,57.299999
2001-07-10,56.580002
2001-07-11,56.25
2001-07-12,58.009997999999996
2001-07-13,57.77
2001-07-16,57.0
2001-07-17,57.119999
2001-07-18,56.52
2001-07-19,57.75
2001-07-20,57.25
2001-07-23,57.119999
2001-07-24,57.02
2001-07-25,57.009997999999996
2001-07-26,56.860001000000004
2001-07-27,57.259997999999996
2001-07-30,57.830002
2001-07-31,58.82
2001-08-01,59.740002000000004
2001-08-02,60.029999
2001-08-03,59.580002
2001-08-06,60.25
2001-08-07,60.59
2001-08-08,59.900002
2001-08-09,59.150002
2001-08-10,60.200001
2001-08-13,59.849998
2001-08-14,60.900002
2001-08-15,61.860001000000004
2001-08-16,60.799999
2001-08-17,59.990002000000004
2001-08-20,60.150002
2001-08-21,60.32
2001-08-22,60.349998
2001-08-23,59.619999
2001-08-24,60.639998999999996
2001-08-27,60.950001
2001-08-28,60.189999
2001-08-29,60.25
2001-08-30,59.560001
2001-08-31,59.439999
2001-09-04,59.790001000000004
2001-09-05,58.950001
2001-09-06,57.799999
2001-09-07,55.75
2001-09-10,56.200001
2001-09-17,50.650002
2001-09-18,50.18
2001-09-19,48.75
2001-09-20,45.5
2001-09-21,44.75
2001-09-24,47.5
2001-09-25,48.380001
2001-09-26,47.099998
2001-09-27,50.84
2001-09-28,53.700001
2001-10-01,53.259997999999996
2001-10-02,52.540001000000004
2001-10-03,54.59
2001-10-04,54.099998
2001-10-05,55.0
2001-10-08,54.099998
2001-10-09,53.950001
2001-10-10,54.400002
2001-10-11,56.900002
2001-10-12,54.810001
2001-10-15,55.0
2001-10-16,55.610001000000004
2001-10-17,55.950001
2001-10-18,54.5
2001-10-19,53.509997999999996
2001-10-22,54.509997999999996
2001-10-23,55.810001
2001-10-24,56.5
2001-10-25,57.25
2001-10-26,57.450001
2001-10-29,55.75
2001-10-30,54.02
2001-10-31,55.009997999999996
2001-11-01,56.889998999999996
2001-11-02,56.900002
2001-11-05,58.200001
2001-11-06,58.549999
2001-11-07,59.0
2001-11-08,59.0
2001-11-09,58.610001000000004
2001-11-12,58.380001
2001-11-13,58.330002
2001-11-14,59.009997999999996
2001-11-15,58.849998
2001-11-16,60.119999
2001-11-19,60.5
2001-11-20,60.099998
2001-11-21,60.700001
2001-11-23,61.400002
2001-11-26,61.860001000000004
2001-11-27,60.919998
2001-11-28,59.139998999999996
2001-11-29,60.360001000000004
2001-11-30,60.200001
2001-12-03,59.529999
2001-12-04,61.0
2001-12-05,62.799999
2001-12-06,63.700001
2001-12-07,62.799999
2001-12-10,62.119999
2001-12-11,61.740002000000004
2001-12-12,61.82
2001-12-13,59.900002
2001-12-14,60.57
2001-12-17,61.599998
2001-12-18,61.299999
2001-12-19,61.150002
2001-12-20,58.959998999999996
2001-12-21,59.0
2001-12-24,58.610001000000004
2001-12-26,58.889998999999996
2001-12-27,58.900002
2001-12-28,59.900002
2001-12-31,59.709998999999996
2002-01-02,59.82
2002-01-03,60.669998
2002-01-04,61.619999
2002-01-07,60.650002
2002-01-08,59.799999
2002-01-09,58.799999
2002-01-10,58.299999
2002-01-11,57.450001
2002-01-14,56.639998999999996
2002-01-15,57.25
2002-01-16,56.25
2002-01-17,57.810001
2002-01-18,56.75
2002-01-22,56.02
2002-01-23,56.400002
2002-01-24,56.869999
2002-01-25,56.779999
2002-01-28,56.689999
2002-01-29,55.68
2002-01-30,56.259997999999996
2002-01-31,56.91
2002-02-01,56.400002
2002-02-04,55.849998
2002-02-05,55.27
2002-02-06,54.939999
2002-02-07,55.41
2002-02-08,56.84
2002-02-11,57.740002000000004
2002-02-12,57.049999
2002-02-13,57.349998
2002-02-14,57.75
2002-02-15,57.25
2002-02-19,56.009997999999996
2002-02-20,56.169998
2002-02-21,55.75
2002-02-22,55.73
2002-02-25,56.5
2002-02-26,55.91
2002-02-27,56.700001
2002-02-28,56.060001
2002-03-01,56.900002
2002-03-04,59.77
2002-03-05,58.740002000000004
2002-03-06,60.25
2002-03-07,59.799999
2002-03-08,60.049999
2002-03-11,60.799999
2002-03-12,59.66
2002-03-13,59.150002
2002-03-14,60.200001
2002-03-15,60.77
2002-03-18,61.139998999999996
2002-03-19,61.259997999999996
2002-03-20,58.490002000000004
2002-03-21,58.599998
2002-03-22,58.619999
2002-03-25,57.900002
2002-03-26,57.889998999999996
2002-03-27,58.790001000000004
2002-03-28,58.279999
2002-04-01,58.389998999999996
2002-04-02,57.82
2002-04-03,57.450001
2002-04-04,57.490002000000004
2002-04-05,58.099998
2002-04-08,57.470001
2002-04-09,57.119999
2002-04-10,57.549999
2002-04-11,56.75
2002-04-12,56.099998
2002-04-15,57.099998
2002-04-16,58.259997999999996
2002-04-17,58.959998999999996
2002-04-18,58.919998
2002-04-19,59.259997999999996
2002-04-22,58.950001
2002-04-23,58.93
2002-04-24,59.5
2002-04-25,59.82
2002-04-26,60.099998
2002-04-29,59.490002000000004
2002-04-30,60.009997999999996
2002-05-01,60.380001
2002-05-02,60.810001
2002-05-03,62.009997999999996
2002-05-06,60.990002000000004
2002-05-07,62.009997999999996
2002-05-08,63.700001
2002-05-09,62.650002
2002-05-10,62.07
2002-05-13,63.759997999999996
2002-05-14,64.120003
2002-05-15,64.389999
2002-05-16,63.799999
2002-05-17,64.010002
2002-05-20,63.369999
2002-05-21,62.549999
2002-05-22,62.790001000000004
2002-05-23,62.599998
2002-05-24,62.259997999999996
2002-05-28,62.07
2002-05-29,62.0
2002-05-30,61.450001
2002-05-31,62.389998999999996
2002-06-03,62.259997999999996
2002-06-04,62.169998
2002-06-05,62.52
2002-06-06,61.509997999999996
2002-06-07,60.900002
2002-06-10,60.759997999999996
2002-06-11,60.25
2002-06-12,60.490002000000004
2002-06-13,59.060001
2002-06-14,57.779999
2002-06-17,59.360001000000004
2002-06-18,59.380001
2002-06-19,57.700001
2002-06-20,57.09
2002-06-21,56.900002
2002-06-24,57.25
2002-06-25,57.09
2002-06-26,57.5
2002-06-27,57.959998999999996
2002-06-28,58.200001
2002-07-01,57.59
2002-07-02,57.119999
2002-07-03,57.299999
2002-07-05,58.599998
2002-07-08,58.959998999999996
2002-07-09,58.59
2002-07-10,57.77
2002-07-11,57.220001
2002-07-12,56.41
2002-07-15,55.900002
2002-07-16,54.91
2002-07-17,56.73
2002-07-18,56.799999
2002-07-19,55.75
2002-07-22,54.57
2002-07-23,54.299999
2002-07-24,54.869999
2002-07-25,54.700001
2002-07-26,55.360001000000004
2002-07-29,57.560001
2002-07-30,57.639998999999996
2002-07-31,57.82
2002-08-01,55.869999
2002-08-02,54.599998
2002-08-05,54.450001
2002-08-06,55.849998
2002-08-07,56.080002
2002-08-08,57.509997999999996
2002-08-09,57.700001
2002-08-12,57.119999
2002-08-13,57.119999
2002-08-14,57.990002000000004
2002-08-15,58.509997999999996
2002-08-16,58.549999
2002-08-19,59.580002
2002-08-20,59.5
2002-08-21,59.099998
2002-08-22,59.200001
2002-08-23,57.580002
2002-08-26,58.0
2002-08-27,57.700001
2002-08-28,57.0
2002-08-29,57.48
2002-08-30,57.16
2002-09-03,54.75
2002-09-04,55.169998
2002-09-05,54.0
2002-09-06,55.25
2002-09-09,55.299999
2002-09-10,56.099998
2002-09-11,56.049999
2002-09-12,55.189999
2002-09-13,54.900002
2002-09-16,54.889998999999996
2002-09-17,54.830002
2002-09-18,54.650002
2002-09-19,53.400002
2002-09-20,54.099998
2002-09-23,53.25
2002-09-24,51.669998
2002-09-25,52.810001
2002-09-26,53.200001
2002-09-27,52.0
2002-09-30,51.48
2002-10-01,53.119999
2002-10-02,51.860001000000004
2002-10-03,50.950001
2002-10-04,50.439999
2002-10-07,50.32
2002-10-08,51.700001
2002-10-09,51.200001
2002-10-10,52.200001
2002-10-11,54.799999
2002-10-14,54.080002
2002-10-15,56.630001
2002-10-16,55.02
2002-10-17,56.400002
2002-10-18,56.049999
2002-10-21,56.990002000000004
2002-10-22,56.060001
2002-10-23,56.349998
2002-10-24,55.560001
2002-10-25,55.970001
2002-10-28,55.77
2002-10-29,55.360001000000004
2002-10-30,55.5
2002-10-31,55.700001
2002-11-01,55.849998
2002-11-04,57.650002
2002-11-05,57.75
2002-11-06,58.75
2002-11-07,57.209998999999996
2002-11-08,56.59
2002-11-11,55.610001000000004
2002-11-12,56.5
2002-11-13,56.049999
2002-11-14,54.200001
2002-11-15,58.200001
2002-11-18,57.540001000000004
2002-11-19,57.52
2002-11-20,57.880001
2002-11-21,58.950001
2002-11-22,57.759997999999996
2002-11-25,57.950001
2002-11-26,56.400002
2002-11-27,57.98
2002-11-29,59.09
2002-12-02,58.75
2002-12-03,58.279999
2002-12-04,58.049999
2002-12-05,57.310001
2002-12-06,57.889998999999996
2002-12-09,56.380001
2002-12-10,57.049999
2002-12-11,56.799999
2002-12-12,56.34
2002-12-13,55.400002
2002-12-16,56.98
2002-12-17,56.549999
2002-12-18,55.669998
2002-12-19,55.450001
2002-12-20,55.919998
2002-12-23,55.209998999999996
2002-12-24,55.080002
2002-12-26,55.25
2002-12-27,54.299999
2002-12-30,55.09
2002-12-31,54.98
2003-01-02,56.099998
2003-01-03,56.77
2003-01-06,57.330002
2003-01-07,56.400002
2003-01-08,56.200001
2003-01-09,56.650002
2003-01-10,56.619999
2003-01-13,56.639998999999996
2003-01-14,56.700001
2003-01-15,56.279999
2003-01-16,56.189999
2003-01-17,55.68
2003-01-21,55.029999
2003-01-22,54.139998999999996
2003-01-23,54.380001
2003-01-24,53.450001
2003-01-27,52.720001
2003-01-28,52.849998
2003-01-29,52.380001
2003-01-30,52.049999
2003-01-31,53.700001
2003-02-03,53.299999
2003-02-04,52.5
2003-02-05,52.52
2003-02-06,52.119999
2003-02-07,52.549999
2003-02-10,52.59
2003-02-11,52.43
2003-02-12,52.869999
2003-02-13,53.41
2003-02-14,53.439999
2003-02-18,54.240002000000004
2003-02-19,54.349998
2003-02-20,54.049999
2003-02-21,54.07
2003-02-24,53.509997999999996
2003-02-25,53.48
2003-02-26,53.009997999999996
2003-02-27,53.380001
2003-02-28,53.66
2003-03-03,53.950001
2003-03-04,53.490002000000004
2003-03-05,53.73
2003-03-06,52.759997999999996
2003-03-07,53.049999
2003-03-10,51.959998999999996
2003-03-11,52.389998999999996
2003-03-12,52.349998
2003-03-13,53.34
2003-03-14,53.049999
2003-03-17,54.290001000000004
2003-03-18,54.509997999999996
2003-03-19,53.5
2003-03-20,53.5
2003-03-21,54.130001
2003-03-24,52.799999
2003-03-25,52.689999
2003-03-26,52.82
2003-03-27,51.970001
2003-03-28,51.349998
2003-03-31,51.119999
2003-04-01,52.139998999999996
2003-04-02,53.009997999999996
2003-04-03,52.810001
2003-04-04,52.91
2003-04-07,53.549999
2003-04-08,53.419998
2003-04-09,52.75
2003-04-10,53.0
2003-04-11,52.950001
2003-04-14,53.200001
2003-04-15,53.439999
2003-04-16,53.5
2003-04-17,53.43
2003-04-21,53.290001000000004
2003-04-22,53.970001
2003-04-23,53.389998999999996
2003-04-24,52.5
2003-04-25,51.549999
2003-04-28,53.07
2003-04-29,54.73
2003-04-30,54.689999
2003-05-01,54.48
2003-05-02,55.790001000000004
2003-05-05,55.099998
2003-05-06,56.259997999999996
2003-05-07,56.400002
2003-05-08,56.150002
2003-05-09,57.400002
2003-05-12,57.220001
2003-05-13,56.830002
2003-05-14,57.209998999999996
2003-05-15,57.77
2003-05-16,57.75
2003-05-19,56.650002
2003-05-20,57.200001
2003-05-21,57.060001
2003-05-22,57.650002
2003-05-23,57.919998
2003-05-27,59.080002
2003-05-28,59.650002
2003-05-29,59.48
2003-05-30,59.27
2003-06-02,59.720001
2003-06-03,59.610001000000004
2003-06-04,59.919998
2003-06-05,60.470001
2003-06-06,60.82
2003-06-09,60.029999
2003-06-10,59.889998999999996
2003-06-11,60.57
2003-06-12,61.049999
2003-06-13,60.490002000000004
2003-06-16,61.990002000000004
2003-06-17,62.470001
2003-06-18,62.0
2003-06-19,61.0
2003-06-20,61.02
2003-06-23,60.459998999999996
2003-06-24,60.400002
2003-06-25,59.700001
2003-06-26,59.75
2003-06-27,59.09
2003-06-30,59.110001000000004
2003-07-01,58.639998999999996
2003-07-02,59.400002
2003-07-03,58.990002000000004
2003-07-07,60.330002
2003-07-08,60.57
2003-07-09,60.25
2003-07-10,59.77
2003-07-11,60.48
2003-07-14,61.150002
2003-07-15,60.709998999999996
2003-07-16,60.75
2003-07-17,60.119999
2003-07-18,60.950001
2003-07-21,60.380001
2003-07-22,60.490002000000004
2003-07-23,60.25
2003-07-24,60.119999
2003-07-25,60.849998
2003-07-28,61.110001000000004
2003-07-29,61.130001
2003-07-30,61.299999
2003-07-31,61.549999
2003-08-01,61.360001000000004
2003-08-04,62.98
2003-08-05,61.880001
2003-08-06,61.549999
2003-08-07,61.919998
2003-08-08,61.939999
2003-08-11,62.48
2003-08-12,63.299999
2003-08-13,64.279999
2003-08-14,65.300003
2003-08-15,65.279999
2003-08-18,65.190002
2003-08-19,65.019997
2003-08-20,63.860001000000004
2003-08-21,64.300003
2003-08-22,63.759997999999996
2003-08-25,63.709998999999996
2003-08-26,63.700001
2003-08-27,63.799999
2003-08-28,64.32
2003-08-29,64.32
2003-09-02,64.839996
2003-09-03,65.099998
2003-09-04,64.800003
2003-09-05,64.599998
2003-09-08,65.349998
2003-09-09,64.800003
2003-09-10,64.059998
2003-09-11,64.529999
2003-09-12,64.83000200000001
2003-09-15,64.379997
2003-09-16,65.400002
2003-09-17,65.400002
2003-09-18,66.900002
2003-09-19,66.25
2003-09-22,66.279999
2003-09-23,66.550003
2003-09-24,67.150002
2003-09-25,67.260002
2003-09-26,67.0
2003-09-29,67.120003
2003-09-30,66.0
2003-10-01,67.989998
2003-10-02,68.949997
2003-10-03,69.800003
2003-10-06,70.480003
2003-10-07,70.910004
2003-10-08,70.139999
2003-10-09,70.779999
2003-10-10,70.839996
2003-10-13,71.260002
2003-10-14,71.07
2003-10-15,71.790001
2003-10-16,71.75
2003-10-17,70.730003
2003-10-20,72.82
2003-10-21,73.699997
2003-10-22,72.83000200000001
2003-10-23,71.519997
2003-10-24,71.379997
2003-10-27,71.440002
2003-10-28,74.08000200000001
2003-10-29,74.660004
2003-10-30,75.230003
2003-10-31,75.07
2003-11-03,76.760002
2003-11-04,75.959999
2003-11-05,75.099998
2003-11-06,74.949997
2003-11-07,75.709999
2003-11-10,75.18
2003-11-11,75.139999
2003-11-12,75.849998
2003-11-13,76.900002
2003-11-14,75.66999799999999
2003-11-17,75.08000200000001
2003-11-18,75.019997
2003-11-19,74.5
2003-11-20,72.91999799999999
2003-11-21,74.82
2003-11-24,76.019997
2003-11-25,75.730003
2003-11-26,75.610001
2003-11-28,76.07
2003-12-01,77.160004
2003-12-02,76.0
2003-12-03,76.389999
2003-12-04,75.75
2003-12-05,75.300003
2003-12-08,75.980003
2003-12-09,76.059998
2003-12-10,75.41999799999999
2003-12-11,76.459999
2003-12-12,76.639999
2003-12-15,76.190002
2003-12-16,76.470001
2003-12-17,76.18
2003-12-18,77.129997
2003-12-19,77.5
2003-12-22,77.900002
2003-12-23,78.08000200000001
2003-12-24,78.389999
2003-12-26,78.550003
2003-12-29,78.300003
2003-12-30,78.300003
2003-12-31,78.82
2004-01-02,79.300003
2004-01-05,80.279999
2004-01-06,81.040001
2004-01-07,81.370003
2004-01-08,81.93
2004-01-09,80.66999799999999
2004-01-12,80.790001
2004-01-13,79.010002
2004-01-14,79.559998
2004-01-15,78.529999
2004-01-16,77.699997
2004-01-20,79.550003
2004-01-21,80.650002
2004-01-22,79.779999
2004-01-23,78.889999
2004-01-26,78.900002
2004-01-27,78.290001
2004-01-28,77.349998
2004-01-29,77.550003
2004-01-30,77.599998
2004-02-02,75.949997
2004-02-03,76.870003
2004-02-04,76.379997
2004-02-05,76.75
2004-02-06,78.779999
2004-02-09,80.209999
2004-02-10,79.900002
2004-02-11,81.300003
2004-02-12,80.040001
2004-02-13,81.040001
2004-02-17,82.489998
2004-02-18,81.160004
2004-02-19,82.029999
2004-02-20,80.910004
2004-02-23,81.279999
2004-02-24,81.849998
2004-02-25,81.5
2004-02-26,81.459999
2004-02-27,81.75
2004-03-01,81.300003
2004-03-02,78.779999
2004-03-03,77.91999799999999
2004-03-04,78.010002
2004-03-05,78.370003
2004-03-08,78.43
