Date,VMC
1974-07-18,1.09375
1974-07-19,1.09375
1974-07-22,1.114583
1974-07-23,1.135417
1974-07-24,1.135417
1974-07-25,1.166667
1974-07-26,1.15625
1974-07-29,1.104167
1974-07-30,1.0625
1974-07-31,1.052083
1974-08-01,1.052083
1974-08-02,1.0625
1974-08-05,1.0625
1974-08-06,1.09375
1974-08-07,1.114583
1974-08-08,1.114583
1974-08-09,1.114583
1974-08-12,1.135417
1974-08-13,1.083333
1974-08-14,1.052083
1974-08-15,1.0625
1974-08-16,1.052083
1974-08-19,1.052083
1974-08-20,1.052083
1974-08-21,1.041667
1974-08-22,1.0625
1974-08-23,1.09375
1974-08-26,1.114583
1974-08-27,1.09375
1974-08-28,1.083333
1974-08-29,1.104167
1974-08-30,1.104167
1974-09-03,1.083333
1974-09-04,1.041667
1974-09-05,1.041667
1974-09-06,1.03125
1974-09-09,1.020833
1974-09-10,1.0
1974-09-11,0.979167
1974-09-12,0.979167
1974-09-13,0.979167
1974-09-16,0.947917
1974-09-17,0.96875
1974-09-18,1.0
1974-09-19,1.0
1974-09-20,1.020833
1974-09-23,1.010417
1974-09-24,0.989583
1974-09-25,1.020833
1974-09-26,0.989583
1974-09-27,1.0
1974-09-30,0.989583
1974-10-01,0.989583
1974-10-02,0.96875
1974-10-03,0.958333
1974-10-04,0.958333
1974-10-07,0.989583
1974-10-08,0.989583
1974-10-09,0.989583
1974-10-10,1.010417
1974-10-11,1.010417
1974-10-14,1.041667
1974-10-15,1.0625
1974-10-16,1.0625
1974-10-17,1.072917
1974-10-18,1.083333
1974-10-21,1.104167
1974-10-22,1.104167
1974-10-23,1.104167
1974-10-24,1.104167
1974-10-25,1.09375
1974-10-28,1.09375
1974-10-29,1.09375
1974-10-30,1.09375
1974-10-31,1.114583
1974-11-01,1.104167
1974-11-04,1.104167
1974-11-05,1.114583
1974-11-06,1.104167
1974-11-07,1.09375
1974-11-08,1.104167
1974-11-11,1.09375
1974-11-12,1.072917
1974-11-13,1.072917
1974-11-14,1.0625
1974-11-15,1.052083
1974-11-18,1.041667
1974-11-19,1.041667
1974-11-20,1.020833
1974-11-21,1.0
1974-11-22,1.020833
1974-11-25,1.0
1974-11-26,1.010417
1974-11-27,1.010417
1974-11-29,1.020833
1974-12-02,1.03125
1974-12-03,0.989583
1974-12-04,0.96875
1974-12-05,0.947917
1974-12-06,0.947917
1974-12-09,0.958333
1974-12-10,0.9375
1974-12-11,0.979167
1974-12-12,0.96875
1974-12-13,0.96875
1974-12-16,0.96875
1974-12-17,0.979167
1974-12-18,0.989583
1974-12-19,1.0
1974-12-20,0.989583
1974-12-23,0.989583
1974-12-24,0.989583
1974-12-26,0.989583
1974-12-27,1.0
1974-12-30,1.0
1974-12-31,0.979167
1975-01-02,0.979167
1975-01-03,0.979167
1975-01-06,1.010417
1975-01-07,1.010417
1975-01-08,1.010417
1975-01-09,1.03125
1975-01-10,1.041667
1975-01-13,1.0625
1975-01-14,1.041667
1975-01-15,1.03125
1975-01-16,1.010417
1975-01-17,1.010417
1975-01-20,1.03125
1975-01-21,1.041667
1975-01-22,1.041667
1975-01-23,1.083333
1975-01-24,1.114583
1975-01-27,1.114583
1975-01-28,1.125
1975-01-29,1.135417
1975-01-30,1.114583
1975-01-31,1.135417
1975-02-03,1.145833
1975-02-04,1.135417
1975-02-05,1.145833
1975-02-06,1.15625
1975-02-07,1.145833
1975-02-10,1.135417
1975-02-11,1.145833
1975-02-12,1.166667
1975-02-13,1.25
1975-02-14,1.25
1975-02-18,1.229167
1975-02-19,1.25
1975-02-20,1.25
1975-02-21,1.260417
1975-02-24,1.25
1975-02-25,1.239583
1975-02-26,1.239583
1975-02-27,1.239583
1975-02-28,1.21875
1975-03-03,1.21875
1975-03-04,1.229167
1975-03-05,1.239583
1975-03-06,1.25
1975-03-07,1.239583
1975-03-10,1.260417
1975-03-11,1.25
1975-03-12,1.25
1975-03-13,1.28125
1975-03-14,1.28125
1975-03-17,1.28125
1975-03-18,1.270833
1975-03-19,1.270833
1975-03-20,1.260417
1975-03-21,1.260417
1975-03-24,1.260417
1975-03-25,1.270833
1975-03-26,1.25
1975-03-27,1.260417
1975-03-31,1.25
1975-04-01,1.25
1975-04-02,1.25
1975-04-03,1.25
1975-04-04,1.25
1975-04-07,1.25
1975-04-08,1.25
1975-04-09,1.25
1975-04-10,1.25
1975-04-11,1.25
1975-04-14,1.25
1975-04-15,1.260417
1975-04-16,1.25
1975-04-17,1.260417
1975-04-18,1.270833
1975-04-21,1.3125
1975-04-22,1.34375
1975-04-23,1.364583
1975-04-24,1.375
1975-04-25,1.364583
1975-04-28,1.375
1975-04-29,1.364583
1975-04-30,1.364583
1975-05-01,1.354167
1975-05-02,1.354167
1975-05-05,1.375
1975-05-06,1.375
1975-05-07,1.354167
1975-05-08,1.364583
1975-05-09,1.34375
1975-05-12,1.322917
1975-05-13,1.302083
1975-05-14,1.322917
1975-05-15,1.333333
1975-05-16,1.322917
1975-05-19,1.322917
1975-05-20,1.333333
1975-05-21,1.302083
1975-05-22,1.302083
1975-05-23,1.3125
1975-05-27,1.3125
1975-05-28,1.333333
1975-05-29,1.333333
1975-05-30,1.333333
1975-06-02,1.34375
1975-06-03,1.354167
1975-06-04,1.385417
1975-06-05,1.385417
1975-06-06,1.385417
1975-06-09,1.375
1975-06-10,1.34375
1975-06-11,1.34375
1975-06-12,1.34375
1975-06-13,1.354167
1975-06-16,1.375
1975-06-17,1.364583
1975-06-18,1.354167
1975-06-19,1.354167
1975-06-20,1.385417
1975-06-23,1.364583
1975-06-24,1.375
1975-06-25,1.34375
1975-06-26,1.354167
1975-06-27,1.375
1975-06-30,1.385417
1975-07-01,1.395833
1975-07-02,1.40625
1975-07-03,1.40625
1975-07-07,1.416667
1975-07-08,1.458333
1975-07-09,1.489583
1975-07-10,1.5
1975-07-11,1.5
1975-07-14,1.5
1975-07-15,1.489583
1975-07-16,1.489583
1975-07-17,1.46875
1975-07-18,1.479167
1975-07-21,1.46875
1975-07-22,1.458333
1975-07-23,1.40625
1975-07-24,1.395833
1975-07-25,1.375
1975-07-28,1.354167
1975-07-29,1.354167
1975-07-30,1.354167
1975-07-31,1.354167
1975-08-01,1.354167
1975-08-04,1.354167
1975-08-05,1.354167
1975-08-06,1.364583
1975-08-07,1.354167
1975-08-08,1.364583
1975-08-11,1.375
1975-08-12,1.385417
1975-08-13,1.385417
1975-08-14,1.395833
1975-08-15,1.40625
1975-08-18,1.416667
1975-08-19,1.385417
1975-08-20,1.333333
1975-08-21,1.354167
1975-08-22,1.385417
1975-08-25,1.375
1975-08-26,1.385417
1975-08-27,1.385417
1975-08-28,1.40625
1975-08-29,1.395833
1975-09-02,1.416667
1975-09-03,1.40625
1975-09-04,1.385417
1975-09-05,1.385417
1975-09-08,1.364583
1975-09-09,1.354167
1975-09-10,1.364583
1975-09-11,1.364583
1975-09-12,1.364583
1975-09-15,1.364583
1975-09-16,1.364583
1975-09-17,1.364583
1975-09-18,1.354167
1975-09-19,1.364583
1975-09-22,1.375
1975-09-23,1.375
1975-09-24,1.385417
1975-09-25,1.395833
1975-09-26,1.40625
1975-09-29,1.40625
1975-09-30,1.395833
1975-10-01,1.385417
1975-10-02,1.395833
1975-10-03,1.385417
1975-10-06,1.375
1975-10-07,1.364583
1975-10-08,1.354167
1975-10-09,1.354167
1975-10-10,1.364583
1975-10-13,1.364583
1975-10-14,1.354167
1975-10-15,1.354167
1975-10-16,1.364583
1975-10-17,1.354167
1975-10-20,1.354167
1975-10-21,1.364583
1975-10-22,1.375
1975-10-23,1.354167
1975-10-24,1.354167
1975-10-27,1.354167
1975-10-28,1.354167
1975-10-29,1.354167
1975-10-30,1.354167
1975-10-31,1.354167
1975-11-03,1.34375
1975-11-04,1.34375
1975-11-05,1.34375
1975-11-06,1.333333
1975-11-07,1.322917
1975-11-10,1.25
1975-11-11,1.21875
1975-11-12,1.21875
1975-11-13,1.239583
1975-11-14,1.28125
1975-11-17,1.270833
1975-11-18,1.291667
1975-11-19,1.270833
1975-11-20,1.322917
1975-11-21,1.333333
1975-11-24,1.354167
1975-11-25,1.354167
1975-11-26,1.354167
1975-11-28,1.364583
1975-12-01,1.395833
1975-12-02,1.385417
1975-12-03,1.364583
1975-12-04,1.34375
1975-12-05,1.322917
1975-12-08,1.3125
1975-12-09,1.322917
1975-12-10,1.333333
1975-12-11,1.333333
1975-12-12,1.333333
1975-12-15,1.322917
1975-12-16,1.3125
1975-12-17,1.291667
1975-12-18,1.270833
1975-12-19,1.270833
1975-12-22,1.28125
1975-12-23,1.28125
1975-12-24,1.28125
1975-12-26,1.302083
1975-12-29,1.291667
1975-12-30,1.291667
1975-12-31,1.270833
1976-01-02,1.270833
1976-01-05,1.291667
1976-01-06,1.302083
1976-01-07,1.302083
1976-01-08,1.3125
1976-01-09,1.333333
1976-01-12,1.375
1976-01-13,1.40625
1976-01-14,1.46875
1976-01-15,1.447917
1976-01-16,1.447917
1976-01-19,1.447917
1976-01-20,1.46875
1976-01-21,1.510417
1976-01-22,1.510417
1976-01-23,1.5
1976-01-26,1.479167
1976-01-27,1.46875
1976-01-28,1.5
1976-01-29,1.552083
1976-01-30,1.697917
1976-02-02,1.71875
1976-02-03,1.71875
1976-02-04,1.75
1976-02-05,1.71875
1976-02-06,1.697917
1976-02-09,1.708333
1976-02-10,1.697917
1976-02-11,1.677083
1976-02-12,1.677083
1976-02-13,1.708333
1976-02-17,1.708333
1976-02-18,1.6875
1976-02-19,1.697917
1976-02-20,1.6875
1976-02-23,1.6875
1976-02-24,1.697917
1976-02-25,1.697917
1976-02-26,1.666667
1976-02-27,1.666667
1976-03-01,1.677083
1976-03-02,1.677083
1976-03-03,1.6875
1976-03-04,1.708333
1976-03-05,1.708333
1976-03-08,1.697917
1976-03-09,1.697917
1976-03-10,1.677083
1976-03-11,1.6875
1976-03-12,1.697917
1976-03-15,1.697917
1976-03-16,1.6875
1976-03-17,1.697917
1976-03-18,1.697917
1976-03-19,1.677083
1976-03-22,1.708333
1976-03-23,1.71875
1976-03-24,1.729167
1976-03-25,1.708333
1976-03-26,1.71875
1976-03-29,1.729167
1976-03-30,1.75
1976-03-31,1.75
1976-04-01,1.75
1976-04-02,1.729167
1976-04-05,1.71875
1976-04-06,1.708333
1976-04-07,1.708333
1976-04-08,1.697917
1976-04-09,1.697917
1976-04-12,1.71875
1976-04-13,1.708333
1976-04-14,1.625
1976-04-15,1.645833
1976-04-19,1.645833
1976-04-20,1.635417
1976-04-21,1.635417
1976-04-22,1.65625
1976-04-23,1.65625
1976-04-26,1.65625
1976-04-27,1.65625
1976-04-28,1.645833
1976-04-29,1.666667
1976-04-30,1.666667
1976-05-03,1.666667
1976-05-04,1.65625
1976-05-05,1.666667
1976-05-06,1.666667
1976-05-07,1.645833
1976-05-10,1.645833
1976-05-11,1.65625
1976-05-12,1.65625
1976-05-13,1.65625
1976-05-14,1.635417
1976-05-17,1.65625
1976-05-18,1.666667
1976-05-19,1.65625
1976-05-20,1.65625
1976-05-21,1.65625
1976-05-24,1.65625
1976-05-25,1.645833
1976-05-26,1.645833
1976-05-27,1.59375
1976-05-28,1.59375
1976-06-01,1.604167
1976-06-02,1.604167
1976-06-03,1.614583
1976-06-04,1.583333
1976-06-07,1.572917
1976-06-08,1.583333
1976-06-09,1.5625
1976-06-10,1.604167
1976-06-11,1.572917
1976-06-14,1.59375
1976-06-15,1.604167
1976-06-16,1.604167
1976-06-17,1.614583
1976-06-18,1.625
1976-06-21,1.635417
1976-06-22,1.625
1976-06-23,1.65625
1976-06-24,1.666667
1976-06-25,1.65625
1976-06-28,1.645833
1976-06-29,1.65625
1976-06-30,1.697917
1976-07-01,1.770833
1976-07-02,1.875
1976-07-06,1.916667
1976-07-07,1.916667
1976-07-08,1.916667
1976-07-09,1.927083
1976-07-12,1.90625
1976-07-13,1.895833
1976-07-14,1.895833
1976-07-15,1.833333
1976-07-16,1.864583
1976-07-19,1.854167
1976-07-20,1.90625
1976-07-21,1.927083
1976-07-22,1.927083
1976-07-23,1.916667
1976-07-26,1.895833
1976-07-27,1.916667
1976-07-28,1.927083
1976-07-29,1.916667
1976-07-30,1.9375
1976-08-02,1.9375
1976-08-03,1.9375
1976-08-04,1.947917
1976-08-05,1.989583
1976-08-06,1.979167
1976-08-09,2.0
1976-08-10,2.083333
1976-08-11,2.083333
1976-08-12,2.166667
1976-08-13,2.166667
1976-08-16,2.270833
1976-08-17,2.28125
1976-08-18,2.25
1976-08-19,2.208333
1976-08-20,2.0625
1976-08-23,2.052083
1976-08-24,2.03125
1976-08-25,2.0625
1976-08-26,2.041667
1976-08-27,2.041667
1976-08-30,2.052083
1976-08-31,2.041667
1976-09-01,2.0625
1976-09-02,2.083333
1976-09-03,2.0625
1976-09-07,2.083333
1976-09-08,2.0625
1976-09-09,2.0625
1976-09-10,2.114583
1976-09-13,2.15625
1976-09-14,2.1875
1976-09-15,2.239583
1976-09-16,2.291667
1976-09-17,2.375
1976-09-20,2.395833
1976-09-21,2.385417
1976-09-22,2.354167
1976-09-23,2.3125
1976-09-24,2.25
1976-09-27,2.239583
1976-09-28,2.260417
1976-09-29,2.25
1976-09-30,2.229167
1976-10-01,2.28125
1976-10-04,2.322917
1976-10-05,2.333333
1976-10-06,2.333333
1976-10-07,2.291667
1976-10-08,2.291667
1976-10-11,2.28125
1976-10-12,2.260417
1976-10-13,2.270833
1976-10-14,2.270833
1976-10-15,2.21875
1976-10-18,2.239583
1976-10-19,2.25
1976-10-20,2.270833
1976-10-21,2.28125
1976-10-22,2.229167
1976-10-25,2.1875
1976-10-26,2.1875
1976-10-27,2.21875
1976-10-28,2.208333
1976-10-29,2.25
1976-11-01,2.291667
1976-11-03,2.270833
1976-11-04,2.28125
1976-11-05,2.197917
1976-11-08,2.135417
1976-11-09,2.114583
1976-11-10,2.09375
1976-11-11,2.104167
1976-11-12,2.114583
1976-11-15,2.114583
1976-11-16,2.239583
1976-11-17,2.25
1976-11-18,2.21875
1976-11-19,2.25
1976-11-22,2.260417
1976-11-23,2.270833
1976-11-24,2.270833
1976-11-26,2.28125
1976-11-29,2.260417
1976-11-30,2.239583
1976-12-01,2.229167
1976-12-02,2.239583
1976-12-03,2.229167
1976-12-06,2.28125
1976-12-07,2.28125
1976-12-08,2.25
1976-12-09,2.270833
1976-12-10,2.28125
1976-12-13,2.28125
1976-12-14,2.260417
1976-12-15,2.270833
1976-12-16,2.25
1976-12-17,2.270833
1976-12-20,2.260417
1976-12-21,2.239583
1976-12-22,2.239583
1976-12-23,2.208333
1976-12-27,2.25
1976-12-28,2.25
1976-12-29,2.239583
1976-12-30,2.208333
1976-12-31,2.208333
1977-01-03,2.208333
1977-01-04,2.177083
1977-01-05,2.177083
1977-01-06,2.208333
1977-01-07,2.239583
1977-01-10,2.25
1977-01-11,2.229167
1977-01-12,2.239583
1977-01-13,2.25
1977-01-14,2.239583
1977-01-17,2.229167
1977-01-18,2.208333
1977-01-19,2.208333
1977-01-20,2.21875
1977-01-21,2.208333
1977-01-24,2.208333
1977-01-25,2.239583
1977-01-26,2.25
1977-01-27,2.25
1977-01-28,2.28125
1977-01-31,2.229167
1977-02-01,2.239583
1977-02-02,2.270833
1977-02-03,2.25
1977-02-04,2.229167
1977-02-07,2.21875
1977-02-08,2.229167
1977-02-09,2.239583
1977-02-10,2.25
1977-02-11,2.25
1977-02-14,2.21875
1977-02-15,2.197917
1977-02-16,2.197917
1977-02-17,2.166667
1977-02-18,2.166667
1977-02-22,2.166667
1977-02-23,2.15625
1977-02-24,2.09375
1977-02-25,2.09375
1977-02-28,2.083333
1977-03-01,2.083333
1977-03-02,2.104167
1977-03-03,2.052083
1977-03-04,2.052083
1977-03-07,2.083333
1977-03-08,2.104167
1977-03-09,2.104167
1977-03-10,2.104167
1977-03-11,2.104167
1977-03-14,2.125
1977-03-15,2.1875
1977-03-16,2.208333
1977-03-17,2.09375
1977-03-18,2.0625
1977-03-21,2.041667
1977-03-22,2.041667
1977-03-23,2.052083
1977-03-24,2.0625
1977-03-25,2.041667
1977-03-28,2.041667
1977-03-29,2.114583
1977-03-30,2.104167
1977-03-31,2.15625
1977-04-01,2.145833
1977-04-04,2.09375
1977-04-05,2.09375
1977-04-06,2.104167
1977-04-07,2.083333
1977-04-11,2.0625
1977-04-12,2.083333
1977-04-13,2.0625
1977-04-14,2.020833
1977-04-15,1.916667
1977-04-18,1.9375
1977-04-19,1.84375
1977-04-20,1.84375
1977-04-21,1.916667
1977-04-22,1.895833
1977-04-25,1.875
1977-04-26,1.90625
1977-04-27,1.90625
1977-04-28,1.916667
1977-04-29,1.958333
1977-05-02,1.927083
1977-05-03,1.96875
1977-05-04,1.96875
1977-05-05,1.979167
1977-05-06,1.96875
1977-05-09,1.989583
1977-05-10,1.989583
1977-05-11,1.979167
1977-05-12,1.989583
1977-05-13,1.979167
1977-05-16,1.96875
1977-05-17,1.9375
1977-05-18,1.9375
1977-05-19,1.9375
1977-05-20,1.916667
1977-05-23,1.90625
1977-05-24,1.875
1977-05-25,1.885417
1977-05-26,1.833333
1977-05-27,1.802083
1977-05-31,1.802083
1977-06-01,1.770833
1977-06-02,1.822917
1977-06-03,1.833333
1977-06-06,1.875
1977-06-07,1.854167
1977-06-08,1.854167
1977-06-09,1.802083
1977-06-10,1.78125
1977-06-13,1.802083
1977-06-14,1.791667
1977-06-15,1.854167
1977-06-16,1.854167
1977-06-17,1.84375
1977-06-20,1.822917
1977-06-21,1.833333
1977-06-22,1.833333
1977-06-23,1.864583
1977-06-24,1.916667
1977-06-27,1.958333
1977-06-28,1.989583
1977-06-29,2.0
1977-06-30,2.0
1977-07-01,1.989583
1977-07-05,2.0
1977-07-06,1.989583
1977-07-07,2.020833
1977-07-08,1.979167
1977-07-11,1.979167
1977-07-12,1.90625
1977-07-13,1.895833
1977-07-15,1.895833
1977-07-18,1.875
1977-07-19,1.885417
1977-07-20,1.916667
1977-07-21,1.958333
1977-07-22,1.9375
1977-07-25,1.947917
1977-07-26,1.916667
1977-07-27,1.916667
1977-07-28,1.927083
1977-07-29,1.916667
1977-08-01,1.947917
1977-08-02,1.9375
1977-08-03,1.916667
1977-08-04,1.90625
1977-08-05,1.895833
1977-08-08,1.885417
1977-08-09,1.90625
1977-08-10,1.895833
1977-08-11,1.916667
1977-08-12,1.895833
1977-08-15,1.864583
1977-08-16,1.854167
1977-08-17,1.854167
1977-08-18,1.864583
1977-08-19,1.9375
1977-08-22,1.916667
1977-08-23,1.854167
1977-08-24,1.854167
1977-08-25,1.916667
1977-08-26,1.885417
1977-08-29,1.875
1977-08-30,1.895833
1977-08-31,1.864583
1977-09-01,1.875
1977-09-02,1.90625
1977-09-06,1.895833
1977-09-07,1.895833
1977-09-08,1.875
1977-09-09,1.90625
1977-09-12,1.875
1977-09-13,1.875
1977-09-14,1.875
1977-09-15,1.885417
1977-09-16,1.885417
1977-09-19,1.875
1977-09-20,1.875
1977-09-21,1.875
1977-09-22,1.875
1977-09-23,1.885417
1977-09-26,1.885417
1977-09-27,1.885417
1977-09-28,1.885417
1977-09-29,1.885417
1977-09-30,1.885417
1977-10-03,1.916667
1977-10-04,1.895833
1977-10-05,1.895833
1977-10-06,1.885417
1977-10-07,1.875
1977-10-10,1.875
1977-10-11,1.864583
1977-10-12,1.864583
1977-10-13,1.864583
