Date,VC
2013-01-04,53.889998999999996
2013-01-07,53.66
2013-01-08,53.68
2013-01-09,53.869999
2013-01-10,54.169998
2013-01-11,54.77
2013-01-14,55.919998
2013-01-15,57.25
2013-01-16,56.189999
2013-01-17,56.869999
2013-01-18,56.610001000000004
2013-01-22,55.990002000000004
2013-01-23,55.830002
2013-01-24,56.93
2013-01-25,57.139998999999996
2013-01-28,56.720001
2013-01-29,55.950001
2013-01-30,55.84
2013-01-31,56.290001000000004
2013-02-01,57.110001000000004
2013-02-04,55.48
2013-02-05,56.139998999999996
2013-02-06,56.169998
2013-02-07,55.490002000000004
2013-02-08,56.490002000000004
2013-02-11,56.700001
2013-02-12,56.959998999999996
2013-02-13,56.720001
2013-02-14,56.299999
2013-02-15,56.419998
2013-02-19,56.5
2013-02-20,57.240002000000004
2013-02-21,55.759997999999996
2013-02-22,57.0
2013-02-25,55.799999
2013-02-26,55.700001
2013-02-27,57.099998
2013-02-28,58.279999
2013-03-01,58.299999
2013-03-04,58.360001000000004
2013-03-05,58.57
2013-03-06,59.27
2013-03-07,59.790001000000004
2013-03-08,60.040001000000004
2013-03-11,61.330002
2013-03-12,60.0
2013-03-13,60.049999
2013-03-14,59.919998
2013-03-15,58.98
2013-03-18,57.73
2013-03-19,57.759997999999996
2013-03-20,57.849998
2013-03-21,57.490002000000004
2013-03-22,57.43
2013-03-25,57.119999
2013-03-26,57.150002
2013-03-27,57.720001
2013-03-28,57.700001
2013-04-01,57.380001
2013-04-02,57.110001000000004
2013-04-03,56.150002
2013-04-04,55.830002
2013-04-05,55.189999
2013-04-08,55.32
2013-04-09,55.950001
2013-04-10,57.439999
2013-04-11,57.619999
2013-04-12,56.77
2013-04-15,55.330002
2013-04-16,54.98
2013-04-17,53.849998
2013-04-18,53.59
2013-04-19,54.830002
2013-04-22,54.599998
2013-04-23,54.959998999999996
2013-04-24,56.049999
2013-04-25,56.939999
2013-04-26,57.25
2013-04-29,57.200001
2013-04-30,58.790001000000004
2013-05-01,57.970001
2013-05-02,58.580002
2013-05-03,58.529999
2013-05-06,59.560001
2013-05-07,59.77
2013-05-08,60.240002000000004
2013-05-09,60.470001
2013-05-10,61.830002
2013-05-13,62.59
2013-05-14,63.259997999999996
2013-05-15,63.439999
2013-05-16,64.099998
2013-05-17,65.769997
2013-05-20,65.5
2013-05-21,65.519997
2013-05-22,63.77
2013-05-23,63.490002000000004
2013-05-24,62.610001000000004
2013-05-28,63.860001000000004
2013-05-29,62.84
2013-05-30,64.459999
2013-05-31,63.470001
2013-06-03,63.27
2013-06-04,64.199997
2013-06-05,63.23
2013-06-06,62.619999
2013-06-07,63.43
2013-06-10,64.010002
2013-06-11,63.509997999999996
2013-06-12,63.189999
2013-06-13,65.110001
2013-06-14,64.839996
2013-06-17,64.720001
2013-06-18,65.260002
2013-06-19,64.589996
2013-06-20,61.360001000000004
2013-06-21,62.119999
2013-06-24,59.099998
2013-06-25,60.779999
2013-06-26,62.040001000000004
2013-06-27,62.75
2013-06-28,63.119999
2013-07-01,63.459998999999996
2013-07-02,62.799999
2013-07-03,62.939999
2013-07-05,64.339996
2013-07-08,65.220001
2013-07-09,64.940002
2013-07-10,64.989998
2013-07-11,65.839996
2013-07-12,66.209999
2013-07-15,66.269997
2013-07-16,64.949997
2013-07-17,64.980003
2013-07-18,65.349998
2013-07-19,65.599998
2013-07-22,65.209999
2013-07-23,65.400002
2013-07-24,65.970001
2013-07-25,65.489998
2013-07-26,65.760002
2013-07-29,65.099998
2013-07-30,65.559998
2013-07-31,65.870003
2013-08-01,66.190002
2013-08-02,65.91999799999999
2013-08-05,66.989998
2013-08-06,66.010002
2013-08-07,64.870003
2013-08-08,67.050003
2013-08-09,67.41999799999999
2013-08-12,69.019997
2013-08-13,73.610001
2013-08-14,73.050003
2013-08-15,71.040001
2013-08-16,71.91999799999999
2013-08-19,71.510002
2013-08-20,72.18
2013-08-21,71.33000200000001
2013-08-22,72.760002
2013-08-23,71.839996
2013-08-26,71.269997
2013-08-27,69.91999799999999
2013-08-28,70.449997
2013-08-29,72.25
2013-08-30,71.610001
2013-09-03,72.43
2013-09-04,72.720001
2013-09-05,73.300003
2013-09-06,73.059998
2013-09-09,74.309998
2013-09-10,74.699997
2013-09-11,74.33000200000001
2013-09-12,73.190002
2013-09-13,73.260002
2013-09-16,73.769997
2013-09-17,73.239998
2013-09-18,73.779999
2013-09-19,73.440002
2013-09-20,73.389999
2013-09-23,75.309998
2013-09-24,73.730003
2013-09-25,74.650002
2013-09-26,75.860001
2013-09-27,75.220001
2013-09-30,75.639999
2013-10-01,75.82
2013-10-02,76.300003
2013-10-03,75.709999
2013-10-04,76.16999799999999
2013-10-07,74.489998
2013-10-08,72.949997
2013-10-09,73.559998
2013-10-10,74.720001
2013-10-11,75.019997
2013-10-14,75.290001
2013-10-15,75.230003
2013-10-16,75.529999
2013-10-17,76.510002
2013-10-18,77.209999
2013-10-21,77.980003
2013-10-22,78.269997
2013-10-23,77.760002
2013-10-24,78.650002
2013-10-25,77.82
2013-10-28,77.220001
2013-10-29,76.889999
2013-10-30,76.949997
2013-10-31,77.089996
2013-11-01,76.58000200000001
2013-11-04,77.050003
2013-11-05,76.760002
2013-11-06,76.879997
2013-11-07,75.260002
2013-11-08,75.160004
2013-11-11,75.66999799999999
2013-11-12,74.660004
2013-11-13,75.120003
2013-11-14,74.599998
2013-11-15,76.33000200000001
2013-11-18,76.629997
2013-11-19,76.050003
2013-11-20,75.43
2013-11-21,76.879997
2013-11-22,76.839996
2013-11-25,77.900002
2013-11-26,78.279999
2013-11-27,78.809998
2013-11-29,78.639999
2013-12-02,78.82
2013-12-03,78.559998
2013-12-04,79.019997
2013-12-05,78.57
2013-12-06,78.989998
2013-12-09,78.82
2013-12-10,78.41999799999999
2013-12-11,76.949997
2013-12-12,77.139999
2013-12-13,78.43
2013-12-16,78.160004
2013-12-17,78.599998
2013-12-18,79.389999
2013-12-19,78.5
2013-12-20,79.150002
2013-12-23,79.08000200000001
2013-12-24,80.589996
2013-12-26,80.339996
2013-12-27,79.650002
2013-12-30,81.019997
2013-12-31,81.889999
2014-01-02,81.190002
2014-01-03,81.239998
2014-01-06,81.660004
2014-01-07,82.25
2014-01-08,82.050003
2014-01-09,81.889999
2014-01-10,85.0
2014-01-13,85.839996
2014-01-14,87.610001
2014-01-15,85.379997
2014-01-16,84.809998
2014-01-17,83.839996
2014-01-21,83.589996
2014-01-22,83.470001
2014-01-23,82.529999
2014-01-24,80.5
2014-01-27,79.989998
2014-01-28,80.400002
2014-01-29,80.0
2014-01-30,81.150002
2014-01-31,81.010002
2014-02-03,78.739998
2014-02-04,79.400002
2014-02-05,79.220001
2014-02-06,80.0
2014-02-07,81.089996
2014-02-10,81.300003
2014-02-11,81.050003
2014-02-12,81.93
2014-02-13,82.900002
2014-02-14,83.43
2014-02-18,84.120003
2014-02-19,83.989998
2014-02-20,83.809998
2014-02-21,84.699997
2014-02-24,85.610001
2014-02-25,84.959999
2014-02-26,82.989998
2014-02-27,83.5
2014-02-28,83.43
2014-03-03,83.540001
2014-03-04,84.290001
2014-03-05,84.239998
2014-03-06,84.389999
2014-03-07,84.629997
2014-03-10,84.220001
2014-03-11,83.839996
2014-03-12,83.769997
2014-03-13,83.150002
2014-03-14,83.239998
2014-03-17,83.559998
2014-03-18,84.260002
2014-03-19,84.739998
2014-03-20,85.33000200000001
2014-03-21,85.66999799999999
2014-03-24,85.870003
2014-03-25,85.559998
2014-03-26,85.269997
2014-03-27,84.160004
2014-03-28,86.300003
2014-03-31,88.440002
2014-04-01,89.43
2014-04-02,89.790001
2014-04-03,90.309998
2014-04-04,89.059998
2014-04-07,85.989998
2014-04-08,86.269997
2014-04-09,87.209999
2014-04-10,86.57
2014-04-11,84.190002
2014-04-14,84.889999
2014-04-15,85.129997
2014-04-16,86.629997
2014-04-17,86.599998
2014-04-21,88.019997
2014-04-22,88.790001
2014-04-23,88.16999799999999
2014-04-24,88.699997
2014-04-25,87.0
2014-04-28,85.199997
2014-04-29,86.25
2014-04-30,86.809998
2014-05-01,87.449997
2014-05-02,89.610001
2014-05-05,89.010002
2014-05-06,89.589996
2014-05-07,89.400002
2014-05-08,91.470001
2014-05-09,90.949997
2014-05-12,92.07
2014-05-13,92.360001
2014-05-14,91.790001
2014-05-15,90.839996
2014-05-16,90.510002
2014-05-19,90.489998
2014-05-20,90.16999799999999
2014-05-21,92.110001
2014-05-22,90.879997
2014-05-23,92.239998
2014-05-27,92.699997
2014-05-28,91.879997
2014-05-29,91.889999
2014-05-30,91.139999
2014-06-02,91.230003
2014-06-03,91.550003
2014-06-04,92.910004
2014-06-05,93.199997
2014-06-06,94.220001
2014-06-09,93.760002
2014-06-10,93.849998
2014-06-11,94.040001
2014-06-12,92.349998
2014-06-13,92.949997
2014-06-16,92.980003
2014-06-17,93.41999799999999
2014-06-18,94.93
2014-06-19,94.339996
2014-06-20,95.870003
2014-06-23,96.089996
2014-06-24,94.769997
2014-06-25,95.639999
2014-06-26,95.25
2014-06-27,96.300003
2014-06-30,97.010002
2014-07-01,98.300003
2014-07-02,98.910004
2014-07-03,99.68
2014-07-07,100.410004
2014-07-08,99.269997
2014-07-09,99.589996
2014-07-10,98.769997
2014-07-11,98.970001
2014-07-14,98.610001
2014-07-15,97.699997
2014-07-16,97.43
2014-07-17,96.510002
2014-07-18,97.43
2014-07-21,96.209999
2014-07-22,96.75
2014-07-23,96.43
2014-07-24,96.75
2014-07-25,97.5
2014-07-28,97.91999799999999
2014-07-29,96.889999
2014-07-30,96.220001
2014-07-31,95.5
2014-08-01,95.599998
2014-08-04,98.809998
2014-08-05,97.239998
2014-08-06,99.610001
2014-08-07,97.720001
2014-08-08,96.760002
2014-08-11,96.769997
2014-08-12,96.559998
2014-08-13,97.519997
2014-08-14,97.769997
2014-08-15,97.989998
2014-08-18,98.970001
2014-08-19,99.349998
2014-08-20,99.510002
2014-08-21,100.510002
2014-08-22,100.349998
2014-08-25,101.16999799999999
2014-08-26,100.910004
2014-08-27,101.050003
2014-08-28,100.550003
2014-08-29,101.190002
2014-09-02,101.66999799999999
2014-09-03,102.300003
2014-09-04,103.0
2014-09-05,104.040001
2014-09-08,103.519997
2014-09-09,103.059998
2014-09-10,107.489998
2014-09-11,108.290001
2014-09-12,106.379997
2014-09-15,105.82
2014-09-16,106.470001
2014-09-17,106.190002
2014-09-18,106.260002
2014-09-19,104.790001
2014-09-22,103.400002
2014-09-23,102.739998
2014-09-24,103.08000200000001
2014-09-25,102.07
2014-09-26,101.110001
2014-09-29,99.029999
2014-09-30,97.25
2014-10-01,96.58000200000001
2014-10-02,97.43
2014-10-03,98.160004
2014-10-06,97.83000200000001
2014-10-07,95.629997
2014-10-08,97.099998
2014-10-09,94.260002
2014-10-10,88.66999799999999
2014-10-13,86.599998
2014-10-14,86.83000200000001
2014-10-15,84.550003
2014-10-16,86.980003
2014-10-17,88.760002
2014-10-20,89.660004
2014-10-21,92.709999
2014-10-22,91.980003
2014-10-23,93.139999
2014-10-24,93.220001
2014-10-27,91.360001
2014-10-28,93.790001
2014-10-29,93.550003
2014-10-30,92.18
2014-10-31,93.900002
2014-11-03,94.529999
2014-11-04,93.459999
2014-11-05,93.510002
2014-11-06,99.110001
2014-11-07,96.790001
2014-11-10,96.400002
2014-11-11,95.260002
2014-11-12,95.160004
2014-11-13,94.989998
2014-11-14,96.43
2014-11-17,95.269997
2014-11-18,97.059998
2014-11-19,97.190002
2014-11-20,97.589996
2014-11-21,97.120003
2014-11-24,99.470001
2014-11-25,98.360001
2014-11-26,98.480003
2014-11-28,98.0
2014-12-01,96.260002
2014-12-02,96.879997
2014-12-03,98.769997
2014-12-04,99.709999
2014-12-05,99.489998
2014-12-08,98.0
2014-12-09,97.75
2014-12-10,95.699997
2014-12-11,94.370003
2014-12-12,93.5
2014-12-15,96.480003
2014-12-16,95.660004
2014-12-17,100.559998
2014-12-18,102.959999
2014-12-19,106.040001
2014-12-22,105.849998
2014-12-23,105.540001
2014-12-24,106.059998
2014-12-26,106.260002
2014-12-29,106.489998
2014-12-30,106.57
2014-12-31,106.860001
2015-01-02,105.800003
2015-01-05,104.870003
2015-01-06,102.279999
2015-01-07,104.269997
2015-01-08,105.559998
2015-01-09,104.690002
2015-01-12,104.5
2015-01-13,101.66999799999999
2015-01-14,100.290001
2015-01-15,98.480003
2015-01-16,98.809998
2015-01-20,98.239998
2015-01-21,98.790001
2015-01-22,100.66999799999999
2015-01-23,100.370003
2015-01-26,99.989998
2015-01-27,98.489998
2015-01-28,97.360001
2015-01-29,97.91999799999999
2015-01-30,96.949997
2015-02-02,97.66999799999999
2015-02-03,99.309998
2015-02-04,98.550003
2015-02-05,98.989998
2015-02-06,99.400002
2015-02-09,98.529999
2015-02-10,99.32
2015-02-11,100.010002
2015-02-12,101.0
2015-02-13,100.91999799999999
2015-02-17,100.41999799999999
2015-02-18,101.129997
2015-02-19,100.589996
2015-02-20,101.0
2015-02-23,101.410004
2015-02-24,101.440002
2015-02-25,102.610001
2015-02-26,101.110001
2015-02-27,100.529999
2015-03-02,101.980003
2015-03-03,102.370003
2015-03-04,102.089996
2015-03-05,101.389999
2015-03-06,100.16999799999999
2015-03-09,99.449997
2015-03-10,97.980003
2015-03-11,98.089996
2015-03-12,99.040001
2015-03-13,98.529999
2015-03-16,97.699997
2015-03-17,96.32
2015-03-18,97.68
2015-03-19,97.16999799999999
2015-03-20,98.730003
2015-03-23,98.220001
2015-03-24,97.730003
2015-03-25,95.870003
2015-03-26,95.510002
2015-03-27,95.900002
2015-03-30,96.839996
2015-03-31,96.400002
2015-04-01,97.900002
2015-04-02,97.879997
2015-04-06,98.410004
2015-04-07,98.160004
2015-04-08,102.400002
2015-04-09,101.989998
2015-04-10,102.5
2015-04-13,101.910004
2015-04-14,102.209999
2015-04-15,102.529999
2015-04-16,101.91999799999999
2015-04-17,102.32
2015-04-20,102.139999
2015-04-21,103.110001
2015-04-22,103.010002
2015-04-23,102.83000200000001
2015-04-24,103.059998
2015-04-27,102.639999
2015-04-28,102.91999799999999
