Date,CPN
2012-06-18,16.33
2012-06-19,16.41
2012-06-20,16.33
2012-06-21,16.040001
2012-06-22,16.049999
2012-06-25,15.97
2012-06-26,15.97
2012-06-27,16.32
2012-06-28,16.469998999999998
2012-06-29,16.51
2012-07-02,16.5
2012-07-03,16.690001000000002
2012-07-05,16.690001000000002
2012-07-06,16.74
2012-07-09,16.57
2012-07-10,16.66
2012-07-11,16.91
2012-07-12,17.280001000000002
2012-07-13,17.33
2012-07-16,17.27
2012-07-17,17.6
2012-07-18,17.309998999999998
2012-07-19,17.49
2012-07-20,17.43
2012-07-23,17.360001
2012-07-24,17.379998999999998
2012-07-25,17.219998999999998
2012-07-26,17.620001000000002
2012-07-27,17.870001000000002
2012-07-30,17.65
2012-07-31,17.09
2012-08-01,17.030001000000002
2012-08-02,16.75
2012-08-03,16.790001
2012-08-06,16.860001
2012-08-07,16.940001000000002
2012-08-08,16.76
2012-08-09,16.860001
2012-08-10,17.07
2012-08-13,16.99
2012-08-14,17.0
2012-08-15,16.879998999999998
2012-08-16,16.790001
2012-08-17,17.049999
2012-08-20,17.48
2012-08-21,17.290001
2012-08-22,17.48
2012-08-23,17.75
2012-08-24,17.799999
2012-08-27,17.82
2012-08-28,17.49
2012-08-29,17.42
2012-08-30,17.76
2012-08-31,17.549999
2012-09-04,17.91
2012-09-05,18.190001000000002
2012-09-06,18.530001000000002
2012-09-07,17.549999
2012-09-10,17.540001
2012-09-11,17.370001000000002
2012-09-12,17.780001000000002
2012-09-13,17.65
2012-09-14,17.889999
2012-09-17,17.65
2012-09-18,17.49
2012-09-19,17.26
2012-09-20,17.25
2012-09-21,17.360001
2012-09-24,17.219998999999998
2012-09-25,17.059998999999998
2012-09-26,17.24
2012-09-27,17.450001
2012-09-28,17.299999
2012-10-01,17.360001
2012-10-02,17.360001
2012-10-03,17.75
2012-10-04,17.690001000000002
2012-10-05,17.84
2012-10-08,17.709999
2012-10-09,17.76
2012-10-10,17.74
2012-10-11,17.879998999999998
2012-10-12,17.48
2012-10-15,18.200001
2012-10-16,18.280001000000002
2012-10-17,18.6
2012-10-18,18.41
2012-10-19,18.4
2012-10-22,18.200001
2012-10-23,17.9
2012-10-24,17.950001
2012-10-25,17.790001
2012-10-26,17.74
2012-10-31,17.6
2012-11-01,17.799999
2012-11-02,17.65
2012-11-05,17.610001
2012-11-06,18.030001000000002
2012-11-07,17.6
2012-11-08,17.4
2012-11-09,17.43
2012-11-12,16.940001000000002
2012-11-13,16.73
2012-11-14,16.58
2012-11-15,16.74
2012-11-16,16.85
2012-11-19,16.809998999999998
2012-11-20,16.690001000000002
2012-11-21,16.950001
2012-11-23,16.93
2012-11-26,17.26
2012-11-27,17.040001
2012-11-28,16.959999
2012-11-29,17.129998999999998
2012-11-30,17.26
2012-12-03,17.200001
2012-12-04,17.34
2012-12-05,17.440001000000002
2012-12-06,17.379998999999998
2012-12-07,17.379998999999998
2012-12-10,17.49
2012-12-11,17.709999
2012-12-12,17.59
2012-12-13,17.790001
2012-12-14,17.82
2012-12-17,17.93
2012-12-18,17.99
2012-12-19,17.9
2012-12-20,18.110001
2012-12-21,18.09
2012-12-24,17.950001
2012-12-26,17.82
2012-12-27,17.99
2012-12-28,17.75
2012-12-31,18.129998999999998
2013-01-02,18.15
2013-01-03,18.049999
2013-01-04,18.09
2013-01-07,18.34
2013-01-08,18.26
2013-01-09,18.450001
2013-01-10,18.610001
2013-01-11,18.639999
2013-01-14,18.5
2013-01-15,18.75
2013-01-16,18.700001
2013-01-17,18.85
2013-01-18,18.82
2013-01-22,19.23
2013-01-23,19.120001000000002
2013-01-24,19.01
2013-01-25,19.139999
2013-01-28,19.4
2013-01-29,19.809998999999998
2013-01-30,19.709999
2013-01-31,19.73
2013-02-01,19.75
2013-02-04,19.629998999999998
2013-02-05,19.59
2013-02-06,19.57
2013-02-07,19.799999
2013-02-08,19.969998999999998
2013-02-11,19.969998999999998
2013-02-12,19.780001000000002
2013-02-13,19.4
2013-02-14,18.709999
2013-02-15,18.75
2013-02-19,19.01
2013-02-20,18.65
2013-02-21,18.5
2013-02-22,18.690001000000002
2013-02-25,18.49
2013-02-26,18.440001000000002
2013-02-27,18.360001
2013-02-28,18.4
2013-03-01,18.5
2013-03-04,18.700001
2013-03-05,19.299999
2013-03-06,19.4
2013-03-07,19.450001
2013-03-08,19.93
2013-03-11,19.93
2013-03-12,19.92
2013-03-13,19.969998999999998
2013-03-14,20.18
2013-03-15,20.16
2013-03-18,20.139999
2013-03-19,20.16
2013-03-20,20.280001000000002
2013-03-21,20.35
2013-03-22,20.27
2013-03-25,20.139999
2013-03-26,20.040001
2013-03-27,20.360001
2013-03-28,20.6
2013-04-01,20.42
2013-04-02,20.620001000000002
2013-04-03,20.549999
2013-04-04,20.6
2013-04-05,20.610001
2013-04-08,20.700001
2013-04-09,20.76
2013-04-10,20.879998999999998
2013-04-11,21.41
2013-04-12,21.690001000000002
2013-04-15,21.030001000000002
2013-04-16,21.459999
2013-04-17,20.870001000000002
2013-04-18,20.75
2013-04-19,21.08
2013-04-22,21.02
2013-04-23,21.09
2013-04-24,21.35
2013-04-25,21.35
2013-04-26,21.82
2013-04-29,22.01
2013-04-30,21.73
2013-05-01,21.379998999999998
2013-05-02,20.93
2013-05-03,21.209999
2013-05-06,21.1
2013-05-07,20.66
2013-05-08,20.690001000000002
2013-05-09,20.299999
2013-05-10,20.629998999999998
2013-05-13,20.719998999999998
2013-05-14,20.940001000000002
2013-05-15,21.290001
2013-05-16,20.98
2013-05-17,21.33
2013-05-20,21.27
2013-05-21,21.389999
2013-05-22,20.92
2013-05-23,20.84
2013-05-24,20.639999
2013-05-28,20.709999
2013-05-29,20.280001000000002
2013-05-30,20.299999
2013-05-31,20.309998999999998
2013-06-03,20.219998999999998
2013-06-04,19.68
2013-06-05,19.889999
2013-06-06,20.469998999999998
2013-06-07,20.84
2013-06-10,20.98
2013-06-11,21.26
2013-06-12,20.93
2013-06-13,21.309998999999998
2013-06-14,21.73
2013-06-17,21.57
2013-06-18,21.690001000000002
2013-06-19,21.43
2013-06-20,21.049999
2013-06-21,20.959999
2013-06-24,20.889999
2013-06-25,21.110001
2013-06-26,21.27
2013-06-27,21.23
2013-06-28,21.23
2013-07-01,20.860001
2013-07-02,20.709999
2013-07-03,20.51
2013-07-05,20.48
2013-07-08,20.950001
2013-07-09,21.01
2013-07-10,21.209999
2013-07-11,21.459999
2013-07-12,21.370001000000002
2013-07-15,21.91
2013-07-16,21.77
2013-07-17,21.139999
2013-07-18,21.01
2013-07-19,20.65
2013-07-22,20.280001000000002
2013-07-23,20.34
2013-07-24,20.120001000000002
2013-07-25,19.68
2013-07-26,20.09
2013-07-29,20.26
2013-07-30,20.07
2013-07-31,20.01
2013-08-01,20.0
2013-08-02,19.9
2013-08-05,19.75
2013-08-06,19.49
2013-08-07,19.6
2013-08-08,19.870001000000002
2013-08-09,19.450001
2013-08-12,19.32
2013-08-13,18.860001
2013-08-14,19.16
2013-08-15,19.030001000000002
2013-08-16,18.780001000000002
2013-08-19,18.719998999999998
2013-08-20,19.049999
2013-08-21,19.34
2013-08-22,19.5
2013-08-23,19.51
2013-08-26,19.32
2013-08-27,19.139999
2013-08-28,19.4
2013-08-29,19.540001
2013-08-30,19.33
2013-09-03,19.24
2013-09-04,19.02
2013-09-05,19.059998999999998
2013-09-06,18.889999
2013-09-09,19.219998999999998
2013-09-10,19.370001000000002
2013-09-11,18.690001000000002
2013-09-12,18.809998999999998
2013-09-13,19.219998999999998
2013-09-16,19.32
2013-09-17,19.6
2013-09-18,19.6
2013-09-19,19.67
2013-09-20,19.52
2013-09-23,19.68
2013-09-24,19.709999
2013-09-25,19.809998999999998
2013-09-26,19.959999
2013-09-27,19.77
2013-09-30,19.43
2013-10-01,19.59
2013-10-02,19.65
2013-10-03,19.35
2013-10-04,19.700001
2013-10-07,19.450001
2013-10-08,19.450001
2013-10-09,19.25
2013-10-10,19.639999
2013-10-11,19.51
2013-10-14,19.620001000000002
2013-10-15,19.24
2013-10-16,19.41
2013-10-17,19.66
2013-10-18,19.950001
2013-10-21,19.75
2013-10-22,20.07
2013-10-23,19.57
2013-10-24,19.57
2013-10-25,20.92
2013-10-28,20.440001000000002
2013-10-29,20.299999
2013-10-30,20.290001
2013-10-31,20.17
2013-11-01,19.870001000000002
2013-11-04,19.860001
2013-11-05,19.690001000000002
2013-11-06,19.74
2013-11-07,19.700001
2013-11-08,19.610001
2013-11-11,19.299999
2013-11-12,19.27
2013-11-13,19.23
2013-11-14,19.379998999999998
2013-11-15,19.309998999999998
2013-11-18,19.280001000000002
2013-11-19,19.08
2013-11-20,18.9
2013-11-21,19.02
2013-11-22,18.959999
2013-11-25,19.01
2013-11-26,19.01
2013-11-27,18.950001
2013-11-29,18.91
2013-12-02,18.98
2013-12-03,19.34
2013-12-04,19.690001000000002
2013-12-05,19.440001000000002
2013-12-06,19.58
2013-12-09,19.5
2013-12-10,19.129998999999998
2013-12-11,18.879998999999998
2013-12-12,18.879998999999998
2013-12-13,18.91
2013-12-16,19.01
2013-12-17,19.09
2013-12-18,19.139999
2013-12-19,19.309998999999998
2013-12-20,19.129998999999998
2013-12-23,19.1
2013-12-24,19.07
2013-12-26,19.139999
2013-12-27,19.299999
2013-12-30,19.469998999999998
2013-12-31,19.51
2014-01-02,19.26
2014-01-03,19.360001
2014-01-06,19.639999
2014-01-07,19.610001
2014-01-08,19.42
2014-01-09,19.17
2014-01-10,19.24
2014-01-13,19.139999
2014-01-14,19.25
2014-01-15,19.17
2014-01-16,19.360001
2014-01-17,19.23
2014-01-21,19.440001000000002
2014-01-22,19.209999
2014-01-23,19.139999
2014-01-24,18.68
2014-01-27,18.629998999999998
2014-01-28,18.709999
2014-01-29,18.530001000000002
2014-01-30,18.879998999999998
2014-01-31,18.98
2014-02-03,18.83
2014-02-04,18.83
2014-02-05,18.719998999999998
2014-02-06,19.01
2014-02-07,19.43
2014-02-10,19.52
2014-02-11,19.639999
2014-02-12,19.610001
2014-02-13,20.450001
2014-02-14,20.459999
2014-02-18,20.440001000000002
2014-02-19,20.01
2014-02-20,20.040001
2014-02-21,19.969998999999998
2014-02-24,19.82
2014-02-25,19.4
2014-02-26,19.110001
2014-02-27,18.959999
2014-02-28,19.049999
2014-03-03,18.91
2014-03-04,19.16
2014-03-05,19.5
2014-03-06,19.450001
2014-03-07,19.85
2014-03-10,19.82
2014-03-11,19.9
2014-03-12,20.1
2014-03-13,20.440001000000002
2014-03-14,20.48
2014-03-17,20.5
2014-03-18,20.469998999999998
2014-03-19,20.190001000000002
2014-03-20,20.4
2014-03-21,20.469998999999998
2014-03-24,20.389999
2014-03-25,20.459999
2014-03-26,20.15
2014-03-27,20.700001
2014-03-28,20.799999
2014-03-31,20.91
2014-04-01,21.059998999999998
2014-04-02,20.9
