Date,SEA
2010-06-11,26.24
2010-06-14,26.870001000000002
2010-06-15,27.690001000000002
2010-06-16,27.52
2010-06-17,27.23
2010-06-18,27.440001000000002
2010-06-21,27.75
2010-06-22,27.030001000000002
2010-06-23,27.139999
2010-06-24,26.809998999999998
2010-06-25,27.200001
2010-06-28,26.969998999999998
2010-06-29,25.49
2010-06-30,25.08
2010-07-01,24.780001000000002
2010-07-02,24.700001
2010-07-06,24.91
2010-07-07,25.74
2010-07-08,26.0
2010-07-09,26.25
2010-07-12,26.02
2010-07-13,26.42
2010-07-14,26.639999
2010-07-15,26.559998999999998
2010-07-16,26.02
2010-07-19,26.030001000000002
2010-07-20,26.629998999999998
2010-07-21,26.639999
2010-07-22,27.620001000000002
2010-07-23,28.110001
2010-07-26,28.389999
2010-07-27,28.08
2010-07-28,27.92
2010-07-29,28.27
2010-07-30,28.120001000000002
2010-08-02,28.84
2010-08-03,28.35
2010-08-04,28.43
2010-08-05,28.43
2010-08-06,28.41
2010-08-09,28.6
2010-08-10,28.139999
2010-08-11,26.790001
2010-08-12,26.77
2010-08-13,26.83
2010-08-16,27.01
2010-08-17,27.700001
2010-08-18,27.709999
2010-08-19,27.209999
2010-08-20,26.879998999999998
2010-08-23,26.85
2010-08-24,25.950001
2010-08-25,25.77
2010-08-26,25.51
2010-08-27,26.08
2010-08-30,25.67
2010-08-31,25.639999
2010-09-01,26.559998999999998
2010-09-02,26.77
2010-09-03,27.08
2010-09-07,26.49
2010-09-08,26.799999
2010-09-09,26.790001
2010-09-10,26.82
2010-09-13,27.370001000000002
2010-09-14,27.25
2010-09-15,27.309998999999998
2010-09-16,27.18
2010-09-17,27.16
2010-09-20,27.5
2010-09-21,27.51
2010-09-22,27.41
2010-09-23,26.99
2010-09-24,27.290001
2010-09-27,27.540001
2010-09-28,27.67
2010-09-29,27.700001
2010-09-30,27.549999
2010-10-01,27.450001
2010-10-04,27.040001
2010-10-05,27.629998999999998
2010-10-06,27.91
2010-10-07,27.98
2010-10-08,28.200001
2010-10-11,28.26
2010-10-12,27.98
2010-10-13,28.26
2010-10-14,28.17
2010-10-15,28.120001000000002
2010-10-18,28.129998999999998
2010-10-19,27.65
2010-10-20,27.93
2010-10-21,27.76
2010-10-22,28.040001
2010-10-25,28.059998999999998
2010-10-26,28.030001000000002
2010-10-27,27.629998999999998
2010-10-28,27.68
2010-10-29,27.84
2010-11-01,27.950001
2010-11-02,28.629998999999998
2010-11-03,28.879998999999998
2010-11-04,29.35
2010-11-05,29.389999
2010-11-08,29.52
2010-11-09,29.08
2010-11-10,29.440001000000002
2010-11-11,29.49
2010-11-12,28.85
2010-11-15,28.83
2010-11-16,27.969998999999998
2010-11-17,28.049999
2010-11-18,28.540001
2010-11-19,28.6
2010-11-22,28.540001
2010-11-23,27.799999
2010-11-24,28.110001
2010-11-26,27.67
2010-11-29,27.709999
2010-11-30,27.549999
2010-12-01,28.190001000000002
2010-12-02,28.360001
2010-12-03,28.629998999999998
2010-12-06,28.74
2010-12-07,28.799999
2010-12-08,28.360001
2010-12-09,28.35
2010-12-10,28.379998999999998
2010-12-13,28.43
2010-12-14,28.17
2010-12-15,27.9
2010-12-16,27.879998999999998
2010-12-17,27.68
2010-12-20,27.59
2010-12-21,28.01
2010-12-22,28.190001000000002
2010-12-23,28.1
2010-12-27,27.83
2010-12-28,27.620001000000002
2010-12-29,27.9
2010-12-30,27.860001
2010-12-31,27.950001
2011-01-03,28.469998999999998
2011-01-04,28.65
2011-01-05,28.709999
2011-01-06,28.860001
2011-01-07,28.950001
2011-01-10,28.790001
2011-01-11,28.809998999999998
2011-01-12,29.190001000000002
2011-01-13,28.959999
2011-01-14,28.879998999999998
2011-01-18,28.860001
2011-01-19,28.620001000000002
2011-01-20,28.07
2011-01-21,27.68
2011-01-24,27.629998999999998
2011-01-25,27.18
2011-01-26,27.16
2011-01-27,27.209999
2011-01-28,27.290001
2011-01-31,27.18
2011-02-01,27.35
2011-02-02,27.65
2011-02-03,27.75
2011-02-04,27.57
2011-02-07,27.559998999999998
2011-02-08,27.57
2011-02-09,27.280001000000002
2011-02-10,27.25
2011-02-11,27.5
2011-02-14,27.93
2011-02-15,27.74
2011-02-16,28.040001
2011-02-17,28.1
2011-02-18,28.08
2011-02-22,27.049999
2011-02-23,27.139999
2011-02-24,26.92
2011-02-25,27.34
2011-02-28,27.34
2011-03-01,27.01
2011-03-02,27.02
2011-03-03,27.299999
2011-03-04,27.110001
2011-03-07,26.870001000000002
2011-03-08,27.01
2011-03-09,26.91
2011-03-10,26.379998999999998
2011-03-11,26.74
2011-03-14,26.620001000000002
2011-03-15,26.0
2011-03-16,25.59
2011-03-17,25.67
2011-03-18,25.959999
2011-03-21,26.620001000000002
2011-03-22,26.73
2011-03-23,26.719998999999998
2011-03-24,26.93
2011-03-25,26.84
2011-03-28,26.6
2011-03-29,26.74
2011-03-30,27.0
2011-03-31,26.92
2011-04-01,27.0
2011-04-04,27.209999
2011-04-05,27.040001
2011-04-06,27.059998999999998
2011-04-07,26.99
2011-04-08,26.99
2011-04-11,26.620001000000002
2011-04-12,26.24
2011-04-13,26.43
2011-04-14,26.440001000000002
2011-04-15,26.540001
2011-04-18,25.879998999999998
2011-04-19,25.790001
2011-04-20,26.059998999999998
2011-04-21,26.059998999999998
2011-04-25,26.15
2011-04-26,26.33
2011-04-27,26.309998999999998
2011-04-28,25.91
2011-04-29,26.040001
2011-05-02,25.99
2011-05-03,25.73
2011-05-04,25.299999
2011-05-05,25.219998999999998
2011-05-06,25.530001000000002
2011-05-09,25.799999
2011-05-10,26.110001
2011-05-11,25.67
2011-05-12,25.790001
2011-05-13,25.57
2011-05-16,25.16
2011-05-17,24.809998999999998
2011-05-18,25.049999
2011-05-19,24.99
2011-05-20,24.83
2011-05-23,24.15
2011-05-24,23.959999
2011-05-25,23.85
2011-05-26,23.9
2011-05-27,24.16
2011-05-31,24.67
2011-06-01,24.290001
2011-06-02,24.18
2011-06-03,24.059998999999998
2011-06-06,23.59
2011-06-07,23.690001000000002
2011-06-08,23.059998999999998
2011-06-09,23.040001
2011-06-10,22.75
2011-06-13,22.83
2011-06-14,23.209999
2011-06-15,22.639999
2011-06-16,22.610001
2011-06-17,22.57
2011-06-20,22.639999
2011-06-21,23.17
2011-06-22,22.99
2011-06-23,22.809998999999998
2011-06-24,22.110001
2011-06-27,22.24
2011-06-28,22.440001000000002
2011-06-29,22.530001000000002
2011-06-30,22.700001
2011-07-01,22.93
2011-07-05,22.700001
2011-07-06,22.690001000000002
2011-07-07,22.76
2011-07-08,22.41
2011-07-11,21.76
2011-07-12,21.639999
2011-07-13,21.940001000000002
2011-07-14,21.65
2011-07-15,21.700001
2011-07-18,21.200001
2011-07-19,21.120001000000002
2011-07-20,21.25
2011-07-21,21.5
2011-07-22,21.59
2011-07-25,21.16
2011-07-26,21.1
2011-07-27,20.549999
2011-07-28,20.5
2011-07-29,20.530001000000002
2011-08-01,20.4
2011-08-02,19.719998999999998
2011-08-03,19.360001
2011-08-04,18.17
2011-08-05,17.98
2011-08-08,16.629998999999998
2011-08-09,17.42
2011-08-10,16.67
2011-08-11,17.24
2011-08-12,17.09
2011-08-15,17.629998999999998
2011-08-16,17.16
2011-08-17,17.43
2011-08-18,16.780001000000002
2011-08-19,16.32
2011-08-22,16.290001
2011-08-23,16.82
2011-08-24,16.68
2011-08-25,16.4
2011-08-26,16.68
2011-08-29,17.440001000000002
2011-08-30,17.66
2011-08-31,17.719998999999998
2011-09-01,17.440001000000002
2011-09-02,17.02
2011-09-06,16.559998999999998
2011-09-07,17.049999
2011-09-08,16.709999
2011-09-09,16.290001
2011-09-12,16.299999
2011-09-13,16.700001
2011-09-14,16.870001000000002
2011-09-15,17.16
2011-09-16,17.0
2011-09-19,16.76
2011-09-20,16.360001
2011-09-21,15.85
2011-09-22,15.34
2011-09-23,15.48
2011-09-26,15.4
2011-09-27,15.67
2011-09-28,15.21
2011-09-29,15.34
2011-09-30,14.85
2011-10-03,14.09
2011-10-04,14.15
2011-10-05,14.18
2011-10-06,14.39
2011-10-07,14.24
2011-10-10,14.91
2011-10-11,15.16
2011-10-12,15.87
2011-10-13,15.96
2011-10-14,16.200001
2011-10-17,15.99
2011-10-18,16.16
2011-10-19,15.8
2011-10-20,15.7
2011-10-21,15.96
2011-10-24,16.299999
2011-10-25,15.83
2011-10-26,16.1
2011-10-27,16.85
2011-10-28,16.99
2011-10-31,16.17
2011-11-01,15.62
2011-11-02,15.69
2011-11-03,15.8
2011-11-04,15.65
2011-11-07,15.65
2011-11-08,15.68
2011-11-09,15.09
2011-11-10,15.15
2011-11-11,15.35
2011-11-14,15.32
2011-11-15,15.4
2011-11-16,15.15
2011-11-17,14.85
2011-11-18,14.88
2011-11-21,14.32
2011-11-22,13.91
2011-11-23,13.47
2011-11-25,13.37
2011-11-28,13.93
2011-11-29,14.0
2011-11-30,14.35
2011-12-01,14.47
2011-12-02,14.79
2011-12-05,14.91
2011-12-06,14.95
2011-12-07,15.2
2011-12-08,14.78
2011-12-09,14.97
2011-12-12,14.79
2011-12-13,14.65
2011-12-14,14.56
2011-12-15,14.37
2011-12-16,14.63
2011-12-19,14.1
2011-12-20,14.66
2011-12-21,14.75
2011-12-22,15.03
2011-12-23,15.03
2011-12-27,14.85
2011-12-28,14.69
2011-12-29,14.82
2011-12-30,14.88
2012-01-03,15.35
2012-01-04,15.39
2012-01-05,15.33
2012-01-06,15.02
2012-01-09,15.13
2012-01-10,15.17
2012-01-11,15.36
2012-01-12,15.42
2012-01-13,15.41
2012-01-17,15.64
2012-01-18,15.96
2012-01-19,16.09
2012-01-20,16.27
2012-01-23,16.48
2012-01-24,16.49
2012-01-25,16.889999
2012-01-26,16.860001
2012-01-27,16.76
2012-01-30,16.57
2012-01-31,16.639999
2012-02-01,17.139999
2012-02-02,17.32
2012-02-03,17.51
2012-02-06,17.6
2012-02-07,17.639999
2012-02-08,17.66
2012-02-09,17.530001000000002
2012-02-10,17.290001
2012-02-13,17.51
2012-02-14,17.75
2012-02-15,17.969998999999998
2012-02-16,18.120001000000002
2012-02-17,18.040001
2012-02-21,18.049999
2012-02-22,17.959999
2012-02-23,17.99
2012-02-24,18.190001000000002
2012-02-27,18.110001
2012-02-28,18.1
2012-02-29,17.959999
2012-03-01,18.15
2012-03-02,18.17
2012-03-05,17.940001000000002
2012-03-06,17.219998999999998
2012-03-07,17.49
2012-03-08,17.719998999999998
2012-03-09,17.9
2012-03-12,17.73
2012-03-13,18.02
2012-03-14,17.879998999999998
2012-03-15,18.280001000000002
2012-03-16,19.15
2012-03-19,19.23
2012-03-20,18.68
2012-03-21,18.700001
2012-03-22,18.26
2012-03-23,18.370001000000002
2012-03-26,18.51
2012-03-27,18.559998999999998
2012-03-28,18.889999
2012-03-29,18.809998999999998
2012-03-30,19.040001
2012-04-02,19.190001000000002
2012-04-03,19.08
2012-04-04,18.700001
2012-04-05,18.549999
2012-04-09,18.370001000000002
2012-04-10,17.67
2012-04-11,17.860001
2012-04-12,18.02
2012-04-13,17.719998999999998
2012-04-16,17.620001000000002
2012-04-17,17.790001
2012-04-18,17.6
2012-04-19,17.549999
2012-04-20,17.809998999999998
2012-04-23,17.48
2012-04-24,17.57
2012-04-25,17.809998999999998
2012-04-26,17.959999
2012-04-27,18.049999
2012-04-30,18.02
2012-05-01,17.950001
2012-05-02,17.879998999999998
2012-05-03,17.59
2012-05-04,17.360001
2012-05-07,17.200001
2012-05-08,17.09
2012-05-09,16.870001000000002
2012-05-10,16.719998999999998
2012-05-11,16.540001
2012-05-14,16.040001
2012-05-15,15.96
2012-05-16,15.83
2012-05-17,15.66
2012-05-18,15.25
2012-05-21,15.87
2012-05-22,15.89
2012-05-23,15.83
2012-05-24,15.95
2012-05-25,16.129998999999998
2012-05-29,16.51
2012-05-30,16.01
2012-05-31,15.99
2012-06-01,15.32
2012-06-04,15.12
2012-06-05,15.45
2012-06-06,15.89
2012-06-07,15.81
2012-06-08,15.8
2012-06-11,15.64
2012-06-12,15.7
2012-06-13,15.55
2012-06-14,15.67
2012-06-15,15.87
2012-06-18,15.8076
2012-06-19,16.159901
2012-06-20,16.23
2012-06-21,15.7
2012-06-22,15.79
2012-06-25,15.21
2012-06-26,15.207
2012-06-27,15.39
2012-06-28,15.5899
