Date,SEA
2012-06-29,16.1
2012-07-02,16.16
2012-07-03,16.3899
2012-07-05,16.309998999999998
2012-07-06,16.24
2012-07-09,16.0299
2012-07-10,15.87
2012-07-11,15.81
2012-07-12,15.53
2012-07-13,15.62
2012-07-16,15.5601
2012-07-17,15.66
2012-07-18,15.7833
2012-07-19,15.87
2012-07-20,15.64
2012-07-23,15.3
2012-07-24,15.12
2012-07-25,15.0205
2012-07-26,15.35
2012-07-27,15.77
2012-07-30,15.68
2012-07-31,15.65
2012-08-01,15.5
2012-08-02,15.36
2012-08-03,15.65
2012-08-06,15.91
2012-08-07,16.1
2012-08-08,16.1
2012-08-09,16.089899
2012-08-10,16.02
2012-08-13,15.89
2012-08-14,15.98
2012-08-15,15.93
2012-08-16,15.88
2012-08-17,16.0
2012-08-20,15.9
2012-08-21,15.8448
2012-08-22,15.76
2012-08-23,15.59
2012-08-24,15.548
2012-08-27,15.48
2012-08-28,15.4
2012-08-29,15.27
2012-08-30,14.952
2012-08-31,15.09
2012-09-04,15.12
2012-09-05,14.97
2012-09-06,15.16
2012-09-07,15.38
2012-09-10,15.415
2012-09-11,15.45
2012-09-12,15.48
2012-09-13,15.85
2012-09-14,16.23
2012-09-17,16.129998999999998
2012-09-18,15.95
2012-09-19,16.238001
2012-09-20,16.07
2012-09-21,16.15
2012-09-24,15.86
2012-09-25,15.508
2012-09-26,15.31
2012-09-27,15.51
2012-09-28,15.26
2012-10-01,15.4
2012-10-02,15.46
2012-10-03,15.42
2012-10-04,15.61
2012-10-05,15.72
2012-10-08,15.61
2012-10-09,15.29
2012-10-10,15.1
2012-10-11,15.21
2012-10-12,15.2584
2012-10-15,15.36
2012-10-16,15.56
2012-10-17,15.67
2012-10-18,15.702
2012-10-19,15.49
2012-10-22,15.47
2012-10-23,15.32
2012-10-24,15.32
2012-10-25,15.27
2012-10-26,15.24
2012-10-31,15.33
2012-11-01,15.61
2012-11-02,15.55
2012-11-05,15.5
2012-11-06,15.46
2012-11-07,15.22
2012-11-08,14.902
2012-11-09,15.01
2012-11-12,15.054
2012-11-13,14.72
2012-11-14,14.48
2012-11-15,14.4932
2012-11-16,14.67
2012-11-19,14.9601
2012-11-20,15.02
2012-11-21,15.11
2012-11-23,15.36
2012-11-26,15.32
2012-11-27,15.2448
2012-11-28,15.147
2012-11-29,15.35
2012-11-30,15.45
2012-12-03,15.38
2012-12-04,15.329
2012-12-05,15.42
2012-12-06,15.34
2012-12-07,15.3868
2012-12-10,15.3983
2012-12-11,15.44
2012-12-12,15.51
2012-12-13,15.52
2012-12-14,15.69
2012-12-17,15.75
2012-12-18,15.9601
2012-12-19,16.07
2012-12-20,16.17
2012-12-21,16.024798999999998
2012-12-24,15.91
2012-12-26,15.95
2012-12-27,15.91
2012-12-28,15.84
2012-12-31,16.1
2013-01-02,16.66
2013-01-03,16.780001000000002
2013-01-04,16.9
2013-01-07,16.969998999999998
2013-01-08,16.889999
2013-01-09,17.09
2013-01-10,17.389999
2013-01-11,17.280001000000002
2013-01-14,17.315201000000002
2013-01-15,17.360001
2013-01-16,17.209999
2013-01-17,17.280001000000002
2013-01-18,17.4953
2013-01-22,17.610001
2013-01-23,17.41
2013-01-24,17.379998999999998
2013-01-25,17.459999
2013-01-28,17.309998999999998
2013-01-29,17.469998999999998
2013-01-30,17.26
2013-01-31,17.273198999999998
2013-02-01,17.2901
2013-02-04,17.059998999999998
2013-02-05,17.200001
2013-02-06,17.26
2013-02-07,17.209999
2013-02-08,17.33
2013-02-11,17.290001
2013-02-12,17.298
2013-02-13,17.34
2013-02-14,17.267098999999998
2013-02-15,17.209999
2013-02-19,17.35
2013-02-20,17.09
2013-02-21,16.798901
2013-02-22,16.809998999999998
2013-02-25,16.620001000000002
2013-02-26,16.811001
2013-02-27,17.049999
2013-02-28,17.049999
2013-03-01,17.040001
2013-03-04,16.91
2013-03-05,17.09
2013-03-06,17.110001
2013-03-07,17.190001000000002
2013-03-08,17.299999
2013-03-11,17.34
2013-03-12,17.219998999999998
2013-03-13,17.23
2013-03-14,17.309998999999998
2013-03-15,17.51
2013-03-18,17.388
2013-03-19,17.370001000000002
2013-03-20,17.51
2013-03-21,17.559998999999998
2013-03-22,17.709999
2013-03-25,17.43
2013-03-26,17.5
2013-03-27,17.440001000000002
2013-03-28,17.43
2013-04-01,17.129998999999998
2013-04-02,17.01
2013-04-03,16.719998999999998
2013-04-04,16.780001000000002
2013-04-05,16.709999
2013-04-08,16.7936
2013-04-09,16.870001000000002
2013-04-10,16.98
2013-04-11,16.969998999999998
2013-04-12,16.91
2013-04-15,16.34
2013-04-16,16.620001000000002
2013-04-17,16.35
2013-04-18,16.290001
2013-04-19,16.57
2013-04-22,16.629998999999998
2013-04-23,16.780001000000002
2013-04-24,17.0
2013-04-25,17.01
2013-04-26,16.98
2013-04-29,17.049999
2013-04-30,17.086599
2013-05-01,17.01
2013-05-02,17.1
2013-05-03,17.341
2013-05-06,17.4
2013-05-07,17.559998999999998
2013-05-08,17.6332
2013-05-09,17.49
2013-05-10,17.48
2013-05-13,17.469998999999998
2013-05-14,17.459999
2013-05-15,17.389999
2013-05-16,17.389999
2013-05-17,17.68
2013-05-20,18.087999
2013-05-21,18.429001
2013-05-22,18.1401
2013-05-23,17.93
2013-05-24,17.961901
2013-05-28,18.1
2013-05-29,17.929399
2013-05-30,17.809998999999998
2013-05-31,17.43
2013-06-03,17.459999
2013-06-04,17.620001000000002
2013-06-05,17.290001
2013-06-06,17.247
2013-06-07,17.409901
2013-06-10,17.559998999999998
2013-06-11,17.299999
2013-06-12,17.219998999999998
2013-06-13,17.52
2013-06-14,17.429899
2013-06-17,17.620001000000002
2013-06-18,18.030001000000002
2013-06-19,17.82
2013-06-20,17.389999
2013-06-21,17.4
2013-06-24,16.746
2013-06-25,17.01
2013-06-26,16.950001
2013-06-27,17.17
2013-06-28,17.260099
2013-07-01,17.450001
2013-07-02,17.364201
2013-07-03,17.32
2013-07-05,17.32
2013-07-08,17.48
2013-07-09,17.620001000000002
2013-07-10,17.74
2013-07-11,18.209999
2013-07-12,18.1
2013-07-15,18.129998999999998
2013-07-16,18.08
2013-07-17,18.1
2013-07-18,18.139999
2013-07-19,18.16
2013-07-22,18.272699
2013-07-23,18.301001
2013-07-24,18.18
2013-07-25,18.35
2013-07-26,18.139999
2013-07-29,17.98
2013-07-30,18.02
2013-07-31,18.01
2013-08-01,18.219998999999998
2013-08-02,18.26
2013-08-05,18.27
2013-08-06,18.33
2013-08-07,18.290001
2013-08-08,18.364201
2013-08-09,18.5
2013-08-12,18.504
2013-08-13,18.5
2013-08-14,18.5
2013-08-15,18.431998999999998
2013-08-16,18.77
2013-08-19,18.65
2013-08-20,18.709999
2013-08-21,18.540001
2013-08-22,18.709999
2013-08-23,18.860001
2013-08-26,18.74
2013-08-27,18.42
2013-08-28,18.4699
2013-08-29,18.43
2013-08-30,18.339899
2013-09-03,18.440001000000002
2013-09-04,18.83
2013-09-05,19.110001
2013-09-06,19.290001
2013-09-09,19.620001000000002
2013-09-10,19.75
2013-09-11,19.75
2013-09-12,19.75
2013-09-13,19.690001000000002
2013-09-16,19.67
2013-09-17,19.655001000000002
2013-09-18,20.07
2013-09-19,20.200001
2013-09-20,19.915001
2013-09-23,19.799999
2013-09-24,19.83
2013-09-25,20.0086
2013-09-26,20.110001
2013-09-27,19.99
2013-09-30,19.73
2013-10-01,19.85
2013-10-02,19.85
2013-10-03,19.7201
2013-10-04,19.77
2013-10-07,19.66
2013-10-08,19.42
2013-10-09,19.41
2013-10-10,19.690001000000002
2013-10-11,19.889999
2013-10-14,19.93
2013-10-15,19.715799
2013-10-16,19.950001
2013-10-17,20.08
2013-10-18,20.26
2013-10-21,20.170099
2013-10-22,20.3099
2013-10-23,20.139999
2013-10-24,20.129998999999998
2013-10-25,20.16
2013-10-28,19.98
2013-10-29,20.110001
2013-10-30,20.011
2013-10-31,19.82
2013-11-01,19.860001
2013-11-04,20.01
2013-11-05,19.99
2013-11-06,20.030001000000002
2013-11-07,19.530001000000002
2013-11-08,19.8057
2013-11-11,19.895398999999998
2013-11-12,19.65
2013-11-13,19.75
2013-11-14,19.92
2013-11-15,20.15
2013-11-18,19.99
2013-11-19,19.93
2013-11-20,19.74
2013-11-21,19.879998999999998
2013-11-22,19.700001
2013-11-25,19.620001000000002
2013-11-26,19.639999
2013-11-27,19.9
2013-11-29,20.16
2013-12-02,19.950001
2013-12-03,19.761
2013-12-04,19.870001000000002
2013-12-05,19.940001000000002
2013-12-06,20.030001000000002
2013-12-09,19.9499
2013-12-10,19.969998999999998
2013-12-11,19.7101
2013-12-12,19.76
2013-12-13,19.98
2013-12-16,20.0
2013-12-17,20.02
2013-12-18,20.209999
2013-12-19,20.190001000000002
2013-12-20,20.66
2013-12-23,21.02
2013-12-24,21.01
2013-12-26,21.299999
2013-12-27,21.440001000000002
2013-12-30,21.360001
2013-12-31,21.59
2014-01-02,21.129998999999998
2014-01-03,21.2999
2014-01-06,21.200001
2014-01-07,21.370001000000002
2014-01-08,21.3799
2014-01-09,21.309998999999998
2014-01-10,21.4
2014-01-13,21.209999
2014-01-14,21.58
2014-01-15,21.780001000000002
2014-01-16,22.030001000000002
2014-01-17,22.01
2014-01-21,22.209999
2014-01-22,22.309998999999998
2014-01-23,22.040001
2014-01-24,21.43
2014-01-27,21.09
2014-01-28,21.450001
2014-01-29,21.219998999999998
2014-01-30,21.290001
2014-01-31,20.969998999999998
2014-02-03,20.57
2014-02-04,20.59
2014-02-05,20.66
2014-02-06,21.07
2014-02-07,21.5
2014-02-10,21.35
2014-02-11,21.690001000000002
2014-02-12,21.690001000000002
2014-02-13,21.77
2014-02-14,21.9144
2014-02-18,21.91
2014-02-19,21.52
2014-02-20,21.620001000000002
2014-02-21,21.780001000000002
2014-02-24,21.76
2014-02-25,21.66
2014-02-26,21.77
2014-02-27,21.860001
2014-02-28,22.16
2014-03-03,21.834999
2014-03-04,22.25
2014-03-05,22.309998999999998
2014-03-06,22.4
2014-03-07,22.200001
2014-03-10,22.17
2014-03-11,22.049999
2014-03-12,21.860001
2014-03-13,21.52
2014-03-14,21.6
2014-03-17,21.73
2014-03-18,21.881001
2014-03-19,21.66
2014-03-20,21.559998999999998
2014-03-21,21.67
2014-03-24,21.5401
2014-03-25,21.59
2014-03-26,21.405001000000002
2014-03-27,21.43
2014-03-28,21.77
2014-03-31,21.844998999999998
2014-04-01,22.09
2014-04-02,22.299999
2014-04-03,22.209999
2014-04-04,22.110001
2014-04-07,21.791
2014-04-08,21.858999
2014-04-09,22.07
2014-04-10,21.700001
2014-04-11,21.57
2014-04-14,21.41
2014-04-15,21.33
2014-04-16,21.709999
2014-04-17,21.950001
2014-04-21,21.969998999999998
2014-04-22,21.93
2014-04-23,21.92
2014-04-24,21.75
2014-04-25,21.5
2014-04-28,21.48
2014-04-29,21.65
2014-04-30,21.639999
2014-05-01,21.76
2014-05-02,21.919901
2014-05-05,21.8901
2014-05-06,21.82
2014-05-07,21.76
2014-05-08,21.66
2014-05-09,21.76
2014-05-12,22.120001000000002
2014-05-13,22.1
2014-05-14,22.08
2014-05-15,21.950001
2014-05-16,22.039
2014-05-19,22.1
2014-05-20,22.059998999999998
2014-05-21,22.26
2014-05-22,22.469998999999998
2014-05-23,22.629998999999998
2014-05-27,22.690001000000002
2014-05-28,22.690001000000002
2014-05-29,22.77
2014-05-30,22.690001000000002
2014-06-02,22.74
2014-06-03,22.780001000000002
2014-06-04,22.83
2014-06-05,23.030001000000002
2014-06-06,23.1901
2014-06-09,23.26
2014-06-10,23.209999
2014-06-11,23.030001000000002
2014-06-12,23.01
2014-06-13,23.079901
2014-06-16,23.074699
2014-06-17,22.85
2014-06-18,22.969998999999998
2014-06-19,22.9
2014-06-20,22.98
2014-06-23,23.059998999999998
2014-06-24,22.59
2014-06-25,22.790001
2014-06-26,22.82
2014-06-27,22.880699
2014-06-30,22.889999
2014-07-01,23.040001
2014-07-02,23.0
2014-07-03,23.0
2014-07-07,22.7199
2014-07-08,22.450001
2014-07-09,22.459999
2014-07-10,22.237
2014-07-11,22.229601000000002
2014-07-14,22.389999
2014-07-15,22.26
2014-07-16,22.4
2014-07-17,22.120001000000002
2014-07-18,22.24
2014-07-21,22.18
2014-07-22,22.305201
2014-07-23,22.24
2014-07-24,22.245001000000002
2014-07-25,22.120001000000002
2014-07-28,22.08
2014-07-29,21.950001
2014-07-30,21.950001
2014-07-31,21.77
2014-08-01,21.530001000000002
2014-08-04,21.68
2014-08-05,21.34
2014-08-06,21.379998999999998
2014-08-07,21.17
2014-08-08,21.459999
2014-08-11,21.709999
2014-08-12,21.690001000000002
2014-08-13,22.09
2014-08-14,22.280001000000002
2014-08-15,22.3934
2014-08-18,22.67
2014-08-19,22.82
2014-08-20,22.82
2014-08-21,22.91
2014-08-22,22.709999
2014-08-25,22.790001
2014-08-26,22.870001000000002
2014-08-27,22.870001000000002
2014-08-28,22.85
2014-08-29,22.790001
2014-09-02,22.76
2014-09-03,22.620001000000002
2014-09-04,22.450001
2014-09-05,22.620001000000002
2014-09-08,22.67
2014-09-09,22.6499
2014-09-10,22.66
2014-09-11,22.51
2014-09-12,22.290001
2014-09-15,22.139999
2014-09-16,22.290001
2014-09-17,22.309998999999998
2014-09-18,22.283501
2014-09-19,22.1
2014-09-22,21.66
2014-09-23,21.43
2014-09-24,21.08
2014-09-25,20.559998999999998
2014-09-26,20.780001000000002
2014-09-29,20.58
2014-09-30,20.620001000000002
2014-10-01,20.18
2014-10-02,20.15
2014-10-03,20.209999
2014-10-06,20.200001
2014-10-07,19.799999
2014-10-08,19.73
2014-10-09,19.09
2014-10-10,18.639999
2014-10-13,18.18
2014-10-14,18.110001
2014-10-15,18.24
2014-10-16,18.67
2014-10-17,19.059998999999998
2014-10-20,19.209999
2014-10-21,19.73
2014-10-22,19.540001
2014-10-23,19.809998999999998
2014-10-24,19.84
2014-10-27,19.57
2014-10-28,20.120001000000002
2014-10-29,20.18
2014-10-30,20.059998999999998
2014-10-31,20.25
2014-11-03,20.24
2014-11-04,19.75
2014-11-05,19.49
2014-11-06,19.440001000000002
2014-11-07,19.66
2014-11-10,19.65
2014-11-11,19.4799
2014-11-12,19.49
2014-11-13,19.110001
2014-11-14,19.299999
2014-11-17,19.190001000000002
2014-11-18,19.4
2014-11-19,19.219998999999998
2014-11-20,19.389999
2014-11-21,19.49
2014-11-24,19.65
2014-11-25,19.57
2014-11-26,19.639999
2014-11-28,18.999901
2014-12-01,18.6
2014-12-02,18.65
2014-12-03,18.889999
2014-12-04,18.879998999999998
2014-12-05,18.75
2014-12-08,17.999901
2014-12-09,18.110001
2014-12-10,17.68
2014-12-11,17.549999
2014-12-12,17.75
2014-12-15,17.559998999999998
2014-12-16,17.66
2014-12-17,18.23
2014-12-18,18.610001
2014-12-19,18.75
2014-12-22,18.84
2014-12-23,18.865
2014-12-24,18.620001000000002
2014-12-26,18.6
2014-12-29,18.5221
2014-12-30,18.522499
2014-12-31,18.440001000000002
2015-01-02,18.599899
2015-01-05,17.99
2015-01-06,18.02
2015-01-07,18.1
2015-01-08,18.84
2015-01-09,18.549999
2015-01-12,18.530001000000002
2015-01-13,18.52
2015-01-14,18.43
2015-01-15,18.35
2015-01-16,18.370001000000002
2015-01-20,18.356001000000003
2015-01-21,18.530001000000002
2015-01-22,18.6001
2015-01-23,18.440001000000002
2015-01-26,18.540001
2015-01-27,18.48
2015-01-28,18.165701000000002
