Date,TRC
1980-03-17,5.085081
1980-03-18,5.085081
1980-03-19,5.226333
1980-03-20,5.367586
1980-03-21,5.461753
1980-03-24,5.261646
1980-03-25,5.037997
1980-03-26,4.990913
1980-03-27,4.378819
1980-03-28,4.520072
1980-03-31,4.637782
1980-04-01,4.708408
1980-04-02,4.684866
1980-04-03,4.614240000000001
1980-04-07,4.425904
1980-04-08,4.49653
1980-04-09,4.637782
1980-04-10,4.896745
1980-04-11,5.1321650000000005
1980-04-14,5.037997
1980-04-15,5.085081
1980-04-16,4.708408
1980-04-17,4.520072
1980-04-18,4.520072
1980-04-21,4.520072
1980-04-22,4.567156
1980-04-23,4.520072
1980-04-24,4.425904
1980-04-25,4.472988
1980-04-28,4.590698000000001
1980-04-29,4.896745
1980-04-30,5.037997
1980-05-01,4.7790349999999995
1980-05-02,4.708408
1980-05-05,4.708408
1980-05-06,4.802576999999999
1980-05-07,4.990913
1980-05-08,4.967371
1980-05-09,4.896745
1980-05-12,4.708408
1980-05-13,4.755491999999999
1980-05-14,4.990913
1980-05-15,4.943829
1980-05-16,4.990913
1980-05-19,4.990913
1980-05-20,4.943829
1980-05-21,4.802576999999999
1980-05-22,4.802576999999999
1980-05-23,4.920287
1980-05-27,4.802576999999999
1980-05-28,4.637782
1980-05-29,4.425904
1980-05-30,4.472988
1980-06-02,4.520072
1980-06-03,4.767263
1980-06-04,5.367586
1980-06-05,5.485296
1980-06-06,5.461753
1980-06-09,6.073847
1980-06-10,6.591772
1980-06-11,6.309267
1980-06-12,6.2150989999999995
1980-06-13,6.073847
1980-06-16,6.073847
1980-06-17,6.073847
1980-06-18,6.1680150000000005
1980-06-19,5.861969
1980-06-20,6.309267
1980-06-23,6.662398
1980-06-24,6.756566
1980-06-25,6.897817999999999
1980-06-26,6.780108
1980-06-27,6.780108
1980-06-30,6.6859399999999996
1980-07-01,6.662398
1980-07-02,6.591772
1980-07-03,6.650627
1980-07-07,6.45052
1980-07-08,6.426977
1980-07-09,6.521145
1980-07-10,6.591772
1980-07-11,6.638855
1980-07-14,6.521145
1980-07-15,6.638855
1980-07-16,6.6859399999999996
1980-07-17,6.991986
1980-07-18,6.921360000000001
1980-07-21,6.897817999999999
1980-07-22,6.521145
1980-07-23,6.591772
1980-07-24,6.662398
1980-07-25,6.662398
1980-07-28,6.6859399999999996
1980-07-29,6.6859399999999996
1980-07-30,6.521145
1980-07-31,6.497603
1980-08-01,6.638855
1980-08-04,6.544687000000001
1980-08-05,6.403435
1980-08-06,6.662398
1980-08-07,7.015528
1980-08-08,7.3568880000000005
1980-08-11,7.274491
1980-08-12,7.345117
1980-08-13,7.180323
1980-08-14,7.086154
1980-08-15,7.345117
1980-08-18,7.1096960000000005
1980-08-19,7.1096960000000005
1980-08-20,6.968444
1980-08-21,7.039071000000001
1980-08-22,7.1096960000000005
1980-08-25,7.039071000000001
1980-08-26,6.897817999999999
1980-08-27,6.80365
1980-08-28,6.733024
1980-08-29,6.6859399999999996
1980-09-02,6.6859399999999996
1980-09-03,6.733024
1980-09-04,6.944902000000001
1980-09-05,6.897817999999999
1980-09-08,6.827192
1980-09-09,6.780108
1980-09-10,6.897817999999999
1980-09-11,7.062613000000001
1980-09-12,7.392200999999999
1980-09-15,7.8512710000000006
1980-09-16,7.674706
1980-09-17,7.745332
1980-09-18,7.509911
1980-09-19,7.274491
1980-09-22,7.086154
1980-09-23,7.1096960000000005
1980-09-24,7.1096960000000005
1980-09-25,7.062613000000001
1980-09-26,6.733024
1980-09-29,6.474061
1980-09-30,6.568230000000001
1980-10-01,6.591772
1980-10-02,6.850733999999999
1980-10-03,7.039071000000001
1980-10-06,7.1096960000000005
1980-10-07,6.921360000000001
1980-10-08,6.827192
1980-10-09,6.6859399999999996
1980-10-10,6.638855
1980-10-13,6.638855
1980-10-14,6.521145
1980-10-15,6.6859399999999996
1980-10-16,6.709482
1980-10-17,6.45052
1980-10-20,6.780108
1980-10-21,6.80365
1980-10-22,6.80365
1980-10-23,6.662398
1980-10-24,6.662398
1980-10-27,6.615314
1980-10-28,7.439285000000001
1980-10-29,7.533453
1980-10-30,7.227407
1980-10-31,7.957210000000001
1980-11-03,9.228480000000001
1980-11-05,9.040144
1980-11-06,8.757639
1980-11-07,8.922433999999999
1980-11-10,8.898891
1980-11-11,8.898891
1980-11-12,8.898891
1980-11-13,9.416817
1980-11-14,9.087228
1980-11-17,9.322648
1980-11-18,9.275564
1980-11-19,9.322648
1980-11-20,9.369733
1980-11-21,9.369733
1980-11-24,9.228480000000001
1980-11-25,9.181396000000001
1980-11-26,8.851808
1980-11-28,8.757639
1980-12-01,8.710555000000001
1980-12-02,8.710555000000001
1980-12-03,8.475135
1980-12-04,8.428051
1980-12-05,7.910125999999999
1980-12-08,7.545224
1980-12-09,7.533453
1980-12-10,7.156781
1980-12-11,6.780108
1980-12-12,7.345117
1980-12-15,7.439285000000001
1980-12-16,7.439285000000001
1980-12-17,7.439285000000001
1980-12-18,7.674706
1980-12-19,8.098462
1980-12-22,8.098462
1980-12-23,7.674706
1980-12-24,7.580537
1980-12-26,7.580537
1980-12-29,7.580537
1980-12-30,7.533453
1980-12-31,7.627621
1981-01-02,7.627621
1981-01-05,7.439285000000001
1981-01-06,7.439285000000001
1981-01-07,6.991986
1981-01-08,7.156781
1981-01-09,7.062613000000001
1981-01-12,7.227407
1981-01-13,7.015528
1981-01-14,7.133238
1981-01-15,7.227407
1981-01-16,7.321575
1981-01-19,7.533453
1981-01-20,7.250949
1981-01-21,7.345117
1981-01-22,7.250949
1981-01-23,7.627621
1981-01-26,7.533453
1981-01-27,7.627621
1981-01-28,7.439285000000001
1981-01-29,7.439285000000001
1981-01-30,7.274491
1981-02-02,7.156781
1981-02-03,7.062613000000001
1981-02-04,6.991986
1981-02-05,6.897817999999999
1981-02-06,6.897817999999999
1981-02-09,6.921360000000001
1981-02-10,6.991986
1981-02-11,6.991986
1981-02-12,6.897817999999999
1981-02-13,6.897817999999999
1981-02-17,6.991986
1981-02-18,6.991986
1981-02-19,6.968444
1981-02-20,6.850733999999999
1981-02-23,6.850733999999999
1981-02-24,6.6859399999999996
1981-02-25,6.6859399999999996
1981-02-26,6.874275999999999
1981-02-27,6.944902000000001
1981-03-02,6.991986
1981-03-03,6.897817999999999
1981-03-04,6.968444
1981-03-05,7.039071000000001
1981-03-06,7.368659
1981-03-09,7.815958
1981-03-10,7.674706
1981-03-11,7.392200999999999
1981-03-12,8.286798
1981-03-13,8.522219
1981-03-16,9.793489
1981-03-17,8.851808
1981-03-18,9.134312
1981-03-19,8.851808
1981-03-20,9.040144
1981-03-23,9.040144
1981-03-24,9.181396000000001
1981-03-25,9.040144
1981-03-26,8.851808
1981-03-27,8.804724
1981-03-30,8.710555000000001
1981-03-31,9.228480000000001
1981-04-01,9.087228
1981-04-02,9.134312
1981-04-03,8.945975
1981-04-06,8.569303999999999
1981-04-07,8.286798
1981-04-08,8.286798
1981-04-09,8.286798
1981-04-10,8.428051
1981-04-13,8.428051
1981-04-14,8.428051
1981-04-15,8.380967
1981-04-16,8.286798
1981-04-20,8.192631
1981-04-21,8.098462
1981-04-22,8.192631
1981-04-23,8.051378
1981-04-24,8.051378
1981-04-27,8.192631
1981-04-28,8.098462
1981-04-29,7.910125999999999
1981-04-30,7.910125999999999
1981-05-01,7.910125999999999
1981-05-04,7.580537
1981-05-05,7.439285000000001
1981-05-06,7.439285000000001
1981-05-07,7.298033
1981-05-08,7.298033
1981-05-11,7.250949
1981-05-12,7.298033
1981-05-13,7.8395
1981-05-14,8.145546000000001
1981-05-15,7.980752000000001
1981-05-18,7.815958
1981-05-19,7.815958
1981-05-20,7.721789
1981-05-21,7.957210000000001
1981-05-22,7.957210000000001
1981-05-26,7.792416
1981-05-27,7.863042
1981-05-28,7.863042
1981-05-29,7.533453
1981-06-01,7.627621
1981-06-02,7.439285000000001
1981-06-03,7.439285000000001
1981-06-04,7.439285000000001
1981-06-05,7.345117
1981-06-08,7.345117
1981-06-09,7.486369
1981-06-10,7.533453
1981-06-11,7.439285000000001
1981-06-12,7.439285000000001
1981-06-15,7.768874
1981-06-16,7.533453
1981-06-17,7.298033
1981-06-18,7.298033
1981-06-19,7.368659
1981-06-22,7.651164
1981-06-23,7.651164
1981-06-24,7.580537
1981-06-25,7.651164
1981-06-26,7.580537
1981-06-29,7.580537
1981-06-30,7.345117
1981-07-01,7.439285000000001
1981-07-02,7.345117
1981-07-06,7.345117
1981-07-07,7.250949
1981-07-08,7.250949
1981-07-09,7.345117
1981-07-10,7.721789
1981-07-13,7.580537
1981-07-14,7.533453
1981-07-15,7.533453
1981-07-16,7.533453
1981-07-17,7.439285000000001
1981-07-20,7.439285000000001
1981-07-21,7.439285000000001
1981-07-22,7.345117
1981-07-23,7.345117
1981-07-24,7.698247
1981-07-27,7.698247
1981-07-28,7.698247
1981-07-29,7.698247
1981-07-30,7.698247
1981-07-31,7.698247
1981-08-03,7.698247
1981-08-04,7.698247
1981-08-05,7.698247
1981-08-06,7.957210000000001
1981-08-07,8.180860000000001
1981-08-10,8.286798
1981-08-11,8.286798
1981-08-12,8.098462
1981-08-13,8.098462
1981-08-14,7.910125999999999
1981-08-17,8.098462
1981-08-18,8.004294
1981-08-19,8.051378
1981-08-20,7.957210000000001
1981-08-21,7.863042
1981-08-24,7.721789
1981-08-25,7.721789
1981-08-26,7.721789
1981-08-27,7.815958
1981-08-28,8.098462
1981-08-31,8.004294
1981-09-01,7.815958
1981-09-02,7.910125999999999
1981-09-03,7.439285000000001
1981-09-04,7.298033
1981-09-08,7.062613000000001
1981-09-09,6.921360000000001
1981-09-10,6.921360000000001
1981-09-11,6.968444
1981-09-14,7.156781
1981-09-15,6.874275999999999
1981-09-16,6.356351
1981-09-17,6.309267
1981-09-18,6.2150989999999995
1981-09-21,5.88551
1981-09-22,5.932594
1981-09-23,6.073847
1981-09-24,5.932594
1981-09-25,5.41467
1981-09-28,6.073847
1981-09-29,6.638855
1981-09-30,6.874275999999999
1981-10-01,6.780108
1981-10-02,6.827192
1981-10-05,6.6859399999999996
1981-10-06,6.497603
1981-10-07,6.426977
1981-10-08,6.426977
1981-10-09,6.426977
1981-10-12,6.426977
1981-10-13,6.426977
1981-10-14,6.3681220000000005
1981-10-15,6.1680150000000005
1981-10-16,6.038533999999999
1981-10-19,6.038533999999999
1981-10-20,6.038533999999999
1981-10-21,6.038533999999999
1981-10-22,6.038533999999999
1981-10-23,6.038533999999999
1981-10-26,6.1680150000000005
1981-10-27,6.58
1981-10-28,6.874275999999999
1981-10-29,6.6859399999999996
